[['2, k, 0', [-0.0674865, -0.397115, 1.0]], ['2, k, 1', [-0.0723283, -0.100854, 1.0]], ['2, k, 2', [-0.0766527, 0.189039, 1.0]], ['2, k, 3', [-0.0855886, 0.315386, 1.0]], ['2, k, 4', [-0.251546, 0.0982387, 1.0]], ['2, k, 5', [-0.372252, -0.025229, 1.0]], ['2, k, 6', [-0.264664, -0.164523, 1.0]], ['2, k, 7', [-0.226339, -0.206854, 1.0]], ['2, k, 8', [0.0951021, 0.0973457, 1.0]], ['2, k, 9', [0.230338, -0.0349466, 1.0]], ['2, k, 10', [0.186939, -0.209293, 1.0]], ['2, k, 11', [0.109622, -0.225543, 1.0]], ['2, k, 12', [-0.14557, -0.391524, 1.0]], ['2, k, 13', [-0.189728, -0.706266, 1.0]], ['2, k, 14', [-0.196748, -1.03154, 1.0]], ['2, k, 15', [-0.217453, -1.09754, 1.0]], ['2, k, 16', [0.0124273, -0.392029, 1.0]], ['2, k, 17', [0.0630618, -0.681602, 1.0]], ['2, k, 18', [0.0882588, -1.03168, 1.0]], ['2, k, 19', [0.113494, -1.10501, 1.0]], ['2, k, 20', [-0.0756591, 0.117474, 1.0]], ['2, k, 21', [-0.193215, -0.272498, 1.0]], ['2, k, 22', [-0.198243, -0.167455, 1.0]], ['2, k, 23', [0.0988519, -0.26619, 1.0]], ['2, k, 24', [0.114034, -0.197813, 1.0]]]
[['2, k, 0', [-0.0675023, -0.397119, 1.0]], ['2, k, 1', [-0.072331, -0.100874, 1.0]], ['2, k, 2', [-0.0766418, 0.189001, 1.0]], ['2, k, 3', [-0.0856147, 0.315419, 1.0]], ['2, k, 4', [-0.251764, 0.0983249, 1.0]], ['2, k, 5', [-0.372468, -0.0250447, 1.0]], ['2, k, 6', [-0.278653, -0.177057, 1.0]], ['2, k, 7', [-0.231648, -0.210423, 1.0]], ['2, k, 8', [0.0950464, 0.0972799, 1.0]], ['2, k, 9', [0.230519, -0.0349507, 1.0]], ['2, k, 10', [0.132396, -0.185791, 1.0]], ['2, k, 11', [0.0885364, -0.218195, 1.0]], ['2, k, 12', [-0.145593, -0.391507, 1.0]], ['2, k, 13', [-0.190037, -0.706611, 1.0]], ['2, k, 14', [-0.196728, -1.03154, 1.0]], ['2, k, 15', [-0.217926, -1.09794, 1.0]], ['2, k, 16', [0.0124182, -0.392041, 1.0]], ['2, k, 17', [0.0630433, -0.681527, 1.0]], ['2, k, 18', [0.087719, -1.03144, 1.0]], ['2, k, 19', [0.11353, -1.10454, 1.0]], ['2, k, 20', [-0.0756518, 0.117441, 1.0]], ['2, k, 21', [-0.20539, -0.278241, 1.0]], ['2, k, 22', [-0.203432, -0.181334, 1.0]], ['2, k, 23', [0.0880327, -0.286025, 1.0]], ['2, k, 24', [0.0597318, -0.190509, 1.0]]]
[['2, k, 0', [-0.0675566, -0.397236, 1.0]], ['2, k, 1', [-0.0723266, -0.100909, 1.0]], ['2, k, 2', [-0.0766108, 0.188993, 1.0]], ['2, k, 3', [-0.0856258, 0.315569, 1.0]], ['2, k, 4', [-0.25177, 0.0983174, 1.0]], ['2, k, 5', [-0.373041, -0.0246421, 1.0]], ['2, k, 6', [-0.279072, -0.176626, 1.0]], ['2, k, 7', [-0.232428, -0.208605, 1.0]], ['2, k, 8', [0.0950331, 0.0972251, 1.0]], ['2, k, 9', [0.230526, -0.0349461, 1.0]], ['2, k, 10', [0.132533, -0.185992, 1.0]], ['2, k, 11', [0.0891122, -0.218831, 1.0]], ['2, k, 12', [-0.145635, -0.391585, 1.0]], ['2, k, 13', [-0.189972, -0.706595, 1.0]], ['2, k, 14', [-0.19844, -1.03307, 1.0]], ['2, k, 15', [-0.217845, -1.09815, 1.0]], ['2, k, 16', [0.0123511, -0.392207, 1.0]], ['2, k, 17', [0.0628981, -0.679827, 1.0]], ['2, k, 18', [0.0871485, -1.02982, 1.0]], ['2, k, 19', [0.113172, -1.10348, 1.0]], ['2, k, 20', [-0.0756306, 0.117429, 1.0]], ['2, k, 21', [-0.210267, -0.277954, 1.0]], ['2, k, 22', [-0.203651, -0.182965, 1.0]], ['2, k, 23', [0.0909086, -0.290116, 1.0]], ['2, k, 24', [0.0601116, -0.19105, 1.0]]]
[['2, k, 0', [-0.0676656, -0.397222, 1.0]], ['2, k, 1', [-0.0723451, -0.100916, 1.0]], ['2, k, 2', [-0.0765626, 0.188967, 1.0]], ['2, k, 3', [-0.0856621, 0.315615, 1.0]], ['2, k, 4', [-0.251706, 0.0984009, 1.0]], ['2, k, 5', [-0.373056, -0.0247241, 1.0]], ['2, k, 6', [-0.27923, -0.176958, 1.0]], ['2, k, 7', [-0.231895, -0.206664, 1.0]], ['2, k, 8', [0.0950182, 0.0971972, 1.0]], ['2, k, 9', [0.22712, -0.04071, 1.0]], ['2, k, 10', [0.128879, -0.19179, 1.0]], ['2, k, 11', [0.0866655, -0.225151, 1.0]], ['2, k, 12', [-0.145765, -0.391534, 1.0]], ['2, k, 13', [-0.190381, -0.707517, 1.0]], ['2, k, 14', [-0.198607, -1.03329, 1.0]], ['2, k, 15', [-0.216232, -1.09819, 1.0]], ['2, k, 16', [0.0122582, -0.392218, 1.0]], ['2, k, 17', [0.0627826, -0.68011, 1.0]], ['2, k, 18', [0.0870946, -1.02998, 1.0]], ['2, k, 19', [0.11292, -1.10379, 1.0]], ['2, k, 20', [-0.0756019, 0.117409, 1.0]], ['2, k, 21', [-0.209954, -0.271729, 1.0]], ['2, k, 22', [-0.203785, -0.182255, 1.0]], ['2, k, 23', [0.0917797, -0.293226, 1.0]], ['2, k, 24', [0.0589223, -0.198819, 1.0]]]
[['2, k, 0', [-0.0676857, -0.397222, 1.0]], ['2, k, 1', [-0.0723325, -0.100929, 1.0]], ['2, k, 2', [-0.0764945, 0.188926, 1.0]], ['2, k, 3', [-0.085649, 0.315558, 1.0]], ['2, k, 4', [-0.251716, 0.0983981, 1.0]], ['2, k, 5', [-0.373146, -0.0247521, 1.0]], ['2, k, 6', [-0.27878, -0.176763, 1.0]], ['2, k, 7', [-0.231879, -0.206167, 1.0]], ['2, k, 8', [0.0950135, 0.0971935, 1.0]], ['2, k, 9', [0.228402, -0.039361, 1.0]], ['2, k, 10', [0.129946, -0.190535, 1.0]], ['2, k, 11', [0.0868376, -0.22289, 1.0]], ['2, k, 12', [-0.145783, -0.391534, 1.0]], ['2, k, 13', [-0.190424, -0.707591, 1.0]], ['2, k, 14', [-0.198482, -1.03276, 1.0]], ['2, k, 15', [-0.216204, -1.09808, 1.0]], ['2, k, 16', [0.0122379, -0.392219, 1.0]], ['2, k, 17', [0.0626613, -0.680352, 1.0]], ['2, k, 18', [0.0868484, -1.02825, 1.0]], ['2, k, 19', [0.112315, -1.10249, 1.0]], ['2, k, 20', [-0.0755535, 0.117377, 1.0]], ['2, k, 21', [-0.209908, -0.271736, 1.0]], ['2, k, 22', [-0.203893, -0.181479, 1.0]], ['2, k, 23', [0.0885472, -0.289273, 1.0]], ['2, k, 24', [0.0609266, -0.196773, 1.0]]]
[['2, k, 0', [-0.0678213, -0.397351, 1.0]], ['2, k, 1', [-0.0724158, -0.100986, 1.0]], ['2, k, 2', [-0.0765371, 0.18892, 1.0]], ['2, k, 3', [-0.0856735, 0.315475, 1.0]], ['2, k, 4', [-0.251682, 0.0984073, 1.0]], ['2, k, 5', [-0.373264, -0.0246287, 1.0]], ['2, k, 6', [-0.278693, -0.176554, 1.0]], ['2, k, 7', [-0.233492, -0.207418, 1.0]], ['2, k, 8', [0.0950053, 0.0971824, 1.0]], ['2, k, 9', [0.229398, -0.0382309, 1.0]], ['2, k, 10', [0.130809, -0.189508, 1.0]], ['2, k, 11', [0.0879751, -0.216313, 1.0]], ['2, k, 12', [-0.145909, -0.391644, 1.0]], ['2, k, 13', [-0.190416, -0.707522, 1.0]], ['2, k, 14', [-0.198994, -1.03313, 1.0]], ['2, k, 15', [-0.216309, -1.09802, 1.0]], ['2, k, 16', [0.0120988, -0.392364, 1.0]], ['2, k, 17', [0.0624766, -0.680481, 1.0]], ['2, k, 18', [0.0867361, -1.02743, 1.0]], ['2, k, 19', [0.112149, -1.10163, 1.0]], ['2, k, 20', [-0.075604, 0.117361, 1.0]], ['2, k, 21', [-0.209673, -0.272452, 1.0]], ['2, k, 22', [-0.206114, -0.180444, 1.0]], ['2, k, 23', [0.087004, -0.281364, 1.0]], ['2, k, 24', [0.057726, -0.208438, 1.0]]]
[['2, k, 0', [-0.0679092, -0.397336, 1.0]], ['2, k, 1', [-0.0724177, -0.100987, 1.0]], ['2, k, 2', [-0.0764847, 0.188899, 1.0]], ['2, k, 3', [-0.085656, 0.315468, 1.0]], ['2, k, 4', [-0.251695, 0.0984061, 1.0]], ['2, k, 5', [-0.373613, -0.0247858, 1.0]], ['2, k, 6', [-0.278867, -0.176527, 1.0]], ['2, k, 7', [-0.233112, -0.206307, 1.0]], ['2, k, 8', [0.094984, 0.0971206, 1.0]], ['2, k, 9', [0.229569, -0.0382414, 1.0]], ['2, k, 10', [0.13065, -0.189467, 1.0]], ['2, k, 11', [0.0870898, -0.215906, 1.0]], ['2, k, 12', [-0.145997, -0.391614, 1.0]], ['2, k, 13', [-0.190448, -0.707441, 1.0]], ['2, k, 14', [-0.199011, -1.03325, 1.0]], ['2, k, 15', [-0.216359, -1.09803, 1.0]], ['2, k, 16', [0.0120128, -0.392364, 1.0]], ['2, k, 17', [0.0620123, -0.681424, 1.0]], ['2, k, 18', [0.0862967, -1.0284, 1.0]], ['2, k, 19', [0.112785, -1.10181, 1.0]], ['2, k, 20', [-0.0755765, 0.117348, 1.0]], ['2, k, 21', [-0.210198, -0.270951, 1.0]], ['2, k, 22', [-0.205277, -0.180239, 1.0]], ['2, k, 23', [0.0874467, -0.282522, 1.0]], ['2, k, 24', [0.0595559, -0.197559, 1.0]]]
[['2, k, 0', [-0.0681741, -0.397403, 1.0]], ['2, k, 1', [-0.0724595, -0.100994, 1.0]], ['2, k, 2', [-0.0764704, 0.188909, 1.0]], ['2, k, 3', [-0.0857377, 0.315352, 1.0]], ['2, k, 4', [-0.251701, 0.0983986, 1.0]], ['2, k, 5', [-0.373753, -0.0246429, 1.0]], ['2, k, 6', [-0.279203, -0.176552, 1.0]], ['2, k, 7', [-0.233821, -0.204051, 1.0]], ['2, k, 8', [0.0950654, 0.0967631, 1.0]], ['2, k, 9', [0.229938, -0.0379529, 1.0]], ['2, k, 10', [0.131517, -0.189699, 1.0]], ['2, k, 11', [0.0882195, -0.220101, 1.0]], ['2, k, 12', [-0.146299, -0.391621, 1.0]], ['2, k, 13', [-0.190549, -0.707211, 1.0]], ['2, k, 14', [-0.198573, -1.03288, 1.0]], ['2, k, 15', [-0.2164, -1.09814, 1.0]], ['2, k, 16', [0.0117149, -0.39251, 1.0]], ['2, k, 17', [0.0619341, -0.681787, 1.0]], ['2, k, 18', [0.0866697, -1.02922, 1.0]], ['2, k, 19', [0.112895, -1.10223, 1.0]], ['2, k, 20', [-0.0755746, 0.117351, 1.0]], ['2, k, 21', [-0.218175, -0.272285, 1.0]], ['2, k, 22', [-0.205752, -0.181614, 1.0]], ['2, k, 23', [0.0924688, -0.289182, 1.0]], ['2, k, 24', [0.0629843, -0.199514, 1.0]]]
[['2, k, 0', [-0.0683915, -0.397302, 1.0]], ['2, k, 1', [-0.072482, -0.100977, 1.0]], ['2, k, 2', [-0.0764257, 0.188909, 1.0]], ['2, k, 3', [-0.085744, 0.315368, 1.0]], ['2, k, 4', [-0.251786, 0.0984751, 1.0]], ['2, k, 5', [-0.373744, -0.0246215, 1.0]], ['2, k, 6', [-0.279464, -0.176885, 1.0]], ['2, k, 7', [-0.233121, -0.207688, 1.0]], ['2, k, 8', [0.0950134, 0.0966877, 1.0]], ['2, k, 9', [0.233106, -0.0350963, 1.0]], ['2, k, 10', [0.133646, -0.186409, 1.0]], ['2, k, 11', [0.0897761, -0.214938, 1.0]], ['2, k, 12', [-0.146574, -0.391421, 1.0]], ['2, k, 13', [-0.190758, -0.70743, 1.0]], ['2, k, 14', [-0.199425, -1.03375, 1.0]], ['2, k, 15', [-0.216208, -1.09829, 1.0]], ['2, k, 16', [0.0115473, -0.39247, 1.0]], ['2, k, 17', [0.0617643, -0.681994, 1.0]], ['2, k, 18', [0.0870534, -1.02959, 1.0]], ['2, k, 19', [0.112762, -1.10263, 1.0]], ['2, k, 20', [-0.0755562, 0.117354, 1.0]], ['2, k, 21', [-0.21028, -0.271061, 1.0]], ['2, k, 22', [-0.208051, -0.182216, 1.0]], ['2, k, 23', [0.0858108, -0.281342, 1.0]], ['2, k, 24', [0.065018, -0.196343, 1.0]]]
[['2, k, 0', [-0.0688022, -0.397346, 1.0]], ['2, k, 1', [-0.0725782, -0.101021, 1.0]], ['2, k, 2', [-0.0764078, 0.188874, 1.0]], ['2, k, 3', [-0.0858333, 0.315288, 1.0]], ['2, k, 4', [-0.251834, 0.0985348, 1.0]], ['2, k, 5', [-0.373717, -0.0245908, 1.0]], ['2, k, 6', [-0.279499, -0.176984, 1.0]], ['2, k, 7', [-0.232747, -0.207118, 1.0]], ['2, k, 8', [0.0949904, 0.0966488, 1.0]], ['2, k, 9', [0.227171, -0.0441177, 1.0]], ['2, k, 10', [0.127182, -0.195216, 1.0]], ['2, k, 11', [0.0850635, -0.221605, 1.0]], ['2, k, 12', [-0.147085, -0.39187, 1.0]], ['2, k, 13', [-0.19093, -0.707319, 1.0]], ['2, k, 14', [-0.199492, -1.03391, 1.0]], ['2, k, 15', [-0.216278, -1.09837, 1.0]], ['2, k, 16', [0.0111141, -0.392209, 1.0]], ['2, k, 17', [0.0614119, -0.682548, 1.0]], ['2, k, 18', [0.0874053, -1.02969, 1.0]], ['2, k, 19', [0.112881, -1.1027, 1.0]], ['2, k, 20', [-0.0755556, 0.117327, 1.0]], ['2, k, 21', [-0.210572, -0.271436, 1.0]], ['2, k, 22', [-0.206732, -0.180557, 1.0]], ['2, k, 23', [0.0921624, -0.289063, 1.0]], ['2, k, 24', [0.0564315, -0.216929, 1.0]]]
[['2, k, 0', [-0.069037, -0.397431, 1.0]], ['2, k, 1', [-0.0726593, -0.101092, 1.0]], ['2, k, 2', [-0.0763752, 0.188806, 1.0]], ['2, k, 3', [-0.0858589, 0.315149, 1.0]], ['2, k, 4', [-0.252418, 0.0981988, 1.0]], ['2, k, 5', [-0.373677, -0.0245421, 1.0]], ['2, k, 6', [-0.279806, -0.177477, 1.0]], ['2, k, 7', [-0.233793, -0.211295, 1.0]], ['2, k, 8', [0.0947562, 0.0964056, 1.0]], ['2, k, 9', [0.228715, -0.0414524, 1.0]], ['2, k, 10', [0.128884, -0.192767, 1.0]], ['2, k, 11', [0.086375, -0.220455, 1.0]], ['2, k, 12', [-0.147371, -0.392265, 1.0]], ['2, k, 13', [-0.190945, -0.707219, 1.0]], ['2, k, 14', [-0.199519, -1.03419, 1.0]], ['2, k, 15', [-0.216201, -1.0986, 1.0]], ['2, k, 16', [0.0108584, -0.392076, 1.0]], ['2, k, 17', [0.0613721, -0.682568, 1.0]], ['2, k, 18', [0.0868598, -1.02935, 1.0]], ['2, k, 19', [0.113081, -1.10225, 1.0]], ['2, k, 20', [-0.0755486, 0.117262, 1.0]], ['2, k, 21', [-0.217353, -0.278569, 1.0]], ['2, k, 22', [-0.208184, -0.184981, 1.0]], ['2, k, 23', [0.0911553, -0.289135, 1.0]], ['2, k, 24', [0.0598326, -0.204527, 1.0]]]
