[[0, 0.105304, -0.900686, 3.11922, 1.0], [1, 0.107735, -0.58691, 3.12164, 1.0], [2, 0.109353, -0.277414, 3.1097, 1.0], [3, 0.127728, -0.1263, 3.1081, 1.0], [4, -0.0627318, -0.373483, 3.10842, 1.0], [5, -0.14314, -0.633893, 3.12045, 1.0], [6, -0.138902, -0.876338, 3.06557, 1.0], [7, -0.11705, -0.953799, 3.04398, 1.0], [8, 0.29361, -0.385355, 3.11838, 1.0], [9, 0.377918, -0.64311, 3.16816, 1.0], [10, 0.360771, -0.869196, 3.09687, 1.0], [11, 0.345839, -0.910716, 3.08339, 1.0], [12, 0.0228339, -0.889138, 3.08246, 1.0], [13, -0.0132399, -1.35102, 3.14378, 1.0], [14, -0.0194001, -1.65248, 3.14055, 1.0], [15, -0.0383362, -1.71129, 3.03029, 1.0], [16, 0.185306, -0.891105, 3.08454, 1.0], [17, 0.202635, -1.3488, 3.14568, 1.0], [18, 0.189178, -1.65275, 3.11813, 1.0], [19, 0.184288, -1.70772, 3.00371, 1.0], [20, 0.109045, -0.354344, 3.11525, 1.0], [21, -0.120267, -1.03088, 3.02508, 1.0], [22, -0.185217, -0.903297, 3.06371, 1.0], [23, 0.322633, -0.998269, 3.05115, 1.0], [24, 0.294758, -0.865725, 3.05267, 1.0]]
[[0, 0.105169, -0.900725, 3.11919, 1.0], [1, 0.107252, -0.587046, 3.12132, 1.0], [2, 0.1084, -0.277594, 3.1089, 1.0], [3, 0.127629, -0.126027, 3.10792, 1.0], [4, -0.0628183, -0.373643, 3.10829, 1.0], [5, -0.143418, -0.634034, 3.11987, 1.0], [6, -0.138835, -0.875823, 3.06561, 1.0], [7, -0.116944, -0.956791, 3.04025, 1.0], [8, 0.29256, -0.384465, 3.11762, 1.0], [9, 0.378368, -0.637194, 3.16674, 1.0], [10, 0.361087, -0.863943, 3.09836, 1.0], [11, 0.34557, -0.912293, 3.08384, 1.0], [12, 0.0227778, -0.889208, 3.08245, 1.0], [13, -0.00360106, -1.27308, 3.11286, 1.0], [14, -0.0201165, -1.65188, 3.14598, 1.0], [15, -0.0357763, -1.71118, 3.02642, 1.0], [16, 0.185036, -0.891133, 3.08451, 1.0], [17, 0.202639, -1.349, 3.14533, 1.0], [18, 0.189008, -1.65019, 3.11714, 1.0], [19, 0.184391, -1.70761, 3.00384, 1.0], [20, 0.108219, -0.354517, 3.11458, 1.0], [21, -0.114678, -1.04079, 3.03338, 1.0], [22, -0.192373, -0.898459, 3.02757, 1.0], [23, 0.322369, -1.00223, 3.05448, 1.0], [24, 0.292889, -0.89291, 3.05515, 1.0]]
[[0, 0.105096, -0.900729, 3.11889, 1.0], [1, 0.10713, -0.587157, 3.12105, 1.0], [2, 0.108275, -0.277751, 3.10874, 1.0], [3, 0.12773, -0.126018, 3.10758, 1.0], [4, -0.0625062, -0.373125, 3.10783, 1.0], [5, -0.143358, -0.633182, 3.11953, 1.0], [6, -0.138746, -0.875072, 3.06541, 1.0], [7, -0.116146, -0.955651, 3.03822, 1.0], [8, 0.292407, -0.384674, 3.11729, 1.0], [9, 0.377799, -0.639985, 3.16608, 1.0], [10, 0.36088, -0.866639, 3.09744, 1.0], [11, 0.344524, -0.912283, 3.08215, 1.0], [12, 0.0226975, -0.889256, 3.08217, 1.0], [13, -0.00797799, -1.34804, 3.14576, 1.0], [14, -0.0200303, -1.65211, 3.14507, 1.0], [15, -0.0494789, -1.71319, 3.03228, 1.0], [16, 0.184987, -0.891137, 3.08423, 1.0], [17, 0.203185, -1.34836, 3.14537, 1.0], [18, 0.189184, -1.64723, 3.11885, 1.0], [19, 0.18484, -1.70688, 3.00359, 1.0], [20, 0.108093, -0.354666, 3.11438, 1.0], [21, -0.112853, -1.0283, 3.01636, 1.0], [22, -0.173943, -0.93494, 3.03253, 1.0], [23, 0.3227, -0.995681, 3.0431, 1.0], [24, 0.293831, -0.892427, 3.0497, 1.0]]
[[0, 0.10487, -0.900695, 3.11856, 1.0], [1, 0.106685, -0.587152, 3.12041, 1.0], [2, 0.107656, -0.277723, 3.10785, 1.0], [3, 0.127329, -0.125786, 3.1073, 1.0], [4, -0.0624694, -0.373307, 3.10756, 1.0], [5, -0.143516, -0.63236, 3.11805, 1.0], [6, -0.138772, -0.872744, 3.06419, 1.0], [7, -0.116107, -0.953736, 3.04087, 1.0], [8, 0.292228, -0.384663, 3.11703, 1.0], [9, 0.37703, -0.643084, 3.16655, 1.0], [10, 0.360722, -0.869359, 3.0963, 1.0], [11, 0.344541, -0.91254, 3.08194, 1.0], [12, 0.0224306, -0.889373, 3.08197, 1.0], [13, -0.000771098, -1.27208, 3.11482, 1.0], [14, -0.0152685, -1.64691, 3.12684, 1.0], [15, -0.0455464, -1.71071, 3.03256, 1.0], [16, 0.184808, -0.890962, 3.08373, 1.0], [17, 0.202892, -1.34826, 3.1454, 1.0], [18, 0.189199, -1.64721, 3.11887, 1.0], [19, 0.183807, -1.70253, 3.0031, 1.0], [20, 0.107513, -0.354646, 3.11355, 1.0], [21, -0.117212, -1.03175, 3.0225, 1.0], [22, -0.187676, -0.901869, 3.0715, 1.0], [23, 0.318634, -1.00156, 3.04967, 1.0], [24, 0.295463, -0.88237, 3.05944, 1.0]]
[[0, 0.104712, -0.900727, 3.11818, 1.0], [1, 0.106555, -0.587126, 3.12008, 1.0], [2, 0.107584, -0.27762, 3.10761, 1.0], [3, 0.127359, -0.125742, 3.10691, 1.0], [4, -0.0625819, -0.373248, 3.1076, 1.0], [5, -0.143766, -0.631634, 3.11771, 1.0], [6, -0.138575, -0.872282, 3.06397, 1.0], [7, -0.116012, -0.954104, 3.04039, 1.0], [8, 0.29214, -0.384688, 3.11683, 1.0], [9, 0.37717, -0.643697, 3.16625, 1.0], [10, 0.360722, -0.869964, 3.09603, 1.0], [11, 0.343088, -0.912518, 3.07995, 1.0], [12, 0.0222308, -0.889395, 3.08161, 1.0], [13, -0.00831061, -1.34703, 3.14968, 1.0], [14, -0.0160052, -1.64555, 3.12875, 1.0], [15, -0.043824, -1.7105, 3.02882, 1.0], [16, 0.184709, -0.891045, 3.0834, 1.0], [17, 0.203785, -1.23942, 3.09773, 1.0], [18, 0.189571, -1.64347, 3.11962, 1.0], [19, 0.185425, -1.70308, 3.00161, 1.0], [20, 0.107427, -0.354561, 3.11329, 1.0], [21, -0.111711, -1.04003, 3.03521, 1.0], [22, -0.189555, -0.903741, 3.05729, 1.0], [23, 0.323157, -1.00136, 3.04515, 1.0], [24, 0.291907, -0.914184, 3.0446, 1.0]]
[[0, 0.104573, -0.900829, 3.11784, 1.0], [1, 0.106325, -0.587279, 3.11974, 1.0], [2, 0.10731, -0.277772, 3.10735, 1.0], [3, 0.127166, -0.126011, 3.10674, 1.0], [4, -0.0624511, -0.373398, 3.10736, 1.0], [5, -0.143496, -0.631467, 3.11751, 1.0], [6, -0.138617, -0.872007, 3.06381, 1.0], [7, -0.116211, -0.954698, 3.03941, 1.0], [8, 0.292044, -0.38471, 3.11666, 1.0], [9, 0.377239, -0.64446, 3.16646, 1.0], [10, 0.360584, -0.870586, 3.09573, 1.0], [11, 0.346856, -0.91207, 3.08027, 1.0], [12, 0.0219779, -0.889561, 3.08109, 1.0], [13, -0.00356431, -1.27507, 3.1109, 1.0], [14, -0.0168935, -1.65074, 3.12773, 1.0], [15, -0.0446739, -1.7109, 3.02989, 1.0], [16, 0.184662, -0.891123, 3.08321, 1.0], [17, 0.203691, -1.23785, 3.09751, 1.0], [18, 0.189879, -1.64395, 3.11936, 1.0], [19, 0.185294, -1.70152, 3.00132, 1.0], [20, 0.107161, -0.354715, 3.11299, 1.0], [21, -0.111068, -1.05872, 3.04144, 1.0], [22, -0.166042, -0.960221, 3.02242, 1.0], [23, 0.322575, -0.995223, 3.0417, 1.0], [24, 0.294203, -0.903546, 3.0496, 1.0]]
[[0, 0.104631, -0.900843, 3.11771, 1.0], [1, 0.106173, -0.587302, 3.11955, 1.0], [2, 0.106724, -0.277776, 3.10704, 1.0], [3, 0.127089, -0.125653, 3.10666, 1.0], [4, -0.0626251, -0.373653, 3.10729, 1.0], [5, -0.143587, -0.630746, 3.1166, 1.0], [6, -0.138608, -0.87199, 3.06353, 1.0], [7, -0.114977, -0.954666, 3.03794, 1.0], [8, 0.291941, -0.384683, 3.11649, 1.0], [9, 0.377033, -0.644658, 3.16626, 1.0], [10, 0.360776, -0.870781, 3.09545, 1.0], [11, 0.344491, -0.913029, 3.08195, 1.0], [12, 0.0220427, -0.889599, 3.08099, 1.0], [13, -0.0159406, -1.34507, 3.14577, 1.0], [14, -0.015983, -1.64719, 3.12388, 1.0], [15, -0.0466874, -1.71003, 3.03381, 1.0], [16, 0.184714, -0.891133, 3.08309, 1.0], [17, 0.205395, -1.34503, 3.14765, 1.0], [18, 0.189037, -1.6435, 3.12051, 1.0], [19, 0.188203, -1.70119, 3.00246, 1.0], [20, 0.10671, -0.354726, 3.11271, 1.0], [21, -0.112172, -1.04042, 3.02908, 1.0], [22, -0.179098, -0.924164, 3.05588, 1.0], [23, 0.3237, -0.997896, 3.04624, 1.0], [24, 0.292933, -0.88646, 3.041, 1.0]]
[[0, 0.104499, -0.900789, 3.11763, 1.0], [1, 0.105914, -0.587364, 3.11947, 1.0], [2, 0.106335, -0.277987, 3.10699, 1.0], [3, 0.127076, -0.125597, 3.10663, 1.0], [4, -0.0626495, -0.373676, 3.10732, 1.0], [5, -0.143656, -0.63088, 3.11664, 1.0], [6, -0.138639, -0.87197, 3.06355, 1.0], [7, -0.115345, -0.956483, 3.03822, 1.0], [8, 0.291894, -0.384642, 3.11647, 1.0], [9, 0.376907, -0.644239, 3.16604, 1.0], [10, 0.360796, -0.870421, 3.09548, 1.0], [11, 0.343508, -0.913465, 3.08208, 1.0], [12, 0.021848, -0.889495, 3.08084, 1.0], [13, -0.00176473, -1.27308, 3.11286, 1.0], [14, -0.0155295, -1.64762, 3.12434, 1.0], [15, -0.046813, -1.71009, 3.03364, 1.0], [16, 0.184647, -0.891132, 3.08307, 1.0], [17, 0.204503, -1.346, 3.14732, 1.0], [18, 0.189749, -1.64625, 3.12177, 1.0], [19, 0.188158, -1.70137, 3.00203, 1.0], [20, 0.106352, -0.354896, 3.11265, 1.0], [21, -0.115758, -1.02954, 3.02002, 1.0], [22, -0.188431, -0.914508, 3.04017, 1.0], [23, 0.322636, -1.00043, 3.05006, 1.0], [24, 0.292388, -0.900213, 3.05028, 1.0]]
[[0, 0.103918, -0.900857, 3.11754, 1.0], [1, 0.105589, -0.587368, 3.11922, 1.0], [2, 0.106211, -0.277902, 3.1066, 1.0], [3, 0.127071, -0.125575, 3.10657, 1.0], [4, -0.0623713, -0.374148, 3.10671, 1.0], [5, -0.143585, -0.631258, 3.11653, 1.0], [6, -0.138091, -0.875925, 3.06061, 1.0], [7, -0.113166, -0.958282, 3.03708, 1.0], [8, 0.291806, -0.384607, 3.11633, 1.0], [9, 0.376686, -0.644882, 3.16603, 1.0], [10, 0.360941, -0.87112, 3.09562, 1.0], [11, 0.344016, -0.911487, 3.08282, 1.0], [12, 0.021611, -0.889567, 3.08087, 1.0], [13, -0.00968259, -1.24965, 3.10453, 1.0], [14, -0.0146531, -1.64605, 3.12915, 1.0], [15, -0.0464223, -1.70982, 3.03435, 1.0], [16, 0.183582, -0.891225, 3.08278, 1.0], [17, 0.208178, -1.23791, 3.0963, 1.0], [18, 0.190494, -1.64284, 3.12194, 1.0], [19, 0.188113, -1.70059, 3.00292, 1.0], [20, 0.106179, -0.354836, 3.1123, 1.0], [21, -0.108397, -1.03955, 3.02859, 1.0], [22, -0.167034, -0.956863, 3.0271, 1.0], [23, 0.322868, -0.997206, 3.03857, 1.0], [24, 0.291952, -0.884849, 3.05267, 1.0]]
[[0, 0.104056, -0.900814, 3.11742, 1.0], [1, 0.105558, -0.587353, 3.11918, 1.0], [2, 0.105954, -0.277859, 3.1066, 1.0], [3, 0.127051, -0.125315, 3.10644, 1.0], [4, -0.0625733, -0.374352, 3.10653, 1.0], [5, -0.143103, -0.631657, 3.11686, 1.0], [6, -0.137875, -0.875407, 3.06033, 1.0], [7, -0.115342, -0.955146, 3.03842, 1.0], [8, 0.291764, -0.384514, 3.11631, 1.0], [9, 0.376224, -0.646666, 3.16602, 1.0], [10, 0.360369, -0.87267, 3.09466, 1.0], [11, 0.34462, -0.912171, 3.08269, 1.0], [12, 0.0217879, -0.889564, 3.08067, 1.0], [13, -0.00676888, -1.25597, 3.10698, 1.0], [14, -0.0179162, -1.6559, 3.13203, 1.0], [15, -0.0489709, -1.71052, 3.02938, 1.0], [16, 0.183701, -0.891174, 3.08273, 1.0], [17, 0.203909, -1.34998, 3.14567, 1.0], [18, 0.189784, -1.64899, 3.1242, 1.0], [19, 0.18058, -1.69624, 3.0, 1.0], [20, 0.106001, -0.354803, 3.11228, 1.0], [21, -0.115433, -1.03222, 3.02498, 1.0], [22, -0.182542, -0.931421, 3.0508, 1.0], [23, 0.317526, -1.00344, 3.04912, 1.0], [24, 0.291801, -0.893582, 3.04809, 1.0]]
[[0, 0.103903, -0.900748, 3.11721, 1.0], [1, 0.105425, -0.587355, 3.11901, 1.0], [2, 0.105888, -0.277893, 3.1065, 1.0], [3, 0.127096, -0.125393, 3.10617, 1.0], [4, -0.0630982, -0.373337, 3.10682, 1.0], [5, -0.142667, -0.632495, 3.1172, 1.0], [6, -0.137851, -0.87521, 3.06032, 1.0], [7, -0.119363, -0.947805, 3.04236, 1.0], [8, 0.291789, -0.384683, 3.11616, 1.0], [9, 0.376248, -0.646682, 3.16601, 1.0], [10, 0.360378, -0.87272, 3.09463, 1.0], [11, 0.345769, -0.911637, 3.08378, 1.0], [12, 0.0216729, -0.889541, 3.08051, 1.0], [13, -0.00612994, -1.25649, 3.10608, 1.0], [14, -0.0167553, -1.6492, 3.13568, 1.0], [15, -0.0494026, -1.71045, 3.03014, 1.0], [16, 0.183549, -0.891094, 3.08254, 1.0], [17, 0.203169, -1.23639, 3.09775, 1.0], [18, 0.189969, -1.64334, 3.12442, 1.0], [19, 0.180382, -1.69799, 3.00174, 1.0], [20, 0.105916, -0.354832, 3.11216, 1.0], [21, -0.108339, -1.03894, 3.02679, 1.0], [22, -0.159856, -0.965753, 3.01168, 1.0], [23, 0.320162, -0.999823, 3.04442, 1.0], [24, 0.297232, -0.886031, 3.05695, 1.0]]
