[[0, 0, 0, 0, 1.0], [1, 452.893, 226.614, 0.83453, 1.0], [2, 417.566, 226.61, 0.789882, 1.0], [3, 382.407, 247.248, 0.753446, 1.0], [4, 367.612, 258.989, 0.805987, 1.0], [5, 489.555, 226.621, 0.760671, 1.0], [6, 521.829, 242.822, 0.796715, 1.0], [7, 524.8, 257.502, 0.792062, 1.0], [8, 455.793, 336.818, 0.672822, 1.0], [9, 430.849, 336.844, 0.655252, 1.0], [10, 424.948, 405.883, 0.729418, 1.0], [11, 417.596, 470.476, 0.829556, 1.0], [12, 483.641, 335.378, 0.646638, 1.0], [13, 488.048, 407.32, 0.780388, 1.0], [14, 491.047, 474.798, 0.789545, 1.0], [15, 441.118, 191.409, 0.0516774, 1.0], [16, 0, 0, 0, 1.0], [17, 438.143, 194.331, 0.0984379, 1.0], [18, 470.465, 192.887, 0.0761442, 1.0], [19, 496.905, 501.347, 0.81447, 1.0], [20, 507.179, 498.406, 0.822333, 1.0], [21, 486.662, 477.77, 0.68887, 1.0], [22, 413.191, 499.773, 0.855393, 1.0], [23, 404.369, 495.437, 0.820594, 1.0], [24, 422.001, 474.889, 0.647792, 1.0]]
[[0, 439.642, 195.825, 0.142708, 1.0], [1, 454.289, 225.162, 0.817052, 1.0], [2, 417.648, 225.193, 0.77881, 1.0], [3, 389.653, 241.372, 0.745735, 1.0], [4, 369.104, 253.06, 0.882973, 1.0], [5, 489.533, 223.72, 0.763862, 1.0], [6, 517.438, 239.936, 0.806695, 1.0], [7, 524.824, 251.684, 0.857733, 1.0], [8, 457.217, 335.375, 0.687464, 1.0], [9, 430.857, 335.393, 0.669622, 1.0], [10, 420.528, 405.884, 0.765701, 1.0], [11, 417.583, 471.919, 0.846255, 1.0], [12, 483.661, 335.347, 0.667253, 1.0], [13, 486.65, 408.752, 0.790443, 1.0], [14, 492.47, 474.821, 0.803337, 1.0], [15, 439.561, 191.387, 0.156615, 1.0], [16, 451.36, 189.945, 0.135242, 1.0], [17, 430.783, 192.899, 0.155376, 1.0], [18, 470.462, 191.406, 0.173233, 1.0], [19, 498.312, 502.786, 0.812294, 1.0], [20, 508.602, 499.799, 0.833109, 1.0], [21, 488.056, 477.779, 0.69998, 1.0], [22, 413.159, 499.886, 0.867899, 1.0], [23, 404.347, 498.308, 0.863113, 1.0], [24, 423.447, 474.904, 0.627822, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 452.871, 223.716, 0.82857, 1.0], [2, 417.577, 225.175, 0.781838, 1.0], [3, 389.683, 241.312, 0.727713, 1.0], [4, 369.114, 251.582, 0.869721, 1.0], [5, 488.131, 220.791, 0.759426, 1.0], [6, 515.964, 239.835, 0.784236, 1.0], [7, 524.781, 251.573, 0.867539, 1.0], [8, 455.783, 335.352, 0.680677, 1.0], [9, 430.795, 335.373, 0.672768, 1.0], [10, 420.503, 405.882, 0.765116, 1.0], [11, 417.591, 471.923, 0.844187, 1.0], [12, 483.645, 335.319, 0.657871, 1.0], [13, 486.664, 407.329, 0.788623, 1.0], [14, 492.459, 474.793, 0.793275, 1.0], [15, 439.576, 192.85, 0.0640236, 1.0], [16, 0, 0, 0, 1.0], [17, 438.118, 194.385, 0.0929522, 1.0], [18, 467.515, 191.419, 0.0879041, 1.0], [19, 498.322, 502.749, 0.828423, 1.0], [20, 508.606, 499.774, 0.848855, 1.0], [21, 486.629, 476.391, 0.693013, 1.0], [22, 413.171, 499.883, 0.866618, 1.0], [23, 404.352, 498.303, 0.85555, 1.0], [24, 423.453, 474.904, 0.634504, 1.0]]
[[0, 446.945, 195.839, 0.0557958, 1.0], [1, 454.289, 222.27, 0.814899, 1.0], [2, 419.029, 223.724, 0.766267, 1.0], [3, 391.153, 239.884, 0.757926, 1.0], [4, 369.138, 250.125, 0.849519, 1.0], [5, 489.591, 220.773, 0.752309, 1.0], [6, 521.841, 238.418, 0.771543, 1.0], [7, 523.398, 250.144, 0.800612, 1.0], [8, 455.783, 335.359, 0.67935, 1.0], [9, 430.806, 335.364, 0.672014, 1.0], [10, 420.499, 405.891, 0.757136, 1.0], [11, 417.633, 470.466, 0.833655, 1.0], [12, 482.228, 335.332, 0.655138, 1.0], [13, 488.021, 407.336, 0.782757, 1.0], [14, 492.467, 474.792, 0.791541, 1.0], [15, 441.121, 192.91, 0.0752302, 1.0], [16, 455.754, 191.436, 0.0596098, 1.0], [17, 436.677, 194.345, 0.125857, 1.0], [18, 469, 192.859, 0.106782, 1.0], [19, 498.317, 502.752, 0.82599, 1.0], [20, 508.609, 499.775, 0.848668, 1.0], [21, 486.643, 476.401, 0.691324, 1.0], [22, 413.161, 499.878, 0.862953, 1.0], [23, 404.347, 498.29, 0.845936, 1.0], [24, 424.93, 474.858, 0.653949, 1.0]]
[[0, 441.105, 194.316, 0.0682001, 1.0], [1, 452.909, 220.802, 0.828247, 1.0], [2, 417.62, 219.378, 0.798866, 1.0], [3, 391.12, 239.808, 0.7122, 1.0], [4, 369.088, 248.671, 0.827728, 1.0], [5, 489.587, 220.802, 0.749685, 1.0], [6, 521.872, 238.431, 0.718322, 1.0], [7, 523.31, 248.671, 0.795394, 1.0], [8, 454.329, 333.906, 0.688695, 1.0], [9, 429.374, 333.909, 0.685125, 1.0], [10, 420.508, 405.793, 0.751854, 1.0], [11, 417.624, 471.894, 0.838205, 1.0], [12, 480.717, 333.884, 0.648866, 1.0], [13, 486.659, 405.86, 0.818827, 1.0], [14, 491.049, 474.804, 0.795883, 1.0], [15, 439.651, 191.383, 0.0791263, 1.0], [16, 452.813, 187.041, 0.0650571, 1.0], [17, 435.19, 192.87, 0.116531, 1.0], [18, 467.525, 191.389, 0.119517, 1.0], [19, 498.33, 502.742, 0.825522, 1.0], [20, 508.608, 498.404, 0.848347, 1.0], [21, 486.622, 477.784, 0.70233, 1.0], [22, 413.156, 499.87, 0.857813, 1.0], [23, 404.343, 498.29, 0.846611, 1.0], [24, 424.924, 474.906, 0.65695, 1.0]]
[[0, 448.424, 192.901, 0.0824257, 1.0], [1, 452.894, 219.36, 0.850183, 1.0], [2, 417.584, 219.337, 0.824085, 1.0], [3, 386.753, 238.437, 0.687903, 1.0], [4, 369.047, 245.748, 0.804883, 1.0], [5, 489.581, 219.359, 0.768106, 1.0], [6, 520.342, 235.497, 0.718312, 1.0], [7, 523.316, 242.854, 0.821274, 1.0], [8, 454.283, 333.853, 0.680458, 1.0], [9, 429.32, 333.846, 0.670363, 1.0], [10, 420.501, 404.396, 0.724156, 1.0], [11, 417.659, 471.89, 0.826304, 1.0], [12, 479.248, 333.845, 0.642865, 1.0], [13, 486.63, 405.882, 0.817906, 1.0], [14, 492.463, 474.789, 0.787888, 1.0], [15, 441.112, 188.495, 0.0992582, 1.0], [16, 455.773, 188.474, 0.0842213, 1.0], [17, 433.759, 191.43, 0.132253, 1.0], [18, 471.918, 189.953, 0.119307, 1.0], [19, 498.325, 502.757, 0.817431, 1.0], [20, 508.618, 499.778, 0.84543, 1.0], [21, 486.639, 477.774, 0.681695, 1.0], [22, 413.167, 499.864, 0.854698, 1.0], [23, 404.361, 496.904, 0.845755, 1.0], [24, 426.36, 474.908, 0.668105, 1.0]]
[[0, 452.823, 192.849, 0.162096, 1.0], [1, 452.87, 217.916, 0.876677, 1.0], [2, 417.587, 217.897, 0.850319, 1.0], [3, 389.697, 236.93, 0.713337, 1.0], [4, 369.045, 244.271, 0.836396, 1.0], [5, 489.535, 219.314, 0.788661, 1.0], [6, 520.407, 235.484, 0.704206, 1.0], [7, 521.911, 242.832, 0.820485, 1.0], [8, 454.293, 329.463, 0.655969, 1.0], [9, 429.364, 330.92, 0.639016, 1.0], [10, 422, 404.409, 0.712707, 1.0], [11, 417.65, 470.442, 0.829469, 1.0], [12, 477.847, 328.009, 0.627131, 1.0], [13, 486.622, 404.367, 0.809557, 1.0], [14, 492.458, 473.408, 0.786644, 1.0], [15, 445.471, 184.098, 0.170036, 1.0], [16, 461.622, 185.554, 0.15561, 1.0], [17, 435.186, 189.958, 0.218095, 1.0], [18, 473.4, 189.921, 0.160959, 1.0], [19, 498.324, 502.799, 0.798751, 1.0], [20, 508.612, 499.803, 0.826639, 1.0], [21, 486.627, 476.391, 0.691484, 1.0], [22, 413.16, 499.847, 0.858853, 1.0], [23, 404.358, 496.891, 0.844877, 1.0], [24, 424.937, 474.869, 0.658235, 1.0]]
[[0, 451.386, 194.323, 0.209683, 1.0], [1, 452.804, 217.88, 0.894143, 1.0], [2, 417.551, 217.878, 0.862135, 1.0], [3, 386.747, 236.967, 0.699364, 1.0], [4, 367.65, 242.881, 0.80818, 1.0], [5, 488.067, 217.864, 0.828439, 1.0], [6, 517.454, 231.12, 0.686485, 1.0], [7, 521.861, 241.335, 0.838758, 1.0], [8, 454.288, 332.377, 0.669665, 1.0], [9, 429.377, 332.423, 0.665381, 1.0], [10, 421.991, 404.354, 0.692314, 1.0], [11, 417.651, 467.549, 0.828035, 1.0], [12, 477.831, 330.927, 0.638673, 1.0], [13, 488.062, 404.34, 0.772467, 1.0], [14, 492.487, 473.395, 0.789012, 1.0], [15, 442.599, 185.557, 0.220331, 1.0], [16, 460.153, 187.027, 0.197178, 1.0], [17, 432.263, 189.92, 0.275988, 1.0], [18, 471.942, 189.941, 0.195164, 1.0], [19, 498.308, 502.761, 0.813484, 1.0], [20, 508.606, 499.783, 0.837641, 1.0], [21, 486.611, 476.361, 0.70488, 1.0], [22, 413.156, 499.825, 0.850516, 1.0], [23, 404.354, 496.874, 0.830022, 1.0], [24, 424.942, 474.819, 0.637226, 1.0]]
[[0, 451.327, 192.878, 0.113102, 1.0], [1, 452.796, 217.841, 0.888366, 1.0], [2, 417.593, 217.846, 0.861351, 1.0], [3, 389.656, 232.55, 0.716216, 1.0], [4, 367.666, 241.416, 0.856097, 1.0], [5, 486.652, 217.82, 0.822447, 1.0], [6, 511.645, 229.649, 0.752736, 1.0], [7, 521.83, 239.87, 0.862281, 1.0], [8, 455.777, 330.911, 0.657876, 1.0], [9, 432.293, 332.376, 0.643122, 1.0], [10, 426.368, 404.348, 0.723634, 1.0], [11, 417.666, 468.992, 0.823834, 1.0], [12, 479.266, 328.017, 0.628735, 1.0], [13, 486.668, 404.383, 0.785155, 1.0], [14, 493.942, 474.794, 0.791152, 1.0], [15, 442.537, 187.028, 0.123628, 1.0], [16, 455.784, 187.036, 0.102306, 1.0], [17, 433.747, 191.381, 0.184352, 1.0], [18, 468.988, 191.39, 0.105234, 1.0], [19, 498.318, 502.775, 0.813561, 1.0], [20, 508.617, 499.79, 0.840676, 1.0], [21, 486.643, 476.402, 0.685767, 1.0], [22, 411.734, 499.833, 0.855928, 1.0], [23, 404.347, 496.867, 0.838558, 1.0], [24, 424.951, 474.848, 0.670515, 1.0]]
[[0, 451.328, 192.865, 0.139392, 1.0], [1, 451.414, 217.84, 0.872455, 1.0], [2, 417.559, 217.812, 0.858156, 1.0], [3, 388.225, 232.552, 0.69335, 1.0], [4, 367.652, 241.329, 0.841977, 1.0], [5, 486.639, 217.835, 0.807767, 1.0], [6, 511.602, 229.604, 0.75363, 1.0], [7, 521.796, 238.421, 0.81927, 1.0], [8, 452.905, 328.018, 0.654148, 1.0], [9, 429.337, 329.477, 0.629164, 1.0], [10, 420.527, 405.806, 0.678555, 1.0], [11, 417.67, 468.989, 0.821593, 1.0], [12, 477.818, 326.559, 0.62182, 1.0], [13, 488.037, 404.383, 0.752081, 1.0], [14, 495.393, 474.811, 0.791357, 1.0], [15, 442.528, 185.564, 0.155799, 1.0], [16, 455.785, 185.561, 0.129325, 1.0], [17, 432.263, 191.382, 0.216735, 1.0], [18, 467.522, 189.942, 0.11802, 1.0], [19, 498.322, 502.737, 0.818049, 1.0], [20, 508.625, 499.778, 0.844347, 1.0], [21, 488.057, 477.805, 0.657108, 1.0], [22, 411.724, 499.815, 0.851158, 1.0], [23, 404.346, 496.843, 0.830323, 1.0], [24, 426.388, 474.829, 0.673259, 1.0]]
[[0, 445.493, 192.872, 0.0745199, 1.0], [1, 451.377, 216.424, 0.871242, 1.0], [2, 417.619, 216.449, 0.844941, 1.0], [3, 392.587, 229.685, 0.777364, 1.0], [4, 367.666, 239.877, 0.859303, 1.0], [5, 485.15, 216.375, 0.762657, 1.0], [6, 511.55, 229.566, 0.774286, 1.0], [7, 521.782, 236.949, 0.79882, 1.0], [8, 452.889, 327.992, 0.644695, 1.0], [9, 429.309, 328.005, 0.618117, 1.0], [10, 420.508, 404.365, 0.691286, 1.0], [11, 417.631, 471.915, 0.847563, 1.0], [12, 477.826, 326.533, 0.612702, 1.0], [13, 488.077, 404.328, 0.718816, 1.0], [14, 495.402, 474.81, 0.794937, 1.0], [15, 0, 0, 0, 1.0], [16, 452.827, 185.567, 0.0723838, 1.0], [17, 432.299, 191.391, 0.122839, 1.0], [18, 464.558, 188.491, 0.0979603, 1.0], [19, 498.321, 502.739, 0.817381, 1.0], [20, 508.62, 499.779, 0.842285, 1.0], [21, 488.073, 477.798, 0.655697, 1.0], [22, 413.145, 499.84, 0.866617, 1.0], [23, 404.361, 496.883, 0.856622, 1.0], [24, 424.937, 474.905, 0.692102, 1.0]]
