[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [476.268, 219.356, 1.0]], ['2, k, 2', [438.125, 220.816, 1.0]], ['2, k, 3', [405.882, 229.597, 1.0]], ['2, k, 4', [429.391, 273.654, 1.0]], ['2, k, 5', [513.037, 217.824, 1.0]], ['2, k, 6', [558.533, 241.324, 1.0]], ['2, k, 7', [533.637, 279.548, 1.0]], ['2, k, 8', [476.35, 335.369, 1.0]], ['2, k, 9', [452.796, 335.337, 1.0]], ['2, k, 10', [442.55, 413.186, 1.0]], ['2, k, 11', [435.218, 476.293, 1.0]], ['2, k, 12', [499.891, 335.383, 1.0]], ['2, k, 13', [508.615, 407.327, 1.0]], ['2, k, 14', [511.558, 476.365, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [514.537, 502.749, 1.0]], ['2, k, 20', [524.793, 499.789, 1.0]], ['2, k, 21', [507.145, 483.678, 1.0]], ['2, k, 22', [430.786, 501.331, 1.0]], ['2, k, 23', [422.001, 498.408, 1.0]], ['2, k, 24', [438.156, 479.287, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [474.895, 216.363, 1.0]], ['2, k, 2', [436.685, 216.328, 1.0]], ['2, k, 3', [405.877, 232.552, 1.0]], ['2, k, 4', [429.323, 275.098, 1.0]], ['2, k, 5', [513.054, 216.336, 1.0]], ['2, k, 6', [557.121, 241.391, 1.0]], ['2, k, 7', [533.582, 282.489, 1.0]], ['2, k, 8', [476.311, 335.355, 1.0]], ['2, k, 9', [452.768, 335.322, 1.0]], ['2, k, 10', [442.558, 416.067, 1.0]], ['2, k, 11', [433.765, 476.291, 1.0]], ['2, k, 12', [499.851, 335.368, 1.0]], ['2, k, 13', [508.594, 407.344, 1.0]], ['2, k, 14', [511.558, 476.372, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [515.96, 502.765, 1.0]], ['2, k, 20', [524.812, 499.796, 1.0]], ['2, k, 21', [507.143, 483.686, 1.0]], ['2, k, 22', [430.794, 501.304, 1.0]], ['2, k, 23', [421.995, 498.384, 1.0]], ['2, k, 24', [438.103, 479.258, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [474.814, 217.802, 1.0]], ['2, k, 2', [432.276, 216.433, 1.0]], ['2, k, 3', [405.779, 233.996, 1.0]], ['2, k, 4', [429.286, 275.182, 1.0]], ['2, k, 5', [513.028, 216.394, 1.0]], ['2, k, 6', [557.084, 242.801, 1.0]], ['2, k, 7', [533.548, 283.967, 1.0]], ['2, k, 8', [476.264, 336.829, 1.0]], ['2, k, 9', [451.399, 336.809, 1.0]], ['2, k, 10', [442.533, 416.057, 1.0]], ['2, k, 11', [435.179, 476.274, 1.0]], ['2, k, 12', [499.82, 336.838, 1.0]], ['2, k, 13', [508.614, 408.79, 1.0]], ['2, k, 14', [511.552, 476.374, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [514.545, 502.751, 1.0]], ['2, k, 20', [524.802, 499.791, 1.0]], ['2, k, 21', [507.138, 483.696, 1.0]], ['2, k, 22', [430.777, 501.32, 1.0]], ['2, k, 23', [421.981, 498.399, 1.0]], ['2, k, 24', [438.134, 479.251, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [473.413, 217.849, 1.0]], ['2, k, 2', [432.248, 217.817, 1.0]], ['2, k, 3', [404.382, 235.476, 1.0]], ['2, k, 4', [427.912, 276.544, 1.0]], ['2, k, 5', [511.628, 216.426, 1.0]], ['2, k, 6', [557.064, 242.825, 1.0]], ['2, k, 7', [533.529, 285.404, 1.0]], ['2, k, 8', [474.906, 336.837, 1.0]], ['2, k, 9', [451.376, 336.84, 1.0]], ['2, k, 10', [441.153, 416.065, 1.0]], ['2, k, 11', [433.755, 476.276, 1.0]], ['2, k, 12', [499.806, 336.839, 1.0]], ['2, k, 13', [507.177, 408.787, 1.0]], ['2, k, 14', [511.561, 476.372, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [514.532, 501.354, 1.0]], ['2, k, 20', [524.794, 499.782, 1.0]], ['2, k, 21', [507.163, 483.69, 1.0]], ['2, k, 22', [430.804, 501.301, 1.0]], ['2, k, 23', [421.999, 498.387, 1.0]], ['2, k, 24', [438.105, 479.26, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [473.416, 216.372, 1.0]], ['2, k, 2', [432.272, 216.332, 1.0]], ['2, k, 3', [404.357, 235.49, 1.0]], ['2, k, 4', [427.863, 276.578, 1.0]], ['2, k, 5', [513.056, 216.36, 1.0]], ['2, k, 6', [557.032, 242.849, 1.0]], ['2, k, 7', [532.113, 285.431, 1.0]], ['2, k, 8', [474.816, 335.326, 1.0]], ['2, k, 9', [451.306, 335.335, 1.0]], ['2, k, 10', [441.16, 414.603, 1.0]], ['2, k, 11', [433.743, 474.882, 1.0]], ['2, k, 12', [498.384, 335.312, 1.0]], ['2, k, 13', [507.144, 408.761, 1.0]], ['2, k, 14', [511.564, 476.362, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [515.967, 502.746, 1.0]], ['2, k, 20', [524.808, 499.781, 1.0]], ['2, k, 21', [507.171, 483.678, 1.0]], ['2, k, 22', [430.792, 501.278, 1.0]], ['2, k, 23', [421.99, 498.366, 1.0]], ['2, k, 24', [436.698, 477.841, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [473.351, 216.439, 1.0]], ['2, k, 2', [430.81, 216.401, 1.0]], ['2, k, 3', [404.317, 235.494, 1.0]], ['2, k, 4', [427.82, 276.571, 1.0]], ['2, k, 5', [513.039, 216.384, 1.0]], ['2, k, 6', [555.628, 242.809, 1.0]], ['2, k, 7', [532.082, 285.434, 1.0]], ['2, k, 8', [474.796, 335.393, 1.0]], ['2, k, 9', [451.282, 335.388, 1.0]], ['2, k, 10', [441.133, 414.614, 1.0]], ['2, k, 11', [433.728, 474.903, 1.0]], ['2, k, 12', [498.374, 335.385, 1.0]], ['2, k, 13', [507.144, 408.773, 1.0]], ['2, k, 14', [511.555, 476.353, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [515.968, 502.74, 1.0]], ['2, k, 20', [524.804, 499.775, 1.0]], ['2, k, 21', [507.152, 483.669, 1.0]], ['2, k, 22', [430.795, 501.28, 1.0]], ['2, k, 23', [421.988, 498.376, 1.0]], ['2, k, 24', [436.691, 479.255, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [473.351, 217.833, 1.0]], ['2, k, 2', [430.779, 217.792, 1.0]], ['2, k, 3', [402.915, 236.952, 1.0]], ['2, k, 4', [426.383, 276.549, 1.0]], ['2, k, 5', [513.023, 216.415, 1.0]], ['2, k, 6', [555.613, 242.837, 1.0]], ['2, k, 7', [530.664, 286.794, 1.0]], ['2, k, 8', [474.786, 336.795, 1.0]], ['2, k, 9', [451.277, 336.788, 1.0]], ['2, k, 10', [441.077, 414.64, 1.0]], ['2, k, 11', [433.751, 474.881, 1.0]], ['2, k, 12', [498.363, 336.799, 1.0]], ['2, k, 13', [505.712, 410.244, 1.0]], ['2, k, 14', [511.556, 476.364, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [515.993, 502.755, 1.0]], ['2, k, 20', [524.818, 499.784, 1.0]], ['2, k, 21', [507.141, 483.676, 1.0]], ['2, k, 22', [430.809, 499.898, 1.0]], ['2, k, 23', [422.003, 498.345, 1.0]], ['2, k, 24', [438.123, 477.845, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [471.918, 217.843, 1.0]], ['2, k, 2', [429.408, 216.403, 1.0]], ['2, k, 3', [402.883, 238.419, 1.0]], ['2, k, 4', [426.382, 276.642, 1.0]], ['2, k, 5', [511.621, 217.834, 1.0]], ['2, k, 6', [554.183, 242.839, 1.0]], ['2, k, 7', [529.201, 286.797, 1.0]], ['2, k, 8', [473.343, 336.79, 1.0]], ['2, k, 9', [448.441, 335.391, 1.0]], ['2, k, 10', [441.048, 414.61, 1.0]], ['2, k, 11', [433.745, 474.876, 1.0]], ['2, k, 12', [498.286, 336.804, 1.0]], ['2, k, 13', [504.237, 410.234, 1.0]], ['2, k, 14', [511.565, 476.395, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [515.978, 502.74, 1.0]], ['2, k, 20', [524.819, 499.775, 1.0]], ['2, k, 21', [507.19, 485.11, 1.0]], ['2, k, 22', [430.796, 499.896, 1.0]], ['2, k, 23', [421.995, 498.344, 1.0]], ['2, k, 24', [438.123, 477.835, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [473.339, 217.822, 1.0]], ['2, k, 2', [430.778, 216.388, 1.0]], ['2, k, 3', [402.865, 239.814, 1.0]], ['2, k, 4', [426.394, 278.109, 1.0]], ['2, k, 5', [511.626, 217.802, 1.0]], ['2, k, 6', [554.146, 242.832, 1.0]], ['2, k, 7', [527.743, 286.805, 1.0]], ['2, k, 8', [471.942, 335.36, 1.0]], ['2, k, 9', [448.426, 335.348, 1.0]], ['2, k, 10', [441.017, 413.176, 1.0]], ['2, k, 11', [433.755, 474.878, 1.0]], ['2, k, 12', [496.903, 335.371, 1.0]], ['2, k, 13', [502.78, 410.263, 1.0]], ['2, k, 14', [511.58, 477.779, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [515.979, 502.757, 1.0]], ['2, k, 20', [524.827, 499.789, 1.0]], ['2, k, 21', [508.608, 485.129, 1.0]], ['2, k, 22', [430.78, 501.282, 1.0]], ['2, k, 23', [421.981, 498.368, 1.0]], ['2, k, 24', [438.156, 477.842, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [470.471, 217.866, 1.0]], ['2, k, 2', [429.371, 216.443, 1.0]], ['2, k, 3', [401.43, 239.862, 1.0]], ['2, k, 4', [424.891, 278.076, 1.0]], ['2, k, 5', [511.589, 217.834, 1.0]], ['2, k, 6', [552.668, 242.823, 1.0]], ['2, k, 7', [527.715, 286.8, 1.0]], ['2, k, 8', [471.914, 336.848, 1.0]], ['2, k, 9', [446.959, 336.833, 1.0]], ['2, k, 10', [439.646, 414.604, 1.0]], ['2, k, 11', [433.721, 474.904, 1.0]], ['2, k, 12', [496.903, 338.26, 1.0]], ['2, k, 13', [502.745, 411.69, 1.0]], ['2, k, 14', [511.584, 476.401, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [515.962, 502.754, 1.0]], ['2, k, 20', [524.815, 499.787, 1.0]], ['2, k, 21', [508.627, 485.109, 1.0]], ['2, k, 22', [430.808, 499.875, 1.0]], ['2, k, 23', [422.0, 498.332, 1.0]], ['2, k, 24', [438.123, 479.262, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [469.003, 217.868, 1.0]], ['2, k, 2', [429.343, 216.413, 1.0]], ['2, k, 3', [398.502, 241.288, 1.0]], ['2, k, 4', [421.967, 278.125, 1.0]], ['2, k, 5', [511.562, 217.882, 1.0]], ['2, k, 6', [549.774, 242.823, 1.0]], ['2, k, 7', [526.302, 285.418, 1.0]], ['2, k, 8', [470.444, 336.8, 1.0]], ['2, k, 9', [445.465, 335.401, 1.0]], ['2, k, 10', [439.601, 414.656, 1.0]], ['2, k, 11', [435.177, 474.911, 1.0]], ['2, k, 12', [496.849, 336.806, 1.0]], ['2, k, 13', [501.336, 410.232, 1.0]], ['2, k, 14', [511.588, 477.793, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [515.974, 502.772, 1.0]], ['2, k, 20', [524.828, 499.801, 1.0]], ['2, k, 21', [508.625, 485.146, 1.0]], ['2, k, 22', [430.797, 501.281, 1.0]], ['2, k, 23', [421.992, 498.378, 1.0]], ['2, k, 24', [439.564, 479.286, 1.0]]]
