[[0, -0.360684, -0.255174, 2.52094, 1.0], [1, -0.364133, 0.0531265, 2.46314, 1.0], [2, -0.365341, 0.353329, 2.39223, 1.0], [3, -0.381482, 0.502671, 2.36798, 1.0], [4, -0.556346, 0.239753, 2.43495, 1.0], [5, -0.599256, -0.047699, 2.4723, 1.0], [6, -0.569443, -0.296915, 2.463, 1.0], [7, -0.562997, -0.314085, 2.48242, 1.0], [8, -0.179992, 0.26537, 2.41654, 1.0], [9, -0.109504, -0.0209656, 2.45765, 1.0], [10, -0.10379, -0.271585, 2.45536, 1.0], [11, -0.127529, -0.281691, 2.4601, 1.0], [12, -0.441299, -0.25725, 2.49016, 1.0], [13, -0.482581, -0.630188, 2.60425, 1.0], [14, -0.516019, -1.02808, 2.72245, 1.0], [15, -0.512695, -1.06934, 2.63477, 1.0], [16, -0.269665, -0.245766, 2.4793, 1.0], [17, -0.213508, -0.642265, 2.60087, 1.0], [18, -0.167986, -1.00174, 2.68976, 1.0], [19, -0.151245, -1.06738, 2.60547, 1.0], [20, -0.365426, 0.279453, 2.41228, 1.0], [21, -0.567922, -0.39112, 2.50481, 1.0], [22, -0.51141, -0.314798, 2.44847, 1.0], [23, -0.128837, -0.370647, 2.46108, 1.0], [24, -0.167622, -0.273148, 2.43895, 1.0]]
[[0, -0.360711, -0.255163, 2.52092, 1.0], [1, -0.364221, 0.0530946, 2.46317, 1.0], [2, -0.365544, 0.353197, 2.39237, 1.0], [3, -0.381488, 0.502615, 2.36797, 1.0], [4, -0.556388, 0.239735, 2.43503, 1.0], [5, -0.599295, -0.0474197, 2.47214, 1.0], [6, -0.569473, -0.296744, 2.46305, 1.0], [7, -0.562794, -0.314619, 2.48209, 1.0], [8, -0.17994, 0.265347, 2.41644, 1.0], [9, -0.109233, -0.0216963, 2.45818, 1.0], [10, -0.10383, -0.272453, 2.45525, 1.0], [11, -0.127388, -0.281315, 2.46067, 1.0], [12, -0.441324, -0.257238, 2.49015, 1.0], [13, -0.482394, -0.631293, 2.60424, 1.0], [14, -0.513943, -1.01101, 2.71538, 1.0], [15, -0.513853, -1.0688, 2.63583, 1.0], [16, -0.269695, -0.245757, 2.47929, 1.0], [17, -0.212263, -0.635981, 2.59798, 1.0], [18, -0.169423, -1.00405, 2.6912, 1.0], [19, -0.150906, -1.06926, 2.60672, 1.0], [20, -0.365597, 0.279351, 2.41239, 1.0], [21, -0.568816, -0.391257, 2.5087, 1.0], [22, -0.51163, -0.323675, 2.4509, 1.0], [23, -0.128185, -0.371341, 2.46233, 1.0], [24, -0.166054, -0.26981, 2.44002, 1.0]]
[[0, -0.360624, -0.255218, 2.52112, 1.0], [1, -0.364235, 0.0530945, 2.46329, 1.0], [2, -0.36564, 0.353244, 2.39247, 1.0], [3, -0.381483, 0.502619, 2.36799, 1.0], [4, -0.55646, 0.23978, 2.43512, 1.0], [5, -0.599182, -0.0473728, 2.47204, 1.0], [6, -0.569482, -0.296732, 2.46318, 1.0], [7, -0.562401, -0.314605, 2.48299, 1.0], [8, -0.179875, 0.265339, 2.41645, 1.0], [9, -0.109243, -0.0217108, 2.45817, 1.0], [10, -0.103795, -0.272485, 2.4554, 1.0], [11, -0.127263, -0.281489, 2.46232, 1.0], [12, -0.441263, -0.257263, 2.49024, 1.0], [13, -0.481941, -0.633669, 2.60466, 1.0], [14, -0.514874, -1.00743, 2.71284, 1.0], [15, -0.506765, -1.06661, 2.61613, 1.0], [16, -0.269583, -0.245853, 2.47963, 1.0], [17, -0.21216, -0.634602, 2.59748, 1.0], [18, -0.16859, -1.0067, 2.69279, 1.0], [19, -0.151111, -1.06927, 2.60818, 1.0], [20, -0.365668, 0.279384, 2.41249, 1.0], [21, -0.561039, -0.392255, 2.50709, 1.0], [22, -0.510736, -0.317053, 2.44908, 1.0], [23, -0.128371, -0.37029, 2.46426, 1.0], [24, -0.165398, -0.279394, 2.43733, 1.0]]
[[0, -0.359568, -0.255634, 2.52048, 1.0], [1, -0.363868, 0.0528029, 2.46309, 1.0], [2, -0.365589, 0.353042, 2.39246, 1.0], [3, -0.381432, 0.502618, 2.368, 1.0], [4, -0.55651, 0.239697, 2.43501, 1.0], [5, -0.599202, -0.0474268, 2.47205, 1.0], [6, -0.569467, -0.296793, 2.46318, 1.0], [7, -0.5631, -0.313537, 2.48124, 1.0], [8, -0.179777, 0.265328, 2.41635, 1.0], [9, -0.109224, -0.0217091, 2.45817, 1.0], [10, -0.103766, -0.272497, 2.45529, 1.0], [11, -0.127156, -0.282787, 2.46032, 1.0], [12, -0.440215, -0.257717, 2.48961, 1.0], [13, -0.482047, -0.635027, 2.60525, 1.0], [14, -0.514382, -1.00935, 2.71155, 1.0], [15, -0.508066, -1.06744, 2.61597, 1.0], [16, -0.268542, -0.246216, 2.47896, 1.0], [17, -0.211872, -0.63323, 2.59671, 1.0], [18, -0.170807, -1.00905, 2.6978, 1.0], [19, -0.151116, -1.0693, 2.61523, 1.0], [20, -0.365565, 0.279171, 2.41245, 1.0], [21, -0.561622, -0.390462, 2.50149, 1.0], [22, -0.512763, -0.325121, 2.4471, 1.0], [23, -0.12833, -0.370311, 2.46179, 1.0], [24, -0.167267, -0.273529, 2.43856, 1.0]]
[[0, -0.359484, -0.255755, 2.52074, 1.0], [1, -0.363584, 0.0526051, 2.46321, 1.0], [2, -0.364971, 0.352693, 2.39243, 1.0], [3, -0.381359, 0.502626, 2.36809, 1.0], [4, -0.556576, 0.239749, 2.4351, 1.0], [5, -0.599225, -0.0474213, 2.47206, 1.0], [6, -0.569488, -0.29679, 2.46327, 1.0], [7, -0.56346, -0.314349, 2.48248, 1.0], [8, -0.179687, 0.265286, 2.41636, 1.0], [9, -0.10921, -0.0217172, 2.45821, 1.0], [10, -0.103747, -0.272508, 2.45537, 1.0], [11, -0.127314, -0.281888, 2.46253, 1.0], [12, -0.440137, -0.257795, 2.48987, 1.0], [13, -0.482105, -0.6351, 2.60521, 1.0], [14, -0.514176, -1.00901, 2.71101, 1.0], [15, -0.508469, -1.06816, 2.61674, 1.0], [16, -0.268455, -0.246381, 2.47922, 1.0], [17, -0.211414, -0.633386, 2.59674, 1.0], [18, -0.169415, -1.02002, 2.6958, 1.0], [19, -0.150452, -1.07276, 2.61147, 1.0], [20, -0.365044, 0.278864, 2.41247, 1.0], [21, -0.566072, -0.391026, 2.50724, 1.0], [22, -0.512547, -0.314223, 2.44936, 1.0], [23, -0.128305, -0.370137, 2.46326, 1.0], [24, -0.166361, -0.273428, 2.43929, 1.0]]
[[0, -0.359577, -0.255696, 2.52074, 1.0], [1, -0.363611, 0.052637, 2.46321, 1.0], [2, -0.364979, 0.352719, 2.39242, 1.0], [3, -0.381286, 0.502641, 2.36808, 1.0], [4, -0.556608, 0.239756, 2.4351, 1.0], [5, -0.599146, -0.0472953, 2.47207, 1.0], [6, -0.569503, -0.296661, 2.46335, 1.0], [7, -0.562226, -0.313715, 2.48116, 1.0], [8, -0.179599, 0.265257, 2.41637, 1.0], [9, -0.10912, -0.0216344, 2.45828, 1.0], [10, -0.102255, -0.272353, 2.45615, 1.0], [11, -0.127144, -0.282022, 2.46107, 1.0], [12, -0.440243, -0.257716, 2.48984, 1.0], [13, -0.482062, -0.634858, 2.60496, 1.0], [14, -0.515255, -1.00832, 2.7103, 1.0], [15, -0.519073, -1.06832, 2.64183, 1.0], [16, -0.268548, -0.246331, 2.47927, 1.0], [17, -0.21224, -0.6362, 2.59776, 1.0], [18, -0.1706, -1.02144, 2.70083, 1.0], [19, -0.150409, -1.07035, 2.61281, 1.0], [20, -0.365055, 0.27889, 2.41246, 1.0], [21, -0.568556, -0.392135, 2.50672, 1.0], [22, -0.510061, -0.334882, 2.448, 1.0], [23, -0.130029, -0.371472, 2.4632, 1.0], [24, -0.166347, -0.273032, 2.43879, 1.0]]
[[0, -0.359518, -0.255559, 2.52069, 1.0], [1, -0.363356, 0.0526602, 2.46316, 1.0], [2, -0.364331, 0.35253, 2.3924, 1.0], [3, -0.381207, 0.50266, 2.36807, 1.0], [4, -0.556679, 0.239638, 2.4352, 1.0], [5, -0.599145, -0.0472952, 2.47207, 1.0], [6, -0.569449, -0.296633, 2.46334, 1.0], [7, -0.56311, -0.314565, 2.48197, 1.0], [8, -0.17952, 0.265241, 2.41637, 1.0], [9, -0.109072, -0.0215767, 2.45834, 1.0], [10, -0.102273, -0.272281, 2.45607, 1.0], [11, -0.126826, -0.280559, 2.46082, 1.0], [12, -0.440191, -0.257613, 2.4898, 1.0], [13, -0.482054, -0.634895, 2.60494, 1.0], [14, -0.515358, -1.00844, 2.71003, 1.0], [15, -0.512089, -1.07006, 2.63625, 1.0], [16, -0.268482, -0.246159, 2.4792, 1.0], [17, -0.211931, -0.635702, 2.59744, 1.0], [18, -0.170571, -1.02138, 2.70097, 1.0], [19, -0.150717, -1.07082, 2.6131, 1.0], [20, -0.36452, 0.278769, 2.41243, 1.0], [21, -0.567966, -0.392608, 2.50641, 1.0], [22, -0.510662, -0.336621, 2.45263, 1.0], [23, -0.128286, -0.370176, 2.46091, 1.0], [24, -0.167311, -0.270651, 2.43879, 1.0]]
[[0, -0.359368, -0.255659, 2.52076, 1.0], [1, -0.363199, 0.0525754, 2.46318, 1.0], [2, -0.364223, 0.352484, 2.39239, 1.0], [3, -0.381094, 0.502716, 2.36806, 1.0], [4, -0.557015, 0.239368, 2.43559, 1.0], [5, -0.599137, -0.0473119, 2.47207, 1.0], [6, -0.569467, -0.296607, 2.46333, 1.0], [7, -0.561366, -0.313106, 2.48102, 1.0], [8, -0.17935, 0.265182, 2.41651, 1.0], [9, -0.108914, -0.0214305, 2.4586, 1.0], [10, -0.102458, -0.272094, 2.45642, 1.0], [11, -0.127057, -0.280804, 2.46295, 1.0], [12, -0.440035, -0.257737, 2.48988, 1.0], [13, -0.481938, -0.634811, 2.60475, 1.0], [14, -0.516777, -1.0057, 2.70924, 1.0], [15, -0.511755, -1.06465, 2.63113, 1.0], [16, -0.268342, -0.246237, 2.47926, 1.0], [17, -0.211816, -0.636067, 2.59757, 1.0], [18, -0.170624, -1.01907, 2.70107, 1.0], [19, -0.151332, -1.06796, 2.61424, 1.0], [20, -0.364397, 0.278711, 2.41242, 1.0], [21, -0.562023, -0.390899, 2.50429, 1.0], [22, -0.510282, -0.326875, 2.44926, 1.0], [23, -0.128619, -0.369296, 2.46193, 1.0], [24, -0.167288, -0.273435, 2.43861, 1.0]]
[[0, -0.35916, -0.255571, 2.52069, 1.0], [1, -0.362967, 0.0525717, 2.46307, 1.0], [2, -0.36401, 0.352399, 2.39223, 1.0], [3, -0.380963, 0.502798, 2.36799, 1.0], [4, -0.557007, 0.239412, 2.43563, 1.0], [5, -0.599166, -0.0472029, 2.47208, 1.0], [6, -0.569436, -0.296447, 2.46331, 1.0], [7, -0.562967, -0.313485, 2.48045, 1.0], [8, -0.179293, 0.265153, 2.41651, 1.0], [9, -0.108817, -0.0212367, 2.45883, 1.0], [10, -0.101541, -0.271808, 2.45729, 1.0], [11, -0.126146, -0.280469, 2.46302, 1.0], [12, -0.439812, -0.257605, 2.48975, 1.0], [13, -0.482005, -0.634538, 2.60429, 1.0], [14, -0.517816, -1.01013, 2.71508, 1.0], [15, -0.51109, -1.0633, 2.6322, 1.0], [16, -0.268141, -0.246184, 2.47925, 1.0], [17, -0.211395, -0.634949, 2.59682, 1.0], [18, -0.167493, -1.02104, 2.69547, 1.0], [19, -0.144937, -1.07473, 2.60169, 1.0], [20, -0.364174, 0.278644, 2.41227, 1.0], [21, -0.569097, -0.391751, 2.50573, 1.0], [22, -0.511091, -0.327243, 2.4496, 1.0], [23, -0.127378, -0.369595, 2.46186, 1.0], [24, -0.164568, -0.264216, 2.44359, 1.0]]
[[0, -0.358603, -0.255584, 2.5205, 1.0], [1, -0.362663, 0.0525337, 2.4629, 1.0], [2, -0.363922, 0.352369, 2.39212, 1.0], [3, -0.380876, 0.502836, 2.36802, 1.0], [4, -0.556976, 0.239496, 2.43568, 1.0], [5, -0.599061, -0.0472628, 2.47198, 1.0], [6, -0.569395, -0.296477, 2.46333, 1.0], [7, -0.562608, -0.313982, 2.48183, 1.0], [8, -0.179237, 0.265115, 2.4165, 1.0], [9, -0.108784, -0.0211979, 2.45886, 1.0], [10, -0.10157, -0.271726, 2.45752, 1.0], [11, -0.126831, -0.280149, 2.4628, 1.0], [12, -0.439157, -0.257201, 2.4893, 1.0], [13, -0.482141, -0.633929, 2.60379, 1.0], [14, -0.51791, -1.00923, 2.71503, 1.0], [15, -0.509524, -1.06101, 2.63257, 1.0], [16, -0.267491, -0.246587, 2.47922, 1.0], [17, -0.210771, -0.634792, 2.596, 1.0], [18, -0.168829, -1.02453, 2.69715, 1.0], [19, -0.145003, -1.0745, 2.60131, 1.0], [20, -0.364042, 0.27861, 2.41215, 1.0], [21, -0.5647, -0.393409, 2.5081, 1.0], [22, -0.509093, -0.33681, 2.452, 1.0], [23, -0.127551, -0.370313, 2.46442, 1.0], [24, -0.167037, -0.271927, 2.43863, 1.0]]
[[0, -0.358178, -0.255654, 2.52054, 1.0], [1, -0.362365, 0.0524144, 2.46292, 1.0], [2, -0.36378, 0.352244, 2.39212, 1.0], [3, -0.380729, 0.502889, 2.36807, 1.0], [4, -0.556972, 0.239498, 2.43571, 1.0], [5, -0.599093, -0.0472822, 2.47209, 1.0], [6, -0.569303, -0.29646, 2.4634, 1.0], [7, -0.560916, -0.314699, 2.48254, 1.0], [8, -0.179171, 0.265103, 2.41659, 1.0], [9, -0.108766, -0.0213114, 2.45903, 1.0], [10, -0.101553, -0.271792, 2.45821, 1.0], [11, -0.126167, -0.280619, 2.46342, 1.0], [12, -0.438784, -0.257076, 2.48924, 1.0], [13, -0.482217, -0.634571, 2.60383, 1.0], [14, -0.517105, -1.00899, 2.7135, 1.0], [15, -0.516939, -1.06954, 2.63377, 1.0], [16, -0.266951, -0.246924, 2.4794, 1.0], [17, -0.210772, -0.636957, 2.59579, 1.0], [18, -0.168381, -1.02561, 2.69943, 1.0], [19, -0.145289, -1.07438, 2.60095, 1.0], [20, -0.363862, 0.278482, 2.41216, 1.0], [21, -0.557382, -0.391652, 2.50445, 1.0], [22, -0.508946, -0.314288, 2.44658, 1.0], [23, -0.127565, -0.370741, 2.46202, 1.0], [24, -0.167158, -0.269827, 2.43944, 1.0]]
[[0, -0.357782, -0.255761, 2.52037, 1.0], [1, -0.36226, 0.0523978, 2.46288, 1.0], [2, -0.363784, 0.352252, 2.39212, 1.0], [3, -0.380646, 0.502843, 2.36795, 1.0], [4, -0.556942, 0.239414, 2.43576, 1.0], [5, -0.599105, -0.0475392, 2.47225, 1.0], [6, -0.569219, -0.296698, 2.46352, 1.0], [7, -0.561354, -0.313621, 2.48251, 1.0], [8, -0.179089, 0.265061, 2.41659, 1.0], [9, -0.108675, -0.0214557, 2.4592, 1.0], [10, -0.101518, -0.271932, 2.45832, 1.0], [11, -0.125529, -0.280827, 2.46209, 1.0], [12, -0.438389, -0.256972, 2.48895, 1.0], [13, -0.482199, -0.635437, 2.60362, 1.0], [14, -0.515695, -1.00633, 2.70958, 1.0], [15, -0.506165, -1.07493, 2.6024, 1.0], [16, -0.266513, -0.247267, 2.47935, 1.0], [17, -0.210975, -0.637436, 2.5952, 1.0], [18, -0.167998, -1.02166, 2.69708, 1.0], [19, -0.147634, -1.07356, 2.60797, 1.0], [20, -0.363858, 0.278485, 2.41215, 1.0], [21, -0.564152, -0.39162, 2.50438, 1.0], [22, -0.509425, -0.324777, 2.4492, 1.0], [23, -0.127188, -0.370536, 2.46343, 1.0], [24, -0.165426, -0.269445, 2.43831, 1.0]]
[[0, -0.357621, -0.255763, 2.52064, 1.0], [1, -0.362078, 0.0523027, 2.46292, 1.0], [2, -0.36353, 0.352021, 2.39196, 1.0], [3, -0.380628, 0.502775, 2.36791, 1.0], [4, -0.556903, 0.239386, 2.4358, 1.0], [5, -0.598971, -0.0476388, 2.47225, 1.0], [6, -0.569139, -0.296801, 2.46362, 1.0], [7, -0.559963, -0.311234, 2.48348, 1.0], [8, -0.17894, 0.265001, 2.41646, 1.0], [9, -0.108606, -0.0216019, 2.45936, 1.0], [10, -0.100121, -0.27202, 2.45885, 1.0], [11, -0.124646, -0.28209, 2.46527, 1.0], [12, -0.438279, -0.256855, 2.48913, 1.0], [13, -0.482188, -0.635428, 2.60358, 1.0], [14, -0.51608, -1.00419, 2.70983, 1.0], [15, -0.525125, -1.06453, 2.64604, 1.0], [16, -0.266305, -0.24744, 2.47978, 1.0], [17, -0.210864, -0.637119, 2.59319, 1.0], [18, -0.168162, -1.02178, 2.69697, 1.0], [19, -0.147749, -1.07319, 2.60792, 1.0], [20, -0.363623, 0.278296, 2.41206, 1.0], [21, -0.565989, -0.391828, 2.50916, 1.0], [22, -0.509621, -0.32581, 2.44894, 1.0], [23, -0.126506, -0.37151, 2.46492, 1.0], [24, -0.165044, -0.269074, 2.4417, 1.0]]
[[0, -0.357755, -0.255837, 2.52089, 1.0], [1, -0.361868, 0.052131, 2.46289, 1.0], [2, -0.362432, 0.351457, 2.39136, 1.0], [3, -0.380485, 0.502528, 2.36737, 1.0], [4, -0.556838, 0.239219, 2.43574, 1.0], [5, -0.598914, -0.0479529, 2.47225, 1.0], [6, -0.568882, -0.297115, 2.46376, 1.0], [7, -0.560311, -0.310698, 2.4821, 1.0], [8, -0.178802, 0.264876, 2.41633, 1.0], [9, -0.108554, -0.0223872, 2.45964, 1.0], [10, -0.10039, -0.272819, 2.45947, 1.0], [11, -0.124386, -0.282035, 2.46454, 1.0], [12, -0.438454, -0.256714, 2.48928, 1.0], [13, -0.482086, -0.635333, 2.60333, 1.0], [14, -0.515671, -1.00211, 2.71003, 1.0], [15, -0.524446, -1.06368, 2.64628, 1.0], [16, -0.266475, -0.247876, 2.48029, 1.0], [17, -0.210719, -0.639208, 2.59065, 1.0], [18, -0.167773, -1.02237, 2.69653, 1.0], [19, -0.147139, -1.07332, 2.60735, 1.0], [20, -0.3628, 0.277842, 2.41165, 1.0], [21, -0.565069, -0.391303, 2.50558, 1.0], [22, -0.50897, -0.32132, 2.4487, 1.0], [23, -0.124541, -0.37121, 2.46514, 1.0], [24, -0.165519, -0.271063, 2.44027, 1.0]]
[[0, -0.357131, -0.256006, 2.52099, 1.0], [1, -0.361659, 0.0519819, 2.46287, 1.0], [2, -0.362477, 0.35135, 2.3913, 1.0], [3, -0.38042, 0.502148, 2.36703, 1.0], [4, -0.556822, 0.239189, 2.43577, 1.0], [5, -0.598768, -0.0487581, 2.47226, 1.0], [6, -0.568668, -0.297949, 2.46409, 1.0], [7, -0.559321, -0.310734, 2.48324, 1.0], [8, -0.178595, 0.264702, 2.41619, 1.0], [9, -0.108259, -0.0225931, 2.4598, 1.0], [10, -0.100319, -0.273085, 2.45946, 1.0], [11, -0.12469, -0.282742, 2.46448, 1.0], [12, -0.437892, -0.256778, 2.48944, 1.0], [13, -0.482456, -0.637066, 2.60311, 1.0], [14, -0.514173, -1.00647, 2.70704, 1.0], [15, -0.514978, -1.07225, 2.62173, 1.0], [16, -0.265854, -0.248117, 2.48032, 1.0], [17, -0.209715, -0.640389, 2.58686, 1.0], [18, -0.168305, -1.02264, 2.69717, 1.0], [19, -0.146909, -1.07316, 2.60751, 1.0], [20, -0.362791, 0.27774, 2.4116, 1.0], [21, -0.567537, -0.38943, 2.50374, 1.0], [22, -0.509407, -0.323678, 2.44955, 1.0], [23, -0.125239, -0.370394, 2.46492, 1.0], [24, -0.165113, -0.270843, 2.44109, 1.0]]
[[0, -0.357033, -0.256167, 2.52117, 1.0], [1, -0.361551, 0.051684, 2.46275, 1.0], [2, -0.362494, 0.350751, 2.39064, 1.0], [3, -0.380272, 0.50101, 2.36576, 1.0], [4, -0.556592, 0.238824, 2.43569, 1.0], [5, -0.598511, -0.0495578, 2.47226, 1.0], [6, -0.568507, -0.298784, 2.46444, 1.0], [7, -0.55877, -0.309977, 2.48251, 1.0], [8, -0.177937, 0.263992, 2.41566, 1.0], [9, -0.107986, -0.0226134, 2.45978, 1.0], [10, -0.100405, -0.27313, 2.45984, 1.0], [11, -0.123649, -0.28238, 2.46537, 1.0], [12, -0.437886, -0.256813, 2.48952, 1.0], [13, -0.482393, -0.637257, 2.60158, 1.0], [14, -0.513997, -1.00653, 2.70689, 1.0], [15, -0.514869, -1.07238, 2.62087, 1.0], [16, -0.265624, -0.248453, 2.48061, 1.0], [17, -0.207492, -0.638989, 2.57907, 1.0], [18, -0.169242, -1.01744, 2.69792, 1.0], [19, -0.147063, -1.07166, 2.60863, 1.0], [20, -0.362747, 0.277218, 2.41111, 1.0], [21, -0.565414, -0.389917, 2.50444, 1.0], [22, -0.509665, -0.322377, 2.45376, 1.0], [23, -0.120325, -0.369909, 2.46168, 1.0], [24, -0.167726, -0.295423, 2.43687, 1.0]]
[[0, -0.355727, -0.256906, 2.52197, 1.0], [1, -0.36011, 0.0505141, 2.46253, 1.0], [2, -0.360959, 0.349037, 2.3892, 1.0], [3, -0.380104, 0.49967, 2.36472, 1.0], [4, -0.555971, 0.237838, 2.43491, 1.0], [5, -0.598061, -0.0515062, 2.47265, 1.0], [6, -0.568158, -0.30077, 2.46462, 1.0], [7, -0.558984, -0.310664, 2.48337, 1.0], [8, -0.177239, 0.262736, 2.41474, 1.0], [9, -0.107542, -0.0225983, 2.45976, 1.0], [10, -0.0999404, -0.27313, 2.46015, 1.0], [11, -0.12164, -0.283909, 2.46561, 1.0], [12, -0.4367, -0.257486, 2.49025, 1.0], [13, -0.483146, -0.638762, 2.59873, 1.0], [14, -0.511972, -1.00848, 2.70834, 1.0], [15, -0.513283, -1.07216, 2.61976, 1.0], [16, -0.264343, -0.249157, 2.48144, 1.0], [17, -0.205844, -0.640818, 2.57386, 1.0], [18, -0.169779, -1.01529, 2.69591, 1.0], [19, -0.147474, -1.06956, 2.60878, 1.0], [20, -0.361212, 0.27564, 2.40999, 1.0], [21, -0.564777, -0.390976, 2.5038, 1.0], [22, -0.508931, -0.312783, 2.45241, 1.0], [23, -0.123159, -0.371919, 2.46784, 1.0], [24, -0.162928, -0.268956, 2.43896, 1.0]]
[[0, -0.354961, -0.257942, 2.52257, 1.0], [1, -0.359163, 0.049069, 2.46216, 1.0], [2, -0.35996, 0.347098, 2.38764, 1.0], [3, -0.379992, 0.498356, 2.3637, 1.0], [4, -0.555675, 0.236945, 2.43463, 1.0], [5, -0.59782, -0.053191, 2.47293, 1.0], [6, -0.566577, -0.302346, 2.46525, 1.0], [7, -0.558509, -0.314042, 2.48397, 1.0], [8, -0.176564, 0.261855, 2.41441, 1.0], [9, -0.106341, -0.0234269, 2.45972, 1.0], [10, -0.0996482, -0.274011, 2.46051, 1.0], [11, -0.119777, -0.284774, 2.46585, 1.0], [12, -0.436029, -0.25819, 2.49085, 1.0], [13, -0.482906, -0.640732, 2.59436, 1.0], [14, -0.513089, -1.01782, 2.70765, 1.0], [15, -0.509926, -1.07156, 2.61576, 1.0], [16, -0.263545, -0.250493, 2.48201, 1.0], [17, -0.205009, -0.642527, 2.56954, 1.0], [18, -0.170443, -1.01742, 2.69623, 1.0], [19, -0.147399, -1.06993, 2.60845, 1.0], [20, -0.360203, 0.273814, 2.40874, 1.0], [21, -0.567668, -0.396424, 2.51264, 1.0], [22, -0.509607, -0.321394, 2.45056, 1.0], [23, -0.122726, -0.371769, 2.47003, 1.0], [24, -0.164393, -0.278736, 2.43954, 1.0]]
[[0, -0.354279, -0.258653, 2.52334, 1.0], [1, -0.358034, 0.0475453, 2.46165, 1.0], [2, -0.358179, 0.344173, 2.38497, 1.0], [3, -0.379366, 0.495001, 2.36091, 1.0], [4, -0.554906, 0.235942, 2.43435, 1.0], [5, -0.597051, -0.0544111, 2.47314, 1.0], [6, -0.566406, -0.30368, 2.46543, 1.0], [7, -0.558085, -0.316669, 2.48435, 1.0], [8, -0.175781, 0.260394, 2.41325, 1.0], [9, -0.105421, -0.0245717, 2.45935, 1.0], [10, -0.0991327, -0.275168, 2.46094, 1.0], [11, -0.128543, -0.339757, 2.46711, 1.0], [12, -0.43535, -0.258815, 2.49197, 1.0], [13, -0.482476, -0.641154, 2.58509, 1.0], [14, -0.512764, -1.01733, 2.70776, 1.0], [15, -0.513383, -1.07738, 2.61334, 1.0], [16, -0.262896, -0.251238, 2.48249, 1.0], [17, -0.202668, -0.641689, 2.56154, 1.0], [18, -0.169485, -1.01699, 2.69383, 1.0], [19, -0.146976, -1.06936, 2.60881, 1.0], [20, -0.358576, 0.271262, 2.4067, 1.0], [21, -0.560226, -0.397381, 2.50635, 1.0], [22, -0.509502, -0.322078, 2.45175, 1.0], [23, -0.135225, -0.38979, 2.47085, 1.0], [24, -0.161727, -0.309257, 2.44028, 1.0]]
[[0, -0.353191, -0.260014, 2.52459, 1.0], [1, -0.356643, 0.0452764, 2.46139, 1.0], [2, -0.35661, 0.340907, 2.38314, 1.0], [3, -0.379054, 0.491646, 2.35876, 1.0], [4, -0.553719, 0.232711, 2.43397, 1.0], [5, -0.596115, -0.0560225, 2.47372, 1.0], [6, -0.565724, -0.305357, 2.46639, 1.0], [7, -0.558049, -0.319127, 2.48504, 1.0], [8, -0.17481, 0.257872, 2.41161, 1.0], [9, -0.103233, -0.0280479, 2.45939, 1.0], [10, -0.0980651, -0.278651, 2.46186, 1.0], [11, -0.124371, -0.344269, 2.4689, 1.0], [12, -0.434323, -0.260074, 2.49353, 1.0], [13, -0.482233, -0.642746, 2.57525, 1.0], [14, -0.512319, -1.01683, 2.7074, 1.0], [15, -0.511985, -1.07643, 2.61369, 1.0], [16, -0.261819, -0.252624, 2.48345, 1.0], [17, -0.201059, -0.642766, 2.55642, 1.0], [18, -0.169341, -1.01874, 2.69376, 1.0], [19, -0.146536, -1.0707, 2.60924, 1.0], [20, -0.35703, 0.268229, 2.40526, 1.0], [21, -0.559986, -0.404405, 2.5085, 1.0], [22, -0.506482, -0.341274, 2.44867, 1.0], [23, -0.136377, -0.393888, 2.47043, 1.0], [24, -0.15673, -0.32133, 2.4424, 1.0]]
