[[0, -0.0417044, -0.258651, 2.47358, 1.0], [1, -0.0516369, 0.0549139, 2.43734, 1.0], [2, -0.0609978, 0.35979, 2.38758, 1.0], [3, -0.0682364, 0.513644, 2.32332, 1.0], [4, -0.243133, 0.255995, 2.38962, 1.0], [5, -0.336343, 0.049205, 2.27602, 1.0], [6, -0.382905, -0.159358, 2.12313, 1.0], [7, -0.377752, -0.234482, 2.05994, 1.0], [8, 0.117907, 0.26704, 2.37613, 1.0], [9, 0.212852, 0.0539261, 2.26843, 1.0], [10, 0.260275, -0.180957, 2.10634, 1.0], [11, 0.251231, -0.254661, 2.06138, 1.0], [12, -0.123489, -0.257284, 2.43855, 1.0], [13, -0.179153, -0.684286, 2.5621, 1.0], [14, -0.244817, -1.03367, 2.63512, 1.0], [15, -0.273193, -1.08008, 2.55078, 1.0], [16, 0.0413342, -0.252294, 2.43476, 1.0], [17, 0.0977567, -0.630319, 2.52526, 1.0], [18, 0.155426, -1.02974, 2.63717, 1.0], [19, 0.191284, -1.07227, 2.54297, 1.0], [20, -0.0587482, 0.284807, 2.4024, 1.0], [21, -0.368765, -0.281, 2.02635, 1.0], [22, -0.405075, -0.242605, 2.02283, 1.0], [23, 0.237886, -0.308562, 2.04623, 1.0], [24, 0.173885, -0.269179, 2.03217, 1.0]]
[[0, -0.0434902, -0.261365, 2.47432, 1.0], [1, -0.0519171, 0.054379, 2.43766, 1.0], [2, -0.0609199, 0.35984, 2.38771, 1.0], [3, -0.0682522, 0.513702, 2.32358, 1.0], [4, -0.243136, 0.255989, 2.38943, 1.0], [5, -0.33583, 0.0601545, 2.2653, 1.0], [6, -0.377326, -0.131126, 2.08023, 1.0], [7, -0.373064, -0.201599, 2.00667, 1.0], [8, 0.117841, 0.267091, 2.37615, 1.0], [9, 0.211617, 0.0652083, 2.25447, 1.0], [10, 0.261179, -0.147874, 2.06778, 1.0], [11, 0.250732, -0.223244, 2.00963, 1.0], [12, -0.125266, -0.26003, 2.43897, 1.0], [13, -0.179226, -0.683962, 2.56202, 1.0], [14, -0.241082, -1.02829, 2.63664, 1.0], [15, -0.273485, -1.07998, 2.55039, 1.0], [16, 0.0395837, -0.254901, 2.43567, 1.0], [17, 0.100389, -0.657923, 2.53732, 1.0], [18, 0.155634, -1.02986, 2.63688, 1.0], [19, 0.192164, -1.07425, 2.54165, 1.0], [20, -0.0587334, 0.284811, 2.40256, 1.0], [21, -0.359933, -0.244264, 1.96764, 1.0], [22, -0.411759, -0.206032, 1.98183, 1.0], [23, 0.246526, -0.274532, 1.97928, 1.0], [24, 0.170152, -0.235641, 1.97217, 1.0]]
[[0, -0.0457789, -0.26895, 2.4766, 1.0], [1, -0.0521868, 0.0524901, 2.439, 1.0], [2, -0.0604243, 0.360085, 2.38846, 1.0], [3, -0.0681655, 0.514202, 2.32511, 1.0], [4, -0.242687, 0.256447, 2.3889, 1.0], [5, -0.333772, 0.077863, 2.25182, 1.0], [6, -0.377164, -0.0897215, 2.05106, 1.0], [7, -0.37083, -0.166403, 1.9523, 1.0], [8, 0.117687, 0.267705, 2.3762, 1.0], [9, 0.209582, 0.0946525, 2.24082, 1.0], [10, 0.254602, -0.101429, 2.0423, 1.0], [11, 0.251385, -0.18802, 1.96143, 1.0], [12, -0.127556, -0.267782, 2.44081, 1.0], [13, -0.179574, -0.68357, 2.56248, 1.0], [14, -0.241195, -1.02826, 2.63697, 1.0], [15, -0.274292, -1.08, 2.55191, 1.0], [16, 0.037372, -0.262067, 2.43805, 1.0], [17, 0.0997456, -0.644064, 2.5321, 1.0], [18, 0.155907, -1.03008, 2.63691, 1.0], [19, 0.191982, -1.07441, 2.54193, 1.0], [20, -0.0584564, 0.284738, 2.40331, 1.0], [21, -0.368799, -0.202077, 1.91891, 1.0], [22, -0.411346, -0.162776, 1.93774, 1.0], [23, 0.240617, -0.235973, 1.92646, 1.0], [24, 0.173684, -0.198571, 1.9239, 1.0]]
[[0, -0.0469749, -0.277611, 2.4772, 1.0], [1, -0.0526934, 0.0499715, 2.44026, 1.0], [2, -0.0603223, 0.36059, 2.38951, 1.0], [3, -0.0679422, 0.514798, 2.32738, 1.0], [4, -0.241341, 0.257185, 2.38661, 1.0], [5, -0.326463, 0.109389, 2.24165, 1.0], [6, -0.378687, -0.0284695, 2.04535, 1.0], [7, -0.369313, -0.126325, 1.90798, 1.0], [8, 0.1176, 0.267884, 2.37633, 1.0], [9, 0.202334, 0.118097, 2.23865, 1.0], [10, 0.254262, -0.0479165, 2.0257, 1.0], [11, 0.248279, -0.151505, 1.9156, 1.0], [12, -0.128702, -0.27592, 2.44141, 1.0], [13, -0.179717, -0.68361, 2.56275, 1.0], [14, -0.240882, -1.0243, 2.63729, 1.0], [15, -0.274302, -1.07977, 2.55214, 1.0], [16, 0.0361732, -0.270942, 2.43823, 1.0], [17, 0.0987907, -0.639956, 2.53038, 1.0], [18, 0.1559, -1.02979, 2.63698, 1.0], [19, 0.192355, -1.07537, 2.5418, 1.0], [20, -0.0584555, 0.284746, 2.40423, 1.0], [21, -0.361919, -0.160613, 1.87378, 1.0], [22, -0.412875, -0.123399, 1.8923, 1.0], [23, 0.23828, -0.19423, 1.89056, 1.0], [24, 0.152657, -0.157302, 1.88655, 1.0]]
[[0, -0.0473015, -0.278313, 2.47778, 1.0], [1, -0.0529268, 0.0493415, 2.44098, 1.0], [2, -0.0601777, 0.360938, 2.39026, 1.0], [3, -0.0677372, 0.515548, 2.33034, 1.0], [4, -0.239857, 0.258522, 2.38496, 1.0], [5, -0.322083, 0.134581, 2.23445, 1.0], [6, -0.375478, -0.000153933, 2.02607, 1.0], [7, -0.360596, -0.0880608, 1.8653, 1.0], [8, 0.117183, 0.268006, 2.3763, 1.0], [9, 0.203473, 0.139012, 2.23026, 1.0], [10, 0.254691, -0.0108308, 2.0142, 1.0], [11, 0.245367, -0.111047, 1.87676, 1.0], [12, -0.128969, -0.276379, 2.44177, 1.0], [13, -0.179766, -0.683596, 2.56293, 1.0], [14, -0.241359, -1.02224, 2.63748, 1.0], [15, -0.276534, -1.07958, 2.55572, 1.0], [16, 0.0357949, -0.271886, 2.43879, 1.0], [17, 0.09748, -0.636537, 2.52931, 1.0], [18, 0.152816, -1.02662, 2.6379, 1.0], [19, 0.1923, -1.07536, 2.54164, 1.0], [20, -0.0584154, 0.284803, 2.40493, 1.0], [21, -0.330236, -0.110863, 1.84243, 1.0], [22, -0.406237, -0.0800464, 1.85013, 1.0], [23, 0.228514, -0.143323, 1.85531, 1.0], [24, 0.142698, -0.114194, 1.85678, 1.0]]
[[0, -0.0473644, -0.278254, 2.47811, 1.0], [1, -0.0529606, 0.0493304, 2.44127, 1.0], [2, -0.0600578, 0.361298, 2.39062, 1.0], [3, -0.0675704, 0.516007, 2.33158, 1.0], [4, -0.236139, 0.25924, 2.37913, 1.0], [5, -0.323746, 0.141768, 2.2193, 1.0], [6, -0.371343, 0.0584933, 2.02793, 1.0], [7, -0.362716, -0.0451651, 1.83044, 1.0], [8, 0.113584, 0.269289, 2.37369, 1.0], [9, 0.201581, 0.155851, 2.22307, 1.0], [10, 0.249007, 0.0319223, 1.99562, 1.0], [11, 0.246334, -0.0673183, 1.84156, 1.0], [12, -0.12903, -0.276333, 2.44191, 1.0], [13, -0.17992, -0.683686, 2.56293, 1.0], [14, -0.241162, -1.02413, 2.6376, 1.0], [15, -0.276621, -1.08011, 2.55465, 1.0], [16, 0.0357068, -0.271737, 2.43911, 1.0], [17, 0.0972042, -0.635712, 2.52862, 1.0], [18, 0.153052, -1.02851, 2.63971, 1.0], [19, 0.195795, -1.07866, 2.54084, 1.0], [20, -0.0583703, 0.284968, 2.40528, 1.0], [21, -0.365921, -0.0670436, 1.80841, 1.0], [22, -0.411373, -0.0357552, 1.81944, 1.0], [23, 0.243935, -0.0913307, 1.81663, 1.0], [24, 0.155095, -0.0721215, 1.82278, 1.0]]
[[0, -0.0477329, -0.276492, 2.47883, 1.0], [1, -0.0530346, 0.049644, 2.44163, 1.0], [2, -0.0598272, 0.361773, 2.39092, 1.0], [3, -0.0670184, 0.516685, 2.3331, 1.0], [4, -0.235961, 0.259289, 2.37921, 1.0], [5, -0.323284, 0.156316, 2.20796, 1.0], [6, -0.367862, 0.0820029, 1.98352, 1.0], [7, -0.363383, -0.0031938, 1.8042, 1.0], [8, 0.111484, 0.270459, 2.37172, 1.0], [9, 0.201806, 0.172633, 2.21678, 1.0], [10, 0.250246, 0.0806967, 1.98813, 1.0], [11, 0.248975, -0.0250753, 1.81495, 1.0], [12, -0.129231, -0.275029, 2.44225, 1.0], [13, -0.18008, -0.652642, 2.55382, 1.0], [14, -0.240387, -1.02537, 2.63933, 1.0], [15, -0.276579, -1.08019, 2.55465, 1.0], [16, 0.0351446, -0.269468, 2.44017, 1.0], [17, 0.0969206, -0.634885, 2.52836, 1.0], [18, 0.150871, -1.03379, 2.64519, 1.0], [19, 0.195436, -1.07842, 2.54105, 1.0], [20, -0.0582329, 0.285345, 2.40563, 1.0], [21, -0.365909, -0.0280344, 1.78045, 1.0], [22, -0.412324, 0.00305428, 1.79233, 1.0], [23, 0.249038, -0.0473096, 1.78993, 1.0], [24, 0.177225, -0.0313824, 1.79707, 1.0]]
[[0, -0.0486189, -0.273208, 2.479, 1.0], [1, -0.0533436, 0.0507945, 2.44174, 1.0], [2, -0.0596372, 0.362811, 2.39094, 1.0], [3, -0.0664308, 0.517171, 2.33394, 1.0], [4, -0.235372, 0.259749, 2.37911, 1.0], [5, -0.318261, 0.181381, 2.20263, 1.0], [6, -0.3711, 0.105673, 1.98723, 1.0], [7, -0.363025, 0.0398887, 1.78121, 1.0], [8, 0.106355, 0.271852, 2.3673, 1.0], [9, 0.19752, 0.186502, 2.21339, 1.0], [10, 0.244394, 0.13517, 2.01742, 1.0], [11, 0.248668, 0.0168581, 1.78796, 1.0], [12, -0.129862, -0.271835, 2.4421, 1.0], [13, -0.181428, -0.660918, 2.55608, 1.0], [14, -0.239802, -1.02464, 2.6397, 1.0], [15, -0.27658, -1.08007, 2.55477, 1.0], [16, 0.0340409, -0.266195, 2.44058, 1.0], [17, 0.0962843, -0.632612, 2.52699, 1.0], [18, 0.150855, -1.03378, 2.64523, 1.0], [19, 0.194903, -1.07726, 2.54136, 1.0], [20, -0.0581628, 0.286305, 2.40573, 1.0], [21, -0.364747, 0.0169966, 1.75834, 1.0], [22, -0.414457, 0.0504738, 1.77371, 1.0], [23, 0.248605, -0.00372306, 1.76363, 1.0], [24, 0.179445, 0.00927759, 1.77011, 1.0]]
[[0, -0.0490279, -0.270632, 2.47907, 1.0], [1, -0.0537167, 0.0516549, 2.44165, 1.0], [2, -0.0597966, 0.363218, 2.39075, 1.0], [3, -0.0660125, 0.517567, 2.3347, 1.0], [4, -0.222355, 0.272997, 2.37176, 1.0], [5, -0.310126, 0.214083, 2.20991, 1.0], [6, -0.327289, 0.142572, 1.96877, 1.0], [7, -0.36084, 0.0804428, 1.76191, 1.0], [8, 0.103344, 0.275367, 2.36332, 1.0], [9, 0.198703, 0.199676, 2.20116, 1.0], [10, 0.244825, 0.14728, 1.99945, 1.0], [11, 0.249243, 0.0588587, 1.76581, 1.0], [12, -0.130086, -0.268067, 2.44246, 1.0], [13, -0.180971, -0.655457, 2.55312, 1.0], [14, -0.240266, -1.02402, 2.63834, 1.0], [15, -0.27674, -1.08032, 2.55401, 1.0], [16, 0.0335558, -0.264625, 2.44043, 1.0], [17, 0.101128, -0.658321, 2.53649, 1.0], [18, 0.151204, -1.03446, 2.64478, 1.0], [19, 0.195511, -1.07774, 2.54156, 1.0], [20, -0.0583522, 0.286755, 2.4056, 1.0], [21, -0.365997, 0.0555281, 1.73489, 1.0], [22, -0.416856, 0.0879777, 1.7565, 1.0], [23, 0.253008, 0.0405983, 1.74279, 1.0], [24, 0.183084, 0.0522493, 1.75321, 1.0]]
[[0, -0.049011, -0.270286, 2.47919, 1.0], [1, -0.0537791, 0.0517138, 2.44162, 1.0], [2, -0.0598907, 0.363241, 2.39045, 1.0], [3, -0.0655863, 0.519357, 2.33543, 1.0], [4, -0.22203, 0.273056, 2.36773, 1.0], [5, -0.314562, 0.2285, 2.17885, 1.0], [6, -0.329117, 0.162206, 1.9375, 1.0], [7, -0.360564, 0.122044, 1.74621, 1.0], [8, 0.10253, 0.277276, 2.35932, 1.0], [9, 0.199886, 0.216407, 2.18309, 1.0], [10, 0.240392, 0.173235, 1.99402, 1.0], [11, 0.246243, 0.09961, 1.74901, 1.0], [12, -0.129933, -0.267665, 2.44266, 1.0], [13, -0.181591, -0.650365, 2.55134, 1.0], [14, -0.24029, -1.02331, 2.63913, 1.0], [15, -0.276781, -1.08031, 2.55403, 1.0], [16, 0.033464, -0.264354, 2.44047, 1.0], [17, 0.099966, -0.64626, 2.53336, 1.0], [18, 0.150949, -1.03382, 2.64489, 1.0], [19, 0.195151, -1.07769, 2.54168, 1.0], [20, -0.0584295, 0.286781, 2.40543, 1.0], [21, -0.377632, 0.095993, 1.71992, 1.0], [22, -0.422653, 0.139313, 1.7522, 1.0], [23, 0.254285, 0.0787599, 1.72088, 1.0], [24, 0.171774, 0.0943332, 1.7382, 1.0]]
[[0, -0.0489036, -0.270348, 2.47959, 1.0], [1, -0.0540442, 0.0520964, 2.4417, 1.0], [2, -0.0610186, 0.365537, 2.38966, 1.0], [3, -0.0653967, 0.51956, 2.33573, 1.0], [4, -0.223095, 0.273897, 2.36875, 1.0], [5, -0.299466, 0.25284, 2.19551, 1.0], [6, -0.32236, 0.198706, 1.9553, 1.0], [7, -0.358496, 0.161563, 1.73398, 1.0], [8, 0.103782, 0.278604, 2.35999, 1.0], [9, 0.193681, 0.256405, 2.18133, 1.0], [10, 0.218241, 0.194728, 1.94307, 1.0], [11, 0.244563, 0.13922, 1.73135, 1.0], [12, -0.129396, -0.267873, 2.44319, 1.0], [13, -0.181449, -0.649839, 2.55093, 1.0], [14, -0.240276, -1.0237, 2.64007, 1.0], [15, -0.276866, -1.08014, 2.55377, 1.0], [16, 0.0332945, -0.264355, 2.44084, 1.0], [17, 0.0995523, -0.644778, 2.5328, 1.0], [18, 0.151344, -1.03444, 2.64501, 1.0], [19, 0.195321, -1.07811, 2.54181, 1.0], [20, -0.0592703, 0.288383, 2.40502, 1.0], [21, -0.375287, 0.147736, 1.70911, 1.0], [22, -0.420356, 0.181512, 1.7354, 1.0], [23, 0.25307, 0.123699, 1.70598, 1.0], [24, 0.168522, 0.13445, 1.72255, 1.0]]
