[[0, -0.233502, -0.1417054, 3.152163, 1], [1, -0.2335805, 0.1247472, 3.119237, 1], [2, -0.234426, 0.385092, 3.074067, 1], [3, -0.2401961, 0.5180288, 3.023965, 1], [4, -0.4015718, 0.2750807, 3.062523, 1], [5, -0.4513969, 0.07033963, 3.041993, 1], [6, -0.4071566, -0.077699, 2.901187, 1], [7, -0.3836405, -0.1200375, 2.849559, 1], [8, -0.06342883, 0.2849208, 3.080076, 1], [9, -0.00713394, 0.07544477, 3.08318, 1], [10, -0.01216281, -0.07255576, 2.935519, 1], [11, -0.0317945, -0.09903079, 2.879067, 1], [12, -0.3088285, -0.1418927, 3.117333, 1], [13, -0.3848443, -0.2162782, 2.799386, 1], [14, -0.3803811, -0.6150464, 2.857934, 1], [15, -0.370147, -0.670564, 2.765638, 1], [16, -0.1535632, -0.1387514, 3.124507, 1], [17, -0.03213143, -0.2087316, 2.821552, 1], [18, -0.02783944, -0.5989332, 2.849515, 1], [19, 0.0003338212, -0.6646883, 2.766989, 1], [20, -0.2341062, 0.3208642, 3.087706, 1], [21, -0.365506, -0.1572641, 2.78507, 1], [22, -0.334257, -0.1414821, 2.813116, 1], [23, -0.03901324, -0.1333578, 2.813221, 1], [24, -0.005088705, -0.1337877, 2.826, 1]]
[[0, -0.2325757, -0.1412648, 3.152434, 1], [1, -0.233591, 0.1247471, 3.119216, 1], [2, -0.2351561, 0.3848236, 3.073785, 1], [3, -0.2409229, 0.5170759, 3.02308, 1], [4, -0.4020749, 0.2743887, 3.062038, 1], [5, -0.4512427, 0.06982335, 3.041176, 1], [6, -0.3917966, -0.1076303, 2.853096, 1], [7, -0.3648267, -0.1593533, 2.792552, 1], [8, -0.06386483, 0.2846607, 3.080375, 1], [9, -0.007100407, 0.07484479, 3.082376, 1], [10, -0.03082561, -0.09650291, 2.887465, 1], [11, -0.04566418, -0.1405656, 2.826741, 1], [12, -0.3083041, -0.1416647, 3.117507, 1], [13, -0.3835326, -0.2170136, 2.800238, 1], [14, -0.3784871, -0.6145664, 2.859167, 1], [15, -0.3685713, -0.6701788, 2.767959, 1], [16, -0.1521353, -0.1380307, 3.124874, 1], [17, -0.03144576, -0.2088695, 2.821839, 1], [18, -0.02800013, -0.5990999, 2.849998, 1], [19, 0.0003711909, -0.6648757, 2.76672, 1], [20, -0.2346118, 0.3206809, 3.087463, 1], [21, -0.3598696, -0.2064855, 2.749579, 1], [22, -0.3301016, -0.1473721, 2.800857, 1], [23, -0.05099061, -0.1848636, 2.775558, 1], [24, -0.007012345, -0.1370781, 2.815518, 1]]
[[0, -0.2318542, -0.1417849, 3.152538, 1], [1, -0.2336369, 0.1245325, 3.119192, 1], [2, -0.2357532, 0.3846187, 3.073788, 1], [3, -0.242031, 0.5166994, 3.02302, 1], [4, -0.4022169, 0.2735949, 3.061906, 1], [5, -0.4509299, 0.06775689, 3.042194, 1], [6, -0.4110722, -0.07954547, 2.899244, 1], [7, -0.3766919, -0.1383696, 2.823513, 1], [8, -0.06431288, 0.2839574, 3.081014, 1], [9, -0.007420457, 0.07381067, 3.082822, 1], [10, -0.02721383, -0.08418392, 2.907743, 1], [11, -0.04363587, -0.134823, 2.838732, 1], [12, -0.307414, -0.1423154, 3.117488, 1], [13, -0.3826297, -0.2174805, 2.800498, 1], [14, -0.3780141, -0.6167064, 2.86191, 1], [15, -0.3689253, -0.6724479, 2.787153, 1], [16, -0.1515817, -0.138434, 3.125061, 1], [17, -0.02987769, -0.2077634, 2.822655, 1], [18, -0.02778828, -0.5986607, 2.850027, 1], [19, 0.0002652345, -0.6642383, 2.767363, 1], [20, -0.235064, 0.3204475, 3.087423, 1], [21, -0.3610084, -0.1762006, 2.761915, 1], [22, -0.3342168, -0.1537219, 2.780091, 1], [23, -0.03884101, -0.1692328, 2.78913, 1], [24, -0.008005076, -0.1432323, 2.802611, 1]]
[[0, -0.2316732, -0.1417004, 3.152548, 1], [1, -0.2341211, 0.124466, 3.119228, 1], [2, -0.2384024, 0.3842399, 3.074244, 1], [3, -0.2446575, 0.5163893, 3.022939, 1], [4, -0.4037231, 0.2725556, 3.061731, 1], [5, -0.4505448, 0.06763177, 3.041379, 1], [6, -0.3863771, -0.1069821, 2.864821, 1], [7, -0.3616572, -0.1584903, 2.801208, 1], [8, -0.06488006, 0.2837166, 3.081483, 1], [9, -0.007447362, 0.07355879, 3.082525, 1], [10, -0.03219132, -0.09025916, 2.901247, 1], [11, -0.04589878, -0.1340166, 2.842925, 1], [12, -0.307191, -0.1422682, 3.117466, 1], [13, -0.382141, -0.2174311, 2.800888, 1], [14, -0.377192, -0.6160774, 2.861886, 1], [15, -0.3682048, -0.6722261, 2.785103, 1], [16, -0.1514406, -0.1383136, 3.125097, 1], [17, -0.02877093, -0.2082986, 2.823549, 1], [18, -0.02783754, -0.5986532, 2.850378, 1], [19, 0.0007162439, -0.664221, 2.767192, 1], [20, -0.2371335, 0.3201397, 3.087682, 1], [21, -0.3529124, -0.2066924, 2.750646, 1], [22, -0.3242608, -0.1555185, 2.815, 1], [23, -0.05223666, -0.177816, 2.794387, 1], [24, -0.007179679, -0.131135, 2.825, 1]]
[[0, -0.231538, -0.1416836, 3.152504, 1], [1, -0.2343803, 0.1244874, 3.119145, 1], [2, -0.2393422, 0.3844429, 3.074183, 1], [3, -0.2462007, 0.5169138, 3.022347, 1], [4, -0.4046609, 0.271697, 3.061614, 1], [5, -0.4503757, 0.0662742, 3.041815, 1], [6, -0.4006047, -0.08231406, 2.903573, 1], [7, -0.3676553, -0.14144, 2.818542, 1], [8, -0.06617253, 0.2840458, 3.081704, 1], [9, -0.007677665, 0.07318389, 3.082418, 1], [10, -0.03176227, -0.09183932, 2.898098, 1], [11, -0.04397955, -0.1324366, 2.838208, 1], [12, -0.3069793, -0.1423662, 3.117448, 1], [13, -0.3819989, -0.2175103, 2.800956, 1], [14, -0.3769023, -0.6166796, 2.862096, 1], [15, -0.3690645, -0.6726169, 2.786573, 1], [16, -0.1513276, -0.138186, 3.125006, 1], [17, -0.02748332, -0.207594, 2.824321, 1], [18, -0.0275577, -0.5983062, 2.850177, 1], [19, 0.001178732, -0.6644809, 2.768097, 1], [20, -0.2379508, 0.3202776, 3.087577, 1], [21, -0.3492433, -0.1818893, 2.766981, 1], [22, -0.3226261, -0.1583148, 2.821, 1], [23, -0.05060219, -0.1779287, 2.789948, 1], [24, -0.004223838, -0.122542, 2.822556, 1]]
[[0, -0.2314151, -0.1412161, 3.151019, 1], [1, -0.2349279, 0.1243904, 3.11868, 1], [2, -0.2403578, 0.3839618, 3.07442, 1], [3, -0.2482217, 0.5163398, 3.022411, 1], [4, -0.4055289, 0.2710704, 3.061523, 1], [5, -0.4508716, 0.06880995, 3.042772, 1], [6, -0.4019619, -0.08017296, 2.904655, 1], [7, -0.3704877, -0.1371219, 2.824795, 1], [8, -0.06655174, 0.2837472, 3.081818, 1], [9, -0.007719949, 0.07311518, 3.082375, 1], [10, -0.03075246, -0.09316081, 2.896131, 1], [11, -0.04397187, -0.1345782, 2.839475, 1], [12, -0.3069686, -0.1420375, 3.116437, 1], [13, -0.3819859, -0.2176014, 2.801005, 1], [14, -0.376723, -0.6165844, 2.862203, 1], [15, -0.368861, -0.6728737, 2.78625, 1], [16, -0.1510875, -0.1375618, 3.122935, 1], [17, -0.02644511, -0.2062982, 2.824977, 1], [18, -0.02741835, -0.5982934, 2.850067, 1], [19, 0.001612955, -0.665024, 2.767103, 1], [20, -0.2388582, 0.3199039, 3.087583, 1], [21, -0.3544566, -0.1740342, 2.768481, 1], [22, -0.3236479, -0.1615795, 2.820429, 1], [23, -0.0459739, -0.1752454, 2.791117, 1], [24, -0.001441778, -0.1294194, 2.827875, 1]]
[[0, -0.2312311, -0.1404662, 3.149693, 1], [1, -0.2356557, 0.1247276, 3.117997, 1], [2, -0.2417068, 0.3841679, 3.074318, 1], [3, -0.2507499, 0.5158893, 3.022465, 1], [4, -0.4065611, 0.2704941, 3.061132, 1], [5, -0.4512742, 0.06860225, 3.042212, 1], [6, -0.4020967, -0.0804989, 2.90433, 1], [7, -0.376207, -0.1363809, 2.824754, 1], [8, -0.06738619, 0.2842509, 3.082249, 1], [9, -0.007715755, 0.07301822, 3.082183, 1], [10, -0.0306962, -0.09346265, 2.895882, 1], [11, -0.04559573, -0.1348712, 2.838321, 1], [12, -0.3068544, -0.1415371, 3.114483, 1], [13, -0.3819514, -0.2178104, 2.801073, 1], [14, -0.3766665, -0.6167333, 2.862176, 1], [15, -0.368922, -0.6726558, 2.783881, 1], [16, -0.1508687, -0.1365927, 3.12206, 1], [17, -0.02597459, -0.2059294, 2.825074, 1], [18, -0.02692474, -0.5979147, 2.849265, 1], [19, 0.001778994, -0.6652564, 2.766468, 1], [20, -0.2400875, 0.3201306, 3.087303, 1], [21, -0.3560103, -0.1743443, 2.765119, 1], [22, -0.3251643, -0.1490855, 2.834, 1], [23, -0.04892173, -0.1777615, 2.787006, 1], [24, -0.002274189, -0.1283233, 2.809715, 1]]
[[0, -0.2311987, -0.1402753, 3.149373, 1], [1, -0.2361246, 0.1247498, 3.117708, 1], [2, -0.2426191, 0.3840078, 3.074248, 1], [3, -0.252842, 0.5163131, 3.022699, 1], [4, -0.4079477, 0.2695589, 3.060745, 1], [5, -0.4526677, 0.06855023, 3.041484, 1], [6, -0.402651, -0.08050817, 2.903865, 1], [7, -0.3763348, -0.1375928, 2.823674, 1], [8, -0.06879535, 0.2842918, 3.082684, 1], [9, -0.008181776, 0.07487246, 3.081639, 1], [10, -0.03016704, -0.0940876, 2.895231, 1], [11, -0.04274002, -0.1342578, 2.838228, 1], [12, -0.3069177, -0.1414775, 3.114166, 1], [13, -0.3820603, -0.2178212, 2.801024, 1], [14, -0.3752372, -0.6150589, 2.860166, 1], [15, -0.3658571, -0.6731988, 2.773616, 1], [16, -0.1507291, -0.1362264, 3.121733, 1], [17, -0.02500025, -0.205044, 2.825201, 1], [18, -0.02673992, -0.5975013, 2.847675, 1], [19, 0.0029074, -0.6657204, 2.76311, 1], [20, -0.240932, 0.3200103, 3.087152, 1], [21, -0.3537761, -0.1739395, 2.766058, 1], [22, -0.3359107, -0.1435428, 2.801889, 1], [23, -0.04363044, -0.1766086, 2.788361, 1], [24, -0.003743412, -0.1303346, 2.818291, 1]]
[[0, -0.2314555, -0.1400159, 3.149008, 1], [1, -0.2371738, 0.1249169, 3.117159, 1], [2, -0.2441208, 0.3840465, 3.073827, 1], [3, -0.2567078, 0.5169783, 3.023216, 1], [4, -0.4094144, 0.2695692, 3.060784, 1], [5, -0.4540134, 0.06781142, 3.039973, 1], [6, -0.4025948, -0.08141936, 2.903092, 1], [7, -0.3724773, -0.1396529, 2.821676, 1], [8, -0.06968223, 0.2842844, 3.083274, 1], [9, -0.008257522, 0.07547299, 3.081389, 1], [10, -0.03088643, -0.08742086, 2.906105, 1], [11, -0.04387216, -0.1362299, 2.839895, 1], [12, -0.307193, -0.1412662, 3.113875, 1], [13, -0.3822634, -0.2178509, 2.800963, 1], [14, -0.3751141, -0.6153469, 2.858786, 1], [15, -0.3661158, -0.673543, 2.773158, 1], [16, -0.1509698, -0.1359301, 3.121318, 1], [17, -0.02330987, -0.2039548, 2.825333, 1], [18, -0.02668856, -0.5980089, 2.84774, 1], [19, 0.003337146, -0.6655658, 2.76058, 1], [20, -0.2423874, 0.3200724, 3.086674, 1], [21, -0.3561929, -0.1797686, 2.770325, 1], [22, -0.3243964, -0.161339, 2.81625, 1], [23, -0.04131994, -0.1787489, 2.786294, 1], [24, -0.008663072, -0.1353418, 2.8005, 1]]
[[0, -0.2314596, -0.1398139, 3.148722, 1], [1, -0.238005, 0.1251196, 3.116731, 1], [2, -0.2460612, 0.384279, 3.073432, 1], [3, -0.2596101, 0.5170922, 3.023305, 1], [4, -0.411341, 0.2689351, 3.060822, 1], [5, -0.4571595, 0.07031363, 3.041239, 1], [6, -0.4129034, -0.08107171, 2.90427, 1], [7, -0.3778572, -0.1388055, 2.820621, 1], [8, -0.07135432, 0.2844585, 3.083553, 1], [9, -0.008827904, 0.07549158, 3.081175, 1], [10, -0.03085117, -0.08984128, 2.90126, 1], [11, -0.04445462, -0.129758, 2.844498, 1], [12, -0.3072481, -0.1411774, 3.113692, 1], [13, -0.3827524, -0.2179181, 2.801069, 1], [14, -0.3753283, -0.6154633, 2.85903, 1], [15, -0.3668529, -0.6729345, 2.772621, 1], [16, -0.1509068, -0.1355855, 3.120929, 1], [17, -0.02136171, -0.2027323, 2.825447, 1], [18, -0.02217356, -0.597385, 2.838097, 1], [19, 0.00542856, -0.6636208, 2.753311, 1], [20, -0.2440601, 0.3202905, 3.086248, 1], [21, -0.3574715, -0.1810991, 2.768186, 1], [22, -0.3344018, -0.148488, 2.8213, 1], [23, -0.05062476, -0.1759156, 2.788127, 1], [24, -0.003365441, -0.1210818, 2.819715, 1]]
[[0, -0.2314526, -0.1397349, 3.148581, 1], [1, -0.2390971, 0.1251366, 3.116375, 1], [2, -0.2489581, 0.3841476, 3.073049, 1], [3, -0.2632237, 0.5168842, 3.023901, 1], [4, -0.4138787, 0.2683026, 3.060854, 1], [5, -0.4597219, 0.06971443, 3.040448, 1], [6, -0.4156258, -0.08233948, 2.904216, 1], [7, -0.3801253, -0.1393391, 2.815898, 1], [8, -0.07463361, 0.2853664, 3.083366, 1], [9, -0.009338177, 0.07540286, 3.081406, 1], [10, -0.03092255, -0.0908266, 2.897338, 1], [11, -0.04425632, -0.1291904, 2.842268, 1], [12, -0.3072399, -0.1412056, 3.113588, 1], [13, -0.3835571, -0.2172718, 2.80063, 1], [14, -0.3757932, -0.6154441, 2.858691, 1], [15, -0.3693512, -0.6723101, 2.774272, 1], [16, -0.1509142, -0.1353178, 3.120723, 1], [17, -0.01848933, -0.2009054, 2.826067, 1], [18, -0.01710726, -0.5966306, 2.829623, 1], [19, 0.01357799, -0.6626192, 2.743826, 1], [20, -0.2464948, 0.3201919, 3.085853, 1], [21, -0.3563286, -0.1798803, 2.766317, 1], [22, -0.3372194, -0.1445357, 2.827375, 1], [23, -0.04800807, -0.1761973, 2.790404, 1], [24, -0.0004859738, -0.1174836, 2.819125, 1]]
