[['2, k, 0', [-0.205918, -0.250901, 1.0]], ['2, k, 1', [-0.196746, 0.0730447, 1.0]], ['2, k, 2', [-0.186531, 0.387854, 1.0]], ['2, k, 3', [-0.216003, 0.534031, 1.0]], ['2, k, 4', [-0.389339, 0.339891, 1.0]], ['2, k, 5', [-0.488583, 0.190926, 1.0]], ['2, k, 6', [-0.452789, -0.0172167, 1.0]], ['2, k, 7', [-0.441629, -0.0862848, 1.0]], ['2, k, 8', [-0.00179399, 0.298669, 1.0]], ['2, k, 9', [0.198832, 0.138922, 1.0]], ['2, k, 10', [0.100686, -0.034527, 1.0]], ['2, k, 11', [0.0581951, -0.0615952, 1.0]], ['2, k, 12', [-0.2912, -0.237421, 1.0]], ['2, k, 13', [-0.316424, -0.641306, 1.0]], ['2, k, 14', [-0.358605, -1.02586, 1.0]], ['2, k, 15', [-0.387939, -1.09766, 1.0]], ['2, k, 16', [-0.114249, -0.256703, 1.0]], ['2, k, 17', [-0.111965, -0.63646, 1.0]], ['2, k, 18', [-0.078233, -1.01721, 1.0]], ['2, k, 19', [-0.0842285, -1.08887, 1.0]], ['2, k, 20', [-0.18927, 0.310495, 1.0]], ['2, k, 21', [-0.439855, -0.0859383, 1.0]], ['2, k, 22', [-0.437541, -0.0854863, 1.0]], ['2, k, 23', [0.0454218, -0.140444, 1.0]], ['2, k, 24', [0.0209289, -0.0490069, 1.0]]]
[['2, k, 0', [-0.205922, -0.250878, 1.0]], ['2, k, 1', [-0.196734, 0.0730717, 1.0]], ['2, k, 2', [-0.186474, 0.387919, 1.0]], ['2, k, 3', [-0.216076, 0.534054, 1.0]], ['2, k, 4', [-0.38934, 0.339891, 1.0]], ['2, k, 5', [-0.489734, 0.190593, 1.0]], ['2, k, 6', [-0.329662, 0.0456028, 1.0]], ['2, k, 7', [-0.277066, -0.00243541, 1.0]], ['2, k, 8', [-0.00188948, 0.298599, 1.0]], ['2, k, 9', [0.198823, 0.138943, 1.0]], ['2, k, 10', [0.100537, -0.0348615, 1.0]], ['2, k, 11', [0.0570933, -0.0630157, 1.0]], ['2, k, 12', [-0.291198, -0.237368, 1.0]], ['2, k, 13', [-0.31018, -0.644944, 1.0]], ['2, k, 14', [-0.35856, -1.02568, 1.0]], ['2, k, 15', [-0.385328, -1.09452, 1.0]], ['2, k, 16', [-0.114254, -0.256695, 1.0]], ['2, k, 17', [-0.11191, -0.635498, 1.0]], ['2, k, 18', [-0.0783211, -1.01734, 1.0]], ['2, k, 19', [-0.0841425, -1.08908, 1.0]], ['2, k, 20', [-0.189228, 0.310549, 1.0]], ['2, k, 21', [-0.275914, -0.00242527, 1.0]], ['2, k, 22', [-0.27441, -0.00241206, 1.0]], ['2, k, 23', [0.0354697, -0.161271, 1.0]], ['2, k, 24', [0.0205623, -0.0490494, 1.0]]]
[['2, k, 0', [-0.205977, -0.250988, 1.0]], ['2, k, 1', [-0.196805, 0.0730217, 1.0]], ['2, k, 2', [-0.186572, 0.387916, 1.0]], ['2, k, 3', [-0.216167, 0.534078, 1.0]], ['2, k, 4', [-0.389372, 0.339892, 1.0]], ['2, k, 5', [-0.489627, 0.190068, 1.0]], ['2, k, 6', [-0.328547, 0.0460029, 1.0]], ['2, k, 7', [-0.275615, -0.00172803, 1.0]], ['2, k, 8', [-0.00204143, 0.298488, 1.0]], ['2, k, 9', [0.198649, 0.13914, 1.0]], ['2, k, 10', [0.100806, -0.0351372, 1.0]], ['2, k, 11', [0.0494018, -0.0677491, 1.0]], ['2, k, 12', [-0.291255, -0.237468, 1.0]], ['2, k, 13', [-0.311752, -0.644177, 1.0]], ['2, k, 14', [-0.358617, -1.0256, 1.0]], ['2, k, 15', [-0.383917, -1.09288, 1.0]], ['2, k, 16', [-0.114309, -0.25682, 1.0]], ['2, k, 17', [-0.111603, -0.632651, 1.0]], ['2, k, 18', [-0.0787867, -1.01764, 1.0]], ['2, k, 19', [-0.084323, -1.08913, 1.0]], ['2, k, 20', [-0.189318, 0.310534, 1.0]], ['2, k, 21', [-0.274468, -0.00172083, 1.0]], ['2, k, 22', [-0.274134, -0.00227729, 1.0]], ['2, k, 23', [0.0196846, -0.165748, 1.0]], ['2, k, 24', [-0.00494854, -0.0389033, 1.0]]]
[['2, k, 0', [-0.206116, -0.25, 1.0]], ['2, k, 1', [-0.197156, 0.0734187, 1.0]], ['2, k, 2', [-0.187279, 0.387995, 1.0]], ['2, k, 3', [-0.216352, 0.534081, 1.0]], ['2, k, 4', [-0.389471, 0.339855, 1.0]], ['2, k, 5', [-0.490373, 0.189768, 1.0]], ['2, k, 6', [-0.326364, 0.0496217, 1.0]], ['2, k, 7', [-0.272454, 0.00319514, 1.0]], ['2, k, 8', [-0.00217184, 0.298497, 1.0]], ['2, k, 9', [0.198384, 0.139086, 1.0]], ['2, k, 10', [0.10064, -0.0353361, 1.0]], ['2, k, 11', [0.0478144, -0.0665522, 1.0]], ['2, k, 12', [-0.291368, -0.236557, 1.0]], ['2, k, 13', [-0.312797, -0.640399, 1.0]], ['2, k, 14', [-0.36037, -1.02273, 1.0]], ['2, k, 15', [-0.383192, -1.09146, 1.0]], ['2, k, 16', [-0.114473, -0.255786, 1.0]], ['2, k, 17', [-0.116082, -0.640033, 1.0]], ['2, k, 18', [-0.0789302, -1.01747, 1.0]], ['2, k, 19', [-0.0842987, -1.08894, 1.0]], ['2, k, 20', [-0.189902, 0.310695, 1.0]], ['2, k, 21', [-0.271317, 0.00318181, 1.0]], ['2, k, 22', [-0.269834, 0.00316441, 1.0]], ['2, k, 23', [0.0218405, -0.158778, 1.0]], ['2, k, 24', [0.00421611, -0.0441686, 1.0]]]
[['2, k, 0', [-0.206581, -0.249639, 1.0]], ['2, k, 1', [-0.1976, 0.0736503, 1.0]], ['2, k, 2', [-0.187687, 0.388093, 1.0]], ['2, k, 3', [-0.216831, 0.534094, 1.0]], ['2, k, 4', [-0.389634, 0.339812, 1.0]], ['2, k, 5', [-0.491526, 0.190017, 1.0]], ['2, k, 6', [-0.326431, 0.0524183, 1.0]], ['2, k, 7', [-0.272158, 0.00683917, 1.0]], ['2, k, 8', [-0.00257779, 0.298268, 1.0]], ['2, k, 9', [0.197847, 0.138823, 1.0]], ['2, k, 10', [0.100031, -0.0356422, 1.0]], ['2, k, 11', [0.0444931, -0.067492, 1.0]], ['2, k, 12', [-0.291803, -0.236153, 1.0]], ['2, k, 13', [-0.313482, -0.639938, 1.0]], ['2, k, 14', [-0.360339, -1.02325, 1.0]], ['2, k, 15', [-0.382996, -1.09109, 1.0]], ['2, k, 16', [-0.114969, -0.25547, 1.0]], ['2, k, 17', [-0.118977, -0.64463, 1.0]], ['2, k, 18', [-0.0790188, -1.01612, 1.0]], ['2, k, 19', [-0.0845269, -1.08908, 1.0]], ['2, k, 20', [-0.190322, 0.310824, 1.0]], ['2, k, 21', [-0.271018, 0.00681053, 1.0]], ['2, k, 22', [-0.269532, 0.00677317, 1.0]], ['2, k, 23', [0.0196632, -0.161994, 1.0]], ['2, k, 24', [-0.00882913, -0.0509448, 1.0]]]
[['2, k, 0', [-0.207122, -0.249723, 1.0]], ['2, k, 1', [-0.198184, 0.073496, 1.0]], ['2, k, 2', [-0.188347, 0.387826, 1.0]], ['2, k, 3', [-0.217606, 0.533864, 1.0]], ['2, k, 4', [-0.389996, 0.339521, 1.0]], ['2, k, 5', [-0.491746, 0.190093, 1.0]], ['2, k, 6', [-0.325831, 0.0534644, 1.0]], ['2, k, 7', [-0.271284, 0.00820828, 1.0]], ['2, k, 8', [-0.00320454, 0.298104, 1.0]], ['2, k, 9', [0.19712, 0.138492, 1.0]], ['2, k, 10', [0.0988155, -0.0356356, 1.0]], ['2, k, 11', [0.0461643, -0.0629444, 1.0]], ['2, k, 12', [-0.292396, -0.236252, 1.0]], ['2, k, 13', [-0.313939, -0.639539, 1.0]], ['2, k, 14', [-0.360225, -1.02387, 1.0]], ['2, k, 15', [-0.382885, -1.09103, 1.0]], ['2, k, 16', [-0.115448, -0.255542, 1.0]], ['2, k, 17', [-0.117077, -0.637616, 1.0]], ['2, k, 18', [-0.0792004, -1.01621, 1.0]], ['2, k, 19', [-0.0845697, -1.08913, 1.0]], ['2, k, 20', [-0.190965, 0.310586, 1.0]], ['2, k, 21', [-0.270148, 0.0081739, 1.0]], ['2, k, 22', [-0.268665, 0.00812904, 1.0]], ['2, k, 23', [0.0319062, -0.145685, 1.0]], ['2, k, 24', [-0.00666885, -0.0602331, 1.0]]]
[['2, k, 0', [-0.207452, -0.249852, 1.0]], ['2, k, 1', [-0.198889, 0.0734502, 1.0]], ['2, k, 2', [-0.189629, 0.38791, 1.0]], ['2, k, 3', [-0.218661, 0.533813, 1.0]], ['2, k, 4', [-0.390669, 0.339234, 1.0]], ['2, k, 5', [-0.492692, 0.189859, 1.0]], ['2, k, 6', [-0.32416, 0.0558036, 1.0]], ['2, k, 7', [-0.268742, 0.0114052, 1.0]], ['2, k, 8', [-0.00396225, 0.298112, 1.0]], ['2, k, 9', [0.19575, 0.138269, 1.0]], ['2, k, 10', [0.0974938, -0.0362315, 1.0]], ['2, k, 11', [0.0433238, -0.0611036, 1.0]], ['2, k, 12', [-0.292728, -0.236436, 1.0]], ['2, k, 13', [-0.314593, -0.639508, 1.0]], ['2, k, 14', [-0.360689, -1.02339, 1.0]], ['2, k, 15', [-0.379493, -1.09098, 1.0]], ['2, k, 16', [-0.115771, -0.255624, 1.0]], ['2, k, 17', [-0.116132, -0.637752, 1.0]], ['2, k, 18', [-0.0800657, -1.01548, 1.0]], ['2, k, 19', [-0.084358, -1.08838, 1.0]], ['2, k, 20', [-0.192093, 0.31063, 1.0]], ['2, k, 21', [-0.267618, 0.0113575, 1.0]], ['2, k, 22', [-0.266151, 0.0112952, 1.0]], ['2, k, 23', [0.0285753, -0.1487, 1.0]], ['2, k, 24', [-0.00487822, -0.0563457, 1.0]]]
[['2, k, 0', [-0.208462, -0.249608, 1.0]], ['2, k, 1', [-0.199999, 0.0736237, 1.0]], ['2, k, 2', [-0.190812, 0.387977, 1.0]], ['2, k, 3', [-0.220226, 0.533669, 1.0]], ['2, k, 4', [-0.391482, 0.339284, 1.0]], ['2, k, 5', [-0.493718, 0.190235, 1.0]], ['2, k, 6', [-0.324877, 0.0571404, 1.0]], ['2, k, 7', [-0.269356, 0.0130621, 1.0]], ['2, k, 8', [-0.0056195, 0.297982, 1.0]], ['2, k, 9', [0.193915, 0.138143, 1.0]], ['2, k, 10', [0.096363, -0.0362862, 1.0]], ['2, k, 11', [0.044381, -0.0611265, 1.0]], ['2, k, 12', [-0.293601, -0.236166, 1.0]], ['2, k, 13', [-0.315312, -0.639419, 1.0]], ['2, k, 14', [-0.360809, -1.02305, 1.0]], ['2, k, 15', [-0.380255, -1.09067, 1.0]], ['2, k, 16', [-0.1169, -0.255419, 1.0]], ['2, k, 17', [-0.115355, -0.638419, 1.0]], ['2, k, 18', [-0.0809825, -1.01717, 1.0]], ['2, k, 19', [-0.0845657, -1.08889, 1.0]], ['2, k, 20', [-0.193264, 0.310725, 1.0]], ['2, k, 21', [-0.268228, 0.0130074, 1.0]], ['2, k, 22', [-0.266756, 0.012936, 1.0]], ['2, k, 23', [0.0218129, -0.148414, 1.0]], ['2, k, 24', [-0.0049433, -0.0498308, 1.0]]]
[['2, k, 0', [-0.211104, -0.249767, 1.0]], ['2, k, 1', [-0.202489, 0.073642, 1.0]], ['2, k, 2', [-0.193254, 0.388114, 1.0]], ['2, k, 3', [-0.22188, 0.533692, 1.0]], ['2, k, 4', [-0.392382, 0.339511, 1.0]], ['2, k, 5', [-0.494865, 0.190668, 1.0]], ['2, k, 6', [-0.327194, 0.0563023, 1.0]], ['2, k, 7', [-0.272065, 0.0118004, 1.0]], ['2, k, 8', [-0.00732326, 0.297671, 1.0]], ['2, k, 9', [0.19184, 0.137268, 1.0]], ['2, k, 10', [0.0933447, -0.0368117, 1.0]], ['2, k, 11', [0.0367766, -0.0653251, 1.0]], ['2, k, 12', [-0.295968, -0.236136, 1.0]], ['2, k, 13', [-0.316348, -0.639254, 1.0]], ['2, k, 14', [-0.360798, -1.02314, 1.0]], ['2, k, 15', [-0.380507, -1.09029, 1.0]], ['2, k, 16', [-0.119741, -0.255786, 1.0]], ['2, k, 17', [-0.116516, -0.640224, 1.0]], ['2, k, 18', [-0.081157, -1.01734, 1.0]], ['2, k, 19', [-0.0844539, -1.08896, 1.0]], ['2, k, 20', [-0.195712, 0.310833, 1.0]], ['2, k, 21', [-0.270925, 0.011751, 1.0]], ['2, k, 22', [-0.269405, 0.0108403, 1.0]], ['2, k, 23', [0.0117408, -0.151061, 1.0]], ['2, k, 24', [-0.0210755, -0.0428873, 1.0]]]
[['2, k, 0', [-0.216153, -0.249346, 1.0]], ['2, k, 1', [-0.2059, 0.0738534, 1.0]], ['2, k, 2', [-0.195344, 0.388162, 1.0]], ['2, k, 3', [-0.224259, 0.53355, 1.0]], ['2, k, 4', [-0.394668, 0.340358, 1.0]], ['2, k, 5', [-0.496042, 0.190792, 1.0]], ['2, k, 6', [-0.328558, 0.056831, 1.0]], ['2, k, 7', [-0.273492, 0.0124634, 1.0]], ['2, k, 8', [-0.0101904, 0.296865, 1.0]], ['2, k, 9', [0.189319, 0.136393, 1.0]], ['2, k, 10', [0.0914643, -0.0380694, 1.0]], ['2, k, 11', [0.0300215, -0.0697455, 1.0]], ['2, k, 12', [-0.300957, -0.237209, 1.0]], ['2, k, 13', [-0.309997, -0.646428, 1.0]], ['2, k, 14', [-0.360859, -1.0238, 1.0]], ['2, k, 15', [-0.380556, -1.09009, 1.0]], ['2, k, 16', [-0.125087, -0.253863, 1.0]], ['2, k, 17', [-0.116848, -0.640195, 1.0]], ['2, k, 18', [-0.081089, -1.01734, 1.0]], ['2, k, 19', [-0.0844862, -1.08896, 1.0]], ['2, k, 20', [-0.198094, 0.310915, 1.0]], ['2, k, 21', [-0.272345, 0.0124111, 1.0]], ['2, k, 22', [-0.270848, 0.0123429, 1.0]], ['2, k, 23', [0.00361185, -0.15744, 1.0]], ['2, k, 24', [-0.0211092, -0.0331276, 1.0]]]
[['2, k, 0', [-0.219381, -0.249331, 1.0]], ['2, k, 1', [-0.209012, 0.0735286, 1.0]], ['2, k, 2', [-0.198058, 0.387503, 1.0]], ['2, k, 3', [-0.22647, 0.533335, 1.0]], ['2, k, 4', [-0.395701, 0.340605, 1.0]], ['2, k, 5', [-0.497236, 0.190155, 1.0]], ['2, k, 6', [-0.606246, 0.351018, 1.0]], ['2, k, 7', [-0.643368, 0.404947, 1.0]], ['2, k, 8', [-0.0128251, 0.296154, 1.0]], ['2, k, 9', [0.186107, 0.135474, 1.0]], ['2, k, 10', [0.0736279, -0.0414281, 1.0]], ['2, k, 11', [0.0116684, -0.0823051, 1.0]], ['2, k, 12', [-0.30424, -0.238371, 1.0]], ['2, k, 13', [-0.309284, -0.646525, 1.0]], ['2, k, 14', [-0.360467, -1.02303, 1.0]], ['2, k, 15', [-0.38057, -1.08886, 1.0]], ['2, k, 16', [-0.128377, -0.252713, 1.0]], ['2, k, 17', [-0.117265, -0.64016, 1.0]], ['2, k, 18', [-0.0823085, -1.01716, 1.0]], ['2, k, 19', [-0.0848292, -1.08912, 1.0]], ['2, k, 20', [-0.200933, 0.310335, 1.0]], ['2, k, 21', [-0.640702, 0.403269, 1.0]], ['2, k, 22', [-0.637226, 0.40108, 1.0]], ['2, k, 23', [-0.0168531, -0.158804, 1.0]], ['2, k, 24', [-0.0353485, -0.0378976, 1.0]]]
