[['2, k, 0', [-0.1939517, -0.08368951, 1.0]], ['2, k, 1', [-0.1933125, 0.229178, 1.0]], ['2, k, 2', [-0.1903584, 0.5300248, 1.0]], ['2, k, 3', [-0.1828123, 0.6576847, 1.0]], ['2, k, 4', [-0.3571533, 0.3990959, 1.0]], ['2, k, 5', [-0.430438, 0.1795744, 1.0]], ['2, k, 6', [-0.4381131, -0.01304633, 1.0]], ['2, k, 7', [-0.4309204, -0.07668365, 1.0]], ['2, k, 8', [-0.01772643, 0.4152325, 1.0]], ['2, k, 9', [0.03563971, 0.186423, 1.0]], ['2, k, 10', [0.03045978, -0.006065144, 1.0]], ['2, k, 11', [0.01192254, -0.06810535, 1.0]], ['2, k, 12', [-0.2657558, -0.08083285, 1.0]], ['2, k, 13', [-0.2784089, -0.4075213, 1.0]], ['2, k, 14', [-0.290423, -0.6889281, 1.0]], ['2, k, 15', [-0.3068302, -0.7481222, 1.0]], ['2, k, 16', [-0.1151739, -0.08371826, 1.0]], ['2, k, 17', [-0.1423901, -0.412865, 1.0]], ['2, k, 18', [-0.1149756, -0.6852909, 1.0]], ['2, k, 19', [-0.07108781, -0.7374188, 1.0]], ['2, k, 20', [-0.191353, 0.4564525, 1.0]], ['2, k, 21', [-0.4153302, -0.1516316, 1.0]], ['2, k, 22', [-0.4744, -0.05672568, 1.0]], ['2, k, 23', [0.004281241, -0.1444022, 1.0]], ['2, k, 24', [0.03090682, -0.1038042, 1.0]]]
[['2, k, 0', [-0.1942547, -0.08418429, 1.0]], ['2, k, 1', [-0.1930319, 0.2288708, 1.0]], ['2, k, 2', [-0.1893722, 0.529767, 1.0]], ['2, k, 3', [-0.1827794, 0.6576157, 1.0]], ['2, k, 4', [-0.3568512, 0.3984993, 1.0]], ['2, k, 5', [-0.4304975, 0.1799594, 1.0]], ['2, k, 6', [-0.4466551, -0.01475814, 1.0]], ['2, k, 7', [-0.4431584, -0.0821663, 1.0]], ['2, k, 8', [-0.01634006, 0.4111685, 1.0]], ['2, k, 9', [0.03707733, 0.1828278, 1.0]], ['2, k, 10', [0.03060028, -0.005525422, 1.0]], ['2, k, 11', [0.01212313, -0.06717236, 1.0]], ['2, k, 12', [-0.2662883, -0.08137656, 1.0]], ['2, k, 13', [-0.2770137, -0.4082235, 1.0]], ['2, k, 14', [-0.2904913, -0.6891354, 1.0]], ['2, k, 15', [-0.3069026, -0.7479799, 1.0]], ['2, k, 16', [-0.115334, -0.0841499, 1.0]], ['2, k, 17', [-0.142448, -0.4132844, 1.0]], ['2, k, 18', [-0.1150972, -0.6851935, 1.0]], ['2, k, 19', [-0.0710898, -0.7374179, 1.0]], ['2, k, 20', [-0.1905869, 0.4561797, 1.0]], ['2, k, 21', [-0.4335386, -0.1624806, 1.0]], ['2, k, 22', [-0.4861059, -0.07831168, 1.0]], ['2, k, 23', [0.003511161, -0.1439692, 1.0]], ['2, k, 24', [0.04750881, -0.05947638, 1.0]]]
[['2, k, 0', [-0.1942401, -0.08429795, 1.0]], ['2, k, 1', [-0.1924261, 0.2286795, 1.0]], ['2, k, 2', [-0.1879036, 0.5295017, 1.0]], ['2, k, 3', [-0.1826256, 0.6576477, 1.0]], ['2, k, 4', [-0.356443, 0.3983637, 1.0]], ['2, k, 5', [-0.4368311, 0.1832983, 1.0]], ['2, k, 6', [-0.490377, -0.005654765, 1.0]], ['2, k, 7', [-0.4907921, -0.07735173, 1.0]], ['2, k, 8', [-0.01570001, 0.4094591, 1.0]], ['2, k, 9', [0.03775249, 0.1814514, 1.0]], ['2, k, 10', [0.03067392, -0.005395637, 1.0]], ['2, k, 11', [0.01167672, -0.06813532, 1.0]], ['2, k, 12', [-0.2663935, -0.08150342, 1.0]], ['2, k, 13', [-0.2806068, -0.4085875, 1.0]], ['2, k, 14', [-0.290637, -0.6894687, 1.0]], ['2, k, 15', [-0.3069018, -0.7480643, 1.0]], ['2, k, 16', [-0.1152725, -0.08422381, 1.0]], ['2, k, 17', [-0.1425322, -0.4133061, 1.0]], ['2, k, 18', [-0.114985, -0.6851602, 1.0]], ['2, k, 19', [-0.0710981, -0.737408, 1.0]], ['2, k, 20', [-0.1893521, 0.4559335, 1.0]], ['2, k, 21', [-0.4805628, -0.1537528, 1.0]], ['2, k, 22', [-0.5133027, -0.09305102, 1.0]], ['2, k, 23', [0.0009275891, -0.1437703, 1.0]], ['2, k, 24', [0.03428179, -0.0993622, 1.0]]]
[['2, k, 0', [-0.1942277, -0.08459384, 1.0]], ['2, k, 1', [-0.1920116, 0.2284801, 1.0]], ['2, k, 2', [-0.1870143, 0.5294002, 1.0]], ['2, k, 3', [-0.1821366, 0.6577342, 1.0]], ['2, k, 4', [-0.3556667, 0.398933, 1.0]], ['2, k, 5', [-0.4521904, 0.193481, 1.0]], ['2, k, 6', [-0.5222115, 0.004561836, 1.0]], ['2, k, 7', [-0.532175, -0.06467553, 1.0]], ['2, k, 8', [-0.01451947, 0.4082546, 1.0]], ['2, k, 9', [0.03862343, 0.1804328, 1.0]], ['2, k, 10', [0.03065094, -0.005385764, 1.0]], ['2, k, 11', [0.01256401, -0.06811175, 1.0]], ['2, k, 12', [-0.2665503, -0.08183498, 1.0]], ['2, k, 13', [-0.2788532, -0.4094316, 1.0]], ['2, k, 14', [-0.2906103, -0.6895298, 1.0]], ['2, k, 15', [-0.3068621, -0.7481026, 1.0]], ['2, k, 16', [-0.1151814, -0.08449123, 1.0]], ['2, k, 17', [-0.1425601, -0.4135162, 1.0]], ['2, k, 18', [-0.1143201, -0.6847765, 1.0]], ['2, k, 19', [-0.07117234, -0.7374231, 1.0]], ['2, k, 20', [-0.1885908, 0.4558019, 1.0]], ['2, k, 21', [-0.5277789, -0.1441217, 1.0]], ['2, k, 22', [-0.5558001, -0.06082768, 1.0]], ['2, k, 23', [0.001634328, -0.1435676, 1.0]], ['2, k, 24', [0.03643289, -0.0886399, 1.0]]]
[['2, k, 0', [-0.1942928, -0.0850646, 1.0]], ['2, k, 1', [-0.1914035, 0.2281625, 1.0]], ['2, k, 2', [-0.1854012, 0.5292815, 1.0]], ['2, k, 3', [-0.1813722, 0.6576698, 1.0]], ['2, k, 4', [-0.3548573, 0.3995268, 1.0]], ['2, k, 5', [-0.4661614, 0.2040422, 1.0]], ['2, k, 6', [-0.5674232, 0.03237744, 1.0]], ['2, k, 7', [-0.5774649, -0.03995256, 1.0]], ['2, k, 8', [-0.01358519, 0.4063578, 1.0]], ['2, k, 9', [0.04030418, 0.1790839, 1.0]], ['2, k, 10', [0.03080665, -0.004944031, 1.0]], ['2, k, 11', [0.01313187, -0.07066457, 1.0]], ['2, k, 12', [-0.2668044, -0.0822611, 1.0]], ['2, k, 13', [-0.279953, -0.4102972, 1.0]], ['2, k, 14', [-0.2907895, -0.6896082, 1.0]], ['2, k, 15', [-0.3069879, -0.7483113, 1.0]], ['2, k, 16', [-0.1151275, -0.08520203, 1.0]], ['2, k, 17', [-0.1426398, -0.4139941, 1.0]], ['2, k, 18', [-0.1146522, -0.6844728, 1.0]], ['2, k, 19', [-0.07123447, -0.7374009, 1.0]], ['2, k, 20', [-0.1872545, 0.4556147, 1.0]], ['2, k, 21', [-0.5839521, -0.1101523, 1.0]], ['2, k, 22', [-0.5983232, -0.06168848, 1.0]], ['2, k, 23', [0.001621764, -0.14814, 1.0]], ['2, k, 24', [0.04792596, -0.05673048, 1.0]]]
[['2, k, 0', [-0.1942459, -0.08510432, 1.0]], ['2, k, 1', [-0.1907433, 0.228076, 1.0]], ['2, k, 2', [-0.1840239, 0.5291898, 1.0]], ['2, k, 3', [-0.1801327, 0.6577192, 1.0]], ['2, k, 4', [-0.3541552, 0.4008531, 1.0]], ['2, k, 5', [-0.4829632, 0.2168349, 1.0]], ['2, k, 6', [-0.6011562, 0.04483312, 1.0]], ['2, k, 7', [-0.6242244, -0.01199539, 1.0]], ['2, k, 8', [-0.01273231, 0.4055801, 1.0]], ['2, k, 9', [0.04235901, 0.178707, 1.0]], ['2, k, 10', [0.03120787, -0.004563216, 1.0]], ['2, k, 11', [0.01419816, -0.06956864, 1.0]], ['2, k, 12', [-0.2668279, -0.08206797, 1.0]], ['2, k, 13', [-0.2808625, -0.4106863, 1.0]], ['2, k, 14', [-0.2909348, -0.6897717, 1.0]], ['2, k, 15', [-0.3069944, -0.7482085, 1.0]], ['2, k, 16', [-0.1150317, -0.08531747, 1.0]], ['2, k, 17', [-0.1425823, -0.4140253, 1.0]], ['2, k, 18', [-0.1141174, -0.6844804, 1.0]], ['2, k, 19', [-0.07136835, -0.7375266, 1.0]], ['2, k, 20', [-0.18604, 0.4555263, 1.0]], ['2, k, 21', [-0.6410425, -0.08034568, 1.0]], ['2, k, 22', [-0.5919386, -0.04351178, 1.0]], ['2, k, 23', [-0.006637367, -0.1489653, 1.0]], ['2, k, 24', [0.04214771, -0.08294059, 1.0]]]
[['2, k, 0', [-0.1938951, -0.08485027, 1.0]], ['2, k, 1', [-0.1907772, 0.2280734, 1.0]], ['2, k, 2', [-0.1854527, 0.5287452, 1.0]], ['2, k, 3', [-0.1789038, 0.6575221, 1.0]], ['2, k, 4', [-0.3529642, 0.4014821, 1.0]], ['2, k, 5', [-0.4982945, 0.2303761, 1.0]], ['2, k, 6', [-0.6413845, 0.08572777, 1.0]], ['2, k, 7', [-0.6729246, 0.02517687, 1.0]], ['2, k, 8', [-0.01346212, 0.4106447, 1.0]], ['2, k, 9', [0.044033, 0.1831461, 1.0]], ['2, k, 10', [0.03143779, -0.004520113, 1.0]], ['2, k, 11', [0.00274393, -0.06936365, 1.0]], ['2, k, 12', [-0.2662623, -0.08149259, 1.0]], ['2, k, 13', [-0.2815981, -0.4104206, 1.0]], ['2, k, 14', [-0.2909451, -0.6897674, 1.0]], ['2, k, 15', [-0.3069969, -0.7481965, 1.0]], ['2, k, 16', [-0.1145604, -0.08509666, 1.0]], ['2, k, 17', [-0.1432964, -0.413799, 1.0]], ['2, k, 18', [-0.1140773, -0.6843001, 1.0]], ['2, k, 19', [-0.07168031, -0.7372209, 1.0]], ['2, k, 20', [-0.1868972, 0.4552664, 1.0]], ['2, k, 21', [-0.699733, -0.04612366, 1.0]], ['2, k, 22', [-0.6465882, -0.0190246, 1.0]], ['2, k, 23', [-0.006950912, -0.1452973, 1.0]], ['2, k, 24', [0.03518899, -0.09732803, 1.0]]]
[['2, k, 0', [-0.1936563, -0.08479578, 1.0]], ['2, k, 1', [-0.1885072, 0.2280396, 1.0]], ['2, k, 2', [-0.1796897, 0.5285742, 1.0]], ['2, k, 3', [-0.1779242, 0.6573365, 1.0]], ['2, k, 4', [-0.3520698, 0.4029779, 1.0]], ['2, k, 5', [-0.5176638, 0.2526102, 1.0]], ['2, k, 6', [-0.6744031, 0.1313259, 1.0]], ['2, k, 7', [-0.7156873, 0.07518876, 1.0]], ['2, k, 8', [-0.01147636, 0.4087032, 1.0]], ['2, k, 9', [0.04678812, 0.1819682, 1.0]], ['2, k, 10', [0.03313322, -0.00298783, 1.0]], ['2, k, 11', [0.008828467, -0.05367495, 1.0]], ['2, k, 12', [-0.2660228, -0.08128323, 1.0]], ['2, k, 13', [-0.2818069, -0.4101576, 1.0]], ['2, k, 14', [-0.2926202, -0.6913925, 1.0]], ['2, k, 15', [-0.3070307, -0.7483213, 1.0]], ['2, k, 16', [-0.114182, -0.08514564, 1.0]], ['2, k, 17', [-0.144032, -0.4136907, 1.0]], ['2, k, 18', [-0.114176, -0.6837775, 1.0]], ['2, k, 19', [-0.07171515, -0.7371584, 1.0]], ['2, k, 20', [-0.1821989, 0.4551237, 1.0]], ['2, k, 21', [-0.752439, 0.01242094, 1.0]], ['2, k, 22', [-0.702897, 0.02383396, 1.0]], ['2, k, 23', [0.001417002, -0.128134, 1.0]], ['2, k, 24', [0.05320891, -0.04879236, 1.0]]]
[['2, k, 0', [-0.1933793, -0.08471648, 1.0]], ['2, k, 1', [-0.1870615, 0.2279141, 1.0]], ['2, k, 2', [-0.1772212, 0.5281688, 1.0]], ['2, k, 3', [-0.1768116, 0.6572064, 1.0]], ['2, k, 4', [-0.3511974, 0.4059441, 1.0]], ['2, k, 5', [-0.5287505, 0.2703427, 1.0]], ['2, k, 6', [-0.6911694, 0.1862455, 1.0]], ['2, k, 7', [-0.7465291, 0.140236, 1.0]], ['2, k, 8', [-0.009153135, 0.4060166, 1.0]], ['2, k, 9', [0.04979091, 0.1799898, 1.0]], ['2, k, 10', [0.03428692, -0.002089706, 1.0]], ['2, k, 11', [0.009264086, -0.05250298, 1.0]], ['2, k, 12', [-0.2656987, -0.080933, 1.0]], ['2, k, 13', [-0.2819567, -0.410736, 1.0]], ['2, k, 14', [-0.2926276, -0.6914192, 1.0]], ['2, k, 15', [-0.3070452, -0.7483926, 1.0]], ['2, k, 16', [-0.1137913, -0.08522525, 1.0]], ['2, k, 17', [-0.1437952, -0.4135674, 1.0]], ['2, k, 18', [-0.1131963, -0.6831378, 1.0]], ['2, k, 19', [-0.07177774, -0.7370017, 1.0]], ['2, k, 20', [-0.1799576, 0.4547858, 1.0]], ['2, k, 21', [-0.7961429, 0.07670609, 1.0]], ['2, k, 22', [-0.7451523, 0.09830279, 1.0]], ['2, k, 23', [-0.001403687, -0.1281075, 1.0]], ['2, k, 24', [0.04569327, -0.05486094, 1.0]]]
[['2, k, 0', [-0.1931141, -0.08462892, 1.0]], ['2, k, 1', [-0.1850294, 0.2280097, 1.0]], ['2, k, 2', [-0.1730593, 0.5283333, 1.0]], ['2, k, 3', [-0.1753334, 0.6571267, 1.0]], ['2, k, 4', [-0.3522235, 0.4071617, 1.0]], ['2, k, 5', [-0.5493275, 0.3030821, 1.0]], ['2, k, 6', [-0.7256753, 0.2362147, 1.0]], ['2, k, 7', [-0.7814993, 0.2002589, 1.0]], ['2, k, 8', [-0.006331742, 0.4043919, 1.0]], ['2, k, 9', [0.0544347, 0.1798499, 1.0]], ['2, k, 10', [0.03474864, -0.001719789, 1.0]], ['2, k, 11', [0.008905567, -0.04865992, 1.0]], ['2, k, 12', [-0.2653958, -0.08083068, 1.0]], ['2, k, 13', [-0.2831062, -0.4107985, 1.0]], ['2, k, 14', [-0.2930393, -0.691191, 1.0]], ['2, k, 15', [-0.3071046, -0.7482252, 1.0]], ['2, k, 16', [-0.113382, -0.08510739, 1.0]], ['2, k, 17', [-0.1436182, -0.4132768, 1.0]], ['2, k, 18', [-0.1115668, -0.683122, 1.0]], ['2, k, 19', [-0.07188621, -0.736993, 1.0]], ['2, k, 20', [-0.1763391, 0.4549219, 1.0]], ['2, k, 21', [-0.8406291, 0.1418397, 1.0]], ['2, k, 22', [-0.7695038, 0.1603007, 1.0]], ['2, k, 23', [0.001415919, -0.1223473, 1.0]], ['2, k, 24', [0.05437772, -0.04912585, 1.0]]]
[['2, k, 0', [-0.1922032, -0.083306, 1.0]], ['2, k, 1', [-0.1832881, 0.2285913, 1.0]], ['2, k, 2', [-0.1709978, 0.5282115, 1.0]], ['2, k, 3', [-0.1739548, 0.6573071, 1.0]], ['2, k, 4', [-0.3539764, 0.4082971, 1.0]], ['2, k, 5', [-0.5579968, 0.3265645, 1.0]], ['2, k, 6', [-0.7384547, 0.2949376, 1.0]], ['2, k, 7', [-0.8100705, 0.2634754, 1.0]], ['2, k, 8', [-0.006099191, 0.4060671, 1.0]], ['2, k, 9', [0.05536561, 0.1801409, 1.0]], ['2, k, 10', [0.03515882, -0.001561188, 1.0]], ['2, k, 11', [0.009166589, -0.04899438, 1.0]], ['2, k, 12', [-0.2646011, -0.07964261, 1.0]], ['2, k, 13', [-0.279781, -0.4101931, 1.0]], ['2, k, 14', [-0.2934216, -0.6909453, 1.0]], ['2, k, 15', [-0.3071208, -0.7481263, 1.0]], ['2, k, 16', [-0.1123604, -0.08355277, 1.0]], ['2, k, 17', [-0.1427404, -0.4115849, 1.0]], ['2, k, 18', [-0.111577, -0.6830961, 1.0]], ['2, k, 19', [-0.0716378, -0.7371747, 1.0]], ['2, k, 20', [-0.1743359, 0.4549763, 1.0]], ['2, k, 21', [-0.876613, 0.2138224, 1.0]], ['2, k, 22', [-0.7976747, 0.2743852, 1.0]], ['2, k, 23', [0.001433523, -0.122685, 1.0]], ['2, k, 24', [0.05206646, -0.05457658, 1.0]]]
