[[0, -0.29099, -0.233385, 2.63533, 1.0], [1, -0.295936, 0.106044, 2.57563, 1.0], [2, -0.298905, 0.435704, 2.50148, 1.0], [3, -0.323825, 0.597357, 2.46435, 1.0], [4, -0.500241, 0.331412, 2.55939, 1.0], [5, -0.530977, 0.042203, 2.54631, 1.0], [6, -0.546584, -0.202912, 2.5234, 1.0], [7, -0.539272, -0.278444, 2.51512, 1.0], [8, -0.11737, 0.323487, 2.4979, 1.0], [9, -0.0419164, 0.0398082, 2.51002, 1.0], [10, -0.0318553, -0.220428, 2.50056, 1.0], [11, -0.0327042, -0.29475, 2.48979, 1.0], [12, -0.37396, -0.2279, 2.60479, 1.0], [13, -0.349732, -0.644244, 2.73617, 1.0], [14, -0.386385, -1.00529, 2.81799, 1.0], [15, -0.393311, -1.06445, 2.73242, 1.0], [16, -0.199147, -0.231792, 2.58593, 1.0], [17, -0.199533, -0.638904, 2.72081, 1.0], [18, -0.196828, -1.00307, 2.7791, 1.0], [19, -0.200317, -1.06641, 2.67188, 1.0], [20, -0.2985, 0.354705, 2.52256, 1.0], [21, -0.53352, -0.346196, 2.52943, 1.0], [22, -0.471575, -0.312412, 2.49217, 1.0], [23, -0.0404339, -0.356877, 2.49527, 1.0], [24, -0.0945753, -0.326388, 2.48825, 1.0]]
[[0, -0.29131, -0.233721, 2.63545, 1.0], [1, -0.296054, 0.10596, 2.57574, 1.0], [2, -0.298938, 0.435728, 2.50158, 1.0], [3, -0.323822, 0.597372, 2.46439, 1.0], [4, -0.5002, 0.331415, 2.55932, 1.0], [5, -0.531101, 0.0414736, 2.54656, 1.0], [6, -0.546467, -0.2038, 2.52302, 1.0], [7, -0.540944, -0.279453, 2.51507, 1.0], [8, -0.117372, 0.323489, 2.49791, 1.0], [9, -0.041885, 0.0397635, 2.51003, 1.0], [10, -0.0319092, -0.220115, 2.50057, 1.0], [11, -0.033038, -0.295545, 2.49072, 1.0], [12, -0.374302, -0.228253, 2.60501, 1.0], [13, -0.349885, -0.643712, 2.73572, 1.0], [14, -0.386523, -1.00566, 2.81818, 1.0], [15, -0.393388, -1.0644, 2.73232, 1.0], [16, -0.199445, -0.232114, 2.58596, 1.0], [17, -0.199659, -0.636234, 2.7194, 1.0], [18, -0.196795, -1.00312, 2.7792, 1.0], [19, -0.200308, -1.06641, 2.67195, 1.0], [20, -0.298547, 0.354708, 2.52266, 1.0], [21, -0.532058, -0.345302, 2.52431, 1.0], [22, -0.470364, -0.312612, 2.49373, 1.0], [23, -0.0385297, -0.35542, 2.49572, 1.0], [24, -0.094455, -0.32637, 2.48811, 1.0]]
[[0, -0.291559, -0.233895, 2.63554, 1.0], [1, -0.296101, 0.105924, 2.57581, 1.0], [2, -0.298895, 0.435751, 2.50167, 1.0], [3, -0.323779, 0.597343, 2.46432, 1.0], [4, -0.500062, 0.331438, 2.55902, 1.0], [5, -0.531098, 0.0414015, 2.54656, 1.0], [6, -0.546414, -0.203952, 2.52303, 1.0], [7, -0.539788, -0.280331, 2.51487, 1.0], [8, -0.117369, 0.323496, 2.49793, 1.0], [9, -0.0418922, 0.0397498, 2.51004, 1.0], [10, -0.0318986, -0.220111, 2.50058, 1.0], [11, -0.0331966, -0.295, 2.49097, 1.0], [12, -0.374651, -0.22849, 2.60542, 1.0], [13, -0.349938, -0.643535, 2.73576, 1.0], [14, -0.386376, -1.00554, 2.81781, 1.0], [15, -0.393352, -1.06436, 2.73224, 1.0], [16, -0.199698, -0.232294, 2.58581, 1.0], [17, -0.199961, -0.635871, 2.71936, 1.0], [18, -0.19666, -1.00267, 2.77964, 1.0], [19, -0.200279, -1.06633, 2.67226, 1.0], [20, -0.298531, 0.354715, 2.52274, 1.0], [21, -0.538569, -0.346166, 2.52821, 1.0], [22, -0.471494, -0.312392, 2.49201, 1.0], [23, -0.0318395, -0.350929, 2.48776, 1.0], [24, -0.0944946, -0.326384, 2.48822, 1.0]]
[[0, -0.291525, -0.233884, 2.63556, 1.0], [1, -0.29608, 0.10596, 2.57582, 1.0], [2, -0.298874, 0.43585, 2.50167, 1.0], [3, -0.323607, 0.597348, 2.46434, 1.0], [4, -0.499978, 0.331438, 2.55895, 1.0], [5, -0.530986, 0.0414047, 2.54666, 1.0], [6, -0.546373, -0.203971, 2.52304, 1.0], [7, -0.539528, -0.279755, 2.5154, 1.0], [8, -0.11737, 0.323508, 2.49793, 1.0], [9, -0.0419541, 0.039808, 2.51005, 1.0], [10, -0.031909, -0.219976, 2.5007, 1.0], [11, -0.0328495, -0.295792, 2.49158, 1.0], [12, -0.374597, -0.228477, 2.60549, 1.0], [13, -0.349877, -0.643445, 2.73568, 1.0], [14, -0.386012, -1.00566, 2.81801, 1.0], [15, -0.39319, -1.06469, 2.73102, 1.0], [16, -0.199638, -0.232268, 2.58574, 1.0], [17, -0.200176, -0.636258, 2.72006, 1.0], [18, -0.196616, -1.00253, 2.77962, 1.0], [19, -0.200098, -1.0661, 2.67238, 1.0], [20, -0.298509, 0.354794, 2.52274, 1.0], [21, -0.53714, -0.34039, 2.52285, 1.0], [22, -0.471423, -0.312694, 2.493, 1.0], [23, -0.0399321, -0.35653, 2.4994, 1.0], [24, -0.0945542, -0.326315, 2.48768, 1.0]]
[[0, -0.291457, -0.233768, 2.63534, 1.0], [1, -0.295998, 0.106016, 2.57567, 1.0], [2, -0.298762, 0.435872, 2.50155, 1.0], [3, -0.323505, 0.597366, 2.46425, 1.0], [4, -0.499742, 0.331394, 2.55865, 1.0], [5, -0.530834, 0.0409537, 2.54643, 1.0], [6, -0.54629, -0.20449, 2.52293, 1.0], [7, -0.540527, -0.280878, 2.51507, 1.0], [8, -0.117371, 0.323351, 2.49781, 1.0], [9, -0.0418847, 0.0394955, 2.51005, 1.0], [10, -0.0309863, -0.218361, 2.49989, 1.0], [11, -0.0327703, -0.294769, 2.48991, 1.0], [12, -0.374508, -0.228291, 2.60518, 1.0], [13, -0.349826, -0.643271, 2.73541, 1.0], [14, -0.385572, -1.00628, 2.81801, 1.0], [15, -0.393545, -1.06443, 2.7305, 1.0], [16, -0.199582, -0.2322, 2.58558, 1.0], [17, -0.200596, -0.634607, 2.71948, 1.0], [18, -0.196645, -1.00254, 2.7795, 1.0], [19, -0.200089, -1.06604, 2.67236, 1.0], [20, -0.298406, 0.354824, 2.52262, 1.0], [21, -0.537829, -0.345691, 2.52476, 1.0], [22, -0.47159, -0.312377, 2.49353, 1.0], [23, -0.0396548, -0.357101, 2.50395, 1.0], [24, -0.0945023, -0.326136, 2.48632, 1.0]]
[[0, -0.291523, -0.233927, 2.63535, 1.0], [1, -0.295981, 0.105926, 2.57564, 1.0], [2, -0.298633, 0.435802, 2.50144, 1.0], [3, -0.323274, 0.59737, 2.46413, 1.0], [4, -0.499678, 0.331413, 2.55845, 1.0], [5, -0.530694, 0.0407426, 2.54627, 1.0], [6, -0.546242, -0.204752, 2.52285, 1.0], [7, -0.539811, -0.281321, 2.51489, 1.0], [8, -0.117324, 0.323082, 2.49746, 1.0], [9, -0.0418226, 0.0393594, 2.51005, 1.0], [10, -0.0307559, -0.218488, 2.49961, 1.0], [11, -0.0319508, -0.293999, 2.48957, 1.0], [12, -0.374557, -0.22839, 2.60512, 1.0], [13, -0.349823, -0.643187, 2.73545, 1.0], [14, -0.385628, -1.00677, 2.81801, 1.0], [15, -0.393502, -1.06443, 2.73041, 1.0], [16, -0.199676, -0.232462, 2.58569, 1.0], [17, -0.200519, -0.634025, 2.7192, 1.0], [18, -0.196725, -1.0024, 2.77948, 1.0], [19, -0.199932, -1.06601, 2.67245, 1.0], [20, -0.298315, 0.35475, 2.52253, 1.0], [21, -0.533817, -0.346647, 2.52216, 1.0], [22, -0.471237, -0.312142, 2.49325, 1.0], [23, -0.031026, -0.351134, 2.48995, 1.0], [24, -0.0942126, -0.326208, 2.48689, 1.0]]
[[0, -0.291423, -0.233724, 2.63522, 1.0], [1, -0.295923, 0.106006, 2.57554, 1.0], [2, -0.298591, 0.43582, 2.50136, 1.0], [3, -0.323083, 0.597454, 2.46421, 1.0], [4, -0.499496, 0.331377, 2.55823, 1.0], [5, -0.530691, 0.0407305, 2.54627, 1.0], [6, -0.546159, -0.204817, 2.52287, 1.0], [7, -0.539119, -0.28388, 2.51541, 1.0], [8, -0.117275, 0.323098, 2.4974, 1.0], [9, -0.0417406, 0.039281, 2.51005, 1.0], [10, -0.0307594, -0.218525, 2.49964, 1.0], [11, -0.0316225, -0.29101, 2.49049, 1.0], [12, -0.374449, -0.228195, 2.60496, 1.0], [13, -0.350636, -0.641985, 2.7349, 1.0], [14, -0.385364, -1.00724, 2.81848, 1.0], [15, -0.393467, -1.06435, 2.73074, 1.0], [16, -0.199574, -0.232241, 2.58557, 1.0], [17, -0.200506, -0.63326, 2.71892, 1.0], [18, -0.196555, -1.00149, 2.77943, 1.0], [19, -0.199741, -1.06577, 2.67276, 1.0], [20, -0.29827, 0.354781, 2.52244, 1.0], [21, -0.535623, -0.346614, 2.52577, 1.0], [22, -0.471253, -0.312171, 2.49282, 1.0], [23, -0.0328868, -0.350952, 2.49004, 1.0], [24, -0.0942452, -0.326238, 2.4871, 1.0]]
[[0, -0.291206, -0.23359, 2.63509, 1.0], [1, -0.295817, 0.10603, 2.5755, 1.0], [2, -0.298532, 0.435798, 2.50136, 1.0], [3, -0.322402, 0.597449, 2.46389, 1.0], [4, -0.499113, 0.331146, 2.55768, 1.0], [5, -0.530592, 0.0406558, 2.54639, 1.0], [6, -0.546121, -0.204911, 2.52288, 1.0], [7, -0.538892, -0.283812, 2.51694, 1.0], [8, -0.11726, 0.32303, 2.49734, 1.0], [9, -0.0417412, 0.0392318, 2.51005, 1.0], [10, -0.0307208, -0.218539, 2.49967, 1.0], [11, -0.0320777, -0.291663, 2.49152, 1.0], [12, -0.374248, -0.228073, 2.60488, 1.0], [13, -0.350614, -0.64201, 2.73494, 1.0], [14, -0.38539, -1.0072, 2.81809, 1.0], [15, -0.393478, -1.06449, 2.72998, 1.0], [16, -0.199329, -0.232083, 2.58536, 1.0], [17, -0.200808, -0.632188, 2.7183, 1.0], [18, -0.196447, -1.00166, 2.77955, 1.0], [19, -0.199787, -1.06594, 2.67228, 1.0], [20, -0.298203, 0.354769, 2.52244, 1.0], [21, -0.535458, -0.345584, 2.52506, 1.0], [22, -0.471259, -0.31211, 2.49472, 1.0], [23, -0.0376437, -0.356122, 2.50172, 1.0], [24, -0.0944791, -0.326375, 2.48815, 1.0]]
[[0, -0.291187, -0.233538, 2.63506, 1.0], [1, -0.295774, 0.106052, 2.57556, 1.0], [2, -0.298388, 0.435766, 2.50171, 1.0], [3, -0.322231, 0.5974, 2.46386, 1.0], [4, -0.499107, 0.331159, 2.55767, 1.0], [5, -0.530308, 0.0403294, 2.54639, 1.0], [6, -0.546039, -0.205267, 2.52301, 1.0], [7, -0.539459, -0.283573, 2.51632, 1.0], [8, -0.117204, 0.322958, 2.49727, 1.0], [9, -0.0416805, 0.0390896, 2.51017, 1.0], [10, -0.0305956, -0.218743, 2.4999, 1.0], [11, -0.0315631, -0.292146, 2.49161, 1.0], [12, -0.374217, -0.227985, 2.60488, 1.0], [13, -0.350715, -0.641846, 2.73475, 1.0], [14, -0.385359, -1.00705, 2.81796, 1.0], [15, -0.393808, -1.06413, 2.7305, 1.0], [16, -0.199316, -0.232048, 2.58531, 1.0], [17, -0.200867, -0.631823, 2.71797, 1.0], [18, -0.195662, -1.00021, 2.77983, 1.0], [19, -0.199694, -1.06577, 2.6729, 1.0], [20, -0.298089, 0.354759, 2.5227, 1.0], [21, -0.52996, -0.345321, 2.52552, 1.0], [22, -0.470427, -0.312559, 2.49352, 1.0], [23, -0.0368387, -0.3561, 2.49706, 1.0], [24, -0.0938058, -0.325827, 2.48667, 1.0]]
[[0, -0.291188, -0.23354, 2.63505, 1.0], [1, -0.295767, 0.106051, 2.57556, 1.0], [2, -0.298358, 0.435771, 2.50171, 1.0], [3, -0.322093, 0.597424, 2.46389, 1.0], [4, -0.498825, 0.331112, 2.55726, 1.0], [5, -0.530199, 0.0399956, 2.54638, 1.0], [6, -0.546034, -0.205638, 2.523, 1.0], [7, -0.539808, -0.283736, 2.51758, 1.0], [8, -0.11713, 0.322918, 2.4973, 1.0], [9, -0.0416292, 0.0389983, 2.51016, 1.0], [10, -0.0304971, -0.218803, 2.50007, 1.0], [11, -0.0313492, -0.291305, 2.49231, 1.0], [12, -0.374229, -0.228085, 2.60486, 1.0], [13, -0.350632, -0.64189, 2.73482, 1.0], [14, -0.385449, -1.00686, 2.81782, 1.0], [15, -0.393839, -1.06411, 2.73058, 1.0], [16, -0.199311, -0.231994, 2.58533, 1.0], [17, -0.200863, -0.63192, 2.71801, 1.0], [18, -0.195668, -1.00024, 2.77987, 1.0], [19, -0.199623, -1.06583, 2.67338, 1.0], [20, -0.298066, 0.354761, 2.52269, 1.0], [21, -0.531511, -0.347322, 2.52731, 1.0], [22, -0.470053, -0.313295, 2.49922, 1.0], [23, -0.0378148, -0.355741, 2.49794, 1.0], [24, -0.0944817, -0.326136, 2.4864, 1.0]]
[[0, -0.291472, -0.233712, 2.63527, 1.0], [1, -0.29579, 0.105995, 2.5756, 1.0], [2, -0.298277, 0.435737, 2.5017, 1.0], [3, -0.321886, 0.597454, 2.46392, 1.0], [4, -0.498619, 0.331006, 2.55693, 1.0], [5, -0.530071, 0.0397844, 2.54652, 1.0], [6, -0.545969, -0.205876, 2.52291, 1.0], [7, -0.539122, -0.284728, 2.51676, 1.0], [8, -0.11702, 0.322805, 2.49722, 1.0], [9, -0.0415891, 0.0389355, 2.51016, 1.0], [10, -0.0303978, -0.218782, 2.50022, 1.0], [11, -0.0319118, -0.29247, 2.49262, 1.0], [12, -0.374506, -0.228428, 2.60505, 1.0], [13, -0.350311, -0.641962, 2.73493, 1.0], [14, -0.385437, -1.00686, 2.81783, 1.0], [15, -0.393762, -1.06416, 2.73058, 1.0], [16, -0.199619, -0.232017, 2.58559, 1.0], [17, -0.200892, -0.633236, 2.71885, 1.0], [18, -0.195603, -1.0003, 2.78009, 1.0], [19, -0.199585, -1.06581, 2.67332, 1.0], [20, -0.298022, 0.35473, 2.5227, 1.0], [21, -0.533309, -0.347791, 2.52848, 1.0], [22, -0.470559, -0.313499, 2.49388, 1.0], [23, -0.0350175, -0.356489, 2.49979, 1.0], [24, -0.0945177, -0.326279, 2.48749, 1.0]]
