[[0, -0.14612, -0.325219, 2.23697, 1.0], [1, -0.158289, -0.0487215, 2.17936, 1.0], [2, -0.169161, 0.221124, 2.10957, 1.0], [3, -0.163593, 0.363284, 2.07019, 1.0], [4, -0.35, 0.132935, 2.15293, 1.0], [5, -0.51414, -0.00745299, 2.20119, 1.0], [6, -0.443763, -0.186556, 2.2141, 1.0], [7, -0.418689, -0.168261, 2.21764, 1.0], [8, 0.00782572, 0.13689, 2.12229, 1.0], [9, 0.194063, 0.00609933, 2.1394, 1.0], [10, 0.108485, -0.162837, 2.16828, 1.0], [11, 0.0519668, -0.20462, 2.17336, 1.0], [12, -0.225604, -0.321325, 2.20716, 1.0], [13, -0.277626, -0.664114, 2.30452, 1.0], [14, -0.351634, -1.08035, 2.42165, 1.0], [15, -0.362305, -1.14844, 2.36328, 1.0], [16, -0.0623622, -0.319645, 2.20167, 1.0], [17, 0.00118281, -0.658798, 2.29112, 1.0], [18, 0.0721679, -1.07164, 2.40823, 1.0], [19, 0.0793457, -1.15039, 2.32813, 1.0], [20, -0.16666, 0.154632, 2.12917, 1.0], [21, -0.361725, -0.229587, 2.22549, 1.0], [22, -0.452288, -0.168342, 2.19827, 1.0], [23, 0.0284647, -0.285468, 2.17606, 1.0], [24, 0.105171, -0.190206, 2.15367, 1.0]]
[[0, -0.146345, -0.325487, 2.23691, 1.0], [1, -0.158423, -0.0488262, 2.1793, 1.0], [2, -0.169245, 0.221113, 2.10948, 1.0], [3, -0.163625, 0.36334, 2.07016, 1.0], [4, -0.350078, 0.132905, 2.15284, 1.0], [5, -0.51442, -0.00716038, 2.20102, 1.0], [6, -0.391624, -0.18238, 2.22011, 1.0], [7, -0.343206, -0.215904, 2.21032, 1.0], [8, 0.00765096, 0.136869, 2.12196, 1.0], [9, 0.194008, 0.00598384, 2.13941, 1.0], [10, 0.106411, -0.162026, 2.16822, 1.0], [11, 0.0720892, -0.1841, 2.16866, 1.0], [12, -0.225842, -0.32162, 2.207, 1.0], [13, -0.281447, -0.672202, 2.30981, 1.0], [14, -0.350994, -1.07924, 2.42135, 1.0], [15, -0.361882, -1.14844, 2.3625, 1.0], [16, -0.0625779, -0.319892, 2.20169, 1.0], [17, 0.00182607, -0.664663, 2.29472, 1.0], [18, 0.0734729, -1.07428, 2.4087, 1.0], [19, 0.0786344, -1.15002, 2.32813, 1.0], [20, -0.166752, 0.154602, 2.12909, 1.0], [21, -0.322272, -0.308834, 2.21094, 1.0], [22, -0.340908, -0.311118, 2.23633, 1.0], [23, 0.0369125, -0.221425, 2.15109, 1.0], [24, 0.08472, -0.201955, 2.145, 1.0]]
[[0, -0.147772, -0.325272, 2.23676, 1.0], [1, -0.158873, -0.0486734, 2.17916, 1.0], [2, -0.169281, 0.221215, 2.10938, 1.0], [3, -0.16372, 0.363507, 2.07015, 1.0], [4, -0.350131, 0.133021, 2.15273, 1.0], [5, -0.514882, -0.00671877, 2.20055, 1.0], [6, -0.391786, -0.182163, 2.22011, 1.0], [7, -0.344281, -0.217378, 2.20895, 1.0], [8, 0.00752489, 0.136821, 2.12186, 1.0], [9, 0.193419, 0.00588831, 2.13893, 1.0], [10, 0.107757, -0.162977, 2.16781, 1.0], [11, 0.0520347, -0.20223, 2.17195, 1.0], [12, -0.227285, -0.321286, 2.20669, 1.0], [13, -0.283506, -0.685943, 2.31423, 1.0], [14, -0.350653, -1.07907, 2.4212, 1.0], [15, -0.360974, -1.14724, 2.36107, 1.0], [16, -0.0639678, -0.319792, 2.20168, 1.0], [17, -0.000310469, -0.662945, 2.29434, 1.0], [18, 0.0737896, -1.07414, 2.40866, 1.0], [19, 0.0763634, -1.13801, 2.34618, 1.0], [20, -0.166849, 0.154708, 2.12898, 1.0], [21, -0.328563, -0.308025, 2.21391, 1.0], [22, -0.360641, -0.289495, 2.2382, 1.0], [23, 0.0224771, -0.284486, 2.17764, 1.0], [24, 0.0893882, -0.209541, 2.1585, 1.0]]
[[0, -0.149662, -0.325216, 2.23623, 1.0], [1, -0.159568, -0.0485197, 2.17875, 1.0], [2, -0.169347, 0.221403, 2.10906, 1.0], [3, -0.163635, 0.363723, 2.07001, 1.0], [4, -0.35027, 0.133287, 2.15203, 1.0], [5, -0.516829, -0.00508583, 2.20025, 1.0], [6, -0.391943, -0.182052, 2.21997, 1.0], [7, -0.345463, -0.217129, 2.20456, 1.0], [8, 0.0070028, 0.136484, 2.12065, 1.0], [9, 0.192591, 0.00551094, 2.13844, 1.0], [10, 0.106991, -0.163405, 2.16736, 1.0], [11, 0.0511137, -0.203679, 2.16883, 1.0], [12, -0.229106, -0.321057, 2.20621, 1.0], [13, -0.284616, -0.685201, 2.31454, 1.0], [14, -0.35059, -1.07909, 2.42113, 1.0], [15, -0.351951, -1.15405, 2.34547, 1.0], [16, -0.0658748, -0.319913, 2.2011, 1.0], [17, -0.000868884, -0.6635, 2.29468, 1.0], [18, 0.0737443, -1.07269, 2.40826, 1.0], [19, 0.0760282, -1.13808, 2.34652, 1.0], [20, -0.167028, 0.154883, 2.12866, 1.0], [21, -0.329743, -0.309462, 2.21103, 1.0], [22, -0.385421, -0.249249, 2.2226, 1.0], [23, 0.0177847, -0.285136, 2.17556, 1.0], [24, 0.00478836, -0.171216, 2.16222, 1.0]]
[[0, -0.151973, -0.325256, 2.23582, 1.0], [1, -0.16097, -0.0478442, 2.17811, 1.0], [2, -0.170023, 0.222891, 2.10804, 1.0], [3, -0.163609, 0.364252, 2.06983, 1.0], [4, -0.350732, 0.133636, 2.15141, 1.0], [5, -0.518245, -0.00179161, 2.19946, 1.0], [6, -0.392161, -0.182105, 2.21964, 1.0], [7, -0.346822, -0.217269, 2.20207, 1.0], [8, 0.0063835, 0.136159, 2.12011, 1.0], [9, 0.190853, 0.00381794, 2.13734, 1.0], [10, 0.0956673, -0.164918, 2.16375, 1.0], [11, 0.0421906, -0.206021, 2.16941, 1.0], [12, -0.231411, -0.320863, 2.20561, 1.0], [13, -0.287347, -0.682722, 2.31448, 1.0], [14, -0.34966, -1.07771, 2.42125, 1.0], [15, -0.356006, -1.15105, 2.34897, 1.0], [16, -0.0681404, -0.320173, 2.20085, 1.0], [17, -0.00434977, -0.665547, 2.29719, 1.0], [18, 0.0739902, -1.07249, 2.40788, 1.0], [19, 0.0760623, -1.13883, 2.34768, 1.0], [20, -0.167887, 0.156128, 2.12777, 1.0], [21, -0.332226, -0.308797, 2.20296, 1.0], [22, -0.352478, -0.313575, 2.2325, 1.0], [23, 0.0143724, -0.285112, 2.17749, 1.0], [24, -0.00814083, -0.16533, 2.16262, 1.0]]
[[0, -0.155788, -0.326331, 2.23513, 1.0], [1, -0.162173, -0.048078, 2.17741, 1.0], [2, -0.16995, 0.223024, 2.10728, 1.0], [3, -0.163612, 0.36447, 2.06954, 1.0], [4, -0.351594, 0.134157, 2.15037, 1.0], [5, -0.520131, 0.00185604, 2.19767, 1.0], [6, -0.392993, -0.18232, 2.21883, 1.0], [7, -0.349289, -0.218509, 2.19933, 1.0], [8, 0.00503738, 0.135107, 2.11851, 1.0], [9, 0.189094, 0.00288169, 2.13613, 1.0], [10, 0.0972702, -0.16295, 2.16289, 1.0], [11, 0.0692817, -0.184753, 2.16336, 1.0], [12, -0.235038, -0.321449, 2.20476, 1.0], [13, -0.288188, -0.68192, 2.31417, 1.0], [14, -0.350394, -1.07837, 2.42106, 1.0], [15, -0.356426, -1.15082, 2.34992, 1.0], [16, -0.0720547, -0.321736, 2.2003, 1.0], [17, -0.007965, -0.663263, 2.29602, 1.0], [18, 0.0739888, -1.07251, 2.40765, 1.0], [19, 0.0755161, -1.13924, 2.34855, 1.0], [20, -0.168062, 0.156189, 2.1271, 1.0], [21, -0.335682, -0.308121, 2.20142, 1.0], [22, -0.388615, -0.25176, 2.21725, 1.0], [23, 0.0363885, -0.220806, 2.14807, 1.0], [24, 0.0479099, -0.167272, 2.16581, 1.0]]
[[0, -0.159217, -0.327412, 2.2347, 1.0], [1, -0.165065, -0.0482241, 2.17632, 1.0], [2, -0.171706, 0.223755, 2.10568, 1.0], [3, -0.163733, 0.364762, 2.06915, 1.0], [4, -0.353048, 0.134898, 2.14892, 1.0], [5, -0.521491, 0.00422313, 2.19614, 1.0], [6, -0.393791, -0.182225, 2.21819, 1.0], [7, -0.350739, -0.219309, 2.19642, 1.0], [8, 0.0035811, 0.134424, 2.11687, 1.0], [9, 0.186928, 0.00105865, 2.13452, 1.0], [10, 0.0955665, -0.164397, 2.16298, 1.0], [11, 0.0616585, -0.187985, 2.16462, 1.0], [12, -0.238333, -0.322165, 2.2042, 1.0], [13, -0.29151, -0.678354, 2.31301, 1.0], [14, -0.350682, -1.0774, 2.42118, 1.0], [15, -0.358998, -1.14887, 2.35345, 1.0], [16, -0.0754986, -0.323148, 2.19997, 1.0], [17, -0.0104857, -0.66193, 2.29486, 1.0], [18, 0.0739169, -1.07228, 2.40739, 1.0], [19, 0.0811841, -1.14499, 2.34071, 1.0], [20, -0.170107, 0.156727, 2.12559, 1.0], [21, -0.338985, -0.308582, 2.20023, 1.0], [22, -0.388523, -0.252621, 2.21718, 1.0], [23, 0.0290527, -0.222169, 2.15061, 1.0], [24, 0.043213, -0.167607, 2.16548, 1.0]]
[[0, -0.165318, -0.329642, 2.23342, 1.0], [1, -0.167913, -0.049504, 2.17457, 1.0], [2, -0.171935, 0.223226, 2.10362, 1.0], [3, -0.164156, 0.365025, 2.06828, 1.0], [4, -0.355561, 0.135158, 2.14636, 1.0], [5, -0.52552, 0.00800111, 2.19419, 1.0], [6, -0.395805, -0.183033, 2.21465, 1.0], [7, -0.354522, -0.226975, 2.19025, 1.0], [8, 0.000265986, 0.132773, 2.11415, 1.0], [9, 0.181339, -0.00169407, 2.13205, 1.0], [10, 0.0924101, -0.167557, 2.16217, 1.0], [11, 0.0421411, -0.203987, 2.16774, 1.0], [12, -0.244276, -0.323925, 2.20296, 1.0], [13, -0.297375, -0.67654, 2.31188, 1.0], [14, -0.351143, -1.06943, 2.42152, 1.0], [15, -0.35049, -1.15141, 2.35258, 1.0], [16, -0.081541, -0.32575, 2.19854, 1.0], [17, -0.0180432, -0.661354, 2.29418, 1.0], [18, 0.0734789, -1.07028, 2.40797, 1.0], [19, 0.0781151, -1.13948, 2.35186, 1.0], [20, -0.17091, 0.15607, 2.12365, 1.0], [21, -0.342236, -0.312981, 2.19052, 1.0], [22, -0.383407, -0.263204, 2.21202, 1.0], [23, 0.00241601, -0.291225, 2.18098, 1.0], [24, -0.00478549, -0.187126, 2.15007, 1.0]]
[[0, -0.170022, -0.329939, 2.23205, 1.0], [1, -0.170239, -0.0500093, 2.17373, 1.0], [2, -0.172287, 0.222905, 2.10325, 1.0], [3, -0.164724, 0.365264, 2.06767, 1.0], [4, -0.356917, 0.135307, 2.14447, 1.0], [5, -0.528152, 0.00999639, 2.19298, 1.0], [6, -0.437134, -0.159362, 2.20235, 1.0], [7, -0.395346, -0.191227, 2.20477, 1.0], [8, -0.0014069, 0.132121, 2.1131, 1.0], [9, 0.179732, -0.00259138, 2.13201, 1.0], [10, 0.0909076, -0.168374, 2.16206, 1.0], [11, 0.0413517, -0.204343, 2.16785, 1.0], [12, -0.249021, -0.325076, 2.20202, 1.0], [13, -0.29981, -0.674531, 2.31105, 1.0], [14, -0.351246, -1.06944, 2.42155, 1.0], [15, -0.3529, -1.14875, 2.35177, 1.0], [16, -0.0862211, -0.325163, 2.19667, 1.0], [17, -0.0203464, -0.675105, 2.30123, 1.0], [18, 0.0731397, -1.0714, 2.40804, 1.0], [19, 0.0786752, -1.14058, 2.35073, 1.0], [20, -0.171629, 0.155685, 2.12316, 1.0], [21, -0.366629, -0.277189, 2.19809, 1.0], [22, -0.434955, -0.20102, 2.195, 1.0], [23, 0.00033821, -0.291514, 2.1867, 1.0], [24, -0.00663841, -0.184042, 2.15613, 1.0]]
[[0, -0.173479, -0.330105, 2.23083, 1.0], [1, -0.172315, -0.050364, 2.17249, 1.0], [2, -0.172781, 0.22253, 2.10213, 1.0], [3, -0.165566, 0.365103, 2.0667, 1.0], [4, -0.35849, 0.13552, 2.14305, 1.0], [5, -0.530925, 0.0113011, 2.19102, 1.0], [6, -0.438757, -0.1572, 2.20126, 1.0], [7, -0.399704, -0.191377, 2.2015, 1.0], [8, -0.00272247, 0.13143, 2.11235, 1.0], [9, 0.17676, -0.00318197, 2.13197, 1.0], [10, 0.0895361, -0.169734, 2.16158, 1.0], [11, 0.0326415, -0.208038, 2.16768, 1.0], [12, -0.252256, -0.325678, 2.20082, 1.0], [13, -0.303246, -0.6736, 2.30985, 1.0], [14, -0.35105, -1.06984, 2.4214, 1.0], [15, -0.35384, -1.14832, 2.3532, 1.0], [16, -0.0897459, -0.324857, 2.19542, 1.0], [17, -0.0250908, -0.666745, 2.2967, 1.0], [18, 0.0721913, -1.06863, 2.40815, 1.0], [19, 0.0785174, -1.13962, 2.35245, 1.0], [20, -0.172502, 0.155306, 2.12198, 1.0], [21, -0.36745, -0.286, 2.20018, 1.0], [22, -0.450542, -0.192284, 2.19567, 1.0], [23, -0.010039, -0.288558, 2.17337, 1.0], [24, -0.0183719, -0.183423, 2.15391, 1.0]]
[[0, -0.176917, -0.330619, 2.22971, 1.0], [1, -0.174119, -0.0507067, 2.17173, 1.0], [2, -0.173052, 0.222385, 2.10175, 1.0], [3, -0.1659, 0.365145, 2.06601, 1.0], [4, -0.359944, 0.135715, 2.14153, 1.0], [5, -0.533183, 0.0132395, 2.18844, 1.0], [6, -0.440706, -0.154782, 2.19987, 1.0], [7, -0.404753, -0.191564, 2.19821, 1.0], [8, -0.00349229, 0.130823, 2.11186, 1.0], [9, 0.174651, -0.00453122, 2.13238, 1.0], [10, 0.0880677, -0.171372, 2.16136, 1.0], [11, 0.0323128, -0.208202, 2.16772, 1.0], [12, -0.255572, -0.326255, 2.19964, 1.0], [13, -0.307336, -0.668888, 2.30726, 1.0], [14, -0.351218, -1.06084, 2.41913, 1.0], [15, -0.355297, -1.14672, 2.35327, 1.0], [16, -0.0931248, -0.32528, 2.19436, 1.0], [17, -0.0262948, -0.666601, 2.29649, 1.0], [18, 0.0720522, -1.06858, 2.40831, 1.0], [19, 0.0776006, -1.13841, 2.35514, 1.0], [20, -0.17309, 0.155113, 2.12149, 1.0], [21, -0.377102, -0.282437, 2.20401, 1.0], [22, -0.442846, -0.198636, 2.19386, 1.0], [23, -0.0109943, -0.289222, 2.17832, 1.0], [24, -0.0162182, -0.188624, 2.15277, 1.0]]
