[['2, k, 0', [-0.2309437, -0.07966345, 1.0]], ['2, k, 1', [-0.2284437, 0.2228905, 1.0]], ['2, k, 2', [-0.2228731, 0.5159699, 1.0]], ['2, k, 3', [-0.2183058, 0.6474956, 1.0]], ['2, k, 4', [-0.3773493, 0.3883928, 1.0]], ['2, k, 5', [-0.399276, 0.1613063, 1.0]], ['2, k, 6', [-0.4005937, -0.01847146, 1.0]], ['2, k, 7', [-0.3850911, -0.05902293, 1.0]], ['2, k, 8', [-0.07134828, 0.3854912, 1.0]], ['2, k, 9', [-0.05414854, 0.1441208, 1.0]], ['2, k, 10', [-0.0330887, -0.06707984, 1.0]], ['2, k, 11', [-0.03553285, -0.1281498, 1.0]], ['2, k, 12', [-0.2982875, -0.07613912, 1.0]], ['2, k, 13', [-0.3396008, -0.394532, 1.0]], ['2, k, 14', [-0.3400152, -0.6817471, 1.0]], ['2, k, 15', [-0.3537759, -0.7324609, 1.0]], ['2, k, 16', [-0.1560508, -0.08048899, 1.0]], ['2, k, 17', [-0.1555611, -0.4201527, 1.0]], ['2, k, 18', [-0.1473694, -0.6936131, 1.0]], ['2, k, 19', [-0.1154592, -0.7395509, 1.0]], ['2, k, 20', [-0.2245949, 0.4441664, 1.0]], ['2, k, 21', [-0.3828836, -0.131244, 1.0]], ['2, k, 22', [-0.3494669, -0.06280004, 1.0]], ['2, k, 23', [-0.0326808, -0.1978841, 1.0]], ['2, k, 24', [-0.001411388, -0.1079546, 1.0]]]
[['2, k, 0', [-0.2314764, -0.07961429, 1.0]], ['2, k, 1', [-0.2285253, 0.2230547, 1.0]], ['2, k, 2', [-0.2229177, 0.5162446, 1.0]], ['2, k, 3', [-0.2184208, 0.6476637, 1.0]], ['2, k, 4', [-0.3772942, 0.3884616, 1.0]], ['2, k, 5', [-0.3990502, 0.1631617, 1.0]], ['2, k, 6', [-0.3998978, -0.01677205, 1.0]], ['2, k, 7', [-0.3774474, -0.06281344, 1.0]], ['2, k, 8', [-0.07233095, 0.3851809, 1.0]], ['2, k, 9', [-0.0539493, 0.1418141, 1.0]], ['2, k, 10', [-0.02445426, -0.0699046, 1.0]], ['2, k, 11', [-0.02062762, -0.1362504, 1.0]], ['2, k, 12', [-0.2988991, -0.0757629, 1.0]], ['2, k, 13', [-0.3395791, -0.3933227, 1.0]], ['2, k, 14', [-0.3401333, -0.6812406, 1.0]], ['2, k, 15', [-0.3536115, -0.7324882, 1.0]], ['2, k, 16', [-0.156515, -0.08070516, 1.0]], ['2, k, 17', [-0.1553281, -0.4197246, 1.0]], ['2, k, 18', [-0.1471595, -0.6937833, 1.0]], ['2, k, 19', [-0.1156226, -0.7397558, 1.0]], ['2, k, 20', [-0.2246398, 0.4443995, 1.0]], ['2, k, 21', [-0.3817479, -0.1327372, 1.0]], ['2, k, 22', [-0.3339917, -0.06054412, 1.0]], ['2, k, 23', [-0.008102154, -0.2024454, 1.0]], ['2, k, 24', [0.02311588, -0.1421456, 1.0]]]
[['2, k, 0', [-0.2322089, -0.07910959, 1.0]], ['2, k, 1', [-0.2287267, 0.2234702, 1.0]], ['2, k, 2', [-0.2229641, 0.5165746, 1.0]], ['2, k, 3', [-0.2185128, 0.6478658, 1.0]], ['2, k, 4', [-0.3774993, 0.388852, 1.0]], ['2, k, 5', [-0.3997966, 0.1751134, 1.0]], ['2, k, 6', [-0.3994216, -0.005185517, 1.0]], ['2, k, 7', [-0.3758312, -0.05297368, 1.0]], ['2, k, 8', [-0.07427273, 0.3857126, 1.0]], ['2, k, 9', [-0.0528192, 0.1553451, 1.0]], ['2, k, 10', [-0.011129, -0.03704002, 1.0]], ['2, k, 11', [-0.006384796, -0.1054933, 1.0]], ['2, k, 12', [-0.2998018, -0.07501688, 1.0]], ['2, k, 13', [-0.3394328, -0.3924887, 1.0]], ['2, k, 14', [-0.3400775, -0.6809354, 1.0]], ['2, k, 15', [-0.3533952, -0.7324451, 1.0]], ['2, k, 16', [-0.1570579, -0.0804295, 1.0]], ['2, k, 17', [-0.1547469, -0.4190051, 1.0]], ['2, k, 18', [-0.1473354, -0.6933279, 1.0]], ['2, k, 19', [-0.116333, -0.739423, 1.0]], ['2, k, 20', [-0.2247095, 0.4447425, 1.0]], ['2, k, 21', [-0.3779312, -0.1213733, 1.0]], ['2, k, 22', [-0.3335907, -0.0413316, 1.0]], ['2, k, 23', [0.008436745, -0.168543, 1.0]], ['2, k, 24', [0.03596193, -0.1096809, 1.0]]]
[['2, k, 0', [-0.2326184, -0.07838513, 1.0]], ['2, k, 1', [-0.2288457, 0.2241223, 1.0]], ['2, k, 2', [-0.2229923, 0.5170934, 1.0]], ['2, k, 3', [-0.2188709, 0.6483164, 1.0]], ['2, k, 4', [-0.3770844, 0.3894478, 1.0]], ['2, k, 5', [-0.4006588, 0.1769953, 1.0]], ['2, k, 6', [-0.3984774, -0.004379414, 1.0]], ['2, k, 7', [-0.371744, -0.05291022, 1.0]], ['2, k, 8', [-0.07628123, 0.3874081, 1.0]], ['2, k, 9', [-0.04699093, 0.1955419, 1.0]], ['2, k, 10', [-0.003613784, 0.01257656, 1.0]], ['2, k, 11', [0.00329957, -0.048823, 1.0]], ['2, k, 12', [-0.3001624, -0.07434742, 1.0]], ['2, k, 13', [-0.3394451, -0.390644, 1.0]], ['2, k, 14', [-0.3400427, -0.6806267, 1.0]], ['2, k, 15', [-0.3533167, -0.732174, 1.0]], ['2, k, 16', [-0.1574837, -0.07974166, 1.0]], ['2, k, 17', [-0.1533381, -0.4122683, 1.0]], ['2, k, 18', [-0.1471136, -0.6917876, 1.0]], ['2, k, 19', [-0.1167607, -0.739162, 1.0]], ['2, k, 20', [-0.2247484, 0.4452876, 1.0]], ['2, k, 21', [-0.3734068, -0.1225514, 1.0]], ['2, k, 22', [-0.3280264, -0.05771091, 1.0]], ['2, k, 23', [0.02881888, -0.105501, 1.0]], ['2, k, 24', [0.05291294, -0.06306356, 1.0]]]
[['2, k, 0', [-0.2327829, -0.07622037, 1.0]], ['2, k, 1', [-0.2291824, 0.2260001, 1.0]], ['2, k, 2', [-0.2236644, 0.518577, 1.0]], ['2, k, 3', [-0.2192184, 0.6492633, 1.0]], ['2, k, 4', [-0.3745403, 0.3963828, 1.0]], ['2, k, 5', [-0.4006454, 0.1769975, 1.0]], ['2, k, 6', [-0.3970038, -0.004734314, 1.0]], ['2, k, 7', [-0.3693589, -0.05284586, 1.0]], ['2, k, 8', [-0.07516426, 0.3884548, 1.0]], ['2, k, 9', [-0.04117324, 0.1870441, 1.0]], ['2, k, 10', [0.007468665, 0.08251097, 1.0]], ['2, k, 11', [0.00802081, 0.03458312, 1.0]], ['2, k, 12', [-0.3002584, -0.07244749, 1.0]], ['2, k, 13', [-0.3388529, -0.3887726, 1.0]], ['2, k, 14', [-0.3400877, -0.6804278, 1.0]], ['2, k, 15', [-0.353721, -0.7323534, 1.0]], ['2, k, 16', [-0.157718, -0.07744633, 1.0]], ['2, k, 17', [-0.1514646, -0.4054193, 1.0]], ['2, k, 18', [-0.1467247, -0.6910675, 1.0]], ['2, k, 19', [-0.1184062, -0.7385923, 1.0]], ['2, k, 20', [-0.2253172, 0.4468561, 1.0]], ['2, k, 21', [-0.3708593, -0.1211457, 1.0]], ['2, k, 22', [-0.3277564, -0.04128314, 1.0]], ['2, k, 23', [0.0268944, -0.007089497, 1.0]], ['2, k, 24', [0.05420599, 0.01091419, 1.0]]]
[['2, k, 0', [-0.2325669, -0.07473384, 1.0]], ['2, k, 1', [-0.22918, 0.2275303, 1.0]], ['2, k, 2', [-0.2240302, 0.5200223, 1.0]], ['2, k, 3', [-0.2201466, 0.6500802, 1.0]], ['2, k, 4', [-0.3733986, 0.3990886, 1.0]], ['2, k, 5', [-0.400092, 0.1769295, 1.0]], ['2, k, 6', [-0.3948322, -0.004344147, 1.0]], ['2, k, 7', [-0.3651168, -0.05200003, 1.0]], ['2, k, 8', [-0.07477735, 0.3903228, 1.0]], ['2, k, 9', [-0.04161056, 0.2102326, 1.0]], ['2, k, 10', [-0.01210058, 0.2494329, 1.0]], ['2, k, 11', [0.0006480867, 0.1683678, 1.0]], ['2, k, 12', [-0.3001388, -0.07134946, 1.0]], ['2, k, 13', [-0.3382826, -0.3880539, 1.0]], ['2, k, 14', [-0.3400409, -0.6803467, 1.0]], ['2, k, 15', [-0.3538191, -0.73236, 1.0]], ['2, k, 16', [-0.1574077, -0.07560405, 1.0]], ['2, k, 17', [-0.1501208, -0.4021716, 1.0]], ['2, k, 18', [-0.146758, -0.6910147, 1.0]], ['2, k, 19', [-0.1170031, -0.7382387, 1.0]], ['2, k, 20', [-0.2255752, 0.4483244, 1.0]], ['2, k, 21', [-0.3642175, -0.1218948, 1.0]], ['2, k, 22', [-0.3233609, -0.03500948, 1.0]], ['2, k, 23', [0.008138523, 0.1615092, 1.0]], ['2, k, 24', [0.02039533, 0.1711761, 1.0]]]
[['2, k, 0', [-0.2318529, -0.07418612, 1.0]], ['2, k, 1', [-0.2291413, 0.228199, 1.0]], ['2, k, 2', [-0.2247884, 0.5209827, 1.0]], ['2, k, 3', [-0.2204535, 0.6506296, 1.0]], ['2, k, 4', [-0.3737455, 0.3980675, 1.0]], ['2, k, 5', [-0.3992316, 0.1783877, 1.0]], ['2, k, 6', [-0.3919691, -0.004872789, 1.0]], ['2, k, 7', [-0.3608265, -0.05224982, 1.0]], ['2, k, 8', [-0.07490622, 0.392018, 1.0]], ['2, k, 9', [-0.04263213, 0.1863563, 1.0]], ['2, k, 10', [-0.008014041, 0.2187035, 1.0]], ['2, k, 11', [0.005393323, 0.2329075, 1.0]], ['2, k, 12', [-0.2997037, -0.07099319, 1.0]], ['2, k, 13', [-0.3365926, -0.3858421, 1.0]], ['2, k, 14', [-0.340034, -0.6802295, 1.0]], ['2, k, 15', [-0.3543444, -0.7326814, 1.0]], ['2, k, 16', [-0.156382, -0.07486758, 1.0]], ['2, k, 17', [-0.149144, -0.3992318, 1.0]], ['2, k, 18', [-0.1467133, -0.690963, 1.0]], ['2, k, 19', [-0.1185846, -0.7374833, 1.0]], ['2, k, 20', [-0.2260866, 0.4491918, 1.0]], ['2, k, 21', [-0.3580486, -0.1223793, 1.0]], ['2, k, 22', [-0.3157061, -0.02449158, 1.0]], ['2, k, 23', [0.01881139, 0.2134807, 1.0]], ['2, k, 24', [0.02697936, 0.2476161, 1.0]]]
[['2, k, 0', [-0.2314071, -0.07336252, 1.0]], ['2, k, 1', [-0.2293552, 0.2290786, 1.0]], ['2, k, 2', [-0.2259745, 0.5220972, 1.0]], ['2, k, 3', [-0.2205414, 0.6513972, 1.0]], ['2, k, 4', [-0.3739064, 0.3979397, 1.0]], ['2, k, 5', [-0.3982883, 0.1793653, 1.0]], ['2, k, 6', [-0.3903966, -0.003855565, 1.0]], ['2, k, 7', [-0.3587616, -0.04964991, 1.0]], ['2, k, 8', [-0.07958122, 0.3956566, 1.0]], ['2, k, 9', [-0.04771862, 0.2633369, 1.0]], ['2, k, 10', [-0.0174229, 0.2900532, 1.0]], ['2, k, 11', [0.01547144, 0.3179665, 1.0]], ['2, k, 12', [-0.2994271, -0.07051991, 1.0]], ['2, k, 13', [-0.3357131, -0.3858123, 1.0]], ['2, k, 14', [-0.3399441, -0.680433, 1.0]], ['2, k, 15', [-0.355252, -0.7336071, 1.0]], ['2, k, 16', [-0.1557616, -0.07365616, 1.0]], ['2, k, 17', [-0.148982, -0.3989283, 1.0]], ['2, k, 18', [-0.1466846, -0.6908894, 1.0]], ['2, k, 19', [-0.1166888, -0.738224, 1.0]], ['2, k, 20', [-0.226979, 0.4502454, 1.0]], ['2, k, 21', [-0.3510651, -0.1217363, 1.0]], ['2, k, 22', [-0.316175, -0.02594181, 1.0]], ['2, k, 23', [0.05507253, 0.3084807, 1.0]], ['2, k, 24', [0.07306285, 0.3171777, 1.0]]]
[['2, k, 0', [-0.2311883, -0.07016462, 1.0]], ['2, k, 1', [-0.2297295, 0.2317604, 1.0]], ['2, k, 2', [-0.2268654, 0.5241186, 1.0]], ['2, k, 3', [-0.2210601, 0.6525584, 1.0]], ['2, k, 4', [-0.3730622, 0.3995707, 1.0]], ['2, k, 5', [-0.3977516, 0.1796833, 1.0]], ['2, k, 6', [-0.3891368, -0.002460866, 1.0]], ['2, k, 7', [-0.3605271, -0.05069562, 1.0]], ['2, k, 8', [-0.08185525, 0.3976924, 1.0]], ['2, k, 9', [-0.04734425, 0.2771254, 1.0]], ['2, k, 10', [-0.0196355, 0.3271448, 1.0]], ['2, k, 11', [0.01927958, 0.4048241, 1.0]], ['2, k, 12', [-0.2994865, -0.06712522, 1.0]], ['2, k, 13', [-0.3344686, -0.3846619, 1.0]], ['2, k, 14', [-0.339938, -0.6804087, 1.0]], ['2, k, 15', [-0.3551035, -0.7335064, 1.0]], ['2, k, 16', [-0.1553158, -0.07073691, 1.0]], ['2, k, 17', [-0.1484568, -0.3946691, 1.0]], ['2, k, 18', [-0.1466943, -0.6905452, 1.0]], ['2, k, 19', [-0.1176639, -0.7378725, 1.0]], ['2, k, 20', [-0.2277623, 0.4524376, 1.0]], ['2, k, 21', [-0.3534549, -0.1221801, 1.0]], ['2, k, 22', [-0.3196211, -0.03189158, 1.0]], ['2, k, 23', [0.05197705, 0.4119532, 1.0]], ['2, k, 24', [0.05221973, 0.4037075, 1.0]]]
[['2, k, 0', [-0.2300322, -0.06511678, 1.0]], ['2, k, 1', [-0.2300942, 0.2352988, 1.0]], ['2, k, 2', [-0.2283666, 0.5265593, 1.0]], ['2, k, 3', [-0.2216546, 0.6535826, 1.0]], ['2, k, 4', [-0.3723085, 0.4014015, 1.0]], ['2, k, 5', [-0.3968486, 0.18, 1.0]], ['2, k, 6', [-0.372395, -0.02585113, 1.0]], ['2, k, 7', [-0.3734638, -0.03964469, 1.0]], ['2, k, 8', [-0.08314257, 0.3998446, 1.0]], ['2, k, 9', [-0.04674904, 0.2999813, 1.0]], ['2, k, 10', [-0.0145788, 0.4444149, 1.0]], ['2, k, 11', [0.01485495, 0.5015677, 1.0]], ['2, k, 12', [-0.2990855, -0.06236094, 1.0]], ['2, k, 13', [-0.3314273, -0.379936, 1.0]], ['2, k, 14', [-0.3399978, -0.6803811, 1.0]], ['2, k, 15', [-0.3549518, -0.7334166, 1.0]], ['2, k, 16', [-0.1533602, -0.06553004, 1.0]], ['2, k, 17', [-0.1495395, -0.3873106, 1.0]], ['2, k, 18', [-0.1460955, -0.6909922, 1.0]], ['2, k, 19', [-0.1174384, -0.7378629, 1.0]], ['2, k, 20', [-0.2290005, 0.4551127, 1.0]], ['2, k, 21', [-0.3672116, -0.08602179, 1.0]], ['2, k, 22', [-0.3459433, -0.02141655, 1.0]], ['2, k, 23', [0.02849262, 0.5152119, 1.0]], ['2, k, 24', [0.06875121, 0.5199828, 1.0]]]
[['2, k, 0', [-0.2273782, -0.05655968, 1.0]], ['2, k, 1', [-0.2291791, 0.2388974, 1.0]], ['2, k, 2', [-0.2283643, 0.5271006, 1.0]], ['2, k, 3', [-0.222385, 0.6545402, 1.0]], ['2, k, 4', [-0.3722828, 0.4015042, 1.0]], ['2, k, 5', [-0.3968534, 0.1824341, 1.0]], ['2, k, 6', [-0.3859479, 0.007540116, 1.0]], ['2, k, 7', [-0.3819621, -0.01809827, 1.0]], ['2, k, 8', [-0.09161524, 0.4095657, 1.0]], ['2, k, 9', [-0.04504751, 0.3135149, 1.0]], ['2, k, 10', [-0.02220276, 0.4819752, 1.0]], ['2, k, 11', [0.005047752, 0.5952308, 1.0]], ['2, k, 12', [-0.2973878, -0.0545682, 1.0]], ['2, k, 13', [-0.3301163, -0.3777567, 1.0]], ['2, k, 14', [-0.3400369, -0.6805536, 1.0]], ['2, k, 15', [-0.354928, -0.7334039, 1.0]], ['2, k, 16', [-0.149814, -0.05651034, 1.0]], ['2, k, 17', [-0.1498543, -0.384325, 1.0]], ['2, k, 18', [-0.146249, -0.6903993, 1.0]], ['2, k, 19', [-0.1200928, -0.7371291, 1.0]], ['2, k, 20', [-0.228877, 0.456176, 1.0]], ['2, k, 21', [-0.3751411, -0.05024329, 1.0]], ['2, k, 22', [-0.3477226, -0.01277426, 1.0]], ['2, k, 23', [0.02409636, 0.622976, 1.0]], ['2, k, 24', [0.06401177, 0.6132746, 1.0]]]
