[[0, 0, 0, 0, 1.0], [1, 407.286, 322.123, 0.870478, 1.0], [2, 376.456, 320.668, 0.774998, 1.0], [3, 354.407, 348.574, 0.737743, 1.0], [4, 338.27, 366.184, 0.789852, 1.0], [5, 441.047, 323.532, 0.843185, 1.0], [6, 470.468, 354.428, 0.804374, 1.0], [7, 490.991, 367.65, 0.845955, 1.0], [8, 408.759, 423.437, 0.706819, 1.0], [9, 383.829, 424.912, 0.706756, 1.0], [10, 377.919, 507.182, 0.664213, 1.0], [11, 0, 0, 0, 1.0], [12, 432.29, 420.52, 0.694151, 1.0], [13, 451.317, 502.755, 0.72892, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 405.884, 320.642, 0.868669, 1.0], [2, 375.023, 319.17, 0.771041, 1.0], [3, 352.969, 347.118, 0.755841, 1.0], [4, 338.293, 361.759, 0.777419, 1.0], [5, 439.631, 322.097, 0.836836, 1.0], [6, 471.888, 351.486, 0.797919, 1.0], [7, 490.996, 364.73, 0.808252, 1.0], [8, 407.333, 420.51, 0.715311, 1.0], [9, 383.786, 421.973, 0.701891, 1.0], [10, 376.48, 499.848, 0.646051, 1.0], [11, 0, 0, 0, 1.0], [12, 430.856, 419.036, 0.698234, 1.0], [13, 451.334, 508.645, 0.736408, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 395.537, 288.328, 0.113622, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 407.31, 286.921, 0.215724, 1.0], [1, 405.878, 319.171, 0.844998, 1.0], [2, 375.014, 314.805, 0.78444, 1.0], [3, 352.939, 347.067, 0.772443, 1.0], [4, 338.254, 358.886, 0.822429, 1.0], [5, 439.617, 320.666, 0.82289, 1.0], [6, 466.083, 347.038, 0.842245, 1.0], [7, 489.571, 358.892, 0.852332, 1.0], [8, 408.754, 420.525, 0.695286, 1.0], [9, 383.818, 420.544, 0.684429, 1.0], [10, 377.93, 504.212, 0.670917, 1.0], [11, 0, 0, 0, 1.0], [12, 433.724, 419.074, 0.67739, 1.0], [13, 449.865, 501.335, 0.713642, 1.0], [14, 0, 0, 0, 1.0], [15, 402.897, 282.471, 0.214369, 1.0], [16, 416.064, 282.479, 0.20097, 1.0], [17, 392.62, 286.838, 0.257744, 1.0], [18, 421.99, 285.41, 0.194225, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 405.906, 316.273, 0.834526, 1.0], [2, 376.477, 313.366, 0.790659, 1.0], [3, 351.503, 345.588, 0.722688, 1.0], [4, 338.263, 357.391, 0.833799, 1.0], [5, 439.647, 320.604, 0.806125, 1.0], [6, 467.551, 347.04, 0.838871, 1.0], [7, 491.014, 358.781, 0.865751, 1.0], [8, 407.336, 419.037, 0.729003, 1.0], [9, 383.788, 419.077, 0.710668, 1.0], [10, 377.941, 502.78, 0.675486, 1.0], [11, 0, 0, 0, 1.0], [12, 432.264, 417.583, 0.714554, 1.0], [13, 449.852, 499.835, 0.723411, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 392.63, 288.333, 0.0898572, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 407.298, 314.773, 0.831417, 1.0], [2, 377.922, 313.297, 0.806066, 1.0], [3, 348.582, 345.651, 0.715684, 1.0], [4, 338.261, 357.341, 0.765952, 1.0], [5, 441.037, 317.719, 0.803832, 1.0], [6, 470.432, 345.635, 0.827219, 1.0], [7, 491.044, 357.34, 0.847847, 1.0], [8, 407.355, 417.624, 0.726599, 1.0], [9, 383.814, 419.039, 0.706873, 1.0], [10, 377.948, 502.77, 0.677964, 1.0], [11, 0, 0, 0, 1.0], [12, 432.275, 417.569, 0.708672, 1.0], [13, 448.384, 498.389, 0.698319, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 394.119, 286.869, 0.100877, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 416.097, 286.863, 0.14845, 1.0], [1, 405.917, 314.764, 0.83824, 1.0], [2, 376.459, 313.294, 0.800565, 1.0], [3, 347.095, 347.045, 0.752062, 1.0], [4, 335.386, 357.348, 0.765414, 1.0], [5, 441.032, 317.701, 0.81368, 1.0], [6, 471.884, 345.586, 0.841731, 1.0], [7, 492.506, 355.871, 0.824768, 1.0], [8, 408.783, 417.641, 0.720661, 1.0], [9, 383.849, 419.052, 0.700392, 1.0], [10, 379.357, 502.768, 0.666256, 1.0], [11, 0, 0, 0, 1.0], [12, 435.186, 417.59, 0.703009, 1.0], [13, 446.964, 498.349, 0.71515, 1.0], [14, 0, 0, 0, 1.0], [15, 405.88, 279.53, 0.153636, 1.0], [16, 419.067, 279.536, 0.135456, 1.0], [17, 395.544, 285.392, 0.251586, 1.0], [18, 426.358, 285.376, 0.128025, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 395.583, 286.819, 0.0756704, 1.0], [1, 405.863, 311.909, 0.880235, 1.0], [2, 374.98, 311.845, 0.823988, 1.0], [3, 347.052, 345.605, 0.72456, 1.0], [4, 335.378, 354.425, 0.745974, 1.0], [5, 439.621, 313.357, 0.822298, 1.0], [6, 467.537, 342.693, 0.792841, 1.0], [7, 489.584, 350.008, 0.800106, 1.0], [8, 407.322, 417.542, 0.738513, 1.0], [9, 382.401, 417.554, 0.735637, 1.0], [10, 379.364, 501.281, 0.720025, 1.0], [11, 0, 0, 0, 1.0], [12, 432.259, 416.121, 0.712687, 1.0], [13, 446.955, 498.355, 0.73728, 1.0], [14, 0, 0, 0, 1.0], [15, 394.047, 283.901, 0.078293, 1.0], [16, 404.355, 278.07, 0.0670767, 1.0], [17, 389.678, 285.375, 0.102581, 1.0], [18, 414.647, 279.543, 0.126803, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 404.361, 278.076, 0.173322, 1.0], [1, 405.886, 311.876, 0.888285, 1.0], [2, 376.454, 311.792, 0.823904, 1.0], [3, 348.569, 339.737, 0.688852, 1.0], [4, 335.4, 348.615, 0.757913, 1.0], [5, 439.615, 313.324, 0.841818, 1.0], [6, 467.499, 339.743, 0.798884, 1.0], [7, 491.013, 347.101, 0.84389, 1.0], [8, 407.332, 416.117, 0.730645, 1.0], [9, 383.789, 416.141, 0.717241, 1.0], [10, 380.792, 499.831, 0.728149, 1.0], [11, 0, 0, 0, 1.0], [12, 432.267, 416.067, 0.706343, 1.0], [13, 445.489, 495.44, 0.69211, 1.0], [14, 0, 0, 0, 1.0], [15, 398.489, 275.095, 0.158478, 1.0], [16, 410.242, 275.092, 0.15117, 1.0], [17, 391.128, 276.629, 0.20168, 1.0], [18, 419.06, 276.619, 0.220226, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 404.367, 279.544, 0.203902, 1.0], [1, 405.854, 311.828, 0.895094, 1.0], [2, 374.987, 310.434, 0.819277, 1.0], [3, 350.052, 336.838, 0.697994, 1.0], [4, 336.848, 347.109, 0.778036, 1.0], [5, 439.569, 311.901, 0.840512, 1.0], [6, 466.054, 336.784, 0.81813, 1.0], [7, 489.575, 345.64, 0.863374, 1.0], [8, 407.347, 416.127, 0.74049, 1.0], [9, 383.796, 416.151, 0.725637, 1.0], [10, 379.382, 501.341, 0.723663, 1.0], [11, 0, 0, 0, 1.0], [12, 432.303, 416.09, 0.708339, 1.0], [13, 444.03, 496.915, 0.733266, 1.0], [14, 0, 0, 0, 1.0], [15, 397.009, 275.133, 0.211098, 1.0], [16, 411.693, 275.127, 0.198824, 1.0], [17, 389.701, 278.056, 0.231097, 1.0], [18, 417.631, 276.657, 0.228856, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 405.839, 311.784, 0.89252, 1.0], [2, 374.973, 310.367, 0.806673, 1.0], [3, 348.591, 336.837, 0.684795, 1.0], [4, 336.818, 347.054, 0.756361, 1.0], [5, 439.574, 311.855, 0.842683, 1.0], [6, 467.502, 335.392, 0.811198, 1.0], [7, 489.547, 345.559, 0.860243, 1.0], [8, 407.326, 414.655, 0.723613, 1.0], [9, 383.782, 416.061, 0.70914, 1.0], [10, 379.423, 499.793, 0.742749, 1.0], [11, 0, 0, 0, 1.0], [12, 432.257, 414.614, 0.700429, 1.0], [13, 444.049, 493.949, 0.709302, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 394.088, 280.98, 0.0835299, 1.0], [18, 413.152, 276.66, 0.089149, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 404.388, 276.576, 0.347167, 1.0], [1, 405.791, 310.378, 0.907018, 1.0], [2, 373.512, 310.335, 0.830385, 1.0], [3, 347.119, 338.305, 0.696798, 1.0], [4, 335.333, 345.596, 0.760307, 1.0], [5, 438.113, 310.407, 0.848208, 1.0], [6, 464.628, 333.871, 0.84049, 1.0], [7, 489.562, 341.236, 0.813685, 1.0], [8, 407.299, 413.17, 0.715439, 1.0], [9, 383.786, 413.197, 0.702071, 1.0], [10, 380.791, 496.9, 0.747764, 1.0], [11, 0, 0, 0, 1.0], [12, 430.814, 411.688, 0.697561, 1.0], [13, 443.995, 495.432, 0.728154, 1.0], [14, 0, 0, 0, 1.0], [15, 398.488, 270.702, 0.326638, 1.0], [16, 410.23, 270.72, 0.310179, 1.0], [17, 389.685, 275.152, 0.365176, 1.0], [18, 419.051, 275.126, 0.375122, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
