[['2, k, 0', [-0.000672382, -0.294952, 1.0]], ['2, k, 1', [-0.00760136, 0.0189697, 1.0]], ['2, k, 2', [-0.0143209, 0.325263, 1.0]], ['2, k, 3', [-0.0103793, 0.481985, 1.0]], ['2, k, 4', [-0.1896, 0.221138, 1.0]], ['2, k, 5', [-0.217799, -0.0555326, 1.0]], ['2, k, 6', [-0.233471, -0.291235, 1.0]], ['2, k, 7', [-0.221995, -0.331878, 1.0]], ['2, k, 8', [0.1525, 0.214597, 1.0]], ['2, k, 9', [0.191839, -0.0442158, 1.0]], ['2, k, 10', [0.212111, -0.279791, 1.0]], ['2, k, 11', [0.198301, -0.334367, 1.0]], ['2, k, 12', [-0.0786412, -0.289364, 1.0]], ['2, k, 13', [-0.106558, -0.646301, 1.0]], ['2, k, 14', [-0.100026, -0.970728, 1.0]], ['2, k, 15', [-0.125205, -1.03977, 1.0]], ['2, k, 16', [0.0773302, -0.292434, 1.0]], ['2, k, 17', [0.112721, -0.640426, 1.0]], ['2, k, 18', [0.112451, -0.99056, 1.0]], ['2, k, 19', [0.132276, -1.03835, 1.0]], ['2, k, 20', [-0.0126727, 0.2498, 1.0]], ['2, k, 21', [-0.228694, -0.416333, 1.0]], ['2, k, 22', [-0.178374, -0.370276, 1.0]], ['2, k, 23', [0.20224, -0.412601, 1.0]], ['2, k, 24', [0.157291, -0.347748, 1.0]]]
[['2, k, 0', [-0.00106898, -0.294528, 1.0]], ['2, k, 1', [-0.00773087, 0.0191355, 1.0]], ['2, k, 2', [-0.0143327, 0.32534, 1.0]], ['2, k, 3', [-0.010387, 0.481973, 1.0]], ['2, k, 4', [-0.189669, 0.22125, 1.0]], ['2, k, 5', [-0.217999, -0.0571163, 1.0]], ['2, k, 6', [-0.23436, -0.293356, 1.0]], ['2, k, 7', [-0.224279, -0.332752, 1.0]], ['2, k, 8', [0.152273, 0.214596, 1.0]], ['2, k, 9', [0.191746, -0.0453437, 1.0]], ['2, k, 10', [0.21116, -0.281525, 1.0]], ['2, k, 11', [0.199, -0.336059, 1.0]], ['2, k, 12', [-0.0790371, -0.288878, 1.0]], ['2, k, 13', [-0.107066, -0.645338, 1.0]], ['2, k, 14', [-0.10013, -0.970361, 1.0]], ['2, k, 15', [-0.128008, -1.0409, 1.0]], ['2, k, 16', [0.0769429, -0.29208, 1.0]], ['2, k, 17', [0.112385, -0.639937, 1.0]], ['2, k, 18', [0.112612, -0.990515, 1.0]], ['2, k, 19', [0.132232, -1.03958, 1.0]], ['2, k, 20', [-0.012715, 0.249896, 1.0]], ['2, k, 21', [-0.241517, -0.415816, 1.0]], ['2, k, 22', [-0.177819, -0.367119, 1.0]], ['2, k, 23', [0.204084, -0.412477, 1.0]], ['2, k, 24', [0.157011, -0.343023, 1.0]]]
[['2, k, 0', [-0.00127034, -0.294341, 1.0]], ['2, k, 1', [-0.00777957, 0.0191957, 1.0]], ['2, k, 2', [-0.0143085, 0.325368, 1.0]], ['2, k, 3', [-0.0104444, 0.481929, 1.0]], ['2, k, 4', [-0.189679, 0.221429, 1.0]], ['2, k, 5', [-0.218024, -0.0581324, 1.0]], ['2, k, 6', [-0.235487, -0.294676, 1.0]], ['2, k, 7', [-0.226651, -0.332294, 1.0]], ['2, k, 8', [0.152225, 0.2146, 1.0]], ['2, k, 9', [0.191695, -0.0452898, 1.0]], ['2, k, 10', [0.211071, -0.281788, 1.0]], ['2, k, 11', [0.197974, -0.333757, 1.0]], ['2, k, 12', [-0.0792488, -0.288633, 1.0]], ['2, k, 13', [-0.10722, -0.64499, 1.0]], ['2, k, 14', [-0.100105, -0.970248, 1.0]], ['2, k, 15', [-0.128421, -1.04097, 1.0]], ['2, k, 16', [0.0767553, -0.29195, 1.0]], ['2, k, 17', [0.112261, -0.639655, 1.0]], ['2, k, 18', [0.112555, -0.990588, 1.0]], ['2, k, 19', [0.131233, -1.04074, 1.0]], ['2, k, 20', [-0.0127176, 0.249935, 1.0]], ['2, k, 21', [-0.245464, -0.415725, 1.0]], ['2, k, 22', [-0.177568, -0.33804, 1.0]], ['2, k, 23', [0.200957, -0.411858, 1.0]], ['2, k, 24', [0.155993, -0.336414, 1.0]]]
[['2, k, 0', [-0.00159825, -0.294129, 1.0]], ['2, k, 1', [-0.00784376, 0.0192887, 1.0]], ['2, k, 2', [-0.0142608, 0.325428, 1.0]], ['2, k, 3', [-0.0104714, 0.481894, 1.0]], ['2, k, 4', [-0.189683, 0.221457, 1.0]], ['2, k, 5', [-0.218028, -0.0597771, 1.0]], ['2, k, 6', [-0.236781, -0.296659, 1.0]], ['2, k, 7', [-0.227407, -0.331195, 1.0]], ['2, k, 8', [0.152089, 0.214632, 1.0]], ['2, k, 9', [0.191582, -0.0456664, 1.0]], ['2, k, 10', [0.210236, -0.282577, 1.0]], ['2, k, 11', [0.196842, -0.335347, 1.0]], ['2, k, 12', [-0.0795992, -0.288396, 1.0]], ['2, k, 13', [-0.10756, -0.644613, 1.0]], ['2, k, 14', [-0.0999667, -0.969413, 1.0]], ['2, k, 15', [-0.128034, -1.03998, 1.0]], ['2, k, 16', [0.0764477, -0.291762, 1.0]], ['2, k, 17', [0.112147, -0.639642, 1.0]], ['2, k, 18', [0.112563, -0.990441, 1.0]], ['2, k, 19', [0.129986, -1.04161, 1.0]], ['2, k, 20', [-0.0126992, 0.249992, 1.0]], ['2, k, 21', [-0.24684, -0.414799, 1.0]], ['2, k, 22', [-0.177102, -0.33526, 1.0]], ['2, k, 23', [0.198831, -0.411621, 1.0]], ['2, k, 24', [0.156752, -0.340805, 1.0]]]
[['2, k, 0', [-0.0017603, -0.294131, 1.0]], ['2, k, 1', [-0.00789156, 0.0192986, 1.0]], ['2, k, 2', [-0.0142573, 0.325432, 1.0]], ['2, k, 3', [-0.0105232, 0.481867, 1.0]], ['2, k, 4', [-0.189686, 0.221581, 1.0]], ['2, k, 5', [-0.218151, -0.0604551, 1.0]], ['2, k, 6', [-0.238207, -0.297722, 1.0]], ['2, k, 7', [-0.229651, -0.331574, 1.0]], ['2, k, 8', [0.151733, 0.214615, 1.0]], ['2, k, 9', [0.191226, -0.0475048, 1.0]], ['2, k, 10', [0.208579, -0.284895, 1.0]], ['2, k, 11', [0.196047, -0.334261, 1.0]], ['2, k, 12', [-0.0797963, -0.288379, 1.0]], ['2, k, 13', [-0.107898, -0.643396, 1.0]], ['2, k, 14', [-0.0999384, -0.969226, 1.0]], ['2, k, 15', [-0.129262, -1.04061, 1.0]], ['2, k, 16', [0.0762645, -0.291783, 1.0]], ['2, k, 17', [0.111793, -0.640266, 1.0]], ['2, k, 18', [0.112779, -0.991686, 1.0]], ['2, k, 19', [0.129699, -1.04055, 1.0]], ['2, k, 20', [-0.0127017, 0.249996, 1.0]], ['2, k, 21', [-0.249732, -0.415955, 1.0]], ['2, k, 22', [-0.182053, -0.358393, 1.0]], ['2, k, 23', [0.200102, -0.412542, 1.0]], ['2, k, 24', [0.156828, -0.340066, 1.0]]]
[['2, k, 0', [-0.00210109, -0.293811, 1.0]], ['2, k, 1', [-0.00802029, 0.0194235, 1.0]], ['2, k, 2', [-0.0142813, 0.325469, 1.0]], ['2, k, 3', [-0.0105485, 0.481857, 1.0]], ['2, k, 4', [-0.18978, 0.221664, 1.0]], ['2, k, 5', [-0.218023, -0.0604065, 1.0]], ['2, k, 6', [-0.238692, -0.297965, 1.0]], ['2, k, 7', [-0.229033, -0.329903, 1.0]], ['2, k, 8', [0.151504, 0.214569, 1.0]], ['2, k, 9', [0.191126, -0.0476708, 1.0]], ['2, k, 10', [0.207839, -0.285385, 1.0]], ['2, k, 11', [0.194877, -0.334367, 1.0]], ['2, k, 12', [-0.0801401, -0.287989, 1.0]], ['2, k, 13', [-0.107965, -0.643409, 1.0]], ['2, k, 14', [-0.0998929, -0.969412, 1.0]], ['2, k, 15', [-0.129698, -1.04101, 1.0]], ['2, k, 16', [0.0759427, -0.291535, 1.0]], ['2, k, 17', [0.11152, -0.640038, 1.0]], ['2, k, 18', [0.112749, -0.991694, 1.0]], ['2, k, 19', [0.129587, -1.04102, 1.0]], ['2, k, 20', [-0.0127492, 0.250051, 1.0]], ['2, k, 21', [-0.246976, -0.415476, 1.0]], ['2, k, 22', [-0.180166, -0.324717, 1.0]], ['2, k, 23', [0.198266, -0.405808, 1.0]], ['2, k, 24', [0.155281, -0.332466, 1.0]]]
[['2, k, 0', [-0.0021695, -0.293654, 1.0]], ['2, k, 1', [-0.00814097, 0.0195474, 1.0]], ['2, k, 2', [-0.0144277, 0.325543, 1.0]], ['2, k, 3', [-0.0106269, 0.481864, 1.0]], ['2, k, 4', [-0.189814, 0.221721, 1.0]], ['2, k, 5', [-0.218041, -0.0612499, 1.0]], ['2, k, 6', [-0.238846, -0.299345, 1.0]], ['2, k, 7', [-0.229886, -0.329572, 1.0]], ['2, k, 8', [0.151265, 0.214649, 1.0]], ['2, k, 9', [0.190703, -0.049826, 1.0]], ['2, k, 10', [0.207475, -0.287886, 1.0]], ['2, k, 11', [0.194951, -0.333938, 1.0]], ['2, k, 12', [-0.0802016, -0.287821, 1.0]], ['2, k, 13', [-0.108056, -0.643428, 1.0]], ['2, k, 14', [-0.0999895, -0.969599, 1.0]], ['2, k, 15', [-0.130065, -1.04134, 1.0]], ['2, k, 16', [0.0758736, -0.291392, 1.0]], ['2, k, 17', [0.111425, -0.640009, 1.0]], ['2, k, 18', [0.112746, -0.991596, 1.0]], ['2, k, 19', [0.129513, -1.04287, 1.0]], ['2, k, 20', [-0.0128866, 0.250137, 1.0]], ['2, k, 21', [-0.243269, -0.415118, 1.0]], ['2, k, 22', [-0.184336, -0.336247, 1.0]], ['2, k, 23', [0.190997, -0.413627, 1.0]], ['2, k, 24', [0.155983, -0.338633, 1.0]]]
[['2, k, 0', [-0.00217954, -0.293425, 1.0]], ['2, k, 1', [-0.00818897, 0.0195853, 1.0]], ['2, k, 2', [-0.0145316, 0.325475, 1.0]], ['2, k, 3', [-0.0106935, 0.481825, 1.0]], ['2, k, 4', [-0.189911, 0.221784, 1.0]], ['2, k, 5', [-0.218013, -0.0613682, 1.0]], ['2, k, 6', [-0.238004, -0.299939, 1.0]], ['2, k, 7', [-0.226487, -0.332446, 1.0]], ['2, k, 8', [0.150757, 0.214755, 1.0]], ['2, k, 9', [0.190586, -0.0499339, 1.0]], ['2, k, 10', [0.206247, -0.288402, 1.0]], ['2, k, 11', [0.19385, -0.334177, 1.0]], ['2, k, 12', [-0.0801939, -0.28762, 1.0]], ['2, k, 13', [-0.108176, -0.643571, 1.0]], ['2, k, 14', [-0.100092, -0.969654, 1.0]], ['2, k, 15', [-0.130169, -1.04155, 1.0]], ['2, k, 16', [0.0758485, -0.291147, 1.0]], ['2, k, 17', [0.111005, -0.639898, 1.0]], ['2, k, 18', [0.112654, -0.991517, 1.0]], ['2, k, 19', [0.129811, -1.0427, 1.0]], ['2, k, 20', [-0.0129627, 0.250108, 1.0]], ['2, k, 21', [-0.240304, -0.410923, 1.0]], ['2, k, 22', [-0.184517, -0.344009, 1.0]], ['2, k, 23', [0.200591, -0.405038, 1.0]], ['2, k, 24', [0.156843, -0.337742, 1.0]]]
[['2, k, 0', [-0.00241444, -0.292958, 1.0]], ['2, k, 1', [-0.00829075, 0.0196702, 1.0]], ['2, k, 2', [-0.0145805, 0.325412, 1.0]], ['2, k, 3', [-0.0107694, 0.481761, 1.0]], ['2, k, 4', [-0.189926, 0.221935, 1.0]], ['2, k, 5', [-0.217965, -0.0617521, 1.0]], ['2, k, 6', [-0.235611, -0.300848, 1.0]], ['2, k, 7', [-0.224143, -0.335581, 1.0]], ['2, k, 8', [0.150718, 0.214873, 1.0]], ['2, k, 9', [0.190378, -0.0499736, 1.0]], ['2, k, 10', [0.199969, -0.289171, 1.0]], ['2, k, 11', [0.193531, -0.338739, 1.0]], ['2, k, 12', [-0.0804212, -0.287172, 1.0]], ['2, k, 13', [-0.108407, -0.643854, 1.0]], ['2, k, 14', [-0.100125, -0.969653, 1.0]], ['2, k, 15', [-0.130389, -1.04159, 1.0]], ['2, k, 16', [0.0756193, -0.290679, 1.0]], ['2, k, 17', [0.110559, -0.640346, 1.0]], ['2, k, 18', [0.112687, -0.991515, 1.0]], ['2, k, 19', [0.129641, -1.04233, 1.0]], ['2, k, 20', [-0.0130064, 0.250083, 1.0]], ['2, k, 21', [-0.231088, -0.412738, 1.0]], ['2, k, 22', [-0.179584, -0.348474, 1.0]], ['2, k, 23', [0.195299, -0.411872, 1.0]], ['2, k, 24', [0.148473, -0.331663, 1.0]]]
[['2, k, 0', [-0.00337915, -0.292849, 1.0]], ['2, k, 1', [-0.0088581, 0.01974, 1.0]], ['2, k, 2', [-0.0147781, 0.3254, 1.0]], ['2, k, 3', [-0.0107899, 0.481721, 1.0]], ['2, k, 4', [-0.189973, 0.222043, 1.0]], ['2, k, 5', [-0.217846, -0.0616859, 1.0]], ['2, k, 6', [-0.231502, -0.301327, 1.0]], ['2, k, 7', [-0.218664, -0.334211, 1.0]], ['2, k, 8', [0.150201, 0.214701, 1.0]], ['2, k, 9', [0.190095, -0.0501887, 1.0]], ['2, k, 10', [0.201635, -0.289493, 1.0]], ['2, k, 11', [0.1933, -0.33523, 1.0]], ['2, k, 12', [-0.0812833, -0.287308, 1.0]], ['2, k, 13', [-0.108103, -0.643423, 1.0]], ['2, k, 14', [-0.10046, -0.969892, 1.0]], ['2, k, 15', [-0.130818, -1.0416, 1.0]], ['2, k, 16', [0.0745271, -0.29029, 1.0]], ['2, k, 17', [0.110318, -0.640046, 1.0]], ['2, k, 18', [0.11232, -0.991471, 1.0]], ['2, k, 19', [0.128685, -1.04352, 1.0]], ['2, k, 20', [-0.0132831, 0.250085, 1.0]], ['2, k, 21', [-0.223139, -0.412243, 1.0]], ['2, k, 22', [-0.179601, -0.36072, 1.0]], ['2, k, 23', [0.202134, -0.408588, 1.0]], ['2, k, 24', [0.150959, -0.337749, 1.0]]]
[['2, k, 0', [-0.00384514, -0.292854, 1.0]], ['2, k, 1', [-0.00901072, 0.0197379, 1.0]], ['2, k, 2', [-0.0147793, 0.325384, 1.0]], ['2, k, 3', [-0.0108195, 0.481683, 1.0]], ['2, k, 4', [-0.190046, 0.222113, 1.0]], ['2, k, 5', [-0.217627, -0.0620912, 1.0]], ['2, k, 6', [-0.227268, -0.302154, 1.0]], ['2, k, 7', [-0.216633, -0.336149, 1.0]], ['2, k, 8', [0.149998, 0.21454, 1.0]], ['2, k, 9', [0.189583, -0.0493709, 1.0]], ['2, k, 10', [0.20217, -0.288823, 1.0]], ['2, k, 11', [0.194478, -0.335469, 1.0]], ['2, k, 12', [-0.081772, -0.287475, 1.0]], ['2, k, 13', [-0.108189, -0.643361, 1.0]], ['2, k, 14', [-0.100939, -0.969873, 1.0]], ['2, k, 15', [-0.130936, -1.0418, 1.0]], ['2, k, 16', [0.0740685, -0.290147, 1.0]], ['2, k, 17', [0.109359, -0.641366, 1.0]], ['2, k, 18', [0.112635, -0.994623, 1.0]], ['2, k, 19', [0.128223, -1.04573, 1.0]], ['2, k, 20', [-0.0133024, 0.250071, 1.0]], ['2, k, 21', [-0.213919, -0.413452, 1.0]], ['2, k, 22', [-0.177128, -0.345139, 1.0]], ['2, k, 23', [0.201483, -0.410526, 1.0]], ['2, k, 24', [0.15698, -0.352867, 1.0]]]
