[['2, k, 0', [-0.2324768, -0.1245911, 1.0]], ['2, k, 1', [-0.2324868, 0.1369894, 1.0]], ['2, k, 2', [-0.2296843, 0.3931143, 1.0]], ['2, k, 3', [-0.2330136, 0.527712, 1.0]], ['2, k, 4', [-0.4018911, 0.2729176, 1.0]], ['2, k, 5', [-0.4661158, 0.01273057, 1.0]], ['2, k, 6', [-0.4916011, -0.181619, 1.0]], ['2, k, 7', [-0.514806, -0.2076204, 1.0]], ['2, k, 8', [-0.06276614, 0.2833204, 1.0]], ['2, k, 9', [-0.01245142, 0.01539967, 1.0]], ['2, k, 10', [0.03425248, -0.1719712, 1.0]], ['2, k, 11', [0.03371639, -0.1812968, 1.0]], ['2, k, 12', [-0.3053762, -0.1250625, 1.0]], ['2, k, 13', [-0.3940265, -0.233538, 1.0]], ['2, k, 14', [-0.3948696, -0.6097913, 1.0]], ['2, k, 15', [-0.413422, -0.6720783, 1.0]], ['2, k, 16', [-0.1549721, -0.1221625, 1.0]], ['2, k, 17', [-0.03350044, -0.2246269, 1.0]], ['2, k, 18', [-0.03783674, -0.6025158, 1.0]], ['2, k, 19', [-0.0118523, -0.6642538, 1.0]], ['2, k, 20', [-0.2306604, 0.3297567, 1.0]], ['2, k, 21', [-0.5147341, -0.2311883, 1.0]], ['2, k, 22', [-0.5226122, -0.2017794, 1.0]], ['2, k, 23', [0.04215211, -0.2002447, 1.0]], ['2, k, 24', [0.0204412, -0.1761355, 1.0]]]
[['2, k, 0', [-0.2329478, -0.1260625, 1.0]], ['2, k, 1', [-0.2318065, 0.1359583, 1.0]], ['2, k, 2', [-0.2280349, 0.3922396, 1.0]], ['2, k, 3', [-0.2310575, 0.5267466, 1.0]], ['2, k, 4', [-0.4004764, 0.2728164, 1.0]], ['2, k, 5', [-0.4675646, 0.01368261, 1.0]], ['2, k, 6', [-0.508439, -0.1872296, 1.0]], ['2, k, 7', [-0.5245256, -0.2304312, 1.0]], ['2, k, 8', [-0.06169907, 0.2819211, 1.0]], ['2, k, 9', [-0.01251334, 0.01385786, 1.0]], ['2, k, 10', [0.03438901, -0.1733164, 1.0]], ['2, k, 11', [0.0336198, -0.1818636, 1.0]], ['2, k, 12', [-0.3054516, -0.1258338, 1.0]], ['2, k, 13', [-0.3939666, -0.2336047, 1.0]], ['2, k, 14', [-0.3947741, -0.6098543, 1.0]], ['2, k, 15', [-0.4137638, -0.6720515, 1.0]], ['2, k, 16', [-0.1559793, -0.1243318, 1.0]], ['2, k, 17', [-0.03336703, -0.2248075, 1.0]], ['2, k, 18', [-0.03745452, -0.6018183, 1.0]], ['2, k, 19', [-0.01165149, -0.6639892, 1.0]], ['2, k, 20', [-0.2292736, 0.3288611, 1.0]], ['2, k, 21', [-0.5336657, -0.2902235, 1.0]], ['2, k, 22', [-0.5302399, -0.2085227, 1.0]], ['2, k, 23', [0.04203725, -0.2000416, 1.0]], ['2, k, 24', [0.02066438, -0.1772307, 1.0]]]
[['2, k, 0', [-0.233275, -0.126406, 1.0]], ['2, k, 1', [-0.2315962, 0.1360007, 1.0]], ['2, k, 2', [-0.2267546, 0.3930873, 1.0]], ['2, k, 3', [-0.2291368, 0.5266141, 1.0]], ['2, k, 4', [-0.3982096, 0.2731898, 1.0]], ['2, k, 5', [-0.4719758, 0.01515885, 1.0]], ['2, k, 6', [-0.520496, -0.1803693, 1.0]], ['2, k, 7', [-0.5372274, -0.2440661, 1.0]], ['2, k, 8', [-0.06183239, 0.2824017, 1.0]], ['2, k, 9', [-0.01259078, 0.0143079, 1.0]], ['2, k, 10', [0.03382136, -0.1731402, 1.0]], ['2, k, 11', [0.03302538, -0.184528, 1.0]], ['2, k, 12', [-0.3055658, -0.1259828, 1.0]], ['2, k, 13', [-0.3937913, -0.23359, 1.0]], ['2, k, 14', [-0.3945489, -0.609901, 1.0]], ['2, k, 15', [-0.4136996, -0.6718084, 1.0]], ['2, k, 16', [-0.1565492, -0.124822, 1.0]], ['2, k, 17', [-0.03332946, -0.2248223, 1.0]], ['2, k, 18', [-0.03748786, -0.6018039, 1.0]], ['2, k, 19', [-0.01121591, -0.6637529, 1.0]], ['2, k, 20', [-0.2283214, 0.3294292, 1.0]], ['2, k, 21', [-0.5418249, -0.3089196, 1.0]], ['2, k, 22', [-0.5515964, -0.2880417, 1.0]], ['2, k, 23', [0.04189989, -0.2073381, 1.0]], ['2, k, 24', [0.02472256, -0.1830167, 1.0]]]
[['2, k, 0', [-0.2341835, -0.1260842, 1.0]], ['2, k, 1', [-0.2315989, 0.1359965, 1.0]], ['2, k, 2', [-0.2264361, 0.392872, 1.0]], ['2, k, 3', [-0.2265489, 0.527352, 1.0]], ['2, k, 4', [-0.3964012, 0.2733064, 1.0]], ['2, k, 5', [-0.4793755, 0.01971261, 1.0]], ['2, k, 6', [-0.5372144, -0.1708659, 1.0]], ['2, k, 7', [-0.5636972, -0.2387442, 1.0]], ['2, k, 8', [-0.06048412, 0.2811655, 1.0]], ['2, k, 9', [-0.01227548, 0.01297046, 1.0]], ['2, k, 10', [0.03318496, -0.1744016, 1.0]], ['2, k, 11', [0.03345059, -0.1812629, 1.0]], ['2, k, 12', [-0.3076117, -0.1249034, 1.0]], ['2, k, 13', [-0.3938195, -0.2332067, 1.0]], ['2, k, 14', [-0.3945989, -0.609767, 1.0]], ['2, k, 15', [-0.413269, -0.6714011, 1.0]], ['2, k, 16', [-0.1567746, -0.1248164, 1.0]], ['2, k, 17', [-0.03336794, -0.2249424, 1.0]], ['2, k, 18', [-0.03775588, -0.6026167, 1.0]], ['2, k, 19', [-0.01179519, -0.6640753, 1.0]], ['2, k, 20', [-0.2281239, 0.3293092, 1.0]], ['2, k, 21', [-0.5743127, -0.2999339, 1.0]], ['2, k, 22', [-0.5597896, -0.2442077, 1.0]], ['2, k, 23', [0.03360496, -0.1989683, 1.0]], ['2, k, 24', [0.02080538, -0.1790352, 1.0]]]
[['2, k, 0', [-0.2335092, -0.125854, 1.0]], ['2, k, 1', [-0.2298159, 0.1358984, 1.0]], ['2, k, 2', [-0.2234132, 0.3922563, 1.0]], ['2, k, 3', [-0.2241866, 0.5260717, 1.0]], ['2, k, 4', [-0.3952807, 0.2742447, 1.0]], ['2, k, 5', [-0.4862537, 0.02761714, 1.0]], ['2, k, 6', [-0.5819396, -0.1762679, 1.0]], ['2, k, 7', [-0.595962, -0.2399721, 1.0]], ['2, k, 8', [-0.06056018, 0.2819695, 1.0]], ['2, k, 9', [-0.01238172, 0.01373468, 1.0]], ['2, k, 10', [0.03300976, -0.1737578, 1.0]], ['2, k, 11', [0.0340703, -0.1822319, 1.0]], ['2, k, 12', [-0.3071037, -0.1248414, 1.0]], ['2, k, 13', [-0.3937984, -0.2331682, 1.0]], ['2, k, 14', [-0.3944487, -0.6096547, 1.0]], ['2, k, 15', [-0.413299, -0.6714003, 1.0]], ['2, k, 16', [-0.1557514, -0.1243432, 1.0]], ['2, k, 17', [-0.03349521, -0.2250421, 1.0]], ['2, k, 18', [-0.03805481, -0.6032658, 1.0]], ['2, k, 19', [-0.011819, -0.6640487, 1.0]], ['2, k, 20', [-0.2253519, 0.3288562, 1.0]], ['2, k, 21', [-0.6013902, -0.3033666, 1.0]], ['2, k, 22', [-0.5888616, -0.2748087, 1.0]], ['2, k, 23', [0.04120473, -0.2063755, 1.0]], ['2, k, 24', [0.02092082, -0.1785333, 1.0]]]
[['2, k, 0', [-0.2343676, -0.1255358, 1.0]], ['2, k, 1', [-0.2297026, 0.1359685, 1.0]], ['2, k, 2', [-0.2219036, 0.3923596, 1.0]], ['2, k, 3', [-0.2199849, 0.5267239, 1.0]], ['2, k, 4', [-0.39435, 0.275213, 1.0]], ['2, k, 5', [-0.5330041, 0.0578736, 1.0]], ['2, k, 6', [-0.6369734, -0.126682, 1.0]], ['2, k, 7', [-0.6646183, -0.189828, 1.0]], ['2, k, 8', [-0.05777548, 0.2798766, 1.0]], ['2, k, 9', [-0.01202301, 0.01133176, 1.0]], ['2, k, 10', [0.03392913, -0.1760248, 1.0]], ['2, k, 11', [0.03420753, -0.182442, 1.0]], ['2, k, 12', [-0.3087362, -0.1238116, 1.0]], ['2, k, 13', [-0.3938384, -0.2332921, 1.0]], ['2, k, 14', [-0.3942942, -0.6094745, 1.0]], ['2, k, 15', [-0.4132575, -0.6713548, 1.0]], ['2, k, 16', [-0.1561222, -0.1243826, 1.0]], ['2, k, 17', [-0.0335025, -0.2250755, 1.0]], ['2, k, 18', [-0.03807915, -0.6033885, 1.0]], ['2, k, 19', [-0.01151762, -0.66397, 1.0]], ['2, k, 20', [-0.2242892, 0.3289773, 1.0]], ['2, k, 21', [-0.69443, -0.2570465, 1.0]], ['2, k, 22', [-0.6829184, -0.2003037, 1.0]], ['2, k, 23', [0.03766814, -0.2068612, 1.0]], ['2, k, 24', [0.02065492, -0.1786951, 1.0]]]
[['2, k, 0', [-0.2352772, -0.1251924, 1.0]], ['2, k, 1', [-0.2293281, 0.1359735, 1.0]], ['2, k, 2', [-0.2191889, 0.3918351, 1.0]], ['2, k, 3', [-0.2168039, 0.5261201, 1.0]], ['2, k, 4', [-0.3933335, 0.2765102, 1.0]], ['2, k, 5', [-0.5399196, 0.06270395, 1.0]], ['2, k, 6', [-0.6513118, -0.1056067, 1.0]], ['2, k, 7', [-0.6997406, -0.1660814, 1.0]], ['2, k, 8', [-0.05638922, 0.2793323, 1.0]], ['2, k, 9', [-0.01170716, 0.0107746, 1.0]], ['2, k, 10', [0.03386293, -0.176598, 1.0]], ['2, k, 11', [0.03238114, -0.1814219, 1.0]], ['2, k, 12', [-0.3099205, -0.1230931, 1.0]], ['2, k, 13', [-0.3940202, -0.233343, 1.0]], ['2, k, 14', [-0.3942892, -0.6094645, 1.0]], ['2, k, 15', [-0.413177, -0.671398, 1.0]], ['2, k, 16', [-0.1566268, -0.1243559, 1.0]], ['2, k, 17', [-0.0335205, -0.2250845, 1.0]], ['2, k, 18', [-0.03826031, -0.6036565, 1.0]], ['2, k, 19', [-0.01173161, -0.6643523, 1.0]], ['2, k, 20', [-0.2222615, 0.3286425, 1.0]], ['2, k, 21', [-0.7346002, -0.2311553, 1.0]], ['2, k, 22', [-0.7096109, -0.1552819, 1.0]], ['2, k, 23', [0.03873936, -0.2066824, 1.0]], ['2, k, 24', [0.02398359, -0.1789642, 1.0]]]
[['2, k, 0', [-0.2349528, -0.1254049, 1.0]], ['2, k, 1', [-0.2273948, 0.1359577, 1.0]], ['2, k, 2', [-0.2154031, 0.3922554, 1.0]], ['2, k, 3', [-0.2138136, 0.5262921, 1.0]], ['2, k, 4', [-0.3924225, 0.2796845, 1.0]], ['2, k, 5', [-0.5546829, 0.08035312, 1.0]], ['2, k, 6', [-0.6857549, -0.05729324, 1.0]], ['2, k, 7', [-0.7280133, -0.1214237, 1.0]], ['2, k, 8', [-0.0570408, 0.2804186, 1.0]], ['2, k, 9', [-0.01150507, 0.01194239, 1.0]], ['2, k, 10', [0.03322502, -0.1758046, 1.0]], ['2, k, 11', [0.0329783, -0.1812934, 1.0]], ['2, k, 12', [-0.3088363, -0.1235658, 1.0]], ['2, k, 13', [-0.394097, -0.2335967, 1.0]], ['2, k, 14', [-0.3941922, -0.6093516, 1.0]], ['2, k, 15', [-0.4131615, -0.670898, 1.0]], ['2, k, 16', [-0.1566065, -0.1244384, 1.0]], ['2, k, 17', [-0.03367291, -0.2253778, 1.0]], ['2, k, 18', [-0.03865865, -0.6039753, 1.0]], ['2, k, 19', [-0.01174006, -0.6647518, 1.0]], ['2, k, 20', [-0.2188254, 0.3289253, 1.0]], ['2, k, 21', [-0.7750384, -0.1814174, 1.0]], ['2, k, 22', [-0.7276466, -0.1493357, 1.0]], ['2, k, 23', [0.0377427, -0.2072706, 1.0]], ['2, k, 24', [0.02150603, -0.1782404, 1.0]]]
[['2, k, 0', [-0.2353575, -0.1251982, 1.0]], ['2, k, 1', [-0.2268, 0.1361608, 1.0]], ['2, k, 2', [-0.2134432, 0.3925703, 1.0]], ['2, k, 3', [-0.2092373, 0.5263808, 1.0]], ['2, k, 4', [-0.3919867, 0.2821153, 1.0]], ['2, k, 5', [-0.5702695, 0.1025037, 1.0]], ['2, k, 6', [-0.7064763, -0.03420982, 1.0]], ['2, k, 7', [-0.7639704, -0.0936921, 1.0]], ['2, k, 8', [-0.05563007, 0.2798284, 1.0]], ['2, k, 9', [-0.01129151, 0.01128149, 1.0]], ['2, k, 10', [0.03421829, -0.176496, 1.0]], ['2, k, 11', [0.03413263, -0.1800006, 1.0]], ['2, k, 12', [-0.3091066, -0.1232947, 1.0]], ['2, k, 13', [-0.3941326, -0.2336192, 1.0]], ['2, k, 14', [-0.3940156, -0.6095823, 1.0]], ['2, k, 15', [-0.4131151, -0.670863, 1.0]], ['2, k, 16', [-0.1572226, -0.1243785, 1.0]], ['2, k, 17', [-0.03352529, -0.2257684, 1.0]], ['2, k, 18', [-0.03869596, -0.604012, 1.0]], ['2, k, 19', [-0.01177316, -0.6650197, 1.0]], ['2, k, 20', [-0.2171905, 0.329219, 1.0]], ['2, k, 21', [-0.8114215, -0.1545445, 1.0]], ['2, k, 22', [-0.75932, -0.09204831, 1.0]], ['2, k, 23', [0.03358557, -0.1988373, 1.0]], ['2, k, 24', [0.02161321, -0.1789381, 1.0]]]
[['2, k, 0', [-0.2350947, -0.1244805, 1.0]], ['2, k, 1', [-0.2253839, 0.1367513, 1.0]], ['2, k, 2', [-0.2115003, 0.3927243, 1.0]], ['2, k, 3', [-0.2053651, 0.5268563, 1.0]], ['2, k, 4', [-0.3909591, 0.284068, 1.0]], ['2, k, 5', [-0.58762, 0.128418, 1.0]], ['2, k, 6', [-0.7401969, 0.002778119, 1.0]], ['2, k, 7', [-0.7959163, -0.05349275, 1.0]], ['2, k, 8', [-0.05357591, 0.2785217, 1.0]], ['2, k, 9', [-0.0104586, 0.009919677, 1.0]], ['2, k, 10', [0.03383499, -0.1779246, 1.0]], ['2, k, 11', [0.0334753, -0.1836946, 1.0]], ['2, k, 12', [-0.3090244, -0.1223095, 1.0]], ['2, k, 13', [-0.3942435, -0.2337498, 1.0]], ['2, k, 14', [-0.394053, -0.6098747, 1.0]], ['2, k, 15', [-0.4131355, -0.6709592, 1.0]], ['2, k, 16', [-0.1567715, -0.1238889, 1.0]], ['2, k, 17', [-0.03351115, -0.2258051, 1.0]], ['2, k, 18', [-0.03846288, -0.6034167, 1.0]], ['2, k, 19', [-0.01152469, -0.6646933, 1.0]], ['2, k, 20', [-0.2152922, 0.3294947, 1.0]], ['2, k, 21', [-0.8542942, -0.1139083, 1.0]], ['2, k, 22', [-0.7966049, -0.06014435, 1.0]], ['2, k, 23', [0.04088477, -0.2073269, 1.0]], ['2, k, 24', [0.02865399, -0.1883368, 1.0]]]
[['2, k, 0', [-0.2337369, -0.1244164, 1.0]], ['2, k, 1', [-0.2222338, 0.1367121, 1.0]], ['2, k, 2', [-0.2079485, 0.3925604, 1.0]], ['2, k, 3', [-0.2017455, 0.5251614, 1.0]], ['2, k, 4', [-0.3908079, 0.2845839, 1.0]], ['2, k, 5', [-0.600096, 0.1436258, 1.0]], ['2, k, 6', [-0.7595431, 0.03397164, 1.0]], ['2, k, 7', [-0.8270894, -0.01190325, 1.0]], ['2, k, 8', [-0.05026122, 0.2768396, 1.0]], ['2, k, 9', [-0.009727282, 0.007901002, 1.0]], ['2, k, 10', [0.03387226, -0.1802893, 1.0]], ['2, k, 11', [0.034824, -0.1856062, 1.0]], ['2, k, 12', [-0.3075081, -0.1221936, 1.0]], ['2, k, 13', [-0.3942939, -0.2338014, 1.0]], ['2, k, 14', [-0.3940894, -0.6099325, 1.0]], ['2, k, 15', [-0.4131991, -0.6711354, 1.0]], ['2, k, 16', [-0.1554824, -0.1239177, 1.0]], ['2, k, 17', [-0.03347655, -0.2257544, 1.0]], ['2, k, 18', [-0.03845892, -0.6034644, 1.0]], ['2, k, 19', [-0.0115358, -0.664611, 1.0]], ['2, k, 20', [-0.2117333, 0.3293534, 1.0]], ['2, k, 21', [-0.8833031, -0.06405233, 1.0]], ['2, k, 22', [-0.832207, -0.01469431, 1.0]], ['2, k, 23', [0.04186338, -0.2071676, 1.0]], ['2, k, 24', [0.02352891, -0.1810172, 1.0]]]
