[[0, -0.1777173, -0.1340688, 3.147176, 1], [1, -0.1765359, 0.1136596, 3.117842, 1], [2, -0.1749024, 0.355791, 3.077309, 1], [3, -0.1767007, 0.4864761, 3.07024, 1], [4, -0.321398, 0.2474707, 3.044656, 1], [5, -0.3863392, 0.01240235, 3.042023, 1], [6, -0.3759965, -0.1787159, 2.948912, 1], [7, -0.370891, -0.2038523, 2.919099, 1], [8, -0.02650147, 0.2508167, 3.087652, 1], [9, 0.03787357, -0.01002361, 3.078864, 1], [10, 0.08131265, -0.1993467, 3.020639, 1], [11, 0.08946463, -0.2394611, 3.004071, 1], [12, -0.2447285, -0.1330504, 3.107416, 1], [13, -0.2668662, -0.269419, 2.809172, 1], [14, -0.2524258, -0.604427, 2.816543, 1], [15, -0.2480166, -0.6636724, 2.737023, 1], [16, -0.1068401, -0.1322345, 3.117482, 1], [17, 0.01848437, -0.2663359, 2.85503, 1], [18, 0.01248093, -0.6032802, 2.855124, 1], [19, 0.02398022, -0.6637233, 2.772703, 1], [20, -0.175416, 0.2960209, 3.089569, 1], [21, -0.3628424, -0.2688841, 2.903046, 1], [22, -0.341314, -0.1944809, 2.887143, 1], [23, 0.1010402, -0.306027, 3.001224, 1], [24, 0.1151065, -0.254141, 3.0055, 1]]
[[0, -0.1776559, -0.1341727, 3.147173, 1], [1, -0.1766959, 0.1135607, 3.117994, 1], [2, -0.1756633, 0.3557264, 3.077838, 1], [3, -0.1767977, 0.486673, 3.071182, 1], [4, -0.3217227, 0.2474148, 3.045864, 1], [5, -0.3860721, 0.01371275, 3.042967, 1], [6, -0.3759516, -0.1717782, 2.950031, 1], [7, -0.3667677, -0.2011592, 2.919203, 1], [8, -0.02695117, 0.2506776, 3.087221, 1], [9, 0.04016929, -0.009367691, 3.065675, 1], [10, 0.08314588, -0.1963726, 2.998621, 1], [11, 0.091661, -0.2371177, 2.978594, 1], [12, -0.2447025, -0.133212, 3.107497, 1], [13, -0.2668546, -0.2693398, 2.80938, 1], [14, -0.2522452, -0.6043879, 2.818322, 1], [15, -0.2484818, -0.6637459, 2.73873, 1], [16, -0.1067197, -0.1323172, 3.117409, 1], [17, 0.01870156, -0.2666153, 2.855246, 1], [18, 0.0123824, -0.6034995, 2.855294, 1], [19, 0.02429922, -0.6636308, 2.772764, 1], [20, -0.1759904, 0.2959355, 3.089993, 1], [21, -0.3596929, -0.2635738, 2.896549, 1], [22, -0.3454277, -0.2008672, 2.875505, 1], [23, 0.1026032, -0.3062063, 2.972956, 1], [24, 0.1114136, -0.22067, 2.961313, 1]]
[[0, -0.1780937, -0.1342188, 3.147071, 1], [1, -0.1777078, 0.1135893, 3.118514, 1], [2, -0.1774554, 0.3559602, 3.079427, 1], [3, -0.1774322, 0.4872289, 3.073605, 1], [4, -0.3218131, 0.2474333, 3.046275, 1], [5, -0.3862003, 0.0138255, 3.043765, 1], [6, -0.3771373, -0.1670232, 2.947968, 1], [7, -0.366473, -0.2001124, 2.914147, 1], [8, -0.02698878, 0.2499619, 3.086447, 1], [9, 0.04283791, 0.002993464, 3.042634, 1], [10, 0.09246748, -0.1933005, 2.96301, 1], [11, 0.0962903, -0.2370285, 2.946513, 1], [12, -0.2452815, -0.1331417, 3.107448, 1], [13, -0.2668335, -0.2693042, 2.809348, 1], [14, -0.2524855, -0.6042044, 2.817008, 1], [15, -0.2484729, -0.6639124, 2.737918, 1], [16, -0.1070491, -0.1324459, 3.117274, 1], [17, 0.01899219, -0.2665808, 2.855425, 1], [18, 0.01279288, -0.6032057, 2.854015, 1], [19, 0.02399808, -0.6636263, 2.772661, 1], [20, -0.1775908, 0.2961098, 3.09129, 1], [21, -0.3623932, -0.257996, 2.891424, 1], [22, -0.3431958, -0.2070303, 2.875763, 1], [23, 0.1084679, -0.3033554, 2.936732, 1], [24, 0.122315, -0.230021, 2.932833, 1]]
[[0, -0.1782048, -0.1341282, 3.147004, 1], [1, -0.1780137, 0.1137488, 3.118902, 1], [2, -0.1779901, 0.3562258, 3.080713, 1], [3, -0.1779125, 0.4874977, 3.075398, 1], [4, -0.3240344, 0.2481871, 3.050609, 1], [5, -0.3864716, 0.01444492, 3.045625, 1], [6, -0.3735708, -0.1737462, 2.938268, 1], [7, -0.3540109, -0.2015944, 2.898692, 1], [8, -0.02738189, 0.249947, 3.085925, 1], [9, 0.04718756, 0.005805268, 3.025872, 1], [10, 0.09543356, -0.1695364, 2.931906, 1], [11, 0.09912227, -0.2232591, 2.911065, 1], [12, -0.2454326, -0.1330553, 3.10739, 1], [13, -0.2668864, -0.2692682, 2.809531, 1], [14, -0.2524845, -0.6041145, 2.816835, 1], [15, -0.248856, -0.6639279, 2.737553, 1], [16, -0.1071217, -0.1323459, 3.117205, 1], [17, 0.02111834, -0.2634627, 2.858467, 1], [18, 0.01263445, -0.6034899, 2.854128, 1], [19, 0.02429933, -0.6650188, 2.770673, 1], [20, -0.1780811, 0.2963544, 3.092332, 1], [21, -0.3579639, -0.2529029, 2.882552, 1], [22, -0.3133383, -0.1924142, 2.85975, 1], [23, 0.1176085, -0.2888947, 2.908624, 1], [24, 0.1329709, -0.2508691, 2.904083, 1]]
[[0, -0.1784347, -0.1340749, 3.146838, 1], [1, -0.1788255, 0.113858, 3.119611, 1], [2, -0.1797622, 0.3564269, 3.083268, 1], [3, -0.1784444, 0.4865354, 3.078174, 1], [4, -0.3240664, 0.2483085, 3.050897, 1], [5, -0.3861413, 0.01563474, 3.046606, 1], [6, -0.3718245, -0.1607129, 2.942468, 1], [7, -0.3509072, -0.1964804, 2.899801, 1], [8, -0.02817212, 0.2505747, 3.085303, 1], [9, 0.05402428, 0.01514289, 2.996572, 1], [10, 0.09994464, -0.1580933, 2.897017, 1], [11, 0.1040669, -0.198551, 2.871965, 1], [12, -0.2457802, -0.1329596, 3.107056, 1], [13, -0.2670446, -0.2690148, 2.809594, 1], [14, -0.2527111, -0.6040275, 2.816367, 1], [15, -0.2492602, -0.6638033, 2.737439, 1], [16, -0.1072504, -0.1323181, 3.117159, 1], [17, 0.02216862, -0.2622778, 2.858629, 1], [18, 0.01241047, -0.6033786, 2.854406, 1], [19, 0.02437187, -0.6649739, 2.771126, 1], [20, -0.1796072, 0.2965356, 3.094367, 1], [21, -0.3496016, -0.2545024, 2.865155, 1], [22, -0.3060323, -0.1863677, 2.8724, 1], [23, 0.1288838, -0.2564274, 2.856996, 1], [24, 0.1396709, -0.19783, 2.851316, 1]]
[[0, -0.1788789, -0.1338611, 3.146599, 1], [1, -0.1792899, 0.1149943, 3.121918, 1], [2, -0.1791437, 0.3597606, 3.091788, 1], [3, -0.1787155, 0.4871847, 3.080122, 1], [4, -0.3256033, 0.2482548, 3.053722, 1], [5, -0.385966, 0.01758764, 3.048036, 1], [6, -0.3650732, -0.1562988, 2.937622, 1], [7, -0.3489935, -0.1928423, 2.895047, 1], [8, -0.02962312, 0.2518762, 3.083038, 1], [9, 0.05942729, 0.0490854, 2.953768, 1], [10, 0.1210838, -0.09475053, 2.8056, 1], [11, 0.1333207, -0.1313253, 2.782039, 1], [12, -0.2463131, -0.1328043, 3.106698, 1], [13, -0.2673415, -0.2688469, 2.809293, 1], [14, -0.2530743, -0.6037743, 2.815906, 1], [15, -0.2496087, -0.6635813, 2.737127, 1], [16, -0.1076073, -0.1320501, 3.117036, 1], [17, 0.02147875, -0.2642508, 2.857522, 1], [18, 0.01228654, -0.6043632, 2.853976, 1], [19, 0.02396621, -0.6652339, 2.771366, 1], [20, -0.179406, 0.2992366, 3.101074, 1], [21, -0.345597, -0.2482729, 2.847224, 1], [22, -0.3068364, -0.1862578, 2.858, 1], [23, 0.154772, -0.1769194, 2.762734, 1], [24, 0.1591268, -0.119299, 2.754786, 1]]
[[0, -0.1791583, -0.1334658, 3.146485, 1], [1, -0.1796239, 0.1157482, 3.123459, 1], [2, -0.179285, 0.3603975, 3.094458, 1], [3, -0.1791765, 0.4874035, 3.082408, 1], [4, -0.3267844, 0.2484713, 3.056916, 1], [5, -0.3866085, 0.02449511, 3.052457, 1], [6, -0.3649684, -0.1487935, 2.94104, 1], [7, -0.3488117, -0.1872417, 2.892792, 1], [8, -0.032576, 0.2549302, 3.081519, 1], [9, 0.05918296, 0.127072, 2.940069, 1], [10, 0.1273817, 0.02333794, 2.747015, 1], [11, 0.1452515, -0.01534037, 2.703223, 1], [12, -0.2466177, -0.1325705, 3.106396, 1], [13, -0.2674259, -0.268796, 2.809251, 1], [14, -0.2529666, -0.6037438, 2.816036, 1], [15, -0.2493703, -0.6637287, 2.737067, 1], [16, -0.1079032, -0.1313597, 3.117149, 1], [17, 0.02141342, -0.2640611, 2.857649, 1], [18, 0.01253265, -0.6036961, 2.853914, 1], [19, 0.02390474, -0.6634812, 2.770627, 1], [20, -0.1795908, 0.299961, 3.103621, 1], [21, -0.3465231, -0.2454314, 2.844224, 1], [22, -0.3055117, -0.1840779, 2.86, 1], [23, 0.1585994, -0.06501532, 2.63817, 1], [24, 0.1891472, -0.0637314, 2.671286, 1]]
[[0, -0.1791635, -0.1334127, 3.146508, 1], [1, -0.1808638, 0.1157971, 3.124877, 1], [2, -0.1830835, 0.3598273, 3.09693, 1], [3, -0.1793194, 0.4861003, 3.087144, 1], [4, -0.3270843, 0.2484416, 3.059353, 1], [5, -0.3867595, 0.02478299, 3.05269, 1], [6, -0.3642185, -0.1466286, 2.941183, 1], [7, -0.3428937, -0.1841859, 2.894495, 1], [8, -0.03535713, 0.2572013, 3.079984, 1], [9, 0.05925512, 0.1617138, 2.914866, 1], [10, 0.1273926, 0.07452779, 2.71771, 1], [11, 0.1536675, 0.03689142, 2.661654, 1], [12, -0.2466309, -0.1325737, 3.106393, 1], [13, -0.2676743, -0.2686095, 2.809527, 1], [14, -0.2531543, -0.6031206, 2.815561, 1], [15, -0.2496105, -0.6634666, 2.737004, 1], [16, -0.1078563, -0.1311203, 3.117277, 1], [17, 0.02148735, -0.2640035, 2.85764, 1], [18, 0.01269486, -0.6022881, 2.853837, 1], [19, 0.02409454, -0.6635612, 2.771552, 1], [20, -0.1826053, 0.2995981, 3.105891, 1], [21, -0.3343037, -0.2389135, 2.827965, 1], [22, -0.2998826, -0.1701981, 2.903083, 1], [23, 0.1790974, -0.01170088, 2.612267, 1], [24, 0.1906399, 0.0097606, 2.6345, 1]]
[[0, -0.1790117, -0.1323536, 3.146446, 1], [1, -0.1812125, 0.1165937, 3.125916, 1], [2, -0.1837959, 0.3602103, 3.098304, 1], [3, -0.1796968, 0.4870612, 3.087849, 1], [4, -0.3277824, 0.2492733, 3.06177, 1], [5, -0.3907877, 0.03461141, 3.058657, 1], [6, -0.3631867, -0.1364125, 2.942401, 1], [7, -0.342885, -0.1729478, 2.894582, 1], [8, -0.04268602, 0.2669022, 3.072694, 1], [9, 0.07801509, 0.2623454, 2.897094, 1], [10, 0.1279598, 0.1985638, 2.704035, 1], [11, 0.143693, 0.2526879, 2.624744, 1], [12, -0.2465519, -0.1321257, 3.106658, 1], [13, -0.2683465, -0.2675247, 2.809656, 1], [14, -0.2532583, -0.6028131, 2.815612, 1], [15, -0.2492273, -0.6635779, 2.738701, 1], [16, -0.1075612, -0.1290464, 3.116567, 1], [17, 0.02190314, -0.2630923, 2.85761, 1], [18, 0.01296872, -0.6016347, 2.853791, 1], [19, 0.02389876, -0.6638526, 2.773464, 1], [20, -0.1832402, 0.3000939, 3.107231, 1], [21, -0.3428414, -0.2237978, 2.841167, 1], [22, -0.3087651, -0.163113, 2.88175, 1], [23, 0.1733812, 0.2399503, 2.562899, 1], [24, 0.144736, 0.258793, 2.63425, 1]]
[[0, -0.1786328, -0.1314028, 3.146492, 1], [1, -0.1814615, 0.1175836, 3.126475, 1], [2, -0.1845704, 0.361223, 3.098696, 1], [3, -0.1796496, 0.4861256, 3.090693, 1], [4, -0.3274966, 0.2499048, 3.062704, 1], [5, -0.3902824, 0.03751196, 3.061545, 1], [6, -0.3622221, -0.1350344, 2.942179, 1], [7, -0.3424613, -0.1697756, 2.895713, 1], [8, -0.04516571, 0.2704687, 3.07193, 1], [9, 0.07596087, 0.2951975, 2.881326, 1], [10, 0.1200972, 0.3133568, 2.67734, 1], [11, 0.1396597, 0.313804, 2.636179, 1], [12, -0.2463377, -0.1316412, 3.106708, 1], [13, -0.2691637, -0.265961, 2.810158, 1], [14, -0.2529613, -0.6025922, 2.815491, 1], [15, -0.2493543, -0.6641266, 2.738161, 1], [16, -0.1070111, -0.1276955, 3.11666, 1], [17, 0.0220482, -0.2629682, 2.857236, 1], [18, 0.01374745, -0.6024472, 2.853101, 1], [19, 0.02509372, -0.6649425, 2.770355, 1], [20, -0.1838814, 0.301091, 3.107692, 1], [21, -0.3431799, -0.2223577, 2.837692, 1], [22, -0.3040824, -0.1610048, 2.885124, 1], [23, 0.1615624, 0.3173005, 2.574244, 1], [24, 0.1606108, 0.3048213, 2.633429, 1]]
[[0, -0.177655, -0.1299688, 3.146615, 1], [1, -0.1811714, 0.1184977, 3.127124, 1], [2, -0.1846164, 0.3617133, 3.099156, 1], [3, -0.1795683, 0.4859696, 3.091646, 1], [4, -0.3254125, 0.2511974, 3.063437, 1], [5, -0.3901525, 0.03802216, 3.061684, 1], [6, -0.3526357, -0.1513565, 2.921809, 1], [7, -0.3319208, -0.1851974, 2.876876, 1], [8, -0.04437436, 0.2759857, 3.074713, 1], [9, 0.05906538, 0.3643343, 2.894914, 1], [10, 0.1215175, 0.3641105, 2.695063, 1], [11, 0.1380619, 0.4364274, 2.643867, 1], [12, -0.2455612, -0.1307188, 3.107074, 1], [13, -0.2695525, -0.2653399, 2.810179, 1], [14, -0.2553045, -0.6019009, 2.819177, 1], [15, -0.2494693, -0.6638362, 2.738008, 1], [16, -0.1058419, -0.1258187, 3.11652, 1], [17, 0.02231544, -0.2629879, 2.8571, 1], [18, 0.01355064, -0.6021601, 2.853307, 1], [19, 0.02523726, -0.6647877, 2.7703, 1], [20, -0.1838657, 0.3016747, 3.108217, 1], [21, -0.3284586, -0.2384005, 2.821734, 1], [22, -0.2926794, -0.173845, 2.88075, 1], [23, 0.1781638, 0.4387447, 2.563485, 1], [24, 0.1628528, 0.42263, 2.629538, 1]]
