[['2, k, 0', [-0.07706671, -0.259218, 1.0]], ['2, k, 1', [-0.08548462, -0.04802894, 1.0]], ['2, k, 2', [-0.09144416, 0.1605668, 1.0]], ['2, k, 3', [-0.1049354, 0.2903443, 1.0]], ['2, k, 4', [-0.24023, 0.0797798, 1.0]], ['2, k, 5', [-0.2340911, -0.1225556, 1.0]], ['2, k, 6', [-0.2293174, -0.1965752, 1.0]], ['2, k, 7', [-0.2409246, -0.246354, 1.0]], ['2, k, 8', [0.06497219, 0.1011393, 1.0]], ['2, k, 9', [0.09667122, -0.0901472, 1.0]], ['2, k, 10', [0.1065468, -0.2232863, 1.0]], ['2, k, 11', [0.104067, -0.2619709, 1.0]], ['2, k, 12', [-0.1597272, -0.258875, 1.0]], ['2, k, 13', [-0.2073569, -0.3022918, 1.0]], ['2, k, 14', [-0.2233633, -0.7043709, 1.0]], ['2, k, 15', [-0.1969237, -0.7547663, 1.0]], ['2, k, 16', [0.007420961, -0.2529844, 1.0]], ['2, k, 17', [0.06992222, -0.3416684, 1.0]], ['2, k, 18', [0.09839065, -0.7379552, 1.0]], ['2, k, 19', [0.1041517, -0.7987744, 1.0]], ['2, k, 20', [-0.09045613, 0.1092296, 1.0]], ['2, k, 21', [-0.2164983, -0.2752041, 1.0]], ['2, k, 22', [-0.2897765, -0.2561784, 1.0]], ['2, k, 23', [0.0904078, -0.3101232, 1.0]], ['2, k, 24', [0.05347833, -0.2554906, 1.0]]]
[['2, k, 0', [-0.08380536, -0.2538068, 1.0]], ['2, k, 1', [-0.08677631, -0.04625594, 1.0]], ['2, k, 2', [-0.09138461, 0.1605835, 1.0]], ['2, k, 3', [-0.1046918, 0.2903275, 1.0]], ['2, k, 4', [-0.2406431, 0.079804, 1.0]], ['2, k, 5', [-0.2559879, -0.1212395, 1.0]], ['2, k, 6', [-0.23487, -0.1947274, 1.0]], ['2, k, 7', [-0.2568737, -0.2390003, 1.0]], ['2, k, 8', [0.06465065, 0.1011078, 1.0]], ['2, k, 9', [0.09662111, -0.09022649, 1.0]], ['2, k, 10', [0.1083929, -0.2244351, 1.0]], ['2, k, 11', [0.1009705, -0.2635637, 1.0]], ['2, k, 12', [-0.1670761, -0.2532937, 1.0]], ['2, k, 13', [-0.2080524, -0.3010669, 1.0]], ['2, k, 14', [-0.2235064, -0.7043948, 1.0]], ['2, k, 15', [-0.1968583, -0.7548786, 1.0]], ['2, k, 16', [0.001471633, -0.2478341, 1.0]], ['2, k, 17', [0.0699197, -0.3417458, 1.0]], ['2, k, 18', [0.09849028, -0.7380277, 1.0]], ['2, k, 19', [0.1026371, -0.7932771, 1.0]], ['2, k, 20', [-0.09043138, 0.1093348, 1.0]], ['2, k, 21', [-0.2656149, -0.279606, 1.0]], ['2, k, 22', [-0.2988305, -0.2252851, 1.0]], ['2, k, 23', [0.09062725, -0.3061082, 1.0]], ['2, k, 24', [0.05113144, -0.2531758, 1.0]]]
[['2, k, 0', [-0.08614375, -0.251487, 1.0]], ['2, k, 1', [-0.08794218, -0.04507897, 1.0]], ['2, k, 2', [-0.0914086, 0.1605558, 1.0]], ['2, k, 3', [-0.1046908, 0.2905522, 1.0]], ['2, k, 4', [-0.2410053, 0.08046799, 1.0]], ['2, k, 5', [-0.2542852, -0.1190096, 1.0]], ['2, k, 6', [-0.2349848, -0.195129, 1.0]], ['2, k, 7', [-0.2386068, -0.2425359, 1.0]], ['2, k, 8', [0.06488433, 0.1010416, 1.0]], ['2, k, 9', [0.09647115, -0.09021722, 1.0]], ['2, k, 10', [0.1428537, -0.2004878, 1.0]], ['2, k, 11', [0.1254268, -0.2501439, 1.0]], ['2, k, 12', [-0.1698478, -0.2504736, 1.0]], ['2, k, 13', [-0.2084822, -0.3001196, 1.0]], ['2, k, 14', [-0.2236586, -0.7042912, 1.0]], ['2, k, 15', [-0.1968503, -0.7548423, 1.0]], ['2, k, 16', [-0.0003326304, -0.2461081, 1.0]], ['2, k, 17', [0.07004347, -0.3420129, 1.0]], ['2, k, 18', [0.0984937, -0.7382393, 1.0]], ['2, k, 19', [0.1041155, -0.7951522, 1.0]], ['2, k, 20', [-0.0905395, 0.1093772, 1.0]], ['2, k, 21', [-0.2054459, -0.2730612, 1.0]], ['2, k, 22', [-0.2899399, -0.21939, 1.0]], ['2, k, 23', [0.118948, -0.3112842, 1.0]], ['2, k, 24', [0.09426831, -0.2415227, 1.0]]]
[['2, k, 0', [-0.08687262, -0.250555, 1.0]], ['2, k, 1', [-0.08824191, -0.04440099, 1.0]], ['2, k, 2', [-0.09132637, 0.1605505, 1.0]], ['2, k, 3', [-0.104772, 0.2905459, 1.0]], ['2, k, 4', [-0.2410713, 0.080534, 1.0]], ['2, k, 5', [-0.2553412, -0.1197003, 1.0]], ['2, k, 6', [-0.2354619, -0.1943568, 1.0]], ['2, k, 7', [-0.2496861, -0.2348884, 1.0]], ['2, k, 8', [0.06525904, 0.1009508, 1.0]], ['2, k, 9', [0.09656763, -0.09013529, 1.0]], ['2, k, 10', [0.1150098, -0.2271055, 1.0]], ['2, k, 11', [0.1034719, -0.2669129, 1.0]], ['2, k, 12', [-0.1706208, -0.2495363, 1.0]], ['2, k, 13', [-0.2085986, -0.2993419, 1.0]], ['2, k, 14', [-0.22381, -0.7043563, 1.0]], ['2, k, 15', [-0.1968447, -0.7547324, 1.0]], ['2, k, 16', [-0.0009657299, -0.2452453, 1.0]], ['2, k, 17', [0.0700397, -0.3420225, 1.0]], ['2, k, 18', [0.09858163, -0.7376452, 1.0]], ['2, k, 19', [0.1040086, -0.7947291, 1.0]], ['2, k, 20', [-0.09049185, 0.1094468, 1.0]], ['2, k, 21', [-0.2558711, -0.275835, 1.0]], ['2, k, 22', [-0.291038, -0.2246754, 1.0]], ['2, k, 23', [0.08444658, -0.3101459, 1.0]], ['2, k, 24', [0.05295827, -0.2543133, 1.0]]]
[['2, k, 0', [-0.08672436, -0.2515077, 1.0]], ['2, k, 1', [-0.08837322, -0.04448234, 1.0]], ['2, k, 2', [-0.09157324, 0.1605698, 1.0]], ['2, k, 3', [-0.1049339, 0.2906267, 1.0]], ['2, k, 4', [-0.2412257, 0.08021705, 1.0]], ['2, k, 5', [-0.2535117, -0.1174997, 1.0]], ['2, k, 6', [-0.2351852, -0.1951898, 1.0]], ['2, k, 7', [-0.2376537, -0.2433316, 1.0]], ['2, k, 8', [0.06473193, 0.1007562, 1.0]], ['2, k, 9', [0.09639637, -0.08829372, 1.0]], ['2, k, 10', [0.1176497, -0.2269655, 1.0]], ['2, k, 11', [0.1149276, -0.2521896, 1.0]], ['2, k, 12', [-0.1702927, -0.2506369, 1.0]], ['2, k, 13', [-0.2086321, -0.2987498, 1.0]], ['2, k, 14', [-0.2239224, -0.7045085, 1.0]], ['2, k, 15', [-0.1968965, -0.7544272, 1.0]], ['2, k, 16', [-0.0009794732, -0.2461126, 1.0]], ['2, k, 17', [0.07004323, -0.3419119, 1.0]], ['2, k, 18', [0.09863183, -0.7368557, 1.0]], ['2, k, 19', [0.1040579, -0.7967647, 1.0]], ['2, k, 20', [-0.09073694, 0.1094725, 1.0]], ['2, k, 21', [-0.2024636, -0.2729668, 1.0]], ['2, k, 22', [-0.2830251, -0.2746063, 1.0]], ['2, k, 23', [0.09967223, -0.2999932, 1.0]], ['2, k, 24', [0.07601012, -0.23932, 1.0]]]
[['2, k, 0', [-0.08669496, -0.2519453, 1.0]], ['2, k, 1', [-0.08848812, -0.04452618, 1.0]], ['2, k, 2', [-0.09173509, 0.1605611, 1.0]], ['2, k, 3', [-0.1051939, 0.2907076, 1.0]], ['2, k, 4', [-0.2415696, 0.0801973, 1.0]], ['2, k, 5', [-0.2580455, -0.1184072, 1.0]], ['2, k, 6', [-0.2365417, -0.1941626, 1.0]], ['2, k, 7', [-0.2434896, -0.2346649, 1.0]], ['2, k, 8', [0.06378146, 0.1007852, 1.0]], ['2, k, 9', [0.1005768, -0.07996435, 1.0]], ['2, k, 10', [0.116893, -0.2287457, 1.0]], ['2, k, 11', [0.1095827, -0.2606364, 1.0]], ['2, k, 12', [-0.1701081, -0.2511953, 1.0]], ['2, k, 13', [-0.2086618, -0.2981395, 1.0]], ['2, k, 14', [-0.2239932, -0.7045167, 1.0]], ['2, k, 15', [-0.1967074, -0.7543103, 1.0]], ['2, k, 16', [-0.001090546, -0.2464776, 1.0]], ['2, k, 17', [0.07012513, -0.3417445, 1.0]], ['2, k, 18', [0.09861259, -0.7363448, 1.0]], ['2, k, 19', [0.1039472, -0.7963259, 1.0]], ['2, k, 20', [-0.09091014, 0.1094815, 1.0]], ['2, k, 21', [-0.2502244, -0.2737758, 1.0]], ['2, k, 22', [-0.2858419, -0.2649689, 1.0]], ['2, k, 23', [0.09233122, -0.3076885, 1.0]], ['2, k, 24', [0.05912105, -0.25197, 1.0]]]
[['2, k, 0', [-0.08626122, -0.2523383, 1.0]], ['2, k, 1', [-0.0885012, -0.04453397, 1.0]], ['2, k, 2', [-0.09194037, 0.1605526, 1.0]], ['2, k, 3', [-0.1054989, 0.2908108, 1.0]], ['2, k, 4', [-0.2417262, 0.08009923, 1.0]], ['2, k, 5', [-0.2541715, -0.1177167, 1.0]], ['2, k, 6', [-0.2362291, -0.1945815, 1.0]], ['2, k, 7', [-0.2363526, -0.2427484, 1.0]], ['2, k, 8', [0.06273719, 0.101188, 1.0]], ['2, k, 9', [0.1000619, -0.0795021, 1.0]], ['2, k, 10', [0.1141029, -0.2268888, 1.0]], ['2, k, 11', [0.1078097, -0.2606902, 1.0]], ['2, k, 12', [-0.1695805, -0.2518222, 1.0]], ['2, k, 13', [-0.2086352, -0.2976433, 1.0]], ['2, k, 14', [-0.2241432, -0.7044061, 1.0]], ['2, k, 15', [-0.1967946, -0.7541219, 1.0]], ['2, k, 16', [-0.0007403633, -0.2466764, 1.0]], ['2, k, 17', [0.07023928, -0.3417067, 1.0]], ['2, k, 18', [0.09878231, -0.7366065, 1.0]], ['2, k, 19', [0.1035653, -0.7968582, 1.0]], ['2, k, 20', [-0.09105411, 0.1094922, 1.0]], ['2, k, 21', [-0.202767, -0.2720332, 1.0]], ['2, k, 22', [-0.2847334, -0.2732038, 1.0]], ['2, k, 23', [0.09555042, -0.3086823, 1.0]], ['2, k, 24', [0.05833631, -0.2545163, 1.0]]]
[['2, k, 0', [-0.08637887, -0.2524225, 1.0]], ['2, k, 1', [-0.08888994, -0.0446087, 1.0]], ['2, k, 2', [-0.09248109, 0.1603113, 1.0]], ['2, k, 3', [-0.1057884, 0.2907932, 1.0]], ['2, k, 4', [-0.2417752, 0.0798585, 1.0]], ['2, k, 5', [-0.2570328, -0.1191134, 1.0]], ['2, k, 6', [-0.2371821, -0.1937192, 1.0]], ['2, k, 7', [-0.2368802, -0.2390093, 1.0]], ['2, k, 8', [0.06224615, 0.1014004, 1.0]], ['2, k, 9', [0.1004002, -0.07877641, 1.0]], ['2, k, 10', [0.121466, -0.2241418, 1.0]], ['2, k, 11', [0.1085962, -0.2606272, 1.0]], ['2, k, 12', [-0.1698671, -0.2520146, 1.0]], ['2, k, 13', [-0.208251, -0.296186, 1.0]], ['2, k, 14', [-0.2241621, -0.7044128, 1.0]], ['2, k, 15', [-0.1968241, -0.7541879, 1.0]], ['2, k, 16', [-0.0007700615, -0.246697, 1.0]], ['2, k, 17', [0.07025076, -0.3416922, 1.0]], ['2, k, 18', [0.09874034, -0.7366799, 1.0]], ['2, k, 19', [0.1036323, -0.7966158, 1.0]], ['2, k, 20', [-0.09155908, 0.1093397, 1.0]], ['2, k, 21', [-0.2027343, -0.2703938, 1.0]], ['2, k, 22', [-0.285848, -0.2205745, 1.0]], ['2, k, 23', [0.09323157, -0.3084007, 1.0]], ['2, k, 24', [0.06116534, -0.2525705, 1.0]]]
[['2, k, 0', [-0.08609178, -0.2524412, 1.0]], ['2, k, 1', [-0.0889161, -0.0446074, 1.0]], ['2, k, 2', [-0.09270562, 0.1601891, 1.0]], ['2, k, 3', [-0.1061246, 0.2908298, 1.0]], ['2, k, 4', [-0.2423483, 0.07948304, 1.0]], ['2, k, 5', [-0.2587833, -0.1173126, 1.0]], ['2, k, 6', [-0.2596593, -0.2006979, 1.0]], ['2, k, 7', [-0.2509738, -0.2283072, 1.0]], ['2, k, 8', [0.06160628, 0.1015398, 1.0]], ['2, k, 9', [0.09979463, -0.07801057, 1.0]], ['2, k, 10', [0.1209268, -0.2259669, 1.0]], ['2, k, 11', [0.105175, -0.2659208, 1.0]], ['2, k, 12', [-0.1695345, -0.2521924, 1.0]], ['2, k, 13', [-0.2084923, -0.2949882, 1.0]], ['2, k, 14', [-0.2242527, -0.7041332, 1.0]], ['2, k, 15', [-0.1968298, -0.7541813, 1.0]], ['2, k, 16', [-0.0004690106, -0.2465514, 1.0]], ['2, k, 17', [0.07022811, -0.3416649, 1.0]], ['2, k, 18', [0.09881761, -0.7364327, 1.0]], ['2, k, 19', [0.09763265, -0.783751, 1.0]], ['2, k, 20', [-0.09173118, 0.1092785, 1.0]], ['2, k, 21', [-0.2507357, -0.2671391, 1.0]], ['2, k, 22', [-0.2921008, -0.2745082, 1.0]], ['2, k, 23', [0.09246927, -0.3128237, 1.0]], ['2, k, 24', [0.06088387, -0.2531022, 1.0]]]
[['2, k, 0', [-0.08534666, -0.2526919, 1.0]], ['2, k, 1', [-0.08885226, -0.04468461, 1.0]], ['2, k, 2', [-0.09287816, 0.1600035, 1.0]], ['2, k, 3', [-0.1063645, 0.290713, 1.0]], ['2, k, 4', [-0.2427017, 0.07931376, 1.0]], ['2, k, 5', [-0.2564602, -0.1138256, 1.0]], ['2, k, 6', [-0.242165, -0.1847999, 1.0]], ['2, k, 7', [-0.2440333, -0.2249664, 1.0]], ['2, k, 8', [0.06231653, 0.1015286, 1.0]], ['2, k, 9', [0.09976663, -0.07768308, 1.0]], ['2, k, 10', [0.1199679, -0.2265123, 1.0]], ['2, k, 11', [0.1051216, -0.2647465, 1.0]], ['2, k, 12', [-0.1684396, -0.2526542, 1.0]], ['2, k, 13', [-0.2083953, -0.2943209, 1.0]], ['2, k, 14', [-0.2241997, -0.7042369, 1.0]], ['2, k, 15', [-0.1967404, -0.7542418, 1.0]], ['2, k, 16', [-1.803929e-05, -0.2466297, 1.0]], ['2, k, 17', [0.07026543, -0.34168, 1.0]], ['2, k, 18', [0.09919624, -0.7366843, 1.0]], ['2, k, 19', [0.09803752, -0.7839652, 1.0]], ['2, k, 20', [-0.0918308, 0.1091572, 1.0]], ['2, k, 21', [-0.2365212, -0.2449613, 1.0]], ['2, k, 22', [-0.2857737, -0.2777919, 1.0]], ['2, k, 23', [0.08969741, -0.3100935, 1.0]], ['2, k, 24', [0.05696426, -0.2583283, 1.0]]]
[['2, k, 0', [-0.08533219, -0.2538602, 1.0]], ['2, k, 1', [-0.08887958, -0.04479126, 1.0]], ['2, k, 2', [-0.09288511, 0.1600211, 1.0]], ['2, k, 3', [-0.1063833, 0.2907309, 1.0]], ['2, k, 4', [-0.2426857, 0.07943828, 1.0]], ['2, k, 5', [-0.2550062, -0.1105762, 1.0]], ['2, k, 6', [-0.2505611, -0.1782483, 1.0]], ['2, k, 7', [-0.2456174, -0.2119592, 1.0]], ['2, k, 8', [0.06182799, 0.1011819, 1.0]], ['2, k, 9', [0.1000136, -0.07804655, 1.0]], ['2, k, 10', [0.1197363, -0.2272076, 1.0]], ['2, k, 11', [0.105364, -0.2656876, 1.0]], ['2, k, 12', [-0.1682466, -0.2537901, 1.0]], ['2, k, 13', [-0.2083597, -0.2947116, 1.0]], ['2, k, 14', [-0.2241939, -0.7042288, 1.0]], ['2, k, 15', [-0.1967416, -0.7542375, 1.0]], ['2, k, 16', [-0.0001812776, -0.2477689, 1.0]], ['2, k, 17', [0.07033385, -0.3416485, 1.0]], ['2, k, 18', [0.09921586, -0.7367215, 1.0]], ['2, k, 19', [0.09788341, -0.7836933, 1.0]], ['2, k, 20', [-0.0918403, 0.1091609, 1.0]], ['2, k, 21', [-0.2700531, -0.2194936, 1.0]], ['2, k, 22', [-0.2096186, -0.2629127, 1.0]], ['2, k, 23', [0.09187282, -0.3136352, 1.0]], ['2, k, 24', [0.05978309, -0.2543566, 1.0]]]
