[['2, k, 0', [0.287484, -1.1978, 1.0]], ['2, k, 1', [0.297012, -0.922991, 1.0]], ['2, k, 2', [0.305177, -0.64962, 1.0]], ['2, k, 3', [0.301784, -0.524255, 1.0]], ['2, k, 4', [0.128985, -0.737695, 1.0]], ['2, k, 5', [-0.0223531, -0.885, 1.0]], ['2, k, 6', [0.0465494, -1.05339, 1.0]], ['2, k, 7', [0.0769811, -1.07604, 1.0]], ['2, k, 8', [0.457936, -0.735774, 1.0]], ['2, k, 9', [0.606798, -0.890464, 1.0]], ['2, k, 10', [0.528304, -1.06143, 1.0]], ['2, k, 11', [0.491685, -1.06339, 1.0]], ['2, k, 12', [0.209691, -1.18558, 1.0]], ['2, k, 13', [0.176435, -1.43029, 1.0]], ['2, k, 14', [0.150798, -1.75524, 1.0]], ['2, k, 15', [0.126408, -1.8152, 1.0]], ['2, k, 16', [0.359234, -1.1848, 1.0]], ['2, k, 17', [0.404365, -1.41058, 1.0]], ['2, k, 18', [0.391357, -1.74903, 1.0]], ['2, k, 19', [0.368388, -1.81363, 1.0]], ['2, k, 20', [0.303377, -0.71791, 1.0]], ['2, k, 21', [0.100131, -1.09976, 1.0]], ['2, k, 22', [0.0970833, -1.10051, 1.0]], ['2, k, 23', [0.461675, -1.09829, 1.0]], ['2, k, 24', [0.459018, -1.0332, 1.0]]]
[['2, k, 0', [0.287517, -1.19777, 1.0]], ['2, k, 1', [0.296953, -0.922972, 1.0]], ['2, k, 2', [0.304789, -0.649619, 1.0]], ['2, k, 3', [0.301681, -0.524259, 1.0]], ['2, k, 4', [0.129055, -0.737696, 1.0]], ['2, k, 5', [-0.0224886, -0.885178, 1.0]], ['2, k, 6', [0.0577936, -1.04939, 1.0]], ['2, k, 7', [0.0974666, -1.08217, 1.0]], ['2, k, 8', [0.457947, -0.735796, 1.0]], ['2, k, 9', [0.606221, -0.892287, 1.0]], ['2, k, 10', [0.527396, -1.0634, 1.0]], ['2, k, 11', [0.490338, -1.06761, 1.0]], ['2, k, 12', [0.20974, -1.18552, 1.0]], ['2, k, 13', [0.176362, -1.43077, 1.0]], ['2, k, 14', [0.152203, -1.7562, 1.0]], ['2, k, 15', [0.128395, -1.81527, 1.0]], ['2, k, 16', [0.359295, -1.18476, 1.0]], ['2, k, 17', [0.404346, -1.41027, 1.0]], ['2, k, 18', [0.391303, -1.74899, 1.0]], ['2, k, 19', [0.368392, -1.81369, 1.0]], ['2, k, 20', [0.303099, -0.7179, 1.0]], ['2, k, 21', [0.112474, -1.14757, 1.0]], ['2, k, 22', [0.0632696, -1.09214, 1.0]], ['2, k, 23', [0.464629, -1.09805, 1.0]], ['2, k, 24', [0.462591, -1.04312, 1.0]]]
[['2, k, 0', [0.287627, -1.19785, 1.0]], ['2, k, 1', [0.296961, -0.922981, 1.0]], ['2, k, 2', [0.304773, -0.64961, 1.0]], ['2, k, 3', [0.301531, -0.524153, 1.0]], ['2, k, 4', [0.129524, -0.73734, 1.0]], ['2, k, 5', [-0.0224748, -0.88509, 1.0]], ['2, k, 6', [0.0579086, -1.04959, 1.0]], ['2, k, 7', [0.0975353, -1.08222, 1.0]], ['2, k, 8', [0.457947, -0.735752, 1.0]], ['2, k, 9', [0.605993, -0.89343, 1.0]], ['2, k, 10', [0.526337, -1.06446, 1.0]], ['2, k, 11', [0.489641, -1.06901, 1.0]], ['2, k, 12', [0.209828, -1.18557, 1.0]], ['2, k, 13', [0.176319, -1.4305, 1.0]], ['2, k, 14', [0.149652, -1.75614, 1.0]], ['2, k, 15', [0.125331, -1.81477, 1.0]], ['2, k, 16', [0.359425, -1.18488, 1.0]], ['2, k, 17', [0.40438, -1.41009, 1.0]], ['2, k, 18', [0.39122, -1.74918, 1.0]], ['2, k, 19', [0.368424, -1.81371, 1.0]], ['2, k, 20', [0.303092, -0.717898, 1.0]], ['2, k, 21', [0.113651, -1.14783, 1.0]], ['2, k, 22', [0.0682224, -1.09634, 1.0]], ['2, k, 23', [0.458512, -1.09688, 1.0]], ['2, k, 24', [0.462675, -1.04995, 1.0]]]
[['2, k, 0', [0.28779, -1.19794, 1.0]], ['2, k, 1', [0.297053, -0.923079, 1.0]], ['2, k, 2', [0.304808, -0.649741, 1.0]], ['2, k, 3', [0.301301, -0.52404, 1.0]], ['2, k, 4', [0.12968, -0.737368, 1.0]], ['2, k, 5', [-0.0224436, -0.884963, 1.0]], ['2, k, 6', [0.0579618, -1.04981, 1.0]], ['2, k, 7', [0.0964534, -1.08061, 1.0]], ['2, k, 8', [0.457883, -0.735702, 1.0]], ['2, k, 9', [0.605785, -0.894164, 1.0]], ['2, k, 10', [0.52592, -1.06527, 1.0]], ['2, k, 11', [0.492112, -1.06922, 1.0]], ['2, k, 12', [0.209997, -1.18569, 1.0]], ['2, k, 13', [0.176228, -1.42946, 1.0]], ['2, k, 14', [0.151784, -1.75628, 1.0]], ['2, k, 15', [0.128149, -1.81502, 1.0]], ['2, k, 16', [0.359576, -1.18495, 1.0]], ['2, k, 17', [0.404308, -1.41007, 1.0]], ['2, k, 18', [0.391809, -1.74926, 1.0]], ['2, k, 19', [0.369251, -1.81363, 1.0]], ['2, k, 20', [0.303143, -0.718019, 1.0]], ['2, k, 21', [0.115068, -1.14588, 1.0]], ['2, k, 22', [0.0740311, -1.09695, 1.0]], ['2, k, 23', [0.459899, -1.09969, 1.0]], ['2, k, 24', [0.465616, -1.04873, 1.0]]]
[['2, k, 0', [0.287866, -1.19803, 1.0]], ['2, k, 1', [0.297052, -0.923083, 1.0]], ['2, k, 2', [0.304716, -0.64965, 1.0]], ['2, k, 3', [0.301043, -0.523792, 1.0]], ['2, k, 4', [0.129773, -0.73739, 1.0]], ['2, k, 5', [-0.0224107, -0.88483, 1.0]], ['2, k, 6', [0.0579907, -1.05007, 1.0]], ['2, k, 7', [0.0976807, -1.08203, 1.0]], ['2, k, 8', [0.457885, -0.735749, 1.0]], ['2, k, 9', [0.604893, -0.895902, 1.0]], ['2, k, 10', [0.524948, -1.06703, 1.0]], ['2, k, 11', [0.488708, -1.06928, 1.0]], ['2, k, 12', [0.210067, -1.18577, 1.0]], ['2, k, 13', [0.176259, -1.42992, 1.0]], ['2, k, 14', [0.151781, -1.75628, 1.0]], ['2, k, 15', [0.128205, -1.81498, 1.0]], ['2, k, 16', [0.359665, -1.18507, 1.0]], ['2, k, 17', [0.404574, -1.40996, 1.0]], ['2, k, 18', [0.39117, -1.74899, 1.0]], ['2, k, 19', [0.368405, -1.81352, 1.0]], ['2, k, 20', [0.303085, -0.717967, 1.0]], ['2, k, 21', [0.113691, -1.14761, 1.0]], ['2, k, 22', [0.0779408, -1.10249, 1.0]], ['2, k, 23', [0.461121, -1.10211, 1.0]], ['2, k, 24', [0.462452, -1.04643, 1.0]]]
[['2, k, 0', [0.288016, -1.19804, 1.0]], ['2, k, 1', [0.297059, -0.923089, 1.0]], ['2, k, 2', [0.304667, -0.649665, 1.0]], ['2, k, 3', [0.301013, -0.523778, 1.0]], ['2, k, 4', [0.129925, -0.737378, 1.0]], ['2, k, 5', [-0.0224013, -0.884534, 1.0]], ['2, k, 6', [0.05785, -1.05013, 1.0]], ['2, k, 7', [0.0960204, -1.08154, 1.0]], ['2, k, 8', [0.457844, -0.735772, 1.0]], ['2, k, 9', [0.604679, -0.895627, 1.0]], ['2, k, 10', [0.5249, -1.06688, 1.0]], ['2, k, 11', [0.490398, -1.07126, 1.0]], ['2, k, 12', [0.210216, -1.18577, 1.0]], ['2, k, 13', [0.176321, -1.42989, 1.0]], ['2, k, 14', [0.152404, -1.75615, 1.0]], ['2, k, 15', [0.129046, -1.81502, 1.0]], ['2, k, 16', [0.359822, -1.18509, 1.0]], ['2, k, 17', [0.404777, -1.40952, 1.0]], ['2, k, 18', [0.391691, -1.74913, 1.0]], ['2, k, 19', [0.369084, -1.81341, 1.0]], ['2, k, 20', [0.303061, -0.717977, 1.0]], ['2, k, 21', [0.113638, -1.14963, 1.0]], ['2, k, 22', [0.071489, -1.09691, 1.0]], ['2, k, 23', [0.461447, -1.10544, 1.0]], ['2, k, 24', [0.463664, -1.04589, 1.0]]]
[['2, k, 0', [0.288125, -1.19828, 1.0]], ['2, k, 1', [0.297081, -0.923207, 1.0]], ['2, k, 2', [0.304646, -0.649731, 1.0]], ['2, k, 3', [0.300988, -0.523807, 1.0]], ['2, k, 4', [0.129972, -0.737312, 1.0]], ['2, k, 5', [-0.0223561, -0.884156, 1.0]], ['2, k, 6', [0.0576714, -1.05009, 1.0]], ['2, k, 7', [0.095685, -1.08122, 1.0]], ['2, k, 8', [0.457858, -0.735795, 1.0]], ['2, k, 9', [0.604386, -0.89504, 1.0]], ['2, k, 10', [0.524526, -1.06629, 1.0]], ['2, k, 11', [0.491867, -1.06791, 1.0]], ['2, k, 12', [0.210309, -1.18594, 1.0]], ['2, k, 13', [0.176424, -1.43004, 1.0]], ['2, k, 14', [0.153039, -1.75665, 1.0]], ['2, k, 15', [0.129916, -1.81507, 1.0]], ['2, k, 16', [0.359941, -1.18542, 1.0]], ['2, k, 17', [0.404805, -1.4092, 1.0]], ['2, k, 18', [0.391436, -1.74931, 1.0]], ['2, k, 19', [0.36876, -1.81354, 1.0]], ['2, k, 20', [0.303048, -0.718051, 1.0]], ['2, k, 21', [0.113759, -1.14841, 1.0]], ['2, k, 22', [0.0856723, -1.11509, 1.0]], ['2, k, 23', [0.464614, -1.0998, 1.0]], ['2, k, 24', [0.468582, -1.04458, 1.0]]]
[['2, k, 0', [0.288193, -1.19824, 1.0]], ['2, k, 1', [0.297095, -0.923218, 1.0]], ['2, k, 2', [0.304571, -0.64984, 1.0]], ['2, k, 3', [0.300916, -0.523833, 1.0]], ['2, k, 4', [0.130135, -0.737303, 1.0]], ['2, k, 5', [-0.0222178, -0.883622, 1.0]], ['2, k, 6', [0.0574572, -1.0501, 1.0]], ['2, k, 7', [0.0970961, -1.07953, 1.0]], ['2, k, 8', [0.457977, -0.735736, 1.0]], ['2, k, 9', [0.603818, -0.895889, 1.0]], ['2, k, 10', [0.524184, -1.0671, 1.0]], ['2, k, 11', [0.491031, -1.06918, 1.0]], ['2, k, 12', [0.210394, -1.1859, 1.0]], ['2, k, 13', [0.176483, -1.42939, 1.0]], ['2, k, 14', [0.15387, -1.75632, 1.0]], ['2, k, 15', [0.131108, -1.81507, 1.0]], ['2, k, 16', [0.360033, -1.18535, 1.0]], ['2, k, 17', [0.404998, -1.40886, 1.0]], ['2, k, 18', [0.390998, -1.74881, 1.0]], ['2, k, 19', [0.368262, -1.81327, 1.0]], ['2, k, 20', [0.303002, -0.718126, 1.0]], ['2, k, 21', [0.113268, -1.15211, 1.0]], ['2, k, 22', [0.0708217, -1.09701, 1.0]], ['2, k, 23', [0.460389, -1.10085, 1.0]], ['2, k, 24', [0.464719, -1.04332, 1.0]]]
[['2, k, 0', [0.288265, -1.19826, 1.0]], ['2, k, 1', [0.297125, -0.923261, 1.0]], ['2, k, 2', [0.304544, -0.649931, 1.0]], ['2, k, 3', [0.300933, -0.523905, 1.0]], ['2, k, 4', [0.130489, -0.737163, 1.0]], ['2, k, 5', [-0.0220496, -0.883285, 1.0]], ['2, k, 6', [0.0573509, -1.04993, 1.0]], ['2, k, 7', [0.0964705, -1.08175, 1.0]], ['2, k, 8', [0.457928, -0.735721, 1.0]], ['2, k, 9', [0.603777, -0.895601, 1.0]], ['2, k, 10', [0.524413, -1.0669, 1.0]], ['2, k, 11', [0.489407, -1.07033, 1.0]], ['2, k, 12', [0.210465, -1.18592, 1.0]], ['2, k, 13', [0.176568, -1.42949, 1.0]], ['2, k, 14', [0.154878, -1.7571, 1.0]], ['2, k, 15', [0.132675, -1.81489, 1.0]], ['2, k, 16', [0.360104, -1.18537, 1.0]], ['2, k, 17', [0.405018, -1.40874, 1.0]], ['2, k, 18', [0.390907, -1.74877, 1.0]], ['2, k, 19', [0.368365, -1.81314, 1.0]], ['2, k, 20', [0.302991, -0.718204, 1.0]], ['2, k, 21', [0.112708, -1.15001, 1.0]], ['2, k, 22', [0.0763298, -1.10453, 1.0]], ['2, k, 23', [0.458406, -1.09662, 1.0]], ['2, k, 24', [0.468386, -1.04431, 1.0]]]
[['2, k, 0', [0.288437, -1.19832, 1.0]], ['2, k, 1', [0.297185, -0.923272, 1.0]], ['2, k, 2', [0.304457, -0.64985, 1.0]], ['2, k, 3', [0.30091, -0.523699, 1.0]], ['2, k, 4', [0.130752, -0.73717, 1.0]], ['2, k, 5', [-0.0219523, -0.883109, 1.0]], ['2, k, 6', [0.0571652, -1.05006, 1.0]], ['2, k, 7', [0.0969107, -1.07838, 1.0]], ['2, k, 8', [0.457997, -0.7357, 1.0]], ['2, k, 9', [0.603837, -0.896183, 1.0]], ['2, k, 10', [0.523959, -1.06724, 1.0]], ['2, k, 11', [0.490914, -1.07066, 1.0]], ['2, k, 12', [0.210739, -1.18621, 1.0]], ['2, k, 13', [0.17669, -1.42948, 1.0]], ['2, k, 14', [0.154408, -1.75714, 1.0]], ['2, k, 15', [0.132236, -1.8149, 1.0]], ['2, k, 16', [0.36026, -1.1853, 1.0]], ['2, k, 17', [0.405064, -1.40862, 1.0]], ['2, k, 18', [0.390518, -1.74898, 1.0]], ['2, k, 19', [0.368061, -1.8128, 1.0]], ['2, k, 20', [0.302948, -0.718154, 1.0]], ['2, k, 21', [0.116384, -1.14708, 1.0]], ['2, k, 22', [0.134863, -1.04516, 1.0]], ['2, k, 23', [0.461285, -1.1025, 1.0]], ['2, k, 24', [0.46456, -1.04433, 1.0]]]
[['2, k, 0', [0.288645, -1.19834, 1.0]], ['2, k, 1', [0.297217, -0.923277, 1.0]], ['2, k, 2', [0.304386, -0.649838, 1.0]], ['2, k, 3', [0.301089, -0.523701, 1.0]], ['2, k, 4', [0.130964, -0.737076, 1.0]], ['2, k, 5', [-0.0216799, -0.882383, 1.0]], ['2, k, 6', [0.0569485, -1.04978, 1.0]], ['2, k, 7', [0.096894, -1.08003, 1.0]], ['2, k, 8', [0.45801, -0.735658, 1.0]], ['2, k, 9', [0.6038, -0.896413, 1.0]], ['2, k, 10', [0.523616, -1.06741, 1.0]], ['2, k, 11', [0.491949, -1.06937, 1.0]], ['2, k, 12', [0.21098, -1.18636, 1.0]], ['2, k, 13', [0.176629, -1.42965, 1.0]], ['2, k, 14', [0.154034, -1.75723, 1.0]], ['2, k, 15', [0.131917, -1.81483, 1.0]], ['2, k, 16', [0.36047, -1.1852, 1.0]], ['2, k, 17', [0.405105, -1.40851, 1.0]], ['2, k, 18', [0.390499, -1.74888, 1.0]], ['2, k, 19', [0.368167, -1.81262, 1.0]], ['2, k, 20', [0.302909, -0.718148, 1.0]], ['2, k, 21', [0.115087, -1.14601, 1.0]], ['2, k, 22', [0.131647, -1.05122, 1.0]], ['2, k, 23', [0.46202, -1.09914, 1.0]], ['2, k, 24', [0.470393, -1.0483, 1.0]]]
