[[0, -0.330828, -0.380981, 2.23199, 1.0], [1, -0.325505, -0.0849198, 2.1433, 1.0], [2, -0.317936, 0.204047, 2.04122, 1.0], [3, -0.36011, 0.340118, 1.98731, 1.0], [4, -0.499447, 0.150609, 2.17377, 1.0], [5, -0.595035, -0.0175575, 2.32861, 1.0], [6, -0.55033, -0.21598, 2.2489, 1.0], [7, -0.525518, -0.259721, 2.21545, 1.0], [8, -0.156792, 0.120286, 2.05583, 1.0], [9, 0.042036, 0.00981099, 2.13438, 1.0], [10, -0.0144189, -0.190413, 2.1745, 1.0], [11, -0.0934397, -0.232597, 2.15729, 1.0], [12, -0.40385, -0.367896, 2.21246, 1.0], [13, -0.411589, -0.731105, 2.3033, 1.0], [14, -0.373492, -1.09426, 2.42201, 1.0], [15, -0.400635, -1.1543, 2.37109, 1.0], [16, -0.24742, -0.382191, 2.18191, 1.0], [17, -0.205342, -0.737238, 2.29982, 1.0], [18, -0.169912, -1.09614, 2.46335, 1.0], [19, -0.141724, -1.14063, 2.38672, 1.0], [20, -0.320216, 0.132884, 2.06908, 1.0], [21, -0.489765, -0.341188, 2.18883, 1.0], [22, -0.489079, -0.211211, 2.14175, 1.0], [23, -0.137675, -0.32796, 2.16312, 1.0], [24, -0.134466, -0.194982, 2.12713, 1.0]]
[[0, -0.3307, -0.380755, 2.23214, 1.0], [1, -0.325348, -0.0847361, 2.14344, 1.0], [2, -0.31775, 0.204194, 2.04136, 1.0], [3, -0.359915, 0.34024, 1.98774, 1.0], [4, -0.499436, 0.150619, 2.17369, 1.0], [5, -0.594895, -0.0177695, 2.32824, 1.0], [6, -0.555788, -0.218365, 2.25158, 1.0], [7, -0.525051, -0.271328, 2.21611, 1.0], [8, -0.156372, 0.120616, 2.05664, 1.0], [9, 0.0422474, 0.0102506, 2.13634, 1.0], [10, -0.0425952, -0.191108, 2.16943, 1.0], [11, -0.0921096, -0.228271, 2.16225, 1.0], [12, -0.4038, -0.367772, 2.21246, 1.0], [13, -0.411475, -0.731234, 2.30317, 1.0], [14, -0.372833, -1.09356, 2.42173, 1.0], [15, -0.399733, -1.15537, 2.37539, 1.0], [16, -0.24716, -0.381809, 2.18234, 1.0], [17, -0.205341, -0.73731, 2.29992, 1.0], [18, -0.169736, -1.09558, 2.46251, 1.0], [19, -0.140532, -1.14507, 2.38359, 1.0], [20, -0.320037, 0.13304, 2.06922, 1.0], [21, -0.493249, -0.342824, 2.19734, 1.0], [22, -0.493988, -0.243341, 2.15654, 1.0], [23, -0.128104, -0.290616, 2.13654, 1.0], [24, -0.13311, -0.179371, 2.1282, 1.0]]
[[0, -0.330618, -0.380522, 2.23211, 1.0], [1, -0.325151, -0.0845338, 2.14361, 1.0], [2, -0.31731, 0.204388, 2.04193, 1.0], [3, -0.359155, 0.34067, 1.98877, 1.0], [4, -0.499555, 0.150549, 2.1738, 1.0], [5, -0.595172, -0.0204128, 2.3269, 1.0], [6, -0.555687, -0.2213, 2.25053, 1.0], [7, -0.523642, -0.271939, 2.21289, 1.0], [8, -0.155558, 0.121507, 2.05852, 1.0], [9, 0.0432447, 0.0110545, 2.14025, 1.0], [10, -0.0378471, -0.183736, 2.1687, 1.0], [11, -0.0840573, -0.220822, 2.16567, 1.0], [12, -0.403763, -0.367588, 2.2121, 1.0], [13, -0.41114, -0.731261, 2.30318, 1.0], [14, -0.372825, -1.0938, 2.4214, 1.0], [15, -0.410544, -1.15718, 2.35584, 1.0], [16, -0.246945, -0.381277, 2.18273, 1.0], [17, -0.205197, -0.737397, 2.30003, 1.0], [18, -0.169718, -1.09572, 2.46244, 1.0], [19, -0.141717, -1.14239, 2.38584, 1.0], [20, -0.31967, 0.13324, 2.06966, 1.0], [21, -0.493726, -0.343135, 2.19925, 1.0], [22, -0.493293, -0.254481, 2.15758, 1.0], [23, -0.112443, -0.279184, 2.13972, 1.0], [24, -0.128, -0.177504, 2.1336, 1.0]]
[[0, -0.330292, -0.380015, 2.23219, 1.0], [1, -0.324345, -0.0840138, 2.14397, 1.0], [2, -0.315781, 0.204883, 2.0427, 1.0], [3, -0.358042, 0.341286, 1.99112, 1.0], [4, -0.499969, 0.151047, 2.17464, 1.0], [5, -0.597355, -0.0188589, 2.32775, 1.0], [6, -0.556266, -0.219333, 2.25059, 1.0], [7, -0.524662, -0.26826, 2.21354, 1.0], [8, -0.154465, 0.122982, 2.06222, 1.0], [9, 0.0430848, 0.0126994, 2.14661, 1.0], [10, -0.037534, -0.183451, 2.16994, 1.0], [11, -0.0846833, -0.219128, 2.17246, 1.0], [12, -0.403564, -0.367214, 2.21194, 1.0], [13, -0.410985, -0.731278, 2.30318, 1.0], [14, -0.372489, -1.09331, 2.42125, 1.0], [15, -0.405068, -1.15421, 2.37357, 1.0], [16, -0.246456, -0.380618, 2.18314, 1.0], [17, -0.205096, -0.737298, 2.30012, 1.0], [18, -0.169713, -1.0957, 2.46241, 1.0], [19, -0.14249, -1.14025, 2.38761, 1.0], [20, -0.318341, 0.133749, 2.07032, 1.0], [21, -0.494514, -0.338505, 2.20049, 1.0], [22, -0.492534, -0.2418, 2.15505, 1.0], [23, -0.110575, -0.275518, 2.14527, 1.0], [24, -0.127491, -0.174095, 2.13824, 1.0]]
[[0, -0.329192, -0.379448, 2.23259, 1.0], [1, -0.32361, -0.0835409, 2.14517, 1.0], [2, -0.315513, 0.205312, 2.04524, 1.0], [3, -0.356443, 0.342154, 1.99349, 1.0], [4, -0.499973, 0.150997, 2.17459, 1.0], [5, -0.598428, -0.0178085, 2.32823, 1.0], [6, -0.556822, -0.218058, 2.25022, 1.0], [7, -0.525676, -0.265168, 2.21369, 1.0], [8, -0.153248, 0.124232, 2.06598, 1.0], [9, 0.0431543, 0.013769, 2.15389, 1.0], [10, -0.0374595, -0.183261, 2.17306, 1.0], [11, -0.0827004, -0.2216, 2.17537, 1.0], [12, -0.402911, -0.366981, 2.21162, 1.0], [13, -0.41053, -0.731258, 2.30298, 1.0], [14, -0.372376, -1.09325, 2.42128, 1.0], [15, -0.399419, -1.15229, 2.37443, 1.0], [16, -0.244549, -0.379495, 2.1849, 1.0], [17, -0.204721, -0.737182, 2.30048, 1.0], [18, -0.1695, -1.09613, 2.4623, 1.0], [19, -0.140757, -1.14388, 2.38498, 1.0], [20, -0.317921, 0.13419, 2.07246, 1.0], [21, -0.492992, -0.336612, 2.19929, 1.0], [22, -0.492795, -0.241317, 2.15882, 1.0], [23, -0.115998, -0.277942, 2.14958, 1.0], [24, -0.124389, -0.173382, 2.1452, 1.0]]
[[0, -0.328262, -0.378683, 2.23307, 1.0], [1, -0.322622, -0.0828474, 2.14641, 1.0], [2, -0.314553, 0.20587, 2.04731, 1.0], [3, -0.354874, 0.343024, 1.99536, 1.0], [4, -0.500007, 0.150996, 2.17461, 1.0], [5, -0.59957, -0.0176496, 2.32797, 1.0], [6, -0.556786, -0.217641, 2.24943, 1.0], [7, -0.524094, -0.266962, 2.21188, 1.0], [8, -0.151962, 0.125575, 2.06984, 1.0], [9, 0.0434792, 0.0146057, 2.16012, 1.0], [10, -0.0369203, -0.183173, 2.17597, 1.0], [11, -0.0793367, -0.22238, 2.17876, 1.0], [12, -0.402394, -0.366595, 2.21147, 1.0], [13, -0.409824, -0.731842, 2.30274, 1.0], [14, -0.372171, -1.09325, 2.42118, 1.0], [15, -0.399916, -1.15521, 2.37439, 1.0], [16, -0.243205, -0.378339, 2.1863, 1.0], [17, -0.204183, -0.736491, 2.30092, 1.0], [18, -0.169479, -1.09621, 2.46224, 1.0], [19, -0.139986, -1.14624, 2.38329, 1.0], [20, -0.316945, 0.134787, 2.07433, 1.0], [21, -0.495223, -0.340011, 2.20534, 1.0], [22, -0.49294, -0.238428, 2.16131, 1.0], [23, -0.106135, -0.281501, 2.15026, 1.0], [24, -0.110025, -0.189588, 2.19418, 1.0]]
[[0, -0.327429, -0.378071, 2.23344, 1.0], [1, -0.321258, -0.0822734, 2.14733, 1.0], [2, -0.312649, 0.206311, 2.04873, 1.0], [3, -0.353038, 0.343989, 1.99751, 1.0], [4, -0.500001, 0.150959, 2.17462, 1.0], [5, -0.600402, -0.0172846, 2.32748, 1.0], [6, -0.557395, -0.217303, 2.24875, 1.0], [7, -0.522072, -0.266154, 2.21006, 1.0], [8, -0.150634, 0.127013, 2.07375, 1.0], [9, 0.0446541, 0.0152033, 2.16491, 1.0], [10, -0.0365386, -0.182647, 2.17894, 1.0], [11, -0.0755904, -0.219394, 2.18406, 1.0], [12, -0.401925, -0.366331, 2.21134, 1.0], [13, -0.409103, -0.732286, 2.30226, 1.0], [14, -0.372464, -1.09424, 2.42128, 1.0], [15, -0.399579, -1.15377, 2.37294, 1.0], [16, -0.242076, -0.377395, 2.18727, 1.0], [17, -0.202896, -0.737261, 2.30178, 1.0], [18, -0.169227, -1.09657, 2.46215, 1.0], [19, -0.146916, -1.14709, 2.381, 1.0], [20, -0.315177, 0.135265, 2.07564, 1.0], [21, -0.49548, -0.338944, 2.20469, 1.0], [22, -0.491444, -0.241983, 2.16016, 1.0], [23, -0.0993675, -0.276009, 2.15613, 1.0], [24, -0.120285, -0.180227, 2.15767, 1.0]]
[[0, -0.326206, -0.376933, 2.23403, 1.0], [1, -0.320246, -0.0811236, 2.14902, 1.0], [2, -0.31197, 0.207538, 2.05184, 1.0], [3, -0.350728, 0.345207, 2.0001, 1.0], [4, -0.50047, 0.150386, 2.17573, 1.0], [5, -0.602212, -0.0238051, 2.32323, 1.0], [6, -0.553834, -0.222197, 2.24281, 1.0], [7, -0.53782, -0.236137, 2.22438, 1.0], [8, -0.14829, 0.128621, 2.07897, 1.0], [9, 0.0455668, 0.016286, 2.17169, 1.0], [10, -0.0358246, -0.182071, 2.18218, 1.0], [11, -0.0763502, -0.221288, 2.18634, 1.0], [12, -0.401168, -0.365802, 2.2112, 1.0], [13, -0.408473, -0.732178, 2.30116, 1.0], [14, -0.371789, -1.09447, 2.42135, 1.0], [15, -0.402746, -1.15236, 2.36926, 1.0], [16, -0.240489, -0.375634, 2.18873, 1.0], [17, -0.201443, -0.737421, 2.30245, 1.0], [18, -0.169197, -1.09659, 2.46212, 1.0], [19, -0.146592, -1.14582, 2.38165, 1.0], [20, -0.314397, 0.13647, 2.07836, 1.0], [21, -0.506019, -0.298274, 2.19568, 1.0], [22, -0.492108, -0.206134, 2.1646, 1.0], [23, -0.100587, -0.283117, 2.15922, 1.0], [24, -0.120177, -0.177052, 2.1539, 1.0]]
[[0, -0.324995, -0.37553, 2.2354, 1.0], [1, -0.318771, -0.0802712, 2.15055, 1.0], [2, -0.310314, 0.207843, 2.05325, 1.0], [3, -0.348333, 0.346021, 2.00277, 1.0], [4, -0.50035, 0.150263, 2.17583, 1.0], [5, -0.603137, -0.0258403, 2.32222, 1.0], [6, -0.553111, -0.224005, 2.242, 1.0], [7, -0.522895, -0.260104, 2.21474, 1.0], [8, -0.145958, 0.130025, 2.08574, 1.0], [9, 0.0464012, 0.0170144, 2.17777, 1.0], [10, -0.0349071, -0.181556, 2.18759, 1.0], [11, -0.0774111, -0.222659, 2.19029, 1.0], [12, -0.400565, -0.365125, 2.21132, 1.0], [13, -0.407929, -0.732687, 2.30027, 1.0], [14, -0.37156, -1.09445, 2.42125, 1.0], [15, -0.400553, -1.15083, 2.37733, 1.0], [16, -0.23876, -0.373603, 2.19171, 1.0], [17, -0.200849, -0.736885, 2.30259, 1.0], [18, -0.169114, -1.09673, 2.46205, 1.0], [19, -0.146747, -1.14556, 2.38223, 1.0], [20, -0.312786, 0.136905, 2.07983, 1.0], [21, -0.488781, -0.331442, 2.1999, 1.0], [22, -0.48606, -0.224818, 2.161, 1.0], [23, -0.108428, -0.282353, 2.15712, 1.0], [24, -0.119683, -0.178812, 2.1599, 1.0]]
[[0, -0.324254, -0.375385, 2.2363, 1.0], [1, -0.317419, -0.0800452, 2.15221, 1.0], [2, -0.30834, 0.208155, 2.05553, 1.0], [3, -0.345871, 0.346611, 2.00485, 1.0], [4, -0.500427, 0.149449, 2.17668, 1.0], [5, -0.603543, -0.0268218, 2.32199, 1.0], [6, -0.552809, -0.224519, 2.24081, 1.0], [7, -0.538911, -0.224295, 2.22895, 1.0], [8, -0.144313, 0.130866, 2.09048, 1.0], [9, 0.0468239, 0.0177231, 2.18364, 1.0], [10, -0.03412, -0.18106, 2.19329, 1.0], [11, -0.0745473, -0.221961, 2.19551, 1.0], [12, -0.39998, -0.365604, 2.21173, 1.0], [13, -0.407585, -0.733888, 2.29896, 1.0], [14, -0.37146, -1.09461, 2.42128, 1.0], [15, -0.39988, -1.15274, 2.37372, 1.0], [16, -0.237907, -0.372689, 2.19303, 1.0], [17, -0.199175, -0.737645, 2.30358, 1.0], [18, -0.168805, -1.09703, 2.46197, 1.0], [19, -0.146794, -1.14575, 2.38214, 1.0], [20, -0.31097, 0.137192, 2.08197, 1.0], [21, -0.510699, -0.288284, 2.19393, 1.0], [22, -0.489057, -0.189257, 2.16678, 1.0], [23, -0.0964719, -0.292201, 2.16754, 1.0], [24, -0.1188, -0.180118, 2.16173, 1.0]]
[[0, -0.32335, -0.375081, 2.23714, 1.0], [1, -0.316122, -0.0797226, 2.15371, 1.0], [2, -0.306719, 0.208459, 2.05758, 1.0], [3, -0.343382, 0.347233, 2.00675, 1.0], [4, -0.500447, 0.148957, 2.17725, 1.0], [5, -0.604126, -0.0287121, 2.32131, 1.0], [6, -0.549968, -0.224904, 2.23813, 1.0], [7, -0.518954, -0.261761, 2.21515, 1.0], [8, -0.142512, 0.131872, 2.09306, 1.0], [9, 0.047579, 0.0178872, 2.18949, 1.0], [10, -0.0333787, -0.181342, 2.19566, 1.0], [11, -0.0739379, -0.223665, 2.19863, 1.0], [12, -0.39932, -0.365908, 2.21213, 1.0], [13, -0.407176, -0.735672, 2.29779, 1.0], [14, -0.371423, -1.09463, 2.42128, 1.0], [15, -0.401646, -1.15344, 2.37437, 1.0], [16, -0.23684, -0.371672, 2.19417, 1.0], [17, -0.197064, -0.735277, 2.30409, 1.0], [18, -0.168637, -1.09656, 2.4614, 1.0], [19, -0.147002, -1.14362, 2.3849, 1.0], [20, -0.309426, 0.1375, 2.08389, 1.0], [21, -0.482018, -0.336916, 2.19639, 1.0], [22, -0.477429, -0.228095, 2.1543, 1.0], [23, -0.0930546, -0.288155, 2.17745, 1.0], [24, -0.118652, -0.180181, 2.16198, 1.0]]
