[['2, k, 0', [-0.1627321, 0.2122935, 1.0]], ['2, k, 1', [-0.1629571, 0.5253543, 1.0]], ['2, k, 2', [-0.1598765, 0.8300563, 1.0]], ['2, k, 3', [-0.1600716, 0.9772134, 1.0]], ['2, k, 4', [-0.3454149, 0.6975156, 1.0]], ['2, k, 5', [-0.3999974, 0.452117, 1.0]], ['2, k, 6', [-0.3991676, 0.2385718, 1.0]], ['2, k, 7', [-0.3816313, 0.1695577, 1.0]], ['2, k, 8', [0.03072633, 0.7004333, 1.0]], ['2, k, 9', [0.06486298, 0.4444585, 1.0]], ['2, k, 10', [0.05390485, 0.1855624, 1.0]], ['2, k, 11', [0.0402294, 0.1247144, 1.0]], ['2, k, 12', [-0.241477, 0.2091828, 1.0]], ['2, k, 13', [-0.2798513, -0.113383, 1.0]], ['2, k, 14', [-0.2947729, -0.5536304, 1.0]], ['2, k, 15', [-0.3021605, -0.6338584, 1.0]], ['2, k, 16', [-0.07993356, 0.2101052, 1.0]], ['2, k, 17', [-0.03457254, -0.1099558, 1.0]], ['2, k, 18', [-0.06333619, -0.5764523, 1.0]], ['2, k, 19', [-0.02749631, -0.6327382, 1.0]], ['2, k, 20', [-0.1609114, 0.7553681, 1.0]], ['2, k, 21', [-0.3638538, 0.08991412, 1.0]], ['2, k, 22', [-0.3342452, 0.1724695, 1.0]], ['2, k, 23', [0.03518562, 0.04493253, 1.0]], ['2, k, 24', [0.003417639, 0.1204873, 1.0]]]
[['2, k, 0', [-0.1624625, 0.212501, 1.0]], ['2, k, 1', [-0.1626754, 0.5253869, 1.0]], ['2, k, 2', [-0.1593981, 0.8298396, 1.0]], ['2, k, 3', [-0.1593357, 0.9772276, 1.0]], ['2, k, 4', [-0.3451959, 0.6976038, 1.0]], ['2, k, 5', [-0.3985908, 0.4524623, 1.0]], ['2, k, 6', [-0.3991539, 0.2383732, 1.0]], ['2, k, 7', [-0.3798722, 0.1704648, 1.0]], ['2, k, 8', [0.03122396, 0.7004057, 1.0]], ['2, k, 9', [0.06560808, 0.4444363, 1.0]], ['2, k, 10', [0.05500985, 0.1854137, 1.0]], ['2, k, 11', [0.03986115, 0.1239052, 1.0]], ['2, k, 12', [-0.241237, 0.2094321, 1.0]], ['2, k, 13', [-0.2801387, -0.1137769, 1.0]], ['2, k, 14', [-0.297135, -0.5529212, 1.0]], ['2, k, 15', [-0.3025499, -0.6343349, 1.0]], ['2, k, 16', [-0.0796473, 0.2102724, 1.0]], ['2, k, 17', [-0.03434245, -0.1101564, 1.0]], ['2, k, 18', [-0.06297474, -0.5767744, 1.0]], ['2, k, 19', [-0.02619644, -0.6311041, 1.0]], ['2, k, 20', [-0.1604615, 0.755228, 1.0]], ['2, k, 21', [-0.3620917, 0.08498808, 1.0]], ['2, k, 22', [-0.3353337, 0.1743302, 1.0]], ['2, k, 23', [0.03558535, 0.04502648, 1.0]], ['2, k, 24', [0.004076833, 0.114447, 1.0]]]
[['2, k, 0', [-0.1623061, 0.212694, 1.0]], ['2, k, 1', [-0.1622943, 0.5253652, 1.0]], ['2, k, 2', [-0.1588152, 0.8294166, 1.0]], ['2, k, 3', [-0.1590093, 0.9769593, 1.0]], ['2, k, 4', [-0.3451903, 0.6979675, 1.0]], ['2, k, 5', [-0.3983918, 0.4529458, 1.0]], ['2, k, 6', [-0.3990052, 0.2385016, 1.0]], ['2, k, 7', [-0.3818468, 0.1722244, 1.0]], ['2, k, 8', [0.03179662, 0.7002035, 1.0]], ['2, k, 9', [0.06727232, 0.4434184, 1.0]], ['2, k, 10', [0.05569671, 0.1842162, 1.0]], ['2, k, 11', [0.0425441, 0.1221865, 1.0]], ['2, k, 12', [-0.2411417, 0.2095944, 1.0]], ['2, k, 13', [-0.2803109, -0.113827, 1.0]], ['2, k, 14', [-0.2983582, -0.5548641, 1.0]], ['2, k, 15', [-0.3040839, -0.6362401, 1.0]], ['2, k, 16', [-0.07942327, 0.2104944, 1.0]], ['2, k, 17', [-0.03348541, -0.110185, 1.0]], ['2, k, 18', [-0.06290507, -0.5767776, 1.0]], ['2, k, 19', [-0.02691474, -0.6297687, 1.0]], ['2, k, 20', [-0.1599088, 0.7549117, 1.0]], ['2, k, 21', [-0.3663041, 0.08988848, 1.0]], ['2, k, 22', [-0.3361106, 0.1816183, 1.0]], ['2, k, 23', [0.03893861, 0.04456407, 1.0]], ['2, k, 24', [0.0009147607, 0.1220872, 1.0]]]
[['2, k, 0', [-0.16219, 0.2128635, 1.0]], ['2, k, 1', [-0.1622238, 0.5254514, 1.0]], ['2, k, 2', [-0.1588697, 0.8294433, 1.0]], ['2, k, 3', [-0.1589358, 0.9769096, 1.0]], ['2, k, 4', [-0.345101, 0.6980303, 1.0]], ['2, k, 5', [-0.3984438, 0.4530682, 1.0]], ['2, k, 6', [-0.3989263, 0.2387248, 1.0]], ['2, k, 7', [-0.3789677, 0.1697957, 1.0]], ['2, k, 8', [0.03193253, 0.7006622, 1.0]], ['2, k, 9', [0.06860733, 0.4425595, 1.0]], ['2, k, 10', [0.0581014, 0.1838971, 1.0]], ['2, k, 11', [0.04349119, 0.07679871, 1.0]], ['2, k, 12', [-0.2409872, 0.2097913, 1.0]], ['2, k, 13', [-0.2806343, -0.1133495, 1.0]], ['2, k, 14', [-0.2994618, -0.5553671, 1.0]], ['2, k, 15', [-0.3041548, -0.6366107, 1.0]], ['2, k, 16', [-0.07934992, 0.210637, 1.0]], ['2, k, 17', [-0.032291, -0.1105057, 1.0]], ['2, k, 18', [-0.06215961, -0.5766257, 1.0]], ['2, k, 19', [-0.02714653, -0.6296691, 1.0]], ['2, k, 20', [-0.1599267, 0.7549341, 1.0]], ['2, k, 21', [-0.3563364, 0.08404863, 1.0]], ['2, k, 22', [-0.3349621, 0.1771357, 1.0]], ['2, k, 23', [0.04457484, -0.003904389, 1.0]], ['2, k, 24', [0.004244281, 0.09921877, 1.0]]]
[['2, k, 0', [-0.161939, 0.2129766, 1.0]], ['2, k, 1', [-0.1619592, 0.5255848, 1.0]], ['2, k, 2', [-0.1587144, 0.8295771, 1.0]], ['2, k, 3', [-0.1589004, 0.9768984, 1.0]], ['2, k, 4', [-0.3451523, 0.6982399, 1.0]], ['2, k, 5', [-0.3984677, 0.4532998, 1.0]], ['2, k, 6', [-0.398924, 0.238732, 1.0]], ['2, k, 7', [-0.3780415, 0.1685286, 1.0]], ['2, k, 8', [0.03187547, 0.700758, 1.0]], ['2, k, 9', [0.05645898, 0.4533736, 1.0]], ['2, k, 10', [0.05304405, 0.2216713, 1.0]], ['2, k, 11', [0.05677665, 0.1267155, 1.0]], ['2, k, 12', [-0.2406548, 0.209854, 1.0]], ['2, k, 13', [-0.2805652, -0.1129448, 1.0]], ['2, k, 14', [-0.2998409, -0.5544458, 1.0]], ['2, k, 15', [-0.304258, -0.6365987, 1.0]], ['2, k, 16', [-0.0791839, 0.2107615, 1.0]], ['2, k, 17', [-0.03414348, -0.1105385, 1.0]], ['2, k, 18', [-0.06292213, -0.57637, 1.0]], ['2, k, 19', [-0.02647706, -0.6312229, 1.0]], ['2, k, 20', [-0.1597509, 0.7550494, 1.0]], ['2, k, 21', [-0.3606222, 0.08569504, 1.0]], ['2, k, 22', [-0.3365166, 0.1503844, 1.0]], ['2, k, 23', [0.0523987, 0.05860648, 1.0]], ['2, k, 24', [0.009785367, 0.1266063, 1.0]]]
[['2, k, 0', [-0.162453, 0.2129589, 1.0]], ['2, k, 1', [-0.162203, 0.5257487, 1.0]], ['2, k, 2', [-0.159078, 0.8297933, 1.0]], ['2, k, 3', [-0.1595909, 0.9770545, 1.0]], ['2, k, 4', [-0.3455044, 0.6980959, 1.0]], ['2, k, 5', [-0.3991652, 0.4532671, 1.0]], ['2, k, 6', [-0.3989354, 0.2397884, 1.0]], ['2, k, 7', [-0.3755928, 0.1633764, 1.0]], ['2, k, 8', [0.03041583, 0.7023452, 1.0]], ['2, k, 9', [0.07702218, 0.4811723, 1.0]], ['2, k, 10', [0.07983153, 0.2462789, 1.0]], ['2, k, 11', [0.07673113, 0.1594625, 1.0]], ['2, k, 12', [-0.2412619, 0.2100986, 1.0]], ['2, k, 13', [-0.2804959, -0.1132805, 1.0]], ['2, k, 14', [-0.2999932, -0.5546327, 1.0]], ['2, k, 15', [-0.3036412, -0.6368704, 1.0]], ['2, k, 16', [-0.07960771, 0.210498, 1.0]], ['2, k, 17', [-0.04186923, -0.1087779, 1.0]], ['2, k, 18', [-0.07087023, -0.5328239, 1.0]], ['2, k, 19', [-0.03362358, -0.6192265, 1.0]], ['2, k, 20', [-0.1600458, 0.7552246, 1.0]], ['2, k, 21', [-0.3592825, 0.08349607, 1.0]], ['2, k, 22', [-0.3323069, 0.1509451, 1.0]], ['2, k, 23', [0.07464747, 0.09429472, 1.0]], ['2, k, 24', [0.02778124, 0.1638231, 1.0]]]
[['2, k, 0', [-0.1633052, 0.2132547, 1.0]], ['2, k, 1', [-0.163093, 0.5266359, 1.0]], ['2, k, 2', [-0.1604993, 0.8313724, 1.0]], ['2, k, 3', [-0.1610008, 0.9783078, 1.0]], ['2, k, 4', [-0.3455815, 0.6981307, 1.0]], ['2, k, 5', [-0.399413, 0.4531517, 1.0]], ['2, k, 6', [-0.3984883, 0.2385493, 1.0]], ['2, k, 7', [-0.374076, 0.1626035, 1.0]], ['2, k, 8', [0.02170848, 0.7059076, 1.0]], ['2, k, 9', [0.06018488, 0.5167272, 1.0]], ['2, k, 10', [0.08057214, 0.3300099, 1.0]], ['2, k, 11', [0.08708586, 0.2396896, 1.0]], ['2, k, 12', [-0.2420817, 0.2102474, 1.0]], ['2, k, 13', [-0.2803816, -0.1127745, 1.0]], ['2, k, 14', [-0.3011861, -0.5555124, 1.0]], ['2, k, 15', [-0.3038629, -0.6375559, 1.0]], ['2, k, 16', [-0.08047383, 0.2109829, 1.0]], ['2, k, 17', [-0.04647196, -0.1076978, 1.0]], ['2, k, 18', [-0.07067021, -0.5329311, 1.0]], ['2, k, 19', [-0.03349598, -0.6206129, 1.0]], ['2, k, 20', [-0.1612702, 0.7565571, 1.0]], ['2, k, 21', [-0.3530496, 0.07649207, 1.0]], ['2, k, 22', [-0.3293183, 0.1765779, 1.0]], ['2, k, 23', [0.08693907, 0.1773811, 1.0]], ['2, k, 24', [0.03744692, 0.218088, 1.0]]]
[['2, k, 0', [-0.1638068, 0.213457, 1.0]], ['2, k, 1', [-0.1636042, 0.5271552, 1.0]], ['2, k, 2', [-0.1613206, 0.8321212, 1.0]], ['2, k, 3', [-0.1617278, 0.9787155, 1.0]], ['2, k, 4', [-0.3458415, 0.6982918, 1.0]], ['2, k, 5', [-0.4003369, 0.4529464, 1.0]], ['2, k, 6', [-0.3983893, 0.2383727, 1.0]], ['2, k, 7', [-0.3731469, 0.1620593, 1.0]], ['2, k, 8', [0.02087812, 0.7057528, 1.0]], ['2, k, 9', [0.06575293, 0.5519241, 1.0]], ['2, k, 10', [0.08946808, 0.4110024, 1.0]], ['2, k, 11', [0.09738237, 0.3287921, 1.0]], ['2, k, 12', [-0.2426722, 0.2103118, 1.0]], ['2, k, 13', [-0.2797381, -0.1123405, 1.0]], ['2, k, 14', [-0.3012046, -0.5555153, 1.0]], ['2, k, 15', [-0.3035735, -0.6373742, 1.0]], ['2, k, 16', [-0.08086098, 0.2113451, 1.0]], ['2, k, 17', [-0.04590899, -0.1072668, 1.0]], ['2, k, 18', [-0.07052428, -0.5321601, 1.0]], ['2, k, 19', [-0.03863246, -0.6199386, 1.0]], ['2, k, 20', [-0.1619955, 0.757235, 1.0]], ['2, k, 21', [-0.354729, 0.0821982, 1.0]], ['2, k, 22', [-0.3280863, 0.1611699, 1.0]], ['2, k, 23', [0.09905733, 0.2700935, 1.0]], ['2, k, 24', [0.04835889, 0.3089193, 1.0]]]
[['2, k, 0', [-0.1641473, 0.2136091, 1.0]], ['2, k, 1', [-0.1645038, 0.527624, 1.0]], ['2, k, 2', [-0.1634063, 0.8328596, 1.0]], ['2, k, 3', [-0.1620491, 0.9789417, 1.0]], ['2, k, 4', [-0.3461947, 0.6986895, 1.0]], ['2, k, 5', [-0.4003288, 0.4528859, 1.0]], ['2, k, 6', [-0.3975198, 0.2373379, 1.0]], ['2, k, 7', [-0.3704595, 0.1604919, 1.0]], ['2, k, 8', [0.01372932, 0.7094553, 1.0]], ['2, k, 9', [0.07012105, 0.5984355, 1.0]], ['2, k, 10', [0.1125534, 0.4773566, 1.0]], ['2, k, 11', [0.108887, 0.4143567, 1.0]], ['2, k, 12', [-0.2430913, 0.2103931, 1.0]], ['2, k, 13', [-0.2796012, -0.1120592, 1.0]], ['2, k, 14', [-0.3009074, -0.5550717, 1.0]], ['2, k, 15', [-0.3035705, -0.6375426, 1.0]], ['2, k, 16', [-0.08114231, 0.2115793, 1.0]], ['2, k, 17', [-0.04545831, -0.1068262, 1.0]], ['2, k, 18', [-0.07025398, -0.5344568, 1.0]], ['2, k, 19', [-0.03819227, -0.6190655, 1.0]], ['2, k, 20', [-0.1637357, 0.7579076, 1.0]], ['2, k, 21', [-0.3501453, 0.07638796, 1.0]], ['2, k, 22', [-0.3313548, 0.1510625, 1.0]], ['2, k, 23', [0.1238554, 0.3797728, 1.0]], ['2, k, 24', [0.05640236, 0.4103123, 1.0]]]
[['2, k, 0', [-0.1641382, 0.2139793, 1.0]], ['2, k, 1', [-0.1644747, 0.5280214, 1.0]], ['2, k, 2', [-0.1634657, 0.833115, 1.0]], ['2, k, 3', [-0.1617355, 0.9787928, 1.0]], ['2, k, 4', [-0.3460034, 0.6990602, 1.0]], ['2, k, 5', [-0.4008054, 0.4528643, 1.0]], ['2, k, 6', [-0.3953445, 0.235765, 1.0]], ['2, k, 7', [-0.3683825, 0.1596235, 1.0]], ['2, k, 8', [0.009312551, 0.7143961, 1.0]], ['2, k, 9', [0.1064659, 0.6637029, 1.0]], ['2, k, 10', [0.1263608, 0.6466069, 1.0]], ['2, k, 11', [0.1128649, 0.6579758, 1.0]], ['2, k, 12', [-0.2431417, 0.2105989, 1.0]], ['2, k, 13', [-0.2795008, -0.1118997, 1.0]], ['2, k, 14', [-0.3017557, -0.5519552, 1.0]], ['2, k, 15', [-0.3036359, -0.636296, 1.0]], ['2, k, 16', [-0.08103494, 0.212181, 1.0]], ['2, k, 17', [-0.04579422, -0.1063622, 1.0]], ['2, k, 18', [-0.06982745, -0.5339392, 1.0]], ['2, k, 19', [-0.03676772, -0.6145951, 1.0]], ['2, k, 20', [-0.1637794, 0.7582131, 1.0]], ['2, k, 21', [-0.3477221, 0.07701619, 1.0]], ['2, k, 22', [-0.3262653, 0.1418495, 1.0]], ['2, k, 23', [0.1400702, 0.656647, 1.0]], ['2, k, 24', [0.06476731, 0.6610723, 1.0]]]
[['2, k, 0', [-0.1617494, 0.2210708, 1.0]], ['2, k, 1', [-0.163154, 0.53089, 1.0]], ['2, k, 2', [-0.1630256, 0.8336225, 1.0]], ['2, k, 3', [-0.1613972, 0.9793053, 1.0]], ['2, k, 4', [-0.3448702, 0.6993368, 1.0]], ['2, k, 5', [-0.400923, 0.452929, 1.0]], ['2, k, 6', [-0.39551, 0.2395771, 1.0]], ['2, k, 7', [-0.3732214, 0.1746604, 1.0]], ['2, k, 8', [0.009781853, 0.7382454, 1.0]], ['2, k, 9', [0.1025243, 0.8512815, 1.0]], ['2, k, 10', [0.09953888, 0.9755139, 1.0]], ['2, k, 11', [0.08953428, 1.025704, 1.0]], ['2, k, 12', [-0.2420145, 0.2159823, 1.0]], ['2, k, 13', [-0.2797874, -0.107567, 1.0]], ['2, k, 14', [-0.3025411, -0.5501474, 1.0]], ['2, k, 15', [-0.3005516, -0.6351924, 1.0]], ['2, k, 16', [-0.07714613, 0.2210208, 1.0]], ['2, k, 17', [-0.0427122, -0.09949651, 1.0]], ['2, k, 18', [-0.06235864, -0.5686567, 1.0]], ['2, k, 19', [-0.03072107, -0.6277207, 1.0]], ['2, k, 20', [-0.1631761, 0.7591173, 1.0]], ['2, k, 21', [-0.3551993, 0.09712692, 1.0]], ['2, k, 22', [-0.3349739, 0.1936535, 1.0]], ['2, k, 23', [0.1094851, 1.066867, 1.0]], ['2, k, 24', [0.03230223, 1.008297, 1.0]]]
