[['2, k, 0', [-0.3032271, 0.04349076, 1.0]], ['2, k, 1', [-0.2999965, 0.3553019, 1.0]], ['2, k, 2', [-0.2952812, 0.655459, 1.0]], ['2, k, 3', [-0.3284005, 0.7990889, 1.0]], ['2, k, 4', [-0.4615375, 0.5467566, 1.0]], ['2, k, 5', [-0.4993401, 0.3013754, 1.0]], ['2, k, 6', [-0.4873049, 0.1095975, 1.0]], ['2, k, 7', [-0.4653674, 0.05671571, 1.0]], ['2, k, 8', [-0.1454292, 0.5237829, 1.0]], ['2, k, 9', [-0.1031046, 0.2613953, 1.0]], ['2, k, 10', [-0.1259093, 0.03681795, 1.0]], ['2, k, 11', [-0.13168, -0.04562771, 1.0]], ['2, k, 12', [-0.371013, 0.04320611, 1.0]], ['2, k, 13', [-0.384795, -0.2972559, 1.0]], ['2, k, 14', [-0.4038223, -0.656014, 1.0]], ['2, k, 15', [-0.3983867, -0.7220725, 1.0]], ['2, k, 16', [-0.2257007, 0.04223412, 1.0]], ['2, k, 17', [-0.1750159, -0.2826842, 1.0]], ['2, k, 18', [-0.1713885, -0.6301064, 1.0]], ['2, k, 19', [-0.1534967, -0.7193711, 1.0]], ['2, k, 20', [-0.2968161, 0.5821067, 1.0]], ['2, k, 21', [-0.4667091, 0.007771112, 1.0]], ['2, k, 22', [-0.4276989, 0.03520727, 1.0]], ['2, k, 23', [-0.1242887, -0.1220906, 1.0]], ['2, k, 24', [-0.1839237, -0.02256705, 1.0]]]
[['2, k, 0', [-0.3038259, 0.04339883, 1.0]], ['2, k, 1', [-0.3002005, 0.3552389, 1.0]], ['2, k, 2', [-0.2953176, 0.6554157, 1.0]], ['2, k, 3', [-0.3286368, 0.7994427, 1.0]], ['2, k, 4', [-0.4617844, 0.5465983, 1.0]], ['2, k, 5', [-0.4993587, 0.3013304, 1.0]], ['2, k, 6', [-0.4863379, 0.1092791, 1.0]], ['2, k, 7', [-0.4658477, 0.05755187, 1.0]], ['2, k, 8', [-0.1456662, 0.5252884, 1.0]], ['2, k, 9', [-0.1049225, 0.2649638, 1.0]], ['2, k, 10', [-0.1235672, 0.04109337, 1.0]], ['2, k, 11', [-0.1241305, -0.0451135, 1.0]], ['2, k, 12', [-0.371724, 0.04325273, 1.0]], ['2, k, 13', [-0.3850152, -0.2970792, 1.0]], ['2, k, 14', [-0.403859, -0.6558503, 1.0]], ['2, k, 15', [-0.3979369, -0.7219382, 1.0]], ['2, k, 16', [-0.2261581, 0.04202536, 1.0]], ['2, k, 17', [-0.1753522, -0.2834217, 1.0]], ['2, k, 18', [-0.1715368, -0.6301469, 1.0]], ['2, k, 19', [-0.1533969, -0.7193159, 1.0]], ['2, k, 20', [-0.2968677, 0.5820669, 1.0]], ['2, k, 21', [-0.4669886, 0.01132627, 1.0]], ['2, k, 22', [-0.4289478, 0.03756129, 1.0]], ['2, k, 23', [-0.1127994, -0.1169727, 1.0]], ['2, k, 24', [-0.1531467, -0.0473022, 1.0]]]
[['2, k, 0', [-0.3047192, 0.04327435, 1.0]], ['2, k, 1', [-0.3004635, 0.3551673, 1.0]], ['2, k, 2', [-0.2953595, 0.6553419, 1.0]], ['2, k, 3', [-0.3287107, 0.7998739, 1.0]], ['2, k, 4', [-0.4622075, 0.5467711, 1.0]], ['2, k, 5', [-0.4992923, 0.3002881, 1.0]], ['2, k, 6', [-0.4851133, 0.1081177, 1.0]], ['2, k, 7', [-0.4636726, 0.05577066, 1.0]], ['2, k, 8', [-0.1463405, 0.5252183, 1.0]], ['2, k, 9', [-0.1048736, 0.2674778, 1.0]], ['2, k, 10', [-0.1205632, 0.04034485, 1.0]], ['2, k, 11', [-0.1188608, -0.04111346, 1.0]], ['2, k, 12', [-0.3725766, 0.04328096, 1.0]], ['2, k, 13', [-0.3850931, -0.2970315, 1.0]], ['2, k, 14', [-0.4038639, -0.6557808, 1.0]], ['2, k, 15', [-0.3981804, -0.7219573, 1.0]], ['2, k, 16', [-0.2270067, 0.04176556, 1.0]], ['2, k, 17', [-0.1771082, -0.2888726, 1.0]], ['2, k, 18', [-0.1715063, -0.6302637, 1.0]], ['2, k, 19', [-0.1511272, -0.7211095, 1.0]], ['2, k, 20', [-0.2969438, 0.5820053, 1.0]], ['2, k, 21', [-0.4649542, 0.005931856, 1.0]], ['2, k, 22', [-0.4232049, 0.03973796, 1.0]], ['2, k, 23', [-0.1056118, -0.113553, 1.0]], ['2, k, 24', [-0.1660516, -0.05077277, 1.0]]]
[['2, k, 0', [-0.3064106, 0.04338448, 1.0]], ['2, k, 1', [-0.3010619, 0.3551949, 1.0]], ['2, k, 2', [-0.2954701, 0.6553487, 1.0]], ['2, k, 3', [-0.3287414, 0.7999265, 1.0]], ['2, k, 4', [-0.4623977, 0.5468107, 1.0]], ['2, k, 5', [-0.4994416, 0.3003346, 1.0]], ['2, k, 6', [-0.4848079, 0.1079066, 1.0]], ['2, k, 7', [-0.4626466, 0.05729248, 1.0]], ['2, k, 8', [-0.1469112, 0.5253134, 1.0]], ['2, k, 9', [-0.1038568, 0.2775121, 1.0]], ['2, k, 10', [-0.1172958, 0.04690295, 1.0]], ['2, k, 11', [-0.1140709, -0.03553086, 1.0]], ['2, k, 12', [-0.3744131, 0.04371076, 1.0]], ['2, k, 13', [-0.3853652, -0.2970291, 1.0]], ['2, k, 14', [-0.4038674, -0.6556935, 1.0]], ['2, k, 15', [-0.3981695, -0.7219397, 1.0]], ['2, k, 16', [-0.2284677, 0.04161472, 1.0]], ['2, k, 17', [-0.1772295, -0.2896975, 1.0]], ['2, k, 18', [-0.1714711, -0.6303338, 1.0]], ['2, k, 19', [-0.1519512, -0.721557, 1.0]], ['2, k, 20', [-0.2971025, 0.5820096, 1.0]], ['2, k, 21', [-0.4662728, 0.01104416, 1.0]], ['2, k, 22', [-0.4242639, 0.04044355, 1.0]], ['2, k, 23', [-0.09771581, -0.1075942, 1.0]], ['2, k, 24', [-0.1635776, -0.04606436, 1.0]]]
[['2, k, 0', [-0.308194, 0.04363423, 1.0]], ['2, k, 1', [-0.301783, 0.3553323, 1.0]], ['2, k, 2', [-0.2955911, 0.6554281, 1.0]], ['2, k, 3', [-0.3287337, 0.8001398, 1.0]], ['2, k, 4', [-0.4624636, 0.5468138, 1.0]], ['2, k, 5', [-0.4996909, 0.300541, 1.0]], ['2, k, 6', [-0.4843415, 0.1079758, 1.0]], ['2, k, 7', [-0.4622785, 0.05706717, 1.0]], ['2, k, 8', [-0.146667, 0.5265447, 1.0]], ['2, k, 9', [-0.1048209, 0.283884, 1.0]], ['2, k, 10', [-0.1144587, 0.05396962, 1.0]], ['2, k, 11', [-0.1086503, -0.02931334, 1.0]], ['2, k, 12', [-0.3766275, 0.04421443, 1.0]], ['2, k, 13', [-0.3854673, -0.2969342, 1.0]], ['2, k, 14', [-0.4038128, -0.655602, 1.0]], ['2, k, 15', [-0.398503, -0.7222691, 1.0]], ['2, k, 16', [-0.2297625, 0.04165851, 1.0]], ['2, k, 17', [-0.1773768, -0.2903545, 1.0]], ['2, k, 18', [-0.1712286, -0.630451, 1.0]], ['2, k, 19', [-0.152037, -0.7215148, 1.0]], ['2, k, 20', [-0.2972887, 0.5820796, 1.0]], ['2, k, 21', [-0.4652894, 0.01000499, 1.0]], ['2, k, 22', [-0.4238214, 0.04042308, 1.0]], ['2, k, 23', [-0.08999705, -0.0985013, 1.0]], ['2, k, 24', [-0.1561206, -0.03507727, 1.0]]]
[['2, k, 0', [-0.3101965, 0.04380217, 1.0]], ['2, k, 1', [-0.3026604, 0.3554526, 1.0]], ['2, k, 2', [-0.295716, 0.6554986, 1.0]], ['2, k, 3', [-0.32866, 0.8003661, 1.0]], ['2, k, 4', [-0.4624861, 0.5470868, 1.0]], ['2, k, 5', [-0.4997609, 0.3006562, 1.0]], ['2, k, 6', [-0.4840811, 0.1081121, 1.0]], ['2, k, 7', [-0.4613783, 0.0574904, 1.0]], ['2, k, 8', [-0.1465369, 0.5276725, 1.0]], ['2, k, 9', [-0.1059852, 0.2909762, 1.0]], ['2, k, 10', [-0.1105629, 0.06738485, 1.0]], ['2, k, 11', [-0.1028882, -0.01663621, 1.0]], ['2, k, 12', [-0.3791022, 0.04469571, 1.0]], ['2, k, 13', [-0.3858317, -0.2966767, 1.0]], ['2, k, 14', [-0.4037906, -0.6554264, 1.0]], ['2, k, 15', [-0.3986088, -0.7222983, 1.0]], ['2, k, 16', [-0.231244, 0.04157879, 1.0]], ['2, k, 17', [-0.1774358, -0.2905332, 1.0]], ['2, k, 18', [-0.1710632, -0.6317388, 1.0]], ['2, k, 19', [-0.1522681, -0.7213819, 1.0]], ['2, k, 20', [-0.2975055, 0.5821459, 1.0]], ['2, k, 21', [-0.4647561, 0.01291955, 1.0]], ['2, k, 22', [-0.4224298, 0.04243915, 1.0]], ['2, k, 23', [-0.08430687, -0.08554287, 1.0]], ['2, k, 24', [-0.1488705, -0.02271768, 1.0]]]
[['2, k, 0', [-0.3123677, 0.04426201, 1.0]], ['2, k, 1', [-0.3034942, 0.3555795, 1.0]], ['2, k, 2', [-0.2958348, 0.6554862, 1.0]], ['2, k, 3', [-0.3283845, 0.8007987, 1.0]], ['2, k, 4', [-0.4626208, 0.5475201, 1.0]], ['2, k, 5', [-0.4999233, 0.3007745, 1.0]], ['2, k, 6', [-0.483497, 0.1083596, 1.0]], ['2, k, 7', [-0.4609926, 0.05720435, 1.0]], ['2, k, 8', [-0.1467314, 0.5281953, 1.0]], ['2, k, 9', [-0.1049611, 0.2979853, 1.0]], ['2, k, 10', [-0.1068316, 0.08727133, 1.0]], ['2, k, 11', [-0.0993905, 0.0005519948, 1.0]], ['2, k, 12', [-0.3812498, 0.0453096, 1.0]], ['2, k, 13', [-0.3859067, -0.2966679, 1.0]], ['2, k, 14', [-0.4037541, -0.655353, 1.0]], ['2, k, 15', [-0.398758, -0.722333, 1.0]], ['2, k, 16', [-0.2333061, 0.04184101, 1.0]], ['2, k, 17', [-0.1775628, -0.2904647, 1.0]], ['2, k, 18', [-0.1709973, -0.6311429, 1.0]], ['2, k, 19', [-0.1522982, -0.7197502, 1.0]], ['2, k, 20', [-0.2977811, 0.582163, 1.0]], ['2, k, 21', [-0.4634676, 0.01088619, 1.0]], ['2, k, 22', [-0.4228044, 0.04093232, 1.0]], ['2, k, 23', [-0.08047681, -0.067441, 1.0]], ['2, k, 24', [-0.1448251, -0.0080819, 1.0]]]
[['2, k, 0', [-0.3135185, 0.04435541, 1.0]], ['2, k, 1', [-0.3040012, 0.3557164, 1.0]], ['2, k, 2', [-0.2958075, 0.6557174, 1.0]], ['2, k, 3', [-0.3279331, 0.8016582, 1.0]], ['2, k, 4', [-0.4629097, 0.5480741, 1.0]], ['2, k, 5', [-0.5002827, 0.3012882, 1.0]], ['2, k, 6', [-0.483155, 0.108676, 1.0]], ['2, k, 7', [-0.4605999, 0.05707801, 1.0]], ['2, k, 8', [-0.1478751, 0.5283678, 1.0]], ['2, k, 9', [-0.1053832, 0.3027334, 1.0]], ['2, k, 10', [-0.1016387, 0.1054124, 1.0]], ['2, k, 11', [-0.09495687, 0.02208975, 1.0]], ['2, k, 12', [-0.381977, 0.04552941, 1.0]], ['2, k, 13', [-0.3860382, -0.2967352, 1.0]], ['2, k, 14', [-0.4037531, -0.6553509, 1.0]], ['2, k, 15', [-0.3988664, -0.7223235, 1.0]], ['2, k, 16', [-0.2349276, 0.04173135, 1.0]], ['2, k, 17', [-0.1777909, -0.2907124, 1.0]], ['2, k, 18', [-0.1711789, -0.6307467, 1.0]], ['2, k, 19', [-0.1522723, -0.7196694, 1.0]], ['2, k, 20', [-0.2979134, 0.582339, 1.0]], ['2, k, 21', [-0.4636811, 0.008191485, 1.0]], ['2, k, 22', [-0.4222027, 0.04191831, 1.0]], ['2, k, 23', [-0.08297426, -0.04356551, 1.0]], ['2, k, 24', [-0.1323459, 0.01642546, 1.0]]]
[['2, k, 0', [-0.3141979, 0.04426509, 1.0]], ['2, k, 1', [-0.3044038, 0.3557456, 1.0]], ['2, k, 2', [-0.2958494, 0.6558836, 1.0]], ['2, k, 3', [-0.3276474, 0.8018593, 1.0]], ['2, k, 4', [-0.462876, 0.5478893, 1.0]], ['2, k, 5', [-0.5010257, 0.3020979, 1.0]], ['2, k, 6', [-0.4798361, 0.1100399, 1.0]], ['2, k, 7', [-0.4603995, 0.05971006, 1.0]], ['2, k, 8', [-0.1476745, 0.5287345, 1.0]], ['2, k, 9', [-0.09677511, 0.2754345, 1.0]], ['2, k, 10', [-0.098184, 0.08554143, 1.0]], ['2, k, 11', [-0.08732187, 0.02109229, 1.0]], ['2, k, 12', [-0.3826005, 0.04552264, 1.0]], ['2, k, 13', [-0.3861278, -0.2967235, 1.0]], ['2, k, 14', [-0.4037511, -0.6552939, 1.0]], ['2, k, 15', [-0.3988701, -0.722158, 1.0]], ['2, k, 16', [-0.2356044, 0.04155942, 1.0]], ['2, k, 17', [-0.1781115, -0.2917459, 1.0]], ['2, k, 18', [-0.1704768, -0.6302333, 1.0]], ['2, k, 19', [-0.1503512, -0.7204196, 1.0]], ['2, k, 20', [-0.2981001, 0.5824572, 1.0]], ['2, k, 21', [-0.4610656, 0.01042054, 1.0]], ['2, k, 22', [-0.4195955, 0.04760171, 1.0]], ['2, k, 23', [-0.07353441, -0.0369163, 1.0]], ['2, k, 24', [-0.1360174, 0.02727207, 1.0]]]
[['2, k, 0', [-0.3143544, 0.04431151, 1.0]], ['2, k, 1', [-0.3044842, 0.3558146, 1.0]], ['2, k, 2', [-0.2955176, 0.6560839, 1.0]], ['2, k, 3', [-0.3269064, 0.8022095, 1.0]], ['2, k, 4', [-0.4628784, 0.5480041, 1.0]], ['2, k, 5', [-0.501371, 0.3027044, 1.0]], ['2, k, 6', [-0.4797895, 0.1103311, 1.0]], ['2, k, 7', [-0.459915, 0.05984783, 1.0]], ['2, k, 8', [-0.1473781, 0.5290439, 1.0]], ['2, k, 9', [-0.09981818, 0.3306044, 1.0]], ['2, k, 10', [-0.09268182, 0.1293418, 1.0]], ['2, k, 11', [-0.08595715, 0.05264612, 1.0]], ['2, k, 12', [-0.3826568, 0.04555387, 1.0]], ['2, k, 13', [-0.3861992, -0.2964504, 1.0]], ['2, k, 14', [-0.4037234, -0.6552573, 1.0]], ['2, k, 15', [-0.3989491, -0.7221588, 1.0]], ['2, k, 16', [-0.2359316, 0.04163312, 1.0]], ['2, k, 17', [-0.1781038, -0.2916763, 1.0]], ['2, k, 18', [-0.170494, -0.6302642, 1.0]], ['2, k, 19', [-0.149721, -0.7213079, 1.0]], ['2, k, 20', [-0.2979511, 0.5826225, 1.0]], ['2, k, 21', [-0.4634216, 0.005813901, 1.0]], ['2, k, 22', [-0.4215648, 0.04393652, 1.0]], ['2, k, 23', [-0.06646401, -0.01368247, 1.0]], ['2, k, 24', [-0.134432, 0.04548804, 1.0]]]
[['2, k, 0', [-0.3138903, 0.04429648, 1.0]], ['2, k, 1', [-0.3043631, 0.3558531, 1.0]], ['2, k, 2', [-0.295393, 0.6562269, 1.0]], ['2, k, 3', [-0.326034, 0.8024191, 1.0]], ['2, k, 4', [-0.4628136, 0.5480378, 1.0]], ['2, k, 5', [-0.5016184, 0.3026807, 1.0]], ['2, k, 6', [-0.4739179, 0.1071374, 1.0]], ['2, k, 7', [-0.4561787, 0.05705553, 1.0]], ['2, k, 8', [-0.1472299, 0.52914, 1.0]], ['2, k, 9', [-0.09701578, 0.3358752, 1.0]], ['2, k, 10', [-0.08914431, 0.1452138, 1.0]], ['2, k, 11', [-0.08415757, 0.07809687, 1.0]], ['2, k, 12', [-0.3816053, 0.0453915, 1.0]], ['2, k, 13', [-0.3862075, -0.2962098, 1.0]], ['2, k, 14', [-0.4036936, -0.6552554, 1.0]], ['2, k, 15', [-0.3989632, -0.7221591, 1.0]], ['2, k, 16', [-0.2357562, 0.04168035, 1.0]], ['2, k, 17', [-0.1780323, -0.2915151, 1.0]], ['2, k, 18', [-0.170337, -0.6297574, 1.0]], ['2, k, 19', [-0.1498427, -0.7202969, 1.0]], ['2, k, 20', [-0.2978208, 0.5827423, 1.0]], ['2, k, 21', [-0.460294, 0.008389527, 1.0]], ['2, k, 22', [-0.4150465, 0.0430324, 1.0]], ['2, k, 23', [-0.06800029, 0.01189892, 1.0]], ['2, k, 24', [-0.1278434, 0.06883442, 1.0]]]
