[['2, k, 0', [0.1223696, -0.4727592, 1.0]], ['2, k, 1', [0.1408229, -0.2478118, 1.0]], ['2, k, 2', [0.1591121, -0.0281524, 1.0]], ['2, k, 3', [0.1825903, 0.1071038, 1.0]], ['2, k, 4', [-0.003212819, -0.08887599, 1.0]], ['2, k, 5', [-0.03653131, -0.2521838, 1.0]], ['2, k, 6', [-0.0477291, -0.3957052, 1.0]], ['2, k, 7', [-0.04697466, -0.4443822, 1.0]], ['2, k, 8', [0.3152766, -0.1295228, 1.0]], ['2, k, 9', [0.3624306, -0.3091207, 1.0]], ['2, k, 10', [0.3257973, -0.4009608, 1.0]], ['2, k, 11', [0.3167458, -0.4096531, 1.0]], ['2, k, 12', [0.02667738, -0.4543855, 1.0]], ['2, k, 13', [-0.04064517, -0.5089375, 1.0]], ['2, k, 14', [-0.02731373, -0.9132736, 1.0]], ['2, k, 15', [-0.01858361, -0.9482566, 1.0]], ['2, k, 16', [0.2153306, -0.4798332, 1.0]], ['2, k, 17', [0.2382899, -0.5062053, 1.0]], ['2, k, 18', [0.1960483, -0.8996675, 1.0]], ['2, k, 19', [0.1475849, -0.9741174, 1.0]], ['2, k, 20', [0.1546131, -0.08245127, 1.0]], ['2, k, 21', [-0.05443835, -0.4839309, 1.0]], ['2, k, 22', [-0.005702278, -0.4489936, 1.0]], ['2, k, 23', [0.3085162, -0.4440476, 1.0]], ['2, k, 24', [0.2818514, -0.4116989, 1.0]]]
[['2, k, 0', [0.1222709, -0.4728636, 1.0]], ['2, k, 1', [0.1408108, -0.2478961, 1.0]], ['2, k, 2', [0.1591163, -0.02818789, 1.0]], ['2, k, 3', [0.1825317, 0.1070667, 1.0]], ['2, k, 4', [-0.004304529, -0.08941959, 1.0]], ['2, k, 5', [-0.03759444, -0.2508966, 1.0]], ['2, k, 6', [-0.04775357, -0.3951954, 1.0]], ['2, k, 7', [-0.04776714, -0.4446036, 1.0]], ['2, k, 8', [0.3149748, -0.1292866, 1.0]], ['2, k, 9', [0.3626729, -0.3087644, 1.0]], ['2, k, 10', [0.325663, -0.4014308, 1.0]], ['2, k, 11', [0.3151351, -0.4104466, 1.0]], ['2, k, 12', [0.02657652, -0.4545498, 1.0]], ['2, k, 13', [-0.04070995, -0.5088015, 1.0]], ['2, k, 14', [-0.02775128, -0.9139253, 1.0]], ['2, k, 15', [-0.01899062, -0.948912, 1.0]], ['2, k, 16', [0.2152006, -0.4798337, 1.0]], ['2, k, 17', [0.238302, -0.5063266, 1.0]], ['2, k, 18', [0.1922782, -0.9007481, 1.0]], ['2, k, 19', [0.1978182, -0.9359717, 1.0]], ['2, k, 20', [0.154618, -0.08250251, 1.0]], ['2, k, 21', [-0.05347722, -0.484217, 1.0]], ['2, k, 22', [-0.006158567, -0.4617531, 1.0]], ['2, k, 23', [0.3085299, -0.442798, 1.0]], ['2, k, 24', [0.2629661, -0.424641, 1.0]]]
[['2, k, 0', [0.1222473, -0.4728839, 1.0]], ['2, k, 1', [0.1406972, -0.24802, 1.0]], ['2, k, 2', [0.1587486, -0.02845504, 1.0]], ['2, k, 3', [0.1824931, 0.1070064, 1.0]], ['2, k, 4', [-0.003159974, -0.08947747, 1.0]], ['2, k, 5', [-0.03833007, -0.2622065, 1.0]], ['2, k, 6', [-0.04028785, -0.3852426, 1.0]], ['2, k, 7', [-0.04176241, -0.4126744, 1.0]], ['2, k, 8', [0.3145308, -0.1286874, 1.0]], ['2, k, 9', [0.3623952, -0.3092376, 1.0]], ['2, k, 10', [0.3265603, -0.401314, 1.0]], ['2, k, 11', [0.3175186, -0.4094393, 1.0]], ['2, k, 12', [0.02650936, -0.4545519, 1.0]], ['2, k, 13', [-0.04076707, -0.508293, 1.0]], ['2, k, 14', [-0.02781702, -0.9139833, 1.0]], ['2, k, 15', [-0.01966622, -0.9490125, 1.0]], ['2, k, 16', [0.2151667, -0.479849, 1.0]], ['2, k, 17', [0.2382822, -0.5061307, 1.0]], ['2, k, 18', [0.19182, -0.9011633, 1.0]], ['2, k, 19', [0.1967557, -0.9364237, 1.0]], ['2, k, 20', [0.1543369, -0.08273482, 1.0]], ['2, k, 21', [-0.0372343, -0.4371719, 1.0]], ['2, k, 22', [0.01555661, -0.4540078, 1.0]], ['2, k, 23', [0.3072744, -0.4411947, 1.0]], ['2, k, 24', [0.2651266, -0.426429, 1.0]]]
[['2, k, 0', [0.1221477, -0.4730608, 1.0]], ['2, k, 1', [0.1405805, -0.2481604, 1.0]], ['2, k, 2', [0.1585642, -0.02852321, 1.0]], ['2, k, 3', [0.1824812, 0.1070715, 1.0]], ['2, k, 4', [-0.002343312, -0.08940275, 1.0]], ['2, k, 5', [-0.03855874, -0.2616851, 1.0]], ['2, k, 6', [-0.04897184, -0.3890626, 1.0]], ['2, k, 7', [-0.04806026, -0.4310257, 1.0]], ['2, k, 8', [0.3140365, -0.1284474, 1.0]], ['2, k, 9', [0.3621836, -0.3089026, 1.0]], ['2, k, 10', [0.3265753, -0.4005397, 1.0]], ['2, k, 11', [0.2688147, -0.4332891, 1.0]], ['2, k, 12', [0.02642868, -0.4546715, 1.0]], ['2, k, 13', [-0.04080798, -0.5081491, 1.0]], ['2, k, 14', [-0.0278675, -0.9140115, 1.0]], ['2, k, 15', [-0.02024503, -0.9490593, 1.0]], ['2, k, 16', [0.2150145, -0.4800299, 1.0]], ['2, k, 17', [0.2383312, -0.506041, 1.0]], ['2, k, 18', [0.1925353, -0.8996248, 1.0]], ['2, k, 19', [0.1969298, -0.9349189, 1.0]], ['2, k, 20', [0.1541777, -0.08282477, 1.0]], ['2, k, 21', [-0.04091194, -0.4809088, 1.0]], ['2, k, 22', [-0.006177796, -0.4315137, 1.0]], ['2, k, 23', [0.2419994, -0.4471793, 1.0]], ['2, k, 24', [0.2113081, -0.4226147, 1.0]]]
[['2, k, 0', [0.1220744, -0.473036, 1.0]], ['2, k, 1', [0.1405907, -0.2481854, 1.0]], ['2, k, 2', [0.1586191, -0.02858554, 1.0]], ['2, k, 3', [0.1823885, 0.107067, 1.0]], ['2, k, 4', [-0.001862322, -0.08923722, 1.0]], ['2, k, 5', [-0.04178376, -0.2554379, 1.0]], ['2, k, 6', [-0.04900698, -0.3894207, 1.0]], ['2, k, 7', [-0.04818952, -0.4280875, 1.0]], ['2, k, 8', [0.3151584, -0.1294032, 1.0]], ['2, k, 9', [0.3621657, -0.3089032, 1.0]], ['2, k, 10', [0.3261594, -0.4010853, 1.0]], ['2, k, 11', [0.3157856, -0.406168, 1.0]], ['2, k, 12', [0.0263761, -0.4544921, 1.0]], ['2, k, 13', [-0.04084553, -0.5081176, 1.0]], ['2, k, 14', [-0.02786135, -0.9140944, 1.0]], ['2, k, 15', [-0.02004957, -0.9491549, 1.0]], ['2, k, 16', [0.2149016, -0.4800461, 1.0]], ['2, k, 17', [0.2383855, -0.5059879, 1.0]], ['2, k, 18', [0.1924038, -0.8976141, 1.0]], ['2, k, 19', [0.1969872, -0.9329398, 1.0]], ['2, k, 20', [0.1542187, -0.08287633, 1.0]], ['2, k, 21', [-0.04104869, -0.4799723, 1.0]], ['2, k, 22', [-0.01124897, -0.425407, 1.0]], ['2, k, 23', [0.3001222, -0.4294273, 1.0]], ['2, k, 24', [0.2829026, -0.4113421, 1.0]]]
[['2, k, 0', [0.1214368, -0.473105, 1.0]], ['2, k, 1', [0.140472, -0.2482878, 1.0]], ['2, k, 2', [0.1586233, -0.0286367, 1.0]], ['2, k, 3', [0.1823136, 0.1070395, 1.0]], ['2, k, 4', [-0.001693799, -0.08919189, 1.0]], ['2, k, 5', [-0.03939652, -0.2586832, 1.0]], ['2, k, 6', [-0.04552788, -0.3775987, 1.0]], ['2, k, 7', [-0.04182461, -0.4293282, 1.0]], ['2, k, 8', [0.31463, -0.1291509, 1.0]], ['2, k, 9', [0.3621407, -0.3091986, 1.0]], ['2, k, 10', [0.3259178, -0.40091, 1.0]], ['2, k, 11', [0.3085722, -0.4163832, 1.0]], ['2, k, 12', [0.02566755, -0.4544415, 1.0]], ['2, k, 13', [-0.04085156, -0.5081137, 1.0]], ['2, k, 14', [-0.02820851, -0.9135252, 1.0]], ['2, k, 15', [-0.02072396, -0.9487094, 1.0]], ['2, k, 16', [0.2143049, -0.4800756, 1.0]], ['2, k, 17', [0.2384626, -0.5062118, 1.0]], ['2, k, 18', [0.1913434, -0.9007506, 1.0]], ['2, k, 19', [0.1956125, -0.9361663, 1.0]], ['2, k, 20', [0.1542117, -0.08292367, 1.0]], ['2, k, 21', [-0.04729412, -0.4557844, 1.0]], ['2, k, 22', [0.01852082, -0.4619993, 1.0]], ['2, k, 23', [0.3008428, -0.4424784, 1.0]], ['2, k, 24', [0.2410608, -0.4200411, 1.0]]]
[['2, k, 0', [0.1215797, -0.4731431, 1.0]], ['2, k, 1', [0.1404771, -0.2482992, 1.0]], ['2, k, 2', [0.1585285, -0.02863975, 1.0]], ['2, k, 3', [0.1822858, 0.10704, 1.0]], ['2, k, 4', [-0.001467957, -0.08919866, 1.0]], ['2, k, 5', [-0.03964862, -0.2588735, 1.0]], ['2, k, 6', [-0.04525679, -0.3818583, 1.0]], ['2, k, 7', [-0.04071621, -0.4356464, 1.0]], ['2, k, 8', [0.3143764, -0.1289921, 1.0]], ['2, k, 9', [0.3621293, -0.309256, 1.0]], ['2, k, 10', [0.3258854, -0.3981151, 1.0]], ['2, k, 11', [0.2725442, -0.4326312, 1.0]], ['2, k, 12', [0.02581281, -0.4544685, 1.0]], ['2, k, 13', [-0.04088753, -0.508042, 1.0]], ['2, k, 14', [-0.02902906, -0.9133575, 1.0]], ['2, k, 15', [-0.02172728, -0.9485565, 1.0]], ['2, k, 16', [0.2144407, -0.4800926, 1.0]], ['2, k, 17', [0.2385148, -0.5061636, 1.0]], ['2, k, 18', [0.1984377, -0.8993628, 1.0]], ['2, k, 19', [0.202414, -0.9348351, 1.0]], ['2, k, 20', [0.1541647, -0.08293415, 1.0]], ['2, k, 21', [-0.04511001, -0.4693466, 1.0]], ['2, k, 22', [0.02271051, -0.4780899, 1.0]], ['2, k, 23', [0.2471968, -0.4471268, 1.0]], ['2, k, 24', [0.2163314, -0.4221286, 1.0]]]
[['2, k, 0', [0.1215857, -0.4731433, 1.0]], ['2, k, 1', [0.1403665, -0.2483339, 1.0]], ['2, k, 2', [0.1579918, -0.02871167, 1.0]], ['2, k, 3', [0.1822335, 0.1070705, 1.0]], ['2, k, 4', [-0.001274299, -0.08916105, 1.0]], ['2, k, 5', [-0.03885597, -0.2591496, 1.0]], ['2, k, 6', [-0.04028541, -0.3807719, 1.0]], ['2, k, 7', [-0.04016484, -0.4167575, 1.0]], ['2, k, 8', [0.3157375, -0.1293836, 1.0]], ['2, k, 9', [0.362127, -0.3092477, 1.0]], ['2, k, 10', [0.3252815, -0.3975255, 1.0]], ['2, k, 11', [0.2699055, -0.430578, 1.0]], ['2, k, 12', [0.02583846, -0.4544553, 1.0]], ['2, k, 13', [-0.04090258, -0.5080377, 1.0]], ['2, k, 14', [-0.02916461, -0.9135584, 1.0]], ['2, k, 15', [-0.02128344, -0.9487255, 1.0]], ['2, k, 16', [0.2144378, -0.4800922, 1.0]], ['2, k, 17', [0.2385137, -0.506106, 1.0]], ['2, k, 18', [0.1977518, -0.8984497, 1.0]], ['2, k, 19', [0.2023142, -0.9339014, 1.0]], ['2, k, 20', [0.1537656, -0.0830054, 1.0]], ['2, k, 21', [-0.03944824, -0.4402678, 1.0]], ['2, k, 22', [0.01794104, -0.4560906, 1.0]], ['2, k, 23', [0.2413169, -0.4459093, 1.0]], ['2, k, 24', [0.2092456, -0.4239378, 1.0]]]
[['2, k, 0', [0.1217171, -0.4731833, 1.0]], ['2, k, 1', [0.1403684, -0.2483526, 1.0]], ['2, k, 2', [0.1579041, -0.02875008, 1.0]], ['2, k, 3', [0.1822216, 0.1071147, 1.0]], ['2, k, 4', [-0.001074592, -0.08918292, 1.0]], ['2, k, 5', [-0.03645436, -0.2594431, 1.0]], ['2, k, 6', [-0.04126491, -0.3796472, 1.0]], ['2, k, 7', [-0.04043894, -0.4161869, 1.0]], ['2, k, 8', [0.3149777, -0.1291124, 1.0]], ['2, k, 9', [0.3622036, -0.3099915, 1.0]], ['2, k, 10', [0.3239117, -0.3994097, 1.0]], ['2, k, 11', [0.3146395, -0.4097263, 1.0]], ['2, k, 12', [0.02593923, -0.4544674, 1.0]], ['2, k, 13', [-0.04089466, -0.506873, 1.0]], ['2, k, 14', [-0.02905895, -0.9135442, 1.0]], ['2, k, 15', [-0.02160622, -0.9487671, 1.0]], ['2, k, 16', [0.2145568, -0.4801103, 1.0]], ['2, k, 17', [0.2385837, -0.5060056, 1.0]], ['2, k, 18', [0.1968934, -0.8987341, 1.0]], ['2, k, 19', [0.2010408, -0.9342351, 1.0]], ['2, k, 20', [0.1537184, -0.08304024, 1.0]], ['2, k, 21', [-0.04150949, -0.4391268, 1.0]], ['2, k, 22', [0.01896283, -0.4590217, 1.0]], ['2, k, 23', [0.3058574, -0.4391977, 1.0]], ['2, k, 24', [0.2809598, -0.4129625, 1.0]]]
[['2, k, 0', [0.1219097, -0.4733057, 1.0]], ['2, k, 1', [0.140403, -0.2484125, 1.0]], ['2, k, 2', [0.1578787, -0.02877458, 1.0]], ['2, k, 3', [0.1822049, 0.1070946, 1.0]], ['2, k, 4', [-0.00282051, -0.08982813, 1.0]], ['2, k, 5', [-0.03565044, -0.2611955, 1.0]], ['2, k, 6', [-0.04245901, -0.3795465, 1.0]], ['2, k, 7', [-0.04389873, -0.4137848, 1.0]], ['2, k, 8', [0.3146206, -0.1287915, 1.0]], ['2, k, 9', [0.362193, -0.3097976, 1.0]], ['2, k, 10', [0.3239591, -0.4005842, 1.0]], ['2, k, 11', [0.3142855, -0.4093429, 1.0]], ['2, k, 12', [0.02615551, -0.4546624, 1.0]], ['2, k, 13', [-0.04091312, -0.5067447, 1.0]], ['2, k, 14', [-0.02869524, -0.9133887, 1.0]], ['2, k, 15', [-0.02104781, -0.9485925, 1.0]], ['2, k, 16', [0.214709, -0.4801367, 1.0]], ['2, k, 17', [0.2386488, -0.5061163, 1.0]], ['2, k, 18', [0.1945109, -0.8994698, 1.0]], ['2, k, 19', [0.1988896, -0.9349222, 1.0]], ['2, k, 20', [0.1537069, -0.08307154, 1.0]], ['2, k, 21', [-0.04917715, -0.4373327, 1.0]], ['2, k, 22', [0.0144929, -0.4569347, 1.0]], ['2, k, 23', [0.3027776, -0.4353851, 1.0]], ['2, k, 24', [0.2593112, -0.4225333, 1.0]]]
[['2, k, 0', [0.1218624, -0.4732955, 1.0]], ['2, k, 1', [0.1404037, -0.2484128, 1.0]], ['2, k, 2', [0.1579359, -0.02876054, 1.0]], ['2, k, 3', [0.1821465, 0.1070286, 1.0]], ['2, k, 4', [-0.002316047, -0.08947913, 1.0]], ['2, k, 5', [-0.0347379, -0.2557875, 1.0]], ['2, k, 6', [-0.06009616, -0.3649134, 1.0]], ['2, k, 7', [-0.05409352, -0.3671293, 1.0]], ['2, k, 8', [0.3158021, -0.1301986, 1.0]], ['2, k, 9', [0.3620554, -0.3097507, 1.0]], ['2, k, 10', [0.3241992, -0.4004855, 1.0]], ['2, k, 11', [0.3151986, -0.4089501, 1.0]], ['2, k, 12', [0.02612436, -0.454426, 1.0]], ['2, k, 13', [-0.04091563, -0.5067452, 1.0]], ['2, k, 14', [-0.02865215, -0.9135599, 1.0]], ['2, k, 15', [-0.02065498, -0.9487376, 1.0]], ['2, k, 16', [0.2145828, -0.4802418, 1.0]], ['2, k, 17', [0.238643, -0.5060974, 1.0]], ['2, k, 18', [0.1946925, -0.8988444, 1.0]], ['2, k, 19', [0.1994186, -0.93428, 1.0]], ['2, k, 20', [0.1537398, -0.08306657, 1.0]], ['2, k, 21', [-0.0559115, -0.4070217, 1.0]], ['2, k, 22', [-0.01095183, -0.4364564, 1.0]], ['2, k, 23', [0.3092063, -0.4438019, 1.0]], ['2, k, 24', [0.2603167, -0.4220041, 1.0]]]
