[[0, -0.217103, -0.250998, 2.5247, 1.0], [1, -0.216973, 0.0381522, 2.45747, 1.0], [2, -0.215609, 0.320226, 2.37782, 1.0], [3, -0.220589, 0.448134, 2.32341, 1.0], [4, -0.400316, 0.239666, 2.42682, 1.0], [5, -0.562886, 0.0963905, 2.57602, 1.0], [6, -0.474529, -0.11521, 2.52069, 1.0], [7, -0.403701, -0.170785, 2.49492, 1.0], [8, -0.0497855, 0.234556, 2.39818, 1.0], [9, 0.14005, 0.108811, 2.53377, 1.0], [10, 0.0402838, -0.101267, 2.50622, 1.0], [11, -0.0155391, -0.140292, 2.46211, 1.0], [12, -0.29401, -0.246339, 2.4959, 1.0], [13, -0.383105, -0.643557, 2.59608, 1.0], [14, -0.44701, -1.01553, 2.74232, 1.0], [15, -0.473145, -1.07715, 2.66602, 1.0], [16, -0.134244, -0.248809, 2.48462, 1.0], [17, -0.0473163, -0.618466, 2.56924, 1.0], [18, 0.0186346, -1.00142, 2.72513, 1.0], [19, 0.0404053, -1.07129, 2.6543, 1.0], [20, -0.216166, 0.250744, 2.39996, 1.0], [21, -0.387517, -0.243062, 2.46548, 1.0], [22, -0.37324, -0.121487, 2.44247, 1.0], [23, -0.025872, -0.237133, 2.4483, 1.0], [24, -0.0431111, -0.124407, 2.41233, 1.0]]
[[0, -0.21701, -0.251148, 2.52477, 1.0], [1, -0.216908, 0.0380948, 2.45755, 1.0], [2, -0.215551, 0.320226, 2.37792, 1.0], [3, -0.22055, 0.448088, 2.3235, 1.0], [4, -0.400315, 0.239666, 2.42683, 1.0], [5, -0.562912, 0.0964646, 2.57593, 1.0], [6, -0.441617, -0.10108, 2.53435, 1.0], [7, -0.394692, -0.154811, 2.48932, 1.0], [8, -0.0497601, 0.234525, 2.39819, 1.0], [9, 0.139883, 0.108899, 2.53364, 1.0], [10, 0.040341, -0.101217, 2.50625, 1.0], [11, -0.0154995, -0.140771, 2.46058, 1.0], [12, -0.293924, -0.246465, 2.49596, 1.0], [13, -0.38301, -0.643503, 2.59597, 1.0], [14, -0.446991, -1.01545, 2.74232, 1.0], [15, -0.472639, -1.07672, 2.66515, 1.0], [16, -0.134147, -0.248979, 2.48469, 1.0], [17, -0.0472457, -0.618585, 2.56936, 1.0], [18, 0.0186475, -1.00093, 2.72645, 1.0], [19, 0.0403374, -1.07085, 2.65473, 1.0], [20, -0.216109, 0.250731, 2.40005, 1.0], [21, -0.379067, -0.226946, 2.4623, 1.0], [22, -0.360703, -0.110278, 2.44314, 1.0], [23, -0.0243494, -0.23525, 2.44419, 1.0], [24, -0.0434095, -0.12533, 2.41125, 1.0]]
[[0, -0.217024, -0.251132, 2.52474, 1.0], [1, -0.216897, 0.0380888, 2.45755, 1.0], [2, -0.215448, 0.320155, 2.37802, 1.0], [3, -0.220512, 0.44797, 2.32359, 1.0], [4, -0.400312, 0.239659, 2.42682, 1.0], [5, -0.563019, 0.0967198, 2.57593, 1.0], [6, -0.441798, -0.100735, 2.53437, 1.0], [7, -0.394576, -0.155789, 2.48921, 1.0], [8, -0.0496338, 0.234485, 2.39852, 1.0], [9, 0.139743, 0.108949, 2.53333, 1.0], [10, 0.0403462, -0.101128, 2.5062, 1.0], [11, -0.015748, -0.139447, 2.45988, 1.0], [12, -0.29394, -0.246451, 2.49594, 1.0], [13, -0.382958, -0.643621, 2.59587, 1.0], [14, -0.446375, -1.01465, 2.73846, 1.0], [15, -0.47271, -1.07678, 2.66418, 1.0], [16, -0.134159, -0.248963, 2.48466, 1.0], [17, -0.0472465, -0.618291, 2.56919, 1.0], [18, 0.0183975, -1.00024, 2.72677, 1.0], [19, 0.0408552, -1.07016, 2.65557, 1.0], [20, -0.216037, 0.250682, 2.40012, 1.0], [21, -0.375062, -0.22902, 2.45816, 1.0], [22, -0.357043, -0.11159, 2.44023, 1.0], [23, -0.0243748, -0.235528, 2.44708, 1.0], [24, -0.0434464, -0.125589, 2.41132, 1.0]]
[[0, -0.217048, -0.251239, 2.5248, 1.0], [1, -0.21688, 0.0380697, 2.4576, 1.0], [2, -0.215375, 0.320208, 2.37811, 1.0], [3, -0.220478, 0.447959, 2.32366, 1.0], [4, -0.400279, 0.239626, 2.42691, 1.0], [5, -0.562893, 0.0969674, 2.57579, 1.0], [6, -0.441826, -0.100481, 2.53436, 1.0], [7, -0.39545, -0.155638, 2.4905, 1.0], [8, -0.0496028, 0.234479, 2.39858, 1.0], [9, 0.139748, 0.108948, 2.53328, 1.0], [10, 0.0404024, -0.101043, 2.50622, 1.0], [11, -0.0155664, -0.136013, 2.46133, 1.0], [12, -0.293965, -0.246568, 2.49599, 1.0], [13, -0.38293, -0.643547, 2.59579, 1.0], [14, -0.446828, -1.01477, 2.73924, 1.0], [15, -0.472489, -1.0767, 2.66343, 1.0], [16, -0.134181, -0.249057, 2.48471, 1.0], [17, -0.04727, -0.618185, 2.5692, 1.0], [18, 0.0185787, -0.998327, 2.72723, 1.0], [19, 0.0410624, -1.06966, 2.65544, 1.0], [20, -0.215983, 0.25071, 2.40019, 1.0], [21, -0.376486, -0.229245, 2.4595, 1.0], [22, -0.361885, -0.11345, 2.44191, 1.0], [23, -0.0251099, -0.231617, 2.44508, 1.0], [24, -0.0434828, -0.124395, 2.41208, 1.0]]
[[0, -0.216971, -0.251349, 2.52475, 1.0], [1, -0.216818, 0.0380447, 2.45759, 1.0], [2, -0.215308, 0.320238, 2.37811, 1.0], [3, -0.220414, 0.447978, 2.32369, 1.0], [4, -0.400276, 0.239634, 2.42692, 1.0], [5, -0.562893, 0.0969798, 2.57573, 1.0], [6, -0.441782, -0.100396, 2.53453, 1.0], [7, -0.394932, -0.157021, 2.48914, 1.0], [8, -0.0495948, 0.234481, 2.39863, 1.0], [9, 0.13975, 0.108972, 2.53324, 1.0], [10, 0.0404399, -0.100962, 2.50623, 1.0], [11, -0.0157333, -0.139846, 2.45974, 1.0], [12, -0.293894, -0.246667, 2.49594, 1.0], [13, -0.38278, -0.643259, 2.59565, 1.0], [14, -0.446958, -1.01491, 2.73949, 1.0], [15, -0.47244, -1.0764, 2.66366, 1.0], [16, -0.134099, -0.249175, 2.48465, 1.0], [17, -0.0472245, -0.618198, 2.56929, 1.0], [18, 0.0184982, -0.998284, 2.72733, 1.0], [19, 0.0409515, -1.06949, 2.65635, 1.0], [20, -0.21592, 0.250726, 2.40019, 1.0], [21, -0.378504, -0.227277, 2.46178, 1.0], [22, -0.361431, -0.109863, 2.44133, 1.0], [23, -0.0243991, -0.235796, 2.44986, 1.0], [24, -0.0428903, -0.125566, 2.41107, 1.0]]
[[0, -0.216966, -0.251386, 2.52473, 1.0], [1, -0.216799, 0.0380392, 2.4576, 1.0], [2, -0.215233, 0.320274, 2.37819, 1.0], [3, -0.220297, 0.448003, 2.3238, 1.0], [4, -0.400247, 0.23965, 2.427, 1.0], [5, -0.562922, 0.097009, 2.57574, 1.0], [6, -0.441808, -0.100318, 2.53464, 1.0], [7, -0.394357, -0.155058, 2.48946, 1.0], [8, -0.0496229, 0.23453, 2.3987, 1.0], [9, 0.139742, 0.109039, 2.53318, 1.0], [10, 0.0406354, -0.10093, 2.50612, 1.0], [11, -0.0156804, -0.139291, 2.46061, 1.0], [12, -0.293889, -0.246712, 2.49591, 1.0], [13, -0.382772, -0.643276, 2.59566, 1.0], [14, -0.446891, -1.01487, 2.73995, 1.0], [15, -0.472054, -1.07629, 2.66351, 1.0], [16, -0.134094, -0.249203, 2.48463, 1.0], [17, -0.0471703, -0.618174, 2.56929, 1.0], [18, 0.0182909, -0.997692, 2.72779, 1.0], [19, 0.0409518, -1.06895, 2.65655, 1.0], [20, -0.215862, 0.250746, 2.40025, 1.0], [21, -0.375942, -0.226052, 2.46042, 1.0], [22, -0.359256, -0.108342, 2.44169, 1.0], [23, -0.0243816, -0.235606, 2.44786, 1.0], [24, -0.0429651, -0.124834, 2.41212, 1.0]]
[[0, -0.216922, -0.251406, 2.52473, 1.0], [1, -0.216744, 0.0380343, 2.45764, 1.0], [2, -0.215167, 0.320294, 2.37826, 1.0], [3, -0.220224, 0.448013, 2.3239, 1.0], [4, -0.400161, 0.239696, 2.42709, 1.0], [5, -0.56315, 0.0974458, 2.57624, 1.0], [6, -0.442121, -0.0998267, 2.53465, 1.0], [7, -0.394616, -0.155443, 2.48982, 1.0], [8, -0.049602, 0.234552, 2.39875, 1.0], [9, 0.139765, 0.109062, 2.53314, 1.0], [10, 0.0406573, -0.100848, 2.50571, 1.0], [11, -0.015707, -0.140494, 2.46128, 1.0], [12, -0.293846, -0.24673, 2.49592, 1.0], [13, -0.382761, -0.643312, 2.59568, 1.0], [14, -0.446594, -1.0156, 2.74096, 1.0], [15, -0.472102, -1.07653, 2.66437, 1.0], [16, -0.13405, -0.249224, 2.48464, 1.0], [17, -0.0471958, -0.618113, 2.56929, 1.0], [18, 0.0184787, -0.99738, 2.72811, 1.0], [19, 0.040908, -1.06848, 2.65728, 1.0], [20, -0.215798, 0.250759, 2.40031, 1.0], [21, -0.376249, -0.229664, 2.46106, 1.0], [22, -0.353567, -0.10926, 2.4382, 1.0], [23, -0.0235979, -0.236188, 2.45402, 1.0], [24, -0.0441921, -0.126742, 2.41066, 1.0]]
[[0, -0.216812, -0.251454, 2.52469, 1.0], [1, -0.21644, 0.037992, 2.4576, 1.0], [2, -0.214589, 0.320287, 2.37822, 1.0], [3, -0.220013, 0.448068, 2.32395, 1.0], [4, -0.400134, 0.239713, 2.42709, 1.0], [5, -0.563206, 0.0977157, 2.57637, 1.0], [6, -0.442271, -0.0995254, 2.53446, 1.0], [7, -0.394336, -0.156007, 2.48981, 1.0], [8, -0.0495271, 0.234561, 2.39899, 1.0], [9, 0.139779, 0.109098, 2.53309, 1.0], [10, 0.0406909, -0.100793, 2.50573, 1.0], [11, -0.014111, -0.140468, 2.46133, 1.0], [12, -0.293746, -0.246769, 2.49588, 1.0], [13, -0.382756, -0.643315, 2.59568, 1.0], [14, -0.447349, -1.01599, 2.74061, 1.0], [15, -0.471817, -1.07666, 2.66232, 1.0], [16, -0.133933, -0.249279, 2.48459, 1.0], [17, -0.0470142, -0.618137, 2.56942, 1.0], [18, 0.0183575, -0.997124, 2.72804, 1.0], [19, 0.0408005, -1.06827, 2.65721, 1.0], [20, -0.215292, 0.250742, 2.40027, 1.0], [21, -0.374756, -0.224608, 2.45875, 1.0], [22, -0.358638, -0.109103, 2.44091, 1.0], [23, -0.0245205, -0.235467, 2.44928, 1.0], [24, -0.0431195, -0.124035, 2.41198, 1.0]]
[[0, -0.21673, -0.251467, 2.5247, 1.0], [1, -0.216379, 0.0380227, 2.45764, 1.0], [2, -0.214545, 0.320388, 2.37831, 1.0], [3, -0.219936, 0.448119, 2.32399, 1.0], [4, -0.4, 0.239922, 2.42722, 1.0], [5, -0.563211, 0.0976914, 2.57637, 1.0], [6, -0.44207, -0.0993682, 2.5342, 1.0], [7, -0.393945, -0.156416, 2.48867, 1.0], [8, -0.0494788, 0.234634, 2.39904, 1.0], [9, 0.139854, 0.109206, 2.53327, 1.0], [10, 0.0407288, -0.100639, 2.50574, 1.0], [11, -0.015073, -0.138747, 2.46092, 1.0], [12, -0.293664, -0.246772, 2.49588, 1.0], [13, -0.382705, -0.643363, 2.5957, 1.0], [14, -0.447888, -1.01618, 2.7401, 1.0], [15, -0.471959, -1.07678, 2.65947, 1.0], [16, -0.133851, -0.249303, 2.4846, 1.0], [17, -0.0469865, -0.618104, 2.56942, 1.0], [18, 0.0183585, -0.996923, 2.72811, 1.0], [19, 0.0405423, -1.06731, 2.65735, 1.0], [20, -0.215242, 0.250822, 2.40034, 1.0], [21, -0.371153, -0.227007, 2.45951, 1.0], [22, -0.359816, -0.112412, 2.44065, 1.0], [23, -0.0219847, -0.233508, 2.45372, 1.0], [24, -0.0432747, -0.124548, 2.41191, 1.0]]
[[0, -0.216731, -0.251468, 2.52471, 1.0], [1, -0.216333, 0.0380371, 2.45764, 1.0], [2, -0.214378, 0.320454, 2.37828, 1.0], [3, -0.219777, 0.44822, 2.32401, 1.0], [4, -0.399959, 0.23995, 2.42721, 1.0], [5, -0.563226, 0.0980457, 2.57651, 1.0], [6, -0.442138, -0.0989503, 2.53408, 1.0], [7, -0.394286, -0.156703, 2.49011, 1.0], [8, -0.049078, 0.234653, 2.39965, 1.0], [9, 0.139827, 0.109398, 2.53318, 1.0], [10, 0.0408743, -0.100467, 2.50551, 1.0], [11, -0.0146651, -0.140646, 2.45969, 1.0], [12, -0.29367, -0.247024, 2.49595, 1.0], [13, -0.382486, -0.643756, 2.59574, 1.0], [14, -0.448217, -1.01612, 2.73974, 1.0], [15, -0.472241, -1.07693, 2.65886, 1.0], [16, -0.133856, -0.249091, 2.48456, 1.0], [17, -0.0468856, -0.618259, 2.56954, 1.0], [18, 0.0184892, -0.996514, 2.7282, 1.0], [19, 0.0405569, -1.06734, 2.65737, 1.0], [20, -0.215109, 0.250873, 2.40033, 1.0], [21, -0.369437, -0.228439, 2.45723, 1.0], [22, -0.358636, -0.109488, 2.44071, 1.0], [23, -0.02268, -0.232921, 2.44801, 1.0], [24, -0.0428546, -0.127056, 2.40871, 1.0]]
[[0, -0.216696, -0.251474, 2.52475, 1.0], [1, -0.216253, 0.0380688, 2.45771, 1.0], [2, -0.214261, 0.320543, 2.37838, 1.0], [3, -0.219578, 0.448384, 2.32418, 1.0], [4, -0.399771, 0.240174, 2.42734, 1.0], [5, -0.563165, 0.0979839, 2.57676, 1.0], [6, -0.441993, -0.0988669, 2.53403, 1.0], [7, -0.393904, -0.157636, 2.48984, 1.0], [8, -0.0489371, 0.23469, 2.40007, 1.0], [9, 0.1398, 0.109553, 2.53336, 1.0], [10, 0.0409703, -0.100315, 2.50551, 1.0], [11, -0.0153095, -0.142351, 2.46061, 1.0], [12, -0.293592, -0.247241, 2.49602, 1.0], [13, -0.382376, -0.643747, 2.59566, 1.0], [14, -0.448243, -1.01607, 2.74016, 1.0], [15, -0.472266, -1.07698, 2.65891, 1.0], [16, -0.133785, -0.2489, 2.48465, 1.0], [17, -0.0468502, -0.618152, 2.56953, 1.0], [18, 0.0189179, -0.996037, 2.72855, 1.0], [19, 0.0408386, -1.06709, 2.65745, 1.0], [20, -0.215, 0.250947, 2.40042, 1.0], [21, -0.369901, -0.22615, 2.45718, 1.0], [22, -0.356202, -0.110043, 2.4383, 1.0], [23, -0.0231399, -0.235769, 2.45114, 1.0], [24, -0.0433949, -0.124354, 2.41163, 1.0]]
