[[0, -0.1777464, 0.06372119, 2.238574, 1], [1, -0.1580649, 0.3714483, 2.204595, 1], [2, -0.1371442, 0.6674296, 2.159223, 1], [3, -0.1263477, 0.8140655, 2.13742, 1], [4, -0.2965542, 0.544203, 2.135276, 1], [5, -0.356953, 0.2769324, 2.139897, 1], [6, -0.3768284, 0.02353721, 2.109775, 1], [7, -0.3781689, -0.008422405, 2.113429, 1], [8, 0.03282049, 0.5534511, 2.186671, 1], [9, 0.089185, 0.3220803, 2.283138, 1], [10, 0.1093188, 0.1039241, 2.229715, 1], [11, 0.1064892, 0.06622891, 2.210767, 1], [12, -0.2494552, 0.06432743, 2.193318, 1], [13, -0.3293739, -0.2943631, 2.236151, 1], [14, -0.3619438, -0.6472698, 2.283791, 1], [15, -0.3615621, -0.7173036, 2.195955, 1], [16, -0.1000488, 0.0613158, 2.210422, 1], [17, -0.1179145, -0.2945235, 2.249796, 1], [18, -0.1577598, -0.6438003, 2.338348, 1], [19, -0.1527992, -0.7225145, 2.2577, 1], [20, -0.1425012, 0.5950873, 2.172662, 1], [21, -0.4026376, -0.0481647, 2.135691, 1], [22, -0.4082341, -0.006800335, 2.076474, 1], [23, 0.1129495, 0.002698874, 2.174159, 1], [24, 0.147999, 0.05397909, 2.162001, 1]]
[[0, -0.1766589, 0.06411838, 2.238031, 1], [1, -0.1558299, 0.3720701, 2.204412, 1], [2, -0.1336422, 0.6683667, 2.159504, 1], [3, -0.121845, 0.8147404, 2.138066, 1], [4, -0.2926795, 0.5439873, 2.134274, 1], [5, -0.3533375, 0.2782288, 2.138404, 1], [6, -0.3741054, 0.02282319, 2.107564, 1], [7, -0.3765804, -0.00470897, 2.106268, 1], [8, 0.03357499, 0.5536409, 2.186938, 1], [9, 0.09188043, 0.3225573, 2.283673, 1], [10, 0.1101158, 0.1041709, 2.230548, 1], [11, 0.1087452, 0.0664015, 2.209842, 1], [12, -0.2482917, 0.06505221, 2.192419, 1], [13, -0.3286822, -0.2927573, 2.235812, 1], [14, -0.3617413, -0.6445662, 2.284799, 1], [15, -0.3615633, -0.7167264, 2.19634, 1], [16, -0.09907418, 0.06140646, 2.210176, 1], [17, -0.118134, -0.2945656, 2.249515, 1], [18, -0.1560878, -0.6464782, 2.343292, 1], [19, -0.1528378, -0.7230098, 2.258531, 1], [20, -0.1393209, 0.5959383, 2.172818, 1], [21, -0.3967902, -0.04656842, 2.129197, 1], [22, -0.405946, -0.008336809, 2.07075, 1], [23, 0.1179651, -0.0002724211, 2.175852, 1], [24, 0.1505312, 0.05508779, 2.169091, 1]]
[[0, -0.1755275, 0.06455255, 2.237824, 1], [1, -0.1532152, 0.3727339, 2.204657, 1], [2, -0.1294958, 0.6692572, 2.160298, 1], [3, -0.1186659, 0.8159418, 2.138962, 1], [4, -0.2914668, 0.5445423, 2.134486, 1], [5, -0.3511203, 0.2798298, 2.137511, 1], [6, -0.365706, 0.04940536, 2.101534, 1], [7, -0.3667024, 0.01348647, 2.102011, 1], [8, 0.03439958, 0.5535508, 2.187178, 1], [9, 0.09450478, 0.3219277, 2.284549, 1], [10, 0.1102981, 0.1035304, 2.230512, 1], [11, 0.1088431, 0.06460167, 2.212728, 1], [12, -0.2470959, 0.06588652, 2.192143, 1], [13, -0.3277709, -0.2884335, 2.234179, 1], [14, -0.3625022, -0.6425378, 2.287056, 1], [15, -0.366639, -0.7133122, 2.197354, 1], [16, -0.09803192, 0.06145465, 2.210051, 1], [17, -0.118164, -0.2944796, 2.249311, 1], [18, -0.1560703, -0.6463925, 2.343375, 1], [19, -0.1528331, -0.7229614, 2.258576, 1], [20, -0.1355526, 0.5967728, 2.173472, 1], [21, -0.3820327, -0.02564142, 2.106449, 1], [22, -0.3969357, 0.008007352, 2.06484, 1], [23, 0.124246, -0.001976941, 2.186691, 1], [24, 0.1451008, 0.05544333, 2.162747, 1]]
[[0, -0.1742802, 0.06506847, 2.236915, 1], [1, -0.1506878, 0.3730111, 2.204185, 1], [2, -0.1255209, 0.6691726, 2.1603, 1], [3, -0.1154381, 0.8162305, 2.139367, 1], [4, -0.2904148, 0.5447775, 2.134505, 1], [5, -0.3489674, 0.2807042, 2.136432, 1], [6, -0.363786, 0.03654052, 2.099524, 1], [7, -0.3672174, 0.003001903, 2.101799, 1], [8, 0.03525376, 0.5532306, 2.186862, 1], [9, 0.09547935, 0.3216281, 2.284967, 1], [10, 0.1114204, 0.1033798, 2.230257, 1], [11, 0.1114075, 0.06509731, 2.209891, 1], [12, -0.2457848, 0.0669105, 2.190844, 1], [13, -0.3288886, -0.2871592, 2.232517, 1], [14, -0.3666064, -0.6403269, 2.288561, 1], [15, -0.3770475, -0.7131194, 2.19642, 1], [16, -0.09689894, 0.06150701, 2.209474, 1], [17, -0.1182746, -0.2944695, 2.249268, 1], [18, -0.1569978, -0.6446829, 2.339075, 1], [19, -0.1525862, -0.7233777, 2.255424, 1], [20, -0.1319458, 0.5967925, 2.173348, 1], [21, -0.3902618, -0.03666, 2.113257, 1], [22, -0.4044042, -0.01996378, 2.0682, 1], [23, 0.1186471, -0.0002874726, 2.184498, 1], [24, 0.148048, 0.05329154, 2.161028, 1]]
[[0, -0.1728633, 0.06556028, 2.236699, 1], [1, -0.1477793, 0.3737271, 2.204374, 1], [2, -0.121384, 0.6701167, 2.160861, 1], [3, -0.1124964, 0.8166804, 2.140135, 1], [4, -0.286257, 0.5455353, 2.134822, 1], [5, -0.3475394, 0.2814705, 2.136113, 1], [6, -0.3632967, 0.03453373, 2.098709, 1], [7, -0.3658592, 3.162079e-06, 2.102834, 1], [8, 0.04315116, 0.5534083, 2.1892, 1], [9, 0.09831738, 0.3219855, 2.285543, 1], [10, 0.1095133, 0.1033129, 2.231419, 1], [11, 0.1077448, 0.06483827, 2.211237, 1], [12, -0.2441765, 0.06781974, 2.190445, 1], [13, -0.3302321, -0.2877157, 2.231787, 1], [14, -0.3752548, -0.6393124, 2.289936, 1], [15, -0.3905981, -0.7122208, 2.192724, 1], [16, -0.09571214, 0.06158787, 2.209441, 1], [17, -0.1184085, -0.2946269, 2.249052, 1], [18, -0.1552457, -0.6473566, 2.344714, 1], [19, -0.1500967, -0.7254155, 2.283797, 1], [20, -0.1280877, 0.5976771, 2.173826, 1], [21, -0.3898369, -0.03994509, 2.116676, 1], [22, -0.3963861, -0.001571189, 2.066261, 1], [23, 0.1211343, -0.0002739105, 2.179407, 1], [24, 0.146501, 0.05302193, 2.159608, 1]]
[[0, -0.171834, 0.06607603, 2.236263, 1], [1, -0.1459302, 0.3742534, 2.204505, 1], [2, -0.1187829, 0.6706535, 2.161638, 1], [3, -0.1108887, 0.8172177, 2.14057, 1], [4, -0.2845563, 0.545515, 2.13461, 1], [5, -0.3447215, 0.2812347, 2.135298, 1], [6, -0.3622458, 0.0343602, 2.097443, 1], [7, -0.3606428, -0.002000597, 2.104843, 1], [8, 0.04693249, 0.5532052, 2.190164, 1], [9, 0.09979247, 0.3214798, 2.286662, 1], [10, 0.1106838, 0.1030108, 2.231475, 1], [11, 0.1090044, 0.06580143, 2.213025, 1], [12, -0.2432371, 0.06839821, 2.190094, 1], [13, -0.3330581, -0.2874771, 2.229907, 1], [14, -0.3879111, -0.6338481, 2.293019, 1], [15, -0.4022614, -0.7094276, 2.191115, 1], [16, -0.0946949, 0.06193667, 2.208973, 1], [17, -0.1188037, -0.2918093, 2.247404, 1], [18, -0.1557919, -0.6441823, 2.342645, 1], [19, -0.1509051, -0.7234371, 2.276884, 1], [20, -0.1256659, 0.5982117, 2.174433, 1], [21, -0.37387, -0.04227761, 2.122943, 1], [22, -0.3963208, -0.01106742, 2.072288, 1], [23, 0.1196963, 0.0005798315, 2.181693, 1], [24, 0.1453759, 0.05528759, 2.161781, 1]]
[[0, -0.1711747, 0.06628259, 2.235572, 1], [1, -0.1443159, 0.37445, 2.203829, 1], [2, -0.1161336, 0.6708437, 2.160871, 1], [3, -0.1087543, 0.8172944, 2.140772, 1], [4, -0.2816558, 0.5459734, 2.134383, 1], [5, -0.3421981, 0.2816001, 2.13372, 1], [6, -0.3614291, 0.03301914, 2.095195, 1], [7, -0.3582496, -0.004408677, 2.10113, 1], [8, 0.0493574, 0.5537555, 2.189854, 1], [9, 0.1008447, 0.3216471, 2.28648, 1], [10, 0.1115197, 0.1031492, 2.231377, 1], [11, 0.1097858, 0.06552844, 2.212545, 1], [12, -0.2426853, 0.06874744, 2.18947, 1], [13, -0.3391023, -0.2878722, 2.226455, 1], [14, -0.3981938, -0.6360025, 2.288746, 1], [15, -0.4184622, -0.7083298, 2.187912, 1], [16, -0.09396073, 0.06193216, 2.208241, 1], [17, -0.1188682, -0.2922122, 2.247318, 1], [18, -0.1547171, -0.6491241, 2.348035, 1], [19, -0.1471403, -0.7241557, 2.280957, 1], [20, -0.1232785, 0.5984032, 2.173698, 1], [21, -0.3616721, -0.04537965, 2.119755, 1], [22, -0.3949045, -0.0128072, 2.063682, 1], [23, 0.1186427, 0.0003187318, 2.180707, 1], [24, 0.1454143, 0.05525225, 2.161615, 1]]
[[0, -0.1700988, 0.06730063, 2.234589, 1], [1, -0.1430688, 0.3752154, 2.203395, 1], [2, -0.1149493, 0.6714237, 2.160775, 1], [3, -0.1072126, 0.8174404, 2.140569, 1], [4, -0.2788216, 0.546928, 2.13468, 1], [5, -0.3389929, 0.2829866, 2.13239, 1], [6, -0.3598579, 0.03283836, 2.092304, 1], [7, -0.3578008, -0.002823936, 2.097555, 1], [8, 0.05314054, 0.5554411, 2.190092, 1], [9, 0.1016886, 0.3219188, 2.286874, 1], [10, 0.1124217, 0.1035249, 2.231278, 1], [11, 0.1085562, 0.063968, 2.210286, 1], [12, -0.2417929, 0.06978256, 2.188774, 1], [13, -0.3453253, -0.2855254, 2.222658, 1], [14, -0.4140318, -0.6280092, 2.280977, 1], [15, -0.4289268, -0.7044731, 2.181793, 1], [16, -0.09275442, 0.06281684, 2.206987, 1], [17, -0.1187681, -0.2870761, 2.242672, 1], [18, -0.1559686, -0.6475916, 2.346484, 1], [19, -0.1495494, -0.7238294, 2.261639, 1], [20, -0.1220667, 0.5990255, 2.17353, 1], [21, -0.3574423, -0.0463374, 2.117808, 1], [22, -0.3940184, -0.01049595, 2.061714, 1], [23, 0.119781, 0.0004031133, 2.185274, 1], [24, 0.1446936, 0.05516443, 2.161631, 1]]
[[0, -0.1695027, 0.0677636, 2.233955, 1], [1, -0.141228, 0.375727, 2.202965, 1], [2, -0.111408, 0.6719618, 2.160647, 1], [3, -0.1049061, 0.8179097, 2.140568, 1], [4, -0.2762901, 0.5469286, 2.134457, 1], [5, -0.3363826, 0.2831135, 2.130503, 1], [6, -0.345996, 0.06422701, 2.077254, 1], [7, -0.3492, 0.03456483, 2.086684, 1], [8, 0.05649462, 0.5552493, 2.189236, 1], [9, 0.1031734, 0.3222143, 2.286619, 1], [10, 0.1186693, 0.103854, 2.232317, 1], [11, 0.1097954, 0.05567384, 2.205033, 1], [12, -0.2411026, 0.07065666, 2.187994, 1], [13, -0.3521353, -0.2856353, 2.219604, 1], [14, -0.4229502, -0.6282544, 2.27517, 1], [15, -0.4403622, -0.7026564, 2.172036, 1], [16, -0.09226139, 0.06293601, 2.206486, 1], [17, -0.1191978, -0.2861024, 2.242049, 1], [18, -0.1576523, -0.6437466, 2.340797, 1], [19, -0.1502501, -0.7236885, 2.259646, 1], [20, -0.1189822, 0.5995626, 2.173313, 1], [21, -0.3697191, -0.02780227, 2.090067, 1], [22, -0.3765758, 0.03472497, 2.045, 1], [23, 0.1200609, -0.002526799, 2.186645, 1], [24, 0.1456233, 0.05305973, 2.152182, 1]]
[[0, -0.1689793, 0.06821317, 2.233431, 1], [1, -0.1397215, 0.3761913, 2.202815, 1], [2, -0.1087712, 0.672417, 2.161013, 1], [3, -0.1034509, 0.8183808, 2.140732, 1], [4, -0.2722104, 0.5482289, 2.134795, 1], [5, -0.3341861, 0.2834074, 2.129724, 1], [6, -0.3461409, 0.06446734, 2.077423, 1], [7, -0.3487135, 0.03619721, 2.085841, 1], [8, 0.05880596, 0.5545813, 2.188705, 1], [9, 0.1059016, 0.3234829, 2.285835, 1], [10, 0.1014633, 0.1039403, 2.23477, 1], [11, 0.1090218, 0.0670022, 2.214879, 1], [12, -0.2406482, 0.07133994, 2.187733, 1], [13, -0.3574833, -0.2848493, 2.217261, 1], [14, -0.4368498, -0.6306845, 2.266786, 1], [15, -0.4532632, -0.6993258, 2.163093, 1], [16, -0.09162236, 0.06311799, 2.205618, 1], [17, -0.1193959, -0.285576, 2.241657, 1], [18, -0.1585087, -0.6423883, 2.339205, 1], [19, -0.1507114, -0.7236155, 2.258875, 1], [20, -0.1166254, 0.6000251, 2.173537, 1], [21, -0.3722512, -0.0266237, 2.087646, 1], [22, -0.3768718, 0.02975219, 2.047522, 1], [23, 0.1197304, -0.0001698946, 2.192175, 1], [24, 0.1457772, 0.05400201, 2.160553, 1]]
[[0, -0.1685417, 0.06870811, 2.233148, 1], [1, -0.1384632, 0.3766812, 2.202789, 1], [2, -0.1067742, 0.672823, 2.161259, 1], [3, -0.1016822, 0.8186614, 2.140882, 1], [4, -0.2705166, 0.5484468, 2.134949, 1], [5, -0.3323587, 0.2833726, 2.128272, 1], [6, -0.3461871, 0.06428551, 2.077403, 1], [7, -0.3515596, 0.02584921, 2.080488, 1], [8, 0.06116402, 0.5558773, 2.188258, 1], [9, 0.1073341, 0.3234217, 2.285427, 1], [10, 0.1105276, 0.1035606, 2.236102, 1], [11, 0.1028529, 0.0853689, 2.221797, 1], [12, -0.2402675, 0.07182176, 2.187665, 1], [13, -0.3638031, -0.2850204, 2.214884, 1], [14, -0.4442571, -0.6316816, 2.261599, 1], [15, -0.4615217, -0.6962693, 2.156153, 1], [16, -0.09114956, 0.06357895, 2.205114, 1], [17, -0.119616, -0.2847019, 2.240906, 1], [18, -0.1585978, -0.641224, 2.338897, 1], [19, -0.1507365, -0.7236165, 2.258692, 1], [20, -0.1147956, 0.600458, 2.173718, 1], [21, -0.3627822, -0.01246602, 2.075026, 1], [22, -0.3827894, 0.01085245, 2.042454, 1], [23, 0.1129654, 0.01213514, 2.184493, 1], [24, 0.1472153, 0.06103861, 2.171111, 1]]
