[[0, -0.1523852, -0.1471368, 2.913636, 1], [1, -0.164325, 0.1084493, 2.924633, 1], [2, -0.1744495, 0.3590415, 2.923487, 1], [3, -0.1743936, 0.5064478, 2.915468, 1], [4, -0.3426741, 0.2327876, 2.883074, 1], [5, -0.4055997, 0.01832984, 2.839536, 1], [6, -0.3067407, -0.08458287, 2.701724, 1], [7, -0.2303596, -0.1037707, 2.662206, 1], [8, 0.01533488, 0.250593, 2.938281, 1], [9, 0.08389735, 0.03187588, 2.922257, 1], [10, 0.006605603, -0.05898674, 2.765961, 1], [11, -0.05188078, -0.07343041, 2.728027, 1], [12, -0.2294617, -0.1480656, 2.868364, 1], [13, -0.3094765, -0.2064431, 2.484987, 1], [14, -0.2300075, -0.6166401, 2.538533, 1], [15, -0.2172136, -0.6929227, 2.469655, 1], [16, -0.07167128, -0.1421425, 2.886666, 1], [17, 0.08992416, -0.2048197, 2.556718, 1], [18, -0.02087551, -0.6284893, 2.565056, 1], [19, -0.02821421, -0.694921, 2.465752, 1], [20, -0.1722542, 0.2972038, 2.925948, 1], [21, -0.1668825, -0.124702, 2.627287, 1], [22, -0.2619647, -0.123929, 2.613, 1], [23, -0.1072284, -0.1182933, 2.663763, 1], [24, 0.01920876, -0.1132584, 2.657021, 1]]
[[0, -0.1513763, -0.1468273, 2.916678, 1], [1, -0.1633095, 0.1085831, 2.925634, 1], [2, -0.1734281, 0.3589194, 2.923452, 1], [3, -0.1719124, 0.5065758, 2.916225, 1], [4, -0.3414577, 0.234278, 2.882934, 1], [5, -0.4042338, 0.01908335, 2.84026, 1], [6, -0.2989401, -0.08529891, 2.698159, 1], [7, -0.2247113, -0.1004892, 2.666812, 1], [8, 0.01595689, 0.2500799, 2.93901, 1], [9, 0.08493152, 0.03036376, 2.922958, 1], [10, 0.008149295, -0.05883262, 2.765371, 1], [11, -0.04850269, -0.07437422, 2.72628, 1], [12, -0.2286571, -0.1475352, 2.870957, 1], [13, -0.3085367, -0.202826, 2.484699, 1], [14, -0.2344087, -0.6108072, 2.514714, 1], [15, -0.2308157, -0.6937181, 2.435288, 1], [16, -0.07040626, -0.1422221, 2.890326, 1], [17, 0.09101161, -0.2057291, 2.557771, 1], [18, -0.02092615, -0.6278954, 2.564634, 1], [19, -0.0258084, -0.6951244, 2.466897, 1], [20, -0.1712515, 0.297148, 2.926149, 1], [21, -0.1566388, -0.1212356, 2.63432, 1], [22, -0.2570313, -0.1211864, 2.6115, 1], [23, -0.1024232, -0.122931, 2.671232, 1], [24, 0.02296007, -0.1159866, 2.653154, 1]]
[[0, -0.1511991, -0.1458614, 2.921964, 1], [1, -0.163597, 0.111511, 2.930988, 1], [2, -0.1745484, 0.3635615, 2.928418, 1], [3, -0.1688105, 0.5072572, 2.91688, 1], [4, -0.3387387, 0.2365085, 2.882265, 1], [5, -0.4029708, 0.01993338, 2.840138, 1], [6, -0.297074, -0.0845358, 2.699646, 1], [7, -0.2237386, -0.1024635, 2.669575, 1], [8, 0.01648287, 0.2498886, 2.939262, 1], [9, 0.08653407, 0.02990058, 2.923895, 1], [10, 0.01098994, -0.05912665, 2.765558, 1], [11, -0.04716244, -0.07779238, 2.724732, 1], [12, -0.2288838, -0.1462478, 2.875432, 1], [13, -0.3095058, -0.201214, 2.484161, 1], [14, -0.2484051, -0.610525, 2.493853, 1], [15, -0.2532477, -0.6857032, 2.395749, 1], [16, -0.06975704, -0.1417561, 2.896573, 1], [17, 0.09448915, -0.2078113, 2.559096, 1], [18, -0.01960766, -0.6251372, 2.56139, 1], [19, -0.01585153, -0.6928661, 2.482257, 1], [20, -0.1720861, 0.3013667, 2.931264, 1], [21, -0.1551724, -0.1173081, 2.634697, 1], [22, -0.2447281, -0.1337549, 2.609444, 1], [23, -0.1032835, -0.1211216, 2.673654, 1], [24, 0.02168821, -0.1180292, 2.657322, 1]]
[[0, -0.150985, -0.1457573, 2.922567, 1], [1, -0.1619728, 0.1112921, 2.931806, 1], [2, -0.1701119, 0.3623035, 2.929219, 1], [3, -0.1672624, 0.5073931, 2.917052, 1], [4, -0.336487, 0.2369647, 2.881432, 1], [5, -0.4016283, 0.01996788, 2.840044, 1], [6, -0.2947459, -0.08210741, 2.702297, 1], [7, -0.2255542, -0.1037452, 2.674207, 1], [8, 0.01786423, 0.2499516, 2.940886, 1], [9, 0.08841686, 0.02883187, 2.924724, 1], [10, 0.01074458, -0.05537702, 2.764671, 1], [11, -0.04618886, -0.07706887, 2.726577, 1], [12, -0.2286132, -0.1460639, 2.876029, 1], [13, -0.3178019, -0.1953196, 2.482274, 1], [14, -0.282994, -0.6147472, 2.477751, 1], [15, -0.2786082, -0.6810701, 2.369232, 1], [16, -0.06960788, -0.1417451, 2.897161, 1], [17, 0.09865426, -0.2085153, 2.560644, 1], [18, -0.01964059, -0.6251841, 2.561395, 1], [19, 0.0043746, -0.6966316, 2.523783, 1], [20, -0.1684428, 0.3004441, 2.93213, 1], [21, -0.153627, -0.1184421, 2.638739, 1], [22, -0.244219, -0.1392735, 2.621769, 1], [23, -0.09977414, -0.1218983, 2.676799, 1], [24, 0.02366904, -0.1178125, 2.6625, 1]]
[[0, -0.1508358, -0.1460276, 2.922934, 1], [1, -0.1613718, 0.1109106, 2.931936, 1], [2, -0.1690849, 0.3616988, 2.928897, 1], [3, -0.1641471, 0.5071596, 2.918534, 1], [4, -0.3340755, 0.2366113, 2.881213, 1], [5, -0.4010291, 0.02012448, 2.83999, 1], [6, -0.2947485, -0.07951482, 2.705166, 1], [7, -0.227989, -0.1039474, 2.680389, 1], [8, 0.01999415, 0.2479801, 2.942492, 1], [9, 0.09143021, 0.026544, 2.928191, 1], [10, 0.01195721, -0.05318456, 2.766629, 1], [11, -0.04424854, -0.07744417, 2.732871, 1], [12, -0.2285038, -0.1461694, 2.876235, 1], [13, -0.3531201, -0.1849583, 2.478588, 1], [14, -0.3562979, -0.6086034, 2.418567, 1], [15, -0.3633362, -0.6821817, 2.319461, 1], [16, -0.06942697, -0.1422596, 2.897728, 1], [17, 0.1125053, -0.2069883, 2.565785, 1], [18, -0.01673212, -0.6220687, 2.562606, 1], [19, 0.002219175, -0.6945676, 2.519118, 1], [20, -0.1674924, 0.2998908, 2.931945, 1], [21, -0.1561384, -0.120376, 2.648719, 1], [22, -0.2468016, -0.1412794, 2.63621, 1], [23, -0.09584499, -0.1203036, 2.686225, 1], [24, 0.02488765, -0.124223, 2.664667, 1]]
[[0, -0.1507326, -0.1461421, 2.923147, 1], [1, -0.1606004, 0.1107241, 2.932029, 1], [2, -0.1674679, 0.361421, 2.928581, 1], [3, -0.1608362, 0.5067006, 2.919124, 1], [4, -0.3306189, 0.2369781, 2.879948, 1], [5, -0.4009756, 0.02121612, 2.839628, 1], [6, -0.3012922, -0.08309022, 2.701878, 1], [7, -0.2381167, -0.09788412, 2.684468, 1], [8, 0.02232317, 0.2467093, 2.944136, 1], [9, 0.09277112, 0.02637009, 2.929182, 1], [10, 0.01424515, -0.05269858, 2.766772, 1], [11, -0.04414006, -0.08340079, 2.726324, 1], [12, -0.2284604, -0.1461728, 2.876222, 1], [13, -0.3654972, -0.188162, 2.475246, 1], [14, -0.3937141, -0.6037437, 2.402689, 1], [15, -0.4127615, -0.6730514, 2.301935, 1], [16, -0.06924219, -0.142686, 2.89859, 1], [17, 0.1174119, -0.2055246, 2.567196, 1], [18, -0.01480516, -0.6212499, 2.561985, 1], [19, 0.0009241916, -0.6938049, 2.515335, 1], [20, -0.1660632, 0.2996289, 2.931756, 1], [21, -0.168369, -0.1205347, 2.652723, 1], [22, -0.2648356, -0.1303457, 2.636834, 1], [23, -0.09782556, -0.1241685, 2.68218, 1], [24, 0.02258629, -0.1327602, 2.654313, 1]]
[[0, -0.1507253, -0.1461453, 2.923151, 1], [1, -0.1603793, 0.1111001, 2.932442, 1], [2, -0.1671958, 0.3628244, 2.930065, 1], [3, -0.1578393, 0.5059769, 2.919069, 1], [4, -0.3290881, 0.2373878, 2.879321, 1], [5, -0.4011243, 0.02275661, 2.837945, 1], [6, -0.3086464, -0.08249373, 2.700535, 1], [7, -0.2372581, -0.1092861, 2.67624, 1], [8, 0.02385044, 0.2458144, 2.945133, 1], [9, 0.09347282, 0.02655587, 2.930188, 1], [10, 0.01450639, -0.05164316, 2.767542, 1], [11, -0.04441497, -0.08365542, 2.723694, 1], [12, -0.2284892, -0.1460658, 2.876023, 1], [13, -0.4086041, -0.2034528, 2.475788, 1], [14, -0.5002126, -0.6235324, 2.367343, 1], [15, -0.5224609, -0.6738281, 2.271484, 1], [16, -0.06913126, -0.142828, 2.898809, 1], [17, 0.1282839, -0.1987218, 2.568687, 1], [18, -0.008914486, -0.6157935, 2.556692, 1], [19, -0.009086886, -0.6856314, 2.473626, 1], [20, -0.1657634, 0.30071, 2.932901, 1], [21, -0.1609569, -0.1195585, 2.652251, 1], [22, -0.2874025, -0.1555488, 2.592, 1], [23, -0.09780246, -0.1279843, 2.681827, 1], [24, 0.02289683, -0.130518, 2.661756, 1]]
[[0, -0.1514802, -0.1464186, 2.925036, 1], [1, -0.1587398, 0.1110517, 2.9333, 1], [2, -0.1602951, 0.3628526, 2.929714, 1], [3, -0.1538143, 0.506026, 2.918472, 1], [4, -0.3304259, 0.2372691, 2.87918, 1], [5, -0.4020743, 0.02321894, 2.836869, 1], [6, -0.3098665, -0.08422644, 2.70108, 1], [7, -0.2432265, -0.10315, 2.684278, 1], [8, 0.0240413, 0.2456239, 2.944987, 1], [9, 0.09360762, 0.02655373, 2.930271, 1], [10, 0.01413783, -0.05081073, 2.767448, 1], [11, -0.04802756, -0.08708418, 2.723206, 1], [12, -0.229343, -0.1459957, 2.877252, 1], [13, -0.4253299, -0.2129133, 2.479383, 1], [14, -0.5616218, -0.6349199, 2.351482, 1], [15, -0.5769891, -0.6765813, 2.263706, 1], [16, -0.06972764, -0.1434966, 2.901347, 1], [17, 0.1338581, -0.193007, 2.570857, 1], [18, -0.001810022, -0.6105822, 2.5563, 1], [19, 0.01389996, -0.6475606, 2.443675, 1], [20, -0.1605213, 0.3007252, 2.93305, 1], [21, -0.1680382, -0.1174542, 2.648703, 1], [22, -0.2608063, -0.1434962, 2.652429, 1], [23, -0.1047321, -0.1193755, 2.68023, 1], [24, 0.01610774, -0.1426033, 2.655066, 1]]
[[0, -0.1511285, -0.147822, 2.927818, 1], [1, -0.1566741, 0.1094734, 2.933665, 1], [2, -0.1563168, 0.3598627, 2.926893, 1], [3, -0.1504762, 0.5048945, 2.91782, 1], [4, -0.3307954, 0.2373531, 2.878926, 1], [5, -0.4047497, 0.02389427, 2.833683, 1], [6, -0.3103518, -0.08450127, 2.700298, 1], [7, -0.2433899, -0.1146415, 2.677976, 1], [8, 0.02452729, 0.2450172, 2.94449, 1], [9, 0.09339459, 0.02701904, 2.930968, 1], [10, 0.01440594, -0.05054192, 2.767984, 1], [11, -0.04818352, -0.08758448, 2.722798, 1], [12, -0.2291981, -0.1467353, 2.878525, 1], [13, -0.4443454, -0.2188586, 2.485775, 1], [14, -0.5998336, -0.6196435, 2.344313, 1], [15, -0.5757649, -0.656089, 2.232887, 1], [16, -0.06917728, -0.1455597, 2.905848, 1], [17, 0.1369712, -0.1914883, 2.572257, 1], [18, -0.0005948293, -0.6107584, 2.556516, 1], [19, 0.01502699, -0.6477567, 2.443889, 1], [20, -0.1569501, 0.2981583, 2.931202, 1], [21, -0.1691341, -0.1195818, 2.648592, 1], [22, -0.2951844, -0.1605731, 2.610055, 1], [23, -0.1012252, -0.1258572, 2.685141, 1], [24, 0.01740088, -0.1384926, 2.663417, 1]]
[[0, -0.151146, -0.1482136, 2.928273, 1], [1, -0.1553592, 0.1088643, 2.933358, 1], [2, -0.1536317, 0.3591067, 2.924938, 1], [3, -0.1487056, 0.5045086, 2.916638, 1], [4, -0.3313598, 0.2371136, 2.878365, 1], [5, -0.4076786, 0.02593718, 2.828997, 1], [6, -0.3103646, -0.08558984, 2.700693, 1], [7, -0.2451373, -0.1244108, 2.680887, 1], [8, 0.0263765, 0.2431363, 2.94421, 1], [9, 0.0934354, 0.02701296, 2.930925, 1], [10, 0.01427247, -0.05051566, 2.768006, 1], [11, -0.0487096, -0.08786403, 2.722813, 1], [12, -0.2292552, -0.1469492, 2.878803, 1], [13, -0.4869098, -0.2314979, 2.508614, 1], [14, -0.6913004, -0.6313811, 2.339329, 1], [15, -0.6660174, -0.667756, 2.228271, 1], [16, -0.06915587, -0.1460702, 2.906358, 1], [17, 0.1421503, -0.1899779, 2.573494, 1], [18, 0.001776419, -0.6080986, 2.554646, 1], [19, 0.01737578, -0.6451428, 2.442024, 1], [20, -0.1544762, 0.2973989, 2.929633, 1], [21, -0.1683507, -0.1349251, 2.653775, 1], [22, -0.2921578, -0.1766884, 2.625, 1], [23, -0.1010789, -0.1288438, 2.680029, 1], [24, 0.01824522, -0.138186, 2.661735, 1]]
[[0, -0.1505319, -0.1490591, 2.929816, 1], [1, -0.1537617, 0.1082081, 2.933477, 1], [2, -0.1517449, 0.3586497, 2.923757, 1], [3, -0.145579, 0.5035682, 2.912707, 1], [4, -0.3232129, 0.2389739, 2.873266, 1], [5, -0.4087441, 0.02652279, 2.827662, 1], [6, -0.3127161, -0.08933812, 2.702493, 1], [7, -0.2459896, -0.125631, 2.685867, 1], [8, 0.02723599, 0.2425614, 2.943779, 1], [9, 0.09392866, 0.0269218, 2.931214, 1], [10, 0.0138987, -0.05006237, 2.768456, 1], [11, -0.04871731, -0.08821712, 2.72656, 1], [12, -0.2288521, -0.1475133, 2.880114, 1], [13, -0.4930675, -0.2334946, 2.521099, 1], [14, -0.7427168, -0.6219358, 2.350715, 1], [15, -0.7153292, -0.6585151, 2.240098, 1], [16, -0.06840066, -0.1471055, 2.907908, 1], [17, 0.145618, -0.1874042, 2.576903, 1], [18, 0.006516043, -0.6029211, 2.552855, 1], [19, 0.02353093, -0.6400203, 2.440525, 1], [20, -0.1525981, 0.2968862, 2.928749, 1], [21, -0.170358, -0.1393648, 2.661217, 1], [22, -0.2967944, -0.1796376, 2.635177, 1], [23, -0.0963936, -0.1304147, 2.683969, 1], [24, 0.01810414, -0.1366722, 2.659908, 1]]
