[['2, k, 0', [-0.306289, -0.440722, 1.0]], ['2, k, 1', [-0.303028, -0.148855, 1.0]], ['2, k, 2', [-0.298066, 0.135758, 1.0]], ['2, k, 3', [-0.289657, 0.260896, 1.0]], ['2, k, 4', [-0.479337, 0.0381546, 1.0]], ['2, k, 5', [-0.521446, -0.225406, 1.0]], ['2, k, 6', [-0.567884, -0.432307, 1.0]], ['2, k, 7', [-0.564598, -0.432935, 1.0]], ['2, k, 8', [-0.128101, 0.0292132, 1.0]], ['2, k, 9', [-0.0911333, -0.217728, 1.0]], ['2, k, 10', [-0.062309, -0.424858, 1.0]], ['2, k, 11', [-0.0570162, -0.444605, 1.0]], ['2, k, 12', [-0.38178, -0.431801, 1.0]], ['2, k, 13', [-0.416667, -0.732339, 1.0]], ['2, k, 14', [-0.444561, -1.0711, 1.0]], ['2, k, 15', [-0.47168, -1.1416, 1.0]], ['2, k, 16', [-0.22134, -0.436082, 1.0]], ['2, k, 17', [-0.157652, -0.736623, 1.0]], ['2, k, 18', [-0.107895, -1.07536, 1.0]], ['2, k, 19', [-0.0975342, -1.13867, 1.0]], ['2, k, 20', [-0.299606, 0.0655788, 1.0]], ['2, k, 21', [-0.552007, -0.494113, 1.0]], ['2, k, 22', [-0.609259, -0.436238, 1.0]], ['2, k, 23', [-0.0385938, -0.487946, 1.0]], ['2, k, 24', [-0.0057837, -0.456437, 1.0]]]
[['2, k, 0', [-0.306274, -0.440713, 1.0]], ['2, k, 1', [-0.30302, -0.148854, 1.0]], ['2, k, 2', [-0.298061, 0.135755, 1.0]], ['2, k, 3', [-0.289608, 0.260883, 1.0]], ['2, k, 4', [-0.479334, 0.0381613, 1.0]], ['2, k, 5', [-0.521817, -0.224521, 1.0]], ['2, k, 6', [-0.568123, -0.431433, 1.0]], ['2, k, 7', [-0.566803, -0.431671, 1.0]], ['2, k, 8', [-0.128112, 0.0291999, 1.0]], ['2, k, 9', [-0.0910066, -0.217849, 1.0]], ['2, k, 10', [-0.0618162, -0.424974, 1.0]], ['2, k, 11', [-0.0570272, -0.444914, 1.0]], ['2, k, 12', [-0.381763, -0.431783, 1.0]], ['2, k, 13', [-0.416678, -0.732296, 1.0]], ['2, k, 14', [-0.444272, -1.07023, 1.0]], ['2, k, 15', [-0.469806, -1.138, 1.0]], ['2, k, 16', [-0.221326, -0.43608, 1.0]], ['2, k, 17', [-0.157585, -0.736542, 1.0]], ['2, k, 18', [-0.108359, -1.07547, 1.0]], ['2, k, 19', [-0.0968479, -1.13832, 1.0]], ['2, k, 20', [-0.2996, 0.0655769, 1.0]], ['2, k, 21', [-0.559717, -0.491059, 1.0]], ['2, k, 22', [-0.610874, -0.437072, 1.0]], ['2, k, 23', [-0.0397363, -0.488786, 1.0]], ['2, k, 24', [-0.0112855, -0.453346, 1.0]]]
[['2, k, 0', [-0.306285, -0.440656, 1.0]], ['2, k, 1', [-0.302956, -0.148759, 1.0]], ['2, k, 2', [-0.297874, 0.135916, 1.0]], ['2, k, 3', [-0.289335, 0.261517, 1.0]], ['2, k, 4', [-0.479335, 0.0381685, 1.0]], ['2, k, 5', [-0.52249, -0.223079, 1.0]], ['2, k, 6', [-0.57022, -0.429825, 1.0]], ['2, k, 7', [-0.569324, -0.433672, 1.0]], ['2, k, 8', [-0.12809, 0.029378, 1.0]], ['2, k, 9', [-0.0910755, -0.218612, 1.0]], ['2, k, 10', [-0.0609246, -0.426286, 1.0]], ['2, k, 11', [-0.0564105, -0.445843, 1.0]], ['2, k, 12', [-0.381768, -0.431763, 1.0]], ['2, k, 13', [-0.4167, -0.732256, 1.0]], ['2, k, 14', [-0.44409, -1.07009, 1.0]], ['2, k, 15', [-0.470608, -1.13932, 1.0]], ['2, k, 16', [-0.221342, -0.43597, 1.0]], ['2, k, 17', [-0.157515, -0.736772, 1.0]], ['2, k, 18', [-0.108521, -1.07598, 1.0]], ['2, k, 19', [-0.0966048, -1.13815, 1.0]], ['2, k, 20', [-0.29945, 0.0657187, 1.0]], ['2, k, 21', [-0.564928, -0.490984, 1.0]], ['2, k, 22', [-0.610286, -0.43544, 1.0]], ['2, k, 23', [-0.0409381, -0.492338, 1.0]], ['2, k, 24', [0.00140259, -0.463662, 1.0]]]
[['2, k, 0', [-0.306291, -0.440617, 1.0]], ['2, k, 1', [-0.303006, -0.14856, 1.0]], ['2, k, 2', [-0.298025, 0.136444, 1.0]], ['2, k, 3', [-0.289327, 0.262112, 1.0]], ['2, k, 4', [-0.47932, 0.0381894, 1.0]], ['2, k, 5', [-0.523901, -0.22136, 1.0]], ['2, k, 6', [-0.573256, -0.427933, 1.0]], ['2, k, 7', [-0.571884, -0.434434, 1.0]], ['2, k, 8', [-0.128268, 0.0297509, 1.0]], ['2, k, 9', [-0.0924157, -0.218718, 1.0]], ['2, k, 10', [-0.0593744, -0.427359, 1.0]], ['2, k, 11', [-0.0562929, -0.445846, 1.0]], ['2, k, 12', [-0.381774, -0.431745, 1.0]], ['2, k, 13', [-0.416821, -0.732113, 1.0]], ['2, k, 14', [-0.4437, -1.06932, 1.0]], ['2, k, 15', [-0.470138, -1.13937, 1.0]], ['2, k, 16', [-0.221346, -0.435915, 1.0]], ['2, k, 17', [-0.157473, -0.736769, 1.0]], ['2, k, 18', [-0.108548, -1.07588, 1.0]], ['2, k, 19', [-0.100577, -1.14089, 1.0]], ['2, k, 20', [-0.299569, 0.0661485, 1.0]], ['2, k, 21', [-0.558463, -0.49666, 1.0]], ['2, k, 22', [-0.611142, -0.44056, 1.0]], ['2, k, 23', [-0.0370313, -0.493549, 1.0]], ['2, k, 24', [-0.0204617, -0.444446, 1.0]]]
[['2, k, 0', [-0.306161, -0.440512, 1.0]], ['2, k, 1', [-0.302995, -0.148321, 1.0]], ['2, k, 2', [-0.298137, 0.137217, 1.0]], ['2, k, 3', [-0.289513, 0.263076, 1.0]], ['2, k, 4', [-0.479461, 0.0384336, 1.0]], ['2, k, 5', [-0.524792, -0.216319, 1.0]], ['2, k, 6', [-0.577496, -0.421844, 1.0]], ['2, k, 7', [-0.575786, -0.431171, 1.0]], ['2, k, 8', [-0.128332, 0.029834, 1.0]], ['2, k, 9', [-0.0949804, -0.219205, 1.0]], ['2, k, 10', [-0.058291, -0.427218, 1.0]], ['2, k, 11', [-0.0568934, -0.445191, 1.0]], ['2, k, 12', [-0.381642, -0.4316, 1.0]], ['2, k, 13', [-0.417214, -0.732401, 1.0]], ['2, k, 14', [-0.443899, -1.06939, 1.0]], ['2, k, 15', [-0.471358, -1.14131, 1.0]], ['2, k, 16', [-0.22122, -0.435854, 1.0]], ['2, k, 17', [-0.157776, -0.73741, 1.0]], ['2, k, 18', [-0.108576, -1.07608, 1.0]], ['2, k, 19', [-0.100199, -1.13805, 1.0]], ['2, k, 20', [-0.299636, 0.0667452, 1.0]], ['2, k, 21', [-0.564533, -0.495149, 1.0]], ['2, k, 22', [-0.615363, -0.426992, 1.0]], ['2, k, 23', [-0.0415633, -0.495281, 1.0]], ['2, k, 24', [-0.0163857, -0.450666, 1.0]]]
[['2, k, 0', [-0.306079, -0.440162, 1.0]], ['2, k, 1', [-0.302912, -0.147527, 1.0]], ['2, k, 2', [-0.298025, 0.138981, 1.0]], ['2, k, 3', [-0.289582, 0.265068, 1.0]], ['2, k, 4', [-0.479305, 0.0397073, 1.0]], ['2, k, 5', [-0.523689, -0.201944, 1.0]], ['2, k, 6', [-0.578345, -0.406373, 1.0]], ['2, k, 7', [-0.577377, -0.427458, 1.0]], ['2, k, 8', [-0.128464, 0.030067, 1.0]], ['2, k, 9', [-0.0976645, -0.217366, 1.0]], ['2, k, 10', [-0.0615834, -0.422919, 1.0]], ['2, k, 11', [-0.0585038, -0.443247, 1.0]], ['2, k, 12', [-0.381533, -0.431028, 1.0]], ['2, k, 13', [-0.41739, -0.731982, 1.0]], ['2, k, 14', [-0.443894, -1.06896, 1.0]], ['2, k, 15', [-0.471228, -1.14102, 1.0]], ['2, k, 16', [-0.221162, -0.435678, 1.0]], ['2, k, 17', [-0.158153, -0.739196, 1.0]], ['2, k, 18', [-0.108408, -1.07623, 1.0]], ['2, k, 19', [-0.0990812, -1.13847, 1.0]], ['2, k, 20', [-0.299532, 0.0682467, 1.0]], ['2, k, 21', [-0.56138, -0.492854, 1.0]], ['2, k, 22', [-0.614733, -0.435959, 1.0]], ['2, k, 23', [-0.0454787, -0.492228, 1.0]], ['2, k, 24', [-0.00853247, -0.453444, 1.0]]]
[['2, k, 0', [-0.30542, -0.438305, 1.0]], ['2, k, 1', [-0.302859, -0.145659, 1.0]], ['2, k, 2', [-0.298565, 0.141304, 1.0]], ['2, k, 3', [-0.289908, 0.266883, 1.0]], ['2, k, 4', [-0.479092, 0.0422146, 1.0]], ['2, k, 5', [-0.524467, -0.193351, 1.0]], ['2, k, 6', [-0.581161, -0.394126, 1.0]], ['2, k, 7', [-0.57883, -0.423841, 1.0]], ['2, k, 8', [-0.130988, 0.0331559, 1.0]], ['2, k, 9', [-0.0997118, -0.214912, 1.0]], ['2, k, 10', [-0.062141, -0.416042, 1.0]], ['2, k, 11', [-0.0599736, -0.435234, 1.0]], ['2, k, 12', [-0.380767, -0.428853, 1.0]], ['2, k, 13', [-0.41819, -0.731815, 1.0]], ['2, k, 14', [-0.443911, -1.06874, 1.0]], ['2, k, 15', [-0.470771, -1.14075, 1.0]], ['2, k, 16', [-0.220624, -0.434191, 1.0]], ['2, k, 17', [-0.158548, -0.740076, 1.0]], ['2, k, 18', [-0.108787, -1.07579, 1.0]], ['2, k, 19', [-0.0990387, -1.1383, 1.0]], ['2, k, 20', [-0.299904, 0.0704402, 1.0]], ['2, k, 21', [-0.56168, -0.489128, 1.0]], ['2, k, 22', [-0.617632, -0.429441, 1.0]], ['2, k, 23', [-0.0522645, -0.482493, 1.0]], ['2, k, 24', [-0.0160561, -0.443405, 1.0]]]
[['2, k, 0', [-0.304935, -0.435606, 1.0]], ['2, k, 1', [-0.302937, -0.143211, 1.0]], ['2, k, 2', [-0.299162, 0.144249, 1.0]], ['2, k, 3', [-0.290614, 0.27097, 1.0]], ['2, k, 4', [-0.478499, 0.0465661, 1.0]], ['2, k, 5', [-0.526986, -0.186682, 1.0]], ['2, k, 6', [-0.582945, -0.38021, 1.0]], ['2, k, 7', [-0.579712, -0.415239, 1.0]], ['2, k, 8', [-0.132273, 0.0350805, 1.0]], ['2, k, 9', [-0.101446, -0.203221, 1.0]], ['2, k, 10', [-0.066724, -0.399588, 1.0]], ['2, k, 11', [-0.0622721, -0.423108, 1.0]], ['2, k, 12', [-0.380127, -0.425371, 1.0]], ['2, k, 13', [-0.419223, -0.730546, 1.0]], ['2, k, 14', [-0.443439, -1.06634, 1.0]], ['2, k, 15', [-0.469328, -1.13941, 1.0]], ['2, k, 16', [-0.220296, -0.432286, 1.0]], ['2, k, 17', [-0.158768, -0.741517, 1.0]], ['2, k, 18', [-0.109224, -1.07448, 1.0]], ['2, k, 19', [-0.0987748, -1.13833, 1.0]], ['2, k, 20', [-0.300355, 0.0732022, 1.0]], ['2, k, 21', [-0.564708, -0.473953, 1.0]], ['2, k, 22', [-0.619739, -0.411145, 1.0]], ['2, k, 23', [-0.0585446, -0.469315, 1.0]], ['2, k, 24', [-0.0325255, -0.418877, 1.0]]]
[['2, k, 0', [-0.304097, -0.431672, 1.0]], ['2, k, 1', [-0.302835, -0.138673, 1.0]], ['2, k, 2', [-0.299813, 0.149366, 1.0]], ['2, k, 3', [-0.291033, 0.274952, 1.0]], ['2, k, 4', [-0.476833, 0.0515895, 1.0]], ['2, k, 5', [-0.528317, -0.175144, 1.0]], ['2, k, 6', [-0.581262, -0.363216, 1.0]], ['2, k, 7', [-0.578301, -0.398868, 1.0]], ['2, k, 8', [-0.133408, 0.037566, 1.0]], ['2, k, 9', [-0.101285, -0.183084, 1.0]], ['2, k, 10', [-0.0664309, -0.368981, 1.0]], ['2, k, 11', [-0.0625732, -0.410428, 1.0]], ['2, k, 12', [-0.379225, -0.421164, 1.0]], ['2, k, 13', [-0.41979, -0.729778, 1.0]], ['2, k, 14', [-0.443428, -1.06609, 1.0]], ['2, k, 15', [-0.469896, -1.14053, 1.0]], ['2, k, 16', [-0.219568, -0.42883, 1.0]], ['2, k, 17', [-0.159215, -0.741645, 1.0]], ['2, k, 18', [-0.109352, -1.07435, 1.0]], ['2, k, 19', [-0.112182, -1.11033, 1.0]], ['2, k, 20', [-0.300821, 0.0781911, 1.0]], ['2, k, 21', [-0.561031, -0.454998, 1.0]], ['2, k, 22', [-0.61709, -0.405447, 1.0]], ['2, k, 23', [-0.0505287, -0.448469, 1.0]], ['2, k, 24', [-0.0143355, -0.420886, 1.0]]]
[['2, k, 0', [-0.30487, -0.430493, 1.0]], ['2, k, 1', [-0.302911, -0.137102, 1.0]], ['2, k, 2', [-0.299333, 0.152075, 1.0]], ['2, k, 3', [-0.291804, 0.278498, 1.0]], ['2, k, 4', [-0.475465, 0.0551199, 1.0]], ['2, k, 5', [-0.533026, -0.167061, 1.0]], ['2, k, 6', [-0.586789, -0.338993, 1.0]], ['2, k, 7', [-0.58426, -0.381276, 1.0]], ['2, k, 8', [-0.134464, 0.0405136, 1.0]], ['2, k, 9', [-0.104079, -0.168642, 1.0]], ['2, k, 10', [-0.0695863, -0.339425, 1.0]], ['2, k, 11', [-0.062234, -0.39333, 1.0]], ['2, k, 12', [-0.380287, -0.421407, 1.0]], ['2, k, 13', [-0.420252, -0.728025, 1.0]], ['2, k, 14', [-0.443189, -1.0652, 1.0]], ['2, k, 15', [-0.470192, -1.14118, 1.0]], ['2, k, 16', [-0.220154, -0.426325, 1.0]], ['2, k, 17', [-0.159492, -0.741741, 1.0]], ['2, k, 18', [-0.108455, -1.07435, 1.0]], ['2, k, 19', [-0.111655, -1.11032, 1.0]], ['2, k, 20', [-0.300537, 0.0805122, 1.0]], ['2, k, 21', [-0.560626, -0.426817, 1.0]], ['2, k, 22', [-0.649759, -0.377197, 1.0]], ['2, k, 23', [-0.0514196, -0.423113, 1.0]], ['2, k, 24', [0.00878112, -0.400861, 1.0]]]
[['2, k, 0', [-0.303971, -0.427803, 1.0]], ['2, k, 1', [-0.302935, -0.133616, 1.0]], ['2, k, 2', [-0.300116, 0.156547, 1.0]], ['2, k, 3', [-0.292761, 0.282581, 1.0]], ['2, k, 4', [-0.474856, 0.0581876, 1.0]], ['2, k, 5', [-0.540451, -0.137738, 1.0]], ['2, k, 6', [-0.582227, -0.304006, 1.0]], ['2, k, 7', [-0.583082, -0.352695, 1.0]], ['2, k, 8', [-0.136423, 0.044908, 1.0]], ['2, k, 9', [-0.10891, -0.145942, 1.0]], ['2, k, 10', [-0.0734242, -0.296492, 1.0]], ['2, k, 11', [-0.0681128, -0.355033, 1.0]], ['2, k, 12', [-0.379376, -0.420117, 1.0]], ['2, k, 13', [-0.420546, -0.726384, 1.0]], ['2, k, 14', [-0.443024, -1.06512, 1.0]], ['2, k, 15', [-0.469913, -1.14134, 1.0]], ['2, k, 16', [-0.219257, -0.422178, 1.0]], ['2, k, 17', [-0.159662, -0.739938, 1.0]], ['2, k, 18', [-0.108429, -1.07478, 1.0]], ['2, k, 19', [-0.102043, -1.13718, 1.0]], ['2, k, 20', [-0.301103, 0.0846937, 1.0]], ['2, k, 21', [-0.558008, -0.398938, 1.0]], ['2, k, 22', [-0.633561, -0.355647, 1.0]], ['2, k, 23', [-0.0527545, -0.385994, 1.0]], ['2, k, 24', [-0.0167022, -0.358377, 1.0]]]
