[[0, -0.287844, -0.357157, 2.57582, 1.0], [1, -0.304569, -0.0412222, 2.52396, 1.0], [2, -0.319061, 0.26701, 2.4584, 1.0], [3, -0.319285, 0.412612, 2.42728, 1.0], [4, -0.459466, 0.166057, 2.4112, 1.0], [5, -0.534798, 0.0926649, 2.2202, 1.0], [6, -0.307682, 0.0504417, 2.05467, 1.0], [7, -0.223408, 0.0148919, 1.93411, 1.0], [8, -0.171231, 0.168234, 2.41397, 1.0], [9, -0.0783729, 0.0765417, 2.23859, 1.0], [10, -0.294057, 0.0335807, 2.06055, 1.0], [11, -0.35956, 0.00901481, 1.93336, 1.0], [12, -0.349407, -0.352484, 2.53863, 1.0], [13, -0.411194, -0.638221, 2.60539, 1.0], [14, -0.432218, -0.99598, 2.6843, 1.0], [15, -0.442383, -1.08984, 2.61719, 1.0], [16, -0.218013, -0.351586, 2.53913, 1.0], [17, -0.167857, -0.607569, 2.59619, 1.0], [18, -0.155911, -1.0094, 2.6924, 1.0], [19, -0.126465, -1.07813, 2.61133, 1.0], [20, -0.315814, 0.191056, 2.47721, 1.0], [21, -0.156245, 0.0171581, 1.91496, 1.0], [22, -0.201976, 0.0220775, 1.91654, 1.0], [23, -0.415331, 0.00540877, 1.91395, 1.0], [24, -0.304379, 0.0110531, 1.90025, 1.0]]
[[0, -0.283368, -0.351781, 2.52769, 1.0], [1, -0.303256, -0.0394565, 2.51238, 1.0], [2, -0.318974, 0.267066, 2.45815, 1.0], [3, -0.319143, 0.412434, 2.42657, 1.0], [4, -0.459417, 0.166045, 2.4109, 1.0], [5, -0.533767, 0.093729, 2.22219, 1.0], [6, -0.310493, 0.051516, 2.05754, 1.0], [7, -0.222361, 0.0149668, 1.93465, 1.0], [8, -0.171205, 0.168215, 2.41367, 1.0], [9, -0.0764908, 0.0932085, 2.23438, 1.0], [10, -0.0599436, 0.0194953, 1.96264, 1.0], [11, -0.0615782, 0.0191122, 1.91768, 1.0], [12, -0.344891, -0.346961, 2.48879, 1.0], [13, -0.411161, -0.63811, 2.60503, 1.0], [14, -0.432244, -0.995883, 2.68401, 1.0], [15, -0.441547, -1.08943, 2.6151, 1.0], [16, -0.213602, -0.346378, 2.4931, 1.0], [17, -0.167817, -0.607529, 2.59591, 1.0], [18, -0.155806, -1.00947, 2.6922, 1.0], [19, -0.126495, -1.07813, 2.61141, 1.0], [20, -0.315637, 0.191249, 2.47635, 1.0], [21, -0.159801, 0.0164339, 1.91834, 1.0], [22, -0.173283, 0.0137807, 1.91475, 1.0], [23, -0.0498964, 0.0136302, 1.8927, 1.0], [24, 0.0112732, 0.0227393, 1.89558, 1.0]]
[[0, -0.294165, -0.347438, 2.52817, 1.0], [1, -0.306711, -0.0375027, 2.50714, 1.0], [2, -0.318823, 0.266987, 2.45806, 1.0], [3, -0.319006, 0.411923, 2.42579, 1.0], [4, -0.459314, 0.166155, 2.41042, 1.0], [5, -0.531122, 0.100973, 2.23027, 1.0], [6, -0.558273, 0.00684732, 1.98176, 1.0], [7, -0.576747, -0.0045341, 1.92266, 1.0], [8, -0.170518, 0.168555, 2.41312, 1.0], [9, -0.0855974, 0.0796526, 2.24893, 1.0], [10, -0.0631096, 0.0228626, 1.98831, 1.0], [11, -0.0613981, 0.0195737, 1.91721, 1.0], [12, -0.355621, -0.342877, 2.49023, 1.0], [13, -0.41416, -0.70186, 2.59835, 1.0], [14, -0.432407, -1.02007, 2.6857, 1.0], [15, -0.445146, -1.09557, 2.60777, 1.0], [16, -0.224262, -0.341953, 2.49314, 1.0], [17, -0.17034, -0.687458, 2.59692, 1.0], [18, -0.153722, -1.01755, 2.69208, 1.0], [19, -0.126916, -1.07802, 2.6133, 1.0], [20, -0.315742, 0.191328, 2.4753, 1.0], [21, -0.595235, -0.0067725, 1.90371, 1.0], [22, -0.506359, 0.00538617, 1.90152, 1.0], [23, -0.0417085, 0.0176657, 1.89497, 1.0], [24, 0.00943128, 0.0226255, 1.89518, 1.0]]
[[0, -0.295298, -0.346337, 2.52693, 1.0], [1, -0.307217, -0.0369428, 2.50575, 1.0], [2, -0.31865, 0.266823, 2.45858, 1.0], [3, -0.318893, 0.411773, 2.4258, 1.0], [4, -0.459313, 0.166147, 2.4103, 1.0], [5, -0.530779, 0.105161, 2.23091, 1.0], [6, -0.557251, 0.0106338, 1.98557, 1.0], [7, -0.57548, -0.00404803, 1.92265, 1.0], [8, -0.170449, 0.168551, 2.41302, 1.0], [9, -0.0867666, 0.0752636, 2.25357, 1.0], [10, -0.0638513, 0.0231025, 1.99493, 1.0], [11, -0.0632012, 0.0195099, 1.91824, 1.0], [12, -0.356678, -0.34188, 2.48934, 1.0], [13, -0.411961, -0.695385, 2.59162, 1.0], [14, -0.432008, -1.02232, 2.68477, 1.0], [15, -0.445522, -1.09799, 2.60503, 1.0], [16, -0.225445, -0.340789, 2.49166, 1.0], [17, -0.168743, -0.682353, 2.595, 1.0], [18, -0.153918, -1.02116, 2.6977, 1.0], [19, -0.125308, -1.07844, 2.61211, 1.0], [20, -0.315727, 0.191323, 2.47516, 1.0], [21, -0.587087, -0.00628274, 1.90384, 1.0], [22, -0.50511, 0.00693493, 1.90174, 1.0], [23, -0.0410278, 0.0188437, 1.89452, 1.0], [24, 0.00206059, 0.0207844, 1.89278, 1.0]]
[[0, -0.295822, -0.345335, 2.52482, 1.0], [1, -0.307572, -0.0362553, 2.50352, 1.0], [2, -0.318615, 0.266801, 2.45856, 1.0], [3, -0.318749, 0.411591, 2.42563, 1.0], [4, -0.459314, 0.166231, 2.41019, 1.0], [5, -0.528389, 0.107545, 2.23588, 1.0], [6, -0.555465, 0.0164841, 1.99805, 1.0], [7, -0.574314, -0.00336649, 1.9239, 1.0], [8, -0.170332, 0.168493, 2.413, 1.0], [9, -0.0848831, 0.107758, 2.19537, 1.0], [10, -0.060687, 0.0212819, 1.95508, 1.0], [11, -0.0634893, 0.0194539, 1.91841, 1.0], [12, -0.357159, -0.340872, 2.48785, 1.0], [13, -0.413241, -0.683167, 2.58381, 1.0], [14, -0.431653, -1.02344, 2.68342, 1.0], [15, -0.445601, -1.09779, 2.60392, 1.0], [16, -0.225989, -0.339859, 2.48891, 1.0], [17, -0.166883, -0.677604, 2.5924, 1.0], [18, -0.153176, -1.02133, 2.69713, 1.0], [19, -0.124389, -1.07867, 2.61172, 1.0], [20, -0.315744, 0.191405, 2.4748, 1.0], [21, -0.588751, -0.00195541, 1.90385, 1.0], [22, -0.505476, 0.00682972, 1.90272, 1.0], [23, -0.0400561, 0.0154391, 1.8966, 1.0], [24, 0.00122959, 0.0205288, 1.89822, 1.0]]
[[0, -0.297675, -0.341907, 2.521, 1.0], [1, -0.307773, -0.0353644, 2.50175, 1.0], [2, -0.317926, 0.266371, 2.45913, 1.0], [3, -0.318492, 0.411207, 2.42581, 1.0], [4, -0.459265, 0.166288, 2.41005, 1.0], [5, -0.522494, 0.0979223, 2.24048, 1.0], [6, -0.552064, 0.0171249, 2.00346, 1.0], [7, -0.539045, 0.0019182, 1.92411, 1.0], [8, -0.170176, 0.168545, 2.4129, 1.0], [9, -0.0789839, 0.110828, 2.18159, 1.0], [10, -0.0671669, 0.0406094, 1.98167, 1.0], [11, -0.0634142, 0.0201513, 1.91928, 1.0], [12, -0.359044, -0.337452, 2.48423, 1.0], [13, -0.412354, -0.675671, 2.57933, 1.0], [14, -0.431586, -1.02384, 2.68296, 1.0], [15, -0.445599, -1.09779, 2.60381, 1.0], [16, -0.227737, -0.33655, 2.48512, 1.0], [17, -0.166767, -0.674785, 2.59107, 1.0], [18, -0.152242, -1.02193, 2.69685, 1.0], [19, -0.123828, -1.0785, 2.61145, 1.0], [20, -0.315561, 0.191376, 2.47459, 1.0], [21, -0.563537, -0.00265572, 1.8991, 1.0], [22, -0.470544, 0.0116762, 1.90013, 1.0], [23, -0.0396516, 0.0169638, 1.89764, 1.0], [24, 0.00462335, 0.0207083, 1.89769, 1.0]]
[[0, -0.299061, -0.339325, 2.51845, 1.0], [1, -0.308214, -0.034599, 2.50053, 1.0], [2, -0.317701, 0.265947, 2.45983, 1.0], [3, -0.318117, 0.410838, 2.42595, 1.0], [4, -0.459238, 0.16628, 2.40996, 1.0], [5, -0.524036, 0.105667, 2.23942, 1.0], [6, -0.551959, 0.0206561, 2.00555, 1.0], [7, -0.54839, 0.00162071, 1.92493, 1.0], [8, -0.170068, 0.168434, 2.41279, 1.0], [9, -0.0743481, 0.138574, 2.1768, 1.0], [10, -0.0638485, 0.0423572, 1.96739, 1.0], [11, -0.0644427, 0.0216522, 1.91807, 1.0], [12, -0.360416, -0.334862, 2.48213, 1.0], [13, -0.411917, -0.672722, 2.57868, 1.0], [14, -0.431733, -1.02499, 2.68329, 1.0], [15, -0.445494, -1.09727, 2.60378, 1.0], [16, -0.229105, -0.334048, 2.48227, 1.0], [17, -0.166125, -0.671764, 2.58949, 1.0], [18, -0.150832, -1.02088, 2.69618, 1.0], [19, -0.123018, -1.07819, 2.6117, 1.0], [20, -0.315538, 0.191358, 2.47445, 1.0], [21, -0.56392, -0.00259706, 1.89764, 1.0], [22, -0.479322, 0.0115775, 1.90191, 1.0], [23, -0.0407408, 0.0180645, 1.89702, 1.0], [24, 0.00579189, 0.0229702, 1.89451, 1.0]]
[[0, -0.299454, -0.338913, 2.51678, 1.0], [1, -0.308341, -0.0344286, 2.49956, 1.0], [2, -0.31739, 0.26554, 2.4604, 1.0], [3, -0.317679, 0.410553, 2.42621, 1.0], [4, -0.459183, 0.166289, 2.40985, 1.0], [5, -0.524099, 0.108068, 2.2401, 1.0], [6, -0.411076, 0.0462008, 2.0272, 1.0], [7, -0.503133, 0.00824235, 1.92533, 1.0], [8, -0.16993, 0.168224, 2.41271, 1.0], [9, -0.0813475, 0.0848429, 2.18951, 1.0], [10, -0.159411, 0.0267266, 1.96069, 1.0], [11, -0.098768, 0.0248846, 1.92278, 1.0], [12, -0.360948, -0.334201, 2.47971, 1.0], [13, -0.411527, -0.671873, 2.57921, 1.0], [14, -0.432439, -1.02682, 2.68366, 1.0], [15, -0.445498, -1.0971, 2.60363, 1.0], [16, -0.22937, -0.333841, 2.48133, 1.0], [17, -0.165953, -0.671162, 2.58887, 1.0], [18, -0.150594, -1.02097, 2.69608, 1.0], [19, -0.122598, -1.07838, 2.61146, 1.0], [20, -0.315471, 0.191291, 2.47433, 1.0], [21, -0.55576, -0.00682236, 1.91432, 1.0], [22, -0.507109, 0.0203191, 1.90379, 1.0], [23, -0.0571181, 0.0281663, 1.895, 1.0], [24, -0.0599621, 0.0532843, 1.8865, 1.0]]
[[0, -0.299826, -0.339212, 2.5157, 1.0], [1, -0.308294, -0.034567, 2.49865, 1.0], [2, -0.316692, 0.265116, 2.46065, 1.0], [3, -0.317174, 0.410038, 2.42651, 1.0], [4, -0.459175, 0.16623, 2.40974, 1.0], [5, -0.523556, 0.108781, 2.24095, 1.0], [6, -0.412015, 0.0471825, 2.02918, 1.0], [7, -0.50414, 0.00902289, 1.92511, 1.0], [8, -0.169817, 0.168209, 2.41263, 1.0], [9, -0.0815674, 0.102989, 2.18504, 1.0], [10, -0.16648, 0.02899, 1.96547, 1.0], [11, -0.0938564, 0.026253, 1.92166, 1.0], [12, -0.361492, -0.334751, 2.47812, 1.0], [13, -0.411347, -0.672662, 2.58044, 1.0], [14, -0.43273, -1.02706, 2.684, 1.0], [15, -0.445444, -1.09683, 2.60346, 1.0], [16, -0.229588, -0.333961, 2.48076, 1.0], [17, -0.165755, -0.670511, 2.58833, 1.0], [18, -0.150077, -1.02127, 2.69546, 1.0], [19, -0.122338, -1.07862, 2.61128, 1.0], [20, -0.315076, 0.191061, 2.4741, 1.0], [21, -0.555294, 0.000637309, 1.90762, 1.0], [22, -0.43978, 0.0161739, 1.89513, 1.0], [23, -0.0564472, 0.024317, 1.8944, 1.0], [24, -0.0595861, 0.0526387, 1.8864, 1.0]]
[[0, -0.300411, -0.339643, 2.51477, 1.0], [1, -0.30852, -0.0347025, 2.49791, 1.0], [2, -0.316557, 0.264968, 2.46074, 1.0], [3, -0.316943, 0.409643, 2.4272, 1.0], [4, -0.459155, 0.166131, 2.40969, 1.0], [5, -0.523164, 0.109215, 2.24176, 1.0], [6, -0.413035, 0.0479356, 2.03082, 1.0], [7, -0.504284, 0.0102776, 1.9254, 1.0], [8, -0.169675, 0.168202, 2.41263, 1.0], [9, -0.0819315, 0.106039, 2.18554, 1.0], [10, -0.064206, 0.0368508, 1.97093, 1.0], [11, -0.0674521, 0.0258011, 1.91772, 1.0], [12, -0.362148, -0.335313, 2.47715, 1.0], [13, -0.410464, -0.677446, 2.58564, 1.0], [14, -0.432799, -1.02696, 2.68393, 1.0], [15, -0.445429, -1.09687, 2.60338, 1.0], [16, -0.230072, -0.334256, 2.48002, 1.0], [17, -0.165628, -0.670296, 2.588, 1.0], [18, -0.149956, -1.0214, 2.69555, 1.0], [19, -0.12209, -1.07865, 2.61128, 1.0], [20, -0.31502, 0.190983, 2.47397, 1.0], [21, -0.55709, -0.00352913, 1.91025, 1.0], [22, -0.440141, 0.0162587, 1.89571, 1.0], [23, -0.0412357, 0.0239429, 1.89453, 1.0], [24, -0.124502, 0.0263274, 1.89936, 1.0]]
[[0, -0.300721, -0.339986, 2.51361, 1.0], [1, -0.308615, -0.0347732, 2.49687, 1.0], [2, -0.316421, 0.264903, 2.4607, 1.0], [3, -0.316552, 0.40946, 2.42757, 1.0], [4, -0.459072, 0.166159, 2.40956, 1.0], [5, -0.518023, 0.0973473, 2.24492, 1.0], [6, -0.411143, 0.0441266, 2.03086, 1.0], [7, -0.500382, 0.0128096, 1.92369, 1.0], [8, -0.169555, 0.168189, 2.41253, 1.0], [9, -0.0822621, 0.107574, 2.18559, 1.0], [10, -0.0638491, 0.0374261, 1.9704, 1.0], [11, -0.0683704, 0.0258494, 1.91634, 1.0], [12, -0.362398, -0.335683, 2.47628, 1.0], [13, -0.409344, -0.671605, 2.58314, 1.0], [14, -0.433088, -1.02725, 2.68385, 1.0], [15, -0.445786, -1.09797, 2.60189, 1.0], [16, -0.230432, -0.33454, 2.47869, 1.0], [17, -0.16565, -0.669895, 2.58694, 1.0], [18, -0.149974, -1.02157, 2.69516, 1.0], [19, -0.121758, -1.0788, 2.61088, 1.0], [20, -0.314879, 0.190916, 2.47367, 1.0], [21, -0.557186, -0.00544439, 1.91117, 1.0], [22, -0.552821, -0.0175682, 1.908, 1.0], [23, -0.0402521, 0.0209736, 1.89302, 1.0], [24, -0.124591, 0.0263663, 1.89929, 1.0]]
