[['2, k, 0', [0.0292952, -0.337045, 1.0]], ['2, k, 1', [0.037419, -0.0496931, 1.0]], ['2, k, 2', [0.0452469, 0.232414, 1.0]], ['2, k, 3', [0.0691901, 0.378818, 1.0]], ['2, k, 4', [-0.11131, 0.133572, 1.0]], ['2, k, 5', [-0.163625, -0.0782954, 1.0]], ['2, k, 6', [-0.20878, -0.299475, 1.0]], ['2, k, 7', [-0.228385, -0.382327, 1.0]], ['2, k, 8', [0.210718, 0.123032, 1.0]], ['2, k, 9', [0.243835, -0.0852064, 1.0]], ['2, k, 10', [0.246969, -0.295391, 1.0]], ['2, k, 11', [0.243129, -0.390333, 1.0]], ['2, k, 12', [-0.0442052, -0.331113, 1.0]], ['2, k, 13', [-0.113481, -0.790595, 1.0]], ['2, k, 14', [-0.159453, -1.15733, 1.0]], ['2, k, 15', [-0.177368, -1.19922, 1.0]], ['2, k, 16', [0.102176, -0.335889, 1.0]], ['2, k, 17', [0.167468, -0.771789, 1.0]], ['2, k, 18', [0.191732, -1.11885, 1.0]], ['2, k, 19', [0.151245, -1.18457, 1.0]], ['2, k, 20', [0.0433373, 0.162605, 1.0]], ['2, k, 21', [-0.222746, -0.433705, 1.0]], ['2, k, 22', [-0.303229, -0.404915, 1.0]], ['2, k, 23', [0.22474, -0.451692, 1.0]], ['2, k, 24', [0.332058, -0.403799, 1.0]]]
[['2, k, 0', [0.0277544, -0.348767, 1.0]], ['2, k, 1', [0.036248, -0.0524692, 1.0]], ['2, k, 2', [0.0440966, 0.233003, 1.0]], ['2, k, 3', [0.0689861, 0.378958, 1.0]], ['2, k, 4', [-0.111276, 0.133731, 1.0]], ['2, k, 5', [-0.16296, -0.0748475, 1.0]], ['2, k, 6', [-0.210836, -0.271042, 1.0]], ['2, k, 7', [-0.223426, -0.346935, 1.0]], ['2, k, 8', [0.210734, 0.123302, 1.0]], ['2, k, 9', [0.241004, -0.0724512, 1.0]], ['2, k, 10', [0.24953, -0.261841, 1.0]], ['2, k, 11', [0.232476, -0.351265, 1.0]], ['2, k, 12', [-0.0457754, -0.342895, 1.0]], ['2, k, 13', [-0.113947, -0.790898, 1.0]], ['2, k, 14', [-0.155419, -1.15657, 1.0]], ['2, k, 15', [-0.176284, -1.19937, 1.0]], ['2, k, 16', [0.100692, -0.34724, 1.0]], ['2, k, 17', [0.167301, -0.771986, 1.0]], ['2, k, 18', [0.190587, -1.12206, 1.0]], ['2, k, 19', [0.188394, -1.15173, 1.0]], ['2, k, 20', [0.0423307, 0.162535, 1.0]], ['2, k, 21', [-0.215951, -0.402548, 1.0]], ['2, k, 22', [-0.266803, -0.367751, 1.0]], ['2, k, 23', [0.221588, -0.413725, 1.0]], ['2, k, 24', [0.2785, -0.345418, 1.0]]]
[['2, k, 0', [0.0273426, -0.331962, 1.0]], ['2, k, 1', [0.0361188, -0.0491693, 1.0]], ['2, k, 2', [0.0441127, 0.23335, 1.0]], ['2, k, 3', [0.0689917, 0.378483, 1.0]], ['2, k, 4', [-0.111257, 0.133626, 1.0]], ['2, k, 5', [-0.170498, -0.0528571, 1.0]], ['2, k, 6', [-0.209204, -0.243079, 1.0]], ['2, k, 7', [-0.217115, -0.31109, 1.0]], ['2, k, 8', [0.210643, 0.123371, 1.0]], ['2, k, 9', [0.245259, -0.0527672, 1.0]], ['2, k, 10', [0.249115, -0.238517, 1.0]], ['2, k, 11', [0.242198, -0.310812, 1.0]], ['2, k, 12', [-0.0461572, -0.327047, 1.0]], ['2, k, 13', [-0.114158, -0.787638, 1.0]], ['2, k, 14', [-0.157912, -1.15248, 1.0]], ['2, k, 15', [-0.1777, -1.20146, 1.0]], ['2, k, 16', [0.100261, -0.329777, 1.0]], ['2, k, 17', [0.165528, -0.768621, 1.0]], ['2, k, 18', [0.190661, -1.13389, 1.0]], ['2, k, 19', [0.156372, -1.1875, 1.0]], ['2, k, 20', [0.0422881, 0.16336, 1.0]], ['2, k, 21', [-0.229354, -0.351433, 1.0]], ['2, k, 22', [-0.269218, -0.31501, 1.0]], ['2, k, 23', [0.226278, -0.369345, 1.0]], ['2, k, 24', [0.312195, -0.319415, 1.0]]]
[['2, k, 0', [0.0271778, -0.372216, 1.0]], ['2, k, 1', [0.0366944, -0.057887, 1.0]], ['2, k, 2', [0.0449116, 0.233453, 1.0]], ['2, k, 3', [0.0688244, 0.379597, 1.0]], ['2, k, 4', [-0.11089, 0.134073, 1.0]], ['2, k, 5', [-0.169138, -0.0453949, 1.0]], ['2, k, 6', [-0.207944, -0.203514, 1.0]], ['2, k, 7', [-0.221496, -0.267929, 1.0]], ['2, k, 8', [0.210548, 0.123742, 1.0]], ['2, k, 9', [0.239516, -0.0583501, 1.0]], ['2, k, 10', [0.244874, -0.203036, 1.0]], ['2, k, 11', [0.244237, -0.26851, 1.0]], ['2, k, 12', [-0.0463079, -0.365386, 1.0]], ['2, k, 13', [-0.114506, -0.78779, 1.0]], ['2, k, 14', [-0.157467, -1.15277, 1.0]], ['2, k, 15', [-0.177764, -1.20083, 1.0]], ['2, k, 16', [0.100081, -0.371237, 1.0]], ['2, k, 17', [0.166108, -0.767623, 1.0]], ['2, k, 18', [0.193241, -1.1364, 1.0]], ['2, k, 19', [0.130429, -1.1875, 1.0]], ['2, k, 20', [0.0429789, 0.162185, 1.0]], ['2, k, 21', [-0.234266, -0.305028, 1.0]], ['2, k, 22', [-0.273872, -0.276159, 1.0]], ['2, k, 23', [0.23127, -0.312941, 1.0]], ['2, k, 24', [0.314079, -0.276218, 1.0]]]
[['2, k, 0', [0.0269063, -0.376547, 1.0]], ['2, k, 1', [0.037013, -0.0627398, 1.0]], ['2, k, 2', [0.0458036, 0.234115, 1.0]], ['2, k, 3', [0.0683269, 0.379282, 1.0]], ['2, k, 4', [-0.11007, 0.134804, 1.0]], ['2, k, 5', [-0.170163, -0.0179826, 1.0]], ['2, k, 6', [-0.192971, -0.136671, 1.0]], ['2, k, 7', [-0.211205, -0.216384, 1.0]], ['2, k, 8', [0.208689, 0.12387, 1.0]], ['2, k, 9', [0.243616, -0.0155867, 1.0]], ['2, k, 10', [0.248703, -0.173706, 1.0]], ['2, k, 11', [0.238354, -0.213284, 1.0]], ['2, k, 12', [-0.0465526, -0.369238, 1.0]], ['2, k, 13', [-0.114599, -0.78794, 1.0]], ['2, k, 14', [-0.156757, -1.14991, 1.0]], ['2, k, 15', [-0.182023, -1.20287, 1.0]], ['2, k, 16', [0.0997818, -0.375831, 1.0]], ['2, k, 17', [0.165877, -0.767524, 1.0]], ['2, k, 18', [0.190215, -1.13586, 1.0]], ['2, k, 19', [0.201204, -1.18961, 1.0]], ['2, k, 20', [0.0436814, 0.16165, 1.0]], ['2, k, 21', [-0.211552, -0.255497, 1.0]], ['2, k, 22', [-0.258293, -0.2086, 1.0]], ['2, k, 23', [0.223672, -0.260366, 1.0]], ['2, k, 24', [0.292572, -0.21845, 1.0]]]
[['2, k, 0', [0.027321, -0.375545, 1.0]], ['2, k, 1', [0.0372893, -0.0626802, 1.0]], ['2, k, 2', [0.0465868, 0.235745, 1.0]], ['2, k, 3', [0.0685551, 0.379315, 1.0]], ['2, k, 4', [-0.101147, 0.132789, 1.0]], ['2, k, 5', [-0.150279, -0.000989084, 1.0]], ['2, k, 6', [-0.181889, -0.109491, 1.0]], ['2, k, 7', [-0.209935, -0.163773, 1.0]], ['2, k, 8', [0.20793, 0.124446, 1.0]], ['2, k, 9', [0.251938, 0.0468583, 1.0]], ['2, k, 10', [0.250717, -0.0846184, 1.0]], ['2, k, 11', [0.237031, -0.159867, 1.0]], ['2, k, 12', [-0.0462247, -0.368755, 1.0]], ['2, k, 13', [-0.114435, -0.788256, 1.0]], ['2, k, 14', [-0.156805, -1.1509, 1.0]], ['2, k, 15', [-0.179214, -1.20291, 1.0]], ['2, k, 16', [0.100306, -0.373957, 1.0]], ['2, k, 17', [0.16576, -0.76773, 1.0]], ['2, k, 18', [0.185838, -1.13749, 1.0]], ['2, k, 19', [0.197952, -1.1885, 1.0]], ['2, k, 20', [0.0443349, 0.162504, 1.0]], ['2, k, 21', [-0.209265, -0.199452, 1.0]], ['2, k, 22', [-0.262739, -0.156601, 1.0]], ['2, k, 23', [0.217172, -0.203934, 1.0]], ['2, k, 24', [0.307486, -0.164538, 1.0]]]
[['2, k, 0', [0.0271951, -0.35934, 1.0]], ['2, k, 1', [0.0368348, -0.0608746, 1.0]], ['2, k, 2', [0.0459811, 0.235644, 1.0]], ['2, k, 3', [0.0680883, 0.379581, 1.0]], ['2, k, 4', [-0.0906973, 0.13513, 1.0]], ['2, k, 5', [-0.167404, 0.0715488, 1.0]], ['2, k, 6', [-0.177577, -0.0321233, 1.0]], ['2, k, 7', [-0.207895, -0.104687, 1.0]], ['2, k, 8', [0.205935, 0.125641, 1.0]], ['2, k, 9', [0.2562, 0.0557278, 1.0]], ['2, k, 10', [0.248918, -0.0347057, 1.0]], ['2, k, 11', [0.231188, -0.0953371, 1.0]], ['2, k, 12', [-0.045996, -0.353063, 1.0]], ['2, k, 13', [-0.114882, -0.789539, 1.0]], ['2, k, 14', [-0.150109, -1.1563, 1.0]], ['2, k, 15', [-0.17815, -1.20238, 1.0]], ['2, k, 16', [0.0998075, -0.35771, 1.0]], ['2, k, 17', [0.167047, -0.755421, 1.0]], ['2, k, 18', [0.188163, -1.13948, 1.0]], ['2, k, 19', [0.195142, -1.19162, 1.0]], ['2, k, 20', [0.0438378, 0.16267, 1.0]], ['2, k, 21', [-0.210344, -0.141303, 1.0]], ['2, k, 22', [-0.265394, -0.105786, 1.0]], ['2, k, 23', [0.216294, -0.135751, 1.0]], ['2, k, 24', [0.270034, -0.0932117, 1.0]]]
[['2, k, 0', [0.027771, -0.34932, 1.0]], ['2, k, 1', [0.0363065, -0.0556416, 1.0]], ['2, k, 2', [0.0451014, 0.236846, 1.0]], ['2, k, 3', [0.0687328, 0.380401, 1.0]], ['2, k, 4', [-0.0923191, 0.13655, 1.0]], ['2, k, 5', [-0.155129, 0.0822894, 1.0]], ['2, k, 6', [-0.189528, 0.0232938, 1.0]], ['2, k, 7', [-0.204411, -0.0415466, 1.0]], ['2, k, 8', [0.204316, 0.126889, 1.0]], ['2, k, 9', [0.267414, 0.0704798, 1.0]], ['2, k, 10', [0.249965, 0.0167684, 1.0]], ['2, k, 11', [0.239081, -0.0422139, 1.0]], ['2, k, 12', [-0.0449597, -0.342977, 1.0]], ['2, k, 13', [-0.114719, -0.786186, 1.0]], ['2, k, 14', [-0.14567, -1.15432, 1.0]], ['2, k, 15', [-0.17581, -1.20255, 1.0]], ['2, k, 16', [0.0999159, -0.348027, 1.0]], ['2, k, 17', [0.16785, -0.769777, 1.0]], ['2, k, 18', [0.189775, -1.13493, 1.0]], ['2, k, 19', [0.190179, -1.18989, 1.0]], ['2, k, 20', [0.0429979, 0.164474, 1.0]], ['2, k, 21', [-0.198882, -0.0701956, 1.0]], ['2, k, 22', [-0.261646, -0.0410203, 1.0]], ['2, k, 23', [0.236181, -0.0719088, 1.0]], ['2, k, 24', [0.286493, -0.0423011, 1.0]]]
[['2, k, 0', [0.0276949, -0.349424, 1.0]], ['2, k, 1', [0.0361664, -0.0555767, 1.0]], ['2, k, 2', [0.0446737, 0.236749, 1.0]], ['2, k, 3', [0.0673042, 0.382428, 1.0]], ['2, k, 4', [-0.0927659, 0.137914, 1.0]], ['2, k, 5', [-0.144882, 0.097855, 1.0]], ['2, k, 6', [-0.177115, 0.0768766, 1.0]], ['2, k, 7', [-0.202241, 0.0245403, 1.0]], ['2, k, 8', [0.202061, 0.128379, 1.0]], ['2, k, 9', [0.262053, 0.0721273, 1.0]], ['2, k, 10', [0.241447, 0.0179793, 1.0]], ['2, k, 11', [0.237463, 0.0232468, 1.0]], ['2, k, 12', [-0.0449711, -0.343053, 1.0]], ['2, k, 13', [-0.1168, -0.789031, 1.0]], ['2, k, 14', [-0.145436, -1.15611, 1.0]], ['2, k, 15', [-0.176479, -1.2024, 1.0]], ['2, k, 16', [0.0997307, -0.348187, 1.0]], ['2, k, 17', [0.166041, -0.776462, 1.0]], ['2, k, 18', [0.189597, -1.13164, 1.0]], ['2, k, 19', [0.154907, -1.18555, 1.0]], ['2, k, 20', [0.042626, 0.164437, 1.0]], ['2, k, 21', [-0.205373, 0.00085813, 1.0]], ['2, k, 22', [-0.238105, 0.0177186, 1.0]], ['2, k, 23', [0.238967, 0.000854907, 1.0]], ['2, k, 24', [0.263833, 0.0230764, 1.0]]]
[['2, k, 0', [0.0298903, -0.371052, 1.0]], ['2, k, 1', [0.0370045, -0.0582797, 1.0]], ['2, k, 2', [0.0451936, 0.237934, 1.0]], ['2, k, 3', [0.0673071, 0.381796, 1.0]], ['2, k, 4', [-0.0839201, 0.147459, 1.0]], ['2, k, 5', [-0.13566, 0.161285, 1.0]], ['2, k, 6', [-0.165731, 0.132244, 1.0]], ['2, k, 7', [-0.20586, 0.0923971, 1.0]], ['2, k, 8', [0.167893, 0.173229, 1.0]], ['2, k, 9', [0.242058, 0.0750153, 1.0]], ['2, k, 10', [0.221323, 0.0199145, 1.0]], ['2, k, 11', [0.249698, 0.0902666, 1.0]], ['2, k, 12', [-0.0413981, -0.365149, 1.0]], ['2, k, 13', [-0.116478, -0.790056, 1.0]], ['2, k, 14', [-0.144993, -1.15399, 1.0]], ['2, k, 15', [-0.176423, -1.20266, 1.0]], ['2, k, 16', [0.100558, -0.369109, 1.0]], ['2, k, 17', [0.165561, -0.778703, 1.0]], ['2, k, 18', [0.189893, -1.13134, 1.0]], ['2, k, 19', [0.146099, -1.18917, 1.0]], ['2, k, 20', [0.0430256, 0.164765, 1.0]], ['2, k, 21', [-0.203861, 0.0682361, 1.0]], ['2, k, 22', [-0.256551, 0.0949832, 1.0]], ['2, k, 23', [0.292407, 0.0692481, 1.0]], ['2, k, 24', [0.287836, 0.103773, 1.0]]]
[['2, k, 0', [0.0297391, -0.408646, 1.0]], ['2, k, 1', [0.0352201, -0.0730146, 1.0]], ['2, k, 2', [0.0440124, 0.238226, 1.0]], ['2, k, 3', [0.0627147, 0.369077, 1.0]], ['2, k, 4', [-0.0582008, 0.0890569, 1.0]], ['2, k, 5', [-0.117982, 0.094645, 1.0]], ['2, k, 6', [-0.151287, 0.131477, 1.0]], ['2, k, 7', [-0.19824, 0.156682, 1.0]], ['2, k, 8', [0.173499, 0.0958843, 1.0]], ['2, k, 9', [0.20591, 0.11286, 1.0]], ['2, k, 10', [0.230458, 0.0406102, 1.0]], ['2, k, 11', [0.257363, 0.155802, 1.0]], ['2, k, 12', [-0.0403451, -0.408715, 1.0]], ['2, k, 13', [-0.134536, -0.843387, 1.0]], ['2, k, 14', [-0.143967, -1.15272, 1.0]], ['2, k, 15', [-0.172789, -1.20058, 1.0]], ['2, k, 16', [0.0993579, -0.399534, 1.0]], ['2, k, 17', [0.166219, -0.7731, 1.0]], ['2, k, 18', [0.189278, -1.12768, 1.0]], ['2, k, 19', [0.148467, -1.18738, 1.0]], ['2, k, 20', [0.041796, 0.163663, 1.0]], ['2, k, 21', [-0.221203, 0.13461, 1.0]], ['2, k, 22', [-0.262147, 0.157256, 1.0]], ['2, k, 23', [0.301424, 0.138121, 1.0]], ['2, k, 24', [0.320564, 0.145659, 1.0]]]
