[['2, k, 0', [8.432, 79.98248, 1.0]], ['2, k, 1', [5.41294649595942, 112.15265440252807, 1.0]], ['2, k, 2', [3.178640420454775, 136.30970990355854, 1.0]], ['2, k, 3', [2.5608559007436678, 143.1345944312417, 1.0]], ['2, k, 4', [19.440238618410298, 131.07032433786634, 1.0]], ['2, k, 5', [25.190343810618668, 105.23550923599367, 1.0]], ['2, k, 6', [19.416623146671437, 75.82633365817756, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.043828459376078, 128.30358909220348, 1.0]], ['2, k, 9', [-20.21396532408595, 105.16479805847965, 1.0]], ['2, k, 10', [-21.821683130024148, 78.72891187799067, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [13.469011361507697, 79.76417194252059, 1.0]], ['2, k, 13', [5.542865228227647, 45.31605480736335, 1.0]], ['2, k, 14', [-4.149646304396491, 11.414416185990909, 1.0]], ['2, k, 15', [-1.5272466163239709, 4.7308755373575435, 1.0]], ['2, k, 16', [3.2002810672948243, 80.12369498551901, 1.0]], ['2, k, 17', [-4.709631783426358, 46.206736494323415, 1.0]], ['2, k, 18', [-11.379536364737351, 11.448170098757018, 1.0]], ['2, k, 19', [-4.530058092533423, 8.691017589781474, 1.0]], ['2, k, 20', [3.178640420454775, 136.30970990355854, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.459173333333334, 79.92088333333334, 1.0]], ['2, k, 1', [5.425386340075485, 112.12156514956457, 1.0]], ['2, k, 2', [3.1848793954708303, 136.29962906084748, 1.0]], ['2, k, 3', [2.567863657167121, 143.12284391742688, 1.0]], ['2, k, 4', [19.445386334346782, 131.05839130406625, 1.0]], ['2, k, 5', [25.152462421249105, 105.22411684266467, 1.0]], ['2, k, 6', [19.490442044524663, 75.85863993220144, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.006454045535882, 128.30061140597056, 1.0]], ['2, k, 9', [-20.149654780885555, 105.17669578543129, 1.0]], ['2, k, 10', [-21.6943768532519, 78.72655006821678, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [13.552837829898227, 79.65389782999065, 1.0]], ['2, k, 13', [5.305716594952607, 45.34567125124918, 1.0]], ['2, k, 14', [-4.639492103319334, 11.50517750241901, 1.0]], ['2, k, 15', [-0.6933507497881286, 5.360865134569544, 1.0]], ['2, k, 16', [3.2031138178669147, 80.03695467368132, 1.0]], ['2, k, 17', [-4.756831146478675, 46.21425702892854, 1.0]], ['2, k, 18', [-11.450199264798968, 10.956082970496134, 1.0]], ['2, k, 19', [-4.603227241175002, 8.206440692628336, 1.0]], ['2, k, 20', [3.1848793954708303, 136.29962906084748, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.428654, 79.786982, 1.0]], ['2, k, 1', [5.399533121503849, 112.06153973524249, 1.0]], ['2, k, 2', [3.154861773251355, 136.28152648314165, 1.0]], ['2, k, 3', [2.5348082578238618, 143.11064745142858, 1.0]], ['2, k, 4', [19.42063186196296, 131.05959781194613, 1.0]], ['2, k, 5', [25.142175131116097, 105.23050050881777, 1.0]], ['2, k, 6', [19.569102954184906, 75.99436818371987, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.018542429053515, 128.2747046247085, 1.0]], ['2, k, 9', [-20.13296527009711, 105.16203221606597, 1.0]], ['2, k, 10', [-21.643173695796616, 78.71842721489828, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [13.537234451627567, 79.54864807082517, 1.0]], ['2, k, 13', [5.278799153284256, 45.32722953355853, 1.0]], ['2, k, 14', [-4.706685714713913, 11.511237267020057, 1.0]], ['2, k, 15', [-1.5704448007119476, 5.127059056819048, 1.0]], ['2, k, 16', [3.149902936894385, 79.87495486999777, 1.0]], ['2, k, 17', [-4.710658936055724, 46.237016835425585, 1.0]], ['2, k, 18', [-11.396334127441236, 11.014566568996948, 1.0]], ['2, k, 19', [-4.54664897424515, 8.262393804070932, 1.0]], ['2, k, 20', [3.154861773251355, 136.28152648314165, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.406734, 79.7556, 1.0]], ['2, k, 1', [5.403285260571817, 112.04060267114264, 1.0]], ['2, k, 2', [3.164494618859694, 136.27715264234365, 1.0]], ['2, k, 3', [2.545012366543164, 143.10853466642683, 1.0]], ['2, k, 4', [19.433355696441684, 131.06476302431167, 1.0]], ['2, k, 5', [25.188442109696645, 105.23904111716325, 1.0]], ['2, k, 6', [19.76678222405335, 75.99670365566973, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.022860000288754, 128.25832089342262, 1.0]], ['2, k, 9', [-20.110516315252124, 105.15468599111537, 1.0]], ['2, k, 10', [-21.63623314717102, 78.70069018690161, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [13.506421446242772, 79.50163233761127, 1.0]], ['2, k, 13', [5.409110717113661, 45.26289866740518, 1.0]], ['2, k, 14', [-4.490079640949602, 11.43720764164052, 1.0]], ['2, k, 15', [-1.5391323577713147, 4.820094800357347, 1.0]], ['2, k, 16', [3.216328157130447, 79.85896367219505, 1.0]], ['2, k, 17', [-4.596766453296574, 46.2515025185, 1.0]], ['2, k, 18', [-11.293169918227884, 10.962539124666264, 1.0]], ['2, k, 19', [-4.443781683762377, 8.213513369597809, 1.0]], ['2, k, 20', [3.164494618859694, 136.27715264234365, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.369810000000001, 79.773414, 1.0]], ['2, k, 1', [5.381942055789363, 112.02952910288818, 1.0]], ['2, k, 2', [3.1561349819308, 136.2695689103727, 1.0]], ['2, k, 3', [2.53960745195637, 143.10320363721982, 1.0]], ['2, k, 4', [19.424433794936956, 131.0555465029615, 1.0]], ['2, k, 5', [25.192842136250448, 105.22901428558183, 1.0]], ['2, k, 6', [19.833559435599195, 75.99840996102971, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.047838301993242, 128.24658803466588, 1.0]], ['2, k, 9', [-20.12891337405246, 105.16094632096174, 1.0]], ['2, k, 10', [-21.686211660750676, 78.70330069706542, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [13.440839007877976, 79.51858397285166, 1.0]], ['2, k, 13', [5.408525909085485, 45.266685056031754, 1.0]], ['2, k, 14', [-4.445059572869837, 11.43993104063621, 1.0]], ['2, k, 15', [-1.8414828632622888, 5.347632234944253, 1.0]], ['2, k, 16', [3.156308526084209, 79.8969997734381, 1.0]], ['2, k, 17', [-4.702042221879357, 46.2068484508236, 1.0]], ['2, k, 18', [-11.406147867121453, 10.910516893936972, 1.0]], ['2, k, 19', [-4.560321935773229, 8.165345526925766, 1.0]], ['2, k, 20', [3.1561349819308, 136.2695689103727, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.363294, 79.764888, 1.0]], ['2, k, 1', [5.3677981144565505, 112.013729957069, 1.0]], ['2, k, 2', [3.1444246539444816, 136.26212629667592, 1.0]], ['2, k, 3', [2.528984524157168, 143.09908558347632, 1.0]], ['2, k, 4', [19.409028379995927, 131.0433883538158, 1.0]], ['2, k, 5', [25.168547038873008, 105.21475985702799, 1.0]], ['2, k, 6', [19.800996903702, 75.8956620738384, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.061164399631831, 128.23163254718366, 1.0]], ['2, k, 9', [-20.159309574286734, 105.17246115641144, 1.0]], ['2, k, 10', [-21.737704495949025, 78.72134799362755, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [13.417297581010732, 79.53148291691201, 1.0]], ['2, k, 13', [5.329073254382669, 45.27515052523227, 1.0]], ['2, k, 14', [-4.5566181218972215, 11.487215735373404, 1.0]], ['2, k, 15', [-2.0075254731607726, 5.351456079355096, 1.0]], ['2, k, 16', [3.1108571184973686, 79.86827702404729, 1.0]], ['2, k, 17', [-4.78902632937544, 46.18268601333915, 1.0]], ['2, k, 18', [-11.533830489350603, 10.902117660791639, 1.0]], ['2, k, 19', [-4.691593091444841, 8.156635309300764, 1.0]], ['2, k, 20', [3.1444246539444816, 136.26212629667592, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.395678, 79.865818, 1.0]], ['2, k, 1', [5.38451456212692, 112.03974180319426, 1.0]], ['2, k, 2', [3.1572112343723315, 136.26657676326923, 1.0]], ['2, k, 3', [2.5413748439001385, 143.10250557776038, 1.0]], ['2, k, 4', [19.416736700226885, 131.03847085647004, 1.0]], ['2, k, 5', [25.15856395888259, 105.20670135886017, 1.0]], ['2, k, 6', [19.778376612447442, 75.8099924036287, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.050064530972124, 128.229414910287, 1.0]], ['2, k, 9', [-20.176670996933, 105.19140193961105, 1.0]], ['2, k, 10', [-21.85512548678931, 78.72780038452336, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [13.420303701866839, 79.61256420134856, 1.0]], ['2, k, 13', [5.241124267230667, 45.30170746442193, 1.0]], ['2, k, 14', [-4.688152731110943, 11.550095633555507, 1.0]], ['2, k, 15', [-2.143532544579152, 5.369315119260656, 1.0]], ['2, k, 16', [3.0760371220257685, 80.01209659656513, 1.0]], ['2, k, 17', [-4.914777468033267, 46.136937824605894, 1.0]], ['2, k, 18', [-11.747574042208083, 10.679837912076692, 1.0]], ['2, k, 19', [-4.908023127638028, 7.932546726781933, 1.0]], ['2, k, 20', [3.1572112343723315, 136.26657676326923, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.408453999999999, 79.88857599999999, 1.0]], ['2, k, 1', [5.336136375352396, 112.03836426613105, 1.0]], ['2, k, 2', [3.082088578767884, 136.25650052853413, 1.0]], ['2, k, 3', [2.4630661861126177, 143.09173169809088, 1.0]], ['2, k, 4', [19.333183283357055, 131.01055590060116, 1.0]], ['2, k, 5', [25.01505931855754, 105.17403587385235, 1.0]], ['2, k, 6', [19.62997082954871, 75.69050607141165, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.105420114490867, 128.2284463267662, 1.0]], ['2, k, 9', [-20.30697128189869, 105.21748738097882, 1.0]], ['2, k, 10', [-22.2926813861474, 78.70812792927234, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [13.425842905923403, 79.61704820008808, 1.0]], ['2, k, 13', [4.915908133574256, 45.35887798391553, 1.0]], ['2, k, 14', [-5.203397570605043, 11.7146952587861, 1.0]], ['2, k, 15', [-2.6193690205926825, 5.5256644652477105, 1.0]], ['2, k, 16', [2.98837799500418, 80.03295152594899, 1.0]], ['2, k, 17', [-5.1142192513748235, 46.10118591516188, 1.0]], ['2, k, 18', [-11.993842932147299, 10.67752175662038, 1.0]], ['2, k, 19', [-5.158871540417313, 7.930130655140949, 1.0]], ['2, k, 20', [3.082088578767884, 136.25650052853413, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.48097, 79.894442, 1.0]], ['2, k, 1', [5.399747454847143, 112.04194613927572, 1.0]], ['2, k, 2', [3.1302220694511327, 136.25638669984, 1.0]], ['2, k, 3', [2.509779874930916, 143.0911330298647, 1.0]], ['2, k, 4', [19.374085891219345, 131.00305554555666, 1.0]], ['2, k, 5', [25.01031787993267, 105.16441646475667, 1.0]], ['2, k, 6', [19.725252383353915, 76.00483274282179, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-11.031183733958738, 128.2357339522782, 1.0]], ['2, k, 9', [-20.30576242397092, 105.23509777848393, 1.0]], ['2, k, 10', [-22.73565890113451, 78.69526876434013, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [13.507421770006891, 79.60202244875056, 1.0]], ['2, k, 13', [4.760882332561065, 45.39337412082099, 1.0]], ['2, k, 14', [-5.490810363598488, 11.817737530886347, 1.0]], ['2, k, 15', [-2.855456003286117, 5.60681424186064, 1.0]], ['2, k, 16', [2.954564191921369, 80.04298952716778, 1.0]], ['2, k, 17', [-5.159229472391152, 46.08752324614824, 1.0]], ['2, k, 18', [-12.038231425553093, 10.691396736080485, 1.0]], ['2, k, 19', [-5.206801245053465, 7.937756144886924, 1.0]], ['2, k, 20', [3.1302220694511327, 136.25638669984, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.579567999999998, 79.89953, 1.0]], ['2, k, 1', [5.627776517351592, 112.06933646750898, 1.0]], ['2, k, 2', [3.38518204659791, 136.28484691106564, 1.0]], ['2, k, 3', [2.7669868958650374, 143.11940245909767, 1.0]], ['2, k, 4', [19.630361668606128, 131.0666614741744, 1.0]], ['2, k, 5', [25.285397279902686, 105.23623371748441, 1.0]], ['2, k, 6', [20.132453279228237, 76.03873740528553, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.73874874325401, 128.24310196424315, 1.0]], ['2, k, 9', [-20.03700276493872, 105.22194610774054, 1.0]], ['2, k, 10', [-22.86106686599871, 78.65508915131454, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [13.61099374377789, 79.55686050864679, 1.0]], ['2, k, 13', [4.84252736677135, 45.333520002465946, 1.0]], ['2, k, 14', [-5.476280815330263, 11.80423372259385, 1.0]], ['2, k, 15', [-2.787594994597298, 5.533293961151583, 1.0]], ['2, k, 16', [2.9932390911578572, 80.09529859254354, 1.0]], ['2, k, 17', [-4.922770877596045, 46.133985849070456, 1.0]], ['2, k, 18', [-11.746540722199661, 10.804310843072003, 1.0]], ['2, k, 19', [-4.915870667004819, 8.037552117955004, 1.0]], ['2, k, 20', [3.38518204659791, 136.28484691106564, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [8.663585999999999, 79.883972, 1.0]], ['2, k, 1', [5.837098611789795, 112.0891691453649, 1.0]], ['2, k, 2', [3.649466413140705, 136.3143367658585, 1.0]], ['2, k, 3', [3.0476419052146104, 143.15085327661396, 1.0]], ['2, k, 4', [19.895486132837945, 131.12610873732376, 1.0]], ['2, k, 5', [25.580859035110137, 105.30111324906687, 1.0]], ['2, k, 6', [20.563941797235884, 76.08189575336891, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-10.454796791919527, 128.2596266116889, 1.0]], ['2, k, 9', [-19.85524533434642, 105.24728824895392, 1.0]], ['2, k, 10', [-23.08017297085652, 78.55886420967195, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [13.691374098864785, 79.47611621730915, 1.0]], ['2, k, 13', [5.055092360732878, 45.23646536739826, 1.0]], ['2, k, 14', [-5.304406074025511, 11.752022919605366, 1.0]], ['2, k, 15', [-2.5977339771101677, 5.410876549921955, 1.0]], ['2, k, 16', [3.0557462298590865, 80.13544745874258, 1.0]], ['2, k, 17', [-4.618747667378437, 46.15866461079217, 1.0]], ['2, k, 18', [-11.374060778274817, 10.970360202857428, 1.0]], ['2, k, 19', [-4.5474479479498555, 8.192122501572282, 1.0]], ['2, k, 20', [3.649466413140705, 136.3143367658585, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
