[[0, 0.00168018, -0.41605, 3.25841, 1.0], [1, -0.00683684, -0.115051, 3.24281, 1.0], [2, -0.0151593, 0.180513, 3.21443, 1.0], [3, 0.00979424, 0.331502, 3.1549, 1.0], [4, -0.167775, 0.0946215, 3.2185, 1.0], [5, -0.250431, -0.158849, 3.17748, 1.0], [6, -0.333758, -0.392787, 3.10885, 1.0], [7, -0.35152, -0.443047, 3.07254, 1.0], [8, 0.15722, 0.0822704, 3.22828, 1.0], [9, 0.247591, -0.161193, 3.17943, 1.0], [10, 0.333771, -0.384439, 3.09322, 1.0], [11, 0.34179, -0.444839, 3.04686, 1.0], [12, -0.0722478, -0.408711, 3.21689, 1.0], [13, -0.111811, -0.856371, 3.3245, 1.0], [14, -0.124337, -1.22106, 3.32585, 1.0], [15, -0.0668204, -1.27016, 3.17062, 1.0], [16, 0.0755637, -0.414283, 3.2286, 1.0], [17, 0.107907, -0.85138, 3.3382, 1.0], [18, 0.144618, -1.20231, 3.33372, 1.0], [19, 0.159123, -1.25886, 3.17062, 1.0], [20, -0.013107, 0.107359, 3.22387, 1.0], [21, -0.380978, -0.481755, 3.03848, 1.0], [22, -0.281852, -0.461552, 3.03085, 1.0], [23, 0.384911, -0.487725, 3.02006, 1.0], [24, 0.374831, -0.410559, 3.03511, 1.0]]
[[0, 0.00097758, -0.412252, 3.25697, 1.0], [1, -0.00695575, -0.113839, 3.24188, 1.0], [2, -0.0150707, 0.180608, 3.21392, 1.0], [3, 0.0100504, 0.332616, 3.15441, 1.0], [4, -0.167707, 0.0943999, 3.2181, 1.0], [5, -0.250917, -0.159649, 3.17679, 1.0], [6, -0.333866, -0.39272, 3.10866, 1.0], [7, -0.35113, -0.441829, 3.07005, 1.0], [8, 0.157008, 0.0823895, 3.22812, 1.0], [9, 0.247531, -0.160989, 3.17919, 1.0], [10, 0.334172, -0.384737, 3.09234, 1.0], [11, 0.345386, -0.447655, 3.04147, 1.0], [12, -0.07288, -0.405533, 3.2159, 1.0], [13, -0.112141, -0.857803, 3.3247, 1.0], [14, -0.126829, -1.23572, 3.29511, 1.0], [15, -0.064463, -1.28032, 3.15234, 1.0], [16, 0.0748052, -0.409913, 3.22688, 1.0], [17, 0.109704, -0.86126, 3.34364, 1.0], [18, 0.143705, -1.20414, 3.3328, 1.0], [19, 0.143311, -1.25971, 3.16794, 1.0], [20, -0.0130485, 0.107617, 3.22328, 1.0], [21, -0.381225, -0.478852, 3.03284, 1.0], [22, -0.281984, -0.461177, 3.03091, 1.0], [23, 0.381865, -0.48648, 3.00774, 1.0], [24, 0.379203, -0.415274, 3.03266, 1.0]]
[[0, 0.000648111, -0.410114, 3.25634, 1.0], [1, -0.00737839, -0.112804, 3.24155, 1.0], [2, -0.0153906, 0.180795, 3.21382, 1.0], [3, 0.00978785, 0.332961, 3.15479, 1.0], [4, -0.167601, 0.0949722, 3.21801, 1.0], [5, -0.250817, -0.159216, 3.17658, 1.0], [6, -0.333957, -0.392717, 3.10852, 1.0], [7, -0.349682, -0.442126, 3.06701, 1.0], [8, 0.15507, 0.0816463, 3.22719, 1.0], [9, 0.247207, -0.161236, 3.17955, 1.0], [10, 0.334101, -0.384719, 3.09225, 1.0], [11, 0.347376, -0.444999, 3.04242, 1.0], [12, -0.0732752, -0.402167, 3.2149, 1.0], [13, -0.112828, -0.860447, 3.32497, 1.0], [14, -0.128181, -1.22891, 3.30155, 1.0], [15, -0.0661464, -1.28031, 3.15353, 1.0], [16, 0.0745539, -0.408773, 3.22663, 1.0], [17, 0.109833, -0.861005, 3.34341, 1.0], [18, 0.140007, -1.20414, 3.33349, 1.0], [19, 0.143525, -1.25955, 3.16809, 1.0], [20, -0.0133951, 0.107959, 3.22313, 1.0], [21, -0.385539, -0.481805, 3.03936, 1.0], [22, -0.275711, -0.461133, 3.02397, 1.0], [23, 0.379394, -0.485976, 3.01458, 1.0], [24, 0.406073, -0.437329, 3.01467, 1.0]]
[[0, 0.000554758, -0.407245, 3.25552, 1.0], [1, -0.00752809, -0.111344, 3.2408, 1.0], [2, -0.0155003, 0.181084, 3.21335, 1.0], [3, 0.00979551, 0.333442, 3.15494, 1.0], [4, -0.167224, 0.0962087, 3.21794, 1.0], [5, -0.250759, -0.159153, 3.17629, 1.0], [6, -0.334053, -0.392304, 3.10773, 1.0], [7, -0.349826, -0.441062, 3.0636, 1.0], [8, 0.155072, 0.081656, 3.22705, 1.0], [9, 0.24699, -0.160562, 3.1792, 1.0], [10, 0.329261, -0.371671, 3.0969, 1.0], [11, 0.345367, -0.444312, 3.04211, 1.0], [12, -0.073297, -0.398691, 3.21386, 1.0], [13, -0.114858, -0.864126, 3.3258, 1.0], [14, -0.129524, -1.22212, 3.31139, 1.0], [15, -0.104181, -1.27846, 3.17425, 1.0], [16, 0.0744102, -0.406662, 3.22617, 1.0], [17, 0.110828, -0.868708, 3.345, 1.0], [18, 0.141364, -1.20538, 3.33466, 1.0], [19, 0.149729, -1.27229, 3.16416, 1.0], [20, -0.0135208, 0.108478, 3.22257, 1.0], [21, -0.381703, -0.480288, 3.03048, 1.0], [22, -0.271506, -0.460015, 3.02167, 1.0], [23, 0.380124, -0.484665, 3.0104, 1.0], [24, 0.389141, -0.424229, 3.01768, 1.0]]
[[0, 0.000230331, -0.406082, 3.25519, 1.0], [1, -0.00773003, -0.110695, 3.2404, 1.0], [2, -0.0155906, 0.181193, 3.21301, 1.0], [3, 0.00992353, 0.333654, 3.15484, 1.0], [4, -0.167224, 0.0962572, 3.21789, 1.0], [5, -0.250969, -0.159091, 3.17571, 1.0], [6, -0.334476, -0.391374, 3.10647, 1.0], [7, -0.350395, -0.437842, 3.06144, 1.0], [8, 0.154787, 0.0817045, 3.22703, 1.0], [9, 0.24672, -0.159821, 3.17915, 1.0], [10, 0.331881, -0.376519, 3.09488, 1.0], [11, 0.349676, -0.443832, 3.04143, 1.0], [12, -0.0735493, -0.397733, 3.21379, 1.0], [13, -0.115157, -0.867845, 3.32689, 1.0], [14, -0.130082, -1.22534, 3.30931, 1.0], [15, -0.100274, -1.27906, 3.14863, 1.0], [16, 0.0740131, -0.405372, 3.22569, 1.0], [17, 0.112388, -0.871406, 3.34728, 1.0], [18, 0.142181, -1.20662, 3.33365, 1.0], [19, 0.169777, -1.27961, 3.16184, 1.0], [20, -0.0136337, 0.108703, 3.22221, 1.0], [21, -0.375877, -0.476264, 3.02631, 1.0], [22, -0.276362, -0.458693, 3.02024, 1.0], [23, 0.38627, -0.484753, 3.01098, 1.0], [24, 0.393691, -0.423802, 3.01824, 1.0]]
[[0, 0.00034018, -0.405203, 3.25494, 1.0], [1, -0.00756378, -0.110266, 3.24019, 1.0], [2, -0.0154325, 0.18122, 3.21288, 1.0], [3, 0.0099259, 0.333951, 3.15526, 1.0], [4, -0.167156, 0.0964568, 3.2179, 1.0], [5, -0.251906, -0.156929, 3.17359, 1.0], [6, -0.334477, -0.38673, 3.1015, 1.0], [7, -0.351063, -0.436767, 3.05655, 1.0], [8, 0.154986, 0.0816985, 3.22701, 1.0], [9, 0.246668, -0.159799, 3.1791, 1.0], [10, 0.333557, -0.377584, 3.09361, 1.0], [11, 0.348107, -0.442285, 3.0444, 1.0], [12, -0.0733987, -0.396857, 3.21373, 1.0], [13, -0.115151, -0.869079, 3.32769, 1.0], [14, -0.130928, -1.22207, 3.31047, 1.0], [15, -0.108918, -1.27545, 3.16027, 1.0], [16, 0.074078, -0.404558, 3.22536, 1.0], [17, 0.112535, -0.871935, 3.34678, 1.0], [18, 0.141367, -1.20982, 3.33132, 1.0], [19, 0.137306, -1.26227, 3.14899, 1.0], [20, -0.0134797, 0.10881, 3.22205, 1.0], [21, -0.375304, -0.477522, 3.02019, 1.0], [22, -0.278636, -0.458308, 3.01673, 1.0], [23, 0.388389, -0.486028, 3.00624, 1.0], [24, 0.384708, -0.415372, 3.02387, 1.0]]
[[0, 0.000196657, -0.403455, 3.25467, 1.0], [1, -0.00775994, -0.109371, 3.24009, 1.0], [2, -0.0155528, 0.181344, 3.21286, 1.0], [3, 0.00990626, 0.334367, 3.15547, 1.0], [4, -0.166945, 0.0983473, 3.21863, 1.0], [5, -0.252012, -0.157092, 3.17274, 1.0], [6, -0.336459, -0.387147, 3.09874, 1.0], [7, -0.349228, -0.436563, 3.05684, 1.0], [8, 0.15465, 0.0827919, 3.22771, 1.0], [9, 0.247063, -0.159979, 3.17924, 1.0], [10, 0.334146, -0.378349, 3.09321, 1.0], [11, 0.349395, -0.441351, 3.04349, 1.0], [12, -0.0734823, -0.395117, 3.21352, 1.0], [13, -0.114657, -0.870918, 3.32805, 1.0], [14, -0.12117, -1.23057, 3.3131, 1.0], [15, -0.145001, -1.27457, 3.16183, 1.0], [16, 0.0738797, -0.40292, 3.22516, 1.0], [17, 0.112738, -0.872715, 3.34738, 1.0], [18, 0.141574, -1.21009, 3.33054, 1.0], [19, 0.165061, -1.27883, 3.15452, 1.0], [20, -0.013629, 0.109086, 3.22202, 1.0], [21, -0.38349, -0.477744, 3.02319, 1.0], [22, -0.273282, -0.45958, 3.01369, 1.0], [23, 0.378734, -0.481094, 3.01489, 1.0], [24, 0.404617, -0.42814, 3.02433, 1.0]]
[[0, -0.000390451, -0.402205, 3.2546, 1.0], [1, -0.00785763, -0.108838, 3.23994, 1.0], [2, -0.0154808, 0.181377, 3.21274, 1.0], [3, 0.010142, 0.334319, 3.15541, 1.0], [4, -0.166693, 0.0987557, 3.21849, 1.0], [5, -0.252359, -0.15682, 3.17153, 1.0], [6, -0.337282, -0.387395, 3.09668, 1.0], [7, -0.354212, -0.433914, 3.05518, 1.0], [8, 0.154531, 0.0825173, 3.22725, 1.0], [9, 0.247511, -0.15933, 3.18006, 1.0], [10, 0.335543, -0.374813, 3.09421, 1.0], [11, 0.352165, -0.441793, 3.04142, 1.0], [12, -0.0740659, -0.393525, 3.21332, 1.0], [13, -0.114594, -0.870908, 3.32799, 1.0], [14, -0.132024, -1.23658, 3.28913, 1.0], [15, -0.120074, -1.28055, 3.14526, 1.0], [16, 0.0733022, -0.402007, 3.22528, 1.0], [17, 0.111581, -0.872301, 3.34837, 1.0], [18, 0.142231, -1.21131, 3.33135, 1.0], [19, 0.0953761, -1.28263, 3.15986, 1.0], [20, -0.013576, 0.109199, 3.22189, 1.0], [21, -0.378694, -0.47565, 3.01955, 1.0], [22, -0.282487, -0.455205, 3.01622, 1.0], [23, 0.393687, -0.482707, 3.00871, 1.0], [24, 0.267773, -0.459641, 3.0057, 1.0]]
[[0, -0.000412496, -0.401999, 3.25437, 1.0], [1, -0.00790573, -0.108622, 3.23982, 1.0], [2, -0.0155107, 0.181429, 3.21272, 1.0], [3, 0.0102097, 0.334219, 3.15541, 1.0], [4, -0.166396, 0.0989612, 3.2182, 1.0], [5, -0.252906, -0.156593, 3.16937, 1.0], [6, -0.338587, -0.387661, 3.09449, 1.0], [7, -0.355968, -0.434029, 3.05115, 1.0], [8, 0.153139, 0.0837463, 3.22727, 1.0], [9, 0.247881, -0.158745, 3.18038, 1.0], [10, 0.335727, -0.371151, 3.09606, 1.0], [11, 0.34855, -0.438738, 3.04204, 1.0], [12, -0.0740664, -0.393389, 3.21285, 1.0], [13, -0.112138, -0.86162, 3.32617, 1.0], [14, -0.132613, -1.22193, 3.30712, 1.0], [15, -0.116469, -1.27766, 3.15211, 1.0], [16, 0.0732424, -0.401625, 3.22531, 1.0], [17, 0.111046, -0.867561, 3.34612, 1.0], [18, 0.141874, -1.21058, 3.33186, 1.0], [19, 0.0886055, -1.27414, 3.21978, 1.0], [20, -0.0136149, 0.109305, 3.22185, 1.0], [21, -0.377898, -0.476762, 3.01585, 1.0], [22, -0.278643, -0.458128, 3.00942, 1.0], [23, 0.374296, -0.4791, 3.01942, 1.0], [24, 0.267957, -0.459918, 3.00627, 1.0]]
[[0, -0.000315875, -0.402185, 3.25453, 1.0], [1, -0.00788344, -0.108597, 3.23978, 1.0], [2, -0.0154817, 0.181521, 3.21263, 1.0], [3, 0.0102363, 0.334219, 3.1555, 1.0], [4, -0.166353, 0.0989516, 3.21811, 1.0], [5, -0.253082, -0.154697, 3.16805, 1.0], [6, -0.337528, -0.387645, 3.09172, 1.0], [7, -0.351193, -0.434019, 3.04643, 1.0], [8, 0.152858, 0.084265, 3.22705, 1.0], [9, 0.24792, -0.157714, 3.18043, 1.0], [10, 0.336477, -0.369176, 3.0962, 1.0], [11, 0.351215, -0.439661, 3.03921, 1.0], [12, -0.0738758, -0.393295, 3.21282, 1.0], [13, -0.111301, -0.87458, 3.33104, 1.0], [14, -0.127062, -1.22188, 3.32164, 1.0], [15, -0.109651, -1.27798, 3.1617, 1.0], [16, 0.0731439, -0.40273, 3.22622, 1.0], [17, 0.11117, -0.872911, 3.34923, 1.0], [18, 0.142478, -1.21085, 3.332, 1.0], [19, 0.18248, -1.27949, 3.15973, 1.0], [20, -0.0135872, 0.109392, 3.22177, 1.0], [21, -0.379401, -0.473768, 3.01057, 1.0], [22, -0.28011, -0.45692, 3.00721, 1.0], [23, 0.380875, -0.476988, 3.00683, 1.0], [24, 0.267604, -0.459986, 3.00641, 1.0]]
[[0, -0.000652449, -0.403516, 3.25398, 1.0], [1, -0.00797071, -0.108901, 3.23946, 1.0], [2, -0.0154802, 0.181461, 3.21246, 1.0], [3, 0.00885429, 0.33567, 3.15632, 1.0], [4, -0.163926, 0.089247, 3.21105, 1.0], [5, -0.257303, -0.162325, 3.16322, 1.0], [6, -0.338296, -0.397404, 3.0756, 1.0], [7, -0.354712, -0.437511, 3.04242, 1.0], [8, 0.152681, 0.0831876, 3.22597, 1.0], [9, 0.249049, -0.159257, 3.18001, 1.0], [10, 0.336615, -0.369164, 3.09587, 1.0], [11, 0.349791, -0.437698, 3.04272, 1.0], [12, -0.0742759, -0.396343, 3.21226, 1.0], [13, -0.113697, -0.871925, 3.32943, 1.0], [14, -0.132987, -1.19569, 3.32724, 1.0], [15, -0.101392, -1.26308, 3.17704, 1.0], [16, 0.072945, -0.403002, 3.22585, 1.0], [17, 0.111168, -0.87298, 3.34918, 1.0], [18, 0.144832, -1.20842, 3.33528, 1.0], [19, 0.167808, -1.27042, 3.18039, 1.0], [20, -0.0135967, 0.109319, 3.22156, 1.0], [21, -0.380825, -0.475201, 3.01099, 1.0], [22, -0.288322, -0.456904, 3.00721, 1.0], [23, 0.380095, -0.47788, 3.02161, 1.0], [24, 0.27332, -0.460276, 3.00593, 1.0]]
