[['2, k, 0', [-0.2381, -0.399916, 1.0]], ['2, k, 1', [-0.239816, -0.0909164, 1.0]], ['2, k, 2', [-0.240046, 0.21076, 1.0]], ['2, k, 3', [-0.258038, 0.342556, 1.0]], ['2, k, 4', [-0.429493, 0.0910895, 1.0]], ['2, k, 5', [-0.459181, -0.151079, 1.0]], ['2, k, 6', [-0.485699, -0.37043, 1.0]], ['2, k, 7', [-0.490188, -0.415633, 1.0]], ['2, k, 8', [-0.0741881, 0.0903621, 1.0]], ['2, k, 9', [-0.0377279, -0.17755, 1.0]], ['2, k, 10', [-0.0177059, -0.397485, 1.0]], ['2, k, 11', [-0.0128671, -0.426813, 1.0]], ['2, k, 12', [-0.315663, -0.393824, 1.0]], ['2, k, 13', [-0.345969, -0.720769, 1.0]], ['2, k, 14', [-0.340652, -1.05409, 1.0]], ['2, k, 15', [-0.361572, -1.11133, 1.0]], ['2, k, 16', [-0.153586, -0.394404, 1.0]], ['2, k, 17', [-0.0993177, -0.732888, 1.0]], ['2, k, 18', [-0.0839451, -1.05333, 1.0]], ['2, k, 19', [-0.125854, -1.10645, 1.0]], ['2, k, 20', [-0.240245, 0.13638, 1.0]], ['2, k, 21', [-0.491291, -0.448684, 1.0]], ['2, k, 22', [-0.528194, -0.415094, 1.0]], ['2, k, 23', [-0.00480906, -0.458865, 1.0]], ['2, k, 24', [-0.0445919, -0.426362, 1.0]]]
[['2, k, 0', [-0.238051, -0.399784, 1.0]], ['2, k, 1', [-0.239779, -0.0908523, 1.0]], ['2, k, 2', [-0.240013, 0.210781, 1.0]], ['2, k, 3', [-0.25802, 0.34256, 1.0]], ['2, k, 4', [-0.429451, 0.0909396, 1.0]], ['2, k, 5', [-0.459493, -0.153182, 1.0]], ['2, k, 6', [-0.486442, -0.37288, 1.0]], ['2, k, 7', [-0.490085, -0.417692, 1.0]], ['2, k, 8', [-0.0741741, 0.0904059, 1.0]], ['2, k, 9', [-0.0377328, -0.177549, 1.0]], ['2, k, 10', [-0.0176519, -0.39795, 1.0]], ['2, k, 11', [-0.0127326, -0.427311, 1.0]], ['2, k, 12', [-0.315634, -0.393749, 1.0]], ['2, k, 13', [-0.346091, -0.719485, 1.0]], ['2, k, 14', [-0.340569, -1.05311, 1.0]], ['2, k, 15', [-0.361495, -1.10887, 1.0]], ['2, k, 16', [-0.153513, -0.394204, 1.0]], ['2, k, 17', [-0.0992596, -0.732947, 1.0]], ['2, k, 18', [-0.0841005, -1.05327, 1.0]], ['2, k, 19', [-0.0993042, -1.10742, 1.0]], ['2, k, 20', [-0.240212, 0.136411, 1.0]], ['2, k, 21', [-0.494384, -0.45102, 1.0]], ['2, k, 22', [-0.521309, -0.415981, 1.0]], ['2, k, 23', [-0.00532713, -0.45837, 1.0]], ['2, k, 24', [-0.0462671, -0.421334, 1.0]]]
[['2, k, 0', [-0.238057, -0.399633, 1.0]], ['2, k, 1', [-0.239774, -0.0908141, 1.0]], ['2, k, 2', [-0.24001, 0.21078, 1.0]], ['2, k, 3', [-0.257905, 0.342588, 1.0]], ['2, k, 4', [-0.429432, 0.0906579, 1.0]], ['2, k, 5', [-0.459439, -0.153565, 1.0]], ['2, k, 6', [-0.486797, -0.37335, 1.0]], ['2, k, 7', [-0.490821, -0.417846, 1.0]], ['2, k, 8', [-0.0741747, 0.0904823, 1.0]], ['2, k, 9', [-0.0378557, -0.177656, 1.0]], ['2, k, 10', [-0.0176094, -0.398253, 1.0]], ['2, k, 11', [-0.0124684, -0.42669, 1.0]], ['2, k, 12', [-0.315644, -0.393659, 1.0]], ['2, k, 13', [-0.345909, -0.719898, 1.0]], ['2, k, 14', [-0.340463, -1.05325, 1.0]], ['2, k, 15', [-0.359839, -1.11087, 1.0]], ['2, k, 16', [-0.153517, -0.393967, 1.0]], ['2, k, 17', [-0.0991421, -0.733071, 1.0]], ['2, k, 18', [-0.0846914, -1.0516, 1.0]], ['2, k, 19', [-0.115523, -1.10585, 1.0]], ['2, k, 20', [-0.240208, 0.136413, 1.0]], ['2, k, 21', [-0.489364, -0.453918, 1.0]], ['2, k, 22', [-0.527048, -0.414909, 1.0]], ['2, k, 23', [-0.00235165, -0.457117, 1.0]], ['2, k, 24', [-0.0447335, -0.428269, 1.0]]]
[['2, k, 0', [-0.237976, -0.39952, 1.0]], ['2, k, 1', [-0.239727, -0.090706, 1.0]], ['2, k, 2', [-0.239981, 0.210891, 1.0]], ['2, k, 3', [-0.257785, 0.343154, 1.0]], ['2, k, 4', [-0.429319, 0.0898747, 1.0]], ['2, k, 5', [-0.459338, -0.153831, 1.0]], ['2, k, 6', [-0.487125, -0.373608, 1.0]], ['2, k, 7', [-0.490645, -0.418555, 1.0]], ['2, k, 8', [-0.0740467, 0.0904373, 1.0]], ['2, k, 9', [-0.0379144, -0.17764, 1.0]], ['2, k, 10', [-0.0175204, -0.398268, 1.0]], ['2, k, 11', [-0.0118785, -0.427615, 1.0]], ['2, k, 12', [-0.31559, -0.393614, 1.0]], ['2, k, 13', [-0.345864, -0.719912, 1.0]], ['2, k, 14', [-0.340806, -1.05352, 1.0]], ['2, k, 15', [-0.358928, -1.10874, 1.0]], ['2, k, 16', [-0.153404, -0.393772, 1.0]], ['2, k, 17', [-0.0991992, -0.733436, 1.0]], ['2, k, 18', [-0.0848786, -1.05227, 1.0]], ['2, k, 19', [-0.0926514, -1.11035, 1.0]], ['2, k, 20', [-0.240176, 0.136521, 1.0]], ['2, k, 21', [-0.496354, -0.456647, 1.0]], ['2, k, 22', [-0.52609, -0.41999, 1.0]], ['2, k, 23', [-0.00482086, -0.466012, 1.0]], ['2, k, 24', [-0.044887, -0.424305, 1.0]]]
[['2, k, 0', [-0.237921, -0.399511, 1.0]], ['2, k, 1', [-0.239715, -0.0906889, 1.0]], ['2, k, 2', [-0.239992, 0.210923, 1.0]], ['2, k, 3', [-0.257587, 0.34353, 1.0]], ['2, k, 4', [-0.429312, 0.088957, 1.0]], ['2, k, 5', [-0.459312, -0.153317, 1.0]], ['2, k, 6', [-0.490024, -0.372499, 1.0]], ['2, k, 7', [-0.492169, -0.418405, 1.0]], ['2, k, 8', [-0.0738689, 0.0903947, 1.0]], ['2, k, 9', [-0.0381007, -0.177381, 1.0]], ['2, k, 10', [-0.017369, -0.397866, 1.0]], ['2, k, 11', [-0.012972, -0.42702, 1.0]], ['2, k, 12', [-0.315536, -0.393651, 1.0]], ['2, k, 13', [-0.345865, -0.719916, 1.0]], ['2, k, 14', [-0.34084, -1.05358, 1.0]], ['2, k, 15', [-0.357818, -1.10852, 1.0]], ['2, k, 16', [-0.153317, -0.393714, 1.0]], ['2, k, 17', [-0.0992332, -0.734412, 1.0]], ['2, k, 18', [-0.0850262, -1.05249, 1.0]], ['2, k, 19', [-0.0927574, -1.11048, 1.0]], ['2, k, 20', [-0.24018, 0.136547, 1.0]], ['2, k, 21', [-0.491363, -0.453068, 1.0]], ['2, k, 22', [-0.526664, -0.41829, 1.0]], ['2, k, 23', [-0.0035193, -0.463789, 1.0]], ['2, k, 24', [-0.0452735, -0.426131, 1.0]]]
[['2, k, 0', [-0.237935, -0.399286, 1.0]], ['2, k, 1', [-0.239771, -0.0904933, 1.0]], ['2, k, 2', [-0.240098, 0.211077, 1.0]], ['2, k, 3', [-0.257466, 0.344331, 1.0]], ['2, k, 4', [-0.429521, 0.0887143, 1.0]], ['2, k, 5', [-0.460864, -0.154865, 1.0]], ['2, k, 6', [-0.491497, -0.373869, 1.0]], ['2, k, 7', [-0.492877, -0.420484, 1.0]], ['2, k, 8', [-0.0737909, 0.0903515, 1.0]], ['2, k, 9', [-0.0386179, -0.177584, 1.0]], ['2, k, 10', [-0.0158746, -0.397751, 1.0]], ['2, k, 11', [-0.0150102, -0.41669, 1.0]], ['2, k, 12', [-0.315582, -0.393433, 1.0]], ['2, k, 13', [-0.345831, -0.719941, 1.0]], ['2, k, 14', [-0.340808, -1.05383, 1.0]], ['2, k, 15', [-0.357795, -1.10881, 1.0]], ['2, k, 16', [-0.153308, -0.39349, 1.0]], ['2, k, 17', [-0.0993412, -0.735387, 1.0]], ['2, k, 18', [-0.0853394, -1.05247, 1.0]], ['2, k, 19', [-0.0930612, -1.11064, 1.0]], ['2, k, 20', [-0.240273, 0.136713, 1.0]], ['2, k, 21', [-0.494967, -0.463227, 1.0]], ['2, k, 22', [-0.529216, -0.415055, 1.0]], ['2, k, 23', [-0.00195221, -0.465361, 1.0]], ['2, k, 24', [-0.0445355, -0.404836, 1.0]]]
[['2, k, 0', [-0.238223, -0.398876, 1.0]], ['2, k, 1', [-0.239851, -0.0901943, 1.0]], ['2, k, 2', [-0.240059, 0.211327, 1.0]], ['2, k, 3', [-0.257275, 0.345153, 1.0]], ['2, k, 4', [-0.429103, 0.0883428, 1.0]], ['2, k, 5', [-0.462338, -0.154128, 1.0]], ['2, k, 6', [-0.494463, -0.372354, 1.0]], ['2, k, 7', [-0.49342, -0.421419, 1.0]], ['2, k, 8', [-0.0737042, 0.0903466, 1.0]], ['2, k, 9', [-0.039041, -0.178266, 1.0]], ['2, k, 10', [-0.0142672, -0.397556, 1.0]], ['2, k, 11', [-0.0130042, -0.416118, 1.0]], ['2, k, 12', [-0.315966, -0.393052, 1.0]], ['2, k, 13', [-0.345228, -0.718662, 1.0]], ['2, k, 14', [-0.34063, -1.0531, 1.0]], ['2, k, 15', [-0.356952, -1.11113, 1.0]], ['2, k, 16', [-0.153532, -0.393054, 1.0]], ['2, k, 17', [-0.0993965, -0.735017, 1.0]], ['2, k, 18', [-0.0853774, -1.05264, 1.0]], ['2, k, 19', [-0.0944423, -1.10949, 1.0]], ['2, k, 20', [-0.240261, 0.136967, 1.0]], ['2, k, 21', [-0.491061, -0.46723, 1.0]], ['2, k, 22', [-0.528995, -0.419273, 1.0]], ['2, k, 23', [0.00318158, -0.463292, 1.0]], ['2, k, 24', [-0.0427209, -0.426293, 1.0]]]
[['2, k, 0', [-0.237646, -0.398567, 1.0]], ['2, k, 1', [-0.239642, -0.0899602, 1.0]], ['2, k, 2', [-0.240035, 0.211512, 1.0]], ['2, k, 3', [-0.256844, 0.345606, 1.0]], ['2, k, 4', [-0.428508, 0.0880774, 1.0]], ['2, k, 5', [-0.462083, -0.15453, 1.0]], ['2, k, 6', [-0.49671, -0.371306, 1.0]], ['2, k, 7', [-0.49306, -0.42032, 1.0]], ['2, k, 8', [-0.0736737, 0.0903579, 1.0]], ['2, k, 9', [-0.0394035, -0.17774, 1.0]], ['2, k, 10', [-0.0123374, -0.395544, 1.0]], ['2, k, 11', [-0.014477, -0.415206, 1.0]], ['2, k, 12', [-0.315461, -0.392852, 1.0]], ['2, k, 13', [-0.34543, -0.718508, 1.0]], ['2, k, 14', [-0.340646, -1.05292, 1.0]], ['2, k, 15', [-0.357349, -1.11386, 1.0]], ['2, k, 16', [-0.152888, -0.392639, 1.0]], ['2, k, 17', [-0.0996867, -0.734076, 1.0]], ['2, k, 18', [-0.085551, -1.05274, 1.0]], ['2, k, 19', [-0.0945958, -1.10943, 1.0]], ['2, k, 20', [-0.240201, 0.137156, 1.0]], ['2, k, 21', [-0.487999, -0.469479, 1.0]], ['2, k, 22', [-0.53175, -0.420654, 1.0]], ['2, k, 23', [-0.00299982, -0.463196, 1.0]], ['2, k, 24', [-0.0432259, -0.413689, 1.0]]]
[['2, k, 0', [-0.237304, -0.397392, 1.0]], ['2, k, 1', [-0.239618, -0.0894031, 1.0]], ['2, k, 2', [-0.240181, 0.211785, 1.0]], ['2, k, 3', [-0.25638, 0.346979, 1.0]], ['2, k, 4', [-0.42828, 0.0883821, 1.0]], ['2, k, 5', [-0.462931, -0.153342, 1.0]], ['2, k, 6', [-0.498973, -0.367196, 1.0]], ['2, k, 7', [-0.494938, -0.418771, 1.0]], ['2, k, 8', [-0.0735893, 0.0904681, 1.0]], ['2, k, 9', [-0.0390805, -0.177391, 1.0]], ['2, k, 10', [-0.0104825, -0.392164, 1.0]], ['2, k, 11', [-0.0114758, -0.43153, 1.0]], ['2, k, 12', [-0.315148, -0.391684, 1.0]], ['2, k, 13', [-0.345468, -0.717764, 1.0]], ['2, k, 14', [-0.34039, -1.04674, 1.0]], ['2, k, 15', [-0.356877, -1.11191, 1.0]], ['2, k, 16', [-0.152526, -0.391486, 1.0]], ['2, k, 17', [-0.0999776, -0.731485, 1.0]], ['2, k, 18', [-0.0856503, -1.05248, 1.0]], ['2, k, 19', [-0.0948484, -1.11024, 1.0]], ['2, k, 20', [-0.240304, 0.137469, 1.0]], ['2, k, 21', [-0.487019, -0.4572, 1.0]], ['2, k, 22', [-0.533953, -0.42509, 1.0]], ['2, k, 23', [-0.0171413, -0.462926, 1.0]], ['2, k, 24', [-0.0477783, -0.433374, 1.0]]]
[['2, k, 0', [-0.237285, -0.397347, 1.0]], ['2, k, 1', [-0.239618, -0.0892871, 1.0]], ['2, k, 2', [-0.240229, 0.212061, 1.0]], ['2, k, 3', [-0.256113, 0.347742, 1.0]], ['2, k, 4', [-0.427161, 0.0885315, 1.0]], ['2, k, 5', [-0.463941, -0.148463, 1.0]], ['2, k, 6', [-0.500333, -0.360199, 1.0]], ['2, k, 7', [-0.4949, -0.409708, 1.0]], ['2, k, 8', [-0.073625, 0.0906956, 1.0]], ['2, k, 9', [-0.0329795, -0.166214, 1.0]], ['2, k, 10', [-0.0109791, -0.379559, 1.0]], ['2, k, 11', [-0.011349, -0.422384, 1.0]], ['2, k, 12', [-0.315271, -0.39165, 1.0]], ['2, k, 13', [-0.345563, -0.717653, 1.0]], ['2, k, 14', [-0.340343, -1.04707, 1.0]], ['2, k, 15', [-0.356405, -1.1147, 1.0]], ['2, k, 16', [-0.152419, -0.391429, 1.0]], ['2, k, 17', [-0.09989, -0.731525, 1.0]], ['2, k, 18', [-0.0860306, -1.05238, 1.0]], ['2, k, 19', [-0.0954519, -1.11224, 1.0]], ['2, k, 20', [-0.240335, 0.137697, 1.0]], ['2, k, 21', [-0.472619, -0.452603, 1.0]], ['2, k, 22', [-0.531659, -0.417253, 1.0]], ['2, k, 23', [-0.0132006, -0.453581, 1.0]], ['2, k, 24', [-0.0495358, -0.43128, 1.0]]]
[['2, k, 0', [-0.237111, -0.397082, 1.0]], ['2, k, 1', [-0.239632, -0.0888744, 1.0]], ['2, k, 2', [-0.240715, 0.212823, 1.0]], ['2, k, 3', [-0.255563, 0.348535, 1.0]], ['2, k, 4', [-0.426523, 0.0889219, 1.0]], ['2, k, 5', [-0.46548, -0.14369, 1.0]], ['2, k, 6', [-0.500874, -0.351856, 1.0]], ['2, k, 7', [-0.494865, -0.401571, 1.0]], ['2, k, 8', [-0.0736202, 0.0909761, 1.0]], ['2, k, 9', [-0.0321218, -0.162383, 1.0]], ['2, k, 10', [-0.00979126, -0.369358, 1.0]], ['2, k, 11', [-0.0112376, -0.416999, 1.0]], ['2, k, 12', [-0.315236, -0.391359, 1.0]], ['2, k, 13', [-0.345419, -0.716209, 1.0]], ['2, k, 14', [-0.340585, -1.04788, 1.0]], ['2, k, 15', [-0.347969, -1.09547, 1.0]], ['2, k, 16', [-0.152048, -0.391164, 1.0]], ['2, k, 17', [-0.100338, -0.730164, 1.0]], ['2, k, 18', [-0.0861129, -1.05224, 1.0]], ['2, k, 19', [-0.0959199, -1.11386, 1.0]], ['2, k, 20', [-0.240662, 0.138375, 1.0]], ['2, k, 21', [-0.483774, -0.44454, 1.0]], ['2, k, 22', [-0.530538, -0.397521, 1.0]], ['2, k, 23', [-0.0140706, -0.447639, 1.0]], ['2, k, 24', [-0.048099, -0.420877, 1.0]]]
