[['2, k, 0', [0.0694373, -0.196081, 1.0]], ['2, k, 1', [0.0711004, 0.0998353, 1.0]], ['2, k, 2', [0.0724501, 0.389714, 1.0]], ['2, k, 3', [0.0838496, 0.5331, 1.0]], ['2, k, 4', [-0.0947787, 0.292028, 1.0]], ['2, k, 5', [-0.173414, 0.0581954, 1.0]], ['2, k, 6', [-0.134326, -0.172071, 1.0]], ['2, k, 7', [-0.11658, -0.256774, 1.0]], ['2, k, 8', [0.238548, 0.27415, 1.0]], ['2, k, 9', [0.320135, 0.0378572, 1.0]], ['2, k, 10', [0.284647, -0.188452, 1.0]], ['2, k, 11', [0.269039, -0.262601, 1.0]], ['2, k, 12', [-0.00707794, -0.189931, 1.0]], ['2, k, 13', [-0.0469193, -0.654517, 1.0]], ['2, k, 14', [-0.0352529, -1.15077, 1.0]], ['2, k, 15', [-0.0466614, -1.20801, 1.0]], ['2, k, 16', [0.144466, -0.198044, 1.0]], ['2, k, 17', [0.145337, -0.66637, 1.0]], ['2, k, 18', [0.101874, -1.14877, 1.0]], ['2, k, 19', [0.146851, -1.21289, 1.0]], ['2, k, 20', [0.0721685, 0.318105, 1.0]], ['2, k, 21', [-0.0869605, -0.31424, 1.0]], ['2, k, 22', [-0.164234, -0.300151, 1.0]], ['2, k, 23', [0.236307, -0.321256, 1.0]], ['2, k, 24', [0.320256, -0.29177, 1.0]]]
[['2, k, 0', [0.0821019, -0.161066, 1.0]], ['2, k, 1', [0.0751598, 0.11136, 1.0]], ['2, k, 2', [0.0724179, 0.389568, 1.0]], ['2, k, 3', [0.0837255, 0.532638, 1.0]], ['2, k, 4', [-0.0947733, 0.29185, 1.0]], ['2, k, 5', [-0.170774, 0.0716279, 1.0]], ['2, k, 6', [-0.135419, -0.137045, 1.0]], ['2, k, 7', [-0.113901, -0.225367, 1.0]], ['2, k, 8', [0.238465, 0.274002, 1.0]], ['2, k, 9', [0.319425, 0.0495931, 1.0]], ['2, k, 10', [0.293557, -0.145827, 1.0]], ['2, k, 11', [0.2691, -0.225035, 1.0]], ['2, k, 12', [0.00548626, -0.155381, 1.0]], ['2, k, 13', [-0.00673156, -0.5251, 1.0]], ['2, k, 14', [-0.0318903, -1.05937, 1.0]], ['2, k, 15', [-0.0457772, -1.18498, 1.0]], ['2, k, 16', [0.156982, -0.163356, 1.0]], ['2, k, 17', [0.138422, -0.637731, 1.0]], ['2, k, 18', [0.124064, -1.12703, 1.0]], ['2, k, 19', [0.148872, -1.21411, 1.0]], ['2, k, 20', [0.0724511, 0.318963, 1.0]], ['2, k, 21', [-0.0869033, -0.276555, 1.0]], ['2, k, 22', [-0.163506, -0.26455, 1.0]], ['2, k, 23', [0.247962, -0.27631, 1.0]], ['2, k, 24', [0.318098, -0.270251, 1.0]]]
[['2, k, 0', [0.0778509, -0.181286, 1.0]], ['2, k, 1', [0.0751678, 0.109892, 1.0]], ['2, k, 2', [0.0727496, 0.39007, 1.0]], ['2, k, 3', [0.0837785, 0.532723, 1.0]], ['2, k, 4', [-0.0945624, 0.291752, 1.0]], ['2, k, 5', [-0.168696, 0.0793916, 1.0]], ['2, k, 6', [-0.133569, -0.115148, 1.0]], ['2, k, 7', [-0.104995, -0.220793, 1.0]], ['2, k, 8', [0.238186, 0.274517, 1.0]], ['2, k, 9', [0.319806, 0.0629557, 1.0]], ['2, k, 10', [0.296537, -0.127011, 1.0]], ['2, k, 11', [0.266634, -0.223191, 1.0]], ['2, k, 12', [0.00111924, -0.176699, 1.0]], ['2, k, 13', [-0.0316851, -0.696812, 1.0]], ['2, k, 14', [-0.0260545, -1.08613, 1.0]], ['2, k, 15', [-0.023671, -1.1287, 1.0]], ['2, k, 16', [0.152914, -0.182174, 1.0]], ['2, k, 17', [0.139032, -0.64392, 1.0]], ['2, k, 18', [0.126107, -1.14312, 1.0]], ['2, k, 19', [0.13428, -1.20813, 1.0]], ['2, k, 20', [0.0726198, 0.319137, 1.0]], ['2, k, 21', [-0.100396, -0.264316, 1.0]], ['2, k, 22', [-0.181028, -0.237218, 1.0]], ['2, k, 23', [0.236536, -0.271986, 1.0]], ['2, k, 24', [0.33444, -0.239837, 1.0]]]
[['2, k, 0', [0.0758893, -0.224166, 1.0]], ['2, k, 1', [0.0753586, 0.0975548, 1.0]], ['2, k, 2', [0.0729568, 0.390295, 1.0]], ['2, k, 3', [0.0837526, 0.533366, 1.0]], ['2, k, 4', [-0.094524, 0.290204, 1.0]], ['2, k, 5', [-0.174145, 0.0895461, 1.0]], ['2, k, 6', [-0.131866, -0.0834986, 1.0]], ['2, k, 7', [-0.108444, -0.184468, 1.0]], ['2, k, 8', [0.237959, 0.274687, 1.0]], ['2, k, 9', [0.317253, 0.0782457, 1.0]], ['2, k, 10', [0.295614, -0.0929363, 1.0]], ['2, k, 11', [0.267513, -0.193129, 1.0]], ['2, k, 12', [-0.000794865, -0.220481, 1.0]], ['2, k, 13', [-0.0332198, -0.749332, 1.0]], ['2, k, 14', [-0.0280201, -1.13445, 1.0]], ['2, k, 15', [-0.0565738, -1.20756, 1.0]], ['2, k, 16', [0.150948, -0.223, 1.0]], ['2, k, 17', [0.139333, -0.643878, 1.0]], ['2, k, 18', [0.129509, -1.14929, 1.0]], ['2, k, 19', [0.141689, -1.20783, 1.0]], ['2, k, 20', [0.0728744, 0.318944, 1.0]], ['2, k, 21', [-0.0862342, -0.219425, 1.0]], ['2, k, 22', [-0.188994, -0.201166, 1.0]], ['2, k, 23', [0.236571, -0.23527, 1.0]], ['2, k, 24', [0.34804, -0.205488, 1.0]]]
[['2, k, 0', [0.0679343, -0.278292, 1.0]], ['2, k, 1', [0.0726364, 0.0710046, 1.0]], ['2, k, 2', [0.0733729, 0.391185, 1.0]], ['2, k, 3', [0.0838206, 0.53389, 1.0]], ['2, k, 4', [-0.094461, 0.290276, 1.0]], ['2, k, 5', [-0.174662, 0.0976078, 1.0]], ['2, k, 6', [-0.142822, -0.0286598, 1.0]], ['2, k, 7', [-0.100774, -0.147032, 1.0]], ['2, k, 8', [0.237906, 0.275057, 1.0]], ['2, k, 9', [0.316801, 0.0890443, 1.0]], ['2, k, 10', [0.295455, -0.061949, 1.0]], ['2, k, 11', [0.268283, -0.150129, 1.0]], ['2, k, 12', [-0.00860991, -0.272592, 1.0]], ['2, k, 13', [-0.0310551, -0.773008, 1.0]], ['2, k, 14', [-0.0286789, -1.15597, 1.0]], ['2, k, 15', [-0.0639374, -1.20981, 1.0]], ['2, k, 16', [0.142985, -0.277891, 1.0]], ['2, k, 17', [0.137399, -0.662505, 1.0]], ['2, k, 18', [0.131423, -1.1497, 1.0]], ['2, k, 19', [0.143451, -1.20822, 1.0]], ['2, k, 20', [0.0731694, 0.317712, 1.0]], ['2, k, 21', [-0.0971245, -0.182392, 1.0]], ['2, k, 22', [-0.168134, -0.160429, 1.0]], ['2, k, 23', [0.242362, -0.195049, 1.0]], ['2, k, 24', [0.348531, -0.159354, 1.0]]]
[['2, k, 0', [0.0682641, -0.276716, 1.0]], ['2, k, 1', [0.0726472, 0.0698169, 1.0]], ['2, k, 2', [0.0736753, 0.391266, 1.0]], ['2, k, 3', [0.083661, 0.5346, 1.0]], ['2, k, 4', [-0.0938138, 0.290345, 1.0]], ['2, k, 5', [-0.169397, 0.112237, 1.0]], ['2, k, 6', [-0.130637, -0.0155708, 1.0]], ['2, k, 7', [-0.0879248, -0.09837, 1.0]], ['2, k, 8', [0.237802, 0.275247, 1.0]], ['2, k, 9', [0.318719, 0.10656, 1.0]], ['2, k, 10', [0.308945, -0.0199091, 1.0]], ['2, k, 11', [0.2728, -0.109321, 1.0]], ['2, k, 12', [-0.0083222, -0.270889, 1.0]], ['2, k, 13', [-0.0312414, -0.75392, 1.0]], ['2, k, 14', [-0.0269961, -1.14898, 1.0]], ['2, k, 15', [-0.0637404, -1.20821, 1.0]], ['2, k, 16', [0.143325, -0.276352, 1.0]], ['2, k, 17', [0.138635, -0.657562, 1.0]], ['2, k, 18', [0.132632, -1.15109, 1.0]], ['2, k, 19', [0.133602, -1.20731, 1.0]], ['2, k, 20', [0.0734837, 0.316356, 1.0]], ['2, k, 21', [-0.0466906, -0.137574, 1.0]], ['2, k, 22', [-0.157929, -0.113716, 1.0]], ['2, k, 23', [0.249438, -0.151531, 1.0]], ['2, k, 24', [0.344249, -0.116901, 1.0]]]
[['2, k, 0', [0.0693324, -0.252427, 1.0]], ['2, k, 1', [0.072655, 0.0713141, 1.0]], ['2, k, 2', [0.0738551, 0.391344, 1.0]], ['2, k, 3', [0.0838416, 0.53465, 1.0]], ['2, k, 4', [-0.0926148, 0.290361, 1.0]], ['2, k, 5', [-0.168298, 0.156037, 1.0]], ['2, k, 6', [-0.12986, 0.0297396, 1.0]], ['2, k, 7', [-0.0888269, -0.0568378, 1.0]], ['2, k, 8', [0.237311, 0.275511, 1.0]], ['2, k, 9', [0.312814, 0.127855, 1.0]], ['2, k, 10', [0.31326, 0.0216778, 1.0]], ['2, k, 11', [0.272071, -0.0652397, 1.0]], ['2, k, 12', [-0.00718967, -0.246396, 1.0]], ['2, k, 13', [-0.0304217, -0.758826, 1.0]], ['2, k, 14', [-0.026543, -1.14879, 1.0]], ['2, k, 15', [-0.0480226, -1.2119, 1.0]], ['2, k, 16', [0.144292, -0.252768, 1.0]], ['2, k, 17', [0.139095, -0.64334, 1.0]], ['2, k, 18', [0.133254, -1.15108, 1.0]], ['2, k, 19', [0.133947, -1.20664, 1.0]], ['2, k, 20', [0.0735907, 0.316204, 1.0]], ['2, k, 21', [-0.0842187, -0.0866027, 1.0]], ['2, k, 22', [-0.167763, -0.0676429, 1.0]], ['2, k, 23', [0.257166, -0.0998093, 1.0]], ['2, k, 24', [0.338467, -0.0749315, 1.0]]]
[['2, k, 0', [0.0683428, -0.246433, 1.0]], ['2, k, 1', [0.0721447, 0.0735265, 1.0]], ['2, k, 2', [0.0738472, 0.391396, 1.0]], ['2, k, 3', [0.0836755, 0.535043, 1.0]], ['2, k, 4', [-0.0875968, 0.289169, 1.0]], ['2, k, 5', [-0.169845, 0.158583, 1.0]], ['2, k, 6', [-0.135847, 0.0658532, 1.0]], ['2, k, 7', [-0.0819086, -0.00990672, 1.0]], ['2, k, 8', [0.235764, 0.276432, 1.0]], ['2, k, 9', [0.316097, 0.143643, 1.0]], ['2, k, 10', [0.340263, 0.0613864, 1.0]], ['2, k, 11', [0.273894, -0.0177514, 1.0]], ['2, k, 12', [-0.00806859, -0.241464, 1.0]], ['2, k, 13', [-0.0297043, -0.762557, 1.0]], ['2, k, 14', [-0.0253317, -1.14511, 1.0]], ['2, k, 15', [-0.0441952, -1.21163, 1.0]], ['2, k, 16', [0.143198, -0.245716, 1.0]], ['2, k, 17', [0.141254, -0.636882, 1.0]], ['2, k, 18', [0.133467, -1.15116, 1.0]], ['2, k, 19', [0.129365, -1.20678, 1.0]], ['2, k, 20', [0.0735668, 0.316198, 1.0]], ['2, k, 21', [-0.0579841, -0.0433092, 1.0]], ['2, k, 22', [-0.153987, -0.0161101, 1.0]], ['2, k, 23', [0.266766, -0.0478649, 1.0]], ['2, k, 24', [0.322256, -0.0134635, 1.0]]]
[['2, k, 0', [0.0661631, -0.229905, 1.0]], ['2, k, 1', [0.0720368, 0.0796093, 1.0]], ['2, k, 2', [0.0750277, 0.391674, 1.0]], ['2, k, 3', [0.0838023, 0.53551, 1.0]], ['2, k, 4', [-0.0805116, 0.292979, 1.0]], ['2, k, 5', [-0.178427, 0.18106, 1.0]], ['2, k, 6', [-0.143435, 0.127799, 1.0]], ['2, k, 7', [-0.0881668, 0.0477302, 1.0]], ['2, k, 8', [0.231398, 0.280957, 1.0]], ['2, k, 9', [0.317919, 0.161634, 1.0]], ['2, k, 10', [0.308427, 0.102092, 1.0]], ['2, k, 11', [0.276307, 0.0365474, 1.0]], ['2, k, 12', [-0.0101033, -0.224863, 1.0]], ['2, k, 13', [-0.0441629, -0.741438, 1.0]], ['2, k, 14', [-0.00841496, -1.11089, 1.0]], ['2, k, 15', [-0.0413099, -1.20812, 1.0]], ['2, k, 16', [0.140934, -0.229746, 1.0]], ['2, k, 17', [0.142907, -0.749231, 1.0]], ['2, k, 18', [0.132559, -1.12014, 1.0]], ['2, k, 19', [0.129118, -1.20649, 1.0]], ['2, k, 20', [0.0742481, 0.316565, 1.0]], ['2, k, 21', [-0.08102, 0.0135109, 1.0]], ['2, k, 22', [-0.180155, 0.0378399, 1.0]], ['2, k, 23', [0.24042, -0.0131661, 1.0]], ['2, k, 24', [0.31866, 0.033775, 1.0]]]
[['2, k, 0', [0.0642506, -0.209168, 1.0]], ['2, k, 1', [0.0696086, 0.0935633, 1.0]], ['2, k, 2', [0.0740985, 0.394483, 1.0]], ['2, k, 3', [0.0835651, 0.535651, 1.0]], ['2, k, 4', [-0.0716998, 0.300819, 1.0]], ['2, k, 5', [-0.174879, 0.202784, 1.0]], ['2, k, 6', [-0.140172, 0.14808, 1.0]], ['2, k, 7', [-0.0884628, 0.101416, 1.0]], ['2, k, 8', [0.221317, 0.296443, 1.0]], ['2, k, 9', [0.315435, 0.202425, 1.0]], ['2, k, 10', [0.304649, 0.126083, 1.0]], ['2, k, 11', [0.279351, 0.090385, 1.0]], ['2, k, 12', [-0.00944574, -0.185543, 1.0]], ['2, k, 13', [-0.0246197, -0.699558, 1.0]], ['2, k, 14', [-0.0187671, -1.06195, 1.0]], ['2, k, 15', [-0.0139677, -1.09817, 1.0]], ['2, k, 16', [0.138144, -0.221565, 1.0]], ['2, k, 17', [0.142185, -0.735541, 1.0]], ['2, k, 18', [0.132395, -1.09812, 1.0]], ['2, k, 19', [0.135642, -1.134, 1.0]], ['2, k, 20', [0.0731694, 0.320232, 1.0]], ['2, k, 21', [-0.0852379, 0.0746492, 1.0]], ['2, k, 22', [-0.119631, 0.0736871, 1.0]], ['2, k, 23', [0.264759, 0.0493118, 1.0]], ['2, k, 24', [0.312417, 0.0735721, 1.0]]]
[['2, k, 0', [0.0664788, -0.208951, 1.0]], ['2, k, 1', [0.0702313, 0.093629, 1.0]], ['2, k, 2', [0.0744052, 0.393819, 1.0]], ['2, k, 3', [0.0838938, 0.538861, 1.0]], ['2, k, 4', [-0.0628288, 0.319457, 1.0]], ['2, k, 5', [-0.0626284, 0.265024, 1.0]], ['2, k, 6', [-0.0794563, 0.200508, 1.0]], ['2, k, 7', [-0.0685389, 0.155214, 1.0]], ['2, k, 8', [0.220138, 0.295542, 1.0]], ['2, k, 9', [0.24081, 0.246475, 1.0]], ['2, k, 10', [0.274424, 0.180724, 1.0]], ['2, k, 11', [0.291074, 0.152114, 1.0]], ['2, k, 12', [-0.00658426, -0.188723, 1.0]], ['2, k, 13', [-0.0260556, -0.643767, 1.0]], ['2, k, 14', [-0.0205383, -1.14737, 1.0]], ['2, k, 15', [-0.0434999, -1.2103, 1.0]], ['2, k, 16', [0.140243, -0.220227, 1.0]], ['2, k, 17', [0.144579, -0.673707, 1.0]], ['2, k, 18', [0.133359, -1.15028, 1.0]], ['2, k, 19', [0.12222, -1.20118, 1.0]], ['2, k, 20', [0.073547, 0.319795, 1.0]], ['2, k, 21', [-0.0812861, 0.129558, 1.0]], ['2, k, 22', [-0.143512, 0.1409, 1.0]], ['2, k, 23', [0.257733, 0.115021, 1.0]], ['2, k, 24', [0.328212, 0.139505, 1.0]]]
