[[0, -0.1676111, -0.1303623, 2.9284, 1], [1, -0.1740873, 0.1230234, 2.951509, 1], [2, -0.1790731, 0.3718554, 2.958175, 1], [3, -0.1797232, 0.519903, 2.960753, 1], [4, -0.3359553, 0.2592083, 2.895185, 1], [5, -0.3254033, 0.09837642, 2.748576, 1], [6, -0.2010027, -0.02332128, 2.554055, 1], [7, -0.1128728, -0.06913108, 2.45409, 1], [8, 0.002868184, 0.2687245, 2.941488, 1], [9, 0.002248232, 0.1280175, 2.775335, 1], [10, -0.04320442, 0.02121217, 2.596177, 1], [11, -0.1011154, -0.05814875, 2.454322, 1], [12, -0.2459583, -0.1288186, 2.886007, 1], [13, -0.291904, -0.2131377, 2.495365, 1], [14, -0.235544, -0.6245434, 2.560722, 1], [15, -0.2406494, -0.6940824, 2.491683, 1], [16, -0.08477399, -0.1287039, 2.898453, 1], [17, 0.07508779, -0.2156674, 2.55767, 1], [18, 0.005011778, -0.6197252, 2.622231, 1], [19, 0.009890487, -0.6900291, 2.539164, 1], [20, -0.177324, 0.3103137, 2.958876, 1], [21, -0.08982029, -0.09936251, 2.410182, 1], [22, -0.1409298, -0.09240212, 2.453542, 1], [23, -0.1043645, -0.08520813, 2.39609, 1], [24, -0.08123785, -0.02679486, 2.448625, 1]]
[[0, -0.166842, -0.1304317, 2.928562, 1], [1, -0.1733691, 0.1232376, 2.950926, 1], [2, -0.1785671, 0.3721254, 2.957383, 1], [3, -0.1794937, 0.5200293, 2.960754, 1], [4, -0.3354165, 0.2597151, 2.893447, 1], [5, -0.3247889, 0.09871195, 2.74872, 1], [6, -0.2026054, -0.02680262, 2.555273, 1], [7, -0.1134816, -0.08117815, 2.458317, 1], [8, 0.003218364, 0.2692754, 2.938564, 1], [9, 0.001199739, 0.1235223, 2.770893, 1], [10, -0.05467485, -0.005586324, 2.567733, 1], [11, -0.09942797, -0.07058344, 2.456928, 1], [12, -0.2452708, -0.1288612, 2.886371, 1], [13, -0.2923345, -0.2130499, 2.495584, 1], [14, -0.2357686, -0.6248389, 2.5601, 1], [15, -0.2403818, -0.693898, 2.490571, 1], [16, -0.08397307, -0.1287995, 2.898449, 1], [17, 0.07545225, -0.2159241, 2.557743, 1], [18, 0.005349349, -0.6193957, 2.622026, 1], [19, 0.01093011, -0.6898487, 2.540141, 1], [20, -0.1768738, 0.310586, 2.958157, 1], [21, -0.08375739, -0.1201176, 2.419086, 1], [22, -0.1403016, -0.1099605, 2.457722, 1], [23, -0.1029175, -0.1249582, 2.407672, 1], [24, -0.06607391, -0.1065927, 2.43975, 1]]
[[0, -0.1661245, -0.1302134, 2.928882, 1], [1, -0.1727616, 0.1235749, 2.950409, 1], [2, -0.1780844, 0.3724223, 2.956326, 1], [3, -0.1773737, 0.5197246, 2.959205, 1], [4, -0.3344036, 0.2608686, 2.891369, 1], [5, -0.3209592, 0.1028475, 2.745615, 1], [6, -0.2026388, -0.02682869, 2.552536, 1], [7, -0.1139586, -0.08211078, 2.453096, 1], [8, 0.004195425, 0.2701554, 2.935005, 1], [9, 0.001091704, 0.1233659, 2.769748, 1], [10, -0.05666799, -0.007936026, 2.565068, 1], [11, -0.09809335, -0.07477299, 2.451621, 1], [12, -0.2445376, -0.1286039, 2.887164, 1], [13, -0.292646, -0.2127755, 2.495589, 1], [14, -0.2358233, -0.6249958, 2.559238, 1], [15, -0.2404534, -0.6938073, 2.490433, 1], [16, -0.08324432, -0.128593, 2.898447, 1], [17, 0.07563585, -0.2161003, 2.557792, 1], [18, 0.005889352, -0.6204545, 2.62309, 1], [19, 0.0116068, -0.6899983, 2.543384, 1], [20, -0.1764463, 0.3109138, 2.957258, 1], [21, -0.08780039, -0.1151655, 2.414678, 1], [22, -0.138616, -0.114797, 2.451154, 1], [23, -0.1038905, -0.119735, 2.407273, 1], [24, -0.06088559, -0.1129448, 2.4315, 1]]
[[0, -0.1674497, -0.1290297, 2.928458, 1], [1, -0.1732937, 0.1242845, 2.94951, 1], [2, -0.1781108, 0.3725857, 2.955638, 1], [3, -0.177325, 0.5198319, 2.959233, 1], [4, -0.3310729, 0.2670112, 2.884891, 1], [5, -0.2762577, 0.1478875, 2.716406, 1], [6, -0.1794081, 0.02822378, 2.527134, 1], [7, -0.1092498, -0.02922403, 2.414606, 1], [8, 0.004024784, 0.2707109, 2.937992, 1], [9, 0.02971891, 0.1476537, 2.7807, 1], [10, -0.02808972, 0.0326429, 2.552874, 1], [11, -0.09196201, -0.02439167, 2.411588, 1], [12, -0.2455882, -0.1270391, 2.886663, 1], [13, -0.2927286, -0.2127866, 2.495493, 1], [14, -0.2358375, -0.6250197, 2.559243, 1], [15, -0.2405139, -0.6938087, 2.490427, 1], [16, -0.08501247, -0.1277202, 2.898082, 1], [17, 0.07579841, -0.2161784, 2.557831, 1], [18, 0.005860586, -0.6211674, 2.624207, 1], [19, 0.01162971, -0.6899713, 2.543267, 1], [20, -0.1766351, 0.3112129, 2.956496, 1], [21, -0.08901361, -0.06357183, 2.384362, 1], [22, -0.1249664, -0.06652282, 2.414846, 1], [23, -0.1053267, -0.0682826, 2.375183, 1], [24, -0.06912012, -0.05701102, 2.394385, 1]]
[[0, -0.1645966, -0.1244073, 2.930167, 1], [1, -0.1726811, 0.1257399, 2.948917, 1], [2, -0.1784704, 0.3727655, 2.953971, 1], [3, -0.1769449, 0.5200958, 2.959487, 1], [4, -0.3269024, 0.2750536, 2.880232, 1], [5, -0.3096301, 0.1502706, 2.71656, 1], [6, -0.1917859, 0.05856169, 2.501801, 1], [7, -0.1038811, 0.02719994, 2.383833, 1], [8, -0.003111987, 0.2779005, 2.926999, 1], [9, 0.03332918, 0.1451891, 2.716792, 1], [10, -0.03852872, 0.0592589, 2.480086, 1], [11, -0.094035, 0.02657299, 2.379718, 1], [12, -0.2422399, -0.1227857, 2.887484, 1], [13, -0.2931629, -0.2120636, 2.495257, 1], [14, -0.2359478, -0.6250215, 2.558595, 1], [15, -0.2412286, -0.6942667, 2.488949, 1], [16, -0.0827405, -0.1227349, 2.900818, 1], [17, 0.07594258, -0.216057, 2.557566, 1], [18, 0.005805772, -0.6218035, 2.624193, 1], [19, 0.01236865, -0.6898485, 2.545974, 1], [20, -0.1768073, 0.3116882, 2.95523, 1], [21, -0.08203635, 0.01060868, 2.350786, 1], [22, -0.09113537, -0.02864053, 2.377875, 1], [23, -0.1055758, -0.004555958, 2.346655, 1], [24, -0.07683368, -0.01788937, 2.374286, 1]]
[[0, -0.1672138, -0.1194765, 2.929635, 1], [1, -0.1730466, 0.1275035, 2.948669, 1], [2, -0.1783366, 0.3728064, 2.953997, 1], [3, -0.1764609, 0.5209433, 2.960304, 1], [4, -0.3261012, 0.2770336, 2.880056, 1], [5, -0.3122602, 0.1654813, 2.697431, 1], [6, -0.1861919, 0.1252575, 2.480259, 1], [7, -0.101008, 0.09409416, 2.358329, 1], [8, -0.008534201, 0.2863277, 2.922726, 1], [9, 0.02346611, 0.1716197, 2.683237, 1], [10, -0.05903414, 0.07548214, 2.454167, 1], [11, -0.09579722, 0.08621998, 2.357742, 1], [12, -0.2441376, -0.1187789, 2.886252, 1], [13, -0.2931756, -0.212332, 2.495688, 1], [14, -0.2360106, -0.625041, 2.558552, 1], [15, -0.2411231, -0.6942932, 2.488917, 1], [16, -0.08622902, -0.1168882, 2.901126, 1], [17, 0.07605086, -0.2155713, 2.557654, 1], [18, 0.00730183, -0.6196822, 2.622176, 1], [19, 0.009857548, -0.6882921, 2.535425, 1], [20, -0.1767396, 0.3118862, 2.955217, 1], [21, -0.07573903, 0.08220339, 2.328103, 1], [22, -0.1200564, 0.06077156, 2.337091, 1], [23, -0.1128934, 0.07753993, 2.326997, 1], [24, -0.1121396, 0.03935867, 2.36, 1]]
[[0, -0.1744566, -0.1090862, 2.93194, 1], [1, -0.1764299, 0.1317368, 2.949565, 1], [2, -0.1790902, 0.3728986, 2.9543, 1], [3, -0.1751725, 0.5180656, 2.960438, 1], [4, -0.3211401, 0.3013973, 2.877496, 1], [5, -0.2797385, 0.198448, 2.633837, 1], [6, -0.1527138, 0.1767486, 2.413839, 1], [7, -0.09686952, 0.1753485, 2.338039, 1], [8, -0.01126061, 0.3114467, 2.928932, 1], [9, 0.02360223, 0.1963576, 2.690015, 1], [10, -0.05749302, 0.1447989, 2.446162, 1], [11, -0.091109, 0.1685482, 2.338431, 1], [12, -0.2520577, -0.1055239, 2.879812, 1], [13, -0.2929275, -0.2119937, 2.49587, 1], [14, -0.2355473, -0.6262102, 2.558691, 1], [15, -0.2411397, -0.6945279, 2.488713, 1], [16, -0.09526683, -0.1061352, 2.913493, 1], [17, 0.07650045, -0.2149367, 2.55801, 1], [18, 0.006614891, -0.6210952, 2.622891, 1], [19, 0.01027953, -0.6882527, 2.53615, 1], [20, -0.1780338, 0.3126163, 2.9556, 1], [21, -0.08435424, 0.1751156, 2.304592, 1], [22, -0.07256331, 0.1370117, 2.343917, 1], [23, -0.1093414, 0.1696761, 2.301318, 1], [24, -0.06220552, 0.1439357, 2.329273, 1]]
[[0, -0.1734908, -0.1217032, 2.94543, 1], [1, -0.1890144, 0.1327006, 2.955782, 1], [2, -0.2264169, 0.3906332, 2.956285, 1], [3, -0.1755875, 0.5189802, 2.960761, 1], [4, -0.3412319, 0.3309491, 2.876493, 1], [5, -0.291663, 0.2384963, 2.630517, 1], [6, -0.1789357, 0.2483165, 2.450877, 1], [7, -0.09389898, 0.2635009, 2.328981, 1], [8, 0.03626696, 0.333395, 2.913788, 1], [9, 0.02906054, 0.2394161, 2.663029, 1], [10, -0.04566641, 0.2389937, 2.411877, 1], [11, -0.08851403, 0.2686102, 2.329372, 1], [12, -0.2565618, -0.1221403, 2.904009, 1], [13, -0.2929201, -0.2118189, 2.495857, 1], [14, -0.2352772, -0.6264727, 2.558949, 1], [15, -0.2409903, -0.694487, 2.488804, 1], [16, -0.08869167, -0.1193758, 2.920102, 1], [17, 0.07676861, -0.2138043, 2.558077, 1], [18, 0.004794427, -0.6206557, 2.621944, 1], [19, 0.00734417, -0.6879092, 2.533712, 1], [20, -0.2151677, 0.3255315, 2.959337, 1], [21, -0.08276942, 0.273294, 2.306852, 1], [22, -0.05624495, 0.2365271, 2.3425, 1], [23, -0.1157851, 0.286341, 2.289226, 1], [24, -0.1189954, 0.2292015, 2.319333, 1]]
[[0, -0.1662789, -0.1895017, 2.930812, 1], [1, -0.1590697, 0.06404358, 2.925475, 1], [2, -0.1513402, 0.3116487, 2.907725, 1], [3, -0.1815616, 0.4890632, 2.962873, 1], [4, -0.3108003, 0.2040093, 2.894172, 1], [5, -0.2960909, 0.2789741, 2.637803, 1], [6, -0.1826198, 0.3230966, 2.460562, 1], [7, -0.0976584, 0.3519512, 2.335474, 1], [8, -0.008133284, 0.1958824, 2.949174, 1], [9, -0.003108366, 0.2698704, 2.693608, 1], [10, -0.05158824, 0.322943, 2.492187, 1], [11, -0.0914098, 0.3617137, 2.332294, 1], [12, -0.2427667, -0.1857062, 2.885335, 1], [13, -0.2927808, -0.2116843, 2.496175, 1], [14, -0.2353413, -0.6259887, 2.558999, 1], [15, -0.2423253, -0.6947464, 2.493549, 1], [16, -0.0857167, -0.1886437, 2.904322, 1], [17, 0.07707671, -0.2137712, 2.558275, 1], [18, 0.004324437, -0.6190399, 2.618918, 1], [19, 0.005860005, -0.6881793, 2.533965, 1], [20, -0.1533769, 0.2505696, 2.914467, 1], [21, -0.07598406, 0.3735039, 2.308358, 1], [22, -0.05936252, 0.3291501, 2.338167, 1], [23, -0.1230864, 0.4002218, 2.289653, 1], [24, -0.1289417, 0.3335001, 2.325813, 1]]
[[0, -0.1594639, -0.1427237, 2.920249, 1], [1, -0.1577461, 0.1181045, 2.933558, 1], [2, -0.1556633, 0.3708522, 2.934937, 1], [3, -0.185717, 0.5482355, 2.966863, 1], [4, -0.308796, 0.2310702, 2.895567, 1], [5, -0.2697255, 0.318782, 2.675302, 1], [6, -0.1764964, 0.3904453, 2.49819, 1], [7, -0.095841, 0.4510406, 2.346668, 1], [8, -0.008957035, 0.2482179, 2.939337, 1], [9, 0.0405335, 0.3198158, 2.699018, 1], [10, -0.0453332, 0.3990108, 2.465136, 1], [11, -0.09006958, 0.4491487, 2.346697, 1], [12, -0.2398581, -0.1420196, 2.875356, 1], [13, -0.2926853, -0.2115639, 2.496146, 1], [14, -0.2342083, -0.6260985, 2.561321, 1], [15, -0.2410381, -0.6944281, 2.492986, 1], [16, -0.07485972, -0.1396226, 2.893026, 1], [17, 0.07961287, -0.2145466, 2.553799, 1], [18, 0.004128614, -0.6212628, 2.623821, 1], [19, 0.007326227, -0.688492, 2.533483, 1], [20, -0.1563003, 0.3085441, 2.936881, 1], [21, -0.09224277, 0.479785, 2.321419, 1], [22, -0.06054127, 0.4189592, 2.349634, 1], [23, -0.1208026, 0.4698302, 2.306919, 1], [24, -0.1228098, 0.4149654, 2.338688, 1]]
[[0, -0.1509029, -0.1168651, 2.918604, 1], [1, -0.1585114, 0.1468307, 2.928365, 1], [2, -0.1676175, 0.4086103, 2.924315, 1], [3, -0.1787814, 0.5363417, 2.932077, 1], [4, -0.3182625, 0.260614, 2.903685, 1], [5, -0.3055741, 0.3723511, 2.661903, 1], [6, -0.1824712, 0.4834687, 2.472048, 1], [7, -0.1059279, 0.5323977, 2.37042, 1], [8, -0.01241223, 0.2976139, 2.939255, 1], [9, -0.004645797, 0.3754805, 2.717968, 1], [10, -0.06313722, 0.4721592, 2.500566, 1], [11, -0.09620077, 0.5327224, 2.370803, 1], [12, -0.2298049, -0.1182254, 2.874298, 1], [13, -0.2927691, -0.2114839, 2.495995, 1], [14, -0.2344857, -0.6256003, 2.56051, 1], [15, -0.2413293, -0.6942875, 2.492738, 1], [16, -0.06829987, -0.1125676, 2.890792, 1], [17, 0.07893889, -0.2141068, 2.555703, 1], [18, 0.005555374, -0.6204498, 2.622211, 1], [19, 0.009302028, -0.6881233, 2.535846, 1], [20, -0.1650955, 0.3437314, 2.9278, 1], [21, -0.08518282, 0.564682, 2.347227, 1], [22, -0.06547462, 0.5062686, 2.362586, 1], [23, -0.1117373, 0.5601641, 2.334728, 1], [24, -0.1184786, 0.4948054, 2.356194, 1]]
