[[0, 460.176, 188.497, 0.15347, 1.0], [1, 463.172, 223.711, 0.877056, 1.0], [2, 429.282, 222.239, 0.830247, 1.0], [3, 407.323, 267.821, 0.80359, 1.0], [4, 395.612, 316.257, 0.827939, 1.0], [5, 498.383, 223.726, 0.819241, 1.0], [6, 521.801, 272.208, 0.807778, 1.0], [7, 538, 323.535, 0.849499, 1.0], [8, 464.53, 320.61, 0.749289, 1.0], [9, 441.098, 319.178, 0.736642, 1.0], [10, 439.612, 389.689, 0.823245, 1.0], [11, 433.749, 452.834, 0.820265, 1.0], [12, 486.618, 320.64, 0.731002, 1.0], [13, 488.036, 392.543, 0.873083, 1.0], [14, 496.919, 455.784, 0.776757, 1.0], [15, 452.815, 182.591, 0.167369, 1.0], [16, 464.637, 181.167, 0.168059, 1.0], [17, 442.562, 191.383, 0.260677, 1.0], [18, 482.191, 189.96, 0.331888, 1.0], [19, 499.89, 482.211, 0.721494, 1.0], [20, 510.128, 476.343, 0.749882, 1.0], [21, 489.578, 463.07, 0.645787, 1.0], [22, 429.329, 485.101, 0.824079, 1.0], [23, 420.508, 477.808, 0.77787, 1.0], [24, 439.556, 455.752, 0.778321, 1.0]]
[[0, 460.168, 188.485, 0.144725, 1.0], [1, 463.173, 223.721, 0.875732, 1.0], [2, 429.28, 222.242, 0.831098, 1.0], [3, 407.314, 269.237, 0.807403, 1.0], [4, 395.614, 316.254, 0.827599, 1.0], [5, 498.388, 223.746, 0.81794, 1.0], [6, 521.805, 272.211, 0.809588, 1.0], [7, 538, 323.533, 0.848876, 1.0], [8, 464.528, 320.626, 0.75555, 1.0], [9, 441.096, 319.196, 0.739306, 1.0], [10, 439.612, 389.697, 0.822756, 1.0], [11, 433.753, 452.836, 0.819944, 1.0], [12, 486.616, 320.659, 0.735348, 1.0], [13, 488.037, 392.551, 0.874233, 1.0], [14, 498.272, 457.211, 0.774135, 1.0], [15, 452.822, 182.593, 0.154176, 1.0], [16, 466.032, 182.57, 0.151866, 1.0], [17, 442.599, 191.377, 0.238406, 1.0], [18, 480.757, 189.964, 0.312452, 1.0], [19, 499.892, 482.216, 0.724917, 1.0], [20, 510.127, 476.348, 0.751695, 1.0], [21, 489.582, 463.078, 0.647794, 1.0], [22, 429.331, 485.1, 0.822321, 1.0], [23, 420.51, 477.807, 0.777835, 1.0], [24, 439.557, 455.749, 0.780393, 1.0]]
[[0, 460.176, 188.489, 0.149318, 1.0], [1, 463.171, 223.72, 0.876768, 1.0], [2, 429.273, 222.236, 0.830557, 1.0], [3, 407.312, 269.233, 0.808696, 1.0], [4, 395.614, 316.252, 0.828429, 1.0], [5, 498.387, 223.747, 0.818717, 1.0], [6, 521.81, 273.605, 0.809704, 1.0], [7, 538, 323.533, 0.849091, 1.0], [8, 464.528, 320.624, 0.754541, 1.0], [9, 441.093, 319.194, 0.740434, 1.0], [10, 439.612, 389.697, 0.82341, 1.0], [11, 433.753, 452.836, 0.820037, 1.0], [12, 486.617, 320.656, 0.734461, 1.0], [13, 488.037, 392.548, 0.873766, 1.0], [14, 496.918, 455.799, 0.773502, 1.0], [15, 452.82, 182.587, 0.159978, 1.0], [16, 464.635, 181.167, 0.159776, 1.0], [17, 442.577, 189.969, 0.244436, 1.0], [18, 480.745, 189.951, 0.320476, 1.0], [19, 499.89, 482.21, 0.72577, 1.0], [20, 510.128, 476.342, 0.754734, 1.0], [21, 489.581, 463.08, 0.648592, 1.0], [22, 429.332, 485.1, 0.821784, 1.0], [23, 420.511, 477.806, 0.777192, 1.0], [24, 439.557, 455.749, 0.779908, 1.0]]
[[0, 460.187, 188.485, 0.154475, 1.0], [1, 463.173, 223.718, 0.876114, 1.0], [2, 429.276, 222.234, 0.834091, 1.0], [3, 407.313, 269.23, 0.809321, 1.0], [4, 395.615, 316.255, 0.825957, 1.0], [5, 498.388, 223.742, 0.819299, 1.0], [6, 521.804, 272.21, 0.809417, 1.0], [7, 538, 323.532, 0.849225, 1.0], [8, 464.528, 320.626, 0.755144, 1.0], [9, 441.095, 319.195, 0.737652, 1.0], [10, 439.612, 389.698, 0.823286, 1.0], [11, 433.754, 452.835, 0.81966, 1.0], [12, 486.618, 320.659, 0.735619, 1.0], [13, 488.038, 392.549, 0.874562, 1.0], [14, 496.918, 455.798, 0.773183, 1.0], [15, 452.828, 182.579, 0.165396, 1.0], [16, 466.03, 181.165, 0.165328, 1.0], [17, 442.571, 189.956, 0.252928, 1.0], [18, 480.747, 189.936, 0.320147, 1.0], [19, 499.89, 482.211, 0.724907, 1.0], [20, 510.129, 476.343, 0.754023, 1.0], [21, 489.579, 463.08, 0.648232, 1.0], [22, 429.331, 485.1, 0.822253, 1.0], [23, 420.51, 477.807, 0.77722, 1.0], [24, 439.557, 455.749, 0.779443, 1.0]]
[[0, 461.598, 188.496, 0.126007, 1.0], [1, 463.171, 223.712, 0.876211, 1.0], [2, 427.926, 222.238, 0.833113, 1.0], [3, 407.305, 269.232, 0.810308, 1.0], [4, 395.613, 316.249, 0.827343, 1.0], [5, 498.392, 223.74, 0.818323, 1.0], [6, 521.803, 272.207, 0.809837, 1.0], [7, 537.996, 322.186, 0.849526, 1.0], [8, 464.532, 320.629, 0.756463, 1.0], [9, 441.102, 319.2, 0.738557, 1.0], [10, 439.615, 389.703, 0.823761, 1.0], [11, 433.744, 452.843, 0.818413, 1.0], [12, 486.619, 320.661, 0.736069, 1.0], [13, 488.04, 392.548, 0.873276, 1.0], [14, 496.919, 455.796, 0.774561, 1.0], [15, 452.829, 182.604, 0.136989, 1.0], [16, 466.05, 182.575, 0.134916, 1.0], [17, 442.601, 191.397, 0.242387, 1.0], [18, 480.742, 189.957, 0.285249, 1.0], [19, 499.888, 482.208, 0.725958, 1.0], [20, 510.128, 476.341, 0.75433, 1.0], [21, 489.583, 463.079, 0.649178, 1.0], [22, 429.332, 485.097, 0.822712, 1.0], [23, 420.511, 477.806, 0.779064, 1.0], [24, 439.552, 455.762, 0.773269, 1.0]]
[[0, 460.167, 187, 0.148361, 1.0], [1, 463.174, 223.705, 0.87472, 1.0], [2, 429.277, 220.818, 0.833237, 1.0], [3, 407.315, 269.23, 0.808831, 1.0], [4, 395.614, 316.245, 0.828402, 1.0], [5, 498.392, 223.731, 0.815505, 1.0], [6, 521.804, 272.209, 0.811401, 1.0], [7, 537.999, 323.532, 0.847869, 1.0], [8, 464.535, 320.636, 0.762402, 1.0], [9, 441.099, 320.614, 0.742932, 1.0], [10, 439.613, 391.104, 0.825016, 1.0], [11, 433.745, 452.839, 0.819422, 1.0], [12, 486.623, 320.669, 0.738073, 1.0], [13, 488.042, 392.551, 0.873034, 1.0], [14, 496.919, 455.796, 0.775354, 1.0], [15, 452.812, 181.162, 0.160413, 1.0], [16, 466.025, 181.123, 0.15744, 1.0], [17, 442.583, 189.956, 0.249423, 1.0], [18, 480.737, 188.482, 0.312999, 1.0], [19, 499.89, 482.208, 0.727298, 1.0], [20, 510.128, 476.34, 0.755653, 1.0], [21, 489.581, 463.079, 0.653703, 1.0], [22, 429.332, 485.095, 0.823731, 1.0], [23, 420.51, 477.803, 0.782835, 1.0], [24, 439.553, 455.76, 0.774935, 1.0]]
[[0, 460.172, 187.028, 0.139304, 1.0], [1, 463.174, 223.7, 0.869907, 1.0], [2, 429.28, 220.81, 0.830039, 1.0], [3, 407.314, 269.232, 0.805551, 1.0], [4, 395.612, 316.247, 0.827452, 1.0], [5, 498.392, 223.728, 0.810719, 1.0], [6, 521.803, 272.209, 0.811452, 1.0], [7, 538.001, 323.539, 0.846375, 1.0], [8, 464.539, 320.632, 0.762708, 1.0], [9, 441.107, 320.614, 0.740652, 1.0], [10, 439.614, 391.102, 0.82725, 1.0], [11, 433.744, 452.834, 0.815089, 1.0], [12, 486.625, 320.66, 0.738232, 1.0], [13, 488.042, 392.546, 0.870689, 1.0], [14, 498.271, 457.213, 0.775129, 1.0], [15, 452.83, 181.171, 0.14749, 1.0], [16, 464.632, 181.143, 0.143266, 1.0], [17, 444.019, 191.385, 0.23472, 1.0], [18, 480.733, 189.93, 0.297974, 1.0], [19, 499.89, 482.209, 0.73226, 1.0], [20, 510.128, 476.341, 0.760083, 1.0], [21, 489.58, 463.079, 0.663552, 1.0], [22, 429.333, 485.096, 0.824518, 1.0], [23, 420.509, 477.802, 0.785124, 1.0], [24, 439.555, 455.757, 0.7668, 1.0]]
[[0, 460.169, 188.467, 0.120599, 1.0], [1, 463.174, 222.288, 0.874703, 1.0], [2, 429.276, 220.814, 0.836012, 1.0], [3, 407.319, 269.236, 0.805341, 1.0], [4, 395.615, 316.245, 0.826652, 1.0], [5, 498.394, 223.732, 0.819102, 1.0], [6, 521.811, 273.608, 0.810062, 1.0], [7, 538.002, 323.54, 0.849285, 1.0], [8, 464.536, 320.618, 0.753207, 1.0], [9, 441.108, 319.19, 0.731634, 1.0], [10, 439.614, 389.702, 0.824731, 1.0], [11, 433.742, 452.84, 0.820072, 1.0], [12, 486.623, 320.647, 0.732746, 1.0], [13, 488.043, 392.543, 0.871877, 1.0], [14, 496.918, 455.796, 0.775977, 1.0], [15, 452.834, 182.604, 0.125376, 1.0], [16, 466.04, 181.175, 0.126142, 1.0], [17, 444.026, 191.399, 0.222705, 1.0], [18, 480.751, 189.96, 0.285057, 1.0], [19, 499.89, 482.212, 0.728694, 1.0], [20, 510.128, 476.343, 0.755285, 1.0], [21, 489.581, 463.077, 0.651528, 1.0], [22, 429.332, 485.095, 0.82273, 1.0], [23, 420.511, 477.805, 0.780524, 1.0], [24, 439.552, 455.756, 0.771988, 1.0]]
[[0, 460.181, 188.463, 0.123766, 1.0], [1, 463.174, 222.288, 0.875075, 1.0], [2, 429.273, 220.813, 0.835159, 1.0], [3, 407.317, 269.235, 0.808181, 1.0], [4, 397, 316.243, 0.825147, 1.0], [5, 498.395, 223.735, 0.818675, 1.0], [6, 521.813, 273.611, 0.810883, 1.0], [7, 538.001, 323.54, 0.84936, 1.0], [8, 464.537, 320.619, 0.754499, 1.0], [9, 441.109, 319.192, 0.735048, 1.0], [10, 439.613, 389.702, 0.824885, 1.0], [11, 433.74, 452.842, 0.819433, 1.0], [12, 486.622, 320.648, 0.733749, 1.0], [13, 488.044, 392.545, 0.872737, 1.0], [14, 496.918, 455.798, 0.775432, 1.0], [15, 452.832, 182.592, 0.131158, 1.0], [16, 466.034, 181.164, 0.131019, 1.0], [17, 444.015, 191.396, 0.225174, 1.0], [18, 480.75, 189.953, 0.283002, 1.0], [19, 499.89, 482.212, 0.72868, 1.0], [20, 510.127, 476.343, 0.755492, 1.0], [21, 489.581, 463.078, 0.651282, 1.0], [22, 429.332, 485.094, 0.822493, 1.0], [23, 420.511, 477.804, 0.780333, 1.0], [24, 439.549, 455.76, 0.768203, 1.0]]
[[0, 460.182, 187.025, 0.124616, 1.0], [1, 463.174, 222.285, 0.874402, 1.0], [2, 429.278, 220.804, 0.833513, 1.0], [3, 407.323, 269.232, 0.802797, 1.0], [4, 395.616, 316.235, 0.827954, 1.0], [5, 498.395, 223.729, 0.814623, 1.0], [6, 521.812, 273.61, 0.812469, 1.0], [7, 537.997, 323.536, 0.848407, 1.0], [8, 464.539, 320.615, 0.756911, 1.0], [9, 441.109, 319.194, 0.7376, 1.0], [10, 439.615, 389.698, 0.824963, 1.0], [11, 433.743, 452.84, 0.819419, 1.0], [12, 486.625, 320.642, 0.733775, 1.0], [13, 488.045, 392.542, 0.8708, 1.0], [14, 496.918, 455.799, 0.775706, 1.0], [15, 452.842, 182.585, 0.132682, 1.0], [16, 466.04, 181.172, 0.132139, 1.0], [17, 444.043, 191.403, 0.225747, 1.0], [18, 480.748, 189.954, 0.291565, 1.0], [19, 499.89, 482.211, 0.729612, 1.0], [20, 510.127, 476.343, 0.756584, 1.0], [21, 489.58, 463.08, 0.654866, 1.0], [22, 429.333, 485.095, 0.823078, 1.0], [23, 420.51, 477.802, 0.782261, 1.0], [24, 439.551, 455.76, 0.767095, 1.0]]
[[0, 461.597, 188.463, 0.132652, 1.0], [1, 463.174, 223.699, 0.875802, 1.0], [2, 429.274, 220.82, 0.834302, 1.0], [3, 407.314, 269.244, 0.808781, 1.0], [4, 397.004, 316.238, 0.825605, 1.0], [5, 498.395, 223.73, 0.819521, 1.0], [6, 521.806, 272.209, 0.809724, 1.0], [7, 537.997, 323.532, 0.848904, 1.0], [8, 464.547, 320.628, 0.756874, 1.0], [9, 441.118, 319.202, 0.735257, 1.0], [10, 439.616, 389.704, 0.825535, 1.0], [11, 433.742, 452.841, 0.819915, 1.0], [12, 486.628, 320.652, 0.736941, 1.0], [13, 488.046, 392.543, 0.872682, 1.0], [14, 496.916, 455.793, 0.775429, 1.0], [15, 452.832, 182.58, 0.143087, 1.0], [16, 466.047, 181.153, 0.140984, 1.0], [17, 443.997, 191.385, 0.243359, 1.0], [18, 480.751, 189.92, 0.291092, 1.0], [19, 499.89, 482.212, 0.727314, 1.0], [20, 510.127, 476.342, 0.754798, 1.0], [21, 489.578, 463.076, 0.651684, 1.0], [22, 429.331, 485.094, 0.822912, 1.0], [23, 420.511, 477.804, 0.780327, 1.0], [24, 439.549, 455.76, 0.769931, 1.0]]
