[['2, k, 0', [460.176, 188.497, 1.0]], ['2, k, 1', [463.172, 223.711, 1.0]], ['2, k, 2', [429.282, 222.239, 1.0]], ['2, k, 3', [407.323, 267.821, 1.0]], ['2, k, 4', [395.612, 316.257, 1.0]], ['2, k, 5', [498.383, 223.726, 1.0]], ['2, k, 6', [521.801, 272.208, 1.0]], ['2, k, 7', [538.0, 323.535, 1.0]], ['2, k, 8', [464.53, 320.61, 1.0]], ['2, k, 9', [441.098, 319.178, 1.0]], ['2, k, 10', [439.612, 389.689, 1.0]], ['2, k, 11', [433.749, 452.834, 1.0]], ['2, k, 12', [486.618, 320.64, 1.0]], ['2, k, 13', [488.036, 392.543, 1.0]], ['2, k, 14', [496.919, 455.784, 1.0]], ['2, k, 15', [452.815, 182.591, 1.0]], ['2, k, 16', [464.637, 181.167, 1.0]], ['2, k, 17', [442.562, 191.383, 1.0]], ['2, k, 18', [482.191, 189.96, 1.0]], ['2, k, 19', [499.89, 482.211, 1.0]], ['2, k, 20', [510.128, 476.343, 1.0]], ['2, k, 21', [489.578, 463.07, 1.0]], ['2, k, 22', [429.329, 485.101, 1.0]], ['2, k, 23', [420.508, 477.808, 1.0]], ['2, k, 24', [439.556, 455.752, 1.0]]]
[['2, k, 0', [460.168, 188.485, 1.0]], ['2, k, 1', [463.173, 223.721, 1.0]], ['2, k, 2', [429.28, 222.242, 1.0]], ['2, k, 3', [407.314, 269.237, 1.0]], ['2, k, 4', [395.614, 316.254, 1.0]], ['2, k, 5', [498.388, 223.746, 1.0]], ['2, k, 6', [521.805, 272.211, 1.0]], ['2, k, 7', [538.0, 323.533, 1.0]], ['2, k, 8', [464.528, 320.626, 1.0]], ['2, k, 9', [441.096, 319.196, 1.0]], ['2, k, 10', [439.612, 389.697, 1.0]], ['2, k, 11', [433.753, 452.836, 1.0]], ['2, k, 12', [486.616, 320.659, 1.0]], ['2, k, 13', [488.037, 392.551, 1.0]], ['2, k, 14', [498.272, 457.211, 1.0]], ['2, k, 15', [452.822, 182.593, 1.0]], ['2, k, 16', [466.032, 182.57, 1.0]], ['2, k, 17', [442.599, 191.377, 1.0]], ['2, k, 18', [480.757, 189.964, 1.0]], ['2, k, 19', [499.892, 482.216, 1.0]], ['2, k, 20', [510.127, 476.348, 1.0]], ['2, k, 21', [489.582, 463.078, 1.0]], ['2, k, 22', [429.331, 485.1, 1.0]], ['2, k, 23', [420.51, 477.807, 1.0]], ['2, k, 24', [439.557, 455.749, 1.0]]]
[['2, k, 0', [460.176, 188.489, 1.0]], ['2, k, 1', [463.171, 223.72, 1.0]], ['2, k, 2', [429.273, 222.236, 1.0]], ['2, k, 3', [407.312, 269.233, 1.0]], ['2, k, 4', [395.614, 316.252, 1.0]], ['2, k, 5', [498.387, 223.747, 1.0]], ['2, k, 6', [521.81, 273.605, 1.0]], ['2, k, 7', [538.0, 323.533, 1.0]], ['2, k, 8', [464.528, 320.624, 1.0]], ['2, k, 9', [441.093, 319.194, 1.0]], ['2, k, 10', [439.612, 389.697, 1.0]], ['2, k, 11', [433.753, 452.836, 1.0]], ['2, k, 12', [486.617, 320.656, 1.0]], ['2, k, 13', [488.037, 392.548, 1.0]], ['2, k, 14', [496.918, 455.799, 1.0]], ['2, k, 15', [452.82, 182.587, 1.0]], ['2, k, 16', [464.635, 181.167, 1.0]], ['2, k, 17', [442.577, 189.969, 1.0]], ['2, k, 18', [480.745, 189.951, 1.0]], ['2, k, 19', [499.89, 482.21, 1.0]], ['2, k, 20', [510.128, 476.342, 1.0]], ['2, k, 21', [489.581, 463.08, 1.0]], ['2, k, 22', [429.332, 485.1, 1.0]], ['2, k, 23', [420.511, 477.806, 1.0]], ['2, k, 24', [439.557, 455.749, 1.0]]]
[['2, k, 0', [460.187, 188.485, 1.0]], ['2, k, 1', [463.173, 223.718, 1.0]], ['2, k, 2', [429.276, 222.234, 1.0]], ['2, k, 3', [407.313, 269.23, 1.0]], ['2, k, 4', [395.615, 316.255, 1.0]], ['2, k, 5', [498.388, 223.742, 1.0]], ['2, k, 6', [521.804, 272.21, 1.0]], ['2, k, 7', [538.0, 323.532, 1.0]], ['2, k, 8', [464.528, 320.626, 1.0]], ['2, k, 9', [441.095, 319.195, 1.0]], ['2, k, 10', [439.612, 389.698, 1.0]], ['2, k, 11', [433.754, 452.835, 1.0]], ['2, k, 12', [486.618, 320.659, 1.0]], ['2, k, 13', [488.038, 392.549, 1.0]], ['2, k, 14', [496.918, 455.798, 1.0]], ['2, k, 15', [452.828, 182.579, 1.0]], ['2, k, 16', [466.03, 181.165, 1.0]], ['2, k, 17', [442.571, 189.956, 1.0]], ['2, k, 18', [480.747, 189.936, 1.0]], ['2, k, 19', [499.89, 482.211, 1.0]], ['2, k, 20', [510.129, 476.343, 1.0]], ['2, k, 21', [489.579, 463.08, 1.0]], ['2, k, 22', [429.331, 485.1, 1.0]], ['2, k, 23', [420.51, 477.807, 1.0]], ['2, k, 24', [439.557, 455.749, 1.0]]]
[['2, k, 0', [461.598, 188.496, 1.0]], ['2, k, 1', [463.171, 223.712, 1.0]], ['2, k, 2', [427.926, 222.238, 1.0]], ['2, k, 3', [407.305, 269.232, 1.0]], ['2, k, 4', [395.613, 316.249, 1.0]], ['2, k, 5', [498.392, 223.74, 1.0]], ['2, k, 6', [521.803, 272.207, 1.0]], ['2, k, 7', [537.996, 322.186, 1.0]], ['2, k, 8', [464.532, 320.629, 1.0]], ['2, k, 9', [441.102, 319.2, 1.0]], ['2, k, 10', [439.615, 389.703, 1.0]], ['2, k, 11', [433.744, 452.843, 1.0]], ['2, k, 12', [486.619, 320.661, 1.0]], ['2, k, 13', [488.04, 392.548, 1.0]], ['2, k, 14', [496.919, 455.796, 1.0]], ['2, k, 15', [452.829, 182.604, 1.0]], ['2, k, 16', [466.05, 182.575, 1.0]], ['2, k, 17', [442.601, 191.397, 1.0]], ['2, k, 18', [480.742, 189.957, 1.0]], ['2, k, 19', [499.888, 482.208, 1.0]], ['2, k, 20', [510.128, 476.341, 1.0]], ['2, k, 21', [489.583, 463.079, 1.0]], ['2, k, 22', [429.332, 485.097, 1.0]], ['2, k, 23', [420.511, 477.806, 1.0]], ['2, k, 24', [439.552, 455.762, 1.0]]]
[['2, k, 0', [460.167, 187.0, 1.0]], ['2, k, 1', [463.174, 223.705, 1.0]], ['2, k, 2', [429.277, 220.818, 1.0]], ['2, k, 3', [407.315, 269.23, 1.0]], ['2, k, 4', [395.614, 316.245, 1.0]], ['2, k, 5', [498.392, 223.731, 1.0]], ['2, k, 6', [521.804, 272.209, 1.0]], ['2, k, 7', [537.999, 323.532, 1.0]], ['2, k, 8', [464.535, 320.636, 1.0]], ['2, k, 9', [441.099, 320.614, 1.0]], ['2, k, 10', [439.613, 391.104, 1.0]], ['2, k, 11', [433.745, 452.839, 1.0]], ['2, k, 12', [486.623, 320.669, 1.0]], ['2, k, 13', [488.042, 392.551, 1.0]], ['2, k, 14', [496.919, 455.796, 1.0]], ['2, k, 15', [452.812, 181.162, 1.0]], ['2, k, 16', [466.025, 181.123, 1.0]], ['2, k, 17', [442.583, 189.956, 1.0]], ['2, k, 18', [480.737, 188.482, 1.0]], ['2, k, 19', [499.89, 482.208, 1.0]], ['2, k, 20', [510.128, 476.34, 1.0]], ['2, k, 21', [489.581, 463.079, 1.0]], ['2, k, 22', [429.332, 485.095, 1.0]], ['2, k, 23', [420.51, 477.803, 1.0]], ['2, k, 24', [439.553, 455.76, 1.0]]]
[['2, k, 0', [460.172, 187.028, 1.0]], ['2, k, 1', [463.174, 223.7, 1.0]], ['2, k, 2', [429.28, 220.81, 1.0]], ['2, k, 3', [407.314, 269.232, 1.0]], ['2, k, 4', [395.612, 316.247, 1.0]], ['2, k, 5', [498.392, 223.728, 1.0]], ['2, k, 6', [521.803, 272.209, 1.0]], ['2, k, 7', [538.001, 323.539, 1.0]], ['2, k, 8', [464.539, 320.632, 1.0]], ['2, k, 9', [441.107, 320.614, 1.0]], ['2, k, 10', [439.614, 391.102, 1.0]], ['2, k, 11', [433.744, 452.834, 1.0]], ['2, k, 12', [486.625, 320.66, 1.0]], ['2, k, 13', [488.042, 392.546, 1.0]], ['2, k, 14', [498.271, 457.213, 1.0]], ['2, k, 15', [452.83, 181.171, 1.0]], ['2, k, 16', [464.632, 181.143, 1.0]], ['2, k, 17', [444.019, 191.385, 1.0]], ['2, k, 18', [480.733, 189.93, 1.0]], ['2, k, 19', [499.89, 482.209, 1.0]], ['2, k, 20', [510.128, 476.341, 1.0]], ['2, k, 21', [489.58, 463.079, 1.0]], ['2, k, 22', [429.333, 485.096, 1.0]], ['2, k, 23', [420.509, 477.802, 1.0]], ['2, k, 24', [439.555, 455.757, 1.0]]]
[['2, k, 0', [460.169, 188.467, 1.0]], ['2, k, 1', [463.174, 222.288, 1.0]], ['2, k, 2', [429.276, 220.814, 1.0]], ['2, k, 3', [407.319, 269.236, 1.0]], ['2, k, 4', [395.615, 316.245, 1.0]], ['2, k, 5', [498.394, 223.732, 1.0]], ['2, k, 6', [521.811, 273.608, 1.0]], ['2, k, 7', [538.002, 323.54, 1.0]], ['2, k, 8', [464.536, 320.618, 1.0]], ['2, k, 9', [441.108, 319.19, 1.0]], ['2, k, 10', [439.614, 389.702, 1.0]], ['2, k, 11', [433.742, 452.84, 1.0]], ['2, k, 12', [486.623, 320.647, 1.0]], ['2, k, 13', [488.043, 392.543, 1.0]], ['2, k, 14', [496.918, 455.796, 1.0]], ['2, k, 15', [452.834, 182.604, 1.0]], ['2, k, 16', [466.04, 181.175, 1.0]], ['2, k, 17', [444.026, 191.399, 1.0]], ['2, k, 18', [480.751, 189.96, 1.0]], ['2, k, 19', [499.89, 482.212, 1.0]], ['2, k, 20', [510.128, 476.343, 1.0]], ['2, k, 21', [489.581, 463.077, 1.0]], ['2, k, 22', [429.332, 485.095, 1.0]], ['2, k, 23', [420.511, 477.805, 1.0]], ['2, k, 24', [439.552, 455.756, 1.0]]]
[['2, k, 0', [460.181, 188.463, 1.0]], ['2, k, 1', [463.174, 222.288, 1.0]], ['2, k, 2', [429.273, 220.813, 1.0]], ['2, k, 3', [407.317, 269.235, 1.0]], ['2, k, 4', [397.0, 316.243, 1.0]], ['2, k, 5', [498.395, 223.735, 1.0]], ['2, k, 6', [521.813, 273.611, 1.0]], ['2, k, 7', [538.001, 323.54, 1.0]], ['2, k, 8', [464.537, 320.619, 1.0]], ['2, k, 9', [441.109, 319.192, 1.0]], ['2, k, 10', [439.613, 389.702, 1.0]], ['2, k, 11', [433.74, 452.842, 1.0]], ['2, k, 12', [486.622, 320.648, 1.0]], ['2, k, 13', [488.044, 392.545, 1.0]], ['2, k, 14', [496.918, 455.798, 1.0]], ['2, k, 15', [452.832, 182.592, 1.0]], ['2, k, 16', [466.034, 181.164, 1.0]], ['2, k, 17', [444.015, 191.396, 1.0]], ['2, k, 18', [480.75, 189.953, 1.0]], ['2, k, 19', [499.89, 482.212, 1.0]], ['2, k, 20', [510.127, 476.343, 1.0]], ['2, k, 21', [489.581, 463.078, 1.0]], ['2, k, 22', [429.332, 485.094, 1.0]], ['2, k, 23', [420.511, 477.804, 1.0]], ['2, k, 24', [439.549, 455.76, 1.0]]]
[['2, k, 0', [460.182, 187.025, 1.0]], ['2, k, 1', [463.174, 222.285, 1.0]], ['2, k, 2', [429.278, 220.804, 1.0]], ['2, k, 3', [407.323, 269.232, 1.0]], ['2, k, 4', [395.616, 316.235, 1.0]], ['2, k, 5', [498.395, 223.729, 1.0]], ['2, k, 6', [521.812, 273.61, 1.0]], ['2, k, 7', [537.997, 323.536, 1.0]], ['2, k, 8', [464.539, 320.615, 1.0]], ['2, k, 9', [441.109, 319.194, 1.0]], ['2, k, 10', [439.615, 389.698, 1.0]], ['2, k, 11', [433.743, 452.84, 1.0]], ['2, k, 12', [486.625, 320.642, 1.0]], ['2, k, 13', [488.045, 392.542, 1.0]], ['2, k, 14', [496.918, 455.799, 1.0]], ['2, k, 15', [452.842, 182.585, 1.0]], ['2, k, 16', [466.04, 181.172, 1.0]], ['2, k, 17', [444.043, 191.403, 1.0]], ['2, k, 18', [480.748, 189.954, 1.0]], ['2, k, 19', [499.89, 482.211, 1.0]], ['2, k, 20', [510.127, 476.343, 1.0]], ['2, k, 21', [489.58, 463.08, 1.0]], ['2, k, 22', [429.333, 485.095, 1.0]], ['2, k, 23', [420.51, 477.802, 1.0]], ['2, k, 24', [439.551, 455.76, 1.0]]]
[['2, k, 0', [461.597, 188.463, 1.0]], ['2, k, 1', [463.174, 223.699, 1.0]], ['2, k, 2', [429.274, 220.82, 1.0]], ['2, k, 3', [407.314, 269.244, 1.0]], ['2, k, 4', [397.004, 316.238, 1.0]], ['2, k, 5', [498.395, 223.73, 1.0]], ['2, k, 6', [521.806, 272.209, 1.0]], ['2, k, 7', [537.997, 323.532, 1.0]], ['2, k, 8', [464.547, 320.628, 1.0]], ['2, k, 9', [441.118, 319.202, 1.0]], ['2, k, 10', [439.616, 389.704, 1.0]], ['2, k, 11', [433.742, 452.841, 1.0]], ['2, k, 12', [486.628, 320.652, 1.0]], ['2, k, 13', [488.046, 392.543, 1.0]], ['2, k, 14', [496.916, 455.793, 1.0]], ['2, k, 15', [452.832, 182.58, 1.0]], ['2, k, 16', [466.047, 181.153, 1.0]], ['2, k, 17', [443.997, 191.385, 1.0]], ['2, k, 18', [480.751, 189.92, 1.0]], ['2, k, 19', [499.89, 482.212, 1.0]], ['2, k, 20', [510.127, 476.342, 1.0]], ['2, k, 21', [489.578, 463.076, 1.0]], ['2, k, 22', [429.331, 485.094, 1.0]], ['2, k, 23', [420.511, 477.804, 1.0]], ['2, k, 24', [439.549, 455.76, 1.0]]]
