[[0, 433.747, 216.383, 0.223201, 1.0], [1, 444.009, 250.153, 0.816135, 1.0], [2, 407.3, 245.737, 0.777458, 1.0], [3, 380.873, 278.093, 0.882992, 1.0], [4, 394.152, 322.15, 0.908175, 1.0], [5, 480.722, 251.644, 0.786329, 1.0], [6, 518.904, 279.519, 0.842114, 1.0], [7, 498.28, 320.684, 0.885249, 1.0], [8, 448.402, 357.309, 0.714541, 1.0], [9, 424.945, 355.902, 0.689401, 1.0], [10, 426.349, 429.298, 0.75369, 1.0], [11, 419.027, 498.336, 0.764315, 1.0], [12, 470.475, 357.314, 0.694253, 1.0], [13, 474.836, 427.909, 0.826341, 1.0], [14, 476.31, 491.033, 0.817487, 1.0], [15, 429.326, 207.604, 0.228706, 1.0], [16, 442.573, 207.595, 0.226399, 1.0], [17, 421.973, 216.341, 0.187012, 1.0], [18, 458.68, 212, 0.355384, 1.0], [19, 489.57, 515.992, 0.715427, 1.0], [20, 498.406, 511.54, 0.779217, 1.0], [21, 470.466, 499.77, 0.774181, 1.0], [22, 419.097, 521.872, 0.709557, 1.0], [23, 410.223, 520.406, 0.737163, 1.0], [24, 420.547, 501.282, 0.577474, 1.0]]
[[0, 433.739, 216.393, 0.208563, 1.0], [1, 444, 250.163, 0.820283, 1.0], [2, 407.298, 245.759, 0.776866, 1.0], [3, 380.866, 278.111, 0.878508, 1.0], [4, 394.158, 322.147, 0.907588, 1.0], [5, 479.287, 251.634, 0.789082, 1.0], [6, 518.906, 278.125, 0.842888, 1.0], [7, 498.279, 320.674, 0.882989, 1.0], [8, 448.405, 357.332, 0.714667, 1.0], [9, 424.941, 355.92, 0.684978, 1.0], [10, 426.348, 429.292, 0.752978, 1.0], [11, 419.029, 498.327, 0.759028, 1.0], [12, 471.888, 357.333, 0.693663, 1.0], [13, 474.843, 427.884, 0.822661, 1.0], [14, 476.319, 491.027, 0.816844, 1.0], [15, 429.308, 209.029, 0.210191, 1.0], [16, 442.561, 207.606, 0.210394, 1.0], [17, 420.535, 216.349, 0.177989, 1.0], [18, 457.237, 211.988, 0.338848, 1.0], [19, 489.56, 515.982, 0.719531, 1.0], [20, 498.403, 511.538, 0.782641, 1.0], [21, 470.477, 499.765, 0.774218, 1.0], [22, 419.09, 521.878, 0.703201, 1.0], [23, 408.806, 521.786, 0.732312, 1.0], [24, 421.967, 501.281, 0.575425, 1.0]]
[[0, 433.73, 216.398, 0.207203, 1.0], [1, 442.606, 250.162, 0.82229, 1.0], [2, 407.286, 245.769, 0.777682, 1.0], [3, 380.837, 279.526, 0.865865, 1.0], [4, 394.161, 322.149, 0.90921, 1.0], [5, 479.281, 251.631, 0.789626, 1.0], [6, 518.903, 278.123, 0.843101, 1.0], [7, 498.282, 320.671, 0.88317, 1.0], [8, 448.404, 357.315, 0.710551, 1.0], [9, 424.947, 355.898, 0.68076, 1.0], [10, 426.357, 427.908, 0.752038, 1.0], [11, 419.03, 498.327, 0.759679, 1.0], [12, 470.48, 357.32, 0.69033, 1.0], [13, 474.838, 427.884, 0.823071, 1.0], [14, 476.314, 491.028, 0.817878, 1.0], [15, 427.89, 209.042, 0.208965, 1.0], [16, 442.55, 209.026, 0.208243, 1.0], [17, 420.525, 216.358, 0.182008, 1.0], [18, 457.213, 211.993, 0.338187, 1.0], [19, 489.56, 515.982, 0.72029, 1.0], [20, 498.401, 511.536, 0.7838, 1.0], [21, 470.471, 499.764, 0.774202, 1.0], [22, 419.091, 521.877, 0.703289, 1.0], [23, 408.807, 521.785, 0.73217, 1.0], [24, 420.555, 501.277, 0.575795, 1.0]]
[[0, 432.26, 216.405, 0.210208, 1.0], [1, 442.608, 250.154, 0.82018, 1.0], [2, 407.284, 245.756, 0.782422, 1.0], [3, 380.815, 279.542, 0.86177, 1.0], [4, 394.168, 322.126, 0.904471, 1.0], [5, 479.283, 251.632, 0.791135, 1.0], [6, 518.908, 278.111, 0.846397, 1.0], [7, 498.279, 320.649, 0.875689, 1.0], [8, 448.409, 355.926, 0.712338, 1.0], [9, 424.948, 355.894, 0.682959, 1.0], [10, 426.376, 427.866, 0.748972, 1.0], [11, 419.031, 498.318, 0.756796, 1.0], [12, 470.48, 355.926, 0.688866, 1.0], [13, 474.84, 427.864, 0.819746, 1.0], [14, 476.314, 491.023, 0.818172, 1.0], [15, 427.855, 209.038, 0.209712, 1.0], [16, 441.099, 209.024, 0.212586, 1.0], [17, 419.089, 216.357, 0.172992, 1.0], [18, 455.78, 211.977, 0.351758, 1.0], [19, 489.56, 515.984, 0.719319, 1.0], [20, 498.401, 511.537, 0.782937, 1.0], [21, 470.466, 498.418, 0.774, 1.0], [22, 419.091, 521.87, 0.700753, 1.0], [23, 410.219, 520.401, 0.727243, 1.0], [24, 420.548, 499.893, 0.575353, 1.0]]
[[0, 433.735, 216.384, 0.240211, 1.0], [1, 443.995, 250.169, 0.822159, 1.0], [2, 405.912, 247.196, 0.78232, 1.0], [3, 380.817, 279.55, 0.85875, 1.0], [4, 395.54, 322.145, 0.903876, 1.0], [5, 480.71, 251.643, 0.790735, 1.0], [6, 518.914, 278.107, 0.84961, 1.0], [7, 498.294, 320.629, 0.873195, 1.0], [8, 448.407, 357.31, 0.713609, 1.0], [9, 424.942, 355.898, 0.685763, 1.0], [10, 426.383, 427.85, 0.749174, 1.0], [11, 419.032, 498.311, 0.755177, 1.0], [12, 470.481, 355.924, 0.690311, 1.0], [13, 474.841, 427.855, 0.816988, 1.0], [14, 476.316, 491.024, 0.817957, 1.0], [15, 429.299, 207.603, 0.249056, 1.0], [16, 442.542, 207.591, 0.242826, 1.0], [17, 420.508, 214.938, 0.205538, 1.0], [18, 455.797, 211.968, 0.359415, 1.0], [19, 489.558, 515.981, 0.719996, 1.0], [20, 498.401, 511.536, 0.782884, 1.0], [21, 470.469, 498.417, 0.7755, 1.0], [22, 419.105, 521.867, 0.695877, 1.0], [23, 410.23, 520.398, 0.722465, 1.0], [24, 420.535, 499.884, 0.575593, 1.0]]
[[0, 435.202, 216.371, 0.261757, 1.0], [1, 444.014, 250.169, 0.81863, 1.0], [2, 407.281, 245.769, 0.782108, 1.0], [3, 380.806, 280.986, 0.852035, 1.0], [4, 395.542, 322.183, 0.9052, 1.0], [5, 480.725, 251.654, 0.79161, 1.0], [6, 518.917, 278.094, 0.851737, 1.0], [7, 498.318, 319.209, 0.864319, 1.0], [8, 448.396, 357.34, 0.716541, 1.0], [9, 424.93, 357.322, 0.691616, 1.0], [10, 426.389, 427.867, 0.758493, 1.0], [11, 419.029, 498.315, 0.758523, 1.0], [12, 470.48, 357.338, 0.69514, 1.0], [13, 474.845, 427.857, 0.820139, 1.0], [14, 476.316, 491.028, 0.818204, 1.0], [15, 429.334, 207.595, 0.272843, 1.0], [16, 442.575, 207.576, 0.263279, 1.0], [17, 420.532, 214.925, 0.222441, 1.0], [18, 458.682, 211.971, 0.368643, 1.0], [19, 489.561, 515.982, 0.718535, 1.0], [20, 498.403, 511.535, 0.782822, 1.0], [21, 470.47, 499.766, 0.774548, 1.0], [22, 419.108, 521.869, 0.697661, 1.0], [23, 410.233, 520.401, 0.725427, 1.0], [24, 420.527, 499.887, 0.57742, 1.0]]
[[0, 435.197, 216.394, 0.194707, 1.0], [1, 444.016, 250.18, 0.821447, 1.0], [2, 407.281, 245.782, 0.780978, 1.0], [3, 380.815, 282.442, 0.855629, 1.0], [4, 395.55, 323.535, 0.907061, 1.0], [5, 480.718, 251.657, 0.793061, 1.0], [6, 518.914, 278.071, 0.853267, 1.0], [7, 498.286, 319.197, 0.854914, 1.0], [8, 448.396, 357.332, 0.715675, 1.0], [9, 424.934, 355.92, 0.689684, 1.0], [10, 426.394, 427.853, 0.756545, 1.0], [11, 419.031, 498.309, 0.757634, 1.0], [12, 470.478, 357.336, 0.695709, 1.0], [13, 474.839, 427.87, 0.824238, 1.0], [14, 476.317, 491.028, 0.817897, 1.0], [15, 429.318, 209.053, 0.198293, 1.0], [16, 442.576, 209.033, 0.192506, 1.0], [17, 420.536, 216.373, 0.192738, 1.0], [18, 457.238, 213.429, 0.310135, 1.0], [19, 489.559, 515.983, 0.717052, 1.0], [20, 498.4, 511.535, 0.78153, 1.0], [21, 470.473, 499.766, 0.773272, 1.0], [22, 420.503, 521.862, 0.698779, 1.0], [23, 410.237, 520.398, 0.725582, 1.0], [24, 420.522, 499.877, 0.580068, 1.0]]
[[0, 433.744, 217.82, 0.241789, 1.0], [1, 444.008, 251.556, 0.827719, 1.0], [2, 405.894, 247.25, 0.794925, 1.0], [3, 379.425, 282.457, 0.847488, 1.0], [4, 395.557, 323.554, 0.906658, 1.0], [5, 480.724, 251.66, 0.794996, 1.0], [6, 518.884, 278.071, 0.848129, 1.0], [7, 498.292, 319.153, 0.850313, 1.0], [8, 448.387, 357.362, 0.722099, 1.0], [9, 424.921, 357.35, 0.703639, 1.0], [10, 426.385, 427.892, 0.762625, 1.0], [11, 419.032, 498.309, 0.757951, 1.0], [12, 471.886, 357.358, 0.701177, 1.0], [13, 474.841, 427.876, 0.827277, 1.0], [14, 476.319, 491.032, 0.817316, 1.0], [15, 427.89, 210.499, 0.253319, 1.0], [16, 442.545, 209.047, 0.238777, 1.0], [17, 419.088, 216.378, 0.227363, 1.0], [18, 455.78, 213.429, 0.355893, 1.0], [19, 489.557, 515.983, 0.717344, 1.0], [20, 498.399, 511.537, 0.781165, 1.0], [21, 471.886, 499.772, 0.775044, 1.0], [22, 420.5, 521.864, 0.698929, 1.0], [23, 410.235, 520.399, 0.725645, 1.0], [24, 420.527, 499.879, 0.581872, 1.0]]
[[0, 433.725, 217.846, 0.196277, 1.0], [1, 444.009, 251.556, 0.830437, 1.0], [2, 405.901, 248.655, 0.793292, 1.0], [3, 379.426, 282.458, 0.84638, 1.0], [4, 395.562, 323.549, 0.904286, 1.0], [5, 480.711, 251.655, 0.795858, 1.0], [6, 517.457, 278.043, 0.853041, 1.0], [7, 496.913, 317.703, 0.840963, 1.0], [8, 448.392, 357.337, 0.718058, 1.0], [9, 424.927, 357.319, 0.694647, 1.0], [10, 426.398, 427.858, 0.761833, 1.0], [11, 419.033, 496.904, 0.756049, 1.0], [12, 471.888, 357.341, 0.699013, 1.0], [13, 474.836, 427.862, 0.821522, 1.0], [14, 476.32, 491.029, 0.816862, 1.0], [15, 427.871, 211.98, 0.199206, 1.0], [16, 442.537, 210.51, 0.192999, 1.0], [17, 420.503, 216.413, 0.196027, 1.0], [18, 455.766, 213.452, 0.322071, 1.0], [19, 489.557, 515.984, 0.717324, 1.0], [20, 498.399, 511.538, 0.780049, 1.0], [21, 471.888, 499.77, 0.774565, 1.0], [22, 420.505, 521.859, 0.696298, 1.0], [23, 410.238, 520.393, 0.722164, 1.0], [24, 420.52, 499.862, 0.584673, 1.0]]
[[0, 432.286, 217.831, 0.218765, 1.0], [1, 442.6, 250.188, 0.834114, 1.0], [2, 405.882, 248.655, 0.797969, 1.0], [3, 379.418, 283.906, 0.847208, 1.0], [4, 395.592, 323.569, 0.895028, 1.0], [5, 479.285, 251.633, 0.795925, 1.0], [6, 517.434, 278.042, 0.852716, 1.0], [7, 496.874, 317.717, 0.831593, 1.0], [8, 448.384, 357.362, 0.721106, 1.0], [9, 424.916, 357.354, 0.700782, 1.0], [10, 426.374, 427.903, 0.763409, 1.0], [11, 419.034, 498.311, 0.758784, 1.0], [12, 470.481, 357.361, 0.699369, 1.0], [13, 474.833, 427.885, 0.828999, 1.0], [14, 476.331, 491.026, 0.812801, 1.0], [15, 427.869, 210.516, 0.225581, 1.0], [16, 441.112, 209.062, 0.215303, 1.0], [17, 419.091, 216.392, 0.208541, 1.0], [18, 455.752, 213.439, 0.345345, 1.0], [19, 489.543, 515.97, 0.720669, 1.0], [20, 498.395, 511.534, 0.78248, 1.0], [21, 471.91, 499.769, 0.770352, 1.0], [22, 419.106, 521.871, 0.699168, 1.0], [23, 410.233, 520.4, 0.726445, 1.0], [24, 420.537, 499.88, 0.583847, 1.0]]
[[0, 430.789, 217.856, 0.181044, 1.0], [1, 442.561, 250.163, 0.841935, 1.0], [2, 405.86, 247.242, 0.802611, 1.0], [3, 379.405, 283.903, 0.845404, 1.0], [4, 395.577, 323.591, 0.898435, 1.0], [5, 479.241, 251.599, 0.7898, 1.0], [6, 515.98, 278.062, 0.850269, 1.0], [7, 496.845, 319.162, 0.827268, 1.0], [8, 448.387, 357.366, 0.724041, 1.0], [9, 424.918, 357.375, 0.706935, 1.0], [10, 426.372, 429.287, 0.766827, 1.0], [11, 419.033, 498.328, 0.761538, 1.0], [12, 470.481, 357.356, 0.701152, 1.0], [13, 474.832, 427.9, 0.828827, 1.0], [14, 476.336, 491.035, 0.811087, 1.0], [15, 426.376, 211.995, 0.176215, 1.0], [16, 439.642, 210.51, 0.177039, 1.0], [17, 419.037, 216.415, 0.174165, 1.0], [18, 452.88, 213.42, 0.318027, 1.0], [19, 489.544, 515.972, 0.722074, 1.0], [20, 498.398, 511.538, 0.78283, 1.0], [21, 471.917, 499.775, 0.774728, 1.0], [22, 419.103, 521.878, 0.700436, 1.0], [23, 410.221, 521.777, 0.729342, 1.0], [24, 420.544, 501.272, 0.581519, 1.0]]
