[['2, k, 0', [432.264, 159.066, 1.0]], ['2, k, 1', [435.181, 206.099, 1.0]], ['2, k, 2', [395.573, 204.7, 1.0]], ['2, k, 3', [370.611, 253.05, 1.0]], ['2, k, 4', [344.099, 298.647, 1.0]], ['2, k, 5', [473.379, 206.14, 1.0]], ['2, k, 6', [492.465, 256.034, 1.0]], ['2, k, 7', [511.564, 305.983, 1.0]], ['2, k, 8', [438.147, 326.534, 1.0]], ['2, k, 9', [413.183, 326.526, 1.0]], ['2, k, 10', [413.187, 416.147, 1.0]], ['2, k, 11', [416.026, 479.253, 1.0]], ['2, k, 12', [463.135, 326.53, 1.0]], ['2, k, 13', [464.622, 414.637, 1.0]], ['2, k, 14', [467.557, 476.405, 1.0]], ['2, k, 15', [426.367, 150.275, 1.0]], ['2, k, 16', [439.626, 148.869, 1.0]], ['2, k, 17', [413.199, 157.616, 1.0]], ['2, k, 18', [451.383, 156.195, 1.0]], ['2, k, 19', [467.499, 508.664, 1.0]], ['2, k, 20', [476.407, 504.251, 1.0]], ['2, k, 21', [464.634, 483.666, 1.0]], ['2, k, 22', [405.893, 508.617, 1.0]], ['2, k, 23', [399.954, 501.314, 1.0]], ['2, k, 24', [417.604, 485.114, 1.0]]]
[['2, k, 0', [430.818, 159.148, 1.0]], ['2, k, 1', [433.765, 206.098, 1.0]], ['2, k, 2', [395.562, 206.042, 1.0]], ['2, k, 3', [370.603, 253.053, 1.0]], ['2, k, 4', [344.11, 298.614, 1.0]], ['2, k, 5', [473.376, 206.138, 1.0]], ['2, k, 6', [492.472, 256.032, 1.0]], ['2, k, 7', [511.566, 305.966, 1.0]], ['2, k, 8', [438.164, 326.522, 1.0]], ['2, k, 9', [414.582, 326.516, 1.0]], ['2, k, 10', [413.183, 416.111, 1.0]], ['2, k, 11', [416.022, 479.261, 1.0]], ['2, k, 12', [463.146, 326.517, 1.0]], ['2, k, 13', [464.632, 413.16, 1.0]], ['2, k, 14', [468.962, 476.394, 1.0]], ['2, k, 15', [424.931, 151.761, 1.0]], ['2, k, 16', [439.566, 151.783, 1.0]], ['2, k, 17', [413.143, 157.662, 1.0]], ['2, k, 18', [449.918, 157.608, 1.0]], ['2, k, 19', [467.513, 508.666, 1.0]], ['2, k, 20', [477.773, 504.255, 1.0]], ['2, k, 21', [464.624, 483.654, 1.0]], ['2, k, 22', [405.898, 508.624, 1.0]], ['2, k, 23', [399.954, 501.322, 1.0]], ['2, k, 24', [417.599, 485.12, 1.0]]]
[['2, k, 0', [432.28, 159.132, 1.0]], ['2, k, 1', [435.195, 206.098, 1.0]], ['2, k, 2', [395.586, 204.7, 1.0]], ['2, k, 3', [370.612, 253.035, 1.0]], ['2, k, 4', [344.122, 298.593, 1.0]], ['2, k, 5', [473.393, 206.136, 1.0]], ['2, k, 6', [491.049, 254.61, 1.0]], ['2, k, 7', [511.572, 305.952, 1.0]], ['2, k, 8', [438.14, 326.536, 1.0]], ['2, k, 9', [413.172, 326.523, 1.0]], ['2, k, 10', [413.168, 416.129, 1.0]], ['2, k, 11', [416.024, 479.261, 1.0]], ['2, k, 12', [463.129, 326.53, 1.0]], ['2, k, 13', [464.609, 414.635, 1.0]], ['2, k, 14', [467.546, 476.39, 1.0]], ['2, k, 15', [426.387, 151.757, 1.0]], ['2, k, 16', [439.646, 151.743, 1.0]], ['2, k, 17', [414.63, 157.632, 1.0]], ['2, k, 18', [451.406, 157.62, 1.0]], ['2, k, 19', [467.517, 510.038, 1.0]], ['2, k, 20', [477.77, 504.25, 1.0]], ['2, k, 21', [464.62, 483.636, 1.0]], ['2, k, 22', [405.901, 508.611, 1.0]], ['2, k, 23', [399.957, 501.311, 1.0]], ['2, k, 24', [417.605, 485.118, 1.0]]]
[['2, k, 0', [432.261, 159.122, 1.0]], ['2, k, 1', [435.191, 206.092, 1.0]], ['2, k, 2', [395.579, 204.689, 1.0]], ['2, k, 3', [370.618, 251.68, 1.0]], ['2, k, 4', [344.114, 298.578, 1.0]], ['2, k, 5', [473.383, 206.138, 1.0]], ['2, k, 6', [492.473, 254.627, 1.0]], ['2, k, 7', [511.574, 305.951, 1.0]], ['2, k, 8', [438.154, 327.979, 1.0]], ['2, k, 9', [413.195, 326.551, 1.0]], ['2, k, 10', [413.183, 416.116, 1.0]], ['2, k, 11', [414.675, 479.265, 1.0]], ['2, k, 12', [463.133, 326.549, 1.0]], ['2, k, 13', [464.62, 414.623, 1.0]], ['2, k, 14', [468.962, 476.397, 1.0]], ['2, k, 15', [426.376, 150.33, 1.0]], ['2, k, 16', [439.619, 150.319, 1.0]], ['2, k, 17', [414.628, 157.628, 1.0]], ['2, k, 18', [451.378, 157.593, 1.0]], ['2, k, 19', [467.501, 508.664, 1.0]], ['2, k, 20', [476.408, 504.252, 1.0]], ['2, k, 21', [464.632, 483.653, 1.0]], ['2, k, 22', [405.895, 508.614, 1.0]], ['2, k, 23', [399.952, 501.314, 1.0]], ['2, k, 24', [417.598, 485.131, 1.0]]]
[['2, k, 0', [432.286, 159.108, 1.0]], ['2, k, 1', [435.185, 206.1, 1.0]], ['2, k, 2', [395.574, 206.045, 1.0]], ['2, k, 3', [370.601, 253.06, 1.0]], ['2, k, 4', [344.124, 298.552, 1.0]], ['2, k, 5', [473.377, 206.142, 1.0]], ['2, k, 6', [492.483, 256.013, 1.0]], ['2, k, 7', [511.572, 304.521, 1.0]], ['2, k, 8', [438.152, 326.548, 1.0]], ['2, k, 9', [413.191, 326.541, 1.0]], ['2, k, 10', [413.171, 416.137, 1.0]], ['2, k, 11', [414.663, 479.277, 1.0]], ['2, k, 12', [463.129, 326.536, 1.0]], ['2, k, 13', [464.625, 414.613, 1.0]], ['2, k, 14', [468.969, 476.391, 1.0]], ['2, k, 15', [426.395, 150.298, 1.0]], ['2, k, 16', [439.646, 150.3, 1.0]], ['2, k, 17', [414.61, 157.618, 1.0]], ['2, k, 18', [451.394, 157.599, 1.0]], ['2, k, 19', [467.506, 508.666, 1.0]], ['2, k, 20', [476.41, 504.249, 1.0]], ['2, k, 21', [464.632, 483.641, 1.0]], ['2, k, 22', [405.9, 508.615, 1.0]], ['2, k, 23', [399.952, 501.318, 1.0]], ['2, k, 24', [417.58, 485.141, 1.0]]]
[['2, k, 0', [432.259, 159.106, 1.0]], ['2, k, 1', [435.198, 206.093, 1.0]], ['2, k, 2', [395.599, 204.688, 1.0]], ['2, k, 3', [370.62, 251.671, 1.0]], ['2, k, 4', [344.12, 297.172, 1.0]], ['2, k, 5', [473.386, 206.137, 1.0]], ['2, k, 6', [492.468, 254.611, 1.0]], ['2, k, 7', [511.579, 304.524, 1.0]], ['2, k, 8', [438.162, 325.099, 1.0]], ['2, k, 9', [413.2, 325.093, 1.0]], ['2, k, 10', [413.177, 416.103, 1.0]], ['2, k, 11', [416.023, 479.264, 1.0]], ['2, k, 12', [463.135, 325.085, 1.0]], ['2, k, 13', [464.621, 414.611, 1.0]], ['2, k, 14', [468.962, 476.375, 1.0]], ['2, k, 15', [426.378, 150.312, 1.0]], ['2, k, 16', [439.623, 150.286, 1.0]], ['2, k, 17', [414.643, 157.626, 1.0]], ['2, k, 18', [451.39, 157.578, 1.0]], ['2, k, 19', [467.528, 510.036, 1.0]], ['2, k, 20', [477.779, 504.25, 1.0]], ['2, k, 21', [464.62, 482.204, 1.0]], ['2, k, 22', [405.9, 508.612, 1.0]], ['2, k, 23', [399.96, 501.314, 1.0]], ['2, k, 24', [417.601, 485.129, 1.0]]]
[['2, k, 0', [432.259, 159.13, 1.0]], ['2, k, 1', [435.209, 206.095, 1.0]], ['2, k, 2', [395.594, 204.683, 1.0]], ['2, k, 3', [370.619, 251.667, 1.0]], ['2, k, 4', [344.13, 297.163, 1.0]], ['2, k, 5', [473.388, 206.153, 1.0]], ['2, k, 6', [492.488, 254.612, 1.0]], ['2, k, 7', [511.562, 304.489, 1.0]], ['2, k, 8', [438.152, 325.086, 1.0]], ['2, k, 9', [413.186, 325.082, 1.0]], ['2, k, 10', [413.181, 416.122, 1.0]], ['2, k, 11', [414.662, 479.274, 1.0]], ['2, k, 12', [463.129, 325.076, 1.0]], ['2, k, 13', [464.605, 414.612, 1.0]], ['2, k, 14', [468.963, 476.39, 1.0]], ['2, k, 15', [426.387, 150.332, 1.0]], ['2, k, 16', [439.626, 150.327, 1.0]], ['2, k, 17', [414.641, 157.619, 1.0]], ['2, k, 18', [451.416, 157.604, 1.0]], ['2, k, 19', [467.496, 510.035, 1.0]], ['2, k, 20', [476.401, 504.258, 1.0]], ['2, k, 21', [464.627, 483.642, 1.0]], ['2, k, 22', [405.9, 508.613, 1.0]], ['2, k, 23', [399.949, 501.316, 1.0]], ['2, k, 24', [417.59, 485.139, 1.0]]]
[['2, k, 0', [430.836, 159.121, 1.0]], ['2, k, 1', [435.196, 206.091, 1.0]], ['2, k, 2', [395.604, 204.682, 1.0]], ['2, k, 3', [370.625, 251.658, 1.0]], ['2, k, 4', [344.107, 297.15, 1.0]], ['2, k, 5', [473.371, 206.148, 1.0]], ['2, k, 6', [492.501, 254.628, 1.0]], ['2, k, 7', [511.556, 303.072, 1.0]], ['2, k, 8', [438.162, 325.039, 1.0]], ['2, k, 9', [414.582, 325.044, 1.0]], ['2, k, 10', [413.176, 416.098, 1.0]], ['2, k, 11', [414.669, 479.266, 1.0]], ['2, k, 12', [463.14, 323.635, 1.0]], ['2, k, 13', [464.637, 413.175, 1.0]], ['2, k, 14', [468.967, 476.391, 1.0]], ['2, k, 15', [426.349, 150.317, 1.0]], ['2, k, 16', [439.59, 150.315, 1.0]], ['2, k, 17', [414.603, 157.65, 1.0]], ['2, k, 18', [451.364, 157.599, 1.0]], ['2, k, 19', [467.498, 510.033, 1.0]], ['2, k, 20', [476.405, 504.257, 1.0]], ['2, k, 21', [464.619, 483.653, 1.0]], ['2, k, 22', [405.914, 508.59, 1.0]], ['2, k, 23', [399.965, 501.297, 1.0]], ['2, k, 24', [417.592, 485.141, 1.0]]]
[['2, k, 0', [430.849, 159.089, 1.0]], ['2, k, 1', [435.185, 206.093, 1.0]], ['2, k, 2', [395.604, 204.691, 1.0]], ['2, k, 3', [370.62, 251.674, 1.0]], ['2, k, 4', [344.105, 297.158, 1.0]], ['2, k, 5', [473.37, 206.135, 1.0]], ['2, k, 6', [492.478, 254.614, 1.0]], ['2, k, 7', [511.553, 303.059, 1.0]], ['2, k, 8', [438.172, 325.053, 1.0]], ['2, k, 9', [414.596, 325.042, 1.0]], ['2, k, 10', [413.192, 416.062, 1.0]], ['2, k, 11', [414.662, 479.255, 1.0]], ['2, k, 12', [463.146, 325.047, 1.0]], ['2, k, 13', [464.622, 413.195, 1.0]], ['2, k, 14', [467.555, 476.382, 1.0]], ['2, k, 15', [426.367, 150.282, 1.0]], ['2, k, 16', [439.616, 148.879, 1.0]], ['2, k, 17', [414.637, 157.611, 1.0]], ['2, k, 18', [451.398, 157.577, 1.0]], ['2, k, 19', [467.505, 508.662, 1.0]], ['2, k, 20', [476.41, 504.245, 1.0]], ['2, k, 21', [464.62, 483.635, 1.0]], ['2, k, 22', [405.907, 507.189, 1.0]], ['2, k, 23', [399.954, 501.286, 1.0]], ['2, k, 24', [417.585, 485.144, 1.0]]]
[['2, k, 0', [432.278, 159.137, 1.0]], ['2, k, 1', [435.22, 206.101, 1.0]], ['2, k, 2', [397.005, 204.678, 1.0]], ['2, k, 3', [370.627, 251.658, 1.0]], ['2, k, 4', [344.105, 297.143, 1.0]], ['2, k, 5', [473.38, 206.165, 1.0]], ['2, k, 6', [492.481, 254.607, 1.0]], ['2, k, 7', [511.552, 303.053, 1.0]], ['2, k, 8', [438.173, 325.049, 1.0]], ['2, k, 9', [414.585, 325.043, 1.0]], ['2, k, 10', [413.189, 416.11, 1.0]], ['2, k, 11', [414.663, 479.266, 1.0]], ['2, k, 12', [463.153, 325.044, 1.0]], ['2, k, 13', [464.603, 414.601, 1.0]], ['2, k, 14', [468.963, 476.402, 1.0]], ['2, k, 15', [426.401, 151.751, 1.0]], ['2, k, 16', [439.647, 151.744, 1.0]], ['2, k, 17', [414.649, 157.631, 1.0]], ['2, k, 18', [452.789, 157.626, 1.0]], ['2, k, 19', [466.103, 508.658, 1.0]], ['2, k, 20', [476.401, 504.253, 1.0]], ['2, k, 21', [464.639, 483.665, 1.0]], ['2, k, 22', [405.895, 508.594, 1.0]], ['2, k, 23', [399.945, 501.297, 1.0]], ['2, k, 24', [417.587, 485.161, 1.0]]]
[['2, k, 0', [432.266, 159.149, 1.0]], ['2, k, 1', [435.231, 206.089, 1.0]], ['2, k, 2', [397.023, 204.674, 1.0]], ['2, k, 3', [370.63, 251.658, 1.0]], ['2, k, 4', [344.108, 297.139, 1.0]], ['2, k, 5', [473.378, 206.15, 1.0]], ['2, k, 6', [492.496, 254.608, 1.0]], ['2, k, 7', [511.561, 304.488, 1.0]], ['2, k, 8', [439.528, 323.627, 1.0]], ['2, k, 9', [413.202, 323.621, 1.0]], ['2, k, 10', [413.195, 416.068, 1.0]], ['2, k, 11', [414.668, 479.265, 1.0]], ['2, k, 12', [463.166, 323.63, 1.0]], ['2, k, 13', [464.629, 413.146, 1.0]], ['2, k, 14', [468.967, 476.4, 1.0]], ['2, k, 15', [426.399, 151.759, 1.0]], ['2, k, 16', [439.637, 151.759, 1.0]], ['2, k, 17', [414.667, 157.627, 1.0]], ['2, k, 18', [451.408, 157.627, 1.0]], ['2, k, 19', [467.495, 508.663, 1.0]], ['2, k, 20', [476.41, 504.253, 1.0]], ['2, k, 21', [464.629, 483.665, 1.0]], ['2, k, 22', [405.907, 508.591, 1.0]], ['2, k, 23', [399.956, 501.296, 1.0]], ['2, k, 24', [417.59, 485.149, 1.0]]]
[['2, k, 0', [432.25, 159.115, 1.0]], ['2, k, 1', [436.638, 206.103, 1.0]], ['2, k, 2', [397.026, 204.681, 1.0]], ['2, k, 3', [370.629, 251.669, 1.0]], ['2, k, 4', [344.118, 297.128, 1.0]], ['2, k, 5', [473.388, 206.153, 1.0]], ['2, k, 6', [492.477, 254.592, 1.0]], ['2, k, 7', [511.55, 303.049, 1.0]], ['2, k, 8', [438.168, 323.621, 1.0]], ['2, k, 9', [414.589, 323.618, 1.0]], ['2, k, 10', [413.196, 416.077, 1.0]], ['2, k, 11', [414.667, 479.268, 1.0]], ['2, k, 12', [463.143, 323.619, 1.0]], ['2, k, 13', [464.616, 413.197, 1.0]], ['2, k, 14', [468.967, 476.398, 1.0]], ['2, k, 15', [426.376, 150.329, 1.0]], ['2, k, 16', [439.626, 150.317, 1.0]], ['2, k, 17', [414.642, 157.646, 1.0]], ['2, k, 18', [451.42, 157.61, 1.0]], ['2, k, 19', [467.516, 508.658, 1.0]], ['2, k, 20', [477.782, 504.248, 1.0]], ['2, k, 21', [464.625, 483.654, 1.0]], ['2, k, 22', [405.902, 508.594, 1.0]], ['2, k, 23', [399.953, 501.296, 1.0]], ['2, k, 24', [417.593, 485.152, 1.0]]]
