[['2, k, 0', [-0.1738217, 0.2046568, 1.0]], ['2, k, 1', [-0.1771847, 0.5260656, 1.0]], ['2, k, 2', [-0.1788374, 0.8384728, 1.0]], ['2, k, 3', [-0.1763233, 0.9864635, 1.0]], ['2, k, 4', [-0.3502164, 0.6927556, 1.0]], ['2, k, 5', [-0.4038714, 0.4411468, 1.0]], ['2, k, 6', [-0.4292249, 0.1913193, 1.0]], ['2, k, 7', [-0.4313731, 0.1291275, 1.0]], ['2, k, 8', [0.01712791, 0.6984626, 1.0]], ['2, k, 9', [0.06962387, 0.4477938, 1.0]], ['2, k, 10', [0.07329712, 0.2104688, 1.0]], ['2, k, 11', [0.05338711, 0.1329164, 1.0]], ['2, k, 12', [-0.2520901, 0.2007511, 1.0]], ['2, k, 13', [-0.2826488, -0.1308342, 1.0]], ['2, k, 14', [-0.3037877, -0.5547437, 1.0]], ['2, k, 15', [-0.2986048, -0.6387382, 1.0]], ['2, k, 16', [-0.09118745, 0.2034303, 1.0]], ['2, k, 17', [-0.06391748, -0.1151526, 1.0]], ['2, k, 18', [-0.07029074, -0.5345834, 1.0]], ['2, k, 19', [-0.03129102, -0.6198282, 1.0]], ['2, k, 20', [-0.178544, 0.7616881, 1.0]], ['2, k, 21', [-0.4231242, 0.06726238, 1.0]], ['2, k, 22', [-0.462227, 0.1475782, 1.0]], ['2, k, 23', [0.04000452, 0.05448021, 1.0]], ['2, k, 24', [0.01274627, 0.1399756, 1.0]]]
[['2, k, 0', [-0.1738476, 0.2046164, 1.0]], ['2, k, 1', [-0.1771701, 0.5260471, 1.0]], ['2, k, 2', [-0.1787656, 0.838404, 1.0]], ['2, k, 3', [-0.1763284, 0.9864495, 1.0]], ['2, k, 4', [-0.3507012, 0.6925852, 1.0]], ['2, k, 5', [-0.4032374, 0.4419413, 1.0]], ['2, k, 6', [-0.4185517, 0.2614717, 1.0]], ['2, k, 7', [-0.4282717, 0.1966626, 1.0]], ['2, k, 8', [0.01705268, 0.6984732, 1.0]], ['2, k, 9', [0.06955554, 0.4477234, 1.0]], ['2, k, 10', [0.07318663, 0.2105534, 1.0]], ['2, k, 11', [0.05242969, 0.1331804, 1.0]], ['2, k, 12', [-0.2521321, 0.2006992, 1.0]], ['2, k, 13', [-0.2826203, -0.1308458, 1.0]], ['2, k, 14', [-0.3039817, -0.5549726, 1.0]], ['2, k, 15', [-0.3005337, -0.6397778, 1.0]], ['2, k, 16', [-0.0912125, 0.2033867, 1.0]], ['2, k, 17', [-0.06380411, -0.1152166, 1.0]], ['2, k, 18', [-0.07036033, -0.5345126, 1.0]], ['2, k, 19', [-0.04257058, -0.6272576, 1.0]], ['2, k, 20', [-0.1784929, 0.7616396, 1.0]], ['2, k, 21', [-0.4286494, 0.1367987, 1.0]], ['2, k, 22', [-0.4606549, 0.2087845, 1.0]], ['2, k, 23', [0.03477098, 0.05300593, 1.0]], ['2, k, 24', [0.01391557, 0.1448098, 1.0]]]
[['2, k, 0', [-0.1738479, 0.2046203, 1.0]], ['2, k, 1', [-0.1770916, 0.5260208, 1.0]], ['2, k, 2', [-0.1785111, 0.8382295, 1.0]], ['2, k, 3', [-0.1763769, 0.9864461, 1.0]], ['2, k, 4', [-0.3509678, 0.6925129, 1.0]], ['2, k, 5', [-0.4044824, 0.4425311, 1.0]], ['2, k, 6', [-0.415163, 0.2760734, 1.0]], ['2, k, 7', [-0.4363638, 0.2187598, 1.0]], ['2, k, 8', [0.0170154, 0.6982161, 1.0]], ['2, k, 9', [0.06945916, 0.4474144, 1.0]], ['2, k, 10', [0.07318239, 0.2105857, 1.0]], ['2, k, 11', [0.05387817, 0.1321735, 1.0]], ['2, k, 12', [-0.2521457, 0.2006947, 1.0]], ['2, k, 13', [-0.2825024, -0.1307236, 1.0]], ['2, k, 14', [-0.3040542, -0.5559857, 1.0]], ['2, k, 15', [-0.3015437, -0.6398227, 1.0]], ['2, k, 16', [-0.09120782, 0.2033941, 1.0]], ['2, k, 17', [-0.0638405, -0.1152083, 1.0]], ['2, k, 18', [-0.0706744, -0.5334425, 1.0]], ['2, k, 19', [-0.0396204, -0.6207094, 1.0]], ['2, k, 20', [-0.1782963, 0.7615215, 1.0]], ['2, k, 21', [-0.4134524, 0.1717775, 1.0]], ['2, k, 22', [-0.471673, 0.2270856, 1.0]], ['2, k, 23', [0.04168691, 0.055783, 1.0]], ['2, k, 24', [0.01385865, 0.1444545, 1.0]]]
[['2, k, 0', [-0.173924, 0.2046925, 1.0]], ['2, k, 1', [-0.1770872, 0.5259898, 1.0]], ['2, k, 2', [-0.1784263, 0.8378314, 1.0]], ['2, k, 3', [-0.1765056, 0.986161, 1.0]], ['2, k, 4', [-0.3514395, 0.6927417, 1.0]], ['2, k, 5', [-0.40201, 0.4664076, 1.0]], ['2, k, 6', [-0.4069968, 0.3102076, 1.0]], ['2, k, 7', [-0.4244661, 0.3613005, 1.0]], ['2, k, 8', [0.0170649, 0.6981933, 1.0]], ['2, k, 9', [0.06926472, 0.4474317, 1.0]], ['2, k, 10', [0.07361622, 0.2116851, 1.0]], ['2, k, 11', [0.05329443, 0.1316566, 1.0]], ['2, k, 12', [-0.2522353, 0.2007841, 1.0]], ['2, k, 13', [-0.2822397, -0.1301796, 1.0]], ['2, k, 14', [-0.3043831, -0.5561429, 1.0]], ['2, k, 15', [-0.3018321, -0.6399144, 1.0]], ['2, k, 16', [-0.0912737, 0.2034549, 1.0]], ['2, k, 17', [-0.06384297, -0.1151508, 1.0]], ['2, k, 18', [-0.07135051, -0.5333643, 1.0]], ['2, k, 19', [-0.03976297, -0.62083, 1.0]], ['2, k, 20', [-0.1782417, 0.7612607, 1.0]], ['2, k, 21', [-0.4264839, 0.3756305, 1.0]], ['2, k, 22', [-0.4557869, 0.3582516, 1.0]], ['2, k, 23', [0.03918349, 0.05233722, 1.0]], ['2, k, 24', [0.01564326, 0.1338866, 1.0]]]
[['2, k, 0', [-0.1737955, 0.2047388, 1.0]], ['2, k, 1', [-0.1770317, 0.5260237, 1.0]], ['2, k, 2', [-0.1784688, 0.8378617, 1.0]], ['2, k, 3', [-0.1766794, 0.9863052, 1.0]], ['2, k, 4', [-0.3513897, 0.6928357, 1.0]], ['2, k, 5', [-0.3902741, 0.4743329, 1.0]], ['2, k, 6', [-0.4148061, 0.4534786, 1.0]], ['2, k, 7', [-0.4252375, 0.4931068, 1.0]], ['2, k, 8', [0.01709022, 0.6982205, 1.0]], ['2, k, 9', [0.06927579, 0.4473792, 1.0]], ['2, k, 10', [0.07349344, 0.2117816, 1.0]], ['2, k, 11', [0.05153306, 0.1301472, 1.0]], ['2, k, 12', [-0.2521044, 0.2007817, 1.0]], ['2, k, 13', [-0.282329, -0.1302947, 1.0]], ['2, k, 14', [-0.3044321, -0.5551867, 1.0]], ['2, k, 15', [-0.3017322, -0.6366503, 1.0]], ['2, k, 16', [-0.0911352, 0.2035634, 1.0]], ['2, k, 17', [-0.06288107, -0.1154254, 1.0]], ['2, k, 18', [-0.07127303, -0.5332242, 1.0]], ['2, k, 19', [-0.04988878, -0.6212564, 1.0]], ['2, k, 20', [-0.1782539, 0.7612905, 1.0]], ['2, k, 21', [-0.4237073, 0.5335116, 1.0]], ['2, k, 22', [-0.4649947, 0.4954537, 1.0]], ['2, k, 23', [0.03726291, 0.05229171, 1.0]], ['2, k, 24', [0.01513329, 0.1379407, 1.0]]]
[['2, k, 0', [-0.1737441, 0.2046986, 1.0]], ['2, k, 1', [-0.1770462, 0.5260008, 1.0]], ['2, k, 2', [-0.1786964, 0.8378264, 1.0]], ['2, k, 3', [-0.1767244, 0.9862366, 1.0]], ['2, k, 4', [-0.3503384, 0.6927601, 1.0]], ['2, k, 5', [-0.3950305, 0.4629374, 1.0]], ['2, k, 6', [-0.415923, 0.4938492, 1.0]], ['2, k, 7', [-0.4212902, 0.5490316, 1.0]], ['2, k, 8', [0.01706158, 0.6983014, 1.0]], ['2, k, 9', [0.06924979, 0.447383, 1.0]], ['2, k, 10', [0.07359042, 0.2121662, 1.0]], ['2, k, 11', [0.05209662, 0.1321285, 1.0]], ['2, k, 12', [-0.2520844, 0.2007654, 1.0]], ['2, k, 13', [-0.2819908, -0.1291571, 1.0]], ['2, k, 14', [-0.3034488, -0.5541863, 1.0]], ['2, k, 15', [-0.2766206, -0.6373922, 1.0]], ['2, k, 16', [-0.09103984, 0.2034908, 1.0]], ['2, k, 17', [-0.06260679, -0.1154589, 1.0]], ['2, k, 18', [-0.07091989, -0.5316916, 1.0]], ['2, k, 19', [-0.0498757, -0.6203007, 1.0]], ['2, k, 20', [-0.178406, 0.761258, 1.0]], ['2, k, 21', [-0.4163257, 0.5994607, 1.0]], ['2, k, 22', [-0.4622999, 0.5382163, 1.0]], ['2, k, 23', [0.03940995, 0.05409919, 1.0]], ['2, k, 24', [0.0146697, 0.1338226, 1.0]]]
[['2, k, 0', [-0.1736427, 0.204694, 1.0]], ['2, k, 1', [-0.1770092, 0.5260343, 1.0]], ['2, k, 2', [-0.1787276, 0.8379514, 1.0]], ['2, k, 3', [-0.1767364, 0.9862972, 1.0]], ['2, k, 4', [-0.3437789, 0.6953487, 1.0]], ['2, k, 5', [-0.3993278, 0.4543482, 1.0]], ['2, k, 6', [-0.4108398, 0.5532052, 1.0]], ['2, k, 7', [-0.415477, 0.6010316, 1.0]], ['2, k, 8', [0.01707271, 0.6983628, 1.0]], ['2, k, 9', [0.06928579, 0.4473173, 1.0]], ['2, k, 10', [0.07360566, 0.2123634, 1.0]], ['2, k, 11', [0.05191493, 0.1325765, 1.0]], ['2, k, 12', [-0.2519548, 0.2007039, 1.0]], ['2, k, 13', [-0.2817722, -0.1287513, 1.0]], ['2, k, 14', [-0.3038743, -0.5547619, 1.0]], ['2, k, 15', [-0.291291, -0.6375579, 1.0]], ['2, k, 16', [-0.09095291, 0.2035267, 1.0]], ['2, k, 17', [-0.0618772, -0.1153196, 1.0]], ['2, k, 18', [-0.07092666, -0.5316721, 1.0]], ['2, k, 19', [-0.03544164, -0.6201996, 1.0]], ['2, k, 20', [-0.1784118, 0.761349, 1.0]], ['2, k, 21', [-0.4076577, 0.6611345, 1.0]], ['2, k, 22', [-0.4569618, 0.5831932, 1.0]], ['2, k, 23', [0.03397807, 0.05294458, 1.0]], ['2, k, 24', [0.01618942, 0.1366238, 1.0]]]
[['2, k, 0', [-0.1736066, 0.2047148, 1.0]], ['2, k, 1', [-0.1769641, 0.5260751, 1.0]], ['2, k, 2', [-0.1787122, 0.837994, 1.0]], ['2, k, 3', [-0.1768239, 0.986398, 1.0]], ['2, k, 4', [-0.3364023, 0.6971859, 1.0]], ['2, k, 5', [-0.4081772, 0.4522671, 1.0]], ['2, k, 6', [-0.4130111, 0.5715067, 1.0]], ['2, k, 7', [-0.4094339, 0.6410101, 1.0]], ['2, k, 8', [0.01698618, 0.6983348, 1.0]], ['2, k, 9', [0.06924351, 0.4472579, 1.0]], ['2, k, 10', [0.07238589, 0.2074291, 1.0]], ['2, k, 11', [0.05143995, 0.130426, 1.0]], ['2, k, 12', [-0.2519179, 0.2007214, 1.0]], ['2, k, 13', [-0.2814105, -0.1271412, 1.0]], ['2, k, 14', [-0.3034532, -0.5546921, 1.0]], ['2, k, 15', [-0.2946771, -0.638305, 1.0]], ['2, k, 16', [-0.09089957, 0.2035663, 1.0]], ['2, k, 17', [-0.06200209, -0.1152806, 1.0]], ['2, k, 18', [-0.07077357, -0.531745, 1.0]], ['2, k, 19', [-0.03652596, -0.6161249, 1.0]], ['2, k, 20', [-0.1783911, 0.7613907, 1.0]], ['2, k, 21', [-0.3982843, 0.7058913, 1.0]], ['2, k, 22', [-0.4503914, 0.6358237, 1.0]], ['2, k, 23', [0.03563369, 0.05217326, 1.0]], ['2, k, 24', [0.01624945, 0.1303655, 1.0]]]
[['2, k, 0', [-0.1735869, 0.2047066, 1.0]], ['2, k, 1', [-0.1769524, 0.5260625, 1.0]], ['2, k, 2', [-0.1787208, 0.8379686, 1.0]], ['2, k, 3', [-0.1768248, 0.9863974, 1.0]], ['2, k, 4', [-0.3326726, 0.6980063, 1.0]], ['2, k, 5', [-0.4181905, 0.4512291, 1.0]], ['2, k, 6', [-0.4083994, 0.6158198, 1.0]], ['2, k, 7', [-0.4031861, 0.673433, 1.0]], ['2, k, 8', [0.01689252, 0.6982744, 1.0]], ['2, k, 9', [0.06916081, 0.4471671, 1.0]], ['2, k, 10', [0.07142498, 0.205168, 1.0]], ['2, k, 11', [0.0486219, 0.1276797, 1.0]], ['2, k, 12', [-0.251889, 0.2007327, 1.0]], ['2, k, 13', [-0.2813732, -0.1271598, 1.0]], ['2, k, 14', [-0.3034579, -0.5546058, 1.0]], ['2, k, 15', [-0.2969445, -0.6380367, 1.0]], ['2, k, 16', [-0.09088931, 0.2035331, 1.0]], ['2, k, 17', [-0.06181704, -0.115371, 1.0]], ['2, k, 18', [-0.07082676, -0.5317605, 1.0]], ['2, k, 19', [-0.03563799, -0.6173514, 1.0]], ['2, k, 20', [-0.1783943, 0.7613721, 1.0]], ['2, k, 21', [-0.3966098, 0.7400993, 1.0]], ['2, k, 22', [-0.4530762, 0.6341643, 1.0]], ['2, k, 23', [0.03729195, 0.04621427, 1.0]], ['2, k, 24', [0.01342288, 0.1310329, 1.0]]]
[['2, k, 0', [-0.1735065, 0.2046632, 1.0]], ['2, k, 1', [-0.1769011, 0.5260909, 1.0]], ['2, k, 2', [-0.1787045, 0.8381209, 1.0]], ['2, k, 3', [-0.1767749, 0.9868032, 1.0]], ['2, k, 4', [-0.3303565, 0.6974252, 1.0]], ['2, k, 5', [-0.4197218, 0.4565502, 1.0]], ['2, k, 6', [-0.4067045, 0.6287991, 1.0]], ['2, k, 7', [-0.3980467, 0.6987791, 1.0]], ['2, k, 8', [0.01687768, 0.6982476, 1.0]], ['2, k, 9', [0.06899784, 0.4471087, 1.0]], ['2, k, 10', [0.07194682, 0.2073132, 1.0]], ['2, k, 11', [0.04924515, 0.1271704, 1.0]], ['2, k, 12', [-0.2518246, 0.2006985, 1.0]], ['2, k, 13', [-0.2813905, -0.1269292, 1.0]], ['2, k, 14', [-0.3044297, -0.556326, 1.0]], ['2, k, 15', [-0.2958427, -0.6385456, 1.0]], ['2, k, 16', [-0.09079932, 0.2034843, 1.0]], ['2, k, 17', [-0.06187073, -0.1154242, 1.0]], ['2, k, 18', [-0.06960767, -0.5296788, 1.0]], ['2, k, 19', [-0.04319458, -0.6235486, 1.0]], ['2, k, 20', [-0.1783656, 0.761482, 1.0]], ['2, k, 21', [-0.381878, 0.7677752, 1.0]], ['2, k, 22', [-0.4296914, 0.7024508, 1.0]], ['2, k, 23', [0.03219169, 0.04533006, 1.0]], ['2, k, 24', [0.02102357, 0.1366097, 1.0]]]
[['2, k, 0', [-0.1733364, 0.2046032, 1.0]], ['2, k, 1', [-0.176794, 0.5260915, 1.0]], ['2, k, 2', [-0.1786719, 0.8381549, 1.0]], ['2, k, 3', [-0.176694, 0.9873127, 1.0]], ['2, k, 4', [-0.3286076, 0.6971161, 1.0]], ['2, k, 5', [-0.4207246, 0.4581164, 1.0]], ['2, k, 6', [-0.4071817, 0.6262267, 1.0]], ['2, k, 7', [-0.398326, 0.6990532, 1.0]], ['2, k, 8', [0.01687529, 0.6981953, 1.0]], ['2, k, 9', [0.06895129, 0.4470789, 1.0]], ['2, k, 10', [0.07218444, 0.2098777, 1.0]], ['2, k, 11', [0.04866228, 0.1319292, 1.0]], ['2, k, 12', [-0.2515954, 0.2006392, 1.0]], ['2, k, 13', [-0.2812887, -0.1267926, 1.0]], ['2, k, 14', [-0.3044427, -0.5563098, 1.0]], ['2, k, 15', [-0.2971092, -0.6390532, 1.0]], ['2, k, 16', [-0.09066609, 0.2034228, 1.0]], ['2, k, 17', [-0.06212269, -0.1154591, 1.0]], ['2, k, 18', [-0.06952274, -0.5296358, 1.0]], ['2, k, 19', [-0.04044338, -0.6213484, 1.0]], ['2, k, 20', [-0.178319, 0.7615086, 1.0]], ['2, k, 21', [-0.38419, 0.7664993, 1.0]], ['2, k, 22', [-0.4421524, 0.6830621, 1.0]], ['2, k, 23', [0.03462086, 0.05398173, 1.0]], ['2, k, 24', [0.01631455, 0.1351708, 1.0]]]
