[[0, 486.582, 217.813, 0.0917985, 1.0], [1, 488.115, 239.833, 0.887058, 1.0], [2, 463.152, 239.828, 0.834689, 1.0], [3, 435.204, 194.386, 0.801577, 1.0], [4, 416.097, 157.626, 0.891776, 1.0], [5, 515.994, 239.843, 0.766372, 1.0], [6, 533.669, 189.97, 0.772059, 1.0], [7, 545.388, 145.829, 0.884376, 1.0], [8, 488.135, 333.871, 0.758399, 1.0], [9, 467.508, 333.877, 0.704296, 1.0], [10, 464.601, 407.314, 0.821463, 1.0], [11, 463.134, 480.711, 0.871566, 1.0], [12, 511.528, 333.857, 0.752204, 1.0], [13, 513.041, 405.902, 0.823642, 1.0], [14, 520.357, 476.345, 0.849419, 1.0], [15, 479.246, 214.921, 0.0901359, 1.0], [16, 0, 0, 0, 1.0], [17, 479.295, 214.943, 0.0708281, 1.0], [18, 498.321, 209.077, 0.100801, 1.0], [19, 523.314, 499.851, 0.895201, 1.0], [20, 533.545, 498.288, 0.876694, 1.0], [21, 513.071, 483.675, 0.705036, 1.0], [22, 461.642, 507.138, 0.842397, 1.0], [23, 452.78, 501.283, 0.834042, 1.0], [24, 464.611, 486.609, 0.78719, 1.0]]
[[0, 486.597, 217.82, 0.0765131, 1.0], [1, 488.117, 239.847, 0.89067, 1.0], [2, 463.157, 239.83, 0.83703, 1.0], [3, 435.207, 194.37, 0.805987, 1.0], [4, 416.085, 157.614, 0.888733, 1.0], [5, 515.994, 239.866, 0.765303, 1.0], [6, 535.025, 189.974, 0.748985, 1.0], [7, 545.392, 145.83, 0.875239, 1.0], [8, 488.137, 333.887, 0.757207, 1.0], [9, 467.51, 333.898, 0.705362, 1.0], [10, 464.601, 407.316, 0.821576, 1.0], [11, 463.135, 480.709, 0.871622, 1.0], [12, 511.526, 333.87, 0.751276, 1.0], [13, 513.039, 407.278, 0.824371, 1.0], [14, 520.354, 476.345, 0.847367, 1.0], [15, 479.26, 214.935, 0.0747546, 1.0], [16, 0, 0, 0, 1.0], [17, 482.209, 214.925, 0.0591594, 1.0], [18, 498.33, 210.515, 0.0925297, 1.0], [19, 523.315, 499.862, 0.890556, 1.0], [20, 533.545, 498.293, 0.874498, 1.0], [21, 513.068, 483.667, 0.701563, 1.0], [22, 461.644, 507.139, 0.841996, 1.0], [23, 452.78, 501.284, 0.833121, 1.0], [24, 464.612, 486.607, 0.78702, 1.0]]
[[0, 486.558, 209.066, 0.216663, 1.0], [1, 488.096, 236.959, 0.862424, 1.0], [2, 463.141, 238.41, 0.830924, 1.0], [3, 435.18, 194.353, 0.807813, 1.0], [4, 416.101, 157.607, 0.891407, 1.0], [5, 514.529, 236.954, 0.753053, 1.0], [6, 535.022, 187.011, 0.761934, 1.0], [7, 545.385, 145.839, 0.882347, 1.0], [8, 488.161, 333.858, 0.761851, 1.0], [9, 468.959, 333.886, 0.70843, 1.0], [10, 464.603, 407.319, 0.820917, 1.0], [11, 463.117, 480.716, 0.867146, 1.0], [12, 511.541, 333.831, 0.759419, 1.0], [13, 513.088, 405.824, 0.824654, 1.0], [14, 520.354, 476.307, 0.84449, 1.0], [15, 477.78, 206.071, 0.262938, 1.0], [16, 489.578, 203.132, 0.19671, 1.0], [17, 474.793, 207.594, 0.198406, 1.0], [18, 499.799, 206.074, 0.183196, 1.0], [19, 523.321, 499.835, 0.891178, 1.0], [20, 533.55, 496.91, 0.867442, 1.0], [21, 513.046, 483.641, 0.72076, 1.0], [22, 461.649, 505.703, 0.839786, 1.0], [23, 452.778, 499.908, 0.837037, 1.0], [24, 464.588, 486.617, 0.790046, 1.0]]
[[0, 486.555, 210.508, 0.207516, 1.0], [1, 488.092, 236.957, 0.86407, 1.0], [2, 463.141, 238.403, 0.831582, 1.0], [3, 435.183, 194.323, 0.815494, 1.0], [4, 416.114, 157.628, 0.89098, 1.0], [5, 514.516, 236.954, 0.753946, 1.0], [6, 535.024, 187.016, 0.761733, 1.0], [7, 545.378, 145.811, 0.873991, 1.0], [8, 488.159, 333.857, 0.763286, 1.0], [9, 467.552, 333.884, 0.710162, 1.0], [10, 464.594, 407.323, 0.821003, 1.0], [11, 463.119, 480.717, 0.866695, 1.0], [12, 511.539, 333.831, 0.759579, 1.0], [13, 513.084, 405.822, 0.825853, 1.0], [14, 520.359, 476.312, 0.84598, 1.0], [15, 477.78, 206.101, 0.251471, 1.0], [16, 489.575, 203.154, 0.186116, 1.0], [17, 474.814, 207.598, 0.180274, 1.0], [18, 499.784, 206.082, 0.17468, 1.0], [19, 523.322, 499.836, 0.891538, 1.0], [20, 533.552, 496.91, 0.86939, 1.0], [21, 513.052, 483.648, 0.719979, 1.0], [22, 461.651, 505.705, 0.837707, 1.0], [23, 452.779, 499.909, 0.834772, 1.0], [24, 464.593, 486.616, 0.789606, 1.0]]
[[0, 486.563, 209.062, 0.224123, 1.0], [1, 488.096, 236.958, 0.866256, 1.0], [2, 463.151, 238.417, 0.838009, 1.0], [3, 435.192, 194.344, 0.808291, 1.0], [4, 416.125, 157.629, 0.895402, 1.0], [5, 514.504, 236.936, 0.760331, 1.0], [6, 535.048, 185.548, 0.770844, 1.0], [7, 545.377, 144.446, 0.873329, 1.0], [8, 488.16, 333.858, 0.764483, 1.0], [9, 468.96, 333.888, 0.711009, 1.0], [10, 464.6, 407.322, 0.821484, 1.0], [11, 463.116, 480.723, 0.867105, 1.0], [12, 511.535, 333.829, 0.761085, 1.0], [13, 513.081, 405.818, 0.828681, 1.0], [14, 520.354, 476.308, 0.843878, 1.0], [15, 477.774, 204.67, 0.279877, 1.0], [16, 489.56, 201.698, 0.207204, 1.0], [17, 473.361, 207.592, 0.220424, 1.0], [18, 499.833, 204.679, 0.198959, 1.0], [19, 523.321, 499.835, 0.891878, 1.0], [20, 533.551, 496.909, 0.868117, 1.0], [21, 513.045, 483.646, 0.723377, 1.0], [22, 461.648, 505.706, 0.840953, 1.0], [23, 452.777, 501.267, 0.836862, 1.0], [24, 464.586, 486.62, 0.791482, 1.0]]
[[0, 486.578, 206.12, 0.260374, 1.0], [1, 488.093, 236.958, 0.866754, 1.0], [2, 463.153, 238.414, 0.83719, 1.0], [3, 435.213, 194.353, 0.808213, 1.0], [4, 416.133, 157.626, 0.895315, 1.0], [5, 513.099, 236.947, 0.76619, 1.0], [6, 535.015, 187.037, 0.756798, 1.0], [7, 545.361, 145.829, 0.878242, 1.0], [8, 488.161, 333.848, 0.760775, 1.0], [9, 468.97, 333.88, 0.708141, 1.0], [10, 464.6, 407.299, 0.826954, 1.0], [11, 463.116, 480.723, 0.866114, 1.0], [12, 511.531, 333.815, 0.754128, 1.0], [13, 513.08, 405.827, 0.824345, 1.0], [14, 520.355, 476.307, 0.844141, 1.0], [15, 477.78, 203.146, 0.305351, 1.0], [16, 489.562, 197.306, 0.240724, 1.0], [17, 471.923, 206.125, 0.275142, 1.0], [18, 499.866, 204.65, 0.209774, 1.0], [19, 523.323, 499.837, 0.892541, 1.0], [20, 533.551, 496.91, 0.868839, 1.0], [21, 513.047, 483.642, 0.720215, 1.0], [22, 461.648, 505.687, 0.83619, 1.0], [23, 452.774, 499.897, 0.839308, 1.0], [24, 464.584, 486.626, 0.786245, 1.0]]
[[0, 486.6, 206.14, 0.277105, 1.0], [1, 488.094, 236.949, 0.862796, 1.0], [2, 463.156, 238.419, 0.83813, 1.0], [3, 435.231, 194.363, 0.801089, 1.0], [4, 416.13, 157.612, 0.889486, 1.0], [5, 513.098, 236.927, 0.759128, 1.0], [6, 535.011, 185.539, 0.768296, 1.0], [7, 545.353, 144.44, 0.865375, 1.0], [8, 488.157, 333.849, 0.762475, 1.0], [9, 468.962, 333.88, 0.707838, 1.0], [10, 464.595, 407.293, 0.828407, 1.0], [11, 463.116, 480.733, 0.865512, 1.0], [12, 511.53, 333.817, 0.755931, 1.0], [13, 513.08, 405.827, 0.826193, 1.0], [14, 520.353, 476.303, 0.843993, 1.0], [15, 477.8, 203.167, 0.324671, 1.0], [16, 489.579, 198.752, 0.252936, 1.0], [17, 471.924, 206.15, 0.29785, 1.0], [18, 499.853, 204.657, 0.207351, 1.0], [19, 523.324, 499.838, 0.891191, 1.0], [20, 533.553, 496.911, 0.866858, 1.0], [21, 513.042, 483.641, 0.721217, 1.0], [22, 461.647, 505.689, 0.836079, 1.0], [23, 452.774, 499.9, 0.838096, 1.0], [24, 464.587, 486.634, 0.788953, 1.0]]
[[0, 486.615, 207.562, 0.288071, 1.0], [1, 488.088, 238.354, 0.863786, 1.0], [2, 463.164, 238.438, 0.839106, 1.0], [3, 435.227, 194.335, 0.811392, 1.0], [4, 416.131, 157.6, 0.886378, 1.0], [5, 513.077, 236.925, 0.759924, 1.0], [6, 533.657, 185.567, 0.770473, 1.0], [7, 545.357, 144.439, 0.864631, 1.0], [8, 488.144, 333.857, 0.766896, 1.0], [9, 467.543, 333.887, 0.709927, 1.0], [10, 464.593, 407.312, 0.82409, 1.0], [11, 463.12, 480.716, 0.867253, 1.0], [12, 511.516, 333.826, 0.757891, 1.0], [13, 513.073, 405.838, 0.827407, 1.0], [14, 520.352, 476.306, 0.843921, 1.0], [15, 477.819, 204.607, 0.345533, 1.0], [16, 489.562, 200.223, 0.255227, 1.0], [17, 471.912, 207.576, 0.319688, 1.0], [18, 499.805, 206.087, 0.17889, 1.0], [19, 523.321, 499.836, 0.891871, 1.0], [20, 533.551, 496.908, 0.865598, 1.0], [21, 513.042, 483.638, 0.720308, 1.0], [22, 461.646, 505.692, 0.83777, 1.0], [23, 452.774, 499.899, 0.837346, 1.0], [24, 464.591, 486.617, 0.788553, 1.0]]
[[0, 486.56, 207.604, 0.259777, 1.0], [1, 488.083, 236.961, 0.862042, 1.0], [2, 463.161, 238.431, 0.837172, 1.0], [3, 435.22, 194.333, 0.815238, 1.0], [4, 416.122, 157.587, 0.885495, 1.0], [5, 513.066, 235.493, 0.753486, 1.0], [6, 533.658, 185.528, 0.778387, 1.0], [7, 545.358, 144.439, 0.861215, 1.0], [8, 488.146, 333.846, 0.7615, 1.0], [9, 467.549, 333.87, 0.704347, 1.0], [10, 464.602, 407.298, 0.824943, 1.0], [11, 463.124, 479.3, 0.866189, 1.0], [12, 511.516, 333.817, 0.75243, 1.0], [13, 513.062, 405.833, 0.829851, 1.0], [14, 520.35, 476.307, 0.842839, 1.0], [15, 477.781, 204.658, 0.321572, 1.0], [16, 488.131, 201.689, 0.233936, 1.0], [17, 471.927, 207.616, 0.252859, 1.0], [18, 498.381, 206.091, 0.171292, 1.0], [19, 523.321, 499.838, 0.891151, 1.0], [20, 533.551, 496.91, 0.867104, 1.0], [21, 513.042, 483.641, 0.718344, 1.0], [22, 461.646, 505.688, 0.835868, 1.0], [23, 452.773, 499.896, 0.835583, 1.0], [24, 464.592, 486.609, 0.785432, 1.0]]
[[0, 486.588, 207.585, 0.270688, 1.0], [1, 488.076, 236.939, 0.857882, 1.0], [2, 463.141, 238.421, 0.833569, 1.0], [3, 435.219, 194.318, 0.814371, 1.0], [4, 416.108, 156.17, 0.86462, 1.0], [5, 513.069, 235.47, 0.752028, 1.0], [6, 533.66, 185.522, 0.784723, 1.0], [7, 545.36, 144.432, 0.862044, 1.0], [8, 488.14, 333.845, 0.764982, 1.0], [9, 467.534, 333.871, 0.70853, 1.0], [10, 464.593, 407.301, 0.824391, 1.0], [11, 463.119, 480.712, 0.865521, 1.0], [12, 511.513, 333.817, 0.753736, 1.0], [13, 513.076, 405.838, 0.825111, 1.0], [14, 520.354, 476.302, 0.843616, 1.0], [15, 477.8, 204.633, 0.333717, 1.0], [16, 489.531, 200.252, 0.239905, 1.0], [17, 471.918, 207.59, 0.286838, 1.0], [18, 498.399, 206.085, 0.16632, 1.0], [19, 523.322, 499.836, 0.891144, 1.0], [20, 533.552, 496.907, 0.865494, 1.0], [21, 513.042, 482.227, 0.717559, 1.0], [22, 461.643, 505.69, 0.834778, 1.0], [23, 452.771, 499.897, 0.833675, 1.0], [24, 464.591, 486.615, 0.786474, 1.0]]
[[0, 486.611, 207.616, 0.267025, 1.0], [1, 488.081, 236.961, 0.861358, 1.0], [2, 463.149, 238.432, 0.834901, 1.0], [3, 435.215, 194.337, 0.80995, 1.0], [4, 416.115, 156.179, 0.858647, 1.0], [5, 513.066, 236.909, 0.756534, 1.0], [6, 533.662, 184.095, 0.786273, 1.0], [7, 545.37, 144.44, 0.865959, 1.0], [8, 488.134, 333.827, 0.761856, 1.0], [9, 467.532, 333.847, 0.703973, 1.0], [10, 464.584, 405.903, 0.829777, 1.0], [11, 463.122, 479.285, 0.866716, 1.0], [12, 510.17, 332.414, 0.75097, 1.0], [13, 513.081, 405.82, 0.820627, 1.0], [14, 520.359, 476.302, 0.844009, 1.0], [15, 477.821, 204.666, 0.335291, 1.0], [16, 489.549, 201.71, 0.236166, 1.0], [17, 471.93, 209.028, 0.301805, 1.0], [18, 499.781, 206.111, 0.164124, 1.0], [19, 523.32, 499.836, 0.889855, 1.0], [20, 533.552, 496.907, 0.865281, 1.0], [21, 513.047, 482.229, 0.712205, 1.0], [22, 461.643, 505.689, 0.833811, 1.0], [23, 452.771, 499.896, 0.830999, 1.0], [24, 464.592, 486.597, 0.782415, 1.0]]
[[0, 486.592, 213.461, 0.203246, 1.0], [1, 488.085, 238.388, 0.869453, 1.0], [2, 463.151, 238.44, 0.833397, 1.0], [3, 436.644, 194.351, 0.798147, 1.0], [4, 416.145, 156.176, 0.862694, 1.0], [5, 514.502, 238.365, 0.74385, 1.0], [6, 533.646, 184.13, 0.766424, 1.0], [7, 545.365, 144.451, 0.862164, 1.0], [8, 488.133, 333.847, 0.763242, 1.0], [9, 467.529, 333.866, 0.70324, 1.0], [10, 464.59, 405.903, 0.82993, 1.0], [11, 463.128, 479.285, 0.867874, 1.0], [12, 510.173, 333.823, 0.752592, 1.0], [13, 513.101, 405.812, 0.816361, 1.0], [14, 520.357, 476.3, 0.844017, 1.0], [15, 477.825, 207.587, 0.25455, 1.0], [16, 491.008, 204.646, 0.174359, 1.0], [17, 473.416, 211.966, 0.221994, 1.0], [18, 499.789, 207.578, 0.138302, 1.0], [19, 523.333, 499.839, 0.891101, 1.0], [20, 533.563, 496.908, 0.870721, 1.0], [21, 513.041, 482.228, 0.718289, 1.0], [22, 461.641, 505.684, 0.834279, 1.0], [23, 451.421, 499.893, 0.834553, 1.0], [24, 464.601, 486.598, 0.781844, 1.0]]
[[0, 485.142, 217.838, 0.168694, 1.0], [1, 488.089, 238.404, 0.872748, 1.0], [2, 463.154, 239.802, 0.831954, 1.0], [3, 436.668, 194.315, 0.814151, 1.0], [4, 416.134, 156.143, 0.86043, 1.0], [5, 514.494, 238.374, 0.744226, 1.0], [6, 533.637, 185.549, 0.754567, 1.0], [7, 545.362, 144.449, 0.854829, 1.0], [8, 488.131, 333.858, 0.766384, 1.0], [9, 467.521, 333.878, 0.70656, 1.0], [10, 464.588, 405.905, 0.831216, 1.0], [11, 463.125, 479.292, 0.866923, 1.0], [12, 511.509, 333.836, 0.754948, 1.0], [13, 513.095, 405.829, 0.815693, 1.0], [14, 520.351, 476.295, 0.843, 1.0], [15, 477.807, 213.439, 0.195899, 1.0], [16, 489.57, 207.585, 0.128306, 1.0], [17, 476.278, 213.454, 0.156763, 1.0], [18, 498.402, 209.039, 0.12527, 1.0], [19, 523.334, 499.838, 0.893104, 1.0], [20, 533.565, 496.905, 0.87258, 1.0], [21, 513.034, 482.224, 0.719372, 1.0], [22, 461.639, 505.682, 0.836286, 1.0], [23, 451.419, 499.893, 0.837068, 1.0], [24, 464.6, 486.605, 0.784733, 1.0]]
[[0, 486.564, 217.885, 0.184353, 1.0], [1, 488.078, 238.395, 0.868808, 1.0], [2, 463.152, 239.811, 0.833265, 1.0], [3, 436.689, 194.325, 0.820417, 1.0], [4, 416.148, 156.128, 0.861562, 1.0], [5, 513.072, 236.955, 0.735796, 1.0], [6, 533.637, 184.091, 0.769741, 1.0], [7, 545.363, 145.815, 0.869415, 1.0], [8, 488.13, 333.863, 0.76287, 1.0], [9, 467.526, 333.886, 0.702971, 1.0], [10, 464.587, 407.276, 0.82812, 1.0], [11, 463.122, 480.714, 0.864358, 1.0], [12, 510.17, 333.838, 0.753011, 1.0], [13, 513.099, 405.843, 0.81458, 1.0], [14, 520.349, 476.297, 0.842421, 1.0], [15, 477.848, 214.901, 0.206676, 1.0], [16, 489.57, 209.064, 0.138371, 1.0], [17, 476.328, 214.928, 0.166262, 1.0], [18, 498.388, 210.502, 0.130911, 1.0], [19, 523.329, 499.841, 0.891816, 1.0], [20, 533.561, 496.909, 0.872002, 1.0], [21, 513.034, 482.228, 0.719307, 1.0], [22, 461.641, 505.683, 0.835691, 1.0], [23, 452.77, 499.892, 0.836438, 1.0], [24, 464.599, 486.618, 0.785286, 1.0]]
