[[0, -0.160863, -0.413748, 3.1543, 1.0], [1, -0.168688, -0.098258, 3.12105, 1.0], [2, -0.175584, 0.211074, 3.07433, 1.0], [3, -0.176123, 0.359726, 3.07359, 1.0], [4, -0.350711, 0.106195, 3.07214, 1.0], [5, -0.410058, -0.196013, 3.10656, 1.0], [6, -0.425448, -0.457312, 3.08734, 1.0], [7, -0.419868, -0.492003, 3.08817, 1.0], [8, 0.000921044, 0.0996844, 3.06859, 1.0], [9, 0.0998061, -0.186889, 3.10881, 1.0], [10, 0.140503, -0.445419, 3.08542, 1.0], [11, 0.133121, -0.499003, 3.07217, 1.0], [12, -0.238975, -0.407372, 3.11601, 1.0], [13, -0.285652, -0.853239, 3.23062, 1.0], [14, -0.300297, -1.21303, 3.22752, 1.0], [15, -0.42148, -1.2286, 3.12751, 1.0], [16, -0.0789516, -0.410362, 3.11818, 1.0], [17, -0.0306374, -0.798494, 3.18406, 1.0], [18, 0.0182139, -1.19135, 3.23946, 1.0], [19, 0.048703, -1.27243, 3.10075, 1.0], [20, -0.17402, 0.134593, 3.08846, 1.0], [21, -0.417329, -0.577982, 3.10122, 1.0], [22, -0.35139, -0.466019, 3.0765, 1.0], [23, 0.148082, -0.580634, 3.09299, 1.0], [24, 0.0921342, -0.515305, 3.04573, 1.0]]
[[0, -0.161257, -0.41369, 3.1542, 1.0], [1, -0.168705, -0.0982615, 3.12103, 1.0], [2, -0.17544, 0.211019, 3.07432, 1.0], [3, -0.176175, 0.360112, 3.073, 1.0], [4, -0.350493, 0.106766, 3.07262, 1.0], [5, -0.409795, -0.195801, 3.10655, 1.0], [6, -0.425458, -0.457272, 3.0878, 1.0], [7, -0.421426, -0.492359, 3.08979, 1.0], [8, 0.000966822, 0.0997593, 3.06863, 1.0], [9, 0.0996246, -0.187585, 3.10857, 1.0], [10, 0.14068, -0.446257, 3.08576, 1.0], [11, 0.132732, -0.498217, 3.07566, 1.0], [12, -0.239371, -0.407254, 3.11591, 1.0], [13, -0.284898, -0.852977, 3.22921, 1.0], [14, -0.293359, -1.20871, 3.23606, 1.0], [15, -0.299072, -1.28125, 3.0918, 1.0], [16, -0.0793414, -0.410364, 3.11808, 1.0], [17, -0.0306651, -0.798731, 3.18406, 1.0], [18, 0.105779, -1.23509, 3.19175, 1.0], [19, 0.0148921, -1.28138, 3.08307, 1.0], [20, -0.173954, 0.134563, 3.08845, 1.0], [21, -0.416916, -0.577446, 3.10439, 1.0], [22, -0.350758, -0.465192, 3.07097, 1.0], [23, 0.139677, -0.584085, 3.09448, 1.0], [24, 0.0923825, -0.519369, 3.04605, 1.0]]
[[0, -0.16137, -0.414043, 3.15414, 1.0], [1, -0.168956, -0.0984497, 3.12092, 1.0], [2, -0.1759, 0.210963, 3.07414, 1.0], [3, -0.176152, 0.36011, 3.07297, 1.0], [4, -0.350518, 0.106718, 3.07261, 1.0], [5, -0.409618, -0.19627, 3.10676, 1.0], [6, -0.425121, -0.457889, 3.08819, 1.0], [7, -0.419533, -0.494764, 3.09193, 1.0], [8, 0.000990719, 0.099693, 3.06863, 1.0], [9, 0.0995378, -0.187789, 3.10874, 1.0], [10, 0.140005, -0.44676, 3.08792, 1.0], [11, 0.130917, -0.498325, 3.07953, 1.0], [12, -0.239478, -0.407582, 3.11584, 1.0], [13, -0.286204, -0.864247, 3.23172, 1.0], [14, -0.292271, -1.21065, 3.23633, 1.0], [15, -0.299551, -1.27551, 3.10232, 1.0], [16, -0.0794579, -0.410734, 3.11802, 1.0], [17, -0.0303627, -0.799663, 3.18465, 1.0], [18, 0.0132091, -1.19133, 3.24533, 1.0], [19, 0.0221126, -1.27669, 3.12593, 1.0], [20, -0.174344, 0.13447, 3.08829, 1.0], [21, -0.423727, -0.578366, 3.10338, 1.0], [22, -0.368018, -0.485416, 3.0826, 1.0], [23, 0.139379, -0.578354, 3.08649, 1.0], [24, 0.091846, -0.523587, 3.0495, 1.0]]
[[0, -0.161519, -0.414259, 3.15417, 1.0], [1, -0.169011, -0.0984802, 3.12091, 1.0], [2, -0.175926, 0.211025, 3.07407, 1.0], [3, -0.176062, 0.360047, 3.07262, 1.0], [4, -0.350462, 0.107224, 3.07277, 1.0], [5, -0.409612, -0.197022, 3.10699, 1.0], [6, -0.425288, -0.458795, 3.08855, 1.0], [7, -0.421538, -0.494644, 3.09011, 1.0], [8, 0.00126614, 0.0998277, 3.06864, 1.0], [9, 0.0988888, -0.187644, 3.10875, 1.0], [10, 0.139992, -0.446742, 3.09016, 1.0], [11, 0.132012, -0.495949, 3.07961, 1.0], [12, -0.239598, -0.407715, 3.11587, 1.0], [13, -0.285541, -0.860849, 3.23195, 1.0], [14, -0.290825, -1.21981, 3.23418, 1.0], [15, -0.316515, -1.27304, 3.11026, 1.0], [16, -0.0796345, -0.411046, 3.11804, 1.0], [17, -0.0302042, -0.800595, 3.18484, 1.0], [18, 0.0154171, -1.20485, 3.23886, 1.0], [19, 0.0226497, -1.27593, 3.12037, 1.0], [20, -0.174373, 0.134501, 3.08824, 1.0], [21, -0.423782, -0.576061, 3.09967, 1.0], [22, -0.350437, -0.452199, 3.06786, 1.0], [23, 0.135365, -0.57678, 3.08605, 1.0], [24, 0.0931905, -0.509705, 3.056, 1.0]]
[[0, -0.161862, -0.414144, 3.15393, 1.0], [1, -0.169242, -0.0983206, 3.12063, 1.0], [2, -0.17603, 0.211243, 3.07375, 1.0], [3, -0.175727, 0.360662, 3.07176, 1.0], [4, -0.350506, 0.108763, 3.07337, 1.0], [5, -0.409284, -0.196869, 3.10713, 1.0], [6, -0.425373, -0.458932, 3.08876, 1.0], [7, -0.421053, -0.494996, 3.08955, 1.0], [8, 0.00106375, 0.0997666, 3.06864, 1.0], [9, 0.0994957, -0.188818, 3.10909, 1.0], [10, 0.1405, -0.448266, 3.09156, 1.0], [11, 0.1348, -0.500343, 3.08127, 1.0], [12, -0.239995, -0.40733, 3.11557, 1.0], [13, -0.285511, -0.858574, 3.23252, 1.0], [14, -0.294021, -1.20675, 3.239, 1.0], [15, -0.36499, -1.25586, 3.12109, 1.0], [16, -0.0799773, -0.411137, 3.1178, 1.0], [17, -0.0301443, -0.802049, 3.18539, 1.0], [18, 0.0144307, -1.20361, 3.24071, 1.0], [19, 0.0130397, -1.27476, 3.11522, 1.0], [20, -0.174506, 0.134703, 3.08794, 1.0], [21, -0.423952, -0.579757, 3.10598, 1.0], [22, -0.37303, -0.493104, 3.0755, 1.0], [23, 0.144143, -0.582454, 3.08407, 1.0], [24, 0.0921977, -0.493619, 3.0658, 1.0]]
[[0, -0.161861, -0.414238, 3.15397, 1.0], [1, -0.169419, -0.0983214, 3.12056, 1.0], [2, -0.176719, 0.211531, 3.07333, 1.0], [3, -0.175141, 0.361311, 3.07061, 1.0], [4, -0.350724, 0.109203, 3.07345, 1.0], [5, -0.40908, -0.197393, 3.10707, 1.0], [6, -0.425514, -0.459663, 3.08879, 1.0], [7, -0.422585, -0.496724, 3.0898, 1.0], [8, 0.000853927, 0.0996732, 3.06829, 1.0], [9, 0.0987111, -0.188531, 3.1088, 1.0], [10, 0.140405, -0.448116, 3.09202, 1.0], [11, 0.130671, -0.499758, 3.08104, 1.0], [12, -0.239991, -0.407357, 3.11564, 1.0], [13, -0.285366, -0.857997, 3.23253, 1.0], [14, -0.298338, -1.20155, 3.23116, 1.0], [15, -0.388371, -1.24837, 3.10331, 1.0], [16, -0.0799781, -0.411387, 3.11777, 1.0], [17, -0.0301176, -0.802443, 3.18507, 1.0], [18, 0.00398043, -1.19249, 3.25505, 1.0], [19, 0.0096284, -1.27465, 3.1115, 1.0], [20, -0.175032, 0.13489, 3.08763, 1.0], [21, -0.425247, -0.577743, 3.09709, 1.0], [22, -0.369845, -0.491001, 3.075, 1.0], [23, 0.140373, -0.584685, 3.09338, 1.0], [24, 0.0903406, -0.516136, 3.05885, 1.0]]
[[0, -0.161946, -0.414261, 3.15393, 1.0], [1, -0.169448, -0.0982561, 3.12034, 1.0], [2, -0.176541, 0.211771, 3.07281, 1.0], [3, -0.175087, 0.361558, 3.06993, 1.0], [4, -0.350399, 0.108296, 3.07299, 1.0], [5, -0.408873, -0.198086, 3.10702, 1.0], [6, -0.425794, -0.460557, 3.08868, 1.0], [7, -0.423572, -0.492914, 3.08828, 1.0], [8, 0.00142093, 0.0999676, 3.06834, 1.0], [9, 0.0980248, -0.190004, 3.10917, 1.0], [10, 0.140112, -0.449766, 3.09274, 1.0], [11, 0.130561, -0.500637, 3.08219, 1.0], [12, -0.240102, -0.4075, 3.11556, 1.0], [13, -0.2861, -0.866716, 3.23253, 1.0], [14, -0.299891, -1.20071, 3.232, 1.0], [15, -0.366963, -1.24817, 3.08572, 1.0], [16, -0.0800684, -0.411313, 3.11771, 1.0], [17, -0.0267438, -0.847051, 3.20101, 1.0], [18, 0.00823821, -1.19345, 3.25105, 1.0], [19, -0.0163162, -1.27327, 3.10725, 1.0], [20, -0.174923, 0.13508, 3.08719, 1.0], [21, -0.421903, -0.579548, 3.11302, 1.0], [22, -0.371305, -0.481241, 3.08141, 1.0], [23, 0.139031, -0.584464, 3.10177, 1.0], [24, 0.093506, -0.519513, 3.05427, 1.0]]
[[0, -0.162352, -0.413794, 3.15337, 1.0], [1, -0.169374, -0.0980317, 3.11988, 1.0], [2, -0.175875, 0.211845, 3.07225, 1.0], [3, -0.17487, 0.361447, 3.06938, 1.0], [4, -0.350405, 0.108727, 3.0731, 1.0], [5, -0.408392, -0.197891, 3.10677, 1.0], [6, -0.425362, -0.460581, 3.08822, 1.0], [7, -0.42308, -0.494187, 3.08544, 1.0], [8, 0.00218904, 0.100313, 3.06812, 1.0], [9, 0.0966208, -0.191154, 3.10948, 1.0], [10, 0.139995, -0.450929, 3.09314, 1.0], [11, 0.12896, -0.500749, 3.08267, 1.0], [12, -0.240503, -0.406965, 3.11499, 1.0], [13, -0.279576, -0.835008, 3.21968, 1.0], [14, -0.299555, -1.19934, 3.233, 1.0], [15, -0.341064, -1.26172, 3.10938, 1.0], [16, -0.0804506, -0.410914, 3.11718, 1.0], [17, -0.0235603, -0.82938, 3.19284, 1.0], [18, 0.0110881, -1.19342, 3.24904, 1.0], [19, -0.00437909, -1.27364, 3.1218, 1.0], [20, -0.174448, 0.1352, 3.08667, 1.0], [21, -0.426381, -0.577503, 3.10097, 1.0], [22, -0.381798, -0.513889, 3.07458, 1.0], [23, 0.139782, -0.577953, 3.09186, 1.0], [24, 0.0906712, -0.507897, 3.05956, 1.0]]
[[0, -0.162483, -0.414051, 3.15302, 1.0], [1, -0.169319, -0.0980103, 3.11969, 1.0], [2, -0.175551, 0.212129, 3.07209, 1.0], [3, -0.174618, 0.361512, 3.06894, 1.0], [4, -0.35032, 0.109065, 3.07284, 1.0], [5, -0.408138, -0.197363, 3.10654, 1.0], [6, -0.425785, -0.460172, 3.08797, 1.0], [7, -0.422382, -0.495042, 3.08489, 1.0], [8, 0.00222812, 0.100313, 3.06812, 1.0], [9, 0.096375, -0.191212, 3.10958, 1.0], [10, 0.139058, -0.451279, 3.09394, 1.0], [11, 0.129562, -0.49734, 3.08379, 1.0], [12, -0.240617, -0.407126, 3.11467, 1.0], [13, -0.280887, -0.836379, 3.22032, 1.0], [14, -0.298658, -1.20087, 3.23488, 1.0], [15, -0.229736, -1.26953, 3.12891, 1.0], [16, -0.0805855, -0.411263, 3.1168, 1.0], [17, -0.0266681, -0.81664, 3.18714, 1.0], [18, 0.0113421, -1.1925, 3.24765, 1.0], [19, 0.0043744, -1.27424, 3.09984, 1.0], [20, -0.174214, 0.135398, 3.0865, 1.0], [21, -0.427652, -0.577921, 3.1026, 1.0], [22, -0.351234, -0.474289, 3.07533, 1.0], [23, 0.141355, -0.583945, 3.10647, 1.0], [24, 0.0895779, -0.511767, 3.06678, 1.0]]
[[0, -0.163378, -0.414656, 3.1527, 1.0], [1, -0.169561, -0.0981599, 3.11927, 1.0], [2, -0.17537, 0.212226, 3.07147, 1.0], [3, -0.174612, 0.361171, 3.06766, 1.0], [4, -0.350333, 0.109283, 3.07266, 1.0], [5, -0.408207, -0.197818, 3.10636, 1.0], [6, -0.426036, -0.460805, 3.08759, 1.0], [7, -0.42395, -0.496494, 3.08877, 1.0], [8, 0.0025618, 0.100072, 3.068, 1.0], [9, 0.0960629, -0.192464, 3.11012, 1.0], [10, 0.139515, -0.452597, 3.09442, 1.0], [11, 0.130428, -0.501581, 3.08432, 1.0], [12, -0.241875, -0.408292, 3.11432, 1.0], [13, -0.281821, -0.844251, 3.22294, 1.0], [14, -0.298468, -1.20084, 3.23493, 1.0], [15, -0.304199, -1.27246, 3.11133, 1.0], [16, -0.081176, -0.41146, 3.11652, 1.0], [17, -0.028185, -0.810549, 3.18461, 1.0], [18, 0.0121034, -1.194, 3.24585, 1.0], [19, 0.000240531, -1.2733, 3.09424, 1.0], [20, -0.174144, 0.135432, 3.08596, 1.0], [21, -0.433997, -0.583209, 3.09952, 1.0], [22, -0.377214, -0.506139, 3.08261, 1.0], [23, 0.136888, -0.584935, 3.09961, 1.0], [24, 0.091437, -0.511614, 3.05657, 1.0]]
[[0, -0.163444, -0.41527, 3.15244, 1.0], [1, -0.169761, -0.0988004, 3.11897, 1.0], [2, -0.175622, 0.21158, 3.07122, 1.0], [3, -0.174265, 0.360803, 3.06712, 1.0], [4, -0.350142, 0.10366, 3.07129, 1.0], [5, -0.408805, -0.20458, 3.10651, 1.0], [6, -0.42656, -0.46867, 3.08739, 1.0], [7, -0.426144, -0.501063, 3.09161, 1.0], [8, 0.00340097, 0.0969835, 3.06828, 1.0], [9, 0.0959348, -0.192586, 3.11023, 1.0], [10, 0.138501, -0.454026, 3.09692, 1.0], [11, 0.130849, -0.503308, 3.08985, 1.0], [12, -0.241901, -0.408953, 3.11398, 1.0], [13, -0.281094, -0.846292, 3.22487, 1.0], [14, -0.293375, -1.18231, 3.24158, 1.0], [15, -0.293078, -1.2623, 3.14445, 1.0], [16, -0.0812474, -0.411951, 3.11623, 1.0], [17, -0.0282598, -0.809833, 3.18464, 1.0], [18, 0.0162987, -1.19112, 3.24309, 1.0], [19, 0.00770543, -1.28101, 3.09767, 1.0], [20, -0.174374, 0.1348, 3.08569, 1.0], [21, -0.431058, -0.588452, 3.11168, 1.0], [22, -0.382591, -0.518946, 3.09242, 1.0], [23, 0.139002, -0.585927, 3.10608, 1.0], [24, 0.0917099, -0.510079, 3.06098, 1.0]]
