[[0, -0.184135, -0.274187, 2.4081, 1.0], [1, -0.186595, 0.0487254, 2.36841, 1.0], [2, -0.187795, 0.362302, 2.31472, 1.0], [3, -0.195682, 0.522247, 2.25047, 1.0], [4, -0.367705, 0.240884, 2.28127, 1.0], [5, -0.411101, -0.0541788, 2.29046, 1.0], [6, -0.431769, -0.299277, 2.2801, 1.0], [7, -0.43225, -0.348951, 2.27453, 1.0], [8, -0.0157013, 0.248345, 2.32689, 1.0], [9, 0.0409954, -0.0314753, 2.33792, 1.0], [10, 0.0787077, -0.274839, 2.32521, 1.0], [11, 0.087229, -0.33515, 2.31398, 1.0], [12, -0.26165, -0.271616, 2.36031, 1.0], [13, -0.280932, -0.700712, 2.5142, 1.0], [14, -0.253347, -1.04802, 2.59681, 1.0], [15, -0.265381, -1.1084, 2.50977, 1.0], [16, -0.100852, -0.268156, 2.38034, 1.0], [17, -0.0725632, -0.674601, 2.48134, 1.0], [18, -0.10306, -1.04321, 2.57933, 1.0], [19, -0.10791, -1.1084, 2.49219, 1.0], [20, -0.18771, 0.285241, 2.33059, 1.0], [21, -0.423656, -0.408999, 2.2659, 1.0], [22, -0.356085, -0.375359, 2.25667, 1.0], [23, 0.102747, -0.398445, 2.29985, 1.0], [24, 0.158715, -0.360176, 2.288, 1.0]]
[[0, -0.184192, -0.27432, 2.408, 1.0], [1, -0.18661, 0.0486965, 2.36835, 1.0], [2, -0.187786, 0.362335, 2.31465, 1.0], [3, -0.195628, 0.522252, 2.2504, 1.0], [4, -0.367694, 0.240977, 2.28118, 1.0], [5, -0.411256, -0.0540276, 2.28975, 1.0], [6, -0.431361, -0.299173, 2.27853, 1.0], [7, -0.431884, -0.349042, 2.26374, 1.0], [8, -0.0156532, 0.248316, 2.32689, 1.0], [9, 0.0409473, -0.0316243, 2.33722, 1.0], [10, 0.0785861, -0.274985, 2.32396, 1.0], [11, 0.087705, -0.334861, 2.30711, 1.0], [12, -0.261686, -0.271679, 2.36029, 1.0], [13, -0.280962, -0.70145, 2.51445, 1.0], [14, -0.253409, -1.04808, 2.59671, 1.0], [15, -0.265327, -1.10883, 2.50933, 1.0], [16, -0.100932, -0.268383, 2.38011, 1.0], [17, -0.0735558, -0.677365, 2.4818, 1.0], [18, -0.103313, -1.04451, 2.57901, 1.0], [19, -0.102824, -1.11093, 2.48006, 1.0], [20, -0.187706, 0.285259, 2.33052, 1.0], [21, -0.422767, -0.407893, 2.25594, 1.0], [22, -0.354434, -0.373625, 2.24622, 1.0], [23, 0.104035, -0.396091, 2.29211, 1.0], [24, 0.15601, -0.357491, 2.28407, 1.0]]
[[0, -0.184189, -0.274371, 2.40805, 1.0], [1, -0.186595, 0.048706, 2.36841, 1.0], [2, -0.187735, 0.362451, 2.31477, 1.0], [3, -0.195555, 0.522371, 2.25063, 1.0], [4, -0.367745, 0.241145, 2.28132, 1.0], [5, -0.4115, -0.0535332, 2.28907, 1.0], [6, -0.430872, -0.298641, 2.2752, 1.0], [7, -0.431229, -0.347151, 2.25559, 1.0], [8, -0.0155677, 0.248338, 2.327, 1.0], [9, 0.0410701, -0.0313213, 2.33617, 1.0], [10, 0.077919, -0.274692, 2.32193, 1.0], [11, 0.0898515, -0.33363, 2.30018, 1.0], [12, -0.261686, -0.271706, 2.36033, 1.0], [13, -0.281808, -0.695374, 2.5107, 1.0], [14, -0.253367, -1.04808, 2.59642, 1.0], [15, -0.264612, -1.10862, 2.50853, 1.0], [16, -0.100925, -0.268462, 2.38017, 1.0], [17, -0.073619, -0.678402, 2.48202, 1.0], [18, -0.103482, -1.04542, 2.57879, 1.0], [19, -0.102783, -1.11094, 2.48007, 1.0], [20, -0.187667, 0.285339, 2.33062, 1.0], [21, -0.421348, -0.406192, 2.24868, 1.0], [22, -0.357845, -0.373412, 2.23892, 1.0], [23, 0.103164, -0.396688, 2.28972, 1.0], [24, 0.15542, -0.349175, 2.27421, 1.0]]
[[0, -0.184009, -0.274354, 2.40814, 1.0], [1, -0.186551, 0.0487903, 2.3685, 1.0], [2, -0.187815, 0.362684, 2.31493, 1.0], [3, -0.195487, 0.522563, 2.25097, 1.0], [4, -0.367764, 0.241388, 2.28169, 1.0], [5, -0.411365, -0.0519424, 2.28723, 1.0], [6, -0.431583, -0.296382, 2.26539, 1.0], [7, -0.430645, -0.345162, 2.24258, 1.0], [8, -0.0155001, 0.248456, 2.32712, 1.0], [9, 0.0413921, -0.029286, 2.33363, 1.0], [10, 0.0795329, -0.271954, 2.31458, 1.0], [11, 0.090903, -0.331593, 2.28841, 1.0], [12, -0.261521, -0.271683, 2.3604, 1.0], [13, -0.281946, -0.696308, 2.51158, 1.0], [14, -0.253364, -1.04781, 2.59725, 1.0], [15, -0.264513, -1.10874, 2.50834, 1.0], [16, -0.100733, -0.268449, 2.38026, 1.0], [17, -0.0740666, -0.678961, 2.48217, 1.0], [18, -0.103524, -1.0441, 2.57857, 1.0], [19, -0.104344, -1.10954, 2.48446, 1.0], [20, -0.187705, 0.285524, 2.33075, 1.0], [21, -0.418562, -0.403832, 2.23349, 1.0], [22, -0.354904, -0.370054, 2.22482, 1.0], [23, 0.106414, -0.393679, 2.2758, 1.0], [24, 0.143858, -0.344887, 2.25465, 1.0]]
[[0, -0.183749, -0.27425, 2.40816, 1.0], [1, -0.186415, 0.0489438, 2.36864, 1.0], [2, -0.187778, 0.362954, 2.31528, 1.0], [3, -0.195182, 0.522933, 2.2519, 1.0], [4, -0.367863, 0.241794, 2.28206, 1.0], [5, -0.411217, -0.0486488, 2.28327, 1.0], [6, -0.433599, -0.291413, 2.25063, 1.0], [7, -0.432107, -0.341572, 2.22795, 1.0], [8, -0.0153687, 0.248599, 2.32724, 1.0], [9, 0.0427944, -0.0256156, 2.32903, 1.0], [10, 0.0815649, -0.267173, 2.30485, 1.0], [11, 0.092417, -0.327457, 2.27619, 1.0], [12, -0.261268, -0.271548, 2.36041, 1.0], [13, -0.282578, -0.688854, 2.50702, 1.0], [14, -0.253427, -1.04782, 2.59732, 1.0], [15, -0.264118, -1.10914, 2.50807, 1.0], [16, -0.100469, -0.268373, 2.38028, 1.0], [17, -0.0743137, -0.67936, 2.48229, 1.0], [18, -0.103787, -1.04447, 2.57913, 1.0], [19, -0.104561, -1.10952, 2.48516, 1.0], [20, -0.187639, 0.285759, 2.33104, 1.0], [21, -0.413277, -0.401998, 2.22322, 1.0], [22, -0.355029, -0.366647, 2.2044, 1.0], [23, 0.103174, -0.390826, 2.26402, 1.0], [24, 0.145269, -0.343799, 2.23929, 1.0]]
[[0, -0.183287, -0.27329, 2.40816, 1.0], [1, -0.186259, 0.0495133, 2.36895, 1.0], [2, -0.18784, 0.363333, 2.31593, 1.0], [3, -0.194742, 0.523234, 2.25284, 1.0], [4, -0.367911, 0.242019, 2.28232, 1.0], [5, -0.411781, -0.0457384, 2.27849, 1.0], [6, -0.435339, -0.286434, 2.23588, 1.0], [7, -0.432597, -0.337901, 2.20852, 1.0], [8, -0.0149126, 0.249027, 2.32768, 1.0], [9, 0.0441235, -0.0229961, 2.3251, 1.0], [10, 0.0847777, -0.262648, 2.29102, 1.0], [11, 0.0934825, -0.323818, 2.25756, 1.0], [12, -0.260826, -0.270632, 2.36054, 1.0], [13, -0.282611, -0.686323, 2.50547, 1.0], [14, -0.253287, -1.0479, 2.59715, 1.0], [15, -0.263688, -1.10907, 2.50785, 1.0], [16, -0.0999928, -0.267375, 2.38016, 1.0], [17, -0.0744396, -0.678379, 2.48187, 1.0], [18, -0.103999, -1.04309, 2.5795, 1.0], [19, -0.105668, -1.10823, 2.48795, 1.0], [20, -0.187645, 0.28618, 2.33159, 1.0], [21, -0.412364, -0.395861, 2.19771, 1.0], [22, -0.352557, -0.36258, 2.193, 1.0], [23, 0.0930415, -0.387956, 2.2465, 1.0], [24, 0.131282, -0.33667, 2.21621, 1.0]]
[[0, -0.182861, -0.27107, 2.40792, 1.0], [1, -0.18593, 0.0506762, 2.36937, 1.0], [2, -0.187536, 0.363906, 2.31694, 1.0], [3, -0.194473, 0.523428, 2.25368, 1.0], [4, -0.36791, 0.24265, 2.28294, 1.0], [5, -0.413737, -0.0408222, 2.27112, 1.0], [6, -0.437967, -0.278999, 2.22117, 1.0], [7, -0.435095, -0.330841, 2.18921, 1.0], [8, -0.0145824, 0.249772, 2.32807, 1.0], [9, 0.0452975, -0.0139063, 2.31817, 1.0], [10, 0.0861964, -0.251302, 2.27632, 1.0], [11, 0.0964827, -0.319497, 2.23934, 1.0], [12, -0.260439, -0.268516, 2.36028, 1.0], [13, -0.283238, -0.685453, 2.50531, 1.0], [14, -0.253268, -1.04773, 2.59712, 1.0], [15, -0.263166, -1.109, 2.50764, 1.0], [16, -0.0995435, -0.265119, 2.37997, 1.0], [17, -0.0743453, -0.678416, 2.4817, 1.0], [18, -0.104121, -1.04203, 2.58007, 1.0], [19, -0.105942, -1.10755, 2.48943, 1.0], [20, -0.187347, 0.286878, 2.33243, 1.0], [21, -0.416383, -0.387529, 2.1732, 1.0], [22, -0.356771, -0.35704, 2.1675, 1.0], [23, 0.10435, -0.374596, 2.2186, 1.0], [24, 0.142981, -0.331713, 2.1984, 1.0]]
[[0, -0.18283, -0.270643, 2.40772, 1.0], [1, -0.185824, 0.0510923, 2.36964, 1.0], [2, -0.187286, 0.364373, 2.31816, 1.0], [3, -0.194178, 0.523618, 2.25483, 1.0], [4, -0.36782, 0.24317, 2.28343, 1.0], [5, -0.416429, -0.0368211, 2.26361, 1.0], [6, -0.440936, -0.269192, 2.19265, 1.0], [7, -0.435541, -0.328578, 2.1645, 1.0], [8, -0.0142753, 0.250684, 2.32877, 1.0], [9, 0.0464442, -0.00888611, 2.31201, 1.0], [10, 0.0889243, -0.244668, 2.25576, 1.0], [11, 0.097429, -0.311477, 2.21815, 1.0], [12, -0.260416, -0.268169, 2.36018, 1.0], [13, -0.283305, -0.681435, 2.50333, 1.0], [14, -0.253171, -1.0477, 2.5971, 1.0], [15, -0.262921, -1.10903, 2.50729, 1.0], [16, -0.0995063, -0.264613, 2.37968, 1.0], [17, -0.0742025, -0.677794, 2.48141, 1.0], [18, -0.104066, -1.04185, 2.58014, 1.0], [19, -0.106022, -1.10715, 2.48971, 1.0], [20, -0.187141, 0.287349, 2.33335, 1.0], [21, -0.414239, -0.377905, 2.14996, 1.0], [22, -0.337639, -0.348343, 2.1469, 1.0], [23, 0.0892012, -0.375202, 2.20015, 1.0], [24, 0.155455, -0.324841, 2.186, 1.0]]
[[0, -0.182978, -0.269337, 2.40759, 1.0], [1, -0.185681, 0.0520117, 2.37021, 1.0], [2, -0.186817, 0.364996, 2.31966, 1.0], [3, -0.193967, 0.524013, 2.25624, 1.0], [4, -0.367783, 0.244853, 2.28504, 1.0], [5, -0.417719, -0.030581, 2.25659, 1.0], [6, -0.443373, -0.258792, 2.17752, 1.0], [7, -0.432701, -0.319832, 2.13833, 1.0], [8, -0.0141089, 0.251405, 2.32928, 1.0], [9, 0.0488715, 0.0023767, 2.30404, 1.0], [10, 0.0920089, -0.238045, 2.24051, 1.0], [11, 0.101387, -0.300142, 2.19571, 1.0], [12, -0.260608, -0.266686, 2.36001, 1.0], [13, -0.28324, -0.680955, 2.50303, 1.0], [14, -0.25329, -1.04793, 2.59706, 1.0], [15, -0.262977, -1.10939, 2.50778, 1.0], [16, -0.0996125, -0.263516, 2.3796, 1.0], [17, -0.0741051, -0.677685, 2.48127, 1.0], [18, -0.103948, -1.04157, 2.57961, 1.0], [19, -0.106174, -1.10717, 2.48987, 1.0], [20, -0.186767, 0.288061, 2.33459, 1.0], [21, -0.419428, -0.366319, 2.12146, 1.0], [22, -0.330602, -0.340724, 2.12308, 1.0], [23, 0.0959915, -0.362936, 2.17145, 1.0], [24, 0.158289, -0.314181, 2.1638, 1.0]]
[[0, -0.182928, -0.269195, 2.40757, 1.0], [1, -0.185591, 0.0524803, 2.37098, 1.0], [2, -0.186802, 0.365717, 2.32201, 1.0], [3, -0.193819, 0.524147, 2.25746, 1.0], [4, -0.367391, 0.247001, 2.28692, 1.0], [5, -0.422194, -0.0228746, 2.24547, 1.0], [6, -0.444455, -0.242975, 2.14755, 1.0], [7, -0.433179, -0.305276, 2.11015, 1.0], [8, -0.0140845, 0.252261, 2.32974, 1.0], [9, 0.0502224, 0.0130189, 2.29755, 1.0], [10, 0.0942093, -0.228011, 2.21745, 1.0], [11, 0.104753, -0.289978, 2.17014, 1.0], [12, -0.260613, -0.266679, 2.36014, 1.0], [13, -0.283386, -0.680887, 2.5031, 1.0], [14, -0.253369, -1.0471, 2.59646, 1.0], [15, -0.262918, -1.10939, 2.50788, 1.0], [16, -0.0993969, -0.262948, 2.37935, 1.0], [17, -0.0751497, -0.680725, 2.48226, 1.0], [18, -0.104426, -1.04238, 2.58013, 1.0], [19, -0.106209, -1.10729, 2.48978, 1.0], [20, -0.186719, 0.288733, 2.33652, 1.0], [21, -0.410712, -0.352407, 2.08738, 1.0], [22, -0.333912, -0.326279, 2.09346, 1.0], [23, 0.0906768, -0.354872, 2.14997, 1.0], [24, 0.158332, -0.301132, 2.13295, 1.0]]
[[0, -0.1832, -0.268687, 2.40782, 1.0], [1, -0.185705, 0.0532039, 2.37242, 1.0], [2, -0.186568, 0.366341, 2.32504, 1.0], [3, -0.193568, 0.524046, 2.25967, 1.0], [4, -0.367315, 0.250041, 2.28975, 1.0], [5, -0.426965, -0.00237853, 2.23764, 1.0], [6, -0.446134, -0.217212, 2.13218, 1.0], [7, -0.43183, -0.294681, 2.07954, 1.0], [8, -0.0143066, 0.253105, 2.33146, 1.0], [9, 0.0538961, 0.0211112, 2.28834, 1.0], [10, 0.0989733, -0.218459, 2.1983, 1.0], [11, 0.10544, -0.282351, 2.14336, 1.0], [12, -0.260987, -0.266423, 2.36043, 1.0], [13, -0.283823, -0.679798, 2.5027, 1.0], [14, -0.253768, -1.047, 2.59648, 1.0], [15, -0.262824, -1.10968, 2.50825, 1.0], [16, -0.0995736, -0.262137, 2.37961, 1.0], [17, -0.0755714, -0.680968, 2.48256, 1.0], [18, -0.104349, -1.04279, 2.58118, 1.0], [19, -0.106198, -1.10722, 2.49017, 1.0], [20, -0.186588, 0.289408, 2.33916, 1.0], [21, -0.40737, -0.335767, 2.05592, 1.0], [22, -0.334802, -0.310954, 2.06264, 1.0], [23, 0.0897054, -0.343921, 2.12072, 1.0], [24, 0.177295, -0.296981, 2.11154, 1.0]]
