[[0, -0.257676, -0.411766, 2.24487, 1.0], [1, -0.275001, -0.113457, 2.18572, 1.0], [2, -0.289991, 0.177732, 2.11322, 1.0], [3, -0.27593, 0.295363, 2.07256, 1.0], [4, -0.456251, 0.0989376, 2.156, 1.0], [5, -0.555549, -0.0619789, 2.27175, 1.0], [6, -0.474139, -0.226254, 2.22382, 1.0], [7, -0.433148, -0.281576, 2.18906, 1.0], [8, -0.0982587, 0.0847489, 2.13755, 1.0], [9, 0.0191557, -0.0442626, 2.23173, 1.0], [10, -0.0658711, -0.212293, 2.18288, 1.0], [11, -0.119366, -0.253058, 2.16, 1.0], [12, -0.335411, -0.402104, 2.21095, 1.0], [13, -0.388114, -0.727962, 2.31475, 1.0], [14, -0.408297, -1.09407, 2.42951, 1.0], [15, -0.434326, -1.16016, 2.35742, 1.0], [16, -0.171975, -0.408741, 2.20962, 1.0], [17, -0.129286, -0.72818, 2.3035, 1.0], [18, -0.0978905, -1.10023, 2.4122, 1.0], [19, -0.0762939, -1.1543, 2.33984, 1.0], [20, -0.286634, 0.105974, 2.13367, 1.0], [21, -0.452355, -0.384363, 2.22949, 1.0], [22, -0.408757, -0.312796, 2.1499, 1.0], [23, -0.149128, -0.326018, 2.12656, 1.0], [24, -0.157899, -0.211198, 2.11324, 1.0]]
[[0, -0.2578, -0.411649, 2.2452, 1.0], [1, -0.275024, -0.113467, 2.18579, 1.0], [2, -0.289981, 0.177671, 2.11321, 1.0], [3, -0.275913, 0.295362, 2.07255, 1.0], [4, -0.456231, 0.0989343, 2.15602, 1.0], [5, -0.554801, -0.0626297, 2.27116, 1.0], [6, -0.474314, -0.226998, 2.22386, 1.0], [7, -0.422117, -0.275438, 2.17374, 1.0], [8, -0.098232, 0.0847214, 2.13754, 1.0], [9, 0.0220284, -0.0386752, 2.23173, 1.0], [10, -0.0655332, -0.211586, 2.18287, 1.0], [11, -0.117589, -0.253254, 2.15946, 1.0], [12, -0.335533, -0.401972, 2.21128, 1.0], [13, -0.388113, -0.727851, 2.31464, 1.0], [14, -0.404911, -1.0877, 2.42558, 1.0], [15, -0.434434, -1.16026, 2.35742, 1.0], [16, -0.1721, -0.408645, 2.20995, 1.0], [17, -0.129172, -0.728538, 2.30367, 1.0], [18, -0.0977427, -1.10098, 2.41195, 1.0], [19, -0.0712624, -1.1582, 2.32911, 1.0], [20, -0.286631, 0.105934, 2.13368, 1.0], [21, -0.389669, -0.362876, 2.13783, 1.0], [22, -0.381331, -0.249232, 2.1173, 1.0], [23, -0.149089, -0.325928, 2.126, 1.0], [24, -0.15788, -0.210664, 2.11298, 1.0]]
[[0, -0.258432, -0.410751, 2.24552, 1.0], [1, -0.275097, -0.1133, 2.18583, 1.0], [2, -0.289913, 0.177643, 2.11318, 1.0], [3, -0.275916, 0.295374, 2.07257, 1.0], [4, -0.455584, 0.0989195, 2.15599, 1.0], [5, -0.540319, -0.0888641, 2.26862, 1.0], [6, -0.463271, -0.255082, 2.21547, 1.0], [7, -0.417341, -0.301351, 2.16667, 1.0], [8, -0.0981703, 0.0846614, 2.13742, 1.0], [9, 0.022038, -0.0395652, 2.23144, 1.0], [10, -0.0657215, -0.21646, 2.18097, 1.0], [11, -0.119252, -0.264752, 2.15802, 1.0], [12, -0.336164, -0.401031, 2.21163, 1.0], [13, -0.387917, -0.727755, 2.31462, 1.0], [14, -0.40418, -1.08497, 2.42352, 1.0], [15, -0.434484, -1.16026, 2.35773, 1.0], [16, -0.172719, -0.407824, 2.21028, 1.0], [17, -0.129027, -0.729397, 2.30417, 1.0], [18, -0.0975311, -1.10171, 2.41061, 1.0], [19, -0.0697237, -1.16096, 2.32163, 1.0], [20, -0.286606, 0.105935, 2.13365, 1.0], [21, -0.384604, -0.386998, 2.1288, 1.0], [22, -0.37804, -0.266977, 2.105, 1.0], [23, -0.150046, -0.3366, 2.12473, 1.0], [24, -0.157808, -0.214112, 2.1129, 1.0]]
[[0, -0.258825, -0.409908, 2.24575, 1.0], [1, -0.275102, -0.113125, 2.18585, 1.0], [2, -0.289732, 0.177585, 2.11315, 1.0], [3, -0.27576, 0.29537, 2.07255, 1.0], [4, -0.45563, 0.0990139, 2.15628, 1.0], [5, -0.544076, -0.0817141, 2.27066, 1.0], [6, -0.465463, -0.247718, 2.21716, 1.0], [7, -0.41983, -0.295985, 2.17208, 1.0], [8, -0.0973898, 0.083881, 2.13711, 1.0], [9, 0.0226645, -0.0407316, 2.2308, 1.0], [10, -0.065253, -0.216819, 2.18117, 1.0], [11, -0.118776, -0.264796, 2.15886, 1.0], [12, -0.336598, -0.399826, 2.2121, 1.0], [13, -0.387724, -0.727399, 2.31443, 1.0], [14, -0.406591, -1.08817, 2.42665, 1.0], [15, -0.434959, -1.16056, 2.3577, 1.0], [16, -0.173061, -0.407294, 2.21037, 1.0], [17, -0.128968, -0.729379, 2.30419, 1.0], [18, -0.0975049, -1.10165, 2.41057, 1.0], [19, -0.0738267, -1.15808, 2.3295, 1.0], [20, -0.286507, 0.105934, 2.13362, 1.0], [21, -0.383435, -0.38417, 2.12801, 1.0], [22, -0.377468, -0.261675, 2.10988, 1.0], [23, -0.150921, -0.336096, 2.12361, 1.0], [24, -0.157755, -0.214705, 2.11311, 1.0]]
[[0, -0.259509, -0.409535, 2.2458, 1.0], [1, -0.275185, -0.113037, 2.18583, 1.0], [2, -0.289591, 0.177557, 2.11312, 1.0], [3, -0.275455, 0.295219, 2.07232, 1.0], [4, -0.45557, 0.0991073, 2.15628, 1.0], [5, -0.545331, -0.0794985, 2.27, 1.0], [6, -0.46658, -0.246118, 2.21857, 1.0], [7, -0.418582, -0.299553, 2.17391, 1.0], [8, -0.0969191, 0.0833249, 2.13581, 1.0], [9, 0.0253321, -0.0378829, 2.22993, 1.0], [10, -0.0668304, -0.225158, 2.17857, 1.0], [11, -0.122677, -0.277481, 2.15452, 1.0], [12, -0.337279, -0.399319, 2.21228, 1.0], [13, -0.387435, -0.727743, 2.31462, 1.0], [14, -0.406985, -1.08917, 2.42676, 1.0], [15, -0.433528, -1.16131, 2.35352, 1.0], [16, -0.173748, -0.407063, 2.21034, 1.0], [17, -0.128889, -0.729362, 2.30422, 1.0], [18, -0.0975017, -1.10156, 2.41043, 1.0], [19, -0.074926, -1.15718, 2.33197, 1.0], [20, -0.286453, 0.105934, 2.13359, 1.0], [21, -0.38856, -0.379164, 2.13747, 1.0], [22, -0.379218, -0.257543, 2.11405, 1.0], [23, -0.154716, -0.348767, 2.12395, 1.0], [24, -0.161524, -0.228125, 2.10789, 1.0]]
[[0, -0.259685, -0.40934, 2.24588, 1.0], [1, -0.275108, -0.11299, 2.1858, 1.0], [2, -0.28861, 0.177366, 2.11282, 1.0], [3, -0.275326, 0.295226, 2.07217, 1.0], [4, -0.455381, 0.0993633, 2.15623, 1.0], [5, -0.546705, -0.0775146, 2.2695, 1.0], [6, -0.46579, -0.243723, 2.22059, 1.0], [7, -0.419263, -0.294808, 2.1763, 1.0], [8, -0.0964643, 0.0827875, 2.13485, 1.0], [9, 0.0267502, -0.0364423, 2.22906, 1.0], [10, -0.0666784, -0.225176, 2.17858, 1.0], [11, -0.121514, -0.277154, 2.15411, 1.0], [12, -0.337462, -0.398988, 2.21237, 1.0], [13, -0.387328, -0.727605, 2.31461, 1.0], [14, -0.40711, -1.08955, 2.42701, 1.0], [15, -0.433555, -1.16133, 2.35352, 1.0], [16, -0.173926, -0.406983, 2.21044, 1.0], [17, -0.128763, -0.729541, 2.30415, 1.0], [18, -0.0973598, -1.10176, 2.41024, 1.0], [19, -0.074932, -1.15726, 2.33197, 1.0], [20, -0.285795, 0.10585, 2.1334, 1.0], [21, -0.387879, -0.378415, 2.13237, 1.0], [22, -0.377796, -0.259419, 2.11335, 1.0], [23, -0.157474, -0.349784, 2.12108, 1.0], [24, -0.161777, -0.226936, 2.10579, 1.0]]
[[0, -0.259736, -0.409108, 2.24616, 1.0], [1, -0.275106, -0.112904, 2.18588, 1.0], [2, -0.288589, 0.177356, 2.1128, 1.0], [3, -0.27526, 0.295194, 2.07207, 1.0], [4, -0.455214, 0.0993781, 2.15631, 1.0], [5, -0.54331, -0.0857637, 2.26752, 1.0], [6, -0.460285, -0.25125, 2.21885, 1.0], [7, -0.417601, -0.296777, 2.1747, 1.0], [8, -0.0961949, 0.082451, 2.13449, 1.0], [9, 0.0287772, -0.0360527, 2.22837, 1.0], [10, -0.0656564, -0.224853, 2.17924, 1.0], [11, -0.120406, -0.277143, 2.15586, 1.0], [12, -0.337497, -0.398708, 2.21263, 1.0], [13, -0.387257, -0.727811, 2.31496, 1.0], [14, -0.407508, -1.09016, 2.4276, 1.0], [15, -0.43412, -1.16117, 2.35436, 1.0], [16, -0.173992, -0.406822, 2.21075, 1.0], [17, -0.128487, -0.73177, 2.30526, 1.0], [18, -0.0961843, -1.10507, 2.40914, 1.0], [19, -0.0749232, -1.15929, 2.33117, 1.0], [20, -0.285773, 0.10585, 2.13339, 1.0], [21, -0.380497, -0.384125, 2.12774, 1.0], [22, -0.376722, -0.261376, 2.11431, 1.0], [23, -0.154674, -0.348663, 2.12331, 1.0], [24, -0.160837, -0.225866, 2.10792, 1.0]]
[[0, -0.259978, -0.408835, 2.24657, 1.0], [1, -0.275102, -0.112891, 2.18589, 1.0], [2, -0.288372, 0.177129, 2.11264, 1.0], [3, -0.274894, 0.294733, 2.07152, 1.0], [4, -0.455189, 0.0993462, 2.15631, 1.0], [5, -0.548312, -0.0760028, 2.26671, 1.0], [6, -0.464279, -0.241828, 2.22254, 1.0], [7, -0.418887, -0.289931, 2.17756, 1.0], [8, -0.0959715, 0.0821479, 2.13419, 1.0], [9, 0.0306504, -0.0352145, 2.22565, 1.0], [10, -0.0644422, -0.225116, 2.18021, 1.0], [11, -0.118304, -0.277477, 2.15643, 1.0], [12, -0.337718, -0.398424, 2.21301, 1.0], [13, -0.386942, -0.725271, 2.31488, 1.0], [14, -0.404613, -1.08469, 2.42469, 1.0], [15, -0.434028, -1.16099, 2.35285, 1.0], [16, -0.174247, -0.406593, 2.21121, 1.0], [17, -0.128415, -0.731531, 2.3051, 1.0], [18, -0.096318, -1.10473, 2.40905, 1.0], [19, -0.0749357, -1.159, 2.33211, 1.0], [20, -0.285641, 0.105727, 2.13332, 1.0], [21, -0.385254, -0.37969, 2.14089, 1.0], [22, -0.377056, -0.259358, 2.1178, 1.0], [23, -0.152822, -0.348982, 2.12211, 1.0], [24, -0.158193, -0.22365, 2.11012, 1.0]]
[[0, -0.260065, -0.408741, 2.24664, 1.0], [1, -0.275084, -0.11288, 2.18587, 1.0], [2, -0.288096, 0.176994, 2.1125, 1.0], [3, -0.274581, 0.294613, 2.07113, 1.0], [4, -0.455089, 0.0993556, 2.15637, 1.0], [5, -0.549376, -0.0743013, 2.26731, 1.0], [6, -0.463963, -0.239495, 2.22367, 1.0], [7, -0.420153, -0.28907, 2.18005, 1.0], [8, -0.0956479, 0.0817713, 2.13361, 1.0], [9, 0.0317889, -0.0404182, 2.223, 1.0], [10, -0.0638098, -0.225723, 2.18056, 1.0], [11, -0.116613, -0.272016, 2.15782, 1.0], [12, -0.337841, -0.398235, 2.21329, 1.0], [13, -0.38635, -0.725174, 2.31506, 1.0], [14, -0.405301, -1.08557, 2.42546, 1.0], [15, -0.433017, -1.16084, 2.35155, 1.0], [16, -0.174308, -0.406558, 2.21119, 1.0], [17, -0.128247, -0.731404, 2.3051, 1.0], [18, -0.0962649, -1.10479, 2.409, 1.0], [19, -0.0749267, -1.15885, 2.33243, 1.0], [20, -0.285445, 0.105647, 2.13322, 1.0], [21, -0.381118, -0.369025, 2.1357, 1.0], [22, -0.375473, -0.255574, 2.11967, 1.0], [23, -0.15188, -0.344477, 2.12392, 1.0], [24, -0.157776, -0.221395, 2.10973, 1.0]]
[[0, -0.261413, -0.408471, 2.24803, 1.0], [1, -0.275252, -0.112904, 2.18609, 1.0], [2, -0.287878, 0.176755, 2.11237, 1.0], [3, -0.274478, 0.294581, 2.07103, 1.0], [4, -0.455073, 0.0993674, 2.15647, 1.0], [5, -0.550555, -0.0719813, 2.26784, 1.0], [6, -0.46448, -0.23689, 2.22475, 1.0], [7, -0.420138, -0.289114, 2.18151, 1.0], [8, -0.0952605, 0.0813754, 2.13311, 1.0], [9, 0.032429, -0.0413298, 2.22251, 1.0], [10, -0.0630642, -0.226274, 2.18117, 1.0], [11, -0.116868, -0.276646, 2.1585, 1.0], [12, -0.339508, -0.399445, 2.2156, 1.0], [13, -0.386074, -0.724659, 2.31579, 1.0], [14, -0.405613, -1.0863, 2.42753, 1.0], [15, -0.433672, -1.1598, 2.35547, 1.0], [16, -0.175771, -0.404975, 2.21223, 1.0], [17, -0.128049, -0.731305, 2.30525, 1.0], [18, -0.0962864, -1.10463, 2.40905, 1.0], [19, -0.0750571, -1.15867, 2.33307, 1.0], [20, -0.285348, 0.105512, 2.13319, 1.0], [21, -0.381813, -0.366182, 2.1395, 1.0], [22, -0.375019, -0.255429, 2.12046, 1.0], [23, -0.149024, -0.349062, 2.12568, 1.0], [24, -0.157646, -0.225217, 2.11005, 1.0]]
[[0, -0.261885, -0.408475, 2.24843, 1.0], [1, -0.275304, -0.1129, 2.18611, 1.0], [2, -0.287705, 0.176691, 2.1121, 1.0], [3, -0.273975, 0.294455, 2.07051, 1.0], [4, -0.454953, 0.099336, 2.15642, 1.0], [5, -0.545054, -0.0843813, 2.26678, 1.0], [6, -0.460192, -0.250052, 2.22352, 1.0], [7, -0.420489, -0.297727, 2.1811, 1.0], [8, -0.0949269, 0.0809919, 2.13236, 1.0], [9, 0.0331629, -0.0424564, 2.22206, 1.0], [10, -0.0622922, -0.226467, 2.18165, 1.0], [11, -0.116311, -0.276708, 2.15868, 1.0], [12, -0.340111, -0.400258, 2.21624, 1.0], [13, -0.385981, -0.724641, 2.31595, 1.0], [14, -0.406389, -1.08749, 2.4282, 1.0], [15, -0.43428, -1.15997, 2.35597, 1.0], [16, -0.176302, -0.404275, 2.21259, 1.0], [17, -0.127947, -0.731453, 2.30537, 1.0], [18, -0.0964983, -1.10401, 2.40895, 1.0], [19, -0.0749449, -1.15934, 2.33269, 1.0], [20, -0.285263, 0.105472, 2.13305, 1.0], [21, -0.375814, -0.379456, 2.12574, 1.0], [22, -0.460171, -0.373886, 2.2466, 1.0], [23, -0.147561, -0.349907, 2.12897, 1.0], [24, -0.155822, -0.228529, 2.11068, 1.0]]
