[[0, -0.247569, -0.50755, 3.05697, 1.0], [1, -0.237282, -0.171786, 3.0342, 1.0], [2, -0.225438, 0.153229, 2.99787, 1.0], [3, -0.211531, 0.311525, 2.97284, 1.0], [4, -0.40639, 0.0648962, 2.99209, 1.0], [5, -0.458328, -0.232873, 2.99644, 1.0], [6, -0.45939, -0.50073, 2.92345, 1.0], [7, -0.455301, -0.536708, 2.90309, 1.0], [8, -0.043025, 0.0390397, 3.03549, 1.0], [9, -0.0148046, -0.254191, 3.05058, 1.0], [10, -0.0109878, -0.513101, 2.97703, 1.0], [11, -0.0157, -0.577357, 2.95048, 1.0], [12, -0.326936, -0.495474, 3.00907, 1.0], [13, -0.385637, -0.877862, 3.06184, 1.0], [14, -0.439055, -1.29057, 3.13587, 1.0], [15, -0.455137, -1.33656, 3.02847, 1.0], [16, -0.161954, -0.507121, 3.02744, 1.0], [17, -0.139289, -0.885239, 3.10475, 1.0], [18, -0.108193, -1.26937, 3.18897, 1.0], [19, -0.128662, -1.3623, 3.11523, 1.0], [20, -0.228554, 0.073484, 3.00957, 1.0], [21, -0.446215, -0.601893, 2.89077, 1.0], [22, -0.485037, -0.539315, 2.88241, 1.0], [23, -0.0140781, -0.63963, 2.94796, 1.0], [24, 0.0198109, -0.588259, 2.92922, 1.0]]
[[0, -0.247431, -0.507498, 3.05713, 1.0], [1, -0.237276, -0.171884, 3.03424, 1.0], [2, -0.225616, 0.153143, 2.9977, 1.0], [3, -0.211767, 0.311907, 2.97245, 1.0], [4, -0.4064, 0.0645026, 2.99146, 1.0], [5, -0.457011, -0.235817, 2.99376, 1.0], [6, -0.45636, -0.501091, 2.92158, 1.0], [7, -0.455508, -0.531521, 2.90211, 1.0], [8, -0.0429935, 0.039118, 3.03528, 1.0], [9, -0.0149764, -0.254713, 3.04841, 1.0], [10, -0.0120708, -0.513654, 2.97581, 1.0], [11, -0.0182804, -0.578789, 2.94854, 1.0], [12, -0.326851, -0.495472, 3.00915, 1.0], [13, -0.385053, -0.87842, 3.06294, 1.0], [14, -0.437209, -1.29123, 3.13647, 1.0], [15, -0.455102, -1.33703, 3.02985, 1.0], [16, -0.161745, -0.506954, 3.0277, 1.0], [17, -0.139484, -0.885585, 3.10536, 1.0], [18, -0.109965, -1.27305, 3.18756, 1.0], [19, -0.0869537, -1.36882, 3.09848, 1.0], [20, -0.228672, 0.0733521, 3.00947, 1.0], [21, -0.456737, -0.58389, 2.88865, 1.0], [22, -0.494328, -0.502024, 2.87157, 1.0], [23, -0.0140593, -0.638124, 2.94104, 1.0], [24, 0.0188671, -0.577805, 2.9309, 1.0]]
[[0, -0.247128, -0.507559, 3.05731, 1.0], [1, -0.237, -0.1724, 3.03427, 1.0], [2, -0.225508, 0.152598, 2.99745, 1.0], [3, -0.21194, 0.311579, 2.97242, 1.0], [4, -0.406513, 0.0641402, 2.9914, 1.0], [5, -0.456416, -0.235721, 2.9922, 1.0], [6, -0.454756, -0.500725, 2.91951, 1.0], [7, -0.452712, -0.536495, 2.89991, 1.0], [8, -0.0430239, 0.0390323, 3.03509, 1.0], [9, -0.0147132, -0.255563, 3.04623, 1.0], [10, -0.0122236, -0.513649, 2.97233, 1.0], [11, -0.0176917, -0.578593, 2.94536, 1.0], [12, -0.326627, -0.495554, 3.00918, 1.0], [13, -0.385084, -0.877757, 3.06267, 1.0], [14, -0.43659, -1.28725, 3.12142, 1.0], [15, -0.451042, -1.34834, 3.03051, 1.0], [16, -0.16133, -0.506945, 3.02809, 1.0], [17, -0.139527, -0.885359, 3.10556, 1.0], [18, -0.109589, -1.26971, 3.18822, 1.0], [19, -0.0791353, -1.36935, 3.10134, 1.0], [20, -0.228516, 0.0727157, 3.00928, 1.0], [21, -0.443264, -0.600556, 2.88681, 1.0], [22, -0.482405, -0.515598, 2.87295, 1.0], [23, -0.0140063, -0.637137, 2.93646, 1.0], [24, 0.012182, -0.58242, 2.93008, 1.0]]
[[0, -0.246729, -0.50773, 3.05749, 1.0], [1, -0.23645, -0.173, 3.03418, 1.0], [2, -0.22493, 0.152012, 2.99688, 1.0], [3, -0.211995, 0.311538, 2.97229, 1.0], [4, -0.406659, 0.0641453, 2.99123, 1.0], [5, -0.456077, -0.239084, 2.98959, 1.0], [6, -0.458334, -0.484468, 2.91276, 1.0], [7, -0.452999, -0.527532, 2.90189, 1.0], [8, -0.0430368, 0.0390976, 3.03506, 1.0], [9, -0.0154547, -0.255585, 3.04418, 1.0], [10, -0.012516, -0.512566, 2.97021, 1.0], [11, -0.0171278, -0.580232, 2.94642, 1.0], [12, -0.326275, -0.495735, 3.00912, 1.0], [13, -0.386078, -0.87856, 3.06297, 1.0], [14, -0.436663, -1.28736, 3.12129, 1.0], [15, -0.46847, -1.35042, 3.02654, 1.0], [16, -0.160821, -0.507093, 3.02859, 1.0], [17, -0.139516, -0.885635, 3.10599, 1.0], [18, -0.104963, -1.28119, 3.19006, 1.0], [19, -0.066799, -1.36857, 3.08346, 1.0], [20, -0.227939, 0.0720489, 3.00883, 1.0], [21, -0.447972, -0.59315, 2.88648, 1.0], [22, -0.485849, -0.518036, 2.8761, 1.0], [23, -0.0173959, -0.646113, 2.9441, 1.0], [24, 0.0121702, -0.599865, 2.9322, 1.0]]
[[0, -0.246518, -0.507874, 3.05768, 1.0], [1, -0.236157, -0.173264, 3.03425, 1.0], [2, -0.224633, 0.151923, 2.99676, 1.0], [3, -0.212108, 0.311423, 2.97174, 1.0], [4, -0.406615, 0.0640187, 2.99108, 1.0], [5, -0.456271, -0.240006, 2.98852, 1.0], [6, -0.452677, -0.489585, 2.9159, 1.0], [7, -0.45385, -0.526572, 2.89909, 1.0], [8, -0.043053, 0.0388705, 3.03485, 1.0], [9, -0.0158738, -0.255629, 3.04341, 1.0], [10, -0.0127418, -0.511883, 2.96827, 1.0], [11, -0.0179376, -0.580307, 2.9442, 1.0], [12, -0.326023, -0.496437, 3.00927, 1.0], [13, -0.386087, -0.878545, 3.06297, 1.0], [14, -0.440393, -1.29398, 3.13091, 1.0], [15, -0.463499, -1.34749, 3.02615, 1.0], [16, -0.160513, -0.506852, 3.02891, 1.0], [17, -0.139518, -0.885512, 3.1063, 1.0], [18, -0.107128, -1.28071, 3.18919, 1.0], [19, -0.0684886, -1.36886, 3.08281, 1.0], [20, -0.227651, 0.07189, 3.00875, 1.0], [21, -0.455407, -0.584517, 2.88848, 1.0], [22, -0.493266, -0.498599, 2.87322, 1.0], [23, -0.0158203, -0.644443, 2.93487, 1.0], [24, 0.0134912, -0.579996, 2.92557, 1.0]]
[[0, -0.246472, -0.508067, 3.05797, 1.0], [1, -0.236263, -0.173347, 3.03426, 1.0], [2, -0.225225, 0.15215, 2.99635, 1.0], [3, -0.212195, 0.310845, 2.97168, 1.0], [4, -0.406704, 0.0639671, 2.99102, 1.0], [5, -0.456619, -0.238205, 2.98633, 1.0], [6, -0.452596, -0.492257, 2.91434, 1.0], [7, -0.45361, -0.533578, 2.89954, 1.0], [8, -0.0430716, 0.0388879, 3.03483, 1.0], [9, -0.01682, -0.255467, 3.04087, 1.0], [10, -0.013409, -0.511107, 2.96685, 1.0], [11, -0.0203077, -0.580066, 2.94071, 1.0], [12, -0.325955, -0.496704, 3.00943, 1.0], [13, -0.377399, -0.816669, 3.04756, 1.0], [14, -0.438439, -1.28259, 3.13172, 1.0], [15, -0.461915, -1.34562, 3.02788, 1.0], [16, -0.160514, -0.506925, 3.02929, 1.0], [17, -0.138826, -0.886163, 3.10718, 1.0], [18, -0.105689, -1.27839, 3.18679, 1.0], [19, -0.073385, -1.36801, 3.0813, 1.0], [20, -0.228057, 0.0719521, 3.00851, 1.0], [21, -0.448949, -0.603217, 2.8981, 1.0], [22, -0.488243, -0.53838, 2.8785, 1.0], [23, -0.0158863, -0.645409, 2.93925, 1.0], [24, 0.0122067, -0.583539, 2.91883, 1.0]]
[[0, -0.246266, -0.508206, 3.05835, 1.0], [1, -0.236499, -0.173546, 3.0344, 1.0], [2, -0.22642, 0.152018, 2.9962, 1.0], [3, -0.212417, 0.310916, 2.97157, 1.0], [4, -0.406874, 0.063558, 2.99069, 1.0], [5, -0.456857, -0.232287, 2.98221, 1.0], [6, -0.453114, -0.493288, 2.91187, 1.0], [7, -0.453038, -0.538659, 2.89452, 1.0], [8, -0.0430742, 0.0388915, 3.03483, 1.0], [9, -0.0169418, -0.255669, 3.03681, 1.0], [10, -0.013625, -0.505212, 2.96012, 1.0], [11, -0.0179199, -0.577656, 2.93102, 1.0], [12, -0.325763, -0.496892, 3.00965, 1.0], [13, -0.391271, -0.874839, 3.05871, 1.0], [14, -0.439118, -1.29246, 3.13138, 1.0], [15, -0.45997, -1.34524, 3.02777, 1.0], [16, -0.160333, -0.506948, 3.0298, 1.0], [17, -0.137193, -0.890308, 3.10921, 1.0], [18, -0.107997, -1.27683, 3.18807, 1.0], [19, -0.0418091, -1.37305, 3.14258, 1.0], [20, -0.228948, 0.071748, 3.00846, 1.0], [21, -0.454096, -0.603054, 2.89442, 1.0], [22, -0.482046, -0.523032, 2.86159, 1.0], [23, -0.0139324, -0.642575, 2.92496, 1.0], [24, 0.0122951, -0.575927, 2.90818, 1.0]]
[[0, -0.246554, -0.508215, 3.05843, 1.0], [1, -0.236622, -0.173591, 3.03442, 1.0], [2, -0.226431, 0.152036, 2.99618, 1.0], [3, -0.21249, 0.311115, 2.97147, 1.0], [4, -0.407, 0.0637966, 2.99033, 1.0], [5, -0.457582, -0.226699, 2.97736, 1.0], [6, -0.462348, -0.469733, 2.89423, 1.0], [7, -0.45863, -0.531267, 2.8823, 1.0], [8, -0.0433736, 0.0392782, 3.0343, 1.0], [9, -0.0152301, -0.248308, 3.02824, 1.0], [10, -0.0112194, -0.501419, 2.95193, 1.0], [11, -0.0130876, -0.56629, 2.91754, 1.0], [12, -0.326151, -0.49694, 3.00973, 1.0], [13, -0.390362, -0.875248, 3.05969, 1.0], [14, -0.436053, -1.29225, 3.13673, 1.0], [15, -0.457303, -1.34251, 3.03577, 1.0], [16, -0.160552, -0.506906, 3.02987, 1.0], [17, -0.137093, -0.890472, 3.1094, 1.0], [18, -0.108286, -1.26844, 3.1873, 1.0], [19, -0.110413, -1.36426, 3.125, 1.0], [20, -0.228977, 0.0717517, 3.00845, 1.0], [21, -0.459552, -0.6004, 2.88638, 1.0], [22, -0.485293, -0.529489, 2.84767, 1.0], [23, -0.00988572, -0.629924, 2.90323, 1.0], [24, 0.0220156, -0.551408, 2.89424, 1.0]]
[[0, -0.246998, -0.508721, 3.0589, 1.0], [1, -0.23662, -0.173913, 3.03465, 1.0], [2, -0.226068, 0.15195, 2.99629, 1.0], [3, -0.212553, 0.311094, 2.97173, 1.0], [4, -0.407067, 0.0631131, 2.98956, 1.0], [5, -0.461586, -0.21271, 2.9639, 1.0], [6, -0.464051, -0.478122, 2.87755, 1.0], [7, -0.465705, -0.53591, 2.85785, 1.0], [8, -0.0436975, 0.0400178, 3.03455, 1.0], [9, -0.01289, -0.244849, 3.02002, 1.0], [10, -0.00681218, -0.493571, 2.92163, 1.0], [11, -0.00886916, -0.560419, 2.89073, 1.0], [12, -0.326468, -0.497542, 3.01004, 1.0], [13, -0.389257, -0.87388, 3.06068, 1.0], [14, -0.436106, -1.2906, 3.1356, 1.0], [15, -0.453787, -1.33848, 3.03064, 1.0], [16, -0.161151, -0.507257, 3.03045, 1.0], [17, -0.137274, -0.88996, 3.10924, 1.0], [18, -0.106275, -1.27796, 3.18501, 1.0], [19, -0.0733032, -1.36328, 3.08008, 1.0], [20, -0.228758, 0.071613, 3.00855, 1.0], [21, -0.465967, -0.60343, 2.85766, 1.0], [22, -0.494301, -0.549391, 2.8318, 1.0], [23, -0.00586242, -0.622939, 2.87105, 1.0], [24, 0.028864, -0.547583, 2.8675, 1.0]]
[[0, -0.247701, -0.508669, 3.05958, 1.0], [1, -0.237212, -0.174063, 3.03534, 1.0], [2, -0.226402, 0.151917, 2.99686, 1.0], [3, -0.212837, 0.311277, 2.97218, 1.0], [4, -0.406912, 0.0631545, 2.98911, 1.0], [5, -0.462758, -0.211122, 2.95432, 1.0], [6, -0.469868, -0.469315, 2.83732, 1.0], [7, -0.475583, -0.545166, 2.81875, 1.0], [8, -0.0446908, 0.0414564, 3.03451, 1.0], [9, -0.00953621, -0.238203, 3.01225, 1.0], [10, -0.000686669, -0.478647, 2.89326, 1.0], [11, -0.00238917, -0.544809, 2.8574, 1.0], [12, -0.327194, -0.497987, 3.01105, 1.0], [13, -0.388669, -0.87424, 3.06155, 1.0], [14, -0.436101, -1.29029, 3.1362, 1.0], [15, -0.456791, -1.33776, 3.02804, 1.0], [16, -0.161979, -0.506708, 3.03092, 1.0], [17, -0.136709, -0.891245, 3.10967, 1.0], [18, -0.101388, -1.27507, 3.18108, 1.0], [19, -0.0717987, -1.36434, 3.0769, 1.0], [20, -0.229166, 0.071527, 3.00915, 1.0], [21, -0.472522, -0.617105, 2.82003, 1.0], [22, -0.494062, -0.576932, 2.79283, 1.0], [23, -0.00191332, -0.607167, 2.8338, 1.0], [24, 0.0351306, -0.542736, 2.83071, 1.0]]
[[0, -0.250866, -0.510522, 3.06177, 1.0], [1, -0.238971, -0.174895, 3.03666, 1.0], [2, -0.227029, 0.151997, 2.99744, 1.0], [3, -0.213038, 0.311103, 2.97342, 1.0], [4, -0.406462, 0.0630444, 2.98865, 1.0], [5, -0.472845, -0.200148, 2.92324, 1.0], [6, -0.472829, -0.454146, 2.80657, 1.0], [7, -0.480057, -0.530132, 2.76826, 1.0], [8, -0.0466558, 0.0442687, 3.03447, 1.0], [9, -0.000835672, -0.211184, 2.99551, 1.0], [10, 0.00803654, -0.468698, 2.84941, 1.0], [11, 0.0054637, -0.543739, 2.81084, 1.0], [12, -0.33015, -0.499843, 3.0141, 1.0], [13, -0.379402, -0.819845, 3.05506, 1.0], [14, -0.435801, -1.2862, 3.14092, 1.0], [15, -0.453653, -1.33964, 3.02476, 1.0], [16, -0.165271, -0.508461, 3.03219, 1.0], [17, -0.136361, -0.891143, 3.10987, 1.0], [18, -0.108172, -1.27545, 3.18641, 1.0], [19, -0.131104, -1.36719, 3.11523, 1.0], [20, -0.230025, 0.0714238, 3.00987, 1.0], [21, -0.475122, -0.595757, 2.75363, 1.0], [22, -0.513907, -0.510569, 2.74046, 1.0], [23, 0.0115725, -0.604903, 2.78885, 1.0], [24, 0.0446504, -0.542652, 2.78543, 1.0]]
