[[0, 0.0883765, -0.277336, 2.74576, 1.0], [1, -0.000167102, 0.0180009, 2.67494, 1.0], [2, -0.0866472, 0.306358, 2.59079, 1.0], [3, -0.180376, 0.421855, 2.60333, 1.0], [4, -0.271386, 0.362845, 2.62365, 1.0], [5, -0.375701, 0.114106, 2.65876, 1.0], [6, -0.632971, 0.149623, 2.65799, 1.0], [7, -0.717506, 0.198933, 2.66314, 1.0], [8, 0.0525529, 0.263824, 2.57141, 1.0], [9, -0.125644, 0.463403, 2.50196, 1.0], [10, -0.346188, 0.619206, 2.47456, 1.0], [11, -0.430814, 0.643582, 2.49181, 1.0], [12, 0.0133732, -0.250982, 2.72374, 1.0], [13, -0.0659229, -0.544696, 2.54949, 1.0], [14, -0.0361111, -0.603006, 2.72664, 1.0], [15, -0.0434956, -0.728131, 2.71289, 1.0], [16, 0.161028, -0.296258, 2.69413, 1.0], [17, 0.065636, -0.612163, 2.61541, 1.0], [18, 0.139848, -0.63754, 2.748, 1.0], [19, 0.12287, -0.76125, 2.73684, 1.0], [20, -0.0653278, 0.235288, 2.61422, 1.0], [21, -0.781504, 0.235246, 2.70177, 1.0], [22, -0.75657, 0.156085, 2.67411, 1.0], [23, -0.49715, 0.669209, 2.53819, 1.0], [24, -0.499001, 0.569673, 2.49917, 1.0]]
[[0, 0.0703854, -0.273965, 2.76674, 1.0], [1, -0.00376899, 0.020468, 2.67991, 1.0], [2, -0.0858008, 0.308089, 2.59061, 1.0], [3, -0.18027, 0.421897, 2.60279, 1.0], [4, -0.200974, 0.160355, 2.64941, 1.0], [5, -0.414991, 0.0982781, 2.66326, 1.0], [6, -0.631767, 0.151001, 2.65714, 1.0], [7, -0.721307, 0.205873, 2.65986, 1.0], [8, 0.0527003, 0.26376, 2.57137, 1.0], [9, -0.14627, 0.487778, 2.49556, 1.0], [10, -0.351994, 0.624284, 2.47462, 1.0], [11, -0.426995, 0.655848, 2.48762, 1.0], [12, -0.0065178, -0.297112, 2.75206, 1.0], [13, 0.0327881, -0.317384, 2.39101, 1.0], [14, -0.0072322, -0.572175, 2.52137, 1.0], [15, -0.0261903, -0.637052, 2.40223, 1.0], [16, 0.133115, -0.241269, 2.72283, 1.0], [17, 0.134442, -0.566126, 2.69558, 1.0], [18, 0.143413, -0.756231, 2.78633, 1.0], [19, 0.0499491, -0.726598, 2.732, 1.0], [20, -0.0651741, 0.236785, 2.61465, 1.0], [21, -0.774844, 0.259929, 2.68614, 1.0], [22, -0.779813, 0.170003, 2.6622, 1.0], [23, -0.489662, 0.669596, 2.52526, 1.0], [24, -0.485695, 0.586856, 2.49517, 1.0]]
[[0, 0.0447666, -0.26546, 2.70672, 1.0], [1, -0.0127375, 0.0237314, 2.66538, 1.0], [2, -0.0854544, 0.308261, 2.58995, 1.0], [3, -0.177948, 0.426801, 2.59944, 1.0], [4, -0.200554, 0.159208, 2.64859, 1.0], [5, -0.425407, 0.103791, 2.66053, 1.0], [6, -0.648839, 0.164204, 2.6544, 1.0], [7, -0.724503, 0.225295, 2.65323, 1.0], [8, 0.0527504, 0.264659, 2.57095, 1.0], [9, -0.151673, 0.498832, 2.49345, 1.0], [10, -0.34866, 0.630582, 2.47411, 1.0], [11, -0.407726, 0.666859, 2.48224, 1.0], [12, -0.0183504, -0.290991, 2.69287, 1.0], [13, 0.0887807, -0.347938, 2.3486, 1.0], [14, 0.0411967, -0.642986, 2.50094, 1.0], [15, 0.0174274, -0.703257, 2.38175, 1.0], [16, 0.106722, -0.232802, 2.64805, 1.0], [17, 0.136724, -0.545422, 2.70203, 1.0], [18, 0.146253, -0.766105, 2.80881, 1.0], [19, 0.108772, -0.722514, 2.69342, 1.0], [20, -0.0653539, 0.237194, 2.6132, 1.0], [21, -0.778139, 0.275558, 2.69245, 1.0], [22, -0.782617, 0.183986, 2.6547, 1.0], [23, -0.47374, 0.687702, 2.51924, 1.0], [24, -0.473804, 0.599746, 2.49233, 1.0]]
[[0, 0.0711958, -0.262151, 2.6553, 1.0], [1, -0.0078226, 0.0309336, 2.63645, 1.0], [2, -0.0845423, 0.311547, 2.58912, 1.0], [3, -0.179639, 0.427684, 2.60138, 1.0], [4, -0.200148, 0.166635, 2.64913, 1.0], [5, -0.414181, 0.118495, 2.65248, 1.0], [6, -0.625962, 0.171487, 2.64971, 1.0], [7, -0.71608, 0.231716, 2.65011, 1.0], [8, 0.0522058, 0.264228, 2.56974, 1.0], [9, -0.134845, 0.490595, 2.49725, 1.0], [10, -0.322992, 0.647415, 2.46756, 1.0], [11, -0.401686, 0.681199, 2.47996, 1.0], [12, 0.00776499, -0.279376, 2.6495, 1.0], [13, -0.0428433, -0.566126, 2.68154, 1.0], [14, -0.0745272, -0.7975, 2.79303, 1.0], [15, -0.0351944, -0.706291, 2.72453, 1.0], [16, 0.132743, -0.237789, 2.58896, 1.0], [17, 0.14452, -0.504817, 2.68447, 1.0], [18, 0.139007, -0.742779, 2.78792, 1.0], [19, 0.104206, -0.819892, 2.73752, 1.0], [20, -0.064627, 0.241788, 2.60823, 1.0], [21, -0.783104, 0.252787, 2.67654, 1.0], [22, -0.755632, 0.200355, 2.66323, 1.0], [23, -0.467273, 0.696023, 2.51613, 1.0], [24, -0.460881, 0.61895, 2.4816, 1.0]]
[[0, 0.0700785, -0.260264, 2.65446, 1.0], [1, -0.00821485, 0.0317642, 2.63412, 1.0], [2, -0.0844235, 0.311916, 2.58876, 1.0], [3, -0.180039, 0.42872, 2.60213, 1.0], [4, -0.200279, 0.166691, 2.6489, 1.0], [5, -0.407435, 0.128715, 2.64895, 1.0], [6, -0.608247, 0.188469, 2.64252, 1.0], [7, -0.700647, 0.243538, 2.64113, 1.0], [8, 0.0503083, 0.266073, 2.569, 1.0], [9, -0.12314, 0.48861, 2.50173, 1.0], [10, -0.319827, 0.657367, 2.46577, 1.0], [11, -0.390565, 0.695326, 2.47752, 1.0], [12, 0.00744934, -0.27886, 2.64897, 1.0], [13, -0.0400494, -0.549668, 2.67741, 1.0], [14, -0.0728282, -0.78707, 2.79073, 1.0], [15, -0.0310618, -0.702218, 2.72216, 1.0], [16, 0.130375, -0.233722, 2.58806, 1.0], [17, 0.144811, -0.497279, 2.67956, 1.0], [18, 0.138837, -0.740473, 2.78645, 1.0], [19, 0.105406, -0.817893, 2.74455, 1.0], [20, -0.0647299, 0.2427, 2.60634, 1.0], [21, -0.770051, 0.276561, 2.65762, 1.0], [22, -0.705928, 0.212422, 2.6505, 1.0], [23, -0.448709, 0.717827, 2.5097, 1.0], [24, -0.447902, 0.632969, 2.481, 1.0]]
[[0, 0.0649179, -0.258193, 2.65486, 1.0], [1, -0.00906948, 0.0324616, 2.63289, 1.0], [2, -0.0835338, 0.313038, 2.58835, 1.0], [3, -0.179002, 0.429102, 2.60171, 1.0], [4, -0.200265, 0.167522, 2.64878, 1.0], [5, -0.402932, 0.139004, 2.64708, 1.0], [6, -0.598988, 0.210439, 2.63476, 1.0], [7, -0.691186, 0.263374, 2.63422, 1.0], [8, 0.0502424, 0.266227, 2.56872, 1.0], [9, -0.115893, 0.484426, 2.50378, 1.0], [10, -0.315919, 0.673004, 2.46458, 1.0], [11, -0.370917, 0.709008, 2.47485, 1.0], [12, 0.00328308, -0.277214, 2.6476, 1.0], [13, -0.0371537, -0.538018, 2.67463, 1.0], [14, -0.0705304, -0.779068, 2.78982, 1.0], [15, -0.0264666, -0.697577, 2.71968, 1.0], [16, 0.123998, -0.231419, 2.59102, 1.0], [17, 0.144752, -0.496246, 2.67904, 1.0], [18, 0.138747, -0.743237, 2.78748, 1.0], [19, 0.101594, -0.817769, 2.74187, 1.0], [20, -0.0644085, 0.24381, 2.60498, 1.0], [21, -0.758772, 0.295521, 2.6429, 1.0], [22, -0.757562, 0.263718, 2.6595, 1.0], [23, -0.425483, 0.738053, 2.50226, 1.0], [24, -0.437079, 0.64887, 2.4774, 1.0]]
[[0, 0.0569204, -0.252389, 2.65413, 1.0], [1, -0.00892141, 0.0381223, 2.63102, 1.0], [2, -0.0706663, 0.32693, 2.58873, 1.0], [3, -0.171177, 0.438191, 2.59636, 1.0], [4, -0.201132, 0.18533, 2.64944, 1.0], [5, -0.39828, 0.14928, 2.64398, 1.0], [6, -0.601523, 0.231053, 2.62773, 1.0], [7, -0.688681, 0.284519, 2.62931, 1.0], [8, 0.0412837, 0.293694, 2.56804, 1.0], [9, -0.121221, 0.507345, 2.50712, 1.0], [10, -0.265029, 0.679726, 2.46465, 1.0], [11, -0.348579, 0.724471, 2.47173, 1.0], [12, -0.0026926, -0.273312, 2.64539, 1.0], [13, -0.0350429, -0.527583, 2.67211, 1.0], [14, -0.0697741, -0.770268, 2.7892, 1.0], [15, -0.0612441, -0.682884, 2.70976, 1.0], [16, 0.114431, -0.224002, 2.59203, 1.0], [17, 0.143012, -0.494265, 2.67799, 1.0], [18, 0.138561, -0.743749, 2.78698, 1.0], [19, 0.0982952, -0.816783, 2.74951, 1.0], [20, -0.0565071, 0.2549, 2.60287, 1.0], [21, -0.757084, 0.31856, 2.6346, 1.0], [22, -0.721397, 0.275268, 2.64264, 1.0], [23, -0.414201, 0.74707, 2.49604, 1.0], [24, -0.399043, 0.699785, 2.46725, 1.0]]
[[0, 0.0551485, -0.251789, 2.65455, 1.0], [1, -0.0082913, 0.0414712, 2.63103, 1.0], [2, -0.0659578, 0.334003, 2.59046, 1.0], [3, -0.161977, 0.449149, 2.5903, 1.0], [4, -0.203142, 0.19391, 2.64964, 1.0], [5, -0.396943, 0.157305, 2.63973, 1.0], [6, -0.60319, 0.25649, 2.62085, 1.0], [7, -0.688105, 0.321431, 2.62057, 1.0], [8, 0.040816, 0.298366, 2.56738, 1.0], [9, -0.114443, 0.511901, 2.5086, 1.0], [10, -0.264222, 0.686716, 2.46464, 1.0], [11, -0.33391, 0.741945, 2.47034, 1.0], [12, -0.00430628, -0.272726, 2.64475, 1.0], [13, -0.0362054, -0.520965, 2.67129, 1.0], [14, -0.0707804, -0.765716, 2.78855, 1.0], [15, -0.061567, -0.679719, 2.70811, 1.0], [16, 0.112333, -0.223442, 2.59365, 1.0], [17, 0.141785, -0.491097, 2.67601, 1.0], [18, 0.13767, -0.742271, 2.78578, 1.0], [19, 0.101622, -0.816617, 2.75245, 1.0], [20, -0.0525103, 0.261526, 2.6036, 1.0], [21, -0.746908, 0.372719, 2.6279, 1.0], [22, -0.732032, 0.315806, 2.6316, 1.0], [23, -0.392914, 0.769726, 2.49588, 1.0], [24, -0.381983, 0.704189, 2.47083, 1.0]]
[[0, 0.0462105, -0.237719, 2.65254, 1.0], [1, -0.00906797, 0.0517991, 2.6297, 1.0], [2, -0.0633976, 0.338758, 2.59111, 1.0], [3, -0.156505, 0.455557, 2.58482, 1.0], [4, -0.203567, 0.197028, 2.64859, 1.0], [5, -0.403747, 0.185126, 2.63459, 1.0], [6, -0.591088, 0.273248, 2.61528, 1.0], [7, -0.706281, 0.392466, 2.61127, 1.0], [8, 0.0399267, 0.366255, 2.58122, 1.0], [9, -0.112466, 0.579945, 2.49481, 1.0], [10, -0.265345, 0.721801, 2.46205, 1.0], [11, -0.321018, 0.76129, 2.46828, 1.0], [12, -0.00859929, -0.267246, 2.64033, 1.0], [13, -0.0359258, -0.511825, 2.66981, 1.0], [14, -0.0718951, -0.761085, 2.78796, 1.0], [15, -0.0608987, -0.675884, 2.70593, 1.0], [16, 0.0971704, -0.196565, 2.5962, 1.0], [17, 0.140216, -0.488326, 2.67399, 1.0], [18, 0.136525, -0.743634, 2.78557, 1.0], [19, 0.0989219, -0.817804, 2.75155, 1.0], [20, -0.0503051, 0.267561, 2.60361, 1.0], [21, -0.739364, 0.442281, 2.63521, 1.0], [22, -0.764879, 0.3414, 2.622, 1.0], [23, -0.376269, 0.783009, 2.49217, 1.0], [24, -0.381459, 0.706644, 2.46767, 1.0]]
[[0, 0.0437808, -0.228634, 2.65221, 1.0], [1, -0.00853558, 0.0585726, 2.62912, 1.0], [2, -0.0608618, 0.341932, 2.59133, 1.0], [3, -0.14184, 0.482764, 2.57591, 1.0], [4, -0.20294, 0.195809, 2.64809, 1.0], [5, -0.405227, 0.203263, 2.63195, 1.0], [6, -0.605281, 0.327512, 2.60433, 1.0], [7, -0.697352, 0.413934, 2.60525, 1.0], [8, 0.0342375, 0.34332, 2.56535, 1.0], [9, -0.0961749, 0.57797, 2.49302, 1.0], [10, -0.263651, 0.744131, 2.45628, 1.0], [11, -0.309537, 0.774854, 2.46667, 1.0], [12, -0.0153425, -0.235507, 2.63491, 1.0], [13, -0.0402854, -0.479784, 2.66209, 1.0], [14, -0.0562613, -0.739749, 2.77005, 1.0], [15, -0.0715358, -0.647467, 2.70399, 1.0], [16, 0.0971349, -0.19682, 2.59627, 1.0], [17, 0.13807, -0.4858, 2.67244, 1.0], [18, 0.135734, -0.744134, 2.78479, 1.0], [19, 0.0972487, -0.818109, 2.75367, 1.0], [20, -0.0480696, 0.271656, 2.60348, 1.0], [21, -0.739763, 0.468184, 2.63579, 1.0], [22, -0.727513, 0.384829, 2.61127, 1.0], [23, -0.353544, 0.805537, 2.49617, 1.0], [24, -0.380772, 0.714653, 2.4677, 1.0]]
[[0, 0.0433437, -0.227685, 2.65157, 1.0], [1, -0.00726407, 0.0616262, 2.62847, 1.0], [2, -0.0553249, 0.347423, 2.59163, 1.0], [3, -0.135757, 0.488444, 2.57428, 1.0], [4, -0.201544, 0.200284, 2.64706, 1.0], [5, -0.404741, 0.223196, 2.628, 1.0], [6, -0.60473, 0.342143, 2.59996, 1.0], [7, -0.690739, 0.433911, 2.59921, 1.0], [8, 0.0361285, 0.336225, 2.56308, 1.0], [9, -0.0906193, 0.576704, 2.49284, 1.0], [10, -0.216162, 0.76168, 2.45353, 1.0], [11, -0.274758, 0.791061, 2.46002, 1.0], [12, -0.0168291, -0.23496, 2.63261, 1.0], [13, -0.0426542, -0.477003, 2.66123, 1.0], [14, -0.0574255, -0.740217, 2.7689, 1.0], [15, -0.072792, -0.645098, 2.71073, 1.0], [16, 0.0983548, -0.198783, 2.59764, 1.0], [17, 0.132263, -0.482262, 2.67017, 1.0], [18, 0.129092, -0.741901, 2.78609, 1.0], [19, 0.112377, -0.822417, 2.745, 1.0], [20, -0.0437475, 0.276699, 2.60332, 1.0], [21, -0.734013, 0.490819, 2.62647, 1.0], [22, -0.734992, 0.413871, 2.60556, 1.0], [23, -0.333623, 0.809344, 2.48036, 1.0], [24, -0.339771, 0.743992, 2.45833, 1.0]]
