[[0, -0.0002527896, -0.2747741, 2.938726, 1], [1, -6.354949e-05, 0.01416354, 2.960062, 1], [2, 0.001589501, 0.2966808, 2.965383, 1], [3, 0.001343539, 0.4267184, 2.965606, 1], [4, -0.1585671, 0.192047, 2.925038, 1], [5, -0.1307748, -0.02179134, 2.791829, 1], [6, -0.03494531, -0.1674783, 2.650252, 1], [7, -0.01454501, -0.1975297, 2.621798, 1], [8, 0.1606925, 0.2181155, 2.963897, 1], [9, 0.1591096, 0.005526666, 2.847392, 1], [10, 0.08968137, -0.1354876, 2.683205, 1], [11, 0.06296047, -0.1821401, 2.616517, 1], [12, -0.08851302, -0.2728007, 2.899856, 1], [13, -0.1269907, -0.2648632, 2.574517, 1], [14, -0.1241626, -0.6198502, 2.659811, 1], [15, -0.1100287, -0.6706004, 2.522871, 1], [16, 0.08811754, -0.2697533, 2.904106, 1], [17, 0.1803248, -0.2644376, 2.591048, 1], [18, 0.1314918, -0.6120081, 2.689983, 1], [19, 0.1422601, -0.6629441, 2.553004, 1], [20, 0.00117932, 0.2269518, 2.966569, 1], [21, 0.0406146, -0.2330031, 2.559983, 1], [22, -0.04330993, -0.2164411, 2.64525, 1], [23, 0.02973883, -0.2102983, 2.550645, 1], [24, 0.03401984, -0.1633214, 2.551778, 1]]
[[0, -0.0001891359, -0.2747301, 2.938865, 1], [1, -0.0001078617, 0.01424949, 2.959884, 1], [2, 0.001065996, 0.2968907, 2.964701, 1], [3, 0.001341389, 0.4266947, 2.965286, 1], [4, -0.1586543, 0.1927059, 2.923719, 1], [5, -0.1267851, -0.02359078, 2.786956, 1], [6, -0.0313193, -0.1714211, 2.647537, 1], [7, 0.02182044, -0.1902714, 2.573706, 1], [8, 0.1606369, 0.2184338, 2.963759, 1], [9, 0.1552092, 0.01241618, 2.838482, 1], [10, 0.08861095, -0.1344751, 2.68115, 1], [11, 0.03485243, -0.1863424, 2.569765, 1], [12, -0.08846653, -0.2727926, 2.899884, 1], [13, -0.1270477, -0.2646473, 2.574562, 1], [14, -0.1210952, -0.6193599, 2.66071, 1], [15, -0.1065625, -0.6701006, 2.523812, 1], [16, 0.08817288, -0.2696579, 2.904396, 1], [17, 0.1802411, -0.2645451, 2.591291, 1], [18, 0.1313523, -0.6121511, 2.690092, 1], [19, 0.1425624, -0.6630677, 2.553159, 1], [20, 0.000814068, 0.2271305, 2.966024, 1], [21, 0.04066653, -0.2263151, 2.552727, 1], [22, 0.03096127, -0.2275031, 2.563667, 1], [23, 0.02771824, -0.2161515, 2.545517, 1], [24, 0.006585308, -0.1609444, 2.563231, 1]]
[[0, -0.0002329338, -0.2744659, 2.939051, 1], [1, -4.274304e-05, 0.01449061, 2.959558, 1], [2, 0.001182075, 0.2971077, 2.963845, 1], [3, 0.00161417, 0.4264048, 2.964344, 1], [4, -0.1607724, 0.1949026, 2.930148, 1], [5, -0.1389661, 0.01237726, 2.793792, 1], [6, -0.04465593, -0.1432098, 2.662719, 1], [7, 0.02772769, -0.1845384, 2.560323, 1], [8, 0.1604866, 0.2187797, 2.963526, 1], [9, 0.1566684, 0.01236121, 2.839635, 1], [10, 0.08850649, -0.1311921, 2.679753, 1], [11, 0.03861322, -0.1748473, 2.560563, 1], [12, -0.08849667, -0.2725231, 2.90013, 1], [13, -0.1271486, -0.2654652, 2.5748, 1], [14, -0.1210973, -0.6203631, 2.660276, 1], [15, -0.1088391, -0.671119, 2.523135, 1], [16, 0.08811544, -0.2694263, 2.904486, 1], [17, 0.1804769, -0.2660521, 2.591469, 1], [18, 0.1309895, -0.6135236, 2.6904, 1], [19, 0.13993, -0.664453, 2.553224, 1], [20, 0.0009127486, 0.2273657, 2.965299, 1], [21, 0.04451466, -0.2079923, 2.540986, 1], [22, 0.0304938, -0.2284005, 2.558003, 1], [23, 0.02939533, -0.2048182, 2.537868, 1], [24, 0.02973148, -0.1431102, 2.532, 1]]
[[0, -0.0001995717, -0.2741371, 2.939137, 1], [1, -5.018834e-05, 0.01454494, 2.959526, 1], [2, 0.001097845, 0.297047, 2.963858, 1], [3, 0.001518946, 0.4264198, 2.963895, 1], [4, -0.1619598, 0.1959133, 2.933171, 1], [5, -0.1468504, 0.0006942827, 2.817209, 1], [6, -0.04780211, -0.1297013, 2.650255, 1], [7, 0.02534288, -0.1634117, 2.545543, 1], [8, 0.160289, 0.2194322, 2.96312, 1], [9, 0.1566772, 0.0119662, 2.839427, 1], [10, 0.0893745, -0.12554, 2.672818, 1], [11, 0.03718628, -0.1609556, 2.546429, 1], [12, -0.08841179, -0.2722402, 2.900219, 1], [13, -0.1275903, -0.2660451, 2.574949, 1], [14, -0.1212403, -0.6205546, 2.661749, 1], [15, -0.1101861, -0.6713312, 2.5245, 1], [16, 0.08808483, -0.2690656, 2.904529, 1], [17, 0.1820123, -0.2700146, 2.592059, 1], [18, 0.1305886, -0.6169854, 2.691604, 1], [19, 0.1383306, -0.6678938, 2.554329, 1], [20, 0.0008657883, 0.2273459, 2.965294, 1], [21, 0.04428721, -0.1923321, 2.529126, 1], [22, 0.02119839, -0.2097148, 2.541, 1], [23, 0.02756349, -0.1874627, 2.52446, 1], [24, 0.02973497, -0.1293822, 2.515222, 1]]
[[0, -0.0002121504, -0.2738576, 2.939283, 1], [1, -7.647169e-05, 0.01464604, 2.959456, 1], [2, 0.001003462, 0.2970454, 2.963775, 1], [3, 0.001582905, 0.4263908, 2.963967, 1], [4, -0.1621117, 0.1963722, 2.933927, 1], [5, -0.1408803, -0.00349877, 2.737908, 1], [6, -0.00797835, -0.1081328, 2.587617, 1], [7, 0.0269502, -0.1303601, 2.531302, 1], [8, 0.1592107, 0.2213907, 2.952891, 1], [9, 0.1543783, 0.0214671, 2.776212, 1], [10, 0.07223927, -0.09975922, 2.602539, 1], [11, 0.0349024, -0.1340839, 2.525765, 1], [12, -0.08840128, -0.2719675, 2.900401, 1], [13, -0.1276873, -0.2669064, 2.575134, 1], [14, -0.1220545, -0.6214221, 2.66193, 1], [15, -0.1148987, -0.6722354, 2.524424, 1], [16, 0.08804667, -0.2688019, 2.904608, 1], [17, 0.1829387, -0.2725999, 2.592516, 1], [18, 0.1300656, -0.6193913, 2.691916, 1], [19, 0.1339059, -0.6703176, 2.554388, 1], [20, 0.0007892101, 0.2273682, 2.965212, 1], [21, 0.05038991, -0.159668, 2.504007, 1], [22, 0.009700256, -0.1625716, 2.510714, 1], [23, 0.03001245, -0.1614406, 2.505808, 1], [24, 0.007008398, -0.1122429, 2.514467, 1]]
[[0, -0.0003543185, -0.2733882, 2.939619, 1], [1, -0.0001183978, 0.01479875, 2.95942, 1], [2, 0.0009587043, 0.297064, 2.963712, 1], [3, 0.001613622, 0.4263455, 2.963954, 1], [4, -0.1611876, 0.1996726, 2.93203, 1], [5, -0.1414749, 0.03536599, 2.744196, 1], [6, -0.02687457, -0.0959142, 2.602116, 1], [7, 0.0283924, -0.1060961, 2.50648, 1], [8, 0.1581423, 0.22138, 2.947642, 1], [9, 0.156003, 0.03252471, 2.781, 1], [10, 0.08288704, -0.08110833, 2.599379, 1], [11, 0.03535758, -0.1061876, 2.50443, 1], [12, -0.08855158, -0.2712784, 2.900923, 1], [13, -0.1279669, -0.2695262, 2.575666, 1], [14, -0.1219032, -0.6238295, 2.663115, 1], [15, -0.09626073, -0.7122464, 2.614442, 1], [16, 0.0879234, -0.2685356, 2.90476, 1], [17, 0.183023, -0.2723838, 2.59274, 1], [18, 0.1295851, -0.6190869, 2.692155, 1], [19, 0.1324687, -0.6700232, 2.554581, 1], [20, 0.0007442434, 0.2274102, 2.96515, 1], [21, 0.04739011, -0.1243482, 2.47832, 1], [22, 0.03119276, -0.1576596, 2.5108, 1], [23, 0.02623273, -0.118005, 2.472617, 1], [24, 0.03340591, -0.07172717, 2.480238, 1]]
[[0, -0.0003005489, -0.2721302, 2.940194, 1], [1, -0.0006171927, 0.01561133, 2.95952, 1], [2, -0.0005353848, 0.2976755, 2.963788, 1], [3, 0.002297793, 0.4269497, 2.964161, 1], [4, -0.1601569, 0.2025904, 2.930765, 1], [5, -0.1431293, 0.04072547, 2.745872, 1], [6, -0.02660731, -0.06305989, 2.582762, 1], [7, 0.03016994, -0.07157196, 2.482758, 1], [8, 0.1571861, 0.2223712, 2.94502, 1], [9, 0.1623921, 0.03482799, 2.814564, 1], [10, 0.09812976, -0.04080368, 2.61018, 1], [11, 0.03426578, -0.07135837, 2.480887, 1], [12, -0.08845574, -0.269991, 2.901579, 1], [13, -0.1277851, -0.2694953, 2.576316, 1], [14, -0.1226954, -0.623652, 2.66431, 1], [15, -0.0945685, -0.7114088, 2.615517, 1], [16, 0.08792433, -0.2673824, 2.905185, 1], [17, 0.182834, -0.272694, 2.593137, 1], [18, 0.1291309, -0.6195725, 2.691895, 1], [19, 0.1316767, -0.6705013, 2.554307, 1], [20, -0.000441947, 0.2280721, 2.965212, 1], [21, 0.04617311, -0.08125705, 2.451826, 1], [22, 0.02756729, -0.1202173, 2.490667, 1], [23, 0.03166793, -0.08327677, 2.44762, 1], [24, 0.001530046, -0.06023055, 2.488167, 1]]
[[0, -0.0003852512, -0.2698666, 2.941007, 1], [1, -0.0008433569, 0.01667572, 2.959671, 1], [2, -0.0007969241, 0.2979379, 2.963817, 1], [3, 0.002458487, 0.4267706, 2.964581, 1], [4, -0.1588008, 0.2057607, 2.929232, 1], [5, -0.1496108, 0.04705283, 2.762075, 1], [6, -0.03388488, -0.006865928, 2.558146, 1], [7, 0.03102555, -0.02912441, 2.461087, 1], [8, 0.1550111, 0.2243914, 2.94131, 1], [9, 0.1624743, 0.07785112, 2.754417, 1], [10, 0.08937923, -0.03987029, 2.575427, 1], [11, 0.03422726, -0.03570877, 2.461102, 1], [12, -0.08826297, -0.2678497, 2.902388, 1], [13, -0.1276228, -0.2701655, 2.577161, 1], [14, -0.1235585, -0.6230659, 2.669368, 1], [15, -0.09512134, -0.7094939, 2.613521, 1], [16, 0.08753984, -0.2650587, 2.905931, 1], [17, 0.1824222, -0.2740065, 2.593997, 1], [18, 0.1289255, -0.6212536, 2.6917, 1], [19, 0.1308033, -0.6721615, 2.554092, 1], [20, -0.0007159716, 0.2284744, 2.965252, 1], [21, 0.04710454, -0.04069154, 2.429513, 1], [22, 0.03735523, -0.07759729, 2.466, 1], [23, 0.02938475, -0.03509377, 2.431814, 1], [24, 0.009975167, -0.05818222, 2.464923, 1]]
[[0, -0.0005281994, -0.265496, 2.942154, 1], [1, -0.0006718453, 0.01897574, 2.960383, 1], [2, -0.0005898876, 0.2986128, 2.964382, 1], [3, 0.002512301, 0.4268247, 2.964579, 1], [4, -0.1571395, 0.2097488, 2.928605, 1], [5, -0.1472552, 0.0737707, 2.698758, 1], [6, -0.01602937, 0.01920694, 2.522643, 1], [7, 0.03439038, 0.01631399, 2.437315, 1], [8, 0.1507212, 0.2275799, 2.936728, 1], [9, 0.1766374, 0.07392626, 2.766478, 1], [10, 0.09904465, 0.03143213, 2.556939, 1], [11, 0.03514722, 0.01587855, 2.438232, 1], [12, -0.08797782, -0.2639062, 2.903088, 1], [13, -0.1274347, -0.2703371, 2.577969, 1], [14, -0.123457, -0.6230631, 2.670741, 1], [15, -0.09548431, -0.7098166, 2.615793, 1], [16, 0.08690798, -0.2603314, 2.907495, 1], [17, 0.1817994, -0.2745646, 2.595825, 1], [18, 0.1290736, -0.6220977, 2.692985, 1], [19, 0.1296035, -0.6730079, 2.555345, 1], [20, -0.0005243395, 0.2294541, 2.965841, 1], [21, 0.05011805, 0.0120819, 2.412505, 1], [22, 0.04374148, -0.03031233, 2.4465, 1], [23, 0.02536345, 0.005619537, 2.411066, 1], [24, 0.03644424, -0.02496309, 2.435357, 1]]
[[0, 0.0006315337, -0.2594322, 2.943723, 1], [1, -0.0009439556, 0.02244663, 2.961562, 1], [2, -0.001714604, 0.3000223, 2.965534, 1], [3, 0.002541177, 0.4268461, 2.965258, 1], [4, -0.1556258, 0.2126311, 2.927711, 1], [5, -0.1537151, 0.0727029, 2.743146, 1], [6, -0.02598305, 0.07585033, 2.537628, 1], [7, 0.03108232, 0.06709798, 2.425107, 1], [8, 0.1478406, 0.2329947, 2.935392, 1], [9, 0.1690137, 0.1214255, 2.73251, 1], [10, 0.08011178, 0.07879514, 2.527679, 1], [11, 0.03427037, 0.06608178, 2.427015, 1], [12, -0.08643373, -0.2591822, 2.903352, 1], [13, -0.1269188, -0.2706019, 2.578563, 1], [14, -0.1234229, -0.6245709, 2.667217, 1], [15, -0.09447396, -0.7119198, 2.617236, 1], [16, 0.0875493, -0.2527279, 2.91065, 1], [17, 0.1805329, -0.2748648, 2.598914, 1], [18, 0.1276652, -0.6217894, 2.697848, 1], [19, 0.1279256, -0.6727226, 2.5602, 1], [20, -0.001485003, 0.2312927, 2.966968, 1], [21, 0.04875467, 0.07385863, 2.389711, 1], [22, 0.03515171, 0.02678093, 2.417611, 1], [23, 0.02484565, 0.06166018, 2.392437, 1], [24, 0.03830058, 0.02497455, 2.419667, 1]]
[[0, 0.009077835, -0.2481662, 2.94005, 1], [1, 0.0002668964, 0.02618157, 2.961459, 1], [2, -0.003401563, 0.3008062, 2.967101, 1], [3, 0.002830978, 0.4273334, 2.966657, 1], [4, -0.1462802, 0.2314914, 2.92604, 1], [5, -0.1540341, 0.09384906, 2.739783, 1], [6, -0.01143722, 0.1173941, 2.484781, 1], [7, 0.03244593, 0.1193214, 2.408967, 1], [8, 0.1463503, 0.2361908, 2.934196, 1], [9, 0.1744939, 0.1120356, 2.740179, 1], [10, 0.089241, 0.1145741, 2.529307, 1], [11, 0.03536165, 0.1177487, 2.408437, 1], [12, -0.07523204, -0.2459732, 2.894614, 1], [13, -0.1292571, -0.2725673, 2.573122, 1], [14, -0.1257602, -0.6265548, 2.66169, 1], [15, -0.09275734, -0.7132216, 2.616256, 1], [16, 0.0938812, -0.2432254, 2.910532, 1], [17, 0.1804455, -0.2752035, 2.597768, 1], [18, 0.1282213, -0.6226802, 2.695305, 1], [19, 0.1296665, -0.6736887, 2.557746, 1], [20, -0.002367594, 0.2324618, 2.967938, 1], [21, 0.05124024, 0.1222692, 2.381101, 1], [22, 0.0299669, 0.0757935, 2.41025, 1], [23, 0.02362052, 0.1250802, 2.379464, 1], [24, 0.02222161, 0.07735038, 2.410727, 1]]
