[[0, 0.1190916, -0.003845721, 2.588154, 1], [1, 0.1073204, 0.3154361, 2.554671, 1], [2, 0.09630479, 0.6243249, 2.508442, 1], [3, 0.1025787, 0.7744757, 2.509632, 1], [4, -0.07725234, 0.4918431, 2.500781, 1], [5, -0.1115426, 0.2368652, 2.53521, 1], [6, -0.1084952, 0.04523904, 2.514669, 1], [7, -0.088865, -0.01933298, 2.510939, 1], [8, 0.2735362, 0.4932273, 2.498106, 1], [9, 0.3250611, 0.243526, 2.540856, 1], [10, 0.3610254, 0.04594969, 2.547669, 1], [11, 0.3589927, -0.01075478, 2.551977, 1], [12, 0.03629734, -0.008183526, 2.552497, 1], [13, 0.03016746, -0.3304948, 2.616718, 1], [14, 0.04643961, -0.6219561, 2.666905, 1], [15, 0.03462841, -0.6838912, 2.604854, 1], [16, 0.1983927, 0.000774402, 2.546355, 1], [17, 0.1869136, -0.3251569, 2.590446, 1], [18, 0.1601477, -0.633793, 2.645726, 1], [19, 0.1621038, -0.6935986, 2.577239, 1], [20, 0.09903571, 0.5486022, 2.522293, 1], [21, -0.08306213, -0.09062899, 2.517281, 1], [22, -0.05626137, -0.02820092, 2.492527, 1], [23, 0.3615397, -0.08482572, 2.566685, 1], [24, 0.3280906, 0.002844755, 2.534091, 1]]
[[0, 0.1244549, -0.003214689, 2.585623, 1], [1, 0.1130671, 0.316131, 2.553707, 1], [2, 0.1021629, 0.6250598, 2.508953, 1], [3, 0.1095245, 0.7752475, 2.509028, 1], [4, -0.07206123, 0.4931425, 2.501403, 1], [5, -0.1043736, 0.2376194, 2.534571, 1], [6, -0.1043549, 0.04602611, 2.51287, 1], [7, -0.08397602, -0.02008447, 2.507978, 1], [8, 0.2806734, 0.4938219, 2.500496, 1], [9, 0.3289806, 0.2430923, 2.54179, 1], [10, 0.3631317, 0.04663687, 2.547357, 1], [11, 0.3609803, -0.01221168, 2.550551, 1], [12, 0.04198759, -0.006918846, 2.549261, 1], [13, 0.03650888, -0.3285649, 2.612707, 1], [14, 0.04824625, -0.6228289, 2.665281, 1], [15, -0.006332397, -0.6894531, 2.652344, 1], [16, 0.2032845, 0.0007742411, 2.544518, 1], [17, 0.1888658, -0.3223673, 2.59275, 1], [18, 0.1579825, -0.6326641, 2.647748, 1], [19, 0.162536, -0.6915783, 2.577779, 1], [20, 0.1048931, 0.5493247, 2.522445, 1], [21, -0.0756626, -0.09007195, 2.50949, 1], [22, -0.0468566, -0.03242087, 2.489067, 1], [23, 0.3633911, -0.08452318, 2.561067, 1], [24, 0.314153, -0.01442371, 2.516588, 1]]
[[0, 0.1320115, -0.003107926, 2.582874, 1], [1, 0.1200885, 0.3159918, 2.553348, 1], [2, 0.1087779, 0.6246577, 2.510752, 1], [3, 0.1159429, 0.7744582, 2.509016, 1], [4, -0.06402612, 0.49493, 2.501922, 1], [5, -0.1006736, 0.2396613, 2.533487, 1], [6, -0.1023071, 0.04809932, 2.511171, 1], [7, -0.08311557, -0.01850706, 2.507483, 1], [8, 0.2875837, 0.4927887, 2.501185, 1], [9, 0.335184, 0.2418238, 2.542017, 1], [10, 0.3669586, 0.04333526, 2.547603, 1], [11, 0.3660619, -0.01645342, 2.551079, 1], [12, 0.04943414, -0.006165544, 2.546124, 1], [13, 0.03966322, -0.3299298, 2.607878, 1], [14, 0.04854272, -0.6234165, 2.664015, 1], [15, 0.02012634, -0.6855469, 2.607422, 1], [16, 0.2107016, 0.0001727986, 2.542237, 1], [17, 0.1907395, -0.3232877, 2.594554, 1], [18, 0.1577752, -0.6327368, 2.648504, 1], [19, 0.1630334, -0.6912754, 2.577928, 1], [20, 0.1115968, 0.5489874, 2.52371, 1], [21, -0.08353001, -0.08553588, 2.509577, 1], [22, -0.04706155, -0.03421336, 2.488, 1], [23, 0.3668008, -0.09037036, 2.560903, 1], [24, 0.3189956, -0.0165783, 2.519526, 1]]
[[0, 0.137693, -0.003403638, 2.580744, 1], [1, 0.1262082, 0.3157358, 2.552455, 1], [2, 0.1149494, 0.6244194, 2.511151, 1], [3, 0.1255561, 0.7736112, 2.509, 1], [4, -0.05771474, 0.4953397, 2.50289, 1], [5, -0.09433501, 0.2395324, 2.531761, 1], [6, -0.09823366, 0.04797724, 2.510021, 1], [7, -0.080264, -0.02118227, 2.507566, 1], [8, 0.295813, 0.491257, 2.502452, 1], [9, 0.340758, 0.2394747, 2.54193, 1], [10, 0.3707033, 0.04012959, 2.547156, 1], [11, 0.3702243, -0.01841606, 2.548795, 1], [12, 0.05504914, -0.005605313, 2.543688, 1], [13, 0.04501525, -0.3321477, 2.599227, 1], [14, 0.04879851, -0.6254269, 2.661413, 1], [15, 0.01483898, -0.6870781, 2.612781, 1], [16, 0.21635, -0.001011068, 2.540432, 1], [17, 0.1938624, -0.3228515, 2.595564, 1], [18, 0.1573761, -0.6324048, 2.64888, 1], [19, 0.1632824, -0.690782, 2.578119, 1], [20, 0.117792, 0.548743, 2.523793, 1], [21, -0.07844686, -0.0905848, 2.515949, 1], [22, -0.04198718, -0.02350905, 2.483476, 1], [23, 0.3740473, -0.09154961, 2.562808, 1], [24, 0.3228892, -0.02541779, 2.5145, 1]]
[[0, 0.1434984, -0.003486176, 2.57992, 1], [1, 0.133356, 0.3154204, 2.552856, 1], [2, 0.123312, 0.623816, 2.51306, 1], [3, 0.1317036, 0.7729422, 2.51001, 1], [4, -0.05241803, 0.4953371, 2.504106, 1], [5, -0.08871816, 0.2394289, 2.532704, 1], [6, -0.09442642, 0.04795866, 2.510293, 1], [7, -0.07771826, -0.01758465, 2.508302, 1], [8, 0.3013711, 0.4902297, 2.504422, 1], [9, 0.3469728, 0.2381883, 2.542155, 1], [10, 0.3749868, 0.03776637, 2.546232, 1], [11, 0.3753877, -0.02174517, 2.548929, 1], [12, 0.06104215, -0.005106965, 2.541978, 1], [13, 0.04910742, -0.3309122, 2.585129, 1], [14, 0.05018048, -0.625659, 2.658505, 1], [15, 0.01642309, -0.6876214, 2.608988, 1], [16, 0.2218804, -0.001669854, 2.540479, 1], [17, 0.2013215, -0.3236387, 2.599119, 1], [18, 0.1579906, -0.6324579, 2.649959, 1], [19, 0.1636954, -0.6904533, 2.578409, 1], [20, 0.125873, 0.5482129, 2.525307, 1], [21, -0.08167911, -0.0851552, 2.510715, 1], [22, -0.04057658, -0.01680819, 2.48096, 1], [23, 0.3813517, -0.09398502, 2.556567, 1], [24, 0.3288679, -0.03063227, 2.524588, 1]]
[[0, 0.1523736, -0.003938733, 2.578491, 1], [1, 0.1410813, 0.3141488, 2.552773, 1], [2, 0.1298376, 0.6218474, 2.514075, 1], [3, 0.1379419, 0.7716975, 2.510683, 1], [4, -0.04716111, 0.4940934, 2.505591, 1], [5, -0.08461423, 0.2382222, 2.533437, 1], [6, -0.08750367, 0.04417527, 2.511687, 1], [7, -0.07432543, -0.02078577, 2.512083, 1], [8, 0.3056706, 0.4892687, 2.505549, 1], [9, 0.3534735, 0.2373794, 2.541959, 1], [10, 0.3819921, 0.03466242, 2.546203, 1], [11, 0.3827614, -0.02617339, 2.549567, 1], [12, 0.06919865, -0.005225766, 2.540736, 1], [13, 0.05248675, -0.3347856, 2.569232, 1], [14, 0.05305697, -0.6321819, 2.652234, 1], [15, 0.008292619, -0.691097, 2.610812, 1], [16, 0.2310377, -0.002496246, 2.538952, 1], [17, 0.2083032, -0.3232363, 2.600341, 1], [18, 0.157523, -0.6290261, 2.650461, 1], [19, 0.1751233, -0.6854156, 2.580526, 1], [20, 0.1326981, 0.5464066, 2.526073, 1], [21, -0.07360801, -0.09074654, 2.514116, 1], [22, -0.0351174, -0.02984661, 2.473154, 1], [23, 0.385188, -0.1010005, 2.55904, 1], [24, 0.331025, -0.0185621, 2.52257, 1]]
[[0, 0.1613932, -0.005913164, 2.578114, 1], [1, 0.1511002, 0.311313, 2.553848, 1], [2, 0.1406315, 0.6180503, 2.516794, 1], [3, 0.1506182, 0.7666193, 2.510352, 1], [4, -0.03796012, 0.4927689, 2.508616, 1], [5, -0.07617747, 0.2377451, 2.540198, 1], [6, -0.08404099, 0.04516393, 2.515286, 1], [7, -0.07461123, -0.02058108, 2.518713, 1], [8, 0.3158638, 0.4849512, 2.506783, 1], [9, 0.3639617, 0.2325784, 2.540465, 1], [10, 0.3899851, 0.03065146, 2.543663, 1], [11, 0.39195, -0.03060209, 2.543924, 1], [12, 0.07757401, -0.006453522, 2.540074, 1], [13, 0.06228426, -0.341219, 2.524025, 1], [14, 0.05662626, -0.6392491, 2.623147, 1], [15, 0.01325989, -0.6938477, 2.554688, 1], [16, 0.240453, -0.005230626, 2.538935, 1], [17, 0.2196555, -0.3260282, 2.602257, 1], [18, 0.1572593, -0.6294866, 2.650184, 1], [19, 0.1755176, -0.6829187, 2.575373, 1], [20, 0.1433279, 0.5428531, 2.52837, 1], [21, -0.07941633, -0.09099641, 2.523321, 1], [22, -0.0384937, -0.02049029, 2.477266, 1], [23, 0.400473, -0.1106644, 2.549856, 1], [24, 0.3493315, -0.02531781, 2.535282, 1]]
[[0, 0.1673768, -0.006994962, 2.578047, 1], [1, 0.1561275, 0.3103006, 2.554625, 1], [2, 0.1447014, 0.6171283, 2.518234, 1], [3, 0.156459, 0.7649247, 2.511589, 1], [4, -0.03125459, 0.4924955, 2.511573, 1], [5, -0.07137507, 0.2382522, 2.545469, 1], [6, -0.08005852, 0.04201557, 2.520434, 1], [7, -0.07326769, -0.0187409, 2.525067, 1], [8, 0.3205831, 0.483226, 2.507848, 1], [9, 0.368389, 0.2300897, 2.537979, 1], [10, 0.3960688, 0.02814863, 2.539217, 1], [11, 0.398884, -0.03269794, 2.541574, 1], [12, 0.08330254, -0.00690834, 2.539998, 1], [13, 0.06365561, -0.3405074, 2.519126, 1], [14, 0.04840038, -0.6436565, 2.587341, 1], [15, 0.01090007, -0.6996635, 2.538812, 1], [16, 0.2465111, -0.006926877, 2.538898, 1], [17, 0.2244077, -0.3289174, 2.604288, 1], [18, 0.1572948, -0.6302707, 2.648697, 1], [19, 0.1798313, -0.684317, 2.577628, 1], [20, 0.1476348, 0.5419053, 2.529661, 1], [21, -0.06711236, -0.09182985, 2.518894, 1], [22, -0.03668379, -0.01520769, 2.473785, 1], [23, 0.405623, -0.1126333, 2.546799, 1], [24, 0.3549697, -0.02631109, 2.537667, 1]]
[[0, 0.1701085, -0.007284293, 2.57796, 1], [1, 0.1593661, 0.3097833, 2.555267, 1], [2, 0.1484316, 0.6163548, 2.51977, 1], [3, 0.1619153, 0.7645313, 2.512665, 1], [4, -0.02741866, 0.4928089, 2.514225, 1], [5, -0.06830188, 0.2387343, 2.548328, 1], [6, -0.07919506, 0.04493624, 2.524292, 1], [7, -0.07294811, -0.01808506, 2.529416, 1], [8, 0.3251156, 0.4815364, 2.508555, 1], [9, 0.3721555, 0.227917, 2.536866, 1], [10, 0.4003252, 0.02691161, 2.536405, 1], [11, 0.4020716, -0.03393852, 2.53869, 1], [12, 0.08618467, -0.006896936, 2.539974, 1], [13, 0.06419636, -0.3443312, 2.510275, 1], [14, 0.04077898, -0.6400783, 2.536533, 1], [15, 0.02359009, -0.7006836, 2.474609, 1], [16, 0.2490127, -0.007480368, 2.538761, 1], [17, 0.2260185, -0.3301203, 2.605098, 1], [18, 0.1591056, -0.6303957, 2.64671, 1], [19, 0.1829869, -0.6849382, 2.577633, 1], [20, 0.1512486, 0.5411964, 2.530959, 1], [21, -0.07187469, -0.0920618, 2.536609, 1], [22, -0.03980654, -0.02356022, 2.470317, 1], [23, 0.406222, -0.110854, 2.540176, 1], [24, 0.3620926, -0.01896503, 2.542442, 1]]
[[0, 0.1716537, -0.007330659, 2.577952, 1], [1, 0.1624275, 0.309555, 2.556001, 1], [2, 0.1533557, 0.6158827, 2.521645, 1], [3, 0.1647435, 0.7634049, 2.513215, 1], [4, -0.02347412, 0.4932292, 2.515402, 1], [5, -0.06545474, 0.2395507, 2.550518, 1], [6, -0.07783874, 0.04550464, 2.528624, 1], [7, -0.07198782, -0.01736538, 2.533329, 1], [8, 0.3284289, 0.4809498, 2.508959, 1], [9, 0.3752403, 0.2269434, 2.535367, 1], [10, 0.4039898, 0.02639674, 2.533383, 1], [11, 0.4063999, -0.03570519, 2.532967, 1], [12, 0.08790876, -0.006460946, 2.539982, 1], [13, 0.06285733, -0.3467927, 2.49932, 1], [14, 0.02553206, -0.6509667, 2.495914, 1], [15, 0.0364102, -0.7027569, 2.416409, 1], [16, 0.2504406, -0.007968378, 2.538742, 1], [17, 0.226377, -0.3307384, 2.605493, 1], [18, 0.1596992, -0.6300126, 2.645113, 1], [19, 0.1847675, -0.6845554, 2.577034, 1], [20, 0.1556866, 0.5407875, 2.532518, 1], [21, -0.07471997, -0.08888366, 2.53881, 1], [22, -0.03796264, -0.01586232, 2.473496, 1], [23, 0.4083945, -0.1114475, 2.542368, 1], [24, 0.3620962, -0.01673265, 2.539689, 1]]
[[0, 0.1728937, -0.007577208, 2.578582, 1], [1, 0.1650079, 0.309067, 2.556973, 1], [2, 0.157261, 0.6151741, 2.522768, 1], [3, 0.1685614, 0.7627559, 2.514806, 1], [4, -0.02072205, 0.4932413, 2.516594, 1], [5, -0.06215569, 0.2397557, 2.553003, 1], [6, -0.07636818, 0.04383328, 2.532027, 1], [7, -0.07514673, -0.01191592, 2.540739, 1], [8, 0.3320035, 0.4805594, 2.509794, 1], [9, 0.3789983, 0.2263653, 2.534887, 1], [10, 0.4063801, 0.02557691, 2.532248, 1], [11, 0.4090902, -0.03561021, 2.532468, 1], [12, 0.08919995, -0.006391131, 2.540689, 1], [13, 0.05842463, -0.3570171, 2.489588, 1], [14, 0.01822413, -0.6562392, 2.466389, 1], [15, 0.01118469, -0.7050781, 2.365234, 1], [16, 0.2516026, -0.008527178, 2.53932, 1], [17, 0.2266848, -0.3327293, 2.606473, 1], [18, 0.1610318, -0.6307524, 2.644919, 1], [19, 0.1870496, -0.6851, 2.577329, 1], [20, 0.1592737, 0.5401291, 2.533625, 1], [21, -0.07615023, -0.08731822, 2.554116, 1], [22, -0.04119878, -0.02179708, 2.476786, 1], [23, 0.4106276, -0.1122508, 2.540537, 1], [24, 0.3679639, -0.002594007, 2.547143, 1]]
