[[0, -0.28487, -0.47094, 2.3413, 1.0], [1, -0.285121, -0.156216, 2.31182, 1.0], [2, -0.283524, 0.151037, 2.26819, 1.0], [3, -0.319444, 0.308791, 2.27936, 1.0], [4, -0.467231, 0.025499, 2.25791, 1.0], [5, -0.540077, -0.220445, 2.25553, 1.0], [6, -0.560223, -0.437251, 2.18441, 1.0], [7, -0.555738, -0.468499, 2.17207, 1.0], [8, -0.112772, 0.0208906, 2.22966, 1.0], [9, -0.0251305, -0.238003, 2.27015, 1.0], [10, 0.0337941, -0.455995, 2.25283, 1.0], [11, 0.0306006, -0.471532, 2.24865, 1.0], [12, -0.361369, -0.462558, 2.30894, 1.0], [13, -0.428735, -0.778341, 2.3828, 1.0], [14, -0.475089, -1.0773, 2.54436, 1.0], [15, -0.526814, -1.13445, 2.46277, 1.0], [16, -0.199591, -0.464865, 2.30179, 1.0], [17, -0.118859, -0.794551, 2.36374, 1.0], [18, -0.0654374, -1.09945, 2.49776, 1.0], [19, -0.0173349, -1.15176, 2.40095, 1.0], [20, -0.284241, 0.0752758, 2.28155, 1.0], [21, -0.557509, -0.522555, 2.16572, 1.0], [22, -0.597102, -0.46192, 2.16167, 1.0], [23, 0.0540939, -0.527507, 2.26163, 1.0], [24, -0.0146082, -0.499211, 2.23686, 1.0]]
[[0, -0.285365, -0.470904, 2.34111, 1.0], [1, -0.285636, -0.156134, 2.3115, 1.0], [2, -0.284066, 0.151173, 2.26773, 1.0], [3, -0.321243, 0.308738, 2.27991, 1.0], [4, -0.468322, 0.0245214, 2.25903, 1.0], [5, -0.541728, -0.221826, 2.2588, 1.0], [6, -0.56115, -0.438387, 2.1875, 1.0], [7, -0.558075, -0.470665, 2.1839, 1.0], [8, -0.113474, 0.0210518, 2.22915, 1.0], [9, -0.0257274, -0.23608, 2.26834, 1.0], [10, 0.0329544, -0.453908, 2.25177, 1.0], [11, 0.0305198, -0.471178, 2.24082, 1.0], [12, -0.361788, -0.462655, 2.30894, 1.0], [13, -0.428789, -0.777818, 2.3826, 1.0], [14, -0.474031, -1.07649, 2.54405, 1.0], [15, -0.526643, -1.13373, 2.46417, 1.0], [16, -0.200245, -0.464634, 2.30129, 1.0], [17, -0.11901, -0.792163, 2.36333, 1.0], [18, -0.0646201, -1.1009, 2.49811, 1.0], [19, -0.0169017, -1.152, 2.4002, 1.0], [20, -0.284776, 0.0753975, 2.28113, 1.0], [21, -0.560803, -0.525268, 2.17802, 1.0], [22, -0.59745, -0.460018, 2.17565, 1.0], [23, 0.0545587, -0.528815, 2.25673, 1.0], [24, -0.0143759, -0.498377, 2.23609, 1.0]]
[[0, -0.286325, -0.470967, 2.34088, 1.0], [1, -0.286715, -0.156064, 2.31128, 1.0], [2, -0.285272, 0.151387, 2.2675, 1.0], [3, -0.323746, 0.308375, 2.28044, 1.0], [4, -0.471771, 0.0218312, 2.26256, 1.0], [5, -0.542586, -0.223592, 2.26327, 1.0], [6, -0.564885, -0.442143, 2.20277, 1.0], [7, -0.561776, -0.474155, 2.20194, 1.0], [8, -0.115309, 0.0210854, 2.22756, 1.0], [9, -0.0264333, -0.235518, 2.26541, 1.0], [10, 0.0322063, -0.452861, 2.24422, 1.0], [11, 0.0296561, -0.470041, 2.23139, 1.0], [12, -0.362665, -0.46298, 2.30908, 1.0], [13, -0.428798, -0.777843, 2.3827, 1.0], [14, -0.473873, -1.07639, 2.54375, 1.0], [15, -0.526786, -1.13405, 2.46467, 1.0], [16, -0.201431, -0.464392, 2.30058, 1.0], [17, -0.119298, -0.792036, 2.36321, 1.0], [18, -0.0639271, -1.10072, 2.49783, 1.0], [19, -0.0168315, -1.15264, 2.40015, 1.0], [20, -0.28595, 0.0755748, 2.2809, 1.0], [21, -0.562555, -0.528528, 2.19809, 1.0], [22, -0.600957, -0.46976, 2.18979, 1.0], [23, 0.0556112, -0.530826, 2.25402, 1.0], [24, -0.015289, -0.497758, 2.22246, 1.0]]
[[0, -0.287208, -0.471645, 2.34111, 1.0], [1, -0.287806, -0.156628, 2.31115, 1.0], [2, -0.286699, 0.150905, 2.26694, 1.0], [3, -0.327062, 0.307327, 2.28042, 1.0], [4, -0.475523, 0.0190292, 2.26634, 1.0], [5, -0.545148, -0.226909, 2.27684, 1.0], [6, -0.570042, -0.447036, 2.227, 1.0], [7, -0.565752, -0.479867, 2.2214, 1.0], [8, -0.115691, 0.0211334, 2.22703, 1.0], [9, -0.0278049, -0.235704, 2.25966, 1.0], [10, 0.03176, -0.452092, 2.2297, 1.0], [11, 0.0283141, -0.469803, 2.21674, 1.0], [12, -0.363847, -0.464407, 2.31027, 1.0], [13, -0.428729, -0.77713, 2.38221, 1.0], [14, -0.473204, -1.0755, 2.54356, 1.0], [15, -0.526633, -1.13374, 2.46519, 1.0], [16, -0.202207, -0.464699, 2.30024, 1.0], [17, -0.119518, -0.792342, 2.36327, 1.0], [18, -0.0636493, -1.10087, 2.49767, 1.0], [19, -0.0167013, -1.15302, 2.39955, 1.0], [20, -0.287282, 0.075072, 2.28047, 1.0], [21, -0.566834, -0.533191, 2.21883, 1.0], [22, -0.605179, -0.47446, 2.21156, 1.0], [23, 0.0545811, -0.527261, 2.23203, 1.0], [24, -0.0137866, -0.497929, 2.21107, 1.0]]
[[0, -0.288071, -0.472444, 2.34147, 1.0], [1, -0.288845, -0.157164, 2.31099, 1.0], [2, -0.288136, 0.150567, 2.26612, 1.0], [3, -0.329394, 0.306932, 2.28043, 1.0], [4, -0.478235, 0.0173474, 2.27059, 1.0], [5, -0.545479, -0.229904, 2.28667, 1.0], [6, -0.572022, -0.450963, 2.24752, 1.0], [7, -0.566876, -0.480822, 2.24556, 1.0], [8, -0.116097, 0.0210707, 2.22642, 1.0], [9, -0.0305516, -0.232897, 2.2518, 1.0], [10, 0.0290612, -0.448866, 2.22161, 1.0], [11, 0.0243561, -0.47032, 2.20598, 1.0], [12, -0.364898, -0.465744, 2.31163, 1.0], [13, -0.428827, -0.776831, 2.38192, 1.0], [14, -0.472584, -1.07476, 2.54313, 1.0], [15, -0.526393, -1.13307, 2.46591, 1.0], [16, -0.202946, -0.46517, 2.29995, 1.0], [17, -0.119807, -0.794657, 2.3638, 1.0], [18, -0.0633232, -1.10236, 2.49734, 1.0], [19, -0.0167794, -1.15434, 2.39917, 1.0], [20, -0.288603, 0.0746805, 2.27983, 1.0], [21, -0.57166, -0.537821, 2.24541, 1.0], [22, -0.607958, -0.474339, 2.24158, 1.0], [23, 0.0448899, -0.529649, 2.22277, 1.0], [24, -0.0202475, -0.498509, 2.20323, 1.0]]
[[0, -0.288589, -0.472703, 2.34169, 1.0], [1, -0.289638, -0.157425, 2.31112, 1.0], [2, -0.289169, 0.15033, 2.26615, 1.0], [3, -0.332349, 0.306207, 2.28019, 1.0], [4, -0.480232, 0.0167956, 2.27429, 1.0], [5, -0.545066, -0.240138, 2.30413, 1.0], [6, -0.573126, -0.461701, 2.26965, 1.0], [7, -0.566954, -0.481802, 2.26802, 1.0], [8, -0.121171, 0.0203213, 2.22091, 1.0], [9, -0.0327823, -0.229312, 2.24389, 1.0], [10, 0.0246898, -0.446137, 2.21365, 1.0], [11, 0.0205227, -0.469962, 2.19289, 1.0], [12, -0.365404, -0.466077, 2.31234, 1.0], [13, -0.429004, -0.776567, 2.38166, 1.0], [14, -0.47213, -1.07426, 2.54306, 1.0], [15, -0.526012, -1.13216, 2.4669, 1.0], [16, -0.203508, -0.465357, 2.29975, 1.0], [17, -0.119954, -0.794919, 2.36381, 1.0], [18, -0.0632366, -1.10256, 2.49738, 1.0], [19, -0.0163486, -1.15391, 2.39992, 1.0], [20, -0.289581, 0.0744365, 2.27989, 1.0], [21, -0.570914, -0.538954, 2.26668, 1.0], [22, -0.608345, -0.478951, 2.2649, 1.0], [23, 0.0401311, -0.530053, 2.20683, 1.0], [24, -0.0208398, -0.499561, 2.1902, 1.0]]
[[0, -0.290242, -0.473791, 2.34265, 1.0], [1, -0.290795, -0.158011, 2.31151, 1.0], [2, -0.289884, 0.150099, 2.26619, 1.0], [3, -0.333796, 0.306044, 2.28009, 1.0], [4, -0.481405, 0.0165354, 2.27694, 1.0], [5, -0.544035, -0.243275, 2.3141, 1.0], [6, -0.569858, -0.465718, 2.28264, 1.0], [7, -0.565153, -0.482341, 2.28276, 1.0], [8, -0.122956, 0.0201102, 2.21889, 1.0], [9, -0.0349412, -0.228859, 2.23798, 1.0], [10, 0.0195869, -0.445875, 2.19892, 1.0], [11, 0.0152077, -0.469558, 2.17876, 1.0], [12, -0.366988, -0.467267, 2.31402, 1.0], [13, -0.429019, -0.776591, 2.38166, 1.0], [14, -0.472499, -1.07457, 2.5432, 1.0], [15, -0.525974, -1.13209, 2.46702, 1.0], [16, -0.205007, -0.466205, 2.29997, 1.0], [17, -0.120147, -0.795044, 2.36368, 1.0], [18, -0.0634905, -1.10178, 2.49719, 1.0], [19, -0.0159755, -1.15306, 2.40087, 1.0], [20, -0.290398, 0.074133, 2.27999, 1.0], [21, -0.568799, -0.5401, 2.28015, 1.0], [22, -0.609696, -0.485151, 2.27626, 1.0], [23, 0.0339647, -0.529461, 2.18731, 1.0], [24, -0.0287575, -0.499673, 2.17817, 1.0]]
[[0, -0.291311, -0.474806, 2.34333, 1.0], [1, -0.291331, -0.158467, 2.31177, 1.0], [2, -0.290027, 0.150004, 2.26622, 1.0], [3, -0.334604, 0.306165, 2.27965, 1.0], [4, -0.482671, 0.016379, 2.27936, 1.0], [5, -0.544309, -0.245042, 2.32058, 1.0], [6, -0.567676, -0.46815, 2.29082, 1.0], [7, -0.564537, -0.48245, 2.28879, 1.0], [8, -0.124129, 0.0197499, 2.21766, 1.0], [9, -0.0384266, -0.228529, 2.23043, 1.0], [10, 0.0144081, -0.445595, 2.18672, 1.0], [11, 0.00992123, -0.471936, 2.16389, 1.0], [12, -0.368001, -0.468308, 2.31536, 1.0], [13, -0.429155, -0.777169, 2.3818, 1.0], [14, -0.473096, -1.07477, 2.54313, 1.0], [15, -0.525662, -1.13218, 2.46634, 1.0], [16, -0.206047, -0.467129, 2.3, 1.0], [17, -0.120219, -0.794622, 2.36329, 1.0], [18, -0.0630826, -1.10185, 2.49746, 1.0], [19, -0.0160259, -1.15282, 2.40102, 1.0], [20, -0.290619, 0.073972, 2.28006, 1.0], [21, -0.572948, -0.538275, 2.28164, 1.0], [22, -0.606788, -0.479362, 2.28364, 1.0], [23, 0.0252089, -0.534146, 2.17619, 1.0], [24, -0.0326863, -0.501613, 2.16136, 1.0]]
[[0, -0.292147, -0.47515, 2.34337, 1.0], [1, -0.291907, -0.158849, 2.31182, 1.0], [2, -0.290309, 0.149675, 2.26625, 1.0], [3, -0.335044, 0.306104, 2.27948, 1.0], [4, -0.483153, 0.0169818, 2.28079, 1.0], [5, -0.544291, -0.245924, 2.32788, 1.0], [6, -0.56688, -0.469107, 2.29509, 1.0], [7, -0.56317, -0.481884, 2.29228, 1.0], [8, -0.123624, 0.0198686, 2.21819, 1.0], [9, -0.0401652, -0.228182, 2.2276, 1.0], [10, 0.0106344, -0.443571, 2.1702, 1.0], [11, 0.00713382, -0.471063, 2.15065, 1.0], [12, -0.368774, -0.468542, 2.31557, 1.0], [13, -0.429778, -0.779986, 2.38254, 1.0], [14, -0.473253, -1.07495, 2.5431, 1.0], [15, -0.525678, -1.13218, 2.46646, 1.0], [16, -0.206863, -0.467519, 2.29975, 1.0], [17, -0.120462, -0.793668, 2.36281, 1.0], [18, -0.0630581, -1.10161, 2.49735, 1.0], [19, -0.0158147, -1.15258, 2.40149, 1.0], [20, -0.290973, 0.0736241, 2.2801, 1.0], [21, -0.572061, -0.537824, 2.28427, 1.0], [22, -0.607043, -0.480991, 2.28796, 1.0], [23, 0.0207632, -0.532158, 2.15751, 1.0], [24, -0.0390963, -0.500562, 2.14945, 1.0]]
[[0, -0.292732, -0.475308, 2.34348, 1.0], [1, -0.292229, -0.159006, 2.3118, 1.0], [2, -0.290424, 0.149548, 2.26615, 1.0], [3, -0.335294, 0.306181, 2.27899, 1.0], [4, -0.483152, 0.0171684, 2.28125, 1.0], [5, -0.544708, -0.244731, 2.33182, 1.0], [6, -0.56737, -0.468011, 2.2983, 1.0], [7, -0.564137, -0.480436, 2.29465, 1.0], [8, -0.12427, 0.0198149, 2.21732, 1.0], [9, -0.0415159, -0.228184, 2.22235, 1.0], [10, 0.00839552, -0.443238, 2.16164, 1.0], [11, 0.00437793, -0.470122, 2.14141, 1.0], [12, -0.369178, -0.4687, 2.31577, 1.0], [13, -0.430185, -0.780861, 2.38259, 1.0], [14, -0.473139, -1.07493, 2.54308, 1.0], [15, -0.525744, -1.13186, 2.4667, 1.0], [16, -0.207597, -0.467624, 2.29964, 1.0], [17, -0.120452, -0.793616, 2.36279, 1.0], [18, -0.0629913, -1.10168, 2.49775, 1.0], [19, -0.0159734, -1.15221, 2.4016, 1.0], [20, -0.291133, 0.0734904, 2.28002, 1.0], [21, -0.572429, -0.53905, 2.29354, 1.0], [22, -0.60837, -0.478003, 2.29238, 1.0], [23, 0.0159253, -0.532113, 2.14836, 1.0], [24, -0.0394797, -0.499419, 2.1412, 1.0]]
[[0, -0.293467, -0.47545, 2.34361, 1.0], [1, -0.292437, -0.159125, 2.31187, 1.0], [2, -0.290401, 0.149466, 2.26617, 1.0], [3, -0.335371, 0.306431, 2.2784, 1.0], [4, -0.483169, 0.0173539, 2.2814, 1.0], [5, -0.544723, -0.242936, 2.33259, 1.0], [6, -0.567346, -0.466227, 2.29871, 1.0], [7, -0.56575, -0.47883, 2.29447, 1.0], [8, -0.124406, 0.0197922, 2.2171, 1.0], [9, -0.042751, -0.227475, 2.2189, 1.0], [10, 0.00650027, -0.44115, 2.15169, 1.0], [11, 0.00127, -0.470081, 2.13241, 1.0], [12, -0.369849, -0.468753, 2.31601, 1.0], [13, -0.430521, -0.781267, 2.38263, 1.0], [14, -0.472563, -1.07392, 2.5427, 1.0], [15, -0.525337, -1.13112, 2.46737, 1.0], [16, -0.20831, -0.467808, 2.29961, 1.0], [17, -0.121809, -0.783916, 2.35788, 1.0], [18, -0.0629858, -1.10163, 2.49786, 1.0], [19, -0.0157143, -1.15175, 2.40174, 1.0], [20, -0.291149, 0.0734135, 2.28004, 1.0], [21, -0.577331, -0.532666, 2.29206, 1.0], [22, -0.607261, -0.471441, 2.29212, 1.0], [23, 0.0156295, -0.528097, 2.13388, 1.0], [24, -0.0439135, -0.499145, 2.13589, 1.0]]
