[[0, -0.30545, -0.200873, 2.60178, 1.0], [1, -0.296022, 0.116038, 2.53497, 1.0], [2, -0.285065, 0.424218, 2.45471, 1.0], [3, -0.32279, 0.575414, 2.41331, 1.0], [4, -0.496958, 0.363804, 2.58129, 1.0], [5, -0.600755, 0.175179, 2.71181, 1.0], [6, -0.311813, 0.115015, 2.62478, 1.0], [7, -0.21634, 0.0952101, 2.59977, 1.0], [8, -0.104338, 0.329437, 2.43968, 1.0], [9, 0.0889555, 0.164035, 2.50562, 1.0], [10, 0.0324086, -0.0427039, 2.55914, 1.0], [11, -0.0486682, -0.0837145, 2.57074, 1.0], [12, -0.390565, -0.189915, 2.58634, 1.0], [13, -0.379725, -0.59245, 2.71175, 1.0], [14, -0.381645, -0.990695, 2.81389, 1.0], [15, -0.408447, -1.05664, 2.72656, 1.0], [16, -0.211435, -0.206037, 2.54207, 1.0], [17, -0.179829, -0.637293, 2.69433, 1.0], [18, -0.130666, -1.00775, 2.76909, 1.0], [19, -0.13562, -1.07129, 2.66211, 1.0], [20, -0.288077, 0.348452, 2.47717, 1.0], [21, -0.215459, 0.0948224, 2.58918, 1.0], [22, -0.21431, 0.0943167, 2.57537, 1.0], [23, -0.0759611, -0.159301, 2.57583, 1.0], [24, -0.0836559, -0.0636008, 2.53747, 1.0]]
[[0, -0.305508, -0.200794, 2.6017, 1.0], [1, -0.296001, 0.116199, 2.53487, 1.0], [2, -0.284916, 0.424522, 2.45455, 1.0], [3, -0.32276, 0.575441, 2.41324, 1.0], [4, -0.497003, 0.363692, 2.58119, 1.0], [5, -0.599632, 0.173749, 2.71182, 1.0], [6, -0.522809, -0.0290609, 2.75953, 1.0], [7, -0.498096, -0.0963925, 2.77946, 1.0], [8, -0.104341, 0.329443, 2.43969, 1.0], [9, 0.0889656, 0.164026, 2.50532, 1.0], [10, -0.00433663, -0.0559525, 2.57332, 1.0], [11, -0.0323917, -0.0663979, 2.57262, 1.0], [12, -0.390648, -0.189854, 2.58616, 1.0], [13, -0.379625, -0.592474, 2.71176, 1.0], [14, -0.381622, -0.991126, 2.81371, 1.0], [15, -0.408558, -1.05677, 2.72644, 1.0], [16, -0.211475, -0.20594, 2.54204, 1.0], [17, -0.179973, -0.637296, 2.69422, 1.0], [18, -0.130532, -1.00757, 2.76895, 1.0], [19, -0.135734, -1.07121, 2.66178, 1.0], [20, -0.287967, 0.348714, 2.47702, 1.0], [21, -0.496222, -0.0960298, 2.769, 1.0], [22, -0.493777, -0.0955566, 2.75536, 1.0], [23, -0.0660305, -0.141731, 2.55618, 1.0], [24, -0.0561628, -0.037551, 2.56677, 1.0]]
[[0, -0.305507, -0.200771, 2.60164, 1.0], [1, -0.295967, 0.116218, 2.53471, 1.0], [2, -0.284832, 0.42452, 2.45427, 1.0], [3, -0.322746, 0.575438, 2.41325, 1.0], [4, -0.497023, 0.363656, 2.58112, 1.0], [5, -0.598852, 0.172329, 2.71147, 1.0], [6, -0.520829, -0.0301789, 2.75908, 1.0], [7, -0.495716, -0.097412, 2.77897, 1.0], [8, -0.10433, 0.329458, 2.43969, 1.0], [9, 0.0890195, 0.164027, 2.50526, 1.0], [10, 0.0190311, -0.0372864, 2.56313, 1.0], [11, -0.0132511, -0.0469961, 2.57066, 1.0], [12, -0.390654, -0.189847, 2.58611, 1.0], [13, -0.379628, -0.592494, 2.71176, 1.0], [14, -0.381662, -0.99117, 2.81343, 1.0], [15, -0.409439, -1.05819, 2.7261, 1.0], [16, -0.211465, -0.205898, 2.54197, 1.0], [17, -0.179374, -0.634791, 2.69228, 1.0], [18, -0.130421, -1.00746, 2.76909, 1.0], [19, -0.135491, -1.07089, 2.66225, 1.0], [20, -0.287896, 0.348719, 2.47677, 1.0], [21, -0.49385, -0.0970453, 2.76851, 1.0], [22, -0.493159, -0.0958209, 2.75523, 1.0], [23, -0.0583258, -0.129343, 2.55542, 1.0], [24, -0.0608621, -0.0976578, 2.535, 1.0]]
[[0, -0.305625, -0.200712, 2.60154, 1.0], [1, -0.296021, 0.116286, 2.53463, 1.0], [2, -0.284843, 0.424597, 2.4542, 1.0], [3, -0.322725, 0.575452, 2.41323, 1.0], [4, -0.497064, 0.36362, 2.58104, 1.0], [5, -0.598396, 0.171348, 2.71182, 1.0], [6, -0.520083, -0.0311853, 2.75947, 1.0], [7, -0.494872, -0.098428, 2.77938, 1.0], [8, -0.104327, 0.32953, 2.43979, 1.0], [9, 0.0891322, 0.163994, 2.50517, 1.0], [10, 0.0189902, -0.0374113, 2.56307, 1.0], [11, -0.0119964, -0.0478866, 2.56987, 1.0], [12, -0.390823, -0.189811, 2.58592, 1.0], [13, -0.379623, -0.592499, 2.71176, 1.0], [14, -0.38229, -0.99302, 2.81351, 1.0], [15, -0.408812, -1.05827, 2.72828, 1.0], [16, -0.211546, -0.205824, 2.54193, 1.0], [17, -0.179266, -0.63357, 2.69166, 1.0], [18, -0.130346, -1.00742, 2.76919, 1.0], [19, -0.135245, -1.07074, 2.66261, 1.0], [20, -0.287917, 0.348794, 2.4767, 1.0], [21, -0.493009, -0.0980575, 2.76891, 1.0], [22, -0.492565, -0.0963201, 2.75532, 1.0], [23, -0.0583488, -0.129384, 2.55628, 1.0], [24, -0.0430567, -0.0311982, 2.56219, 1.0]]
[[0, -0.305699, -0.20069, 2.60153, 1.0], [1, -0.296014, 0.116403, 2.53453, 1.0], [2, -0.284637, 0.424946, 2.45386, 1.0], [3, -0.3227, 0.575446, 2.41317, 1.0], [4, -0.497059, 0.363521, 2.58077, 1.0], [5, -0.598251, 0.1712, 2.71169, 1.0], [6, -0.519685, -0.0315118, 2.75881, 1.0], [7, -0.49439, -0.0988144, 2.77853, 1.0], [8, -0.104342, 0.329518, 2.43987, 1.0], [9, 0.0890559, 0.163601, 2.50522, 1.0], [10, 0.0188137, -0.0378624, 2.56318, 1.0], [11, -0.0122439, -0.0474444, 2.56987, 1.0], [12, -0.390937, -0.189791, 2.58585, 1.0], [13, -0.379529, -0.591963, 2.71156, 1.0], [14, -0.382308, -0.992981, 2.81353, 1.0], [15, -0.409316, -1.0578, 2.72883, 1.0], [16, -0.211591, -0.205801, 2.54195, 1.0], [17, -0.179164, -0.633206, 2.69136, 1.0], [18, -0.130345, -1.00742, 2.76919, 1.0], [19, -0.13517, -1.07065, 2.66246, 1.0], [20, -0.287777, 0.349073, 2.47644, 1.0], [21, -0.492528, -0.0984423, 2.76807, 1.0], [22, -0.49212, -0.0966367, 2.75494, 1.0], [23, -0.0566842, -0.130065, 2.55652, 1.0], [24, -0.0471402, -0.0340579, 2.56864, 1.0]]
[[0, -0.305818, -0.200645, 2.60146, 1.0], [1, -0.296075, 0.11647, 2.53429, 1.0], [2, -0.284607, 0.425028, 2.45336, 1.0], [3, -0.322714, 0.575476, 2.41317, 1.0], [4, -0.496977, 0.363384, 2.57971, 1.0], [5, -0.598169, 0.171103, 2.71159, 1.0], [6, -0.519698, -0.0316515, 2.75908, 1.0], [7, -0.494434, -0.0989683, 2.77894, 1.0], [8, -0.104342, 0.329522, 2.43987, 1.0], [9, 0.0891809, 0.163661, 2.50514, 1.0], [10, 0.0177516, -0.0374086, 2.56337, 1.0], [11, -0.012061, -0.0457051, 2.57131, 1.0], [12, -0.391088, -0.18976, 2.58578, 1.0], [13, -0.379465, -0.592086, 2.7117, 1.0], [14, -0.382415, -0.992993, 2.81367, 1.0], [15, -0.408261, -1.05775, 2.73254, 1.0], [16, -0.211675, -0.205744, 2.54186, 1.0], [17, -0.179398, -0.633469, 2.69129, 1.0], [18, -0.130287, -1.00733, 2.76908, 1.0], [19, -0.135126, -1.07064, 2.66235, 1.0], [20, -0.287773, 0.349154, 2.47601, 1.0], [21, -0.492572, -0.0985956, 2.76847, 1.0], [22, -0.492138, -0.0967038, 2.75511, 1.0], [23, -0.0516039, -0.126963, 2.56005, 1.0], [24, -0.0522437, -0.035124, 2.56756, 1.0]]
[[0, -0.306233, -0.198546, 2.60047, 1.0], [1, -0.296067, 0.117476, 2.53371, 1.0], [2, -0.284442, 0.425341, 2.45311, 1.0], [3, -0.32275, 0.575445, 2.41306, 1.0], [4, -0.497, 0.363327, 2.57957, 1.0], [5, -0.59891, 0.171564, 2.71135, 1.0], [6, -0.518524, -0.0309935, 2.75732, 1.0], [7, -0.492622, -0.0982448, 2.77667, 1.0], [8, -0.104347, 0.329575, 2.43985, 1.0], [9, 0.0892484, 0.163699, 2.50506, 1.0], [10, 0.0178085, -0.0374216, 2.56336, 1.0], [11, -0.0137163, -0.0481451, 2.57058, 1.0], [12, -0.391525, -0.187858, 2.58466, 1.0], [13, -0.379288, -0.591763, 2.71152, 1.0], [14, -0.382069, -0.992733, 2.81368, 1.0], [15, -0.40832, -1.05779, 2.73244, 1.0], [16, -0.212048, -0.203488, 2.54105, 1.0], [17, -0.179422, -0.63343, 2.69111, 1.0], [18, -0.130205, -1.0071, 2.76893, 1.0], [19, -0.135082, -1.07036, 2.66303, 1.0], [20, -0.287627, 0.349599, 2.47569, 1.0], [21, -0.490766, -0.0978746, 2.76621, 1.0], [22, -0.490349, -0.0967347, 2.75361, 1.0], [23, -0.0534847, -0.124565, 2.5576, 1.0], [24, -0.0471366, -0.0333342, 2.56979, 1.0]]
[[0, -0.306304, -0.198619, 2.60017, 1.0], [1, -0.296218, 0.117441, 2.53332, 1.0], [2, -0.284673, 0.425305, 2.45268, 1.0], [3, -0.32275, 0.575411, 2.41289, 1.0], [4, -0.497061, 0.363216, 2.5792, 1.0], [5, -0.598947, 0.171176, 2.71099, 1.0], [6, -0.517192, -0.0310893, 2.75633, 1.0], [7, -0.490834, -0.0982438, 2.77546, 1.0], [8, -0.104343, 0.32961, 2.43983, 1.0], [9, 0.0892165, 0.163844, 2.50447, 1.0], [10, 0.0177213, -0.0371574, 2.56321, 1.0], [11, -0.0131656, -0.0461894, 2.57185, 1.0], [12, -0.391659, -0.188017, 2.58407, 1.0], [13, -0.379091, -0.592827, 2.71184, 1.0], [14, -0.38232, -0.994446, 2.81447, 1.0], [15, -0.408242, -1.05741, 2.73261, 1.0], [16, -0.212072, -0.203507, 2.54095, 1.0], [17, -0.179466, -0.63344, 2.69108, 1.0], [18, -0.130194, -1.00708, 2.76886, 1.0], [19, -0.135069, -1.07049, 2.66283, 1.0], [20, -0.287837, 0.349569, 2.47527, 1.0], [21, -0.488984, -0.0978735, 2.765, 1.0], [22, -0.487947, -0.0970574, 2.75213, 1.0], [23, -0.0500977, -0.120508, 2.5646, 1.0], [24, -0.0503478, -0.0326846, 2.57512, 1.0]]
[[0, -0.306397, -0.198728, 2.60019, 1.0], [1, -0.296256, 0.117434, 2.53324, 1.0], [2, -0.284685, 0.425399, 2.45237, 1.0], [3, -0.322708, 0.575143, 2.41201, 1.0], [4, -0.497167, 0.362997, 2.57884, 1.0], [5, -0.598999, 0.170988, 2.71091, 1.0], [6, -0.516042, -0.030993, 2.75575, 1.0], [7, -0.489284, -0.0980535, 2.77472, 1.0], [8, -0.104363, 0.329621, 2.43982, 1.0], [9, 0.0893554, 0.163827, 2.50401, 1.0], [10, 0.017846, -0.0371046, 2.56305, 1.0], [11, -0.0121894, -0.0452284, 2.56984, 1.0], [12, -0.39178, -0.188177, 2.58402, 1.0], [13, -0.379083, -0.592627, 2.71169, 1.0], [14, -0.382504, -0.994729, 2.81423, 1.0], [15, -0.408465, -1.05783, 2.73337, 1.0], [16, -0.21216, -0.203596, 2.54106, 1.0], [17, -0.179482, -0.6333, 2.6909, 1.0], [18, -0.130189, -1.00709, 2.76879, 1.0], [19, -0.13515, -1.07042, 2.66266, 1.0], [20, -0.287861, 0.34963, 2.47502, 1.0], [21, -0.487439, -0.0976838, 2.76426, 1.0], [22, -0.485941, -0.0970485, 2.75111, 1.0], [23, -0.0461499, -0.119545, 2.55651, 1.0], [24, 0.00881256, -0.0626878, 2.57215, 1.0]]
[[0, -0.306894, -0.198765, 2.60032, 1.0], [1, -0.296521, 0.117414, 2.53314, 1.0], [2, -0.284862, 0.425343, 2.45207, 1.0], [3, -0.322762, 0.575129, 2.41185, 1.0], [4, -0.497392, 0.362872, 2.57873, 1.0], [5, -0.598985, 0.170965, 2.71073, 1.0], [6, -0.516035, -0.0309222, 2.756, 1.0], [7, -0.48928, -0.0979512, 2.77511, 1.0], [8, -0.104411, 0.329607, 2.43981, 1.0], [9, 0.0893477, 0.163863, 2.50399, 1.0], [10, 0.0175461, -0.03705, 2.56289, 1.0], [11, -0.0363593, -0.0654568, 2.57332, 1.0], [12, -0.392501, -0.188984, 2.58434, 1.0], [13, -0.378949, -0.592399, 2.71169, 1.0], [14, -0.382471, -0.994618, 2.81431, 1.0], [15, -0.409228, -1.0578, 2.73299, 1.0], [16, -0.212807, -0.202967, 2.54117, 1.0], [17, -0.180012, -0.633354, 2.69105, 1.0], [18, -0.130162, -1.00706, 2.7688, 1.0], [19, -0.135208, -1.07005, 2.66331, 1.0], [20, -0.288055, 0.34959, 2.47478, 1.0], [21, -0.487435, -0.097582, 2.76465, 1.0], [22, -0.486737, -0.0968389, 2.75184, 1.0], [23, -0.0722062, -0.157636, 2.56783, 1.0], [24, 0.00610128, -0.0645119, 2.5729, 1.0]]
[[0, -0.307145, -0.198919, 2.60022, 1.0], [1, -0.296719, 0.11727, 2.53269, 1.0], [2, -0.284932, 0.425148, 2.45102, 1.0], [3, -0.322946, 0.575031, 2.41074, 1.0], [4, -0.497459, 0.362608, 2.57812, 1.0], [5, -0.599042, 0.170803, 2.71052, 1.0], [6, -0.515745, -0.0308557, 2.7562, 1.0], [7, -0.488873, -0.0978086, 2.77545, 1.0], [8, -0.104456, 0.329561, 2.43971, 1.0], [9, 0.0892992, 0.163669, 2.50359, 1.0], [10, 0.0171225, -0.0371457, 2.56247, 1.0], [11, -0.036301, -0.0643171, 2.57058, 1.0], [12, -0.392867, -0.189566, 2.5842, 1.0], [13, -0.378907, -0.592423, 2.7116, 1.0], [14, -0.382465, -0.994451, 2.81415, 1.0], [15, -0.408615, -1.05802, 2.73341, 1.0], [16, -0.212991, -0.202887, 2.54108, 1.0], [17, -0.178561, -0.640592, 2.69386, 1.0], [18, -0.130158, -1.00703, 2.76873, 1.0], [19, -0.135263, -1.06997, 2.66278, 1.0], [20, -0.288168, 0.349414, 2.4739, 1.0], [21, -0.487031, -0.09744, 2.76499, 1.0], [22, -0.486554, -0.0967245, 2.75213, 1.0], [23, -0.0651512, -0.150568, 2.56733, 1.0], [24, -0.000178712, -0.0673522, 2.56171, 1.0]]
