[[0, 0.1507281, -0.01742952, 2.384848, 1], [1, 0.1613626, 0.3012244, 2.362396, 1], [2, 0.1702029, 0.6091473, 2.327264, 1], [3, 0.1542993, 0.7501143, 2.300605, 1], [4, -0.01609253, 0.5014635, 2.352628, 1], [5, -0.06081209, 0.2422692, 2.360082, 1], [6, -0.08034819, -0.02580828, 2.362446, 1], [7, -0.08827493, -0.09400944, 2.35921, 1], [8, 0.3432022, 0.4867593, 2.323196, 1], [9, 0.3752362, 0.2239557, 2.329133, 1], [10, 0.4021517, -0.02589035, 2.338732, 1], [11, 0.4091682, -0.1017812, 2.339839, 1], [12, 0.06984746, -0.01490609, 2.355226, 1], [13, 0.07643185, -0.3367338, 2.407187, 1], [14, 0.1007372, -0.6469007, 2.45252, 1], [15, 0.05910229, -0.7197974, 2.390692, 1], [16, 0.2268786, -0.01941, 2.340216, 1], [17, 0.2334263, -0.3521648, 2.400629, 1], [18, 0.2260868, -0.6526603, 2.447143, 1], [19, 0.2249897, -0.7227893, 2.359718, 1], [20, 0.1682497, 0.5336583, 2.33826, 1], [21, -0.1044472, -0.1662009, 2.342577, 1], [22, -0.1369675, -0.09560992, 2.33925, 1], [23, 0.4215039, -0.1817324, 2.335626, 1], [24, 0.3516537, -0.06982311, 2.337466, 1]]
[[0, 0.1505302, -0.01761724, 2.384226, 1], [1, 0.1611683, 0.3011657, 2.361934, 1], [2, 0.1700774, 0.6091704, 2.326969, 1], [3, 0.154239, 0.7500464, 2.300558, 1], [4, -0.01676801, 0.5010123, 2.352265, 1], [5, -0.06089875, 0.2419865, 2.359708, 1], [6, -0.08101947, -0.02556585, 2.360178, 1], [7, -0.09456578, -0.09092737, 2.356264, 1], [8, 0.3430734, 0.4867953, 2.322664, 1], [9, 0.3738485, 0.2242061, 2.326644, 1], [10, 0.4009379, -0.02873927, 2.333856, 1], [11, 0.4095991, -0.1041876, 2.331861, 1], [12, 0.06974898, -0.01516394, 2.354743, 1], [13, 0.07647072, -0.3366944, 2.406852, 1], [14, 0.1000977, -0.647296, 2.452048, 1], [15, 0.06057426, -0.719851, 2.386415, 1], [16, 0.2265783, -0.01950238, 2.339471, 1], [17, 0.2332694, -0.3523184, 2.400313, 1], [18, 0.2260767, -0.6531781, 2.447114, 1], [19, 0.2252013, -0.7230753, 2.359363, 1], [20, 0.1681032, 0.5336679, 2.337927, 1], [21, -0.1072426, -0.1648678, 2.340625, 1], [22, -0.1395303, -0.07122099, 2.321412, 1], [23, 0.420788, -0.1888672, 2.325955, 1], [24, 0.3651314, -0.1211772, 2.311177, 1]]
[[0, 0.1503918, -0.01759401, 2.383948, 1], [1, 0.1611439, 0.3011704, 2.361681, 1], [2, 0.1701936, 0.6091531, 2.326716, 1], [3, 0.1546586, 0.7502022, 2.300362, 1], [4, -0.01670512, 0.5009732, 2.352134, 1], [5, -0.06077198, 0.2415589, 2.359336, 1], [6, -0.08128834, -0.02542057, 2.359363, 1], [7, -0.09425661, -0.08942315, 2.357053, 1], [8, 0.3432606, 0.4869041, 2.321792, 1], [9, 0.3705514, 0.2309131, 2.31546, 1], [10, 0.3908493, -0.01611575, 2.230605, 1], [11, 0.4031843, -0.08303359, 2.209132, 1], [12, 0.0696724, -0.01514709, 2.354643, 1], [13, 0.07677931, -0.3374621, 2.406872, 1], [14, 0.0999983, -0.6472575, 2.45153, 1], [15, 0.04868174, -0.7192287, 2.417855, 1], [16, 0.2263838, -0.01947902, 2.338969, 1], [17, 0.2331317, -0.35197, 2.399677, 1], [18, 0.2260187, -0.6528485, 2.447479, 1], [19, 0.2260403, -0.7226729, 2.359655, 1], [20, 0.1681772, 0.5336586, 2.337682, 1], [21, -0.1079238, -0.1604979, 2.338401, 1], [22, -0.1392337, -0.06901535, 2.321343, 1], [23, 0.4102993, -0.1528404, 2.179282, 1], [24, 0.3569472, -0.08286595, 2.207741, 1]]
[[0, 0.150372, -0.01720511, 2.38375, 1], [1, 0.1615487, 0.3016029, 2.361365, 1], [2, 0.1715398, 0.6097264, 2.326162, 1], [3, 0.1564689, 0.7509191, 2.300378, 1], [4, -0.01602653, 0.5016502, 2.351813, 1], [5, -0.06045535, 0.2411779, 2.359222, 1], [6, -0.08146513, -0.02560446, 2.359255, 1], [7, -0.09337343, -0.08989158, 2.361586, 1], [8, 0.3430642, 0.4870435, 2.319955, 1], [9, 0.3652909, 0.2442639, 2.305943, 1], [10, 0.3687008, 0.08578065, 2.14803, 1], [11, 0.3828413, 0.02388642, 2.07383, 1], [12, 0.06958739, -0.01477724, 2.354505, 1], [13, 0.07678819, -0.3365787, 2.406337, 1], [14, 0.09998453, -0.6473511, 2.451502, 1], [15, 0.05706456, -0.7197409, 2.389988, 1], [16, 0.2264406, -0.01908283, 2.338732, 1], [17, 0.2330385, -0.3517194, 2.399458, 1], [18, 0.2271259, -0.6518324, 2.449549, 1], [19, 0.2260388, -0.7207859, 2.360289, 1], [20, 0.1692201, 0.5341991, 2.337197, 1], [21, -0.0982881, -0.1632457, 2.34578, 1], [22, -0.1385653, -0.07414656, 2.328322, 1], [23, 0.3842602, -0.02637994, 2.012972, 1], [24, 0.3379784, 0.02021356, 2.066667, 1]]
[[0, 0.1499075, -0.01673331, 2.383722, 1], [1, 0.1616297, 0.3020262, 2.361111, 1], [2, 0.1724595, 0.6104184, 2.32541, 1], [3, 0.158495, 0.7517058, 2.301221, 1], [4, -0.01534986, 0.5019448, 2.351572, 1], [5, -0.05974663, 0.2405555, 2.359082, 1], [6, -0.08155283, -0.02581169, 2.358975, 1], [7, -0.09262478, -0.08944526, 2.36095, 1], [8, 0.3430915, 0.4868623, 2.318753, 1], [9, 0.3626857, 0.2522543, 2.301275, 1], [10, 0.3640628, 0.1031796, 2.133997, 1], [11, 0.3748083, 0.07624649, 2.037041, 1], [12, 0.06905762, -0.01424039, 2.354665, 1], [13, 0.07680275, -0.3364069, 2.40626, 1], [14, 0.1004305, -0.6471579, 2.451639, 1], [15, 0.02275085, -0.7143555, 2.451172, 1], [16, 0.2260326, -0.01866268, 2.338561, 1], [17, 0.2330211, -0.351536, 2.399429, 1], [18, 0.2286387, -0.6518282, 2.450519, 1], [19, 0.2258179, -0.7202762, 2.360497, 1], [20, 0.1698636, 0.5348161, 2.336604, 1], [21, -0.1025476, -0.1609567, 2.349292, 1], [22, -0.1384263, -0.07349733, 2.328791, 1], [23, 0.3834073, 0.03860907, 1.97117, 1], [24, 0.3313253, 0.06550372, 2.011929, 1]]
[[0, 0.1500597, -0.0165527, 2.383667, 1], [1, 0.1622387, 0.3025211, 2.360774, 1], [2, 0.1736626, 0.6112174, 2.324732, 1], [3, 0.1605445, 0.751988, 2.301656, 1], [4, -0.01421939, 0.5018831, 2.350994, 1], [5, -0.05911772, 0.2403324, 2.35898, 1], [6, -0.08152733, -0.02580496, 2.358945, 1], [7, -0.09335054, -0.08703971, 2.362163, 1], [8, 0.3432451, 0.4869516, 2.317311, 1], [9, 0.3629808, 0.2577859, 2.298469, 1], [10, 0.3642966, 0.1657751, 2.092006, 1], [11, 0.365227, 0.1345524, 2.007406, 1], [12, 0.06911003, -0.01419718, 2.354696, 1], [13, 0.07674507, -0.3362479, 2.406189, 1], [14, 0.1004158, -0.6469839, 2.451887, 1], [15, 0.05416587, -0.7212481, 2.406014, 1], [16, 0.2263701, -0.01822346, 2.338319, 1], [17, 0.2330704, -0.3514169, 2.399406, 1], [18, 0.2288854, -0.6516379, 2.450167, 1], [19, 0.2259558, -0.7203848, 2.360497, 1], [20, 0.1709298, 0.5355488, 2.336006, 1], [21, -0.1031256, -0.1587687, 2.345753, 1], [22, -0.1432838, -0.08994643, 2.332055, 1], [23, 0.3740612, 0.1064092, 1.923478, 1], [24, 0.3224539, 0.1134127, 1.971, 1]]
[[0, 0.1499393, -0.01646334, 2.383661, 1], [1, 0.162407, 0.3026379, 2.360638, 1], [2, 0.1745911, 0.611393, 2.324281, 1], [3, 0.1626541, 0.752431, 2.302427, 1], [4, -0.01362334, 0.5018735, 2.350871, 1], [5, -0.05897636, 0.2403757, 2.359046, 1], [6, -0.08160602, -0.0257297, 2.358741, 1], [7, -0.09332962, -0.08643573, 2.362342, 1], [8, 0.3432463, 0.4868971, 2.315699, 1], [9, 0.3613434, 0.2669348, 2.294385, 1], [10, 0.3716516, 0.2101009, 2.076534, 1], [11, 0.3553227, 0.1817119, 1.958924, 1], [12, 0.06893855, -0.01402831, 2.354849, 1], [13, 0.07703199, -0.3366764, 2.406273, 1], [14, 0.1008173, -0.646768, 2.452194, 1], [15, 0.0547302, -0.721029, 2.40529, 1], [16, 0.226242, -0.01817215, 2.338201, 1], [17, 0.2330695, -0.3514236, 2.3994, 1], [18, 0.228857, -0.6516851, 2.449944, 1], [19, 0.2252267, -0.7203287, 2.360064, 1], [20, 0.1716294, 0.5357208, 2.335642, 1], [21, -0.1090552, -0.1603695, 2.350619, 1], [22, -0.14186, -0.08624309, 2.327572, 1], [23, 0.3731362, 0.1681902, 1.892991, 1], [24, 0.3190182, 0.1808358, 1.966125, 1]]
[[0, 0.1499525, -0.01641275, 2.383708, 1], [1, 0.1628482, 0.3027264, 2.360716, 1], [2, 0.1758344, 0.6113971, 2.324471, 1], [3, 0.1646582, 0.7527167, 2.303221, 1], [4, -0.0130558, 0.5019569, 2.351502, 1], [5, -0.05852409, 0.2403416, 2.359665, 1], [6, -0.08171965, -0.02574669, 2.358955, 1], [7, -0.09478812, -0.0868604, 2.362667, 1], [8, 0.3433236, 0.4872424, 2.314564, 1], [9, 0.3516398, 0.267368, 2.289105, 1], [10, 0.3490541, 0.2451843, 2.064151, 1], [11, 0.3442091, 0.2391559, 1.956702, 1], [12, 0.0689574, -0.01396932, 2.355252, 1], [13, 0.07674929, -0.3370789, 2.406841, 1], [14, 0.1013305, -0.6474369, 2.452863, 1], [15, 0.05430608, -0.7213813, 2.407048, 1], [16, 0.2262691, -0.018083, 2.338121, 1], [17, 0.2337274, -0.3536209, 2.400625, 1], [18, 0.2280948, -0.6524674, 2.449473, 1], [19, 0.2250107, -0.7215427, 2.360158, 1], [20, 0.1726682, 0.535759, 2.335794, 1], [21, -0.1039106, -0.1644884, 2.348434, 1], [22, -0.1395698, -0.06853271, 2.326515, 1], [23, 0.3648402, 0.2470844, 1.897446, 1], [24, 0.311464, 0.2400151, 1.964556, 1]]
[[0, 0.1493098, -0.01602349, 2.383932, 1], [1, 0.1629181, 0.3028131, 2.360766, 1], [2, 0.1766862, 0.6114, 2.324605, 1], [3, 0.1661965, 0.7529632, 2.303962, 1], [4, -0.01154727, 0.5020564, 2.3519, 1], [5, -0.05774119, 0.2407729, 2.360715, 1], [6, -0.08173712, -0.0257053, 2.358984, 1], [7, -0.09342885, -0.08670054, 2.362169, 1], [8, 0.3427196, 0.4880286, 2.313508, 1], [9, 0.3514448, 0.2450972, 2.283828, 1], [10, 0.3207985, 0.2760991, 2.054691, 1], [11, 0.3357168, 0.298719, 1.958765, 1], [12, 0.0680009, -0.01322029, 2.3564, 1], [13, 0.07682768, -0.3364668, 2.406863, 1], [14, 0.1015934, -0.6472331, 2.452864, 1], [15, 0.05433969, -0.7211416, 2.407298, 1], [16, 0.2256817, -0.01786418, 2.33781, 1], [17, 0.233696, -0.3536283, 2.400632, 1], [18, 0.2283654, -0.6521954, 2.449417, 1], [19, 0.2230339, -0.7214592, 2.360328, 1], [20, 0.1732544, 0.5358084, 2.3359, 1], [21, -0.1049751, -0.1608756, 2.342669, 1], [22, -0.1441201, -0.0918353, 2.322933, 1], [23, 0.3478257, 0.3144012, 1.909772, 1], [24, 0.301716, 0.3048615, 1.945867, 1]]
[[0, 0.1492835, -0.01585489, 2.383856, 1], [1, 0.1634836, 0.303085, 2.360715, 1], [2, 0.1783298, 0.6116743, 2.324763, 1], [3, 0.16755, 0.7528954, 2.304349, 1], [4, -0.01066871, 0.5020507, 2.352447, 1], [5, -0.05619018, 0.2386183, 2.361498, 1], [6, -0.08175171, -0.02572336, 2.359006, 1], [7, -0.09367431, -0.0864756, 2.361364, 1], [8, 0.3431245, 0.4884023, 2.313576, 1], [9, 0.3600174, 0.2498039, 2.274584, 1], [10, 0.3310668, 0.3004022, 2.048155, 1], [11, 0.3270406, 0.3474332, 1.972113, 1], [12, 0.06798649, -0.01305195, 2.356482, 1], [13, 0.07685915, -0.3364121, 2.406782, 1], [14, 0.1018519, -0.6470374, 2.452699, 1], [15, 0.05384986, -0.7207996, 2.408962, 1], [16, 0.2256518, -0.01764349, 2.337401, 1], [17, 0.2336065, -0.3534454, 2.40052, 1], [18, 0.2283418, -0.6533864, 2.449013, 1], [19, 0.2233301, -0.7223311, 2.359406, 1], [20, 0.1746342, 0.5360951, 2.335983, 1], [21, -0.1033105, -0.1587953, 2.340837, 1], [22, -0.1405586, -0.07589682, 2.326929, 1], [23, 0.3349794, 0.3749768, 1.913711, 1], [24, 0.2876114, 0.3520555, 1.959389, 1]]
[[0, 0.1492385, -0.01593621, 2.383894, 1], [1, 0.1638149, 0.3030208, 2.360767, 1], [2, 0.1793121, 0.6116387, 2.324864, 1], [3, 0.1687856, 0.752557, 2.304665, 1], [4, -0.009825714, 0.5018381, 2.352904, 1], [5, -0.05525113, 0.2373278, 2.362354, 1], [6, -0.08178769, -0.02571162, 2.35897, 1], [7, -0.09299186, -0.08608063, 2.362202, 1], [8, 0.3419313, 0.4887114, 2.313369, 1], [9, 0.3596207, 0.2386435, 2.271942, 1], [10, 0.3264204, 0.3516749, 2.044148, 1], [11, 0.3209192, 0.3908129, 1.98077, 1], [12, 0.06790123, -0.01331267, 2.356939, 1], [13, 0.07677908, -0.3365602, 2.406796, 1], [14, 0.101356, -0.6482059, 2.45241, 1], [15, 0.05102839, -0.7205865, 2.408562, 1], [16, 0.2255925, -0.01775504, 2.337205, 1], [17, 0.2335295, -0.3531963, 2.400204, 1], [18, 0.2299933, -0.6546916, 2.449369, 1], [19, 0.2234007, -0.7226114, 2.358427, 1], [20, 0.1754736, 0.5360405, 2.336071, 1], [21, -0.1052003, -0.1597172, 2.340891, 1], [22, -0.1411289, -0.08235291, 2.326533, 1], [23, 0.3252325, 0.4275724, 1.932364, 1], [24, 0.2787983, 0.3972062, 1.969, 1]]
