[[0, 523.37, 357.431, 0.508651, 1.0], [1, 521.858, 394.084, 0.946915, 1.0], [2, 492.467, 394.069, 0.864939, 1.0], [3, 474.804, 448.416, 0.914673, 1.0], [4, 457.229, 498.279, 0.862482, 1.0], [5, 549.755, 394.073, 0.883821, 1.0], [6, 570.29, 448.45, 0.921334, 1.0], [7, 592.305, 498.297, 0.898915, 1.0], [8, 523.293, 495.401, 0.743495, 1.0], [9, 499.851, 496.854, 0.733103, 1.0], [10, 0, 0, 0, 1.0], [11, 0, 0, 0, 1.0], [12, 546.765, 492.479, 0.717272, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 520.361, 350.017, 0.448875, 1.0], [16, 530.672, 350.015, 0.466148, 1.0], [17, 510.06, 355.848, 0.551381, 1.0], [18, 536.577, 355.859, 0.461403, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.375, 357.424, 0.524037, 1.0], [1, 521.861, 394.076, 0.94537, 1.0], [2, 492.473, 394.065, 0.861756, 1.0], [3, 474.803, 448.416, 0.912945, 1.0], [4, 457.223, 498.274, 0.86038, 1.0], [5, 549.755, 394.064, 0.882516, 1.0], [6, 570.287, 449.842, 0.925876, 1.0], [7, 592.3, 498.297, 0.901182, 1.0], [8, 523.303, 495.42, 0.745012, 1.0], [9, 499.869, 496.87, 0.730261, 1.0], [10, 0, 0, 0, 1.0], [11, 0, 0, 0, 1.0], [12, 546.769, 492.497, 0.717763, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 520.367, 350.007, 0.464041, 1.0], [16, 530.678, 348.619, 0.484152, 1.0], [17, 510.067, 354.454, 0.557712, 1.0], [18, 536.582, 355.862, 0.468999, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.375, 357.419, 0.560895, 1.0], [1, 521.864, 394.078, 0.947737, 1.0], [2, 492.463, 394.072, 0.864809, 1.0], [3, 474.809, 448.411, 0.915897, 1.0], [4, 455.81, 496.9, 0.857512, 1.0], [5, 549.764, 394.065, 0.883227, 1.0], [6, 570.287, 449.859, 0.930713, 1.0], [7, 592.301, 498.296, 0.902731, 1.0], [8, 523.311, 495.44, 0.745892, 1.0], [9, 499.877, 496.888, 0.728134, 1.0], [10, 0, 0, 0, 1.0], [11, 0, 0, 0, 1.0], [12, 546.776, 493.936, 0.716423, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 520.356, 350.016, 0.499071, 1.0], [16, 530.669, 348.612, 0.523169, 1.0], [17, 510.044, 354.459, 0.58842, 1.0], [18, 536.577, 354.456, 0.501487, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.363, 357.416, 0.554646, 1.0], [1, 521.871, 394.079, 0.946781, 1.0], [2, 492.476, 394.069, 0.864813, 1.0], [3, 474.817, 448.407, 0.916466, 1.0], [4, 455.806, 496.884, 0.854724, 1.0], [5, 549.772, 394.067, 0.880516, 1.0], [6, 570.288, 449.866, 0.934521, 1.0], [7, 592.301, 498.297, 0.903153, 1.0], [8, 523.315, 495.433, 0.745871, 1.0], [9, 499.881, 496.884, 0.727895, 1.0], [10, 0, 0, 0, 1.0], [11, 0, 0, 0, 1.0], [12, 546.78, 493.927, 0.717057, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 520.348, 348.618, 0.489347, 1.0], [16, 530.659, 348.61, 0.509438, 1.0], [17, 510.033, 354.457, 0.577375, 1.0], [18, 536.571, 354.452, 0.496627, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.344, 357.37, 0.550864, 1.0], [1, 521.871, 394.061, 0.948434, 1.0], [2, 492.473, 394.072, 0.868536, 1.0], [3, 474.836, 446.935, 0.909119, 1.0], [4, 457.227, 496.868, 0.848478, 1.0], [5, 549.763, 394.035, 0.884204, 1.0], [6, 570.305, 449.869, 0.931054, 1.0], [7, 592.294, 498.299, 0.902914, 1.0], [8, 523.337, 493.937, 0.746696, 1.0], [9, 499.907, 495.398, 0.714405, 1.0], [10, 0, 0, 0, 1.0], [11, 0, 0, 0, 1.0], [12, 546.795, 491.014, 0.72442, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 520.329, 348.577, 0.51482, 1.0], [16, 529.217, 348.542, 0.524331, 1.0], [17, 508.643, 355.847, 0.620062, 1.0], [18, 536.528, 354.412, 0.543661, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.345, 357.37, 0.553715, 1.0], [1, 521.872, 394.063, 0.947932, 1.0], [2, 492.471, 394.073, 0.868282, 1.0], [3, 474.834, 446.935, 0.909164, 1.0], [4, 457.231, 496.872, 0.84944, 1.0], [5, 549.763, 394.039, 0.883536, 1.0], [6, 570.302, 449.87, 0.932593, 1.0], [7, 592.294, 498.299, 0.903097, 1.0], [8, 523.334, 493.941, 0.746537, 1.0], [9, 499.902, 495.403, 0.715732, 1.0], [10, 0, 0, 0, 1.0], [11, 0, 0, 0, 1.0], [12, 546.794, 491.016, 0.723651, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 520.328, 348.578, 0.517358, 1.0], [16, 529.216, 348.543, 0.526724, 1.0], [17, 508.641, 355.848, 0.622398, 1.0], [18, 536.527, 354.413, 0.545113, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.351, 357.365, 0.54653, 1.0], [1, 521.872, 394.063, 0.947425, 1.0], [2, 492.471, 394.071, 0.867841, 1.0], [3, 474.841, 445.515, 0.910054, 1.0], [4, 457.231, 496.873, 0.849859, 1.0], [5, 549.764, 394.039, 0.883012, 1.0], [6, 570.298, 449.867, 0.931546, 1.0], [7, 592.295, 498.298, 0.902816, 1.0], [8, 523.335, 493.951, 0.747046, 1.0], [9, 499.902, 495.414, 0.716174, 1.0], [10, 0, 0, 0, 1.0], [11, 0, 0, 0, 1.0], [12, 546.797, 491.026, 0.722697, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 520.336, 348.572, 0.513752, 1.0], [16, 529.224, 348.539, 0.522235, 1.0], [17, 508.65, 354.458, 0.620012, 1.0], [18, 536.529, 354.41, 0.535335, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.31, 357.377, 0.519037, 1.0], [1, 521.868, 394.071, 0.947245, 1.0], [2, 492.46, 394.08, 0.867454, 1.0], [3, 474.83, 446.966, 0.916799, 1.0], [4, 457.237, 496.898, 0.857871, 1.0], [5, 549.771, 394.051, 0.882432, 1.0], [6, 570.277, 448.429, 0.917451, 1.0], [7, 592.309, 498.319, 0.90464, 1.0], [8, 523.316, 493.954, 0.737789, 1.0], [9, 499.873, 495.421, 0.715843, 1.0], [10, 0, 0, 0, 1.0], [11, 0, 0, 0, 1.0], [12, 546.789, 491.018, 0.716084, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 518.917, 348.589, 0.487613, 1.0], [16, 527.754, 348.549, 0.488901, 1.0], [17, 508.637, 355.854, 0.615115, 1.0], [18, 536.522, 354.417, 0.574435, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.281, 357.371, 0.576279, 1.0], [1, 521.877, 394.08, 0.946241, 1.0], [2, 492.478, 394.078, 0.861297, 1.0], [3, 474.854, 446.962, 0.917955, 1.0], [4, 457.242, 496.907, 0.860325, 1.0], [5, 549.781, 394.069, 0.878077, 1.0], [6, 570.27, 448.421, 0.913413, 1.0], [7, 592.316, 498.337, 0.910938, 1.0], [8, 523.296, 493.971, 0.731815, 1.0], [9, 499.856, 495.434, 0.714145, 1.0], [10, 0, 0, 0, 1.0], [11, 0, 0, 0, 1.0], [12, 546.763, 491.038, 0.707407, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 517.468, 348.591, 0.542478, 1.0], [16, 527.718, 348.546, 0.540657, 1.0], [17, 508.612, 355.887, 0.623893, 1.0], [18, 536.533, 354.447, 0.590252, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.273, 357.366, 0.580745, 1.0], [1, 521.875, 394.083, 0.947158, 1.0], [2, 492.472, 394.081, 0.862629, 1.0], [3, 474.853, 446.958, 0.918152, 1.0], [4, 457.238, 498.28, 0.865619, 1.0], [5, 549.781, 394.071, 0.879398, 1.0], [6, 570.276, 449.836, 0.916087, 1.0], [7, 592.317, 498.343, 0.910788, 1.0], [8, 523.296, 495.4, 0.740228, 1.0], [9, 499.857, 496.849, 0.724103, 1.0], [10, 0, 0, 0, 1.0], [11, 0, 0, 0, 1.0], [12, 546.765, 492.474, 0.71296, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 517.459, 348.585, 0.546366, 1.0], [16, 527.707, 348.538, 0.547423, 1.0], [17, 508.606, 355.887, 0.619135, 1.0], [18, 536.529, 354.443, 0.597175, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.281, 357.373, 0.585599, 1.0], [1, 521.878, 394.087, 0.947511, 1.0], [2, 492.466, 394.087, 0.863207, 1.0], [3, 474.85, 448.389, 0.921931, 1.0], [4, 457.23, 498.28, 0.866282, 1.0], [5, 549.792, 394.074, 0.877052, 1.0], [6, 570.262, 448.449, 0.916698, 1.0], [7, 592.311, 498.351, 0.912224, 1.0], [8, 523.299, 495.432, 0.744149, 1.0], [9, 499.862, 496.874, 0.728465, 1.0], [10, 0, 0, 0, 1.0], [11, 0, 0, 0, 1.0], [12, 546.769, 493.933, 0.712021, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 517.467, 348.595, 0.548713, 1.0], [16, 527.718, 348.546, 0.548098, 1.0], [17, 508.609, 355.891, 0.628321, 1.0], [18, 536.53, 354.448, 0.594674, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
