[[0, -0.0485279, -0.571255, 2.54426, 1.0], [1, -0.0514557, -0.267005, 2.54635, 1.0], [2, -0.054035, 0.0312029, 2.53471, 1.0], [3, -0.0315579, 0.178307, 2.52514, 1.0], [4, -0.235058, -0.0709785, 2.54052, 1.0], [5, -0.292566, -0.324248, 2.52666, 1.0], [6, -0.313088, -0.521858, 2.44545, 1.0], [7, -0.313166, -0.51108, 2.43759, 1.0], [8, 0.128801, -0.101058, 2.49573, 1.0], [9, 0.194964, -0.331006, 2.49356, 1.0], [10, 0.232223, -0.522682, 2.40333, 1.0], [11, 0.217947, -0.511873, 2.39838, 1.0], [12, -0.130816, -0.556505, 2.51412, 1.0], [13, -0.159356, -0.840622, 2.57354, 1.0], [14, -0.197563, -1.14757, 2.67074, 1.0], [15, -0.208252, -1.22461, 2.59375, 1.0], [16, 0.0351068, -0.570277, 2.50434, 1.0], [17, 0.0739066, -0.853093, 2.56375, 1.0], [18, 0.123561, -1.15159, 2.65903, 1.0], [19, 0.153076, -1.22559, 2.60938, 1.0], [20, -0.0534491, -0.0425498, 2.54004, 1.0], [21, -0.330398, -0.548272, 2.41741, 1.0], [22, -0.258042, -0.531707, 2.40547, 1.0], [23, 0.236524, -0.542614, 2.37065, 1.0], [24, 0.291568, -0.520875, 2.36729, 1.0]]
[[0, -0.048501, -0.571239, 2.54415, 1.0], [1, -0.0512946, -0.26707, 2.54611, 1.0], [2, -0.0536223, 0.0309753, 2.53426, 1.0], [3, -0.0315237, 0.178394, 2.5248, 1.0], [4, -0.233756, -0.0686948, 2.54051, 1.0], [5, -0.292697, -0.324233, 2.52654, 1.0], [6, -0.313147, -0.522372, 2.44519, 1.0], [7, -0.313263, -0.512289, 2.43667, 1.0], [8, 0.128786, -0.101032, 2.49571, 1.0], [9, 0.194969, -0.330995, 2.49348, 1.0], [10, 0.232354, -0.522864, 2.40235, 1.0], [11, 0.217539, -0.511667, 2.39648, 1.0], [12, -0.13076, -0.556346, 2.51398, 1.0], [13, -0.159461, -0.841148, 2.57373, 1.0], [14, -0.197737, -1.14763, 2.67087, 1.0], [15, -0.208176, -1.22388, 2.59399, 1.0], [16, 0.0351285, -0.570379, 2.50422, 1.0], [17, 0.0740176, -0.853032, 2.56363, 1.0], [18, 0.123287, -1.15019, 2.65833, 1.0], [19, 0.153603, -1.22518, 2.61138, 1.0], [20, -0.05311, -0.0427288, 2.53965, 1.0], [21, -0.329733, -0.550386, 2.41946, 1.0], [22, -0.258286, -0.532075, 2.40659, 1.0], [23, 0.244323, -0.545553, 2.37143, 1.0], [24, 0.291639, -0.518847, 2.36252, 1.0]]
[[0, -0.0485672, -0.571197, 2.54383, 1.0], [1, -0.0512689, -0.267124, 2.54582, 1.0], [2, -0.0535092, 0.0308225, 2.53396, 1.0], [3, -0.0315693, 0.178309, 2.52479, 1.0], [4, -0.233421, -0.068426, 2.54007, 1.0], [5, -0.292877, -0.324475, 2.52616, 1.0], [6, -0.314086, -0.522854, 2.44469, 1.0], [7, -0.314243, -0.51114, 2.43699, 1.0], [8, 0.128749, -0.101102, 2.49561, 1.0], [9, 0.194894, -0.331675, 2.49325, 1.0], [10, 0.232675, -0.523538, 2.40139, 1.0], [11, 0.216938, -0.511968, 2.39554, 1.0], [12, -0.130825, -0.556158, 2.51348, 1.0], [13, -0.159517, -0.84106, 2.5736, 1.0], [14, -0.19733, -1.14628, 2.67051, 1.0], [15, -0.20815, -1.22351, 2.59415, 1.0], [16, 0.0350629, -0.570431, 2.50402, 1.0], [17, 0.0741349, -0.852682, 2.56345, 1.0], [18, 0.12339, -1.14963, 2.65719, 1.0], [19, 0.152863, -1.22343, 2.61455, 1.0], [20, -0.0530197, -0.0428556, 2.53935, 1.0], [21, -0.329301, -0.550137, 2.41487, 1.0], [22, -0.258098, -0.532288, 2.40675, 1.0], [23, 0.236663, -0.544588, 2.37075, 1.0], [24, 0.290127, -0.518115, 2.36133, 1.0]]
[[0, -0.048623, -0.570861, 2.54313, 1.0], [1, -0.0513382, -0.267037, 2.54539, 1.0], [2, -0.0535907, 0.030772, 2.53372, 1.0], [3, -0.0315577, 0.17822, 2.5246, 1.0], [4, -0.233581, -0.0686541, 2.53974, 1.0], [5, -0.292869, -0.324889, 2.5258, 1.0], [6, -0.314564, -0.523264, 2.44388, 1.0], [7, -0.312776, -0.511374, 2.43307, 1.0], [8, 0.128673, -0.101038, 2.49529, 1.0], [9, 0.194894, -0.331688, 2.49324, 1.0], [10, 0.232606, -0.52369, 2.40117, 1.0], [11, 0.216869, -0.511933, 2.39402, 1.0], [12, -0.130859, -0.555899, 2.51286, 1.0], [13, -0.159475, -0.840105, 2.573, 1.0], [14, -0.196534, -1.1443, 2.67015, 1.0], [15, -0.208882, -1.22179, 2.5958, 1.0], [16, 0.0349825, -0.570039, 2.5033, 1.0], [17, 0.0740479, -0.852316, 2.56307, 1.0], [18, 0.123936, -1.15026, 2.65717, 1.0], [19, 0.152968, -1.22376, 2.61349, 1.0], [20, -0.0530974, -0.0428791, 2.53908, 1.0], [21, -0.330247, -0.548749, 2.41498, 1.0], [22, -0.258013, -0.531797, 2.40543, 1.0], [23, 0.235509, -0.544437, 2.36801, 1.0], [24, 0.2916, -0.519428, 2.36422, 1.0]]
[[0, -0.0486735, -0.571211, 2.54304, 1.0], [1, -0.051345, -0.267322, 2.54499, 1.0], [2, -0.0535434, 0.0305398, 2.53275, 1.0], [3, -0.0316789, 0.178205, 2.52444, 1.0], [4, -0.233718, -0.0693056, 2.53902, 1.0], [5, -0.293183, -0.325076, 2.5252, 1.0], [6, -0.315322, -0.523634, 2.44372, 1.0], [7, -0.313836, -0.510702, 2.43218, 1.0], [8, 0.128601, -0.10103, 2.49514, 1.0], [9, 0.19496, -0.331552, 2.49295, 1.0], [10, 0.232543, -0.523479, 2.40043, 1.0], [11, 0.216976, -0.510683, 2.39171, 1.0], [12, -0.13091, -0.556371, 2.51287, 1.0], [13, -0.159411, -0.839694, 2.57264, 1.0], [14, -0.196092, -1.14513, 2.66931, 1.0], [15, -0.209906, -1.22214, 2.59728, 1.0], [16, 0.0349289, -0.57031, 2.50313, 1.0], [17, 0.0739311, -0.851446, 2.56227, 1.0], [18, 0.125287, -1.15206, 2.65627, 1.0], [19, 0.15306, -1.22488, 2.60562, 1.0], [20, -0.0530656, -0.0431334, 2.53827, 1.0], [21, -0.331526, -0.548117, 2.411, 1.0], [22, -0.257752, -0.531659, 2.40367, 1.0], [23, 0.236405, -0.542102, 2.36228, 1.0], [24, 0.289341, -0.516741, 2.35671, 1.0]]
[[0, -0.0489459, -0.571482, 2.54265, 1.0], [1, -0.0514495, -0.267447, 2.54463, 1.0], [2, -0.0535331, 0.0305244, 2.53244, 1.0], [3, -0.0317326, 0.178112, 2.5242, 1.0], [4, -0.233188, -0.068423, 2.53834, 1.0], [5, -0.293413, -0.325309, 2.52498, 1.0], [6, -0.315852, -0.523105, 2.4411, 1.0], [7, -0.312993, -0.50973, 2.42741, 1.0], [8, 0.128557, -0.101039, 2.49491, 1.0], [9, 0.194851, -0.331382, 2.49236, 1.0], [10, 0.232504, -0.52338, 2.39971, 1.0], [11, 0.216572, -0.510532, 2.38993, 1.0], [12, -0.131149, -0.556465, 2.51238, 1.0], [13, -0.159609, -0.839518, 2.57238, 1.0], [14, -0.1956, -1.14491, 2.66837, 1.0], [15, -0.209371, -1.22239, 2.59605, 1.0], [16, 0.0345912, -0.570801, 2.50281, 1.0], [17, 0.0739193, -0.851372, 2.56213, 1.0], [18, 0.124945, -1.15172, 2.65616, 1.0], [19, 0.155576, -1.22392, 2.60208, 1.0], [20, -0.05308, -0.0431729, 2.53795, 1.0], [21, -0.329316, -0.54612, 2.40531, 1.0], [22, -0.25519, -0.531062, 2.40018, 1.0], [23, 0.237205, -0.542721, 2.36289, 1.0], [24, 0.287463, -0.516301, 2.35263, 1.0]]
[[0, -0.0486513, -0.570956, 2.54084, 1.0], [1, -0.0512718, -0.267309, 2.5437, 1.0], [2, -0.0534569, 0.0304724, 2.53215, 1.0], [3, -0.0318699, 0.178115, 2.52292, 1.0], [4, -0.233331, -0.068754, 2.53761, 1.0], [5, -0.29373, -0.325168, 2.52415, 1.0], [6, -0.316387, -0.522051, 2.43786, 1.0], [7, -0.31123, -0.512028, 2.4226, 1.0], [8, 0.128548, -0.101014, 2.49481, 1.0], [9, 0.194522, -0.330625, 2.49126, 1.0], [10, 0.232395, -0.522092, 2.39742, 1.0], [11, 0.218221, -0.509564, 2.38534, 1.0], [12, -0.130854, -0.55603, 2.51065, 1.0], [13, -0.15958, -0.839495, 2.57222, 1.0], [14, -0.195662, -1.1451, 2.66854, 1.0], [15, -0.209498, -1.22219, 2.5967, 1.0], [16, 0.0348803, -0.570184, 2.50097, 1.0], [17, 0.0741968, -0.850905, 2.56123, 1.0], [18, 0.120665, -1.15352, 2.66704, 1.0], [19, 0.15613, -1.2232, 2.60173, 1.0], [20, -0.0529811, -0.0431965, 2.53753, 1.0], [21, -0.328086, -0.549063, 2.40157, 1.0], [22, -0.25713, -0.52943, 2.39371, 1.0], [23, 0.248863, -0.541965, 2.35954, 1.0], [24, 0.288989, -0.51619, 2.35372, 1.0]]
[[0, -0.0487042, -0.57108, 2.54021, 1.0], [1, -0.0511559, -0.267447, 2.54301, 1.0], [2, -0.0531855, 0.0303095, 2.53152, 1.0], [3, -0.0318407, 0.178116, 2.52246, 1.0], [4, -0.233697, -0.0690276, 2.537, 1.0], [5, -0.294079, -0.324962, 2.52349, 1.0], [6, -0.316063, -0.520689, 2.43413, 1.0], [7, -0.31337, -0.508829, 2.41937, 1.0], [8, 0.128536, -0.101, 2.4943, 1.0], [9, 0.194475, -0.330128, 2.49004, 1.0], [10, 0.232103, -0.520902, 2.39461, 1.0], [11, 0.218045, -0.508613, 2.38157, 1.0], [12, -0.130888, -0.556179, 2.51004, 1.0], [13, -0.159434, -0.838851, 2.5716, 1.0], [14, -0.195879, -1.14294, 2.66818, 1.0], [15, -0.20965, -1.22129, 2.59711, 1.0], [16, 0.0348131, -0.570273, 2.50034, 1.0], [17, 0.0742698, -0.849119, 2.55964, 1.0], [18, 0.121559, -1.15191, 2.66377, 1.0], [19, 0.157083, -1.22405, 2.60465, 1.0], [20, -0.0527448, -0.0433517, 2.53687, 1.0], [21, -0.323169, -0.545602, 2.39258, 1.0], [22, -0.25493, -0.529375, 2.38554, 1.0], [23, 0.244228, -0.542831, 2.35886, 1.0], [24, 0.291564, -0.51494, 2.3494, 1.0]]
[[0, -0.0490382, -0.571606, 2.53888, 1.0], [1, -0.0512378, -0.26766, 2.54187, 1.0], [2, -0.0530826, 0.0303227, 2.53063, 1.0], [3, -0.0320162, 0.178078, 2.52167, 1.0], [4, -0.232264, -0.0684504, 2.53455, 1.0], [5, -0.29441, -0.324138, 2.52112, 1.0], [6, -0.326556, -0.51824, 2.43146, 1.0], [7, -0.328913, -0.527061, 2.40364, 1.0], [8, 0.128539, -0.100976, 2.49348, 1.0], [9, 0.194538, -0.329819, 2.48865, 1.0], [10, 0.232274, -0.519348, 2.39058, 1.0], [11, 0.218902, -0.508038, 2.37446, 1.0], [12, -0.131209, -0.55656, 2.50846, 1.0], [13, -0.15923, -0.838635, 2.57121, 1.0], [14, -0.195973, -1.14311, 2.66809, 1.0], [15, -0.20955, -1.22112, 2.59702, 1.0], [16, 0.034478, -0.570904, 2.49924, 1.0], [17, 0.0744344, -0.849359, 2.5595, 1.0], [18, 0.122293, -1.15206, 2.6614, 1.0], [19, 0.156695, -1.22376, 2.60523, 1.0], [20, -0.0526813, -0.043386, 2.53592, 1.0], [21, -0.320155, -0.54825, 2.38657, 1.0], [22, -0.279893, -0.50967, 2.38255, 1.0], [23, 0.243447, -0.541553, 2.35325, 1.0], [24, 0.291079, -0.514103, 2.3456, 1.0]]
[[0, -0.050293, -0.571871, 2.53758, 1.0], [1, -0.0517408, -0.267697, 2.54131, 1.0], [2, -0.0531677, 0.0303557, 2.53055, 1.0], [3, -0.0321027, 0.178036, 2.52109, 1.0], [4, -0.232605, -0.068675, 2.53415, 1.0], [5, -0.294471, -0.323965, 2.52072, 1.0], [6, -0.328427, -0.515837, 2.42675, 1.0], [7, -0.325227, -0.5252, 2.39491, 1.0], [8, 0.128342, -0.100861, 2.49282, 1.0], [9, 0.19486, -0.328253, 2.48668, 1.0], [10, 0.232338, -0.516132, 2.38521, 1.0], [11, 0.218411, -0.504546, 2.3698, 1.0], [12, -0.132574, -0.558089, 2.50709, 1.0], [13, -0.159442, -0.839481, 2.57125, 1.0], [14, -0.196198, -1.14357, 2.66796, 1.0], [15, -0.209367, -1.22181, 2.59523, 1.0], [16, 0.0329944, -0.569976, 2.49762, 1.0], [17, 0.074472, -0.849225, 2.55922, 1.0], [18, 0.122311, -1.15168, 2.66092, 1.0], [19, 0.156227, -1.224, 2.60913, 1.0], [20, -0.0528377, -0.0433568, 2.53574, 1.0], [21, -0.317082, -0.545687, 2.37817, 1.0], [22, -0.279526, -0.512115, 2.37381, 1.0], [23, 0.236994, -0.537509, 2.34479, 1.0], [24, 0.288728, -0.512821, 2.33683, 1.0]]
[[0, -0.0505067, -0.572115, 2.53721, 1.0], [1, -0.051959, -0.268006, 2.54051, 1.0], [2, -0.0532959, 0.0300282, 2.52935, 1.0], [3, -0.0323024, 0.178014, 2.5206, 1.0], [4, -0.232938, -0.0692935, 2.53292, 1.0], [5, -0.294487, -0.323388, 2.51941, 1.0], [6, -0.324458, -0.511292, 2.41566, 1.0], [7, -0.322189, -0.5215, 2.39049, 1.0], [8, 0.128257, -0.1008, 2.49232, 1.0], [9, 0.194896, -0.327862, 2.48569, 1.0], [10, 0.232583, -0.513053, 2.37921, 1.0], [11, 0.217523, -0.501978, 2.36257, 1.0], [12, -0.132866, -0.559456, 2.50622, 1.0], [13, -0.159407, -0.83938, 2.57098, 1.0], [14, -0.196288, -1.14338, 2.66802, 1.0], [15, -0.209708, -1.22118, 2.59622, 1.0], [16, 0.0328022, -0.569731, 2.49743, 1.0], [17, 0.0744844, -0.849188, 2.559, 1.0], [18, 0.123139, -1.15053, 2.65869, 1.0], [19, 0.156722, -1.2234, 2.60971, 1.0], [20, -0.0529979, -0.043684, 2.53463, 1.0], [21, -0.316708, -0.540958, 2.37317, 1.0], [22, -0.282002, -0.510596, 2.36281, 1.0], [23, 0.228764, -0.534747, 2.33645, 1.0], [24, 0.286352, -0.509439, 2.32617, 1.0]]
