[[0, -0.389384, -0.507558, 3.26911, 1.0], [1, -0.38864, -0.263822, 3.27168, 1.0], [2, -0.386696, -0.0231157, 3.264, 1.0], [3, -0.391945, 0.0966105, 3.26664, 1.0], [4, -0.539805, -0.12184, 3.21805, 1.0], [5, -0.652856, -0.203124, 3.09823, 1.0], [6, -0.700541, -0.239013, 2.95457, 1.0], [7, -0.709236, -0.257509, 2.88548, 1.0], [8, -0.221797, -0.129392, 3.24197, 1.0], [9, -0.0897329, -0.230337, 3.1789, 1.0], [10, -0.0017236, -0.285235, 3.00909, 1.0], [11, 0.0135839, -0.305574, 2.94752, 1.0], [12, -0.458104, -0.501364, 3.23625, 1.0], [13, -0.415527, -0.774458, 3.16966, 1.0], [14, -0.581145, -0.67259, 3.3459, 1.0], [15, -0.526224, -0.630903, 3.23108, 1.0], [16, -0.313803, -0.504816, 3.24441, 1.0], [17, -0.222638, -0.787816, 3.23029, 1.0], [18, -0.226353, -1.07034, 3.29276, 1.0], [19, -0.223495, -1.13889, 3.24975, 1.0], [20, -0.387406, -0.0829128, 3.26783, 1.0], [21, -0.706282, -0.27468, 2.80585, 1.0], [22, -0.71741, -0.25651, 2.85012, 1.0], [23, 0.0253696, -0.326764, 2.84665, 1.0], [24, 0.0136624, -0.301005, 2.906, 1.0]]
[[0, -0.388048, -0.503963, 3.26794, 1.0], [1, -0.388847, -0.261438, 3.27181, 1.0], [2, -0.388367, -0.0208362, 3.26542, 1.0], [3, -0.392015, 0.1223, 3.25855, 1.0], [4, -0.539317, -0.119298, 3.21942, 1.0], [5, -0.653657, -0.18873, 3.09504, 1.0], [6, -0.699094, -0.19985, 2.8961, 1.0], [7, -0.684135, -0.246934, 2.69842, 1.0], [8, -0.223055, -0.126333, 3.24295, 1.0], [9, -0.0933355, -0.204636, 3.17465, 1.0], [10, -0.00593423, -0.234476, 2.99243, 1.0], [11, 0.019144, -0.285938, 2.77433, 1.0], [12, -0.456747, -0.497754, 3.23451, 1.0], [13, -0.581365, -0.760031, 3.27811, 1.0], [14, -0.362431, -0.696659, 3.14994, 1.0], [15, -0.437016, -0.613031, 3.1598, 1.0], [16, -0.312491, -0.501238, 3.24382, 1.0], [17, -0.151103, -0.748646, 3.28417, 1.0], [18, -0.148629, -1.09059, 3.31175, 1.0], [19, -0.223822, -1.12587, 3.25497, 1.0], [20, -0.388631, -0.0806779, 3.26885, 1.0], [21, -0.657216, -0.24877, 2.67303, 1.0], [22, -0.726907, -0.242967, 2.69054, 1.0], [23, 0.0385493, -0.296531, 2.75193, 1.0], [24, -0.0224292, -0.29273, 2.75433, 1.0]]
[[0, -0.382766, -0.486465, 3.26509, 1.0], [1, -0.386669, -0.258218, 3.27023, 1.0], [2, -0.387088, -0.022156, 3.26453, 1.0], [3, -0.393255, 0.129515, 3.25996, 1.0], [4, -0.537945, -0.110032, 3.21828, 1.0], [5, -0.632089, -0.14275, 3.10182, 1.0], [6, -0.640328, -0.163392, 2.90016, 1.0], [7, -0.662317, -0.181576, 2.67812, 1.0], [8, -0.223531, -0.122632, 3.24102, 1.0], [9, -0.0687165, -0.181129, 3.13654, 1.0], [10, 0.015002, -0.1933, 2.95253, 1.0], [11, 0.0180965, -0.216515, 2.7495, 1.0], [12, -0.451141, -0.478394, 3.23291, 1.0], [13, -0.618234, -0.691869, 3.34144, 1.0], [14, -0.421327, -0.796929, 3.17497, 1.0], [15, -0.453337, -0.679083, 3.16645, 1.0], [16, -0.3077, -0.485909, 3.24053, 1.0], [17, -0.223091, -0.783228, 3.2376, 1.0], [18, -0.226507, -1.09327, 3.29458, 1.0], [19, -0.218111, -1.14449, 3.18488, 1.0], [20, -0.387613, -0.0809888, 3.2679, 1.0], [21, -0.679281, -0.18749, 2.65497, 1.0], [22, -0.708947, -0.174394, 2.66433, 1.0], [23, 0.0354747, -0.215648, 2.72254, 1.0], [24, -0.0252001, -0.224203, 2.7245, 1.0]]
[[0, -0.376365, -0.464452, 3.26549, 1.0], [1, -0.386241, -0.243633, 3.27027, 1.0], [2, -0.390158, -0.0188276, 3.26461, 1.0], [3, -0.394035, 0.127183, 3.26035, 1.0], [4, -0.53388, -0.0745689, 3.22355, 1.0], [5, -0.625648, -0.0927387, 3.07405, 1.0], [6, -0.649898, -0.106909, 2.88013, 1.0], [7, -0.678586, -0.116321, 2.67165, 1.0], [8, -0.237265, -0.0865961, 3.24237, 1.0], [9, -0.145807, -0.107081, 3.1242, 1.0], [10, -0.0716241, -0.126448, 2.94396, 1.0], [11, 0.0169067, -0.146622, 2.73663, 1.0], [12, -0.44496, -0.457392, 3.2335, 1.0], [13, -0.334574, -0.710089, 3.14665, 1.0], [14, -0.464878, -0.941651, 3.18581, 1.0], [15, -0.467928, -0.819026, 3.1679, 1.0], [16, -0.301336, -0.463593, 3.24152, 1.0], [17, -0.217886, -0.812875, 3.23846, 1.0], [18, -0.227255, -1.11268, 3.30575, 1.0], [19, -0.219715, -1.12775, 3.19787, 1.0], [20, -0.389953, -0.0758781, 3.26786, 1.0], [21, -0.682914, -0.120445, 2.64626, 1.0], [22, -0.72345, -0.118115, 2.67022, 1.0], [23, 0.0465194, -0.125571, 2.71172, 1.0], [24, -0.0256387, -0.156641, 2.71469, 1.0]]
[[0, -0.386756, -0.479923, 3.25676, 1.0], [1, -0.388757, -0.246099, 3.26706, 1.0], [2, -0.390932, -0.0186318, 3.26355, 1.0], [3, -0.397226, 0.104091, 3.26863, 1.0], [4, -0.515398, -0.149253, 3.19132, 1.0], [5, -0.609734, -0.130119, 3.07635, 1.0], [6, -0.609441, -0.0983681, 2.88791, 1.0], [7, -0.662668, -0.0537179, 2.66126, 1.0], [8, -0.245087, -0.147275, 3.22298, 1.0], [9, -0.165722, -0.128207, 3.07265, 1.0], [10, -0.0783799, -0.111959, 2.90398, 1.0], [11, 0.0167811, -0.079909, 2.72633, 1.0], [12, -0.455069, -0.476391, 3.22349, 1.0], [13, -0.252644, -0.663028, 3.21011, 1.0], [14, -0.51115, -0.66226, 3.23152, 1.0], [15, -0.504533, -0.574731, 3.19036, 1.0], [16, -0.311782, -0.475732, 3.2341, 1.0], [17, -0.254906, -0.832487, 3.20354, 1.0], [18, -0.227409, -1.09435, 3.30677, 1.0], [19, -0.221323, -1.14468, 3.22188, 1.0], [20, -0.390859, -0.0758577, 3.26651, 1.0], [21, -0.673905, -0.0579084, 2.6378, 1.0], [22, -0.716391, -0.0543927, 2.664, 1.0], [23, 0.0437893, -0.0763178, 2.71356, 1.0], [24, -0.0271514, -0.0898105, 2.69917, 1.0]]
[[0, -0.387185, -0.483817, 3.25587, 1.0], [1, -0.392684, -0.255964, 3.25911, 1.0], [2, -0.39949, -0.0332788, 3.24633, 1.0], [3, -0.398083, 0.116116, 3.26239, 1.0], [4, -0.530061, -0.131871, 3.18708, 1.0], [5, -0.64334, -0.0661332, 3.04333, 1.0], [6, -0.654033, -0.0313266, 2.85302, 1.0], [7, -0.680206, 0.00968654, 2.66119, 1.0], [8, -0.237933, -0.13198, 3.21932, 1.0], [9, -0.132604, -0.101454, 3.1162, 1.0], [10, -0.0670298, -0.0654628, 2.93756, 1.0], [11, 0.0121896, -0.0161847, 2.72635, 1.0], [12, -0.454657, -0.480444, 3.22173, 1.0], [13, -0.239484, -0.650153, 3.19006, 1.0], [14, -0.477532, -0.528328, 3.19783, 1.0], [15, -0.506196, -0.614286, 3.19155, 1.0], [16, -0.313129, -0.479614, 3.23447, 1.0], [17, -0.325521, -0.828555, 3.17004, 1.0], [18, -0.148874, -0.964361, 3.30695, 1.0], [19, -0.19842, -1.05746, 3.26573, 1.0], [20, -0.39785, -0.0886204, 3.25198, 1.0], [21, -0.648184, 0.000892735, 2.63001, 1.0], [22, -0.717306, 0.0192924, 2.65377, 1.0], [23, 0.0477053, -0.0201204, 2.70831, 1.0], [24, -0.0396783, -0.0193885, 2.69062, 1.0]]
[[0, -0.379734, -0.467746, 3.24819, 1.0], [1, -0.392552, -0.25078, 3.25586, 1.0], [2, -0.401499, -0.0317284, 3.24643, 1.0], [3, -0.402327, 0.118226, 3.26388, 1.0], [4, -0.535984, -0.101209, 3.19297, 1.0], [5, -0.615708, -0.0573315, 3.05992, 1.0], [6, -0.656195, -0.00746895, 2.88013, 1.0], [7, -0.673026, 0.0627941, 2.67067, 1.0], [8, -0.238867, -0.0921029, 3.22552, 1.0], [9, -0.138059, -0.0662732, 3.11925, 1.0], [10, -0.0710354, -0.0186842, 2.94664, 1.0], [11, 0.0133503, 0.0440708, 2.73433, 1.0], [12, -0.445136, -0.463858, 3.21154, 1.0], [13, -0.325056, -0.709456, 3.16971, 1.0], [14, -0.55977, -0.617513, 3.25309, 1.0], [15, -0.488078, -0.615016, 3.17685, 1.0], [16, -0.307498, -0.463473, 3.22936, 1.0], [17, -0.202613, -0.704112, 3.27175, 1.0], [18, -0.424649, -0.679342, 3.11473, 1.0], [19, -0.377956, -0.771192, 3.12609, 1.0], [20, -0.399339, -0.0866216, 3.2513, 1.0], [21, -0.666271, 0.0673562, 2.64531, 1.0], [22, -0.701947, 0.0797506, 2.65244, 1.0], [23, 0.046636, 0.0513026, 2.71872, 1.0], [24, -0.0314701, 0.041658, 2.6991, 1.0]]
[[0, -0.364159, -0.472278, 3.24523, 1.0], [1, -0.384221, -0.246268, 3.2525, 1.0], [2, -0.397777, -0.020305, 3.24526, 1.0], [3, -0.402644, 0.125985, 3.2555, 1.0], [4, -0.536147, -0.0965831, 3.19463, 1.0], [5, -0.615558, -0.047804, 3.07102, 1.0], [6, -0.653795, 0.024365, 2.89756, 1.0], [7, -0.691802, 0.118357, 2.68916, 1.0], [8, -0.237003, -0.0892349, 3.22463, 1.0], [9, -0.124836, -0.0227563, 3.10575, 1.0], [10, -0.0589767, 0.033486, 2.93425, 1.0], [11, 0.0121861, 0.102725, 2.75453, 1.0], [12, -0.429259, -0.469054, 3.20926, 1.0], [13, -0.151512, -0.499321, 3.21497, 1.0], [14, -0.396944, -0.610591, 3.20572, 1.0], [15, -0.479511, -0.605051, 3.16043, 1.0], [16, -0.292895, -0.467378, 3.22614, 1.0], [17, -0.182582, -0.70329, 3.28343, 1.0], [18, -0.358392, -0.402345, 3.15572, 1.0], [19, -0.335488, -0.508334, 3.14897, 1.0], [20, -0.394621, -0.0771409, 3.24927, 1.0], [21, -0.674529, 0.134002, 2.65938, 1.0], [22, -0.731726, 0.141959, 2.68563, 1.0], [23, 0.0456102, 0.103361, 2.73119, 1.0], [24, -0.0287148, 0.0974692, 2.72518, 1.0]]
[[0, -0.362785, -0.476459, 3.24341, 1.0], [1, -0.38436, -0.24629, 3.25179, 1.0], [2, -0.401412, -0.0170502, 3.24492, 1.0], [3, -0.404378, 0.106583, 3.2409, 1.0], [4, -0.541013, -0.0949227, 3.19267, 1.0], [5, -0.623559, -0.0196586, 3.06627, 1.0], [6, -0.663078, 0.0624734, 2.89549, 1.0], [7, -0.700924, 0.168763, 2.70195, 1.0], [8, -0.237662, -0.0879283, 3.22291, 1.0], [9, -0.130998, -0.00344965, 3.11008, 1.0], [10, -0.0692722, 0.0722341, 2.9425, 1.0], [11, 0.00455542, 0.156405, 2.76296, 1.0], [12, -0.427889, -0.473521, 3.2085, 1.0], [13, -0.146906, -0.494179, 3.2164, 1.0], [14, -0.396853, -0.567904, 3.25427, 1.0], [15, -0.479016, -0.603608, 3.16552, 1.0], [16, -0.29146, -0.471451, 3.22314, 1.0], [17, -0.19269, -0.716057, 3.27724, 1.0], [18, -0.372141, -0.357552, 3.1443, 1.0], [19, -0.324639, -0.455068, 3.14396, 1.0], [20, -0.396905, -0.0749989, 3.2486, 1.0], [21, -0.696036, 0.183075, 2.67308, 1.0], [22, -0.738166, 0.15527, 2.71479, 1.0], [23, 0.0266273, 0.164183, 2.74005, 1.0], [24, -0.0505371, 0.161928, 2.72933, 1.0]]
[[0, -0.370384, -0.465298, 3.24534, 1.0], [1, -0.390402, -0.237588, 3.24934, 1.0], [2, -0.407736, -0.0108447, 3.24112, 1.0], [3, -0.407696, 0.116659, 3.2406, 1.0], [4, -0.549543, -0.0872223, 3.1907, 1.0], [5, -0.650698, 0.0184401, 3.05382, 1.0], [6, -0.690179, 0.113723, 2.88369, 1.0], [7, -0.7004, 0.219166, 2.71735, 1.0], [8, -0.237023, -0.0795075, 3.22019, 1.0], [9, -0.0984041, 0.0254307, 3.12417, 1.0], [10, -0.0236592, 0.114664, 2.96257, 1.0], [11, 0.00538929, 0.206535, 2.78508, 1.0], [12, -0.434039, -0.46071, 3.21185, 1.0], [13, -0.316579, -0.715835, 3.15258, 1.0], [14, -0.577817, -0.748194, 3.19567, 1.0], [15, -0.472649, -0.690154, 3.15641, 1.0], [16, -0.300642, -0.461611, 3.22395, 1.0], [17, -0.196924, -0.707268, 3.28246, 1.0], [18, -0.324989, -0.486392, 3.18418, 1.0], [19, -0.272554, -0.582671, 3.17787, 1.0], [20, -0.403653, -0.067459, 3.2449, 1.0], [21, -0.699984, 0.238064, 2.69053, 1.0], [22, -0.748319, 0.209214, 2.72783, 1.0], [23, 0.0148859, 0.213556, 2.7541, 1.0], [24, -0.0402008, 0.210367, 2.75486, 1.0]]
[[0, -0.401275, -0.439233, 3.23469, 1.0], [1, -0.405369, -0.22349, 3.23958, 1.0], [2, -0.412917, -0.00586133, 3.23513, 1.0], [3, -0.408609, 0.121399, 3.23587, 1.0], [4, -0.553142, -0.0814575, 3.18542, 1.0], [5, -0.673217, 0.0460361, 3.02994, 1.0], [6, -0.719976, 0.178521, 2.85633, 1.0], [7, -0.706441, 0.263044, 2.73852, 1.0], [8, -0.237692, -0.0694509, 3.2154, 1.0], [9, -0.101243, 0.0437513, 3.11442, 1.0], [10, -0.0210122, 0.174817, 2.91748, 1.0], [11, 0.00167447, 0.250345, 2.80405, 1.0], [12, -0.465869, -0.43873, 3.20019, 1.0], [13, -0.425467, -0.752959, 3.17579, 1.0], [14, -0.697466, -0.834165, 3.27446, 1.0], [15, -0.631465, -0.757634, 3.22017, 1.0], [16, -0.330335, -0.432485, 3.21736, 1.0], [17, -0.188301, -0.702951, 3.27609, 1.0], [18, -0.446044, -0.772641, 3.1213, 1.0], [19, -0.371951, -0.707912, 3.13005, 1.0], [20, -0.410816, -0.060482, 3.2379, 1.0], [21, -0.681321, 0.28749, 2.7069, 1.0], [22, -0.75103, 0.260446, 2.74324, 1.0], [23, 0.0132521, 0.271238, 2.78371, 1.0], [24, -0.0418175, 0.258523, 2.78482, 1.0]]
