[['2, k, 0', [-0.312667, -0.272224, 1.0]], ['2, k, 1', [-0.228528, 0.00828806, 1.0]], ['2, k, 2', [-0.145127, 0.282779, 1.0]], ['2, k, 3', [-0.0911171, 0.394603, 1.0]], ['2, k, 4', [-0.318499, 0.234461, 1.0]], ['2, k, 5', [-0.387001, 0.342985, 1.0]], ['2, k, 6', [-0.311969, 0.415478, 1.0]], ['2, k, 7', [-0.299915, 0.434812, 1.0]], ['2, k, 8', [-0.00922444, 0.201306, 1.0]], ['2, k, 9', [0.16466, 0.247979, 1.0]], ['2, k, 10', [0.311735, 0.367877, 1.0]], ['2, k, 11', [0.338657, 0.410749, 1.0]], ['2, k, 12', [-0.379271, -0.261376, 1.0]], ['2, k, 13', [-0.333922, -0.514444, 1.0]], ['2, k, 14', [-0.315262, -0.843828, 1.0]], ['2, k, 15', [-0.313414, -0.895363, 1.0]], ['2, k, 16', [-0.238539, -0.276535, 1.0]], ['2, k, 17', [-0.139857, -0.543361, 1.0]], ['2, k, 18', [-0.0970482, -0.866954, 1.0]], ['2, k, 19', [-0.0975355, -0.918108, 1.0]], ['2, k, 20', [-0.165913, 0.215008, 1.0]], ['2, k, 21', [-0.271088, 0.448979, 1.0]], ['2, k, 22', [-0.270175, 0.413189, 1.0]], ['2, k, 23', [0.363195, 0.448674, 1.0]], ['2, k, 24', [0.373433, 0.411458, 1.0]]]
[['2, k, 0', [-0.267563, -0.26147, 1.0]], ['2, k, 1', [-0.216598, 0.0116695, 1.0]], ['2, k, 2', [-0.145136, 0.282778, 1.0]], ['2, k, 3', [-0.091312, 0.394312, 1.0]], ['2, k, 4', [-0.318388, 0.234367, 1.0]], ['2, k, 5', [-0.389525, 0.339581, 1.0]], ['2, k, 6', [-0.316192, 0.411229, 1.0]], ['2, k, 7', [-0.304117, 0.426713, 1.0]], ['2, k, 8', [-0.00920118, 0.201231, 1.0]], ['2, k, 9', [0.165251, 0.248495, 1.0]], ['2, k, 10', [0.311712, 0.367747, 1.0]], ['2, k, 11', [0.340609, 0.425232, 1.0]], ['2, k, 12', [-0.334752, -0.250912, 1.0]], ['2, k, 13', [-0.333828, -0.514244, 1.0]], ['2, k, 14', [-0.31296, -0.892594, 1.0]], ['2, k, 15', [-0.311923, -0.944869, 1.0]], ['2, k, 16', [-0.194096, -0.265904, 1.0]], ['2, k, 17', [-0.139781, -0.543177, 1.0]], ['2, k, 18', [-0.0889283, -0.928694, 1.0]], ['2, k, 19', [-0.0723176, -1.0166, 1.0]], ['2, k, 20', [-0.16526, 0.215327, 1.0]], ['2, k, 21', [-0.279744, 0.449117, 1.0]], ['2, k, 22', [-0.267486, 0.427188, 1.0]], ['2, k, 23', [0.362237, 0.462112, 1.0]], ['2, k, 24', [0.368156, 0.407513, 1.0]]]
[['2, k, 0', [-0.254367, -0.277283, 1.0]], ['2, k, 1', [-0.204001, 0.0088556, 1.0]], ['2, k, 2', [-0.145197, 0.283126, 1.0]], ['2, k, 3', [-0.0912097, 0.39447, 1.0]], ['2, k, 4', [-0.318316, 0.234317, 1.0]], ['2, k, 5', [-0.387834, 0.340866, 1.0]], ['2, k, 6', [-0.315185, 0.412841, 1.0]], ['2, k, 7', [-0.308077, 0.426391, 1.0]], ['2, k, 8', [-0.00971326, 0.201262, 1.0]], ['2, k, 9', [0.165926, 0.248597, 1.0]], ['2, k, 10', [0.312699, 0.373806, 1.0]], ['2, k, 11', [0.340264, 0.425142, 1.0]], ['2, k, 12', [-0.321702, -0.266533, 1.0]], ['2, k, 13', [-0.324977, -0.58036, 1.0]], ['2, k, 14', [-0.305083, -0.929319, 1.0]], ['2, k, 15', [-0.332593, -1.00231, 1.0]], ['2, k, 16', [-0.180883, -0.281344, 1.0]], ['2, k, 17', [-0.136835, -0.61179, 1.0]], ['2, k, 18', [-0.084934, -0.95514, 1.0]], ['2, k, 19', [-0.0720763, -1.0172, 1.0]], ['2, k, 20', [-0.164165, 0.215838, 1.0]], ['2, k, 21', [-0.276068, 0.451043, 1.0]], ['2, k, 22', [-0.273768, 0.410039, 1.0]], ['2, k, 23', [0.365797, 0.46243, 1.0]], ['2, k, 24', [0.368851, 0.39684, 1.0]]]
[['2, k, 0', [-0.252019, -0.279914, 1.0]], ['2, k, 1', [-0.202385, 0.00774674, 1.0]], ['2, k, 2', [-0.145477, 0.283721, 1.0]], ['2, k, 3', [-0.0912222, 0.394456, 1.0]], ['2, k, 4', [-0.318279, 0.234237, 1.0]], ['2, k, 5', [-0.387287, 0.34124, 1.0]], ['2, k, 6', [-0.314857, 0.41352, 1.0]], ['2, k, 7', [-0.304735, 0.42741, 1.0]], ['2, k, 8', [-0.0103346, 0.201149, 1.0]], ['2, k, 9', [0.165595, 0.247692, 1.0]], ['2, k, 10', [0.312039, 0.370698, 1.0]], ['2, k, 11', [0.345865, 0.423982, 1.0]], ['2, k, 12', [-0.319334, -0.269109, 1.0]], ['2, k, 13', [-0.325378, -0.596371, 1.0]], ['2, k, 14', [-0.305098, -0.929304, 1.0]], ['2, k, 15', [-0.332419, -1.0019, 1.0]], ['2, k, 16', [-0.178589, -0.283972, 1.0]], ['2, k, 17', [-0.136558, -0.612922, 1.0]], ['2, k, 18', [-0.0851798, -0.957937, 1.0]], ['2, k, 19', [-0.0722052, -1.0169, 1.0]], ['2, k, 20', [-0.163658, 0.216091, 1.0]], ['2, k, 21', [-0.274842, 0.450717, 1.0]], ['2, k, 22', [-0.280721, 0.401388, 1.0]], ['2, k, 23', [0.373903, 0.459882, 1.0]], ['2, k, 24', [0.368698, 0.397319, 1.0]]]
[['2, k, 0', [-0.252111, -0.279668, 1.0]], ['2, k, 1', [-0.201751, 0.00773845, 1.0]], ['2, k, 2', [-0.145448, 0.283829, 1.0]], ['2, k, 3', [-0.0910374, 0.394537, 1.0]], ['2, k, 4', [-0.318241, 0.23421, 1.0]], ['2, k, 5', [-0.38599, 0.342938, 1.0]], ['2, k, 6', [-0.313389, 0.415362, 1.0]], ['2, k, 7', [-0.305013, 0.428392, 1.0]], ['2, k, 8', [-0.010556, 0.201089, 1.0]], ['2, k, 9', [0.165359, 0.247226, 1.0]], ['2, k, 10', [0.31641, 0.371954, 1.0]], ['2, k, 11', [0.349248, 0.422141, 1.0]], ['2, k, 12', [-0.319421, -0.268815, 1.0]], ['2, k, 13', [-0.326571, -0.596724, 1.0]], ['2, k, 14', [-0.305082, -0.929325, 1.0]], ['2, k, 15', [-0.331536, -1.00176, 1.0]], ['2, k, 16', [-0.178677, -0.283765, 1.0]], ['2, k, 17', [-0.136545, -0.611615, 1.0]], ['2, k, 18', [-0.0849358, -0.958412, 1.0]], ['2, k, 19', [-0.073157, -1.01613, 1.0]], ['2, k, 20', [-0.16284, 0.216271, 1.0]], ['2, k, 21', [-0.273487, 0.451446, 1.0]], ['2, k, 22', [-0.285548, 0.399409, 1.0]], ['2, k, 23', [0.381316, 0.458905, 1.0]], ['2, k, 24', [0.372952, 0.392289, 1.0]]]
[['2, k, 0', [-0.252161, -0.27954, 1.0]], ['2, k, 1', [-0.201492, 0.00799047, 1.0]], ['2, k, 2', [-0.145493, 0.285023, 1.0]], ['2, k, 3', [-0.0902315, 0.395185, 1.0]], ['2, k, 4', [-0.318224, 0.234247, 1.0]], ['2, k, 5', [-0.385708, 0.343427, 1.0]], ['2, k, 6', [-0.313109, 0.415736, 1.0]], ['2, k, 7', [-0.306226, 0.428777, 1.0]], ['2, k, 8', [-0.0106688, 0.201132, 1.0]], ['2, k, 9', [0.164873, 0.246339, 1.0]], ['2, k, 10', [0.314474, 0.366114, 1.0]], ['2, k, 11', [0.350699, 0.421303, 1.0]], ['2, k, 12', [-0.319465, -0.268659, 1.0]], ['2, k, 13', [-0.32658, -0.597089, 1.0]], ['2, k, 14', [-0.30495, -0.930226, 1.0]], ['2, k, 15', [-0.330945, -1.00182, 1.0]], ['2, k, 16', [-0.178726, -0.283658, 1.0]], ['2, k, 17', [-0.136145, -0.615139, 1.0]], ['2, k, 18', [-0.084662, -0.959738, 1.0]], ['2, k, 19', [-0.0731902, -1.01604, 1.0]], ['2, k, 20', [-0.162345, 0.217007, 1.0]], ['2, k, 21', [-0.273415, 0.451091, 1.0]], ['2, k, 22', [-0.283096, 0.401222, 1.0]], ['2, k, 23', [0.382459, 0.459504, 1.0]], ['2, k, 24', [0.373329, 0.391988, 1.0]]]
[['2, k, 0', [-0.252151, -0.279547, 1.0]], ['2, k, 1', [-0.201093, 0.00817599, 1.0]], ['2, k, 2', [-0.145509, 0.28597, 1.0]], ['2, k, 3', [-0.0901378, 0.395177, 1.0]], ['2, k, 4', [-0.318092, 0.234213, 1.0]], ['2, k, 5', [-0.384467, 0.34519, 1.0]], ['2, k, 6', [-0.310931, 0.417622, 1.0]], ['2, k, 7', [-0.30545, 0.427265, 1.0]], ['2, k, 8', [-0.0109011, 0.20114, 1.0]], ['2, k, 9', [0.166458, 0.246209, 1.0]], ['2, k, 10', [0.317772, 0.367342, 1.0]], ['2, k, 11', [0.355091, 0.419489, 1.0]], ['2, k, 12', [-0.319445, -0.26866, 1.0]], ['2, k, 13', [-0.327449, -0.596854, 1.0]], ['2, k, 14', [-0.304539, -0.930091, 1.0]], ['2, k, 15', [-0.330428, -1.0017, 1.0]], ['2, k, 16', [-0.178719, -0.283664, 1.0]], ['2, k, 17', [-0.136121, -0.616089, 1.0]], ['2, k, 18', [-0.0847082, -0.959888, 1.0]], ['2, k, 19', [-0.0732522, -1.01598, 1.0]], ['2, k, 20', [-0.161815, 0.217784, 1.0]], ['2, k, 21', [-0.274224, 0.450328, 1.0]], ['2, k, 22', [-0.277237, 0.406715, 1.0]], ['2, k, 23', [0.39005, 0.454315, 1.0]], ['2, k, 24', [0.375838, 0.389756, 1.0]]]
[['2, k, 0', [-0.252196, -0.279318, 1.0]], ['2, k, 1', [-0.200978, 0.00840568, 1.0]], ['2, k, 2', [-0.145676, 0.286595, 1.0]], ['2, k, 3', [-0.09066, 0.395477, 1.0]], ['2, k, 4', [-0.318025, 0.23426, 1.0]], ['2, k, 5', [-0.384286, 0.34529, 1.0]], ['2, k, 6', [-0.310378, 0.417956, 1.0]], ['2, k, 7', [-0.305263, 0.425332, 1.0]], ['2, k, 8', [-0.0120058, 0.200055, 1.0]], ['2, k, 9', [0.167921, 0.246234, 1.0]], ['2, k, 10', [0.319227, 0.36762, 1.0]], ['2, k, 11', [0.353477, 0.417227, 1.0]], ['2, k, 12', [-0.319463, -0.268096, 1.0]], ['2, k, 13', [-0.327145, -0.597934, 1.0]], ['2, k, 14', [-0.304441, -0.930199, 1.0]], ['2, k, 15', [-0.330391, -1.00419, 1.0]], ['2, k, 16', [-0.17876, -0.283616, 1.0]], ['2, k, 17', [-0.136476, -0.615468, 1.0]], ['2, k, 18', [-0.0849534, -0.963991, 1.0]], ['2, k, 19', [-0.0735954, -1.01648, 1.0]], ['2, k, 20', [-0.161654, 0.218216, 1.0]], ['2, k, 21', [-0.270954, 0.449688, 1.0]], ['2, k, 22', [-0.275961, 0.403647, 1.0]], ['2, k, 23', [0.38989, 0.453787, 1.0]], ['2, k, 24', [0.372855, 0.382615, 1.0]]]
[['2, k, 0', [-0.252245, -0.279268, 1.0]], ['2, k, 1', [-0.200652, 0.00856053, 1.0]], ['2, k, 2', [-0.145344, 0.287147, 1.0]], ['2, k, 3', [-0.090894, 0.395683, 1.0]], ['2, k, 4', [-0.315752, 0.232969, 1.0]], ['2, k, 5', [-0.375391, 0.353509, 1.0]], ['2, k, 6', [-0.303175, 0.432078, 1.0]], ['2, k, 7', [-0.3049, 0.424098, 1.0]], ['2, k, 8', [-0.0125307, 0.198775, 1.0]], ['2, k, 9', [0.167095, 0.244398, 1.0]], ['2, k, 10', [0.311356, 0.35372, 1.0]], ['2, k, 11', [0.355471, 0.415483, 1.0]], ['2, k, 12', [-0.319503, -0.267982, 1.0]], ['2, k, 13', [-0.326506, -0.597598, 1.0]], ['2, k, 14', [-0.304682, -0.929948, 1.0]], ['2, k, 15', [-0.330355, -1.00366, 1.0]], ['2, k, 16', [-0.178813, -0.28361, 1.0]], ['2, k, 17', [-0.135937, -0.613158, 1.0]], ['2, k, 18', [-0.0847807, -0.963579, 1.0]], ['2, k, 19', [-0.0736116, -1.01636, 1.0]], ['2, k, 20', [-0.160987, 0.218701, 1.0]], ['2, k, 21', [-0.26762, 0.44968, 1.0]], ['2, k, 22', [-0.277224, 0.401495, 1.0]], ['2, k, 23', [0.393301, 0.448339, 1.0]], ['2, k, 24', [0.378918, 0.384488, 1.0]]]
[['2, k, 0', [-0.252159, -0.279183, 1.0]], ['2, k, 1', [-0.200371, 0.00844605, 1.0]], ['2, k, 2', [-0.145258, 0.287104, 1.0]], ['2, k, 3', [-0.0916234, 0.396114, 1.0]], ['2, k, 4', [-0.315714, 0.233069, 1.0]], ['2, k, 5', [-0.376566, 0.351668, 1.0]], ['2, k, 6', [-0.301137, 0.426152, 1.0]], ['2, k, 7', [-0.297414, 0.426055, 1.0]], ['2, k, 8', [-0.0126561, 0.198778, 1.0]], ['2, k, 9', [0.169398, 0.244072, 1.0]], ['2, k, 10', [0.311659, 0.353125, 1.0]], ['2, k, 11', [0.355407, 0.414373, 1.0]], ['2, k, 12', [-0.319075, -0.268107, 1.0]], ['2, k, 13', [-0.326312, -0.597803, 1.0]], ['2, k, 14', [-0.304431, -0.929676, 1.0]], ['2, k, 15', [-0.330899, -1.00416, 1.0]], ['2, k, 16', [-0.17887, -0.283429, 1.0]], ['2, k, 17', [-0.135904, -0.611857, 1.0]], ['2, k, 18', [-0.0847572, -0.963493, 1.0]], ['2, k, 19', [-0.0738764, -1.01581, 1.0]], ['2, k, 20', [-0.160592, 0.218564, 1.0]], ['2, k, 21', [-0.261808, 0.448293, 1.0]], ['2, k, 22', [-0.266703, 0.402619, 1.0]], ['2, k, 23', [0.391086, 0.449738, 1.0]], ['2, k, 24', [0.379454, 0.386513, 1.0]]]
[['2, k, 0', [-0.252151, -0.279168, 1.0]], ['2, k, 1', [-0.20023, 0.00836734, 1.0]], ['2, k, 2', [-0.145262, 0.287101, 1.0]], ['2, k, 3', [-0.0914722, 0.39613, 1.0]], ['2, k, 4', [-0.314029, 0.231867, 1.0]], ['2, k, 5', [-0.374046, 0.354414, 1.0]], ['2, k, 6', [-0.296277, 0.429482, 1.0]], ['2, k, 7', [-0.290033, 0.426642, 1.0]], ['2, k, 8', [-0.0128126, 0.19875, 1.0]], ['2, k, 9', [0.171055, 0.243789, 1.0]], ['2, k, 10', [0.31594, 0.356874, 1.0]], ['2, k, 11', [0.356101, 0.413688, 1.0]], ['2, k, 12', [-0.319063, -0.268146, 1.0]], ['2, k, 13', [-0.327585, -0.596934, 1.0]], ['2, k, 14', [-0.30445, -0.929803, 1.0]], ['2, k, 15', [-0.331792, -1.00429, 1.0]], ['2, k, 16', [-0.178864, -0.283258, 1.0]], ['2, k, 17', [-0.136241, -0.610648, 1.0]], ['2, k, 18', [-0.0846148, -0.963573, 1.0]], ['2, k, 19', [-0.0740339, -1.01573, 1.0]], ['2, k, 20', [-0.160501, 0.218531, 1.0]], ['2, k, 21', [-0.25368, 0.445358, 1.0]], ['2, k, 22', [-0.25773, 0.405005, 1.0]], ['2, k, 23', [0.391243, 0.447638, 1.0]], ['2, k, 24', [0.38033, 0.386919, 1.0]]]
