[[0, 0.0155907, -0.353432, 3.29581, 1.0], [1, 0.0161744, -0.0203778, 3.26902, 1.0], [2, 0.016673, 0.305625, 3.22811, 1.0], [3, 0.0470309, 0.461239, 3.20483, 1.0], [4, -0.143709, 0.203132, 3.20436, 1.0], [5, -0.182777, -0.0366728, 3.15973, 1.0], [6, -0.10563, -0.198134, 3.0522, 1.0], [7, -0.0265695, -0.253165, 3.0091, 1.0], [8, 0.191174, 0.196022, 3.22386, 1.0], [9, 0.220198, -0.0375338, 3.18509, 1.0], [10, 0.122362, -0.234629, 3.05289, 1.0], [11, 0.0532395, -0.286601, 2.97361, 1.0], [12, -0.0608205, -0.347604, 3.25147, 1.0], [13, -0.127905, -0.749085, 3.33544, 1.0], [14, -0.137111, -1.13145, 3.37065, 1.0], [15, -0.170654, -1.20215, 3.25781, 1.0], [16, 0.091621, -0.350795, 3.26121, 1.0], [17, 0.149595, -0.743639, 3.33349, 1.0], [18, 0.183382, -1.11658, 3.39023, 1.0], [19, 0.144775, -1.19336, 3.35938, 1.0], [20, 0.0165632, 0.225105, 3.24091, 1.0], [21, 0.00545907, -0.318684, 2.93614, 1.0], [22, 0.00667716, -0.213086, 3.01389, 1.0], [23, 0.027797, -0.344791, 2.90988, 1.0], [24, 0.0101345, -0.240015, 2.9706, 1.0]]
[[0, 0.011919, -0.341922, 3.29234, 1.0], [1, 0.0152037, -0.0175904, 3.26728, 1.0], [2, 0.0166529, 0.305553, 3.22749, 1.0], [3, 0.046984, 0.46103, 3.2037, 1.0], [4, -0.143825, 0.203402, 3.20426, 1.0], [5, -0.182557, -0.0355828, 3.1594, 1.0], [6, -0.0782425, -0.200399, 3.04489, 1.0], [7, -0.0207326, -0.259526, 2.99388, 1.0], [8, 0.19117, 0.196284, 3.22298, 1.0], [9, 0.220032, -0.0375506, 3.18464, 1.0], [10, 0.125239, -0.229979, 3.05203, 1.0], [11, 0.0864851, -0.255275, 3.00401, 1.0], [12, -0.0644757, -0.336255, 3.24832, 1.0], [13, -0.127788, -0.748809, 3.33536, 1.0], [14, -0.137818, -1.12834, 3.37133, 1.0], [15, -0.165757, -1.19845, 3.26151, 1.0], [16, 0.0880227, -0.339459, 3.25807, 1.0], [17, 0.148053, -0.737625, 3.3317, 1.0], [18, 0.183312, -1.11627, 3.38977, 1.0], [19, 0.134347, -1.19274, 3.37681, 1.0], [20, 0.0164672, 0.225234, 3.24008, 1.0], [21, 0.00858708, -0.310556, 2.93422, 1.0], [22, 0.00634946, -0.236381, 2.96936, 1.0], [23, 0.0640675, -0.325278, 2.9208, 1.0], [24, 0.0615208, -0.240078, 2.954, 1.0]]
[[0, 0.0110878, -0.340816, 3.29091, 1.0], [1, 0.0146591, -0.0167113, 3.26646, 1.0], [2, 0.0166301, 0.305538, 3.22727, 1.0], [3, 0.0470877, 0.460905, 3.2033, 1.0], [4, -0.144012, 0.203655, 3.2042, 1.0], [5, -0.182633, -0.0355112, 3.15927, 1.0], [6, -0.0752152, -0.208681, 3.03788, 1.0], [7, -0.0193882, -0.268113, 2.98628, 1.0], [8, 0.191353, 0.196876, 3.22261, 1.0], [9, 0.220046, -0.0387785, 3.18453, 1.0], [10, 0.127611, -0.227313, 3.04921, 1.0], [11, 0.0861593, -0.258101, 2.99701, 1.0], [12, -0.0652687, -0.335294, 3.24705, 1.0], [13, -0.127695, -0.748653, 3.3348, 1.0], [14, -0.137299, -1.1288, 3.37158, 1.0], [15, -0.165721, -1.20031, 3.25645, 1.0], [16, 0.0871729, -0.33825, 3.25674, 1.0], [17, 0.148191, -0.73935, 3.33178, 1.0], [18, 0.183178, -1.11602, 3.38981, 1.0], [19, 0.187798, -1.15751, 3.2611, 1.0], [20, 0.0163589, 0.225342, 3.23978, 1.0], [21, 0.0153603, -0.317716, 2.92259, 1.0], [22, 0.0196768, -0.273749, 2.9394, 1.0], [23, 0.0462169, -0.304543, 2.93276, 1.0], [24, 0.0606205, -0.24101, 2.96081, 1.0]]
[[0, 0.0142943, -0.368239, 3.29874, 1.0], [1, 0.0151334, -0.0220804, 3.26779, 1.0], [2, 0.0166432, 0.305414, 3.22713, 1.0], [3, 0.0470782, 0.460897, 3.20421, 1.0], [4, -0.144087, 0.204164, 3.20464, 1.0], [5, -0.182415, -0.0344431, 3.1596, 1.0], [6, -0.0734915, -0.22065, 3.03091, 1.0], [7, -0.0179604, -0.284754, 2.98063, 1.0], [8, 0.191345, 0.19671, 3.22282, 1.0], [9, 0.220359, -0.0382635, 3.18509, 1.0], [10, 0.129215, -0.23341, 3.04355, 1.0], [11, 0.0801329, -0.288678, 2.97705, 1.0], [12, -0.0622854, -0.359845, 3.25355, 1.0], [13, -0.127691, -0.74881, 3.33514, 1.0], [14, -0.13784, -1.13004, 3.37096, 1.0], [15, -0.166102, -1.20188, 3.25309, 1.0], [16, 0.0905268, -0.36799, 3.26538, 1.0], [17, 0.147882, -0.739322, 3.3325, 1.0], [18, 0.183957, -1.11642, 3.39012, 1.0], [19, 0.188423, -1.15804, 3.2614, 1.0], [20, 0.0163895, 0.224818, 3.23992, 1.0], [21, 0.0220333, -0.338339, 2.92149, 1.0], [22, 0.0268573, -0.296158, 2.94308, 1.0], [23, 0.0438376, -0.335507, 2.91884, 1.0], [24, 0.0653844, -0.251025, 2.93786, 1.0]]
[[0, -0.0127239, -0.322043, 3.27871, 1.0], [1, 0.00974539, -0.0145002, 3.26294, 1.0], [2, 0.0167607, 0.305359, 3.22636, 1.0], [3, 0.0471076, 0.460407, 3.20294, 1.0], [4, -0.14396, 0.204401, 3.20411, 1.0], [5, -0.183587, -0.0347333, 3.16032, 1.0], [6, -0.071912, -0.23219, 3.02705, 1.0], [7, -0.0187567, -0.306208, 2.97918, 1.0], [8, 0.191288, 0.196689, 3.2223, 1.0], [9, 0.221426, -0.0380064, 3.18536, 1.0], [10, 0.147809, -0.232517, 3.0517, 1.0], [11, 0.0906047, -0.302038, 2.98067, 1.0], [12, -0.0888489, -0.315775, 3.23479, 1.0], [13, -0.127748, -0.749881, 3.33537, 1.0], [14, -0.139188, -1.12982, 3.36945, 1.0], [15, -0.165864, -1.20237, 3.25065, 1.0], [16, 0.0636972, -0.320642, 3.24456, 1.0], [17, 0.147696, -0.739367, 3.33229, 1.0], [18, 0.181858, -1.11154, 3.38854, 1.0], [19, 0.186542, -1.15289, 3.25919, 1.0], [20, 0.0161555, 0.225262, 3.23868, 1.0], [21, 0.0439573, -0.356671, 2.91623, 1.0], [22, 0.0462312, -0.292428, 2.93175, 1.0], [23, 0.0504683, -0.354173, 2.92182, 1.0], [24, 0.0291174, -0.327747, 2.96117, 1.0]]
[[0, -0.0103948, -0.3221, 3.27685, 1.0], [1, 0.00895698, -0.0125947, 3.26092, 1.0], [2, 0.0166316, 0.305253, 3.22595, 1.0], [3, 0.0472181, 0.460332, 3.2021, 1.0], [4, -0.143784, 0.204359, 3.20362, 1.0], [5, -0.184026, -0.0364349, 3.16153, 1.0], [6, -0.069777, -0.253911, 3.02865, 1.0], [7, -0.0303732, -0.331355, 2.98233, 1.0], [8, 0.192524, 0.18716, 3.21697, 1.0], [9, 0.224913, -0.0399119, 3.18726, 1.0], [10, 0.148655, -0.265495, 3.04043, 1.0], [11, 0.0968991, -0.334611, 2.97415, 1.0], [12, -0.0863857, -0.314946, 3.2331, 1.0], [13, -0.127336, -0.749633, 3.33522, 1.0], [14, -0.139007, -1.13004, 3.36865, 1.0], [15, -0.167775, -1.201, 3.25561, 1.0], [16, 0.0660928, -0.321648, 3.24286, 1.0], [17, 0.146556, -0.736429, 3.33008, 1.0], [18, 0.181274, -1.11216, 3.38878, 1.0], [19, 0.197632, -1.19629, 3.29492, 1.0], [20, 0.0157663, 0.225464, 3.23794, 1.0], [21, 0.0478101, -0.398977, 2.94913, 1.0], [22, 0.0249469, -0.341258, 3.02675, 1.0], [23, 0.0617854, -0.399232, 2.94012, 1.0], [24, 0.0311715, -0.348039, 3.032, 1.0]]
[[0, 0.0149881, -0.268292, 3.26528, 1.0], [1, 0.0147229, 0.00950984, 3.25391, 1.0], [2, 0.0169059, 0.304926, 3.22487, 1.0], [3, 0.0475342, 0.459081, 3.20002, 1.0], [4, -0.1434, 0.202763, 3.2015, 1.0], [5, -0.184646, -0.0380468, 3.1631, 1.0], [6, -0.0993112, -0.26153, 3.0412, 1.0], [7, -0.0585128, -0.340111, 2.9995, 1.0], [8, 0.192487, 0.189096, 3.21687, 1.0], [9, 0.231237, -0.0437902, 3.18781, 1.0], [10, 0.155698, -0.27258, 3.04598, 1.0], [11, 0.121667, -0.355933, 2.99744, 1.0], [12, -0.0614342, -0.265218, 3.22216, 1.0], [13, -0.126103, -0.746121, 3.33339, 1.0], [14, -0.138912, -1.12972, 3.36833, 1.0], [15, -0.166282, -1.2013, 3.25265, 1.0], [16, 0.0910521, -0.26508, 3.2319, 1.0], [17, 0.146249, -0.736549, 3.32954, 1.0], [18, 0.180522, -1.1136, 3.38915, 1.0], [19, 0.184677, -1.15527, 3.25923, 1.0], [20, 0.0163773, 0.226653, 3.23614, 1.0], [21, -0.0164751, -0.394772, 2.97536, 1.0], [22, -0.0207142, -0.342816, 2.99229, 1.0], [23, 0.0864957, -0.424565, 2.96861, 1.0], [24, 0.0868504, -0.334111, 2.97, 1.0]]
[[0, 0.0176676, -0.270296, 3.26424, 1.0], [1, 0.0164409, 0.0108423, 3.25194, 1.0], [2, 0.0173404, 0.304471, 3.22352, 1.0], [3, 0.0479377, 0.458495, 3.19798, 1.0], [4, -0.14345, 0.202779, 3.20079, 1.0], [5, -0.187605, -0.0433209, 3.16686, 1.0], [6, -0.110489, -0.271973, 3.05098, 1.0], [7, -0.08289, -0.35844, 3.01501, 1.0], [8, 0.193055, 0.188718, 3.21587, 1.0], [9, 0.235843, -0.0511293, 3.19257, 1.0], [10, 0.17598, -0.293449, 3.06601, 1.0], [11, 0.145877, -0.376263, 3.02009, 1.0], [12, -0.059134, -0.266058, 3.22172, 1.0], [13, -0.125438, -0.750621, 3.33455, 1.0], [14, -0.142463, -1.13087, 3.37062, 1.0], [15, -0.169172, -1.20352, 3.25471, 1.0], [16, 0.0942317, -0.268763, 3.23111, 1.0], [17, 0.145844, -0.736812, 3.329, 1.0], [18, 0.179176, -1.11141, 3.38828, 1.0], [19, 0.183261, -1.15326, 3.25881, 1.0], [20, 0.0171682, 0.227398, 3.23422, 1.0], [21, -0.0556941, -0.412023, 2.99235, 1.0], [22, -0.0461078, -0.360505, 3.00535, 1.0], [23, 0.116768, -0.442718, 2.99186, 1.0], [24, 0.10328, -0.367033, 3.00722, 1.0]]
[[0, 0.0220252, -0.277851, 3.26719, 1.0], [1, 0.0175854, 0.0108764, 3.25115, 1.0], [2, 0.0177705, 0.304343, 3.2222, 1.0], [3, 0.0480871, 0.458504, 3.19644, 1.0], [4, -0.143471, 0.202827, 3.20016, 1.0], [5, -0.193264, -0.051199, 3.17369, 1.0], [6, -0.138173, -0.298291, 3.07789, 1.0], [7, -0.110976, -0.374847, 3.03611, 1.0], [8, 0.193433, 0.189124, 3.21559, 1.0], [9, 0.236938, -0.0552165, 3.19651, 1.0], [10, 0.192146, -0.309823, 3.08721, 1.0], [11, 0.171975, -0.392037, 3.05251, 1.0], [12, -0.0550394, -0.272379, 3.22382, 1.0], [13, -0.125356, -0.753746, 3.33724, 1.0], [14, -0.141703, -1.12978, 3.37107, 1.0], [15, -0.173114, -1.2061, 3.25446, 1.0], [16, 0.0985974, -0.277205, 3.23564, 1.0], [17, 0.145292, -0.737254, 3.32919, 1.0], [18, 0.179131, -1.11128, 3.38801, 1.0], [19, 0.183276, -1.15348, 3.25878, 1.0], [20, 0.017854, 0.228029, 3.23271, 1.0], [21, -0.092404, -0.433523, 3.00841, 1.0], [22, -0.0786402, -0.368401, 3.0405, 1.0], [23, 0.150832, -0.469383, 3.03349, 1.0], [24, 0.143266, -0.37408, 3.08157, 1.0]]
[[0, 0.0265724, -0.319768, 3.27482, 1.0], [1, 0.0197125, 0.00342413, 3.25145, 1.0], [2, 0.0179852, 0.303778, 3.22103, 1.0], [3, 0.0482753, 0.45852, 3.19524, 1.0], [4, -0.143374, 0.200533, 3.19802, 1.0], [5, -0.197204, -0.0603413, 3.1813, 1.0], [6, -0.15247, -0.30148, 3.08511, 1.0], [7, -0.142162, -0.387849, 3.06032, 1.0], [8, 0.193649, 0.189447, 3.21571, 1.0], [9, 0.247934, -0.0647907, 3.20862, 1.0], [10, 0.225038, -0.318281, 3.11623, 1.0], [11, 0.202383, -0.407811, 3.08315, 1.0], [12, -0.0522417, -0.32706, 3.23383, 1.0], [13, -0.125065, -0.758419, 3.33957, 1.0], [14, -0.141981, -1.1297, 3.37087, 1.0], [15, -0.169525, -1.20262, 3.25302, 1.0], [16, 0.103781, -0.303773, 3.24064, 1.0], [17, 0.145273, -0.738038, 3.32916, 1.0], [18, 0.179198, -1.11106, 3.38841, 1.0], [19, 0.183896, -1.15369, 3.25936, 1.0], [20, 0.0181828, 0.227503, 3.23182, 1.0], [21, -0.121799, -0.456238, 3.04326, 1.0], [22, -0.105758, -0.378276, 3.07055, 1.0], [23, 0.188085, -0.484616, 3.05877, 1.0], [24, 0.16164, -0.397661, 3.08456, 1.0]]
[[0, 0.0253883, -0.322176, 3.27721, 1.0], [1, 0.0200297, -0.00191935, 3.25224, 1.0], [2, 0.0184491, 0.301827, 3.21815, 1.0], [3, 0.0482691, 0.458472, 3.19386, 1.0], [4, -0.14371, 0.198325, 3.19741, 1.0], [5, -0.200549, -0.0870929, 3.19019, 1.0], [6, -0.186685, -0.327022, 3.10999, 1.0], [7, -0.173668, -0.396532, 3.08977, 1.0], [8, 0.193759, 0.18115, 3.21419, 1.0], [9, 0.255289, -0.0907269, 3.21598, 1.0], [10, 0.238801, -0.321191, 3.13474, 1.0], [11, 0.226094, -0.414909, 3.11945, 1.0], [12, -0.0527109, -0.326024, 3.2355, 1.0], [13, -0.127116, -0.750593, 3.33431, 1.0], [14, -0.139898, -1.12488, 3.37632, 1.0], [15, -0.17151, -1.19617, 3.26814, 1.0], [16, 0.100441, -0.318421, 3.24503, 1.0], [17, 0.144521, -0.737435, 3.32885, 1.0], [18, 0.1793, -1.10949, 3.39096, 1.0], [19, 0.183594, -1.15147, 3.26312, 1.0], [20, 0.0186076, 0.22573, 3.22999, 1.0], [21, -0.167269, -0.468214, 3.06046, 1.0], [22, -0.131698, -0.37229, 3.12327, 1.0], [23, 0.215043, -0.49775, 3.09287, 1.0], [24, 0.178849, -0.419136, 3.12412, 1.0]]
