[[0, 0, 0, 0, 1.0], [1, 521.91, 380.832, 0.863997, 1.0], [2, 489.551, 379.41, 0.794537, 1.0], [3, 467.513, 426.35, 0.820359, 1.0], [4, 452.767, 474.913, 0.918086, 1.0], [5, 555.582, 380.904, 0.789169, 1.0], [6, 580.578, 430.823, 0.867278, 1.0], [7, 590.824, 485.105, 0.84016, 1.0], [8, 523.346, 495.439, 0.657469, 1.0], [9, 501.339, 495.395, 0.61513, 1.0], [10, 501.275, 536.575, 0.0770349, 1.0], [11, 0, 0, 0, 1.0], [12, 545.379, 496.852, 0.644177, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 521.889, 379.405, 0.848426, 1.0], [2, 489.536, 379.345, 0.782306, 1.0], [3, 468.97, 424.897, 0.804157, 1.0], [4, 452.778, 474.875, 0.921397, 1.0], [5, 554.163, 380.829, 0.775608, 1.0], [6, 580.557, 430.781, 0.862409, 1.0], [7, 589.416, 483.667, 0.821928, 1.0], [8, 523.326, 496.868, 0.664444, 1.0], [9, 501.299, 495.415, 0.620525, 1.0], [10, 501.334, 536.566, 0.0588006, 1.0], [11, 0, 0, 0, 1.0], [12, 545.371, 496.869, 0.641531, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 521.916, 380.847, 0.861527, 1.0], [2, 489.558, 379.403, 0.789122, 1.0], [3, 467.504, 426.341, 0.816121, 1.0], [4, 452.776, 474.905, 0.917909, 1.0], [5, 555.591, 382.274, 0.782644, 1.0], [6, 580.577, 430.851, 0.861485, 1.0], [7, 590.818, 485.092, 0.835687, 1.0], [8, 523.345, 495.439, 0.655887, 1.0], [9, 501.331, 493.97, 0.614434, 1.0], [10, 499.909, 536.575, 0.0775886, 1.0], [11, 0, 0, 0, 1.0], [12, 545.385, 496.857, 0.644813, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 521.901, 380.852, 0.849594, 1.0], [2, 489.545, 379.414, 0.786905, 1.0], [3, 468.988, 424.945, 0.807609, 1.0], [4, 451.424, 474.857, 0.912915, 1.0], [5, 555.598, 382.276, 0.762872, 1.0], [6, 580.602, 432.282, 0.854268, 1.0], [7, 589.425, 485.141, 0.842861, 1.0], [8, 524.766, 495.434, 0.602735, 1.0], [9, 502.798, 493.968, 0.561695, 1.0], [10, 502.76, 536.569, 0.0820846, 1.0], [11, 0, 0, 0, 1.0], [12, 546.782, 495.426, 0.609162, 1.0], [13, 545.403, 536.573, 0.0536811, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 521.895, 380.802, 0.848892, 1.0], [2, 489.523, 379.374, 0.78459, 1.0], [3, 468.989, 424.904, 0.792083, 1.0], [4, 452.785, 474.892, 0.910741, 1.0], [5, 554.181, 380.88, 0.774364, 1.0], [6, 580.561, 430.832, 0.853219, 1.0], [7, 589.43, 485.089, 0.82997, 1.0], [8, 523.345, 495.423, 0.642218, 1.0], [9, 501.328, 493.972, 0.6006, 1.0], [10, 501.31, 536.571, 0.0693543, 1.0], [11, 0, 0, 0, 1.0], [12, 545.382, 495.425, 0.630891, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 521.906, 380.805, 0.861636, 1.0], [2, 489.54, 379.378, 0.795009, 1.0], [3, 468.98, 423.476, 0.795576, 1.0], [4, 452.779, 474.909, 0.915104, 1.0], [5, 554.177, 380.873, 0.793063, 1.0], [6, 580.563, 430.827, 0.859386, 1.0], [7, 590.824, 485.125, 0.844731, 1.0], [8, 523.34, 495.435, 0.658103, 1.0], [9, 501.32, 493.972, 0.615151, 1.0], [10, 499.899, 536.574, 0.0691199, 1.0], [11, 0, 0, 0, 1.0], [12, 545.384, 496.853, 0.648956, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 521.914, 380.875, 0.845766, 1.0], [2, 489.586, 379.416, 0.774514, 1.0], [3, 468.981, 424.904, 0.796313, 1.0], [4, 452.78, 474.862, 0.907442, 1.0], [5, 555.592, 382.31, 0.757062, 1.0], [6, 580.591, 432.26, 0.851933, 1.0], [7, 589.425, 485.135, 0.838599, 1.0], [8, 523.368, 495.397, 0.578996, 1.0], [9, 502.752, 493.936, 0.545045, 1.0], [10, 501.346, 536.57, 0.093449, 1.0], [11, 0, 0, 0, 1.0], [12, 545.391, 495.406, 0.574913, 1.0], [13, 545.339, 536.57, 0.0698753, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 521.899, 380.826, 0.856579, 1.0], [2, 488.162, 379.391, 0.79329, 1.0], [3, 467.552, 424.906, 0.798715, 1.0], [4, 452.774, 474.861, 0.912183, 1.0], [5, 555.581, 380.906, 0.783396, 1.0], [6, 580.574, 432.277, 0.854463, 1.0], [7, 589.403, 485.088, 0.827747, 1.0], [8, 523.28, 496.879, 0.667094, 1.0], [9, 499.9, 496.86, 0.624565, 1.0], [10, 501.274, 536.569, 0.0640178, 1.0], [11, 0, 0, 0, 1.0], [12, 545.31, 496.876, 0.637789, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 523.266, 380.804, 0.867817, 1.0], [2, 489.55, 379.342, 0.787197, 1.0], [3, 468.976, 423.451, 0.799071, 1.0], [4, 452.781, 474.865, 0.915149, 1.0], [5, 555.611, 380.892, 0.812799, 1.0], [6, 580.567, 430.839, 0.863004, 1.0], [7, 589.435, 485.109, 0.842086, 1.0], [8, 523.301, 493.957, 0.666325, 1.0], [9, 501.27, 492.491, 0.634515, 1.0], [10, 499.861, 536.572, 0.0761843, 1.0], [11, 0, 0, 0, 1.0], [12, 545.345, 493.961, 0.651884, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 533.57, 335.368, 0.109669, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 521.899, 380.875, 0.857421, 1.0], [2, 489.55, 379.41, 0.790331, 1.0], [3, 469.012, 422.005, 0.797491, 1.0], [4, 451.43, 474.83, 0.909912, 1.0], [5, 555.589, 382.315, 0.762299, 1.0], [6, 580.576, 432.257, 0.851702, 1.0], [7, 589.426, 485.121, 0.837853, 1.0], [8, 523.338, 495.416, 0.635532, 1.0], [9, 501.315, 493.961, 0.597615, 1.0], [10, 501.326, 536.572, 0.0889198, 1.0], [11, 0, 0, 0, 1.0], [12, 545.375, 495.416, 0.622569, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 521.898, 380.799, 0.85173, 1.0], [2, 489.564, 377.933, 0.761478, 1.0], [3, 470.448, 420.56, 0.794728, 1.0], [4, 451.419, 474.789, 0.902504, 1.0], [5, 554.164, 380.911, 0.766614, 1.0], [6, 580.571, 432.277, 0.849856, 1.0], [7, 589.433, 485.105, 0.833811, 1.0], [8, 523.311, 496.856, 0.632081, 1.0], [9, 501.298, 495.409, 0.592649, 1.0], [10, 501.349, 536.567, 0.0739297, 1.0], [11, 0, 0, 0, 1.0], [12, 545.339, 496.855, 0.613934, 1.0], [13, 0, 0, 0, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
