[[0, -0.380733, -0.713059, 2.51377, 1.0], [1, -0.394684, -0.417275, 2.51796, 1.0], [2, -0.406241, -0.126217, 2.50885, 1.0], [3, -0.39002, 0.01265, 2.52691, 1.0], [4, -0.502248, -0.192799, 2.42674, 1.0], [5, -0.544931, -0.272132, 2.22553, 1.0], [6, -0.439519, -0.288554, 2.03701, 1.0], [7, -0.357039, -0.262049, 1.94577, 1.0], [8, -0.252659, -0.222773, 2.56619, 1.0], [9, -0.129867, -0.307587, 2.58856, 1.0], [10, 0.0285645, -0.298247, 2.44418, 1.0], [11, 0.142637, -0.274841, 2.42606, 1.0], [12, -0.432582, -0.69691, 2.45785, 1.0], [13, -0.583541, -0.890618, 2.23818, 1.0], [14, -0.487621, -1.10877, 2.39558, 1.0], [15, -0.500347, -1.18747, 2.36322, 1.0], [16, -0.31885, -0.710373, 2.5033, 1.0], [17, -0.202193, -0.987028, 2.39568, 1.0], [18, -0.230738, -1.23489, 2.4678, 1.0], [19, -0.183245, -1.29896, 2.3732, 1.0], [20, -0.403764, -0.198385, 2.51348, 1.0], [21, -0.332653, -0.262042, 1.91557, 1.0], [22, -0.37737, -0.253199, 1.91506, 1.0], [23, 0.159189, -0.265009, 2.3954, 1.0], [24, 0.129447, -0.274137, 2.44033, 1.0]]
[[0, -0.377686, -0.6921, 2.50703, 1.0], [1, -0.393306, -0.411755, 2.51449, 1.0], [2, -0.40586, -0.126187, 2.50756, 1.0], [3, -0.389701, 0.0127471, 2.52523, 1.0], [4, -0.502076, -0.192728, 2.4259, 1.0], [5, -0.547201, -0.272222, 2.2291, 1.0], [6, -0.442608, -0.287826, 2.04381, 1.0], [7, -0.335326, -0.26233, 1.95091, 1.0], [8, -0.252577, -0.222699, 2.56534, 1.0], [9, -0.133497, -0.308895, 2.58709, 1.0], [10, -0.123676, -0.299388, 2.37382, 1.0], [11, -0.0914829, -0.280937, 2.17927, 1.0], [12, -0.429556, -0.675916, 2.45024, 1.0], [13, -0.569724, -0.912189, 2.27455, 1.0], [14, -0.488684, -1.10718, 2.3943, 1.0], [15, -0.501327, -1.19813, 2.36192, 1.0], [16, -0.315978, -0.690155, 2.49836, 1.0], [17, -0.207221, -0.974758, 2.40033, 1.0], [18, -0.221763, -1.1829, 2.45873, 1.0], [19, -0.16429, -1.25445, 2.35601, 1.0], [20, -0.403239, -0.19782, 2.5118, 1.0], [21, -0.317256, -0.260363, 1.91611, 1.0], [22, -0.383445, -0.262163, 1.93755, 1.0], [23, -0.132244, -0.275418, 2.12224, 1.0], [24, -0.0942114, -0.275102, 2.14554, 1.0]]
[[0, -0.370744, -0.680566, 2.47038, 1.0], [1, -0.390205, -0.40574, 2.50333, 1.0], [2, -0.40553, -0.126095, 2.5071, 1.0], [3, -0.388912, 0.0132231, 2.52418, 1.0], [4, -0.500323, -0.196468, 2.42061, 1.0], [5, -0.53984, -0.267688, 2.22267, 1.0], [6, -0.43751, -0.288186, 2.04032, 1.0], [7, -0.326252, -0.262033, 1.94958, 1.0], [8, -0.251616, -0.223675, 2.5665, 1.0], [9, -0.134315, -0.308453, 2.58778, 1.0], [10, -0.156489, -0.294558, 2.37899, 1.0], [11, -0.0917977, -0.281367, 2.17779, 1.0], [12, -0.419719, -0.664796, 2.40118, 1.0], [13, -0.478129, -0.944563, 2.37632, 1.0], [14, -0.501144, -1.20833, 2.41028, 1.0], [15, -0.5108, -1.14575, 2.29704, 1.0], [16, -0.311596, -0.679024, 2.47296, 1.0], [17, -0.242237, -0.967954, 2.4256, 1.0], [18, -0.22115, -1.25524, 2.46106, 1.0], [19, -0.156059, -1.29545, 2.3518, 1.0], [20, -0.402467, -0.197056, 2.51039, 1.0], [21, -0.307455, -0.261696, 1.91911, 1.0], [22, -0.363918, -0.255888, 1.92814, 1.0], [23, -0.13751, -0.279148, 2.11396, 1.0], [24, -0.0667464, -0.278598, 2.169, 1.0]]
[[0, -0.370499, -0.680135, 2.46903, 1.0], [1, -0.388861, -0.404438, 2.49961, 1.0], [2, -0.404639, -0.126429, 2.50663, 1.0], [3, -0.388466, 0.0134033, 2.52341, 1.0], [4, -0.500053, -0.196568, 2.42013, 1.0], [5, -0.520595, -0.271156, 2.21936, 1.0], [6, -0.398461, -0.276396, 2.04769, 1.0], [7, -0.316228, -0.263157, 1.95468, 1.0], [8, -0.251483, -0.223814, 2.56635, 1.0], [9, -0.135538, -0.309764, 2.59141, 1.0], [10, -0.145114, -0.295111, 2.38084, 1.0], [11, -0.0937573, -0.281295, 2.17084, 1.0], [12, -0.419698, -0.664617, 2.40071, 1.0], [13, -0.477724, -0.943301, 2.3762, 1.0], [14, -0.509026, -1.21573, 2.41763, 1.0], [15, -0.495363, -1.14844, 2.30627, 1.0], [16, -0.310995, -0.678272, 2.4709, 1.0], [17, -0.242182, -0.96799, 2.42529, 1.0], [18, -0.23717, -1.21766, 2.46191, 1.0], [19, -0.174941, -1.2645, 2.35482, 1.0], [20, -0.40133, -0.196887, 2.50901, 1.0], [21, -0.297616, -0.259782, 1.91895, 1.0], [22, -0.360902, -0.259874, 1.93783, 1.0], [23, -0.136533, -0.275249, 2.0989, 1.0], [24, -0.104041, -0.274895, 2.12567, 1.0]]
[[0, -0.37029, -0.679866, 2.46786, 1.0], [1, -0.387894, -0.403723, 2.49737, 1.0], [2, -0.403558, -0.126709, 2.50626, 1.0], [3, -0.387945, 0.0137351, 2.52268, 1.0], [4, -0.499745, -0.19662, 2.41964, 1.0], [5, -0.516587, -0.271716, 2.21779, 1.0], [6, -0.395279, -0.276737, 2.04451, 1.0], [7, -0.311133, -0.260861, 1.94869, 1.0], [8, -0.251458, -0.223832, 2.56618, 1.0], [9, -0.135762, -0.31031, 2.59305, 1.0], [10, -0.177461, -0.294675, 2.38587, 1.0], [11, -0.0961967, -0.282017, 2.16996, 1.0], [12, -0.419703, -0.664501, 2.4003, 1.0], [13, -0.477671, -0.94329, 2.37616, 1.0], [14, -0.510128, -1.21633, 2.41785, 1.0], [15, -0.494997, -1.14868, 2.31249, 1.0], [16, -0.310532, -0.677818, 2.46928, 1.0], [17, -0.242123, -0.967878, 2.42517, 1.0], [18, -0.222972, -1.24815, 2.47653, 1.0], [19, -0.159853, -1.29118, 2.37569, 1.0], [20, -0.400172, -0.196731, 2.50794, 1.0], [21, -0.28757, -0.260637, 1.91713, 1.0], [22, -0.348328, -0.259273, 1.93344, 1.0], [23, -0.14325, -0.277202, 2.09639, 1.0], [24, -0.138517, -0.273487, 2.0855, 1.0]]
[[0, -0.370046, -0.679916, 2.46717, 1.0], [1, -0.38727, -0.403394, 2.49554, 1.0], [2, -0.402909, -0.126864, 2.50545, 1.0], [3, -0.387691, 0.0138747, 2.52238, 1.0], [4, -0.499353, -0.196651, 2.41907, 1.0], [5, -0.511193, -0.274114, 2.21668, 1.0], [6, -0.390845, -0.278631, 2.04149, 1.0], [7, -0.305318, -0.260536, 1.94932, 1.0], [8, -0.2514, -0.223957, 2.5661, 1.0], [9, -0.136485, -0.311573, 2.59522, 1.0], [10, -0.177933, -0.295405, 2.38701, 1.0], [11, -0.0951656, -0.282477, 2.16534, 1.0], [12, -0.419646, -0.664521, 2.39999, 1.0], [13, -0.477264, -0.942617, 2.37581, 1.0], [14, -0.510819, -1.19754, 2.40261, 1.0], [15, -0.483051, -1.19154, 2.28048, 1.0], [16, -0.310196, -0.677856, 2.4686, 1.0], [17, -0.241953, -0.967656, 2.42495, 1.0], [18, -0.234836, -1.22351, 2.45992, 1.0], [19, -0.173145, -1.26752, 2.3539, 1.0], [20, -0.399382, -0.196571, 2.50646, 1.0], [21, -0.279701, -0.257709, 1.9164, 1.0], [22, -0.253985, -0.274635, 1.96814, 1.0], [23, -0.143851, -0.275497, 2.10092, 1.0], [24, -0.0794393, -0.279254, 2.14894, 1.0]]
[[0, -0.369021, -0.679283, 2.46591, 1.0], [1, -0.385763, -0.402645, 2.49259, 1.0], [2, -0.401245, -0.127387, 2.50282, 1.0], [3, -0.386179, 0.0145268, 2.52124, 1.0], [4, -0.498975, -0.196494, 2.41858, 1.0], [5, -0.509206, -0.27384, 2.21499, 1.0], [6, -0.389062, -0.278136, 2.03847, 1.0], [7, -0.297273, -0.258846, 1.94881, 1.0], [8, -0.251386, -0.224003, 2.56602, 1.0], [9, -0.13694, -0.312118, 2.59767, 1.0], [10, -0.177536, -0.295559, 2.38832, 1.0], [11, -0.0907682, -0.282681, 2.16948, 1.0], [12, -0.41902, -0.663997, 2.39923, 1.0], [13, -0.47708, -0.942775, 2.37559, 1.0], [14, -0.509733, -1.19373, 2.40319, 1.0], [15, -0.495223, -1.22198, 2.29392, 1.0], [16, -0.309019, -0.6772, 2.46734, 1.0], [17, -0.241752, -0.967459, 2.42454, 1.0], [18, -0.217755, -1.2964, 2.47423, 1.0], [19, -0.156133, -1.3343, 2.3728, 1.0], [20, -0.397649, -0.1965, 2.50324, 1.0], [21, -0.268669, -0.25716, 1.91636, 1.0], [22, -0.245544, -0.268661, 1.96883, 1.0], [23, -0.138081, -0.275469, 2.10065, 1.0], [24, -0.0647927, -0.28259, 2.16729, 1.0]]
[[0, -0.368724, -0.67952, 2.46474, 1.0], [1, -0.385228, -0.402504, 2.49103, 1.0], [2, -0.40047, -0.127372, 2.50187, 1.0], [3, -0.385069, 0.0144099, 2.51983, 1.0], [4, -0.498407, -0.196293, 2.41811, 1.0], [5, -0.503952, -0.273494, 2.21312, 1.0], [6, -0.383113, -0.277568, 2.03586, 1.0], [7, -0.290017, -0.258717, 1.94999, 1.0], [8, -0.251355, -0.224101, 2.56592, 1.0], [9, -0.136735, -0.312446, 2.59911, 1.0], [10, -0.17692, -0.294951, 2.38873, 1.0], [11, -0.0833794, -0.285035, 2.17673, 1.0], [12, -0.418878, -0.664149, 2.39818, 1.0], [13, -0.476826, -0.94274, 2.37541, 1.0], [14, -0.512157, -1.18742, 2.415, 1.0], [15, -0.494356, -1.23448, 2.32284, 1.0], [16, -0.30869, -0.677449, 2.46644, 1.0], [17, -0.241743, -0.967531, 2.42425, 1.0], [18, -0.2266, -1.25812, 2.46198, 1.0], [19, -0.167813, -1.29488, 2.3614, 1.0], [20, -0.396898, -0.196311, 2.50196, 1.0], [21, -0.263175, -0.256675, 1.91911, 1.0], [22, -0.236558, -0.268288, 1.97625, 1.0], [23, -0.12159, -0.278682, 2.11389, 1.0], [24, -0.092059, -0.281385, 2.13533, 1.0]]
[[0, -0.368767, -0.680173, 2.46326, 1.0], [1, -0.3852, -0.402579, 2.48975, 1.0], [2, -0.400306, -0.127363, 2.50132, 1.0], [3, -0.384017, 0.0148855, 2.51876, 1.0], [4, -0.497733, -0.196125, 2.41754, 1.0], [5, -0.501611, -0.2738, 2.21175, 1.0], [6, -0.379205, -0.27725, 2.03449, 1.0], [7, -0.2848, -0.258329, 1.94944, 1.0], [8, -0.251305, -0.224275, 2.56583, 1.0], [9, -0.137138, -0.312943, 2.60141, 1.0], [10, -0.176834, -0.29467, 2.3901, 1.0], [11, -0.0834654, -0.284926, 2.17217, 1.0], [12, -0.41903, -0.664679, 2.39679, 1.0], [13, -0.476592, -0.9428, 2.37506, 1.0], [14, -0.510872, -1.21079, 2.42151, 1.0], [15, -0.501325, -1.17387, 2.30981, 1.0], [16, -0.308682, -0.678119, 2.4652, 1.0], [17, -0.241559, -0.967719, 2.42413, 1.0], [18, -0.225838, -1.27894, 2.47621, 1.0], [19, -0.168204, -1.31662, 2.3805, 1.0], [20, -0.396761, -0.196228, 2.50113, 1.0], [21, -0.252319, -0.25956, 1.9214, 1.0], [22, -0.264539, -0.233758, 1.96325, 1.0], [23, -0.121383, -0.276742, 2.11013, 1.0], [24, -0.0566842, -0.283209, 2.1726, 1.0]]
[[0, -0.36846, -0.680108, 2.46279, 1.0], [1, -0.384887, -0.402195, 2.48854, 1.0], [2, -0.399976, -0.126991, 2.49983, 1.0], [3, -0.381759, 0.0149952, 2.51687, 1.0], [4, -0.496924, -0.195883, 2.41687, 1.0], [5, -0.497856, -0.273583, 2.21021, 1.0], [6, -0.374646, -0.277565, 2.03264, 1.0], [7, -0.277045, -0.257865, 1.95107, 1.0], [8, -0.251264, -0.224406, 2.56582, 1.0], [9, -0.13669, -0.312449, 2.60317, 1.0], [10, -0.176137, -0.293929, 2.39108, 1.0], [11, -0.0852575, -0.284356, 2.16994, 1.0], [12, -0.418763, -0.664653, 2.39614, 1.0], [13, -0.476169, -0.942085, 2.37459, 1.0], [14, -0.514409, -1.19151, 2.4136, 1.0], [15, -0.503305, -1.24528, 2.32835, 1.0], [16, -0.308407, -0.678032, 2.46496, 1.0], [17, -0.241334, -0.967264, 2.42419, 1.0], [18, -0.223383, -1.22125, 2.4523, 1.0], [19, -0.163539, -1.25585, 2.35131, 1.0], [20, -0.396443, -0.195716, 2.49954, 1.0], [21, -0.246836, -0.256463, 1.92182, 1.0], [22, -0.228685, -0.278584, 1.95011, 1.0], [23, -0.120061, -0.278969, 2.11245, 1.0], [24, -0.0630373, -0.282546, 2.16331, 1.0]]
[[0, -0.368122, -0.680104, 2.46232, 1.0], [1, -0.38456, -0.402122, 2.48786, 1.0], [2, -0.399622, -0.127062, 2.49924, 1.0], [3, -0.380702, 0.0150632, 2.51604, 1.0], [4, -0.49589, -0.195582, 2.41607, 1.0], [5, -0.495685, -0.273564, 2.20896, 1.0], [6, -0.370052, -0.278046, 2.03252, 1.0], [7, -0.272066, -0.25832, 1.95309, 1.0], [8, -0.251208, -0.224547, 2.56586, 1.0], [9, -0.136693, -0.31247, 2.60461, 1.0], [10, -0.176116, -0.293836, 2.392, 1.0], [11, -0.0797852, -0.285428, 2.17505, 1.0], [12, -0.418256, -0.664649, 2.39533, 1.0], [13, -0.475893, -0.942428, 2.37428, 1.0], [14, -0.512436, -1.18803, 2.41166, 1.0], [15, -0.49775, -1.23184, 2.31726, 1.0], [16, -0.308255, -0.678023, 2.46482, 1.0], [17, -0.241304, -0.967115, 2.42436, 1.0], [18, -0.224076, -1.24218, 2.46459, 1.0], [19, -0.164145, -1.27914, 2.36645, 1.0], [20, -0.396105, -0.195695, 2.49888, 1.0], [21, -0.241321, -0.257445, 1.92344, 1.0], [22, -0.245998, -0.234126, 1.97183, 1.0], [23, -0.116113, -0.280676, 2.11078, 1.0], [24, -0.0634582, -0.284296, 2.16466, 1.0]]
