[[0, -0.0391944, -0.372077, 3.38386, 1.0], [1, -0.0372665, -0.051808, 3.37615, 1.0], [2, -0.0352265, 0.262162, 3.35488, 1.0], [3, -0.00387476, 0.40095, 3.32502, 1.0], [4, -0.205604, 0.168233, 3.32343, 1.0], [5, -0.314829, -0.0794481, 3.29694, 1.0], [6, -0.358935, -0.292757, 3.2159, 1.0], [7, -0.366839, -0.357293, 3.18398, 1.0], [8, 0.150325, 0.157029, 3.36451, 1.0], [9, 0.240835, -0.0928284, 3.3517, 1.0], [10, 0.302814, -0.302322, 3.26282, 1.0], [11, 0.301836, -0.354374, 3.22637, 1.0], [12, -0.11973, -0.365376, 3.33599, 1.0], [13, -0.183872, -0.742917, 3.43921, 1.0], [14, -0.237743, -1.10289, 3.53754, 1.0], [15, -0.261963, -1.16602, 3.4707, 1.0], [16, 0.0422112, -0.370403, 3.35556, 1.0], [17, 0.0907618, -0.724113, 3.44127, 1.0], [18, 0.126215, -1.06744, 3.53379, 1.0], [19, 0.126221, -1.13574, 3.48633, 1.0], [20, -0.0357587, 0.184529, 3.36268, 1.0], [21, -0.377129, -0.408584, 3.16213, 1.0], [22, -0.419032, -0.345996, 3.16056, 1.0], [23, 0.303615, -0.398673, 3.20597, 1.0], [24, 0.353324, -0.352194, 3.20062, 1.0]]
[[0, -0.0377255, -0.383129, 3.38716, 1.0], [1, -0.0370403, -0.0551252, 3.37711, 1.0], [2, -0.0353569, 0.261934, 3.35501, 1.0], [3, -0.0039177, 0.401061, 3.32606, 1.0], [4, -0.20558, 0.16813, 3.32401, 1.0], [5, -0.314943, -0.0793224, 3.29758, 1.0], [6, -0.358628, -0.291751, 3.21581, 1.0], [7, -0.367942, -0.356755, 3.18412, 1.0], [8, 0.150346, 0.157397, 3.36514, 1.0], [9, 0.240743, -0.0929345, 3.352, 1.0], [10, 0.303123, -0.301325, 3.26331, 1.0], [11, 0.300775, -0.355434, 3.22209, 1.0], [12, -0.118193, -0.37778, 3.34013, 1.0], [13, -0.201616, -0.895444, 3.48898, 1.0], [14, -0.271344, -1.19194, 3.45347, 1.0], [15, -0.287455, -1.22861, 3.35571, 1.0], [16, 0.0435918, -0.379942, 3.35756, 1.0], [17, 0.10682, -0.90056, 3.50649, 1.0], [18, 0.116311, -1.23046, 3.43779, 1.0], [19, 0.0938176, -1.25587, 3.30123, 1.0], [20, -0.0358519, 0.183935, 3.36296, 1.0], [21, -0.379265, -0.408656, 3.17317, 1.0], [22, -0.421945, -0.34511, 3.16467, 1.0], [23, 0.311692, -0.400446, 3.19928, 1.0], [24, 0.353472, -0.352856, 3.19884, 1.0]]
[[0, -0.0375434, -0.387386, 3.38825, 1.0], [1, -0.0369044, -0.0565186, 3.37776, 1.0], [2, -0.03535, 0.262081, 3.35523, 1.0], [3, -0.00383836, 0.401259, 3.32658, 1.0], [4, -0.205514, 0.168236, 3.32428, 1.0], [5, -0.315113, -0.080637, 3.29837, 1.0], [6, -0.359103, -0.293597, 3.21521, 1.0], [7, -0.36903, -0.358247, 3.18527, 1.0], [8, 0.150726, 0.157557, 3.36615, 1.0], [9, 0.240555, -0.0930027, 3.35205, 1.0], [10, 0.30311, -0.301006, 3.26357, 1.0], [11, 0.305005, -0.353645, 3.2265, 1.0], [12, -0.118024, -0.381115, 3.3407, 1.0], [13, -0.205095, -0.910785, 3.49543, 1.0], [14, -0.279541, -1.22672, 3.38509, 1.0], [15, -0.225846, -1.24271, 3.29423, 1.0], [16, 0.0437783, -0.385004, 3.35883, 1.0], [17, 0.109279, -0.918939, 3.51278, 1.0], [18, 0.161972, -1.24051, 3.39684, 1.0], [19, 0.0959758, -1.26535, 3.28202, 1.0], [20, -0.0358459, 0.183936, 3.36331, 1.0], [21, -0.378443, -0.409724, 3.17553, 1.0], [22, -0.430648, -0.354983, 3.16314, 1.0], [23, 0.322352, -0.392804, 3.20078, 1.0], [24, 0.361219, -0.350745, 3.20356, 1.0]]
[[0, -0.0367057, -0.390046, 3.38917, 1.0], [1, -0.0361083, -0.0586588, 3.37857, 1.0], [2, -0.0350843, 0.261831, 3.35548, 1.0], [3, -0.00367929, 0.401271, 3.32698, 1.0], [4, -0.205346, 0.168145, 3.3246, 1.0], [5, -0.315093, -0.0807244, 3.29869, 1.0], [6, -0.359057, -0.293503, 3.21524, 1.0], [7, -0.370018, -0.358119, 3.18217, 1.0], [8, 0.150738, 0.157598, 3.36631, 1.0], [9, 0.240736, -0.0930359, 3.35254, 1.0], [10, 0.303319, -0.300669, 3.26402, 1.0], [11, 0.304748, -0.354729, 3.22742, 1.0], [12, -0.117225, -0.383796, 3.34178, 1.0], [13, -0.205408, -0.913939, 3.49729, 1.0], [14, -0.262505, -1.18522, 3.43033, 1.0], [15, -0.271527, -1.24276, 3.32067, 1.0], [16, 0.0446332, -0.387508, 3.35932, 1.0], [17, 0.105543, -0.911769, 3.51092, 1.0], [18, 0.159015, -1.24104, 3.39794, 1.0], [19, 0.0919786, -1.26667, 3.27915, 1.0], [20, -0.0354249, 0.183262, 3.36369, 1.0], [21, -0.386731, -0.406269, 3.1703, 1.0], [22, -0.427568, -0.353358, 3.16052, 1.0], [23, 0.31209, -0.39846, 3.20678, 1.0], [24, 0.375945, -0.368285, 3.19325, 1.0]]
[[0, -0.036507, -0.390785, 3.38931, 1.0], [1, -0.0358169, -0.0592843, 3.3786, 1.0], [2, -0.0348132, 0.261812, 3.3553, 1.0], [3, -0.00340393, 0.401168, 3.32716, 1.0], [4, -0.205226, 0.16814, 3.32471, 1.0], [5, -0.314778, -0.0808989, 3.29904, 1.0], [6, -0.359059, -0.293383, 3.21525, 1.0], [7, -0.366927, -0.358747, 3.18297, 1.0], [8, 0.150758, 0.157574, 3.36641, 1.0], [9, 0.240961, -0.092578, 3.3528, 1.0], [10, 0.303216, -0.299626, 3.26454, 1.0], [11, 0.30668, -0.356085, 3.22436, 1.0], [12, -0.11707, -0.384339, 3.34194, 1.0], [13, -0.204856, -0.913359, 3.4975, 1.0], [14, -0.267276, -1.19213, 3.45794, 1.0], [15, -0.277936, -1.23882, 3.32877, 1.0], [16, 0.0448774, -0.38842, 3.3592, 1.0], [17, 0.0901469, -0.814294, 3.47709, 1.0], [18, 0.150204, -1.19313, 3.3941, 1.0], [19, 0.0923404, -1.25084, 3.28241, 1.0], [20, -0.0351548, 0.183065, 3.36358, 1.0], [21, -0.38747, -0.40735, 3.16397, 1.0], [22, -0.425989, -0.361929, 3.15, 1.0], [23, 0.313404, -0.399692, 3.2016, 1.0], [24, 0.376059, -0.367763, 3.19686, 1.0]]
[[0, -0.0364588, -0.39073, 3.38938, 1.0], [1, -0.0355184, -0.0594382, 3.37874, 1.0], [2, -0.0340267, 0.261655, 3.35548, 1.0], [3, -0.00335103, 0.401218, 3.32729, 1.0], [4, -0.205282, 0.168136, 3.32507, 1.0], [5, -0.314742, -0.0809155, 3.29904, 1.0], [6, -0.358992, -0.293392, 3.21525, 1.0], [7, -0.367717, -0.356669, 3.18388, 1.0], [8, 0.150866, 0.157535, 3.36655, 1.0], [9, 0.240934, -0.0927573, 3.35269, 1.0], [10, 0.303149, -0.299237, 3.26511, 1.0], [11, 0.306627, -0.353696, 3.22628, 1.0], [12, -0.117023, -0.384231, 3.34193, 1.0], [13, -0.205695, -0.913418, 3.49793, 1.0], [14, -0.287465, -1.26336, 3.36173, 1.0], [15, -0.20473, -1.26658, 3.23332, 1.0], [16, 0.0449294, -0.388387, 3.35924, 1.0], [17, 0.104495, -0.90232, 3.50033, 1.0], [18, 0.161743, -1.25677, 3.37451, 1.0], [19, 0.0772364, -1.26616, 3.25597, 1.0], [20, -0.0344783, 0.182823, 3.36376, 1.0], [21, -0.381725, -0.40429, 3.16696, 1.0], [22, -0.426013, -0.361817, 3.15555, 1.0], [23, 0.314672, -0.396258, 3.19622, 1.0], [24, 0.371297, -0.364004, 3.19634, 1.0]]
[[0, -0.0362478, -0.39226, 3.38971, 1.0], [1, -0.0353508, -0.0604114, 3.37881, 1.0], [2, -0.0339699, 0.26154, 3.35532, 1.0], [3, -0.00364582, 0.402039, 3.32733, 1.0], [4, -0.205169, 0.168211, 3.32522, 1.0], [5, -0.31428, -0.0812633, 3.29894, 1.0], [6, -0.358951, -0.294067, 3.21368, 1.0], [7, -0.36559, -0.359679, 3.18272, 1.0], [8, 0.151015, 0.157561, 3.36668, 1.0], [9, 0.240984, -0.0927838, 3.35273, 1.0], [10, 0.303179, -0.29921, 3.26514, 1.0], [11, 0.305647, -0.354508, 3.22421, 1.0], [12, -0.116836, -0.385579, 3.34233, 1.0], [13, -0.1907, -0.835119, 3.47124, 1.0], [14, -0.24486, -1.15263, 3.46973, 1.0], [15, -0.216128, -1.20424, 3.32758, 1.0], [16, 0.0451602, -0.390039, 3.35937, 1.0], [17, 0.105465, -0.903768, 3.50114, 1.0], [18, 0.172769, -1.25563, 3.37988, 1.0], [19, 0.0838469, -1.26616, 3.25573, 1.0], [20, -0.0343972, 0.182522, 3.36364, 1.0], [21, -0.379227, -0.407267, 3.16776, 1.0], [22, -0.431928, -0.361101, 3.1515, 1.0], [23, 0.31153, -0.400618, 3.19975, 1.0], [24, 0.367907, -0.363287, 3.19403, 1.0]]
[[0, -0.0359826, -0.393017, 3.38982, 1.0], [1, -0.0354229, -0.0608398, 3.37893, 1.0], [2, -0.0342971, 0.261544, 3.35531, 1.0], [3, -0.00371846, 0.402386, 3.32731, 1.0], [4, -0.205285, 0.16833, 3.32537, 1.0], [5, -0.31409, -0.0812485, 3.29903, 1.0], [6, -0.359001, -0.293812, 3.21343, 1.0], [7, -0.366397, -0.359183, 3.18, 1.0], [8, 0.151029, 0.157584, 3.36677, 1.0], [9, 0.241692, -0.0927272, 3.35275, 1.0], [10, 0.30301, -0.299045, 3.26556, 1.0], [11, 0.307837, -0.355274, 3.22399, 1.0], [12, -0.116591, -0.38624, 3.34225, 1.0], [13, -0.207754, -0.912732, 3.49839, 1.0], [14, -0.173792, -1.22259, 3.48718, 1.0], [15, -0.180958, -1.24159, 3.32688, 1.0], [16, 0.0454488, -0.39088, 3.35961, 1.0], [17, 0.106037, -0.905499, 3.50223, 1.0], [18, 0.165579, -1.24923, 3.38745, 1.0], [19, 0.0838222, -1.26692, 3.25587, 1.0], [20, -0.0346242, 0.182402, 3.36368, 1.0], [21, -0.383844, -0.405518, 3.1608, 1.0], [22, -0.416178, -0.355968, 3.14783, 1.0], [23, 0.313816, -0.399569, 3.19815, 1.0], [24, 0.372646, -0.36404, 3.20199, 1.0]]
[[0, -0.0359752, -0.393063, 3.39001, 1.0], [1, -0.0353009, -0.061005, 3.37908, 1.0], [2, -0.0340885, 0.261481, 3.3553, 1.0], [3, -0.00353118, 0.402077, 3.32763, 1.0], [4, -0.204991, 0.166906, 3.32496, 1.0], [5, -0.313721, -0.0809953, 3.29895, 1.0], [6, -0.35898, -0.293789, 3.213, 1.0], [7, -0.364886, -0.360299, 3.18047, 1.0], [8, 0.151034, 0.157572, 3.3668, 1.0], [9, 0.24161, -0.092567, 3.35289, 1.0], [10, 0.303479, -0.298646, 3.26638, 1.0], [11, 0.312081, -0.356269, 3.22638, 1.0], [12, -0.116579, -0.386417, 3.34252, 1.0], [13, -0.207667, -0.912846, 3.49844, 1.0], [14, -0.265623, -1.19353, 3.46096, 1.0], [15, -0.220745, -1.23104, 3.31206, 1.0], [16, 0.0454552, -0.390868, 3.35971, 1.0], [17, 0.106345, -0.908609, 3.50515, 1.0], [18, 0.104611, -1.24349, 3.43046, 1.0], [19, 0.14162, -1.25859, 3.27305, 1.0], [20, -0.0344326, 0.182273, 3.36372, 1.0], [21, -0.385923, -0.404783, 3.15865, 1.0], [22, -0.413907, -0.348317, 3.14212, 1.0], [23, 0.323826, -0.397712, 3.20336, 1.0], [24, 0.387863, -0.367044, 3.20167, 1.0]]
[[0, -0.0356149, -0.393697, 3.39047, 1.0], [1, -0.0351388, -0.0613812, 3.37921, 1.0], [2, -0.0340674, 0.261459, 3.35518, 1.0], [3, -0.0034787, 0.402033, 3.32755, 1.0], [4, -0.20491, 0.166793, 3.32511, 1.0], [5, -0.313668, -0.0811116, 3.29876, 1.0], [6, -0.358455, -0.293328, 3.21243, 1.0], [7, -0.363552, -0.359068, 3.18094, 1.0], [8, 0.151133, 0.157483, 3.36679, 1.0], [9, 0.242148, -0.0928875, 3.35311, 1.0], [10, 0.303319, -0.298543, 3.26732, 1.0], [11, 0.311399, -0.353974, 3.22645, 1.0], [12, -0.116179, -0.386913, 3.34298, 1.0], [13, -0.207679, -0.912854, 3.49847, 1.0], [14, -0.282021, -1.21592, 3.41485, 1.0], [15, -0.21466, -1.24902, 3.27326, 1.0], [16, 0.0457605, -0.391595, 3.36009, 1.0], [17, 0.106432, -0.908527, 3.50515, 1.0], [18, 0.159522, -1.2367, 3.40116, 1.0], [19, 0.161445, -1.25867, 3.23806, 1.0], [20, -0.0343917, 0.182172, 3.36367, 1.0], [21, -0.383353, -0.406706, 3.16049, 1.0], [22, -0.416386, -0.365784, 3.14673, 1.0], [23, 0.332732, -0.391954, 3.1993, 1.0], [24, 0.388004, -0.364973, 3.20275, 1.0]]
[[0, -0.0266025, -0.432922, 3.40417, 1.0], [1, -0.0335805, -0.074655, 3.38809, 1.0], [2, -0.0346935, 0.261079, 3.35937, 1.0], [3, -0.00349523, 0.402897, 3.33514, 1.0], [4, -0.206091, 0.163324, 3.32866, 1.0], [5, -0.316328, -0.085344, 3.29965, 1.0], [6, -0.359193, -0.296186, 3.2132, 1.0], [7, -0.366149, -0.358632, 3.18207, 1.0], [8, 0.151276, 0.156276, 3.37028, 1.0], [9, 0.242912, -0.0944401, 3.35616, 1.0], [10, 0.305007, -0.300733, 3.27073, 1.0], [11, 0.310651, -0.35184, 3.23024, 1.0], [12, -0.107188, -0.427878, 3.35593, 1.0], [13, -0.207467, -0.906186, 3.50238, 1.0], [14, -0.241448, -1.15243, 3.47409, 1.0], [15, -0.206466, -1.21751, 3.31033, 1.0], [16, 0.0545907, -0.42744, 3.3697, 1.0], [17, 0.107041, -0.910537, 3.5088, 1.0], [18, 0.156365, -1.27359, 3.40042, 1.0], [19, 0.167369, -1.2753, 3.21279, 1.0], [20, -0.0349815, 0.180059, 3.36898, 1.0], [21, -0.383195, -0.406898, 3.1561, 1.0], [22, -0.434019, -0.368575, 3.15186, 1.0], [23, 0.329766, -0.392789, 3.20101, 1.0], [24, 0.376492, -0.348496, 3.2096, 1.0]]
