[[0, -15.87209, 87.06152, -265.98972, 1], [1, -13.512032128898682, 117.34625580504986, -265.2772175287178, 1], [2, -11.675329661070123, 140.24704953273192, -264.0834889342424, 1], [3, -11.136407148230518, 146.75281658328777, -263.50865890261866, 1], [4, 5.026013865725828, 134.2778517884199, -262.15228165121823, 1], [5, 17.53407527267953, 110.05696692681747, -263.46474604352517, 1], [6, 22.172302529461465, 86.21939904511929, -257.50469289862986, 1], [7, 0, 0, 0, 1], [8, -31.205936762942088, 135.54879328278702, -264.6466209794344, 1], [9, -34.79280041177527, 103.96040753136532, -263.91609593738747, 1], [10, -34.769789531707964, 80.91015687991829, -259.30633562225563, 1], [11, 0, 0, 0, 1], [12, -10.745933256434022, 87.1232967502892, -257.87138480105574, 1], [13, -2.632592769475007, 47.632358539515664, -255.4496533459934, 1], [14, 2.374337827287879, 11.939012108225668, -259.97876276428053, 1], [15, -4.438593304912739, 8.665858020162021, -251.27028290822736, 1], [16, -20.602054789933852, 86.78670174824936, -267.32370969339746, 1], [17, -13.416710004974977, 46.322768573698696, -268.8222733106199, 1], [18, -3.646407774088452, 10.967317544802768, -269.6846413342473, 1], [19, -5.505298510368329, 3.8291301670954434, -265.29787013800143, 1], [20, -11.675329661070123, 140.24704953273192, -264.0834889342424, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -15.923033333333331, 87.03355333333333, -265.95045, 1], [1, -13.530066257672487, 117.33227374151016, -265.23515862891907, 1], [2, -11.677554713783612, 140.23508475463015, -264.03196986791943, 1], [3, -11.135024229841623, 146.7433497964933, -263.4521520088752, 1], [4, 5.012441559478061, 134.28908199492727, -261.9024521135115, 1], [5, 17.49246866822334, 110.06060722843074, -263.09750524524594, 1], [6, 22.093798463660452, 86.24077761246029, -257.1162991142271, 1], [7, 0, 0, 0, 1], [8, -29.969943228395078, 135.37965285975446, -264.01728306472603, 1], [9, -34.12283902173761, 103.88612752402585, -263.65459311136493, 1], [10, -35.007522612624214, 80.782737659665, -259.6840481611544, 1], [11, 0, 0, 0, 1], [12, -10.780328055878002, 87.07615255657716, -257.8790465379639, 1], [13, -2.615484605751437, 47.640810906916634, -255.42102607682995, 1], [14, 2.4308960276752876, 11.929730720311952, -259.95138616957206, 1], [15, -4.280530281066964, 8.662829701486679, -251.1187984971161, 1], [16, -20.66492871176386, 86.76421491704743, -267.26404052951085, 1], [17, -13.348612359151645, 46.32633781354484, -268.7264191971, 1], [18, -3.527784396213182, 11.077359634185456, -269.53122698033525, 1], [19, -5.296625665535797, 3.886352793803054, -265.2159743676957, 1], [20, -11.677554713783612, 140.23508475463015, -264.03196986791943, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -15.941251999999997, 86.99507200000001, -265.926558, 1], [1, -13.53765221288628, 117.31726336359114, -265.2036704734355, 1], [2, -11.68104949443891, 140.22909048195157, -263.99155762608825, 1], [3, -11.138163648833117, 146.74053356026513, -263.40777903752297, 1], [4, 4.981374588703103, 134.29439735074547, -261.69297407981423, 1], [5, 17.465948092608812, 110.06813206987644, -262.7571812302559, 1], [6, 22.026231833252908, 86.25154980008014, -256.72809529696207, 1], [7, 0, 0, 0, 1], [8, -29.19826135637081, 135.2062485489002, -263.6045163162001, 1], [9, -34.17187427560753, 103.88567025374832, -263.8488149300449, 1], [10, -35.08893047117212, 80.77143628413819, -259.95069653238914, 1], [11, 0, 0, 0, 1], [12, -10.745581441792833, 87.02318186339868, -257.8722231846406, 1], [13, -2.63488740972328, 47.638234555790305, -255.45055146519573, 1], [14, 2.3934330299655517, 11.86602858836396, -260.03896674836466, 1], [15, -4.232201695767825, 8.59971092151117, -251.1056011522981, 1], [16, -20.715347949340682, 86.72963698273577, -267.2272287101841, 1], [17, -13.336173733661873, 46.31279100781686, -268.7539694862946, 1], [18, -3.46502042600698, 11.1881780501841, -269.48418275498443, 1], [19, -5.192940360905665, 3.987843561648088, -265.24910667828135, 1], [20, -11.68104949443891, 140.22909048195157, -263.99155762608825, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -15.967828000000003, 86.95302799999999, -265.89619200000004, 1], [1, -13.556880291945806, 117.29664408974652, -265.1650415066819, 1], [2, -11.697884879633094, 140.2187075203877, -263.9475411729461, 1], [3, -11.154707036139031, 146.7335837407543, -263.3620322219959, 1], [4, 4.942162688465256, 134.2923074750907, -261.56981765144053, 1], [5, 17.420769060842385, 110.08597489727075, -262.57773165061957, 1], [6, 21.959664400125863, 86.25432653321178, -256.53088367048974, 1], [7, 0, 0, 0, 1], [8, -28.694042954208477, 135.2046584607106, -263.4886852122399, 1], [9, -33.93958566878858, 103.96198717864917, -263.9255693377858, 1], [10, -34.709645704207524, 80.8519947790015, -260.0163931959149, 1], [11, 0, 0, 0, 1], [12, -10.74008459080806, 86.97188698615928, -257.86259992294686, 1], [13, -2.670118895771809, 47.641366023516646, -255.4641453507588, 1], [14, 2.3384899435212994, 11.840807057904719, -260.106827634822, 1], [15, -4.214993590001836, 8.707953142291837, -251.0495622548428, 1], [16, -20.770055007295646, 86.69077453715897, -267.1860407716396, 1], [17, -13.32715136844763, 46.293618309406924, -268.7543897628315, 1], [18, -3.4170470404827267, 11.268889032970932, -269.42514343312973, 1], [19, -5.126100883723055, 4.069482407642163, -265.2257667927606, 1], [20, -11.697884879633094, 140.2187075203877, -263.9475411729461, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -15.982806, 86.90770599999999, -265.88078200000007, 1], [1, -13.548320555619549, 117.27584532363173, -265.1490699226151, 1], [2, -11.675293116112398, 140.210815040037, -263.9310782640638, 1], [3, -11.129941061134042, 146.7296685710163, -263.34429139477504, 1], [4, 4.946512778701422, 134.29524664751318, -261.5232759533124, 1], [5, 17.416261491359705, 110.11795855296486, -262.51132378713095, 1], [6, 21.95373188392486, 86.25143517808958, -256.4688413441919, 1], [7, 0, 0, 0, 1], [8, -28.202067437907854, 135.2806655666749, -263.4997140827553, 1], [9, -33.53709086731142, 104.08217664839498, -263.98371611446123, 1], [10, -34.10141379843351, 80.97851289565693, -260.03924596862873, 1], [11, 0, 0, 0, 1], [12, -10.738781977290918, 86.91726809229428, -257.85837988626974, 1], [13, -2.668536128602428, 47.64915869785972, -255.4827275594839, 1], [14, 2.5855478767961033, 11.802149898769535, -259.78028074219964, 1], [15, -4.449713571753142, 7.734280846355665, -251.3739282487008, 1], [16, -20.81470659111146, 86.65107647717122, -267.1652521067715, 1], [17, -13.295029751945751, 46.274950476869215, -268.76602039935096, 1], [18, -3.362209449239785, 11.367291755255287, -269.376939834798, 1], [19, -5.035502039332472, 4.164696519649961, -265.21054543579106, 1], [20, -11.675293116112398, 140.210815040037, -263.9310782640638, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -16.024174, 86.88043400000001, -265.836622, 1], [1, -13.594494892769706, 117.25783875617029, -265.09850899706083, 1], [2, -11.724678274456693, 140.20265971106681, -263.87545017005107, 1], [3, -11.182101873652153, 146.72431295452756, -263.2861941501006, 1], [4, 4.8778688651967705, 134.29620389171444, -261.4684706076217, 1], [5, 17.3398248564676, 110.13656363126306, -262.4315891451369, 1], [6, 21.880118585646876, 86.24950651376821, -256.38292429024426, 1], [7, 0, 0, 0, 1], [8, -28.642880395759974, 135.18791615226576, -263.486907997395, 1], [9, -33.99094210793156, 104.00361625822026, -263.9616207927131, 1], [10, -34.40633338026381, 80.87178157014665, -259.970834132774, 1], [11, 0, 0, 0, 1], [12, -10.746976674691691, 86.89708958264124, -257.8136456441419, 1], [13, -2.6917062404353285, 47.643873686685964, -255.447292249318, 1], [14, 2.560314184865076, 11.901646913205987, -259.7053470824551, 1], [15, -4.085500139930344, 8.174556977240123, -251.56673112656003, 1], [16, -20.879786651331035, 86.6245955260361, -267.1270855294303, 1], [17, -13.342097272075636, 46.259240468933406, -268.76135600073854, 1], [18, -3.4030113576264824, 11.41909789662757, -269.35484784355094, 1], [19, -5.049331541182106, 4.218863649952631, -265.21064486448114, 1], [20, -11.724678274456693, 140.20265971106681, -263.87545017005107, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -16.05657, 86.851016, -265.79938400000003, 1], [1, -13.633069205212315, 117.23843129541828, -265.05436690114993, 1], [2, -11.769454820614198, 140.19246603948037, -263.82471743855655, 1], [3, -11.230127841587247, 146.71695981717463, -263.23314508370663, 1], [4, 4.809657418986413, 134.29135123726454, -261.41577652993976, 1], [5, 17.255477343597043, 110.16074768099256, -262.34443439299974, 1], [6, 21.796307431392403, 86.24310865176358, -256.28521200162817, 1], [7, 0, 0, 0, 1], [8, -28.9884927653607, 135.12189034347875, -263.4881809499192, 1], [9, -34.252006278392045, 103.9132449644187, -263.93175953631993, 1], [10, -34.62273662684305, 80.77133998551166, -259.92002084613847, 1], [11, 0, 0, 0, 1], [12, -10.757648279735434, 86.8763929586641, -257.79591652160286, 1], [13, -2.7250517171781343, 47.63581834905527, -255.4406626872845, 1], [14, 2.5139764108856815, 11.995182012097573, -259.6839368270005, 1], [15, -4.061002182405454, 8.372540579615196, -251.5062152933359, 1], [16, -20.93170668202943, 86.59744567408424, -267.0889190852498, 1], [17, -13.374563685466526, 46.241313605297414, -268.75796168066546, 1], [18, -3.422671990094006, 11.47451323473284, -269.32527114699445, 1], [19, -5.066908006261379, 4.266777965898879, -265.1803635198089, 1], [20, -11.769454820614198, 140.19246603948037, -263.82471743855655, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -16.069603999999998, 86.827378, -265.77763, 1], [1, -13.652165967525303, 117.2242548058967, -265.02461709912535, 1], [2, -11.794531226229019, 140.185843652905, -263.7881339357096, 1], [3, -11.2578687749191, 146.7129464985937, -263.1948484646484, 1], [4, 4.767843932002789, 134.29332410719152, -261.3717009508144, 1], [5, 17.183635392354574, 110.17021094386652, -262.2739660851047, 1], [6, 21.716521162677914, 86.23685899065717, -256.21145019059406, 1], [7, 0, 0, 0, 1], [8, -29.242226993739322, 135.0788007654444, -263.5222906955058, 1], [9, -34.46633205138569, 103.85380646683467, -263.96316958355453, 1], [10, -34.77709595347533, 80.71158117426947, -259.89679826507984, 1], [11, 0, 0, 0, 1], [12, -10.744872092380048, 86.85662805761484, -257.8084923813035, 1], [13, -2.7347411771564243, 47.628805434362384, -255.4695363449647, 1], [14, 2.4732814133156564, 12.038657414383195, -259.7457574399886, 1], [15, -4.073315018409722, 8.47755361638877, -251.50772590098427, 1], [16, -20.956586761732297, 86.57898366389952, -267.0501090789355, 1], [17, -13.3670315782349, 46.234386324472716, -268.7631130103342, 1], [18, -3.3969247621015803, 11.54040370210187, -269.30569533166164, 1], [19, -5.037531566449462, 4.3222691160107125, -265.15356512799485, 1], [20, -11.794531226229019, 140.185843652905, -263.7881339357096, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -16.07631, 86.817314, -265.75681199999997, 1], [1, -13.648605438074977, 117.21612589606397, -265.00581710510096, 1], [2, -11.786501257040078, 140.1815899968135, -263.76795610017535, 1], [3, -11.249509978400651, 146.7104142083824, -263.1744425097657, 1], [4, 4.7666415882562845, 134.29248406286945, -261.3544158993913, 1], [5, 17.136303546357517, 110.16200506727446, -262.2963023622502, 1], [6, 21.662114648763602, 86.21060128421608, -256.28023445906973, 1], [7, 0, 0, 0, 1], [8, -29.442200447433535, 135.0402645163119, -263.5749703434762, 1], [9, -34.6519468071525, 103.80458433658934, -264.0346116662331, 1], [10, -34.89550370731655, 80.66067945764101, -259.9272447032416, 1], [11, 0, 0, 0, 1], [12, -10.72695928902859, 86.84991459921184, -257.8212938914049, 1], [13, -2.7294067908632744, 47.61261449348672, -255.5260363940837, 1], [14, 2.4320027473373385, 12.057682973147216, -259.85505532606356, 1], [15, -4.084510337119853, 8.548795824551773, -251.57672077740125, 1], [16, -20.96765225100405, 86.57607575369887, -267.0077140659892, 1], [17, -13.330237308266586, 46.24573608836771, -268.77732627646645, 1], [18, -3.346479982839975, 11.625691941080099, -269.28639613698004, 1], [19, -4.968158316856732, 4.396403639222316, -265.13853320702844, 1], [20, -11.786501257040078, 140.1815899968135, -263.76795610017535, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -16.086399999999998, 86.79893, -265.730444, 1], [1, -13.661882712054194, 117.20559375144924, -264.97746672401445, 1], [2, -11.801683923856956, 140.1765971200301, -263.73651851376684, 1], [3, -11.267239433464248, 146.7067941098497, -263.1418886064264, 1], [4, 4.7391649180349, 134.29221798409594, -261.3240070017729, 1], [5, 17.044598620872776, 110.14502301654616, -262.3960267679175, 1], [6, 21.60829439507547, 86.18202745719613, -256.48456532748173, 1], [7, 0, 0, 0, 1], [8, -29.603194434739418, 135.05773512823748, -263.6337046769094, 1], [9, -34.7721644822849, 103.79982619007343, -264.08651799212566, 1], [10, -34.966048578191305, 80.66062320385164, -259.96753119932293, 1], [11, 0, 0, 0, 1], [12, -10.710808193906017, 86.83459272692588, -257.83214885869893, 1], [13, -2.743739240249514, 47.61110501438404, -255.56001227108845, 1], [14, 2.3728623237556725, 12.102601007876153, -259.93796364378295, 1], [15, -4.083023157853005, 8.65211983598475, -251.67529926928043, 1], [16, -20.987804322208437, 86.55939139208225, -266.95373998883395, 1], [17, -13.317315788833458, 46.24157698730269, -268.77912195303026, 1], [18, -3.300371522892556, 11.640868635386582, -269.2647789015813, 1], [19, -4.906067295362975, 4.406628912699782, -265.12113025119226, 1], [20, -11.801683923856956, 140.1765971200301, -263.73651851376684, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, -16.058026, 86.78867799999999, -265.72949800000004, 1], [1, -13.70534676839555, 117.20648028352025, -264.9793539589444, 1], [2, -11.863743258895708, 140.18257731800412, -263.73362996967415, 1], [3, -11.337094391204054, 146.71407792726427, -263.1361453293549, 1], [4, 4.6704250218191685, 134.29202426402256, -261.32445488131685, 1], [5, 16.926263653846604, 110.1440763152484, -262.62651175539025, 1], [6, 21.518972025726544, 86.13349214754359, -256.91110031342674, 1], [7, 0, 0, 0, 1], [8, -29.784975773912265, 135.1747851533846, -263.73394556110674, 1], [9, -34.91929312096471, 103.90049897213314, -264.15131046247814, 1], [10, -35.07036097438688, 80.76343924101593, -260.02099467549124, 1], [11, 0, 0, 0, 1], [12, -10.660921819937533, 86.84096256772315, -257.86525500053403, 1], [13, -2.7936445205770264, 47.61573137577621, -255.62705422889178, 1], [14, 2.276295944713996, 11.998788113596952, -260.08835546382414, 1], [15, -4.484320429751737, 8.392245803938165, -251.41164923452016, 1], [16, -20.96645182797962, 86.53854623879694, -266.91914248613193, 1], [17, -13.393736549760192, 46.20986095182622, -268.8668004094927, 1], [18, -3.3670668232986696, 11.59267858256981, -269.36827870254183, 1], [19, -4.962927508899743, 4.353986498106262, -265.22972798139153, 1], [20, -11.863743258895708, 140.18257731800412, -263.73362996967415, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
