[[0, 19.61738, 86.83888, -259.48978, 1], [1, 20.083060542680872, 116.69448838659991, -259.4880840480895, 1], [2, 20.371539393680607, 139.2652220732915, -258.8170794107792, 1], [3, 20.43656973401442, 145.68515528878305, -258.3885210530673, 1], [4, 38.101606832890695, 136.01563695878028, -258.8195016517948, 1], [5, 61.2703231059413, 136.34926135423115, -260.5628677391499, 1], [6, 68.8331439411655, 157.6087581081423, -248.758138226419, 1], [7, 0, 0, 0, 1], [8, 1.6626735471204945, 136.367975478685, -258.12427483228936, 1], [9, -23.33559418621074, 133.93506459993074, -255.76523950488763, 1], [10, -29.25613178436031, 156.17234322262544, -245.01921340577348, 1], [11, 0, 0, 0, 1], [12, 27.44611269739176, 86.67794599414087, -255.37640517546149, 1], [13, 28.890469660023662, 45.1803331676827, -258.4843181572502, 1], [14, 30.247705923882727, 10.849429615967225, -261.97173622718043, 1], [15, 29.41092999620586, 7.779252675023944, -250.4690790392842, 1], [16, 11.273951145577264, 86.78955340216038, -256.95420056323775, 1], [17, 13.324001256821504, 46.48845292667281, -260.0694836907949, 1], [18, 15.224203721473135, 10.782454336294649, -263.6254528028295, 1], [19, 14.559311298410691, 7.71126650828072, -252.10693772087066, 1], [20, 20.371539393680607, 139.2652220732915, -258.8170794107792, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, 19.525586666666666, 86.82989333333335, -259.4864, 1], [1, 19.972628156643918, 116.68578288703443, -259.47135867223295, 1], [2, 20.253023134390126, 139.25629899532808, -258.789693888457, 1], [3, 20.31688582621875, 145.67603525381725, -258.35802082868605, 1], [4, 38.02138228921584, 136.00158918462338, -258.8277622876472, 1], [5, 61.17290707619109, 136.2682147429865, -260.51381843955875, 1], [6, 68.73672623865998, 157.51701651745458, -248.74020879771115, 1], [7, 0, 0, 0, 1], [8, 1.5638276981545651, 136.35283994683115, -258.11352856850266, 1], [9, -23.356794647118114, 133.9436206236727, -255.74661525965166, 1], [10, -29.34989009579346, 156.1726947873018, -245.05947675069973, 1], [11, 0, 0, 0, 1], [12, 27.3537189620534, 86.67201803101374, -255.37176417122478, 1], [13, 28.854441029289546, 45.176180271466485, -258.4766703441619, 1], [14, 30.20232244386813, 10.997889913518392, -261.97798072915634, 1], [15, 29.372654661874904, 7.924998562023765, -250.47553347226653, 1], [16, 11.187972358345409, 86.7741383609752, -256.951656119721, 1], [17, 13.2708520074844, 46.55072893257651, -260.0480865073627, 1], [18, 15.221362318063708, 10.76141552919507, -263.6204017104176, 1], [19, 14.563339799163046, 7.689168718029211, -252.10177452665994, 1], [20, 20.253023134390126, 139.25629899532808, -258.789693888457, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, 19.437806000000002, 86.82049400000001, -259.471688, 1], [1, 19.877338098727503, 116.6771856781969, -259.44820413592146, 1], [2, 20.155270411858165, 139.24804580517156, -258.7598445559177, 1], [3, 20.218893587942986, 145.66766184238296, -258.32635207761734, 1], [4, 37.93445479159247, 135.99187767602282, -258.79505421123065, 1], [5, 61.05071262133963, 136.2126332936416, -260.4200671100961, 1], [6, 68.62967928702938, 157.41921153339007, -248.6617082462642, 1], [7, 0, 0, 0, 1], [8, 1.4614543205828596, 136.34082072621544, -258.09689591450655, 1], [9, -23.39925200108854, 133.909499951937, -255.76767998193316, 1], [10, -29.515569494089522, 156.10693956297445, -245.11251732437546, 1], [11, 0, 0, 0, 1], [12, 27.27401877298994, 86.66331696757447, -255.36784049290284, 1], [13, 28.836913819639655, 45.16967260594569, -258.47138638370745, 1], [14, 30.17970887868553, 11.035015164634686, -261.9771074188922, 1], [15, 29.35417288305164, 7.96088276704606, -250.47469449350527, 1], [16, 11.09505723747805, 86.76233969218143, -256.9261326081759, 1], [17, 13.231552816032785, 46.58355695154274, -260.047958650166, 1], [18, 15.201516830498472, 10.733904785504855, -263.6416778863291, 1], [19, 14.547498347851178, 7.6610723894333805, -252.12297886289292, 1], [20, 20.155270411858165, 139.24804580517156, -258.7598445559177, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, 19.362718, 86.81437600000001, -259.459694, 1], [1, 19.78645192995404, 116.67414510953613, -259.43028538905025, 1], [2, 20.052603281920344, 139.24739723663862, -258.73847094697277, 1], [3, 20.112939504547093, 145.66698553337193, -258.3040985915173, 1], [4, 37.84523524201627, 135.9740313673611, -258.77091814137276, 1], [5, 60.94736784709664, 136.1397060791795, -260.36286361407167, 1], [6, 68.54582837022413, 157.3065274675274, -248.59530651394613, 1], [7, 0, 0, 0, 1], [8, 1.3631632653435908, 136.33622567733832, -258.0669591522149, 1], [9, -23.46339694907339, 133.9099891230186, -255.76568544385015, 1], [10, -29.657994766645324, 156.0832440402158, -245.11734356865006, 1], [11, 0, 0, 0, 1], [12, 27.197922912555264, 86.66055967816857, -255.35808419737958, 1], [13, 28.799695453416692, 45.168724052392534, -258.4659872787875, 1], [14, 30.131261712867932, 11.11866460057366, -261.9708290574712, 1], [15, 29.310337703407818, 8.043143379528484, -250.46845731188355, 1], [16, 11.02068047613875, 86.75162937805416, -256.9120182058572, 1], [17, 13.141964923972907, 46.627805164855566, -260.0643652503647, 1], [18, 15.162995402818954, 10.71444947753065, -263.66753681404276, 1], [19, 14.513882783836001, 7.641073379974755, -252.14870534234612, 1], [20, 20.052603281920344, 139.24739723663862, -258.73847094697277, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, 19.296056, 86.81053800000001, -259.446298, 1], [1, 19.71272155783782, 116.67583963396365, -259.41177285316354, 1], [2, 19.973195877220647, 139.2535286400123, -258.71722098808874, 1], [3, 20.031961030874058, 145.67308620838688, -258.2821796273647, 1], [4, 37.77154731188434, 135.96011992834767, -258.74490712095405, 1], [5, 60.869931833086426, 136.09100611731117, -260.3082341087062, 1], [6, 68.46045396354708, 157.21667595564205, -248.52870670531905, 1], [7, 0, 0, 0, 1], [8, 1.2875165867865448, 136.33641349464077, -258.0257796327186, 1], [9, -23.529846293931875, 133.9485273909832, -255.71300597154402, 1], [10, -29.74054114575135, 156.12726091190984, -245.0929910954422, 1], [11, 0, 0, 0, 1], [12, 27.12888930216318, 86.65865214840069, -255.3430735558679, 1], [13, 28.751055286559833, 45.16776325597652, -258.45303768236175, 1], [14, 30.091529781526692, 11.167604024336704, -261.9533682454773, 1], [15, 29.276264120048072, 8.091537971493707, -250.4507397491787, 1], [16, 10.955280281770547, 86.74581210503639, -256.9003552171011, 1], [17, 13.073681398666396, 46.66531316247878, -260.0755817451316, 1], [18, 15.116908539769383, 10.70654723336552, -263.68845177544046, 1], [19, 14.473700421982166, 7.632326809953062, -252.16951439354682, 1], [20, 19.973195877220647, 139.2535286400123, -258.71722098808874, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, 19.242382, 86.80688, -259.428164, 1], [1, 19.65141149046574, 116.67942899127357, -259.38666359910974, 1], [2, 19.905694970803633, 139.26263248729884, -258.68669070848415, 1], [3, 19.962716188693026, 145.68210886986145, -258.25022162947494, 1], [4, 37.68380805411716, 135.95473384738105, -258.71879603481267, 1], [5, 60.7943246025267, 136.04682447736243, -260.25920562409675, 1], [6, 68.36967605960767, 157.15402272523585, -248.5024428619477, 1], [7, 0, 0, 0, 1], [8, 1.210603646379763, 136.3369878193724, -257.9811480222362, 1], [9, -23.620651037297133, 133.99302355636794, -255.6450179705121, 1], [10, -29.812555223985626, 156.18310924207216, -245.06841329153224, 1], [11, 0, 0, 0, 1], [12, 27.071065288580865, 86.65824189399615, -255.32119290265365, 1], [13, 28.709810248007, 45.16927035411672, -258.44799893333897, 1], [14, 30.061436536780977, 11.186582939800303, -261.93519230527227, 1], [15, 29.250670654356963, 8.110262414525996, -250.43231381796426, 1], [16, 10.900914567758115, 86.74000197499541, -256.8864228132873, 1], [17, 13.036492012145992, 46.690818636341845, -260.08460613810644, 1], [18, 15.093275502280836, 10.706330680984252, -263.70064626207756, 1], [19, 14.454481546035193, 7.631085472819054, -252.18173678706123, 1], [20, 19.905694970803633, 139.26263248729884, -258.68669070848415, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, 19.198221999999998, 86.80426600000001, -259.413356, 1], [1, 19.60663232750657, 116.68333366244623, -259.36493379176187, 1], [2, 19.85957499342739, 139.27136072096923, -258.65993011648084, 1], [3, 19.916145283880763, 145.69075123606723, -258.22214144667805, 1], [4, 37.62237237516365, 135.9539772476457, -258.7047761166731, 1], [5, 60.75384526414844, 136.0160373338298, -260.22631900354827, 1], [6, 68.32707447513944, 157.16925349448803, -248.4588826049735, 1], [7, 0, 0, 0, 1], [8, 1.1435975103562939, 136.33379195488033, -257.9473653207832, 1], [9, -23.70780090729334, 134.00039013364935, -255.59837144918257, 1], [10, -29.886695335327975, 156.18919520163627, -245.05693670181176, 1], [11, 0, 0, 0, 1], [12, 27.020271882472095, 86.65857724736313, -255.30077088330304, 1], [13, 28.685808041327768, 45.172790184461626, -258.4555484519501, 1], [14, 30.043379445132974, 11.186670346818488, -261.92517317774247, 1], [15, 29.235013858991312, 8.110470630890507, -250.42209345225302, 1], [16, 10.861585712355852, 86.73713345837126, -256.87734971070313, 1], [17, 13.020540848204282, 46.714092203780524, -260.0990560451044, 1], [18, 15.098220976768449, 10.751871944433532, -263.71746864113857, 1], [19, 14.461723009348361, 7.67561135549486, -252.19870319388195, 1], [20, 19.85957499342739, 139.27136072096923, -258.65993011648084, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, 19.145816000000003, 86.800718, -259.389948, 1], [1, 19.55113917144569, 116.68616790438656, -259.33229118681686, 1], [2, 19.801980947107783, 139.27968571775952, -258.6205885425008, 1], [3, 19.85803761875277, 145.698957494938, -258.1809964556934, 1], [4, 37.55279768985251, 135.95718629137275, -258.6764900042856, 1], [5, 60.69110684818418, 135.99191684835432, -260.16944234283386, 1], [6, 68.26894036176527, 157.21767305251373, -248.37257484495817, 1], [7, 0, 0, 0, 1], [8, 1.0667684960729957, 136.33303352586236, -257.91070638946115, 1], [9, -23.8294327769002, 133.99956900825092, -255.5549110393952, 1], [10, -29.999057032815802, 156.17631048981548, -245.0504369825404, 1], [11, 0, 0, 0, 1], [12, 26.96700070620505, 86.65831989957438, -255.27376402815673, 1], [13, 28.663245073274965, 45.176178198696014, -258.459958527545, 1], [14, 30.031484348275825, 11.129396980318063, -261.9191308731583, 1], [15, 29.222913077528812, 8.053174596968848, -250.41607166560814, 1], [16, 10.816085184030463, 86.73241756525543, -256.85695135135535, 1], [17, 13.00582714089833, 46.72739687657126, -260.10062893901727, 1], [18, 15.103672944108443, 10.808151478198205, -263.72816351149834, 1], [19, 14.466873225285786, 7.73080841020588, -252.20970388954856, 1], [20, 19.801980947107783, 139.27968571775952, -258.6205885425008, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, 19.09105, 86.795722, -259.36824399999995, 1], [1, 19.492612561987894, 116.68614919430522, -259.30376785801917, 1], [2, 19.741464125603805, 139.2852235710152, -258.58703911679993, 1], [3, 19.797092966021506, 145.70440767376084, -258.14611441838593, 1], [4, 37.48426871799079, 135.9627012071914, -258.64795629132703, 1], [5, 60.60964015704043, 135.96179678126083, -260.0916209826253, 1], [6, 68.18438467936207, 157.2818774571132, -248.2625322457441, 1], [7, 0, 0, 0, 1], [8, 0.9970036261225808, 136.3324009069077, -257.88262949238043, 1], [9, -23.939029905092614, 134.00472906480277, -255.53003408703609, 1], [10, -30.0923495308856, 156.17556311795633, -245.06208452730024, 1], [11, 0, 0, 0, 1], [12, 26.916003748306583, 86.65709083842796, -255.2507994774802, 1], [13, 28.644346457560875, 45.17860495447291, -258.4662887476706, 1], [14, 30.02539975979766, 11.055573798809306, -261.9307063125135, 1], [15, 29.215371847099398, 7.978960812116847, -250.42785405340555, 1], [16, 10.765808878307604, 86.72630668475395, -256.83572825198587, 1], [17, 12.9951613018855, 46.72424734066088, -260.09712536965554, 1], [18, 15.10806706972211, 10.84186183841905, -263.74224224471084, 1], [19, 14.469624122580571, 7.763801934782962, -252.22406512611377, 1], [20, 19.741464125603805, 139.2852235710152, -258.58703911679993, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, 19.022783999999998, 86.78979799999999, -259.34281599999997, 1], [1, 19.41620130138768, 116.68336525723069, -259.27277303077796, 1], [2, 19.65919435399414, 139.28601524677615, -258.55200396275114, 1], [3, 19.713203013683863, 145.7051411694408, -258.11003206754367, 1], [4, 37.39676144915716, 135.96351504314723, -258.61298388947404, 1], [5, 60.504009204633924, 135.92776588253847, -260.00642973515073, 1], [6, 68.09488376461547, 157.38279917583571, -248.114905438211, 1], [7, 0, 0, 0, 1], [8, 0.9013798249232039, 136.32801045913524, -257.8521737775242, 1], [9, -24.079146359006014, 133.99475085517076, -255.51890899279476, 1], [10, -30.236204406147426, 156.15821114095073, -245.07288432302005, 1], [11, 0, 0, 0, 1], [12, 26.853617302278504, 86.65547719694348, -255.2253990455908, 1], [13, 28.609968929715087, 45.18190632305442, -258.472533856837, 1], [14, 30.008348891824095, 10.950185481280279, -261.94434319322676, 1], [15, 29.196239461406844, 7.873229060167791, -250.44172956676334, 1], [16, 10.700422755792399, 86.7181782386827, -256.80946528232346, 1], [17, 12.967643362653554, 46.71311400103698, -260.08390038774974, 1], [18, 15.092129930806138, 10.885584595791642, -263.75042226086333, 1], [19, 14.451462473306389, 7.806876659240385, -252.23254185894837, 1], [20, 19.65919435399414, 139.28601524677615, -258.55200396275114, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
[[0, 18.946204, 86.78215999999999, -259.304718, 1], [1, 19.329049823249136, 116.67755361609193, -259.2317311285374, 1], [2, 19.56313188704042, 139.2822104057589, -258.50910866355264, 1], [3, 19.614450906713003, 145.70133752857936, -258.0668338148549, 1], [4, 37.30936029732216, 135.95240983043092, -258.5662246123299, 1], [5, 60.38782832800667, 135.88648609955322, -259.9179503005435, 1], [6, 68.00063064464702, 157.45396309987282, -247.97278911837535, 1], [7, 0, 0, 0, 1], [8, 0.8118940159586998, 136.3216054603032, -257.81256636266227, 1], [9, -24.201132765882864, 133.9765931183346, -255.5066750605763, 1], [10, -30.373512499855224, 156.14037309739442, -245.06395230507457, 1], [11, 0, 0, 0, 1], [12, 26.785944915862096, 86.65164728124343, -255.18623566611282, 1], [13, 28.56405650500629, 45.18434590462956, -258.4601737026262, 1], [14, 29.987966475371312, 10.785175676477984, -261.9510747031247, 1], [15, 29.17211932906025, 7.708074253250374, -250.44876436784304, 1], [16, 10.625844403133161, 86.70790074534743, -256.77138348964166, 1], [17, 12.924484716424686, 46.70275062139392, -260.05470109056563, 1], [18, 15.062404230438453, 10.929847646643935, -263.7362544348381, 1], [19, 14.417844989634142, 7.850960065108232, -252.21863918914337, 1], [20, 19.56313188704042, 139.2822104057589, -258.50910866355264, 1], [21, 0, 0, 0, 1], [22, 0, 0, 0, 1], [23, 0, 0, 0, 1], [24, 0, 0, 0, 1]]
