[[0, -0.02230368, -0.2149433, 2.36187, 1], [1, -0.02754188, 0.04259909, 2.374071, 1], [2, -0.03306685, 0.2935066, 2.374508, 1], [3, -0.03129727, 0.4343277, 2.336864, 1], [4, -0.1886587, 0.2046124, 2.330238, 1], [5, -0.1781151, -0.00634769, 2.279961, 1], [6, -0.08884724, -0.1662672, 2.1717, 1], [7, -0.04495376, -0.2215343, 2.11432, 1], [8, 0.1216434, 0.2051761, 2.324599, 1], [9, 0.09721313, -0.01249761, 2.26163, 1], [10, 0.01471989, -0.165313, 2.168703, 1], [11, -0.02091168, -0.211632, 2.127477, 1], [12, -0.1002197, -0.2121303, 2.335805, 1], [13, -0.1838996, -0.3812805, 2.040962, 1], [14, -0.2353195, -0.7175215, 2.060367, 1], [15, -0.2071742, -0.754514, 1.953709, 1], [16, 0.05610355, -0.2121866, 2.325408, 1], [17, 0.08682985, -0.3967883, 2.038063, 1], [18, 0.1016226, -0.7335044, 2.036318, 1], [19, 0.08117583, -0.7598532, 1.920158, 1], [20, -0.03163421, 0.231685, 2.376477, 1], [21, -0.02082595, -0.2677088, 2.07948, 1], [22, -0.01814516, -0.1840844, 2.124204, 1], [23, -0.0580541, -0.2649991, 2.085197, 1], [24, 0.02181885, -0.2417027, 2.1318, 1]]
[[0, -0.02193462, -0.2151033, 2.362116, 1], [1, -0.02747921, 0.04255516, 2.37407, 1], [2, -0.03306739, 0.2934896, 2.374431, 1], [3, -0.03138435, 0.434301, 2.336859, 1], [4, -0.1886122, 0.2045595, 2.330165, 1], [5, -0.1780131, -0.007821133, 2.279344, 1], [6, -0.08838185, -0.1662918, 2.171061, 1], [7, -0.04430135, -0.2209786, 2.110703, 1], [8, 0.1214628, 0.2052056, 2.324484, 1], [9, 0.09706751, -0.01091658, 2.261506, 1], [10, 0.01435095, -0.165106, 2.171343, 1], [11, -0.02063434, -0.2051614, 2.127816, 1], [12, -0.09980179, -0.2123513, 2.33621, 1], [13, -0.1838638, -0.3813776, 2.040841, 1], [14, -0.2363306, -0.7185214, 2.061361, 1], [15, -0.2072694, -0.7538655, 1.954033, 1], [16, 0.05644703, -0.2122915, 2.325554, 1], [17, 0.08676349, -0.3965325, 2.038051, 1], [18, 0.1025452, -0.733349, 2.036921, 1], [19, 0.08155971, -0.7602023, 1.920338, 1], [20, -0.03162414, 0.2316638, 2.376426, 1], [21, -0.01971329, -0.268172, 2.077712, 1], [22, -0.01852667, -0.1813524, 2.117298, 1], [23, -0.05678368, -0.2617055, 2.085154, 1], [24, 0.0214989, -0.2422666, 2.127622, 1]]
[[0, -0.02189495, -0.2150537, 2.362149, 1], [1, -0.02745677, 0.04257517, 2.374075, 1], [2, -0.03304143, 0.2935037, 2.374433, 1], [3, -0.0314591, 0.4343492, 2.337038, 1], [4, -0.1886812, 0.2046863, 2.32989, 1], [5, -0.177612, -0.007065226, 2.27863, 1], [6, -0.0876846, -0.1660465, 2.170049, 1], [7, -0.04386337, -0.2178032, 2.109197, 1], [8, 0.1213037, 0.2051976, 2.324447, 1], [9, 0.09622794, -0.0113091, 2.261153, 1], [10, 0.003939289, -0.166228, 2.152954, 1], [11, -0.0343205, -0.2189596, 2.092624, 1], [12, -0.09971497, -0.2123805, 2.336145, 1], [13, -0.1844966, -0.3827031, 2.041334, 1], [14, -0.2371609, -0.7191305, 2.062044, 1], [15, -0.2065881, -0.7533206, 1.954571, 1], [16, 0.05647795, -0.2119794, 2.325856, 1], [17, 0.08672792, -0.3965302, 2.037956, 1], [18, 0.1028733, -0.7329444, 2.036392, 1], [19, 0.08104023, -0.7607507, 1.918825, 1], [20, -0.03160309, 0.2316773, 2.376427, 1], [21, -0.01790995, -0.266012, 2.075632, 1], [22, -0.01841678, -0.1812817, 2.108118, 1], [23, -0.05183051, -0.2771089, 2.063972, 1], [24, 0.002630484, -0.2410335, 2.0857, 1]]
[[0, -0.02327109, -0.2155013, 2.362385, 1], [1, -0.02784027, 0.04245237, 2.37431, 1], [2, -0.03301179, 0.2935285, 2.374755, 1], [3, -0.03177267, 0.4350015, 2.338074, 1], [4, -0.188602, 0.2047679, 2.329825, 1], [5, -0.1527126, -0.04161233, 2.235495, 1], [6, -0.06671857, -0.1943977, 2.146039, 1], [7, -0.04575458, -0.2041098, 2.104643, 1], [8, 0.1213947, 0.2058187, 2.324992, 1], [9, 0.0961583, -0.01133421, 2.261144, 1], [10, 0.004157189, -0.1646187, 2.150634, 1], [11, -0.03397395, -0.2137339, 2.079862, 1], [12, -0.1009332, -0.2126204, 2.336289, 1], [13, -0.1848218, -0.3838554, 2.04139, 1], [14, -0.2423222, -0.7219707, 2.065554, 1], [15, -0.2301781, -0.7692435, 1.962411, 1], [16, 0.05496227, -0.2126708, 2.326195, 1], [17, 0.0860978, -0.3974811, 2.037317, 1], [18, 0.1028932, -0.7329458, 2.036319, 1], [19, 0.08090089, -0.7607161, 1.918629, 1], [20, -0.03166126, 0.2316688, 2.376683, 1], [21, -0.01263633, -0.2700557, 2.077639, 1], [22, -0.05631602, -0.1905826, 2.059533, 1], [23, -0.05123104, -0.2676959, 2.04457, 1], [24, -0.002008443, -0.2175191, 2.049539, 1]]
[[0, -0.02356817, -0.2157682, 2.362261, 1], [1, -0.02802433, 0.04240889, 2.374439, 1], [2, -0.0331763, 0.2937761, 2.375443, 1], [3, -0.03216013, 0.4353673, 2.339584, 1], [4, -0.1883086, 0.2044334, 2.32961, 1], [5, -0.1528608, -0.04139331, 2.23357, 1], [6, -0.04036658, -0.2034969, 2.088462, 1], [7, -0.03506994, -0.1929814, 2.05629, 1], [8, 0.1215364, 0.2061647, 2.325712, 1], [9, 0.0921104, -0.00842125, 2.253592, 1], [10, 0.01050938, -0.1450147, 2.135653, 1], [11, -0.0290984, -0.1941755, 2.062235, 1], [12, -0.1012644, -0.2128995, 2.336269, 1], [13, -0.1851357, -0.3836541, 2.041419, 1], [14, -0.2410015, -0.7214414, 2.064898, 1], [15, -0.2049928, -0.7500643, 1.956574, 1], [16, 0.05469185, -0.2129398, 2.325952, 1], [17, 0.08612464, -0.3980201, 2.03706, 1], [18, 0.1025683, -0.7327627, 2.035589, 1], [19, 0.08082837, -0.7608298, 1.918001, 1], [20, -0.03184608, 0.2318061, 2.377164, 1], [21, -0.02110368, -0.2321949, 2.025582, 1], [22, -0.04413081, -0.1811427, 2.013134, 1], [23, -0.05115018, -0.2434635, 2.020635, 1], [24, -0.006706109, -0.2247689, 2.033556, 1]]
[[0, -0.02480606, -0.215883, 2.365434, 1], [1, -0.02866718, 0.04250625, 2.378086, 1], [2, -0.03290627, 0.2942207, 2.3798, 1], [3, -0.03304943, 0.4361132, 2.346644, 1], [4, -0.1867798, 0.2049892, 2.329784, 1], [5, -0.1540852, 0.02772295, 2.223777, 1], [6, -0.07802721, -0.1090902, 2.078753, 1], [7, -0.0333189, -0.148205, 1.986924, 1], [8, 0.1211206, 0.2063247, 2.327334, 1], [9, 0.09164965, 0.03347904, 2.22187, 1], [10, 0.0157729, -0.1034726, 2.100127, 1], [11, -0.03761759, -0.1588156, 1.980051, 1], [12, -0.1022887, -0.2123768, 2.341333, 1], [13, -0.1848999, -0.3816538, 2.042303, 1], [14, -0.2378035, -0.7204078, 2.0641, 1], [15, -0.2050175, -0.7504738, 1.955239, 1], [16, 0.05337447, -0.2134833, 2.327806, 1], [17, 0.08635136, -0.3988698, 2.036907, 1], [18, 0.1023953, -0.7326472, 2.035647, 1], [19, 0.07951466, -0.760561, 1.918671, 1], [20, -0.03184055, 0.2321593, 2.381334, 1], [21, -0.03239265, -0.1943465, 1.952493, 1], [22, -0.01550099, -0.1271407, 1.958813, 1], [23, -0.06254439, -0.2107967, 1.947186, 1], [24, -0.003682428, -0.1665399, 1.975, 1]]
[[0, -0.02494869, -0.2148724, 2.368662, 1], [1, -0.02872637, 0.04330419, 2.380404, 1], [2, -0.03279505, 0.294869, 2.38133, 1], [3, -0.03330116, 0.4368902, 2.349904, 1], [4, -0.1850751, 0.2052846, 2.329195, 1], [5, -0.1536839, 0.03140073, 2.223777, 1], [6, -0.07899877, -0.08642939, 2.081597, 1], [7, -0.0349196, -0.1344246, 1.970367, 1], [8, 0.1207808, 0.2064441, 2.32766, 1], [9, 0.09181228, 0.0330353, 2.219909, 1], [10, 0.01571811, -0.1017584, 2.095758, 1], [11, -0.03875519, -0.1503303, 1.962964, 1], [12, -0.1021587, -0.2118167, 2.343194, 1], [13, -0.1849598, -0.3814906, 2.042389, 1], [14, -0.2398215, -0.7210187, 2.064029, 1], [15, -0.2055837, -0.7501413, 1.955247, 1], [16, 0.05282013, -0.212053, 2.332417, 1], [17, 0.08646265, -0.3986238, 2.036658, 1], [18, 0.1024961, -0.7335674, 2.035489, 1], [19, 0.08011768, -0.76117, 1.918448, 1], [20, -0.03177332, 0.2328483, 2.383058, 1], [21, -0.03242058, -0.1737157, 1.934759, 1], [22, -0.01333288, -0.1059725, 1.952172, 1], [23, -0.06281047, -0.1928425, 1.926548, 1], [24, -0.0116369, -0.1325588, 1.936091, 1]]
[[0, -0.02720225, -0.2149394, 2.371291, 1], [1, -0.02948371, 0.04355424, 2.382751, 1], [2, -0.03229114, 0.2954672, 2.383764, 1], [3, -0.03415515, 0.4375542, 2.35587, 1], [4, -0.1843307, 0.2056295, 2.329373, 1], [5, -0.1444113, 0.02247134, 2.165663, 1], [6, -0.06254012, -0.1093206, 2.041843, 1], [7, -0.03779658, -0.1209153, 1.950957, 1], [8, 0.1204113, 0.2076421, 2.328967, 1], [9, 0.09121171, 0.0374543, 2.217428, 1], [10, 0.02839239, -0.06556141, 2.058248, 1], [11, -0.03613632, -0.122354, 1.945703, 1], [12, -0.1038745, -0.2118475, 2.345213, 1], [13, -0.1849489, -0.3806547, 2.04256, 1], [14, -0.2365596, -0.7199, 2.060194, 1], [15, -0.2055219, -0.7525887, 1.952077, 1], [16, 0.05015467, -0.2122272, 2.335441, 1], [17, 0.08667145, -0.3988944, 2.036851, 1], [18, 0.102677, -0.7330282, 2.035596, 1], [19, 0.08011921, -0.7611051, 1.918691, 1], [20, -0.03159815, 0.2333499, 2.38543, 1], [21, -0.03803382, -0.1566615, 1.911761, 1], [22, -0.005085813, -0.1066346, 1.932105, 1], [23, -0.0607965, -0.166461, 1.906807, 1], [24, -0.04143232, -0.08588998, 1.914917, 1]]
[[0, -0.02878372, -0.2143995, 2.37432, 1], [1, -0.03015246, 0.04426806, 2.385433, 1], [2, -0.03205002, 0.2963625, 2.386044, 1], [3, -0.03412445, 0.4379354, 2.357608, 1], [4, -0.183265, 0.2060374, 2.329262, 1], [5, -0.1450409, 0.05218758, 2.200669, 1], [6, -0.08319005, -0.05956286, 2.047265, 1], [7, -0.0373333, -0.1026923, 1.931478, 1], [8, 0.1201023, 0.2075222, 2.328666, 1], [9, 0.08752184, 0.04259906, 2.209886, 1], [10, 0.02817812, -0.05537232, 2.046047, 1], [11, -0.03570718, -0.1024493, 1.927397, 1], [12, -0.1052568, -0.2103562, 2.348291, 1], [13, -0.1849392, -0.3799428, 2.042953, 1], [14, -0.2365865, -0.7199592, 2.06081, 1], [15, -0.2057439, -0.751967, 1.952262, 1], [16, 0.04836378, -0.2126574, 2.338443, 1], [17, 0.08659081, -0.3989079, 2.036896, 1], [18, 0.102689, -0.7330527, 2.035758, 1], [19, 0.08359598, -0.7606323, 1.922456, 1], [20, -0.03157558, 0.2342037, 2.387816, 1], [21, -0.04033178, -0.1341805, 1.890751, 1], [22, -0.001077044, -0.0915311, 1.917693, 1], [23, -0.06273657, -0.1462675, 1.889019, 1], [24, -0.03744012, -0.06273456, 1.902833, 1]]
[[0, -0.03095536, -0.2135356, 2.376885, 1], [1, -0.03140557, 0.0450606, 2.388231, 1], [2, -0.03230274, 0.2971364, 2.388986, 1], [3, -0.03419491, 0.4383997, 2.360699, 1], [4, -0.1826403, 0.206194, 2.329412, 1], [5, -0.1425486, 0.03989409, 2.13578, 1], [6, -0.05823759, -0.07719843, 1.998615, 1], [7, -0.03623139, -0.07812351, 1.91273, 1], [8, 0.1198009, 0.2074202, 2.328506, 1], [9, 0.08696059, 0.04592615, 2.185315, 1], [10, 0.01521091, -0.03769998, 2.018358, 1], [11, -0.03766099, -0.07801358, 1.907845, 1], [12, -0.1077096, -0.208535, 2.35254, 1], [13, -0.1847046, -0.3785755, 2.043788, 1], [14, -0.231468, -0.7194297, 2.056097, 1], [15, -0.2096335, -0.7596763, 1.94976, 1], [16, 0.04655072, -0.212512, 2.339699, 1], [17, 0.08661261, -0.3995737, 2.036782, 1], [18, 0.103288, -0.7332081, 2.035836, 1], [19, 0.08139561, -0.7602938, 1.920317, 1], [20, -0.03207986, 0.234983, 2.390735, 1], [21, -0.03469656, -0.1076523, 1.873374, 1], [22, -0.008343306, -0.06189037, 1.892182, 1], [23, -0.06434356, -0.119819, 1.860988, 1], [24, -0.02931983, -0.03995154, 1.886273, 1]]
[[0, -0.03104223, -0.2121585, 2.378164, 1], [1, -0.03139953, 0.04595513, 2.390039, 1], [2, -0.03205768, 0.2975494, 2.391418, 1], [3, -0.03464001, 0.4385691, 2.363261, 1], [4, -0.1818028, 0.2066522, 2.329305, 1], [5, -0.1451453, 0.06591013, 2.170336, 1], [6, -0.07787503, -0.01822017, 1.995771, 1], [7, -0.03602812, -0.05206247, 1.895217, 1], [8, 0.1191352, 0.2085747, 2.329629, 1], [9, 0.0896962, 0.05780132, 2.185994, 1], [10, 0.01187759, -0.01620162, 1.987974, 1], [11, -0.03593113, -0.05356289, 1.890842, 1], [12, -0.1074395, -0.207075, 2.354381, 1], [13, -0.1850634, -0.3777882, 2.044332, 1], [14, -0.2326705, -0.7188353, 2.057651, 1], [15, -0.2089863, -0.7575452, 1.950785, 1], [16, 0.04621476, -0.2113749, 2.340353, 1], [17, 0.08606348, -0.3964349, 2.036825, 1], [18, 0.1031582, -0.7322897, 2.032792, 1], [19, 0.08118604, -0.7603231, 1.920291, 1], [20, -0.03190457, 0.2355271, 2.393013, 1], [21, -0.0431226, -0.08767031, 1.853384, 1], [22, -0.01012494, -0.02912145, 1.880178, 1], [23, -0.06086909, -0.0888904, 1.846761, 1], [24, -0.04146766, -0.01269082, 1.863364, 1]]
