[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [526.278, 373.533, 1.0]], ['2, k, 2', [498.33, 372.074, 1.0]], ['2, k, 3', [464.614, 405.795, 1.0]], ['2, k, 4', [477.817, 442.562, 1.0]], ['2, k, 5', [558.519, 373.521, 1.0]], ['2, k, 6', [592.404, 405.829, 1.0]], ['2, k, 7', [579.092, 442.56, 1.0]], ['2, k, 8', [533.558, 483.665, 1.0]], ['2, k, 9', [511.566, 485.105, 1.0]], ['2, k, 10', [511.605, 536.58, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [552.696, 480.74, 1.0]], ['2, k, 13', [549.774, 536.577, 1.0]], ['2, k, 14', [0.0, 0.0, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [0.0, 0.0, 1.0]], ['2, k, 20', [0.0, 0.0, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [524.843, 374.973, 1.0]], ['2, k, 2', [498.291, 373.517, 1.0]], ['2, k, 3', [464.615, 405.782, 1.0]], ['2, k, 4', [477.826, 441.169, 1.0]], ['2, k, 5', [557.121, 373.548, 1.0]], ['2, k, 6', [593.761, 405.822, 1.0]], ['2, k, 7', [577.685, 442.588, 1.0]], ['2, k, 8', [533.538, 483.653, 1.0]], ['2, k, 9', [511.547, 485.095, 1.0]], ['2, k, 10', [511.608, 536.578, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [552.677, 480.745, 1.0]], ['2, k, 13', [549.748, 536.577, 1.0]], ['2, k, 14', [0.0, 0.0, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [0.0, 0.0, 1.0]], ['2, k, 20', [0.0, 0.0, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [526.237, 373.547, 1.0]], ['2, k, 2', [498.279, 372.102, 1.0]], ['2, k, 3', [464.61, 405.794, 1.0]], ['2, k, 4', [477.803, 442.564, 1.0]], ['2, k, 5', [557.145, 373.527, 1.0]], ['2, k, 6', [592.403, 405.824, 1.0]], ['2, k, 7', [579.068, 443.996, 1.0]], ['2, k, 8', [533.543, 482.193, 1.0]], ['2, k, 9', [511.55, 482.223, 1.0]], ['2, k, 10', [511.612, 536.58, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [552.679, 479.271, 1.0]], ['2, k, 13', [548.337, 536.577, 1.0]], ['2, k, 14', [0.0, 0.0, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [0.0, 0.0, 1.0]], ['2, k, 20', [0.0, 0.0, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [526.26, 373.524, 1.0]], ['2, k, 2', [498.319, 372.069, 1.0]], ['2, k, 3', [464.614, 405.789, 1.0]], ['2, k, 4', [477.814, 442.557, 1.0]], ['2, k, 5', [557.154, 373.506, 1.0]], ['2, k, 6', [592.402, 405.822, 1.0]], ['2, k, 7', [579.096, 442.542, 1.0]], ['2, k, 8', [533.602, 485.108, 1.0]], ['2, k, 9', [511.612, 485.144, 1.0]], ['2, k, 10', [513.032, 536.58, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [554.148, 482.197, 1.0]], ['2, k, 13', [549.753, 536.577, 1.0]], ['2, k, 14', [0.0, 0.0, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [0.0, 0.0, 1.0]], ['2, k, 20', [0.0, 0.0, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [526.239, 373.563, 1.0]], ['2, k, 2', [498.297, 373.515, 1.0]], ['2, k, 3', [464.613, 405.789, 1.0]], ['2, k, 4', [477.828, 442.526, 1.0]], ['2, k, 5', [557.129, 373.533, 1.0]], ['2, k, 6', [593.778, 405.803, 1.0]], ['2, k, 7', [579.07, 442.575, 1.0]], ['2, k, 8', [533.602, 485.113, 1.0]], ['2, k, 9', [511.608, 485.149, 1.0]], ['2, k, 10', [513.053, 536.581, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [554.153, 482.217, 1.0]], ['2, k, 13', [549.758, 536.578, 1.0]], ['2, k, 14', [0.0, 0.0, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [0.0, 0.0, 1.0]], ['2, k, 20', [0.0, 0.0, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [524.849, 373.543, 1.0]], ['2, k, 2', [498.291, 372.104, 1.0]], ['2, k, 3', [464.606, 405.808, 1.0]], ['2, k, 4', [477.827, 442.582, 1.0]], ['2, k, 5', [557.137, 373.513, 1.0]], ['2, k, 6', [592.388, 405.812, 1.0]], ['2, k, 7', [579.084, 442.585, 1.0]], ['2, k, 8', [533.583, 483.662, 1.0]], ['2, k, 9', [511.591, 485.093, 1.0]], ['2, k, 10', [513.023, 536.581, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [554.131, 480.728, 1.0]], ['2, k, 13', [548.345, 536.577, 1.0]], ['2, k, 14', [0.0, 0.0, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [0.0, 0.0, 1.0]], ['2, k, 20', [0.0, 0.0, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [526.254, 373.534, 1.0]], ['2, k, 2', [498.311, 372.082, 1.0]], ['2, k, 3', [464.609, 405.793, 1.0]], ['2, k, 4', [477.822, 442.553, 1.0]], ['2, k, 5', [557.149, 373.518, 1.0]], ['2, k, 6', [592.402, 405.817, 1.0]], ['2, k, 7', [579.097, 442.529, 1.0]], ['2, k, 8', [533.607, 485.111, 1.0]], ['2, k, 9', [511.613, 485.145, 1.0]], ['2, k, 10', [513.03, 536.58, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [554.161, 482.202, 1.0]], ['2, k, 13', [549.754, 536.577, 1.0]], ['2, k, 14', [0.0, 0.0, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [0.0, 0.0, 1.0]], ['2, k, 20', [0.0, 0.0, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [524.837, 374.974, 1.0]], ['2, k, 2', [496.914, 373.533, 1.0]], ['2, k, 3', [464.609, 405.795, 1.0]], ['2, k, 4', [477.84, 441.171, 1.0]], ['2, k, 5', [557.124, 373.536, 1.0]], ['2, k, 6', [593.763, 405.824, 1.0]], ['2, k, 7', [577.676, 442.588, 1.0]], ['2, k, 8', [533.592, 483.692, 1.0]], ['2, k, 9', [511.614, 485.116, 1.0]], ['2, k, 10', [511.647, 536.579, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [552.722, 482.196, 1.0]], ['2, k, 13', [549.765, 536.577, 1.0]], ['2, k, 14', [0.0, 0.0, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [0.0, 0.0, 1.0]], ['2, k, 20', [0.0, 0.0, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [526.245, 373.524, 1.0]], ['2, k, 2', [498.309, 372.081, 1.0]], ['2, k, 3', [464.612, 405.787, 1.0]], ['2, k, 4', [477.849, 442.575, 1.0]], ['2, k, 5', [557.128, 373.512, 1.0]], ['2, k, 6', [592.391, 405.805, 1.0]], ['2, k, 7', [579.088, 442.567, 1.0]], ['2, k, 8', [533.595, 483.674, 1.0]], ['2, k, 9', [511.614, 485.102, 1.0]], ['2, k, 10', [511.646, 536.579, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [554.136, 480.746, 1.0]], ['2, k, 13', [549.759, 536.576, 1.0]], ['2, k, 14', [0.0, 0.0, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [0.0, 0.0, 1.0]], ['2, k, 20', [0.0, 0.0, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [526.248, 373.543, 1.0]], ['2, k, 2', [498.3, 372.086, 1.0]], ['2, k, 3', [464.61, 405.798, 1.0]], ['2, k, 4', [477.82, 442.552, 1.0]], ['2, k, 5', [557.149, 373.528, 1.0]], ['2, k, 6', [592.397, 405.812, 1.0]], ['2, k, 7', [579.112, 441.165, 1.0]], ['2, k, 8', [533.605, 485.102, 1.0]], ['2, k, 9', [511.616, 485.142, 1.0]], ['2, k, 10', [513.016, 536.579, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [554.153, 482.189, 1.0]], ['2, k, 13', [549.785, 536.576, 1.0]], ['2, k, 14', [0.0, 0.0, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [0.0, 0.0, 1.0]], ['2, k, 20', [0.0, 0.0, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [0.0, 0.0, 1.0]], ['2, k, 1', [526.255, 373.543, 1.0]], ['2, k, 2', [498.319, 372.101, 1.0]], ['2, k, 3', [464.611, 405.793, 1.0]], ['2, k, 4', [477.827, 441.161, 1.0]], ['2, k, 5', [557.138, 373.516, 1.0]], ['2, k, 6', [593.761, 405.827, 1.0]], ['2, k, 7', [577.665, 442.603, 1.0]], ['2, k, 8', [533.577, 485.101, 1.0]], ['2, k, 9', [511.588, 485.128, 1.0]], ['2, k, 10', [513.018, 536.579, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [552.709, 482.216, 1.0]], ['2, k, 13', [549.768, 536.577, 1.0]], ['2, k, 14', [0.0, 0.0, 1.0]], ['2, k, 15', [0.0, 0.0, 1.0]], ['2, k, 16', [0.0, 0.0, 1.0]], ['2, k, 17', [0.0, 0.0, 1.0]], ['2, k, 18', [0.0, 0.0, 1.0]], ['2, k, 19', [0.0, 0.0, 1.0]], ['2, k, 20', [0.0, 0.0, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
