[['2, k, 0', [-0.209425, -0.48988, 1.0]], ['2, k, 1', [-0.227487, -0.185798, 1.0]], ['2, k, 2', [-0.243605, 0.111527, 1.0]], ['2, k, 3', [-0.232928, 0.254751, 1.0]], ['2, k, 4', [-0.381536, 0.000913172, 1.0]], ['2, k, 5', [-0.447803, -0.248201, 1.0]], ['2, k, 6', [-0.448717, -0.470208, 1.0]], ['2, k, 7', [-0.440997, -0.473451, 1.0]], ['2, k, 8', [-0.0640578, 0.00323023, 1.0]], ['2, k, 9', [0.0567045, -0.228801, 1.0]], ['2, k, 10', [0.136276, -0.43735, 1.0]], ['2, k, 11', [0.147476, -0.46221, 1.0]], ['2, k, 12', [-0.2787, -0.48305, 1.0]], ['2, k, 13', [-0.307009, -0.778717, 1.0]], ['2, k, 14', [-0.334206, -1.07559, 1.0]], ['2, k, 15', [-0.331543, -1.14355, 1.0]], ['2, k, 16', [-0.133848, -0.481957, 1.0]], ['2, k, 17', [-0.101748, -0.760749, 1.0]], ['2, k, 18', [-0.0825507, -1.04478, 1.0]], ['2, k, 19', [-0.0498047, -1.1084, 1.0]], ['2, k, 20', [-0.239898, 0.0381526, 1.0]], ['2, k, 21', [-0.436133, -0.530237, 1.0]], ['2, k, 22', [-0.398533, -0.468643, 1.0]], ['2, k, 23', [0.158074, -0.479662, 1.0]], ['2, k, 24', [0.187287, -0.441605, 1.0]]]
[['2, k, 0', [-0.209751, -0.489996, 1.0]], ['2, k, 1', [-0.227542, -0.185825, 1.0]], ['2, k, 2', [-0.243562, 0.111528, 1.0]], ['2, k, 3', [-0.232938, 0.254845, 1.0]], ['2, k, 4', [-0.381799, 0.000841669, 1.0]], ['2, k, 5', [-0.447823, -0.248172, 1.0]], ['2, k, 6', [-0.448009, -0.470304, 1.0]], ['2, k, 7', [-0.440689, -0.473675, 1.0]], ['2, k, 8', [-0.0641098, 0.00328157, 1.0]], ['2, k, 9', [0.0566539, -0.228818, 1.0]], ['2, k, 10', [0.136405, -0.437294, 1.0]], ['2, k, 11', [0.148036, -0.461387, 1.0]], ['2, k, 12', [-0.279089, -0.483228, 1.0]], ['2, k, 13', [-0.306952, -0.77881, 1.0]], ['2, k, 14', [-0.33584, -1.07915, 1.0]], ['2, k, 15', [-0.331647, -1.14408, 1.0]], ['2, k, 16', [-0.134175, -0.482037, 1.0]], ['2, k, 17', [-0.101491, -0.760483, 1.0]], ['2, k, 18', [-0.0833434, -1.04499, 1.0]], ['2, k, 19', [-0.0494519, -1.10868, 1.0]], ['2, k, 20', [-0.239885, 0.0381466, 1.0]], ['2, k, 21', [-0.435917, -0.529968, 1.0]], ['2, k, 22', [-0.39689, -0.478168, 1.0]], ['2, k, 23', [0.188397, -0.472534, 1.0]], ['2, k, 24', [0.187965, -0.435382, 1.0]]]
[['2, k, 0', [-0.209789, -0.489921, 1.0]], ['2, k, 1', [-0.227564, -0.185736, 1.0]], ['2, k, 2', [-0.243558, 0.111636, 1.0]], ['2, k, 3', [-0.232933, 0.254846, 1.0]], ['2, k, 4', [-0.381789, 0.000772493, 1.0]], ['2, k, 5', [-0.447906, -0.248136, 1.0]], ['2, k, 6', [-0.447411, -0.470218, 1.0]], ['2, k, 7', [-0.440922, -0.472287, 1.0]], ['2, k, 8', [-0.0641973, 0.0032933, 1.0]], ['2, k, 9', [0.0566582, -0.228837, 1.0]], ['2, k, 10', [0.136442, -0.437343, 1.0]], ['2, k, 11', [0.148074, -0.46211, 1.0]], ['2, k, 12', [-0.279126, -0.483177, 1.0]], ['2, k, 13', [-0.306783, -0.777941, 1.0]], ['2, k, 14', [-0.33594, -1.07918, 1.0]], ['2, k, 15', [-0.330539, -1.1413, 1.0]], ['2, k, 16', [-0.134211, -0.481932, 1.0]], ['2, k, 17', [-0.101241, -0.75932, 1.0]], ['2, k, 18', [-0.0828087, -1.04462, 1.0]], ['2, k, 19', [-0.049441, -1.10869, 1.0]], ['2, k, 20', [-0.239888, 0.0382505, 1.0]], ['2, k, 21', [-0.437149, -0.529598, 1.0]], ['2, k, 22', [-0.397226, -0.49026, 1.0]], ['2, k, 23', [0.152541, -0.480789, 1.0]], ['2, k, 24', [0.187461, -0.440838, 1.0]]]
[['2, k, 0', [-0.210027, -0.489912, 1.0]], ['2, k, 1', [-0.227705, -0.185661, 1.0]], ['2, k, 2', [-0.243607, 0.111808, 1.0]], ['2, k, 3', [-0.232966, 0.254869, 1.0]], ['2, k, 4', [-0.38178, 0.000732569, 1.0]], ['2, k, 5', [-0.448002, -0.248173, 1.0]], ['2, k, 6', [-0.447283, -0.470272, 1.0]], ['2, k, 7', [-0.439715, -0.47351, 1.0]], ['2, k, 8', [-0.0643005, 0.00326775, 1.0]], ['2, k, 9', [0.0567757, -0.229063, 1.0]], ['2, k, 10', [0.136607, -0.437611, 1.0]], ['2, k, 11', [0.14965, -0.462128, 1.0]], ['2, k, 12', [-0.279335, -0.483174, 1.0]], ['2, k, 13', [-0.306809, -0.778545, 1.0]], ['2, k, 14', [-0.336363, -1.0806, 1.0]], ['2, k, 15', [-0.330618, -1.14366, 1.0]], ['2, k, 16', [-0.134502, -0.48191, 1.0]], ['2, k, 17', [-0.100922, -0.759795, 1.0]], ['2, k, 18', [-0.0830033, -1.04449, 1.0]], ['2, k, 19', [-0.0494039, -1.1083, 1.0]], ['2, k, 20', [-0.239961, 0.0383942, 1.0]], ['2, k, 21', [-0.435454, -0.529413, 1.0]], ['2, k, 22', [-0.396375, -0.474874, 1.0]], ['2, k, 23', [0.178341, -0.473718, 1.0]], ['2, k, 24', [0.188607, -0.439751, 1.0]]]
[['2, k, 0', [-0.210021, -0.4899, 1.0]], ['2, k, 1', [-0.227697, -0.185656, 1.0]], ['2, k, 2', [-0.243587, 0.111802, 1.0]], ['2, k, 3', [-0.232977, 0.254858, 1.0]], ['2, k, 4', [-0.38178, 0.000608805, 1.0]], ['2, k, 5', [-0.448084, -0.248227, 1.0]], ['2, k, 6', [-0.447099, -0.4704, 1.0]], ['2, k, 7', [-0.440931, -0.473349, 1.0]], ['2, k, 8', [-0.0644169, 0.00327401, 1.0]], ['2, k, 9', [0.0568275, -0.229068, 1.0]], ['2, k, 10', [0.136734, -0.437657, 1.0]], ['2, k, 11', [0.146899, -0.46268, 1.0]], ['2, k, 12', [-0.279334, -0.483173, 1.0]], ['2, k, 13', [-0.306801, -0.778541, 1.0]], ['2, k, 14', [-0.336815, -1.08162, 1.0]], ['2, k, 15', [-0.329684, -1.14889, 1.0]], ['2, k, 16', [-0.134483, -0.481875, 1.0]], ['2, k, 17', [-0.100933, -0.759822, 1.0]], ['2, k, 18', [-0.0828408, -1.04555, 1.0]], ['2, k, 19', [-0.0493965, -1.10838, 1.0]], ['2, k, 20', [-0.239944, 0.0383911, 1.0]], ['2, k, 21', [-0.435998, -0.530077, 1.0]], ['2, k, 22', [-0.398455, -0.492663, 1.0]], ['2, k, 23', [0.1524, -0.481845, 1.0]], ['2, k, 24', [0.18521, -0.43997, 1.0]]]
[['2, k, 0', [-0.21003, -0.489907, 1.0]], ['2, k, 1', [-0.227698, -0.185654, 1.0]], ['2, k, 2', [-0.243584, 0.111832, 1.0]], ['2, k, 3', [-0.233025, 0.254894, 1.0]], ['2, k, 4', [-0.381789, 0.000561036, 1.0]], ['2, k, 5', [-0.448283, -0.248112, 1.0]], ['2, k, 6', [-0.446829, -0.470295, 1.0]], ['2, k, 7', [-0.441503, -0.473267, 1.0]], ['2, k, 8', [-0.064523, 0.00336667, 1.0]], ['2, k, 9', [0.0568424, -0.229049, 1.0]], ['2, k, 10', [0.136783, -0.437652, 1.0]], ['2, k, 11', [0.14647, -0.463394, 1.0]], ['2, k, 12', [-0.279347, -0.483211, 1.0]], ['2, k, 13', [-0.3065, -0.77791, 1.0]], ['2, k, 14', [-0.337306, -1.0828, 1.0]], ['2, k, 15', [-0.329132, -1.14796, 1.0]], ['2, k, 16', [-0.134487, -0.481868, 1.0]], ['2, k, 17', [-0.100793, -0.760074, 1.0]], ['2, k, 18', [-0.0825498, -1.04576, 1.0]], ['2, k, 19', [-0.0500421, -1.10855, 1.0]], ['2, k, 20', [-0.239944, 0.0384119, 1.0]], ['2, k, 21', [-0.438977, -0.529893, 1.0]], ['2, k, 22', [-0.396341, -0.480051, 1.0]], ['2, k, 23', [0.132556, -0.492232, 1.0]], ['2, k, 24', [0.1831, -0.443118, 1.0]]]
[['2, k, 0', [-0.210059, -0.489875, 1.0]], ['2, k, 1', [-0.227656, -0.185664, 1.0]], ['2, k, 2', [-0.243238, 0.111674, 1.0]], ['2, k, 3', [-0.232963, 0.254856, 1.0]], ['2, k, 4', [-0.381938, 0.000526635, 1.0]], ['2, k, 5', [-0.448283, -0.248047, 1.0]], ['2, k, 6', [-0.446599, -0.470236, 1.0]], ['2, k, 7', [-0.440458, -0.474062, 1.0]], ['2, k, 8', [-0.0646399, 0.00335317, 1.0]], ['2, k, 9', [0.0568409, -0.229053, 1.0]], ['2, k, 10', [0.136824, -0.437656, 1.0]], ['2, k, 11', [0.148089, -0.462493, 1.0]], ['2, k, 12', [-0.279389, -0.483172, 1.0]], ['2, k, 13', [-0.306442, -0.777621, 1.0]], ['2, k, 14', [-0.337336, -1.08244, 1.0]], ['2, k, 15', [-0.329621, -1.14877, 1.0]], ['2, k, 16', [-0.134504, -0.481844, 1.0]], ['2, k, 17', [-0.100856, -0.760275, 1.0]], ['2, k, 18', [-0.0826066, -1.04572, 1.0]], ['2, k, 19', [-0.0503306, -1.10749, 1.0]], ['2, k, 20', [-0.239698, 0.038306, 1.0]], ['2, k, 21', [-0.436136, -0.530262, 1.0]], ['2, k, 22', [-0.391552, -0.491338, 1.0]], ['2, k, 23', [0.170179, -0.475718, 1.0]], ['2, k, 24', [0.187669, -0.440014, 1.0]]]
[['2, k, 0', [-0.210126, -0.489886, 1.0]], ['2, k, 1', [-0.227698, -0.185621, 1.0]], ['2, k, 2', [-0.243291, 0.111846, 1.0]], ['2, k, 3', [-0.232927, 0.254928, 1.0]], ['2, k, 4', [-0.381979, 0.000394291, 1.0]], ['2, k, 5', [-0.448393, -0.248275, 1.0]], ['2, k, 6', [-0.446567, -0.470536, 1.0]], ['2, k, 7', [-0.440437, -0.4738, 1.0]], ['2, k, 8', [-0.0647493, 0.00340631, 1.0]], ['2, k, 9', [0.0568189, -0.229061, 1.0]], ['2, k, 10', [0.136859, -0.437676, 1.0]], ['2, k, 11', [0.147414, -0.462017, 1.0]], ['2, k, 12', [-0.279474, -0.483219, 1.0]], ['2, k, 13', [-0.30644, -0.777616, 1.0]], ['2, k, 14', [-0.336841, -1.08448, 1.0]], ['2, k, 15', [-0.329596, -1.149, 1.0]], ['2, k, 16', [-0.134555, -0.48183, 1.0]], ['2, k, 17', [-0.100916, -0.760362, 1.0]], ['2, k, 18', [-0.0829314, -1.04589, 1.0]], ['2, k, 19', [-0.0521751, -1.10595, 1.0]], ['2, k, 20', [-0.239747, 0.0384351, 1.0]], ['2, k, 21', [-0.437348, -0.530308, 1.0]], ['2, k, 22', [-0.390503, -0.493622, 1.0]], ['2, k, 23', [0.169228, -0.477362, 1.0]], ['2, k, 24', [0.18763, -0.439659, 1.0]]]
[['2, k, 0', [-0.210163, -0.489959, 1.0]], ['2, k, 1', [-0.22773, -0.185625, 1.0]], ['2, k, 2', [-0.243341, 0.111896, 1.0]], ['2, k, 3', [-0.233039, 0.254915, 1.0]], ['2, k, 4', [-0.381996, 0.000374901, 1.0]], ['2, k, 5', [-0.448294, -0.248295, 1.0]], ['2, k, 6', [-0.446339, -0.470586, 1.0]], ['2, k, 7', [-0.439984, -0.473957, 1.0]], ['2, k, 8', [-0.0647999, 0.00335341, 1.0]], ['2, k, 9', [0.056791, -0.229112, 1.0]], ['2, k, 10', [0.136885, -0.437733, 1.0]], ['2, k, 11', [0.145935, -0.463025, 1.0]], ['2, k, 12', [-0.279532, -0.48331, 1.0]], ['2, k, 13', [-0.3063, -0.776915, 1.0]], ['2, k, 14', [-0.337191, -1.08486, 1.0]], ['2, k, 15', [-0.329595, -1.14776, 1.0]], ['2, k, 16', [-0.134574, -0.481884, 1.0]], ['2, k, 17', [-0.100808, -0.756905, 1.0]], ['2, k, 18', [-0.0831849, -1.04596, 1.0]], ['2, k, 19', [-0.0521822, -1.10619, 1.0]], ['2, k, 20', [-0.239788, 0.0384672, 1.0]], ['2, k, 21', [-0.435186, -0.531232, 1.0]], ['2, k, 22', [-0.391367, -0.485689, 1.0]], ['2, k, 23', [0.136549, -0.488342, 1.0]], ['2, k, 24', [0.184834, -0.442527, 1.0]]]
[['2, k, 0', [-0.210307, -0.489921, 1.0]], ['2, k, 1', [-0.227767, -0.18559, 1.0]], ['2, k, 2', [-0.243329, 0.111947, 1.0]], ['2, k, 3', [-0.233047, 0.254943, 1.0]], ['2, k, 4', [-0.381997, 0.000320279, 1.0]], ['2, k, 5', [-0.448294, -0.248097, 1.0]], ['2, k, 6', [-0.446101, -0.470452, 1.0]], ['2, k, 7', [-0.44008, -0.473387, 1.0]], ['2, k, 8', [-0.0649735, 0.00333803, 1.0]], ['2, k, 9', [0.0568007, -0.229118, 1.0]], ['2, k, 10', [0.136884, -0.437751, 1.0]], ['2, k, 11', [0.146773, -0.462395, 1.0]], ['2, k, 12', [-0.279681, -0.483385, 1.0]], ['2, k, 13', [-0.306033, -0.776421, 1.0]], ['2, k, 14', [-0.337237, -1.08521, 1.0]], ['2, k, 15', [-0.325187, -1.14995, 1.0]], ['2, k, 16', [-0.134812, -0.481663, 1.0]], ['2, k, 17', [-0.100747, -0.75821, 1.0]], ['2, k, 18', [-0.0829012, -1.04595, 1.0]], ['2, k, 19', [-0.0522741, -1.10636, 1.0]], ['2, k, 20', [-0.239788, 0.0385116, 1.0]], ['2, k, 21', [-0.437423, -0.529835, 1.0]], ['2, k, 22', [-0.390885, -0.489779, 1.0]], ['2, k, 23', [0.15053, -0.484284, 1.0]], ['2, k, 24', [0.186357, -0.441213, 1.0]]]
[['2, k, 0', [-0.210412, -0.489969, 1.0]], ['2, k, 1', [-0.227821, -0.185614, 1.0]], ['2, k, 2', [-0.243352, 0.111938, 1.0]], ['2, k, 3', [-0.233035, 0.254977, 1.0]], ['2, k, 4', [-0.382178, 0.000146448, 1.0]], ['2, k, 5', [-0.448242, -0.248548, 1.0]], ['2, k, 6', [-0.446044, -0.470927, 1.0]], ['2, k, 7', [-0.439659, -0.474256, 1.0]], ['2, k, 8', [-0.0650221, 0.00340978, 1.0]], ['2, k, 9', [0.0576171, -0.230364, 1.0]], ['2, k, 10', [0.137533, -0.439201, 1.0]], ['2, k, 11', [0.14684, -0.464034, 1.0]], ['2, k, 12', [-0.279768, -0.483461, 1.0]], ['2, k, 13', [-0.305505, -0.775495, 1.0]], ['2, k, 14', [-0.337512, -1.08515, 1.0]], ['2, k, 15', [-0.325374, -1.14968, 1.0]], ['2, k, 16', [-0.134917, -0.481682, 1.0]], ['2, k, 17', [-0.100728, -0.758212, 1.0]], ['2, k, 18', [-0.0829566, -1.0454, 1.0]], ['2, k, 19', [-0.052088, -1.10636, 1.0]], ['2, k, 20', [-0.239816, 0.0385006, 1.0]], ['2, k, 21', [-0.436592, -0.530792, 1.0]], ['2, k, 22', [-0.396109, -0.476534, 1.0]], ['2, k, 23', [0.136605, -0.488675, 1.0]], ['2, k, 24', [0.185211, -0.441982, 1.0]]]
