[['2, k, 0', [0.0658035, -0.221888, 1.0]], ['2, k, 1', [0.0650703, 0.0922838, 1.0]], ['2, k, 2', [0.0640703, 0.399848, 1.0]], ['2, k, 3', [0.0689803, 0.546146, 1.0]], ['2, k, 4', [-0.0987904, 0.294074, 1.0]], ['2, k, 5', [-0.207793, 0.125454, 1.0]], ['2, k, 6', [-0.231518, -0.0223525, 1.0]], ['2, k, 7', [-0.238139, -0.090383, 1.0]], ['2, k, 8', [0.222531, 0.288347, 1.0]], ['2, k, 9', [0.328095, 0.11933, 1.0]], ['2, k, 10', [0.336908, -0.0308858, 1.0]], ['2, k, 11', [0.341443, -0.0944255, 1.0]], ['2, k, 12', [-0.00799523, -0.218111, 1.0]], ['2, k, 13', [-0.0943499, -0.543142, 1.0]], ['2, k, 14', [-0.0270093, -0.679197, 1.0]], ['2, k, 15', [-0.0477077, -0.766886, 1.0]], ['2, k, 16', [0.138127, -0.2207, 1.0]], ['2, k, 17', [0.143741, -0.515042, 1.0]], ['2, k, 18', [0.139315, -0.703363, 1.0]], ['2, k, 19', [0.154823, -0.78933, 1.0]], ['2, k, 20', [0.0643691, 0.323911, 1.0]], ['2, k, 21', [-0.228036, -0.144073, 1.0]], ['2, k, 22', [-0.269182, -0.110394, 1.0]], ['2, k, 23', [0.337787, -0.141382, 1.0]], ['2, k, 24', [0.368099, -0.110257, 1.0]]]
[['2, k, 0', [0.0595783, -0.189915, 1.0]], ['2, k, 1', [0.0629715, 0.102506, 1.0]], ['2, k, 2', [0.0640315, 0.399649, 1.0]], ['2, k, 3', [0.0689855, 0.545529, 1.0]], ['2, k, 4', [-0.0988167, 0.297907, 1.0]], ['2, k, 5', [-0.171104, 0.158587, 1.0]], ['2, k, 6', [-0.206261, 0.0264141, 1.0]], ['2, k, 7', [-0.232794, -0.0775768, 1.0]], ['2, k, 8', [0.222616, 0.288639, 1.0]], ['2, k, 9', [0.297379, 0.145731, 1.0]], ['2, k, 10', [0.33228, 0.0316178, 1.0]], ['2, k, 11', [0.351016, -0.080994, 1.0]], ['2, k, 12', [-0.0140615, -0.184565, 1.0]], ['2, k, 13', [-0.0221043, -0.520102, 1.0]], ['2, k, 14', [-0.0290438, -0.78838, 1.0]], ['2, k, 15', [-0.0777528, -0.709515, 1.0]], ['2, k, 16', [0.131897, -0.191059, 1.0]], ['2, k, 17', [0.15259, -0.525911, 1.0]], ['2, k, 18', [0.139069, -0.703582, 1.0]], ['2, k, 19', [0.13705, -0.751093, 1.0]], ['2, k, 20', [0.0641579, 0.324463, 1.0]], ['2, k, 21', [-0.216879, -0.119191, 1.0]], ['2, k, 22', [-0.272003, -0.0770932, 1.0]], ['2, k, 23', [0.347626, -0.121087, 1.0]], ['2, k, 24', [0.388964, -0.0781794, 1.0]]]
[['2, k, 0', [0.0594812, -0.19023, 1.0]], ['2, k, 1', [0.0624683, 0.103781, 1.0]], ['2, k, 2', [0.0639325, 0.399599, 1.0]], ['2, k, 3', [0.0701503, 0.544087, 1.0]], ['2, k, 4', [-0.0970811, 0.302896, 1.0]], ['2, k, 5', [-0.167092, 0.187059, 1.0]], ['2, k, 6', [-0.201982, 0.0757078, 1.0]], ['2, k, 7', [-0.229915, -0.0224919, 1.0]], ['2, k, 8', [0.221853, 0.290622, 1.0]], ['2, k, 9', [0.296242, 0.16964, 1.0]], ['2, k, 10', [0.328719, 0.0593422, 1.0]], ['2, k, 11', [0.351736, -0.0284633, 1.0]], ['2, k, 12', [-0.0141436, -0.184882, 1.0]], ['2, k, 13', [-0.0327763, -0.484923, 1.0]], ['2, k, 14', [-0.0475496, -0.724284, 1.0]], ['2, k, 15', [-0.0484746, -0.773314, 1.0]], ['2, k, 16', [0.131797, -0.191393, 1.0]], ['2, k, 17', [0.141427, -0.493167, 1.0]], ['2, k, 18', [0.139427, -0.724246, 1.0]], ['2, k, 19', [0.136572, -0.773287, 1.0]], ['2, k, 20', [0.0639873, 0.324708, 1.0]], ['2, k, 21', [-0.22397, -0.0626129, 1.0]], ['2, k, 22', [-0.272745, -0.0204674, 1.0]], ['2, k, 23', [0.353019, -0.0696018, 1.0]], ['2, k, 24', [0.392877, -0.0198136, 1.0]]]
[['2, k, 0', [0.0589244, -0.190235, 1.0]], ['2, k, 1', [0.0618031, 0.104827, 1.0]], ['2, k, 2', [0.0638308, 0.399642, 1.0]], ['2, k, 3', [0.0699146, 0.543868, 1.0]], ['2, k, 4', [-0.0956582, 0.305035, 1.0]], ['2, k, 5', [-0.16369, 0.203289, 1.0]], ['2, k, 6', [-0.203833, 0.130281, 1.0]], ['2, k, 7', [-0.224838, 0.0394373, 1.0]], ['2, k, 8', [0.220637, 0.291282, 1.0]], ['2, k, 9', [0.288399, 0.191142, 1.0]], ['2, k, 10', [0.327092, 0.112198, 1.0]], ['2, k, 11', [0.359309, 0.0355897, 1.0]], ['2, k, 12', [-0.0146741, -0.184716, 1.0]], ['2, k, 13', [-0.0319079, -0.468174, 1.0]], ['2, k, 14', [-0.0475274, -0.724321, 1.0]], ['2, k, 15', [-0.0489163, -0.774185, 1.0]], ['2, k, 16', [0.131232, -0.19157, 1.0]], ['2, k, 17', [0.14081, -0.476598, 1.0]], ['2, k, 18', [0.139415, -0.724106, 1.0]], ['2, k, 19', [0.136105, -0.773983, 1.0]], ['2, k, 20', [0.063716, 0.325142, 1.0]], ['2, k, 21', [-0.224819, 0.00086663, 1.0]], ['2, k, 22', [-0.262263, 0.0456245, 1.0]], ['2, k, 23', [0.36199, 0.000871153, 1.0]], ['2, k, 24', [0.393329, 0.0308972, 1.0]]]
[['2, k, 0', [0.0584825, -0.190318, 1.0]], ['2, k, 1', [0.0613825, 0.105326, 1.0]], ['2, k, 2', [0.0637128, 0.399699, 1.0]], ['2, k, 3', [0.0700187, 0.543429, 1.0]], ['2, k, 4', [-0.0954567, 0.304955, 1.0]], ['2, k, 5', [-0.133467, 0.238987, 1.0]], ['2, k, 6', [-0.193001, 0.173435, 1.0]], ['2, k, 7', [-0.220914, 0.101675, 1.0]], ['2, k, 8', [0.220228, 0.292012, 1.0]], ['2, k, 9', [0.287383, 0.208468, 1.0]], ['2, k, 10', [0.329564, 0.15997, 1.0]], ['2, k, 11', [0.360921, 0.0922009, 1.0]], ['2, k, 12', [-0.0150955, -0.185076, 1.0]], ['2, k, 13', [-0.0331585, -0.457976, 1.0]], ['2, k, 14', [-0.0476755, -0.725812, 1.0]], ['2, k, 15', [-0.0491612, -0.776166, 1.0]], ['2, k, 16', [0.130763, -0.191421, 1.0]], ['2, k, 17', [0.140324, -0.471989, 1.0]], ['2, k, 18', [0.139459, -0.724424, 1.0]], ['2, k, 19', [0.136055, -0.774802, 1.0]], ['2, k, 20', [0.0635173, 0.325422, 1.0]], ['2, k, 21', [-0.225239, 0.067031, 1.0]], ['2, k, 22', [-0.258069, 0.104034, 1.0]], ['2, k, 23', [0.353394, 0.0593423, 1.0]], ['2, k, 24', [0.398376, 0.0910266, 1.0]]]
[['2, k, 0', [0.0590133, -0.190509, 1.0]], ['2, k, 1', [0.0616162, 0.105786, 1.0]], ['2, k, 2', [0.0637285, 0.399828, 1.0]], ['2, k, 3', [0.0702809, 0.543729, 1.0]], ['2, k, 4', [-0.0952505, 0.304776, 1.0]], ['2, k, 5', [-0.130966, 0.260644, 1.0]], ['2, k, 6', [-0.188174, 0.216444, 1.0]], ['2, k, 7', [-0.21437, 0.166835, 1.0]], ['2, k, 8', [0.219521, 0.29318, 1.0]], ['2, k, 9', [0.282232, 0.234405, 1.0]], ['2, k, 10', [0.317647, 0.194557, 1.0]], ['2, k, 11', [0.364308, 0.15471, 1.0]], ['2, k, 12', [-0.014485, -0.185677, 1.0]], ['2, k, 13', [-0.0323133, -0.451322, 1.0]], ['2, k, 14', [-0.0465217, -0.7223, 1.0]], ['2, k, 15', [-0.0480923, -0.772992, 1.0]], ['2, k, 16', [0.131237, -0.191193, 1.0]], ['2, k, 17', [0.1403, -0.471869, 1.0]], ['2, k, 18', [0.139266, -0.72541, 1.0]], ['2, k, 19', [0.135796, -0.776084, 1.0]], ['2, k, 20', [0.0635346, 0.325755, 1.0]], ['2, k, 21', [-0.204448, 0.132793, 1.0]], ['2, k, 22', [-0.253729, 0.168365, 1.0]], ['2, k, 23', [0.366829, 0.11759, 1.0]], ['2, k, 24', [0.355202, 0.190627, 1.0]]]
[['2, k, 0', [0.0581031, -0.190042, 1.0]], ['2, k, 1', [0.0610916, 0.106593, 1.0]], ['2, k, 2', [0.0635358, 0.400232, 1.0]], ['2, k, 3', [0.0702773, 0.544179, 1.0]], ['2, k, 4', [-0.0951686, 0.304795, 1.0]], ['2, k, 5', [-0.148699, 0.276314, 1.0]], ['2, k, 6', [-0.184407, 0.25634, 1.0]], ['2, k, 7', [-0.212352, 0.237356, 1.0]], ['2, k, 8', [0.218326, 0.295832, 1.0]], ['2, k, 9', [0.287777, 0.250361, 1.0]], ['2, k, 10', [0.324367, 0.223217, 1.0]], ['2, k, 11', [0.364585, 0.22374, 1.0]], ['2, k, 12', [-0.0151312, -0.185699, 1.0]], ['2, k, 13', [-0.0323247, -0.451478, 1.0]], ['2, k, 14', [-0.0460385, -0.721522, 1.0]], ['2, k, 15', [-0.0479084, -0.772387, 1.0]], ['2, k, 16', [0.130017, -0.190042, 1.0]], ['2, k, 17', [0.14021, -0.471643, 1.0]], ['2, k, 18', [0.139435, -0.725961, 1.0]], ['2, k, 19', [0.135671, -0.776795, 1.0]], ['2, k, 20', [0.0632796, 0.326335, 1.0]], ['2, k, 21', [-0.238168, 0.213326, 1.0]], ['2, k, 22', [-0.247565, 0.24794, 1.0]], ['2, k, 23', [0.373818, 0.185196, 1.0]], ['2, k, 24', [0.356769, 0.250736, 1.0]]]
[['2, k, 0', [0.0574147, -0.190464, 1.0]], ['2, k, 1', [0.0608022, 0.106857, 1.0]], ['2, k, 2', [0.063511, 0.40049, 1.0]], ['2, k, 3', [0.0699976, 0.544056, 1.0]], ['2, k, 4', [-0.0946543, 0.304499, 1.0]], ['2, k, 5', [-0.156385, 0.287647, 1.0]], ['2, k, 6', [-0.173539, 0.29339, 1.0]], ['2, k, 7', [-0.206254, 0.306969, 1.0]], ['2, k, 8', [0.21835, 0.295672, 1.0]], ['2, k, 9', [0.288158, 0.269183, 1.0]], ['2, k, 10', [0.325778, 0.271572, 1.0]], ['2, k, 11', [0.361326, 0.292988, 1.0]], ['2, k, 12', [-0.0156678, -0.186098, 1.0]], ['2, k, 13', [-0.0323134, -0.451815, 1.0]], ['2, k, 14', [-0.0460257, -0.721107, 1.0]], ['2, k, 15', [-0.0477894, -0.772116, 1.0]], ['2, k, 16', [0.129205, -0.190505, 1.0]], ['2, k, 17', [0.139816, -0.470643, 1.0]], ['2, k, 18', [0.139209, -0.726278, 1.0]], ['2, k, 19', [0.135555, -0.777247, 1.0]], ['2, k, 20', [0.0631836, 0.326705, 1.0]], ['2, k, 21', [-0.244828, 0.29534, 1.0]], ['2, k, 22', [-0.235295, 0.304482, 1.0]], ['2, k, 23', [0.386573, 0.257424, 1.0]], ['2, k, 24', [0.39151, 0.300985, 1.0]]]
[['2, k, 0', [0.0580343, -0.189809, 1.0]], ['2, k, 1', [0.0610554, 0.107745, 1.0]], ['2, k, 2', [0.0636097, 0.40172, 1.0]], ['2, k, 3', [0.0699913, 0.544015, 1.0]], ['2, k, 4', [-0.0920567, 0.30562, 1.0]], ['2, k, 5', [-0.144486, 0.311722, 1.0]], ['2, k, 6', [-0.165032, 0.337648, 1.0]], ['2, k, 7', [-0.194562, 0.373364, 1.0]], ['2, k, 8', [0.217137, 0.298762, 1.0]], ['2, k, 9', [0.285759, 0.291719, 1.0]], ['2, k, 10', [0.324409, 0.311494, 1.0]], ['2, k, 11', [0.355141, 0.356764, 1.0]], ['2, k, 12', [-0.0151179, -0.185829, 1.0]], ['2, k, 13', [-0.0322963, -0.451782, 1.0]], ['2, k, 14', [-0.044383, -0.717241, 1.0]], ['2, k, 15', [-0.0466023, -0.768293, 1.0]], ['2, k, 16', [0.12986, -0.189397, 1.0]], ['2, k, 17', [0.139849, -0.469622, 1.0]], ['2, k, 18', [0.139338, -0.726348, 1.0]], ['2, k, 19', [0.135244, -0.777324, 1.0]], ['2, k, 20', [0.0632628, 0.327854, 1.0]], ['2, k, 21', [-0.21087, 0.354704, 1.0]], ['2, k, 22', [-0.217667, 0.343231, 1.0]], ['2, k, 23', [0.394033, 0.342009, 1.0]], ['2, k, 24', [0.37806, 0.329239, 1.0]]]
[['2, k, 0', [0.0581053, -0.189125, 1.0]], ['2, k, 1', [0.0609005, 0.108582, 1.0]], ['2, k, 2', [0.0634674, 0.40197, 1.0]], ['2, k, 3', [0.0697129, 0.544202, 1.0]], ['2, k, 4', [-0.0892253, 0.306571, 1.0]], ['2, k, 5', [-0.155945, 0.331588, 1.0]], ['2, k, 6', [-0.177973, 0.379578, 1.0]], ['2, k, 7', [-0.189583, 0.434022, 1.0]], ['2, k, 8', [0.216464, 0.300732, 1.0]], ['2, k, 9', [0.284979, 0.310743, 1.0]], ['2, k, 10', [0.32155, 0.357146, 1.0]], ['2, k, 11', [0.351441, 0.4199, 1.0]], ['2, k, 12', [-0.0149089, -0.185421, 1.0]], ['2, k, 13', [-0.0324108, -0.451771, 1.0]], ['2, k, 14', [-0.044372, -0.718014, 1.0]], ['2, k, 15', [-0.0468188, -0.769008, 1.0]], ['2, k, 16', [0.129832, -0.188582, 1.0]], ['2, k, 17', [0.139986, -0.469401, 1.0]], ['2, k, 18', [0.139338, -0.726312, 1.0]], ['2, k, 19', [0.135018, -0.777239, 1.0]], ['2, k, 20', [0.0630286, 0.328471, 1.0]], ['2, k, 21', [-0.179005, 0.437517, 1.0]], ['2, k, 22', [-0.169478, 0.401603, 1.0]], ['2, k, 23', [0.389734, 0.416252, 1.0]], ['2, k, 24', [0.36829, 0.389612, 1.0]]]
[['2, k, 0', [0.05785, -0.188705, 1.0]], ['2, k, 1', [0.060817, 0.108978, 1.0]], ['2, k, 2', [0.0634744, 0.401989, 1.0]], ['2, k, 3', [0.0695482, 0.544285, 1.0]], ['2, k, 4', [-0.0875325, 0.307252, 1.0]], ['2, k, 5', [-0.15289, 0.346658, 1.0]], ['2, k, 6', [-0.173396, 0.419432, 1.0]], ['2, k, 7', [-0.180964, 0.489214, 1.0]], ['2, k, 8', [0.214944, 0.300944, 1.0]], ['2, k, 9', [0.294784, 0.33641, 1.0]], ['2, k, 10', [0.325031, 0.406151, 1.0]], ['2, k, 11', [0.347868, 0.475889, 1.0]], ['2, k, 12', [-0.0151278, -0.185245, 1.0]], ['2, k, 13', [-0.0323705, -0.451864, 1.0]], ['2, k, 14', [-0.0425374, -0.714905, 1.0]], ['2, k, 15', [-0.0452061, -0.765991, 1.0]], ['2, k, 16', [0.129561, -0.187906, 1.0]], ['2, k, 17', [0.139951, -0.469142, 1.0]], ['2, k, 18', [0.141312, -0.728975, 1.0]], ['2, k, 19', [0.13677, -0.779943, 1.0]], ['2, k, 20', [0.0630235, 0.328695, 1.0]], ['2, k, 21', [-0.135108, 0.486587, 1.0]], ['2, k, 22', [-0.151453, 0.460336, 1.0]], ['2, k, 23', [0.386087, 0.488175, 1.0]], ['2, k, 24', [0.379763, 0.458748, 1.0]]]
