[[0, -0.0811335, -0.28634, 2.31876, 1.0], [1, -0.078409, 0.0605434, 2.26114, 1.0], [2, -0.0751713, 0.396301, 2.18808, 1.0], [3, -0.0786118, 0.571064, 2.1466, 1.0], [4, -0.277852, 0.279607, 2.22281, 1.0], [5, -0.343667, 0.0210754, 2.2444, 1.0], [6, -0.379167, -0.251214, 2.21918, 1.0], [7, -0.380913, -0.319124, 2.20163, 1.0], [8, 0.114634, 0.26589, 2.21542, 1.0], [9, 0.185539, -0.00653208, 2.23691, 1.0], [10, 0.222248, -0.266599, 2.18814, 1.0], [11, 0.222081, -0.332577, 2.16867, 1.0], [12, -0.169512, -0.278151, 2.28106, 1.0], [13, -0.197512, -0.719224, 2.40805, 1.0], [14, -0.252809, -1.09398, 2.50505, 1.0], [15, -0.265048, -1.15082, 2.38487, 1.0], [16, 0.0101001, -0.284524, 2.27543, 1.0], [17, 0.0501693, -0.706424, 2.39067, 1.0], [18, 0.091675, -1.08028, 2.4896, 1.0], [19, 0.125963, -1.14278, 2.38122, 1.0], [20, -0.0760684, 0.313985, 2.20897, 1.0], [21, -0.381149, -0.378282, 2.18943, 1.0], [22, -0.315356, -0.347963, 2.17529, 1.0], [23, 0.224166, -0.393237, 2.15679, 1.0], [24, 0.157138, -0.355364, 2.13959, 1.0]]
[[0, -0.0810361, -0.286383, 2.31881, 1.0], [1, -0.0784056, 0.0605373, 2.26115, 1.0], [2, -0.0752156, 0.396301, 2.18809, 1.0], [3, -0.0786075, 0.571067, 2.1466, 1.0], [4, -0.277848, 0.279619, 2.22282, 1.0], [5, -0.343622, 0.0210872, 2.2444, 1.0], [6, -0.379263, -0.251159, 2.21929, 1.0], [7, -0.381512, -0.320068, 2.20285, 1.0], [8, 0.114622, 0.26589, 2.21544, 1.0], [9, 0.185634, -0.00684761, 2.23708, 1.0], [10, 0.222253, -0.266599, 2.18814, 1.0], [11, 0.222938, -0.332444, 2.16843, 1.0], [12, -0.169419, -0.278183, 2.28111, 1.0], [13, -0.19716, -0.71831, 2.40778, 1.0], [14, -0.2527, -1.09373, 2.50578, 1.0], [15, -0.268203, -1.15032, 2.38606, 1.0], [16, 0.0101984, -0.284576, 2.27548, 1.0], [17, 0.0502548, -0.705683, 2.39043, 1.0], [18, 0.0916559, -1.07952, 2.4905, 1.0], [19, 0.125344, -1.14219, 2.382, 1.0], [20, -0.0760911, 0.313983, 2.20897, 1.0], [21, -0.380508, -0.377791, 2.19213, 1.0], [22, -0.314992, -0.347773, 2.17518, 1.0], [23, 0.224112, -0.393521, 2.15833, 1.0], [24, 0.157964, -0.355748, 2.13933, 1.0]]
[[0, -0.0808486, -0.28647, 2.31896, 1.0], [1, -0.0783851, 0.060559, 2.26125, 1.0], [2, -0.0753318, 0.396455, 2.18823, 1.0], [3, -0.0786216, 0.571213, 2.14682, 1.0], [4, -0.277861, 0.279677, 2.22291, 1.0], [5, -0.343625, 0.0211447, 2.24449, 1.0], [6, -0.379312, -0.251153, 2.21958, 1.0], [7, -0.38137, -0.319668, 2.2041, 1.0], [8, 0.114618, 0.265871, 2.21552, 1.0], [9, 0.185608, -0.00702145, 2.23775, 1.0], [10, 0.222221, -0.26598, 2.18863, 1.0], [11, 0.222109, -0.332635, 2.16998, 1.0], [12, -0.169263, -0.278233, 2.28117, 1.0], [13, -0.197172, -0.718839, 2.40829, 1.0], [14, -0.249638, -1.08483, 2.50722, 1.0], [15, -0.268928, -1.14819, 2.39472, 1.0], [16, 0.0104212, -0.284711, 2.27573, 1.0], [17, 0.0504908, -0.705854, 2.39045, 1.0], [18, 0.0943148, -1.08335, 2.4908, 1.0], [19, 0.12662, -1.14691, 2.38268, 1.0], [20, -0.0761591, 0.314089, 2.2091, 1.0], [21, -0.380766, -0.377222, 2.19199, 1.0], [22, -0.314764, -0.347618, 2.1747, 1.0], [23, 0.224251, -0.393378, 2.15756, 1.0], [24, 0.157144, -0.355841, 2.13931, 1.0]]
[[0, -0.0808721, -0.286451, 2.31903, 1.0], [1, -0.0783929, 0.0605653, 2.26127, 1.0], [2, -0.0753331, 0.396456, 2.18823, 1.0], [3, -0.0786063, 0.571218, 2.14689, 1.0], [4, -0.277738, 0.279846, 2.22305, 1.0], [5, -0.343584, 0.0210158, 2.24461, 1.0], [6, -0.379355, -0.251137, 2.21964, 1.0], [7, -0.38147, -0.319448, 2.20389, 1.0], [8, 0.114617, 0.265871, 2.21554, 1.0], [9, 0.185487, -0.00698201, 2.23781, 1.0], [10, 0.222313, -0.265975, 2.18861, 1.0], [11, 0.222208, -0.332689, 2.16947, 1.0], [12, -0.169279, -0.278204, 2.2812, 1.0], [13, -0.19698, -0.717228, 2.40752, 1.0], [14, -0.249215, -1.08695, 2.50677, 1.0], [15, -0.270592, -1.15011, 2.39478, 1.0], [16, 0.010385, -0.284712, 2.27588, 1.0], [17, 0.0505024, -0.705781, 2.39047, 1.0], [18, 0.0951107, -1.08488, 2.49171, 1.0], [19, 0.125549, -1.14741, 2.38166, 1.0], [20, -0.0761612, 0.314091, 2.2091, 1.0], [21, -0.381121, -0.377573, 2.19404, 1.0], [22, -0.315236, -0.347868, 2.1752, 1.0], [23, 0.221832, -0.393127, 2.15614, 1.0], [24, 0.180836, -0.330225, 2.19327, 1.0]]
[[0, -0.0808302, -0.286452, 2.31906, 1.0], [1, -0.0783806, 0.0605729, 2.26128, 1.0], [2, -0.0753337, 0.396471, 2.18823, 1.0], [3, -0.0785954, 0.571333, 2.14689, 1.0], [4, -0.277592, 0.27997, 2.22304, 1.0], [5, -0.343544, 0.020585, 2.24478, 1.0], [6, -0.379388, -0.251186, 2.21971, 1.0], [7, -0.381909, -0.318943, 2.2031, 1.0], [8, 0.114642, 0.265852, 2.21562, 1.0], [9, 0.185459, -0.00696633, 2.23785, 1.0], [10, 0.222419, -0.265985, 2.18887, 1.0], [11, 0.221667, -0.332748, 2.17061, 1.0], [12, -0.169231, -0.278185, 2.28124, 1.0], [13, -0.197054, -0.71742, 2.40756, 1.0], [14, -0.248382, -1.08364, 2.50687, 1.0], [15, -0.269537, -1.14999, 2.39822, 1.0], [16, 0.0104243, -0.28473, 2.2759, 1.0], [17, 0.050568, -0.705766, 2.39039, 1.0], [18, 0.0959179, -1.0859, 2.492, 1.0], [19, 0.127231, -1.15111, 2.38536, 1.0], [20, -0.0761594, 0.314103, 2.20911, 1.0], [21, -0.38171, -0.378033, 2.19449, 1.0], [22, -0.315335, -0.347856, 2.17521, 1.0], [23, 0.220287, -0.393081, 2.15683, 1.0], [24, 0.158549, -0.356812, 2.142, 1.0]]
[[0, -0.0807576, -0.286534, 2.31923, 1.0], [1, -0.0783403, 0.0605133, 2.26141, 1.0], [2, -0.0753219, 0.396433, 2.18831, 1.0], [3, -0.0785962, 0.571303, 2.14704, 1.0], [4, -0.277523, 0.28017, 2.22316, 1.0], [5, -0.343589, 0.0199643, 2.24521, 1.0], [6, -0.379436, -0.251172, 2.21976, 1.0], [7, -0.381357, -0.319833, 2.20419, 1.0], [8, 0.114661, 0.265932, 2.21591, 1.0], [9, 0.185736, -0.00820611, 2.23833, 1.0], [10, 0.222399, -0.265944, 2.18908, 1.0], [11, 0.223837, -0.333074, 2.16994, 1.0], [12, -0.169136, -0.278251, 2.28154, 1.0], [13, -0.1971, -0.717216, 2.4076, 1.0], [14, -0.248042, -1.08003, 2.50747, 1.0], [15, -0.26826, -1.14716, 2.39935, 1.0], [16, 0.0104776, -0.284815, 2.27598, 1.0], [17, 0.0504843, -0.703946, 2.38969, 1.0], [18, 0.0961039, -1.08647, 2.49194, 1.0], [19, 0.125809, -1.15214, 2.38513, 1.0], [20, -0.0761428, 0.314061, 2.20919, 1.0], [21, -0.380096, -0.375432, 2.19232, 1.0], [22, -0.315402, -0.347851, 2.17567, 1.0], [23, 0.223087, -0.393203, 2.15812, 1.0], [24, 0.158754, -0.356759, 2.14169, 1.0]]
[[0, -0.080721, -0.286519, 2.31948, 1.0], [1, -0.0782561, 0.0605073, 2.26158, 1.0], [2, -0.0752026, 0.396412, 2.1884, 1.0], [3, -0.0785868, 0.571295, 2.14705, 1.0], [4, -0.277492, 0.28022, 2.22342, 1.0], [5, -0.343742, 0.019316, 2.24693, 1.0], [6, -0.379511, -0.251169, 2.21982, 1.0], [7, -0.381747, -0.319162, 2.20543, 1.0], [8, 0.114666, 0.265935, 2.21595, 1.0], [9, 0.185561, -0.00844377, 2.23855, 1.0], [10, 0.222607, -0.266013, 2.1896, 1.0], [11, 0.2236, -0.333332, 2.17277, 1.0], [12, -0.169108, -0.278232, 2.28167, 1.0], [13, -0.197242, -0.716153, 2.40708, 1.0], [14, -0.248219, -1.077, 2.5089, 1.0], [15, -0.269171, -1.14488, 2.40185, 1.0], [16, 0.0105173, -0.28481, 2.27636, 1.0], [17, 0.050498, -0.703917, 2.38972, 1.0], [18, 0.0962104, -1.08655, 2.49255, 1.0], [19, 0.124411, -1.151, 2.38373, 1.0], [20, -0.0760348, 0.314044, 2.20931, 1.0], [21, -0.380665, -0.376702, 2.1954, 1.0], [22, -0.314141, -0.347977, 2.17832, 1.0], [23, 0.222419, -0.394123, 2.16161, 1.0], [24, 0.158948, -0.356934, 2.14274, 1.0]]
[[0, -0.0806999, -0.286614, 2.31971, 1.0], [1, -0.0781984, 0.0604874, 2.26165, 1.0], [2, -0.0750923, 0.396431, 2.18839, 1.0], [3, -0.0785794, 0.571335, 2.14711, 1.0], [4, -0.277414, 0.280275, 2.22349, 1.0], [5, -0.343893, 0.0188858, 2.24729, 1.0], [6, -0.379647, -0.251037, 2.21991, 1.0], [7, -0.38213, -0.319052, 2.20462, 1.0], [8, 0.114675, 0.265926, 2.216, 1.0], [9, 0.185126, -0.00871063, 2.23879, 1.0], [10, 0.222447, -0.266024, 2.19043, 1.0], [11, 0.222575, -0.333393, 2.1726, 1.0], [12, -0.169084, -0.2783, 2.28191, 1.0], [13, -0.197184, -0.714873, 2.40624, 1.0], [14, -0.247383, -1.08128, 2.51073, 1.0], [15, -0.270176, -1.14477, 2.39948, 1.0], [16, 0.0105331, -0.284927, 2.27657, 1.0], [17, 0.0504837, -0.703931, 2.3897, 1.0], [18, 0.0960417, -1.08574, 2.49243, 1.0], [19, 0.122999, -1.15202, 2.38517, 1.0], [20, -0.075949, 0.314053, 2.20932, 1.0], [21, -0.380378, -0.375759, 2.19291, 1.0], [22, -0.315259, -0.347458, 2.17558, 1.0], [23, 0.22564, -0.394417, 2.16186, 1.0], [24, 0.160708, -0.357127, 2.1468, 1.0]]
[[0, -0.080673, -0.286483, 2.31984, 1.0], [1, -0.0781424, 0.0605774, 2.26176, 1.0], [2, -0.0750186, 0.396486, 2.18848, 1.0], [3, -0.0785242, 0.571522, 2.1474, 1.0], [4, -0.277248, 0.280377, 2.22358, 1.0], [5, -0.343894, 0.0184366, 2.2476, 1.0], [6, -0.379664, -0.251072, 2.22011, 1.0], [7, -0.382978, -0.318744, 2.20594, 1.0], [8, 0.114828, 0.265948, 2.21658, 1.0], [9, 0.185246, -0.0100251, 2.23989, 1.0], [10, 0.222549, -0.265948, 2.19105, 1.0], [11, 0.223171, -0.333599, 2.17317, 1.0], [12, -0.169057, -0.278162, 2.28197, 1.0], [13, -0.197517, -0.714946, 2.40623, 1.0], [14, -0.247723, -1.07822, 2.51181, 1.0], [15, -0.269683, -1.1434, 2.40204, 1.0], [16, 0.0105595, -0.284804, 2.27676, 1.0], [17, 0.0504617, -0.703876, 2.38974, 1.0], [18, 0.0962497, -1.08586, 2.49268, 1.0], [19, 0.123959, -1.15048, 2.38385, 1.0], [20, -0.0758797, 0.314117, 2.20941, 1.0], [21, -0.382256, -0.375706, 2.19422, 1.0], [22, -0.314679, -0.346491, 2.17573, 1.0], [23, 0.2233, -0.393873, 2.16338, 1.0], [24, 0.159182, -0.356574, 2.14591, 1.0]]
[[0, -0.0811335, -0.286399, 2.32049, 1.0], [1, -0.0782428, 0.0606318, 2.26218, 1.0], [2, -0.0749149, 0.396529, 2.18875, 1.0], [3, -0.078457, 0.571658, 2.14763, 1.0], [4, -0.277147, 0.280447, 2.2238, 1.0], [5, -0.343941, 0.0184814, 2.24803, 1.0], [6, -0.379788, -0.251073, 2.22062, 1.0], [7, -0.383225, -0.31872, 2.20721, 1.0], [8, 0.114829, 0.265945, 2.2166, 1.0], [9, 0.185353, -0.0101216, 2.24082, 1.0], [10, 0.222427, -0.26615, 2.19263, 1.0], [11, 0.222809, -0.333558, 2.17566, 1.0], [12, -0.169486, -0.278449, 2.28278, 1.0], [13, -0.197648, -0.712966, 2.40542, 1.0], [14, -0.244498, -1.07126, 2.51155, 1.0], [15, -0.269013, -1.13995, 2.40669, 1.0], [16, 0.0100068, -0.284349, 2.27736, 1.0], [17, 0.0504414, -0.703484, 2.38983, 1.0], [18, 0.0964556, -1.08723, 2.49281, 1.0], [19, 0.124156, -1.15062, 2.38268, 1.0], [20, -0.0758211, 0.314162, 2.20971, 1.0], [21, -0.383536, -0.376242, 2.19454, 1.0], [22, -0.314743, -0.346427, 2.17689, 1.0], [23, 0.222642, -0.394441, 2.1662, 1.0], [24, 0.160123, -0.357123, 2.14948, 1.0]]
[[0, -0.0811311, -0.286402, 2.32054, 1.0], [1, -0.0781925, 0.0606227, 2.26232, 1.0], [2, -0.0747793, 0.396511, 2.18899, 1.0], [3, -0.0784231, 0.571534, 2.14775, 1.0], [4, -0.277116, 0.280459, 2.22383, 1.0], [5, -0.344039, 0.0184392, 2.24816, 1.0], [6, -0.379865, -0.251119, 2.22102, 1.0], [7, -0.383169, -0.318676, 2.20695, 1.0], [8, 0.114819, 0.265926, 2.21662, 1.0], [9, 0.185228, -0.0104853, 2.24082, 1.0], [10, 0.222415, -0.266163, 2.19285, 1.0], [11, 0.22195, -0.332755, 2.1753, 1.0], [12, -0.169493, -0.278711, 2.28288, 1.0], [13, -0.197693, -0.712348, 2.40504, 1.0], [14, -0.245439, -1.07573, 2.51079, 1.0], [15, -0.270137, -1.14181, 2.40301, 1.0], [16, 0.0100298, -0.284107, 2.27746, 1.0], [17, 0.0501632, -0.700565, 2.3891, 1.0], [18, 0.0955429, -1.08602, 2.49293, 1.0], [19, 0.12324, -1.15047, 2.38394, 1.0], [20, -0.0757105, 0.314148, 2.20992, 1.0], [21, -0.383018, -0.377466, 2.19887, 1.0], [22, -0.314739, -0.34646, 2.17664, 1.0], [23, 0.222919, -0.393141, 2.16126, 1.0], [24, 0.1597, -0.356376, 2.14837, 1.0]]
